ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY
1042	Backstrom-1992-210b-75	chili	SkarduPurki	Skardu Purki	ñɛrmʌ	ñɛrmʌ	ȵ ɛ r̪ m ɜ	puri1258			Sino-Tibetan	4 7 5 4 7	AXMBZ	NERME	7	7.N.C 7.E.V 7.R.c 7.M.C 7.E.V	2.0 1.5 1.1 1.75 0.8	ȵɛr̪mɜ	0	365
2661	Backstrom-1992-210c-75	chili	Hussainabad	Hussainabad	ˈmɑručo	ˈmɑručo	ˈm/m ɑ r̪ u tɕ o	hunz1248	36.6865546	74.8234606	Burushaski
2662	Backstrom-1992-210c-75	chili	Murtazabad	Murtazabad	ˈmɑrɪčo	ˈmɑrɪčo	ˈm/m ɑ r̪ ɪ tɕ o	hunz1248	36.2821952	74.5889064	Burushaski
2663	Backstrom-1992-210c-75	chili	Haiderabad	Haiderabad	ˈmɑrɪčo	ˈmɑrɪčo	ˈm/m ɑ r̪ ɪ tɕ o	hunz1248	36.2969008	74.5985662	Burushaski
2664	Backstrom-1992-210c-75	chili	Ganish	Ganish	ˈmɑričo	ˈmɑričo	ˈm/m ɑ r̪ i tɕ o	hunz1248	36.312159	74.6626353	Burushaski
2665	Backstrom-1992-210c-75	chili	NazimabadUpperSust	Nazimabad (Upper Sust) 	ˈmɑručo	ˈmɑručo	ˈm/m ɑ r̪ u tɕ o	hunz1248	36.6717915	74.8337469	Burushaski
2666	Backstrom-1992-210c-75	chili	UyumNagar	Uyum Nagar	ˈmɑruč	ˈmɑruč	ˈm/m ɑ r̪ u tɕ	naga1398	36.1528358	74.8461621	Burushaski
2667	Backstrom-1992-210c-75	chili	Hoper	Hoper	ˈmɑručo	ˈmɑručo	ˈm/m ɑ r̪ u tɕ o	naga1398	36.1528358	74.8461621	Burushaski
2668	Backstrom-1992-210c-75	chili	YasinCenter	Yasin Center	mɑrč	mɑrč	m ɑ r̪ tɕ	yasi1237	36.4092359	73.0214217	Burushaski
2669	Backstrom-1992-210c-75	chili	ThuiYasin	Thui (Yasin)	mɑrč	mɑrč	m ɑ r̪ tɕ	yasi1237			Burushaski
4171	Backstrom-1992-210d-75	chili	Passu	Passu	ˈmɑrɪnǰ	ˈmɑrɪnǰ	ˈm/m ɑ r̪ ɪ n̪ dʑ	goja1238			Indo-European
4172	Backstrom-1992-210d-75	chili	Shimshal	Shimshal	ˈmɑrɪnǰ	ˈmɑrɪnǰ	ˈm/m ɑ r̪ ɪ n̪ dʑ		36.435521	75.325492	Indo-European
4173	Backstrom-1992-210d-75	chili	Chapursan	Chapursan 	ˈmɑrɪnǰ	ˈmɑrɪnǰ	ˈm/m ɑ r̪ ɪ n̪ dʑ		36.494474	74.294484	Indo-European
4174	Backstrom-1992-210d-75	chili	Yasin	Yasin	mɪrč	mɪrč	m ɪ r̪ tɕ	yasi1244			Indo-European
4175	Backstrom-1992-210d-75	chili	Ishkoman	Ishkoman	mʌrč	mʌrč	m ɜ r̪ tɕ	ishk1245			Indo-European
4920	Backstrom-1992-210e-75	chili	Domaaki	Domaaki	mɑˈruč	mɑˈruč	m ɑ ˈɾ̪/ɾ u tɕ	hunz1249			Indo-European
7237	Backstrom-1992-210f-75	chili	Gupis	Gupis	ˈmɑrʌč	ˈmɑrʌč	ˈm/m ɑ r̪ ɜ tɕ		36.227407	73.442007	Indo-European
7238	Backstrom-1992-210f-75	chili	Punial	Punial	ˈmɑɑruč	ˈmɑɑruč	ˈm/m ɑː r̪ u tɕ	puni1238			Indo-European
7239	Backstrom-1992-210f-75	chili	HunzaNasirabad	Hunza(Nasirabad)	ˈmɑɑ́ruč	ˈmɑɑ́ruč	ˈm/m ɑː r̪ u tɕ	hunz1246			Indo-European
7240	Backstrom-1992-210f-75	chili	NagarThol	Nagar(Thol)	ˈmɑɑ́ruč	ˈmɑɑ́ruč	ˈm/m ɑː r̪ u tɕ	hunz1246			Indo-European
7241	Backstrom-1992-210f-75	chili	NagarChalt	Nagar(Chalt)	ˈmɑɑ́ruč	ˈmɑɑ́ruč	ˈm/m ɑː r̪ u tɕ	hunz1246			Indo-European
7242	Backstrom-1992-210f-75	chili	Gilgit	Gilgit	ˈmɑɑ́ručʰ	ˈmɑɑ́ručʰ	ˈm/m ɑː r̪ u tɕʰ	gilg1243			Indo-European
7243	Backstrom-1992-210f-75	chili	Haramosh	Haramosh	ˈmɑɑruč	ˈmɑɑruč	ˈm/m ɑː r̪ u tɕ	hara1257			Indo-European
7244	Backstrom-1992-210f-75	chili	Bagrot	Bagrot	ˈmɑɑruč	ˈmɑɑruč	ˈm/m ɑː r̪ u tɕ	bagr1244			Indo-European
7245	Backstrom-1992-210f-75	chili	Bunji	Bunji	ˈmɑɑrᵘč	ˈmɑɑrᵘč	ˈm/m ɑː ɾ̪/ɾ u tɕ	bunj1245			Indo-European
7246	Backstrom-1992-210f-75	chili	Rondu	Rondu	ˈmɑruč	ˈmɑruč	ˈm/m ɑ r̪ u tɕ	rond1238			Indo-European
7247	Backstrom-1992-210f-75	chili	Gahorabad	Gahorabad	ˈmɑruč	ˈmɑruč	ˈm/m ɑ r̪ u tɕ		36.098361	73.975326	Indo-European
7248	Backstrom-1992-210f-75	chili	DashkinAstor	Dashkin (Astor)	ˈmɑrᶺč	ˈmɑrᶺč	ˈm/m ɑ ɾ̪/ɾ ɜ tɕ		35.476599	74.774062	Indo-European
7249	Backstrom-1992-210f-75	chili	Astor	Astor	ˈmɑrᶺč	ˈmɑrᶺč	ˈm/m ɑ ɾ̪/ɾ ɜ tɕ	asto1243			Indo-European
7250	Backstrom-1992-210f-75	chili	KachuraJel	Kachura (Jel)	ˈmʌruš	ˈmʌruš	ˈm/m ɜ r̪ u ɕ		35.439487	75.449668	Indo-European
7251	Backstrom-1992-210f-75	chili	Satpara	Satpara	ˈmʌruš	ˈmʌruš	ˈm/m ɜ r̪ u ɕ	satp1241			Indo-European
7252	Backstrom-1992-210f-75	chili	Gultari	Gultari	ˈmʌruš	ˈmʌruš	ˈm/m ɜ r̪ u ɕ		34.660371	75.539611	Indo-European
7253	Backstrom-1992-210f-75	chili	Kharmang	Kharmang	ˈmɑ̱ruš	ˈmɑ̱ruš	ˈm/m ɑ̠/ɑ r̪ u ɕ	khar1285			Indo-European
7254	Backstrom-1992-210f-75	chili	ChilasKhinar	Chilas (Khinar)	ˈmɑruč / ˈmɑrʌč	ˈmɑruč	ˈm/m ɑ r̪ u tɕ	chil1277			Indo-European
7255	Backstrom-1992-210f-75	chili	ChilasKhinar	Chilas (Khinar)	ˈmɑruč / ˈmɑrʌč	ˈmɑrʌč	ˈm/m ɑ r̪ ɜ tɕ	chil1277			Indo-European
7256	Backstrom-1992-210f-75	chili	ChilasJelil	Chilas (Jelil)	ˈmɑruč / ˈmɑrʌč	ˈmɑruč	ˈm/m ɑ r̪ u tɕ	chil1277			Indo-European
7257	Backstrom-1992-210f-75	chili	ChilasJelil	Chilas (Jelil)	ˈmɑruč / ˈmɑrʌč	ˈmɑrʌč	ˈm/m ɑ r̪ ɜ tɕ	chil1277			Indo-European
7258	Backstrom-1992-210f-75	chili	Darel	Darel	koˈe / ˈmɑruč	koˈe	k o ˈe/e	dare1241			Indo-European
7259	Backstrom-1992-210f-75	chili	Darel	Darel	koˈe / ˈmɑruč	ˈmɑruč	ˈm/m ɑ r̪ u tɕ	dare1241			Indo-European
7260	Backstrom-1992-210f-75	chili	Tangir	Tangir	kõĩ	kõĩ	k õ ĩ	tang1331			Indo-European
7261	Backstrom-1992-210f-75	chili	Sazin	Sazin	koⁱ	koⁱ	k oi	sazi1238			Indo-European
7262	Backstrom-1992-210f-75	chili	Harban	Harban	kii	kii	k i i	harb1238			Indo-European
7263	Backstrom-1992-210f-75	chili	Jalkot	Jalkot	ˈmɑruč	ˈmɑruč	ˈm/m ɑ r̪ u tɕ	jalk1241			Indo-European
7264	Backstrom-1992-210f-75	chili	Palas	Palas	ˈmɑɑruč	ˈmɑɑruč	ˈm/m ɑː r̪ u tɕ	pala1333			Indo-European
7265	Backstrom-1992-210f-75	chili	Kolai	Kolai	mʌrčʌˈki / mʌrt͡sʌˈki	mʌrčʌˈki	m ɜ r̪ tɕ ɜ ˈk/k i	kola1284			Indo-European
7266	Backstrom-1992-210f-75	chili	Kolai	Kolai	mʌrčʌˈki / mʌrt͡sʌˈki	mʌrt͡sʌˈki	m ɜ r̪ tθ ɜ ˈk/k i	kola1284			Indo-European
88	Backstrom-1992-210a-39	cloth	Urdu	Urdu	kʌpṛɑ	kʌpṛɑ	k ɜ p ɽ ɑ	urdu1245			Indo-European
89	Backstrom-1992-210a-39	cloth	Pashto	Pashto	kɑpṛɑ	kɑpṛɑ	k ɑ p ɽ ɑ	cent1973			Indo-European
789	Backstrom-1992-210b-39	cloth	RonduBalti	Rondu Balti	kʌpṛʌ	kʌpṛʌ	k ɜ p ɽ ɜ	balt1258	35.468685	75.358422	Sino-Tibetan	1 7 1 5 7	AXBCZ	KEPRE	4	4.K.C 4.E.V 4.P.C 4.R.C 4.E.V	2.0 1.5 1.75 1.5 0.8	kɜpɽɜ	0	375
790	Backstrom-1992-210b-39	cloth	ShigarBalti	Shigar Balti	snʌmbu	snʌmbu	s̪ n̪ ɜ m b u	balt1258	35.422616	75.737108	Sino-Tibetan	3 4 7 4 1 7	ACXMBZ	SNEMPY	5	5.S.C 5.N.C 5.E.V 5.M.c 5.P.C 5.Y.V	2.0 1.5 1.5 1.1 1.75 0.8	s̪n̪ɜmbu	0	376
791	Backstrom-1992-210b-39	cloth	SkarduBalti	Skardu Balti	rʌs	rʌs	ɾ̪/ɾ ɜ s̪	balt1258	35.289137	75.607395	Sino-Tibetan	5 7 3	AXN	RES	6	6.R.C 6.E.V 6.S.c	2.0 1.5 0.8	ɾ̪/ɾɜs̪	0	374
792	Backstrom-1992-210b-39	cloth	KhapaluBalti	Khapalu Balti	rʌs	rʌs	ɾ̪/ɾ ɜ s̪	balt1258	35.163409	76.342552	Sino-Tibetan	5 7 3	AXN	RES	2	2.R.C 2.E.V 2.S.c	2.0 1.5 0.8	ɾ̪/ɾɜs̪	0	374
793	Backstrom-1992-210b-39	cloth	KharmangBalti	Kharmang Balti	rʌs / kʌpṛɑ	rʌs	ɾ̪/ɾ ɜ s̪	balt1258	34.968679	76.213849	Sino-Tibetan	5 7 3	AXN	RES	3	3.R.C 3.E.V 3.S.c	2.0 1.5 0.8	ɾ̪/ɾɜs̪	0	374
794	Backstrom-1992-210b-39	cloth	KharmangBalti	Kharmang Balti	rʌs / kʌpṛɑ	kʌpṛɑ	k ɜ p ɽ ɑ	balt1258	34.968679	76.213849	Sino-Tibetan	1 7 1 5 7	AXBCZ	KEPRA	3	3.K.C 3.E.V 3.P.C 3.R.C 3.A.V	2.0 1.5 1.75 1.5 0.8	kɜpɽɑ	0	375
795	Backstrom-1992-210b-39	cloth	ChorbatBalti	Chorbat Balti	r̃ʌs	r̃ʌs	r̪ ɜ s̪	balt1258	34.979586	72.680387	Sino-Tibetan	5 7 3	AXN	RES	1	1.R.C 1.E.V 1.S.c	2.0 1.5 0.8	r̪ɜs̪	0	374
796	Backstrom-1992-210b-39	cloth	SkarduPurki	Skardu Purki	rʌs	rʌs	ɾ̪/ɾ ɜ s̪	puri1258			Sino-Tibetan	5 7 3	AXN	RES	7	7.R.C 7.E.V 7.S.c	2.0 1.5 0.8	ɾ̪/ɾɜs̪	0	374
2332	Backstrom-1992-210c-39	cloth	Hussainabad	Hussainabad	ˈpʌči	ˈpʌči	ˈp/p ɜ tɕ i	hunz1248	36.6865546	74.8234606	Burushaski
2333	Backstrom-1992-210c-39	cloth	Murtazabad	Murtazabad	ˈpʌči	ˈpʌči	ˈp/p ɜ tɕ i	hunz1248	36.2821952	74.5889064	Burushaski
2334	Backstrom-1992-210c-39	cloth	Haiderabad	Haiderabad	ˈpʌči	ˈpʌči	ˈp/p ɜ tɕ i	hunz1248	36.2969008	74.5985662	Burushaski
2335	Backstrom-1992-210c-39	cloth	Ganish	Ganish	ˈpʌči	ˈpʌči	ˈp/p ɜ tɕ i	hunz1248	36.312159	74.6626353	Burushaski
2336	Backstrom-1992-210c-39	cloth	NazimabadUpperSust	Nazimabad (Upper Sust) 	ˈpʌči	ˈpʌči	ˈp/p ɜ tɕ i	hunz1248	36.6717915	74.8337469	Burushaski
2337	Backstrom-1992-210c-39	cloth	UyumNagar	Uyum Nagar	sɑwˈdʌ	sɑwˈdʌ	s̪ ɑ β̞ ˈd̪/d̪ ɜ	naga1398	36.1528358	74.8461621	Burushaski
2338	Backstrom-1992-210c-39	cloth	Hoper	Hoper	sɑwˈdʌ	sɑwˈdʌ	s̪ ɑ β̞ ˈd̪/d̪ ɜ	naga1398	36.1528358	74.8461621	Burushaski
2339	Backstrom-1992-210c-39	cloth	YasinCenter	Yasin Center	kʌṭoɣʌr	kʌṭoɣʌr	k ɜ ʈ o ɣ ɜ ɾ̪/ɾ	yasi1237	36.4092359	73.0214217	Burushaski
2340	Backstrom-1992-210c-39	cloth	ThuiYasin	Thui (Yasin)	kɑṭˈwɑr	kɑṭˈwɑr	k ɑ ʈ ˈβ̞/β̞ ɑ ɾ̪/ɾ	yasi1237			Burushaski
4016	Backstrom-1992-210d-39	cloth	Passu	Passu	lɑkpɑr	lɑkpɑr	l ɑ k p ɑ ɾ̪/ɾ	goja1238			Indo-European
4017	Backstrom-1992-210d-39	cloth	Shimshal	Shimshal	lʊkpɑr	lʊkpɑr	l ʊ k p ɑ ɾ̪/ɾ		36.435521	75.325492	Indo-European
4018	Backstrom-1992-210d-39	cloth	Chapursan	Chapursan 	lʊkpɑr	lʊkpɑr	l ʊ k p ɑ ɾ̪/ɾ		36.494474	74.294484	Indo-European
4019	Backstrom-1992-210d-39	cloth	Yasin	Yasin	lʊkpʌr	lʊkpʌr	l ʊ k p ɜ ɾ̪/ɾ	yasi1244			Indo-European
4883	Backstrom-1992-210e-39	cloth	Domaaki	Domaaki	kɑṭuɑ	kɑṭuɑ	k ɑ ʈ u ɑ	hunz1249			Indo-European
6187	Backstrom-1992-210f-39	cloth	Gupis	Gupis	ˈč̣ʰilo̱	ˈč̣ʰilo̱	ˈʈʂʰ/ʈʂʰ i l o̠/o		36.227407	73.442007	Indo-European
6188	Backstrom-1992-210f-39	cloth	Punial	Punial	ˈč̣ʰilo̱	ˈč̣ʰilo̱	ˈʈʂʰ/ʈʂʰ i l o̠/o	puni1238			Indo-European
6189	Backstrom-1992-210f-39	cloth	HunzaNasirabad	Hunza(Nasirabad)	ˈpɑ̀ɑčo̱	ˈpɑ̀ɑčo̱	ˈp/p ɑ̀/ɑ ɑ tɕ o̠/o	hunz1246			Indo-European
6190	Backstrom-1992-210f-39	cloth	NagarThol	Nagar(Thol)	č̣ile / soˈdɑ / ˈpʌči	č̣ile	ʈʂ i l e	hunz1246			Indo-European
6191	Backstrom-1992-210f-39	cloth	NagarThol	Nagar(Thol)	č̣ile / soˈdɑ / ˈpʌči	soˈdɑ	s̪ o ˈd̪/d̪ ɑ	hunz1246			Indo-European
6192	Backstrom-1992-210f-39	cloth	NagarThol	Nagar(Thol)	č̣ile / soˈdɑ / ˈpʌči	ˈpʌči	ˈp/p ɜ tɕ i	hunz1246			Indo-European
6193	Backstrom-1992-210f-39	cloth	NagarChalt	Nagar(Chalt)	ˈč̣ʰilɛ̱ / kɑ̱ṭ	ˈč̣ʰilɛ̱	ˈʈʂʰ/ʈʂʰ i l ɛ̠/ɛ	hunz1246			Indo-European
6194	Backstrom-1992-210f-39	cloth	NagarChalt	Nagar(Chalt)	ˈč̣ʰilɛ̱ / kɑ̱ṭ	kɑ̱ṭ	k ɑ̠/ɑ ʈ	hunz1246			Indo-European
6195	Backstrom-1992-210f-39	cloth	Gilgit	Gilgit	ˈč̣ʰilo	ˈč̣ʰilo	ˈʈʂʰ/ʈʂʰ i l o	gilg1243			Indo-European
6196	Backstrom-1992-210f-39	cloth	Haramosh	Haramosh	kʌt	kʌt	k ɜ t̪	hara1257			Indo-European
6197	Backstrom-1992-210f-39	cloth	Bagrot	Bagrot	kʌt / ˈčilo̱	kʌt	k ɜ t̪	bagr1244			Indo-European
6198	Backstrom-1992-210f-39	cloth	Bagrot	Bagrot	kʌt / ˈčilo̱	ˈčilo̱	ˈtɕ/tɕ i l o̠/o	bagr1244			Indo-European
6199	Backstrom-1992-210f-39	cloth	Bunji	Bunji	ˈč̣ilɛ / kʌ̱t	ˈč̣ilɛ	ˈʈʂ/ʈʂ i l ɛ	bunj1245			Indo-European
6200	Backstrom-1992-210f-39	cloth	Bunji	Bunji	ˈč̣ilɛ / kʌ̱t	kʌ̱t	k ɜ̠/ɜ t̪	bunj1245			Indo-European
6201	Backstrom-1992-210f-39	cloth	Rondu	Rondu	kʌt / ˈpɑ̀ɑčo	kʌt	k ɜ t̪	rond1238			Indo-European
6202	Backstrom-1992-210f-39	cloth	Rondu	Rondu	kʌt / ˈpɑ̀ɑčo	ˈpɑ̀ɑčo	ˈp/p ɑ̀/ɑ ɑ tɕ o	rond1238			Indo-European
6203	Backstrom-1992-210f-39	cloth	Gahorabad	Gahorabad	pɑ̀ɑčo / tɑn	pɑ̀ɑčo	p ɑ̀/ɑ ɑ tɕ o		36.098361	73.975326	Indo-European
6204	Backstrom-1992-210f-39	cloth	Gahorabad	Gahorabad	pɑ̀ɑčo / tɑn	tɑn	t̪ ɑ n̪		36.098361	73.975326	Indo-European
6205	Backstrom-1992-210f-39	cloth	DashkinAstor	Dashkin (Astor)	ˈč̣ʰile̱ / kʌt / ˈpɑ̀ɑčo̱	ˈč̣ʰile̱	ˈʈʂʰ/ʈʂʰ i l e̠/e		35.476599	74.774062	Indo-European
6206	Backstrom-1992-210f-39	cloth	DashkinAstor	Dashkin (Astor)	ˈč̣ʰile̱ / kʌt / ˈpɑ̀ɑčo̱	kʌt	k ɜ t̪		35.476599	74.774062	Indo-European
6207	Backstrom-1992-210f-39	cloth	DashkinAstor	Dashkin (Astor)	ˈč̣ʰile̱ / kʌt / ˈpɑ̀ɑčo̱	ˈpɑ̀ɑčo̱	ˈp/p ɑ̀/ɑ ɑ tɕ o̠/o		35.476599	74.774062	Indo-European
6208	Backstrom-1992-210f-39	cloth	Astor	Astor	ˈč̣ʰile̱ / ˈpɑ̀ɑči̱	ˈč̣ʰile̱	ˈʈʂʰ/ʈʂʰ i l e̠/e	asto1243			Indo-European
6209	Backstrom-1992-210f-39	cloth	Astor	Astor	ˈč̣ʰile̱ / ˈpɑ̀ɑči̱	ˈpɑ̀ɑči̱	ˈp/p ɑ̀/ɑ ɑ tɕ i̠/i	asto1243			Indo-European
6210	Backstrom-1992-210f-39	cloth	KachuraJel	Kachura (Jel)	č̣ilo̱ / tʰɑn	č̣ilo̱	ʈʂ i l o̠/o		35.439487	75.449668	Indo-European
6211	Backstrom-1992-210f-39	cloth	KachuraJel	Kachura (Jel)	č̣ilo̱ / tʰɑn	tʰɑn	t̪ʰ ɑ n̪		35.439487	75.449668	Indo-European
6212	Backstrom-1992-210f-39	cloth	Satpara	Satpara	ˈč̣ʰilo̱ / tʰɑɑ́ṇ	ˈč̣ʰilo̱	ˈʈʂʰ/ʈʂʰ i l o̠/o	satp1241			Indo-European
6213	Backstrom-1992-210f-39	cloth	Satpara	Satpara	ˈč̣ʰilo̱ / tʰɑɑ́ṇ	tʰɑɑ́ṇ	t̪ʰ ɑː ɳ	satp1241			Indo-European
6214	Backstrom-1992-210f-39	cloth	Gultari	Gultari	ˈčilo / ˈpɑ̀ɑčo	ˈčilo	ˈtɕ/tɕ i l o		34.660371	75.539611	Indo-European
6215	Backstrom-1992-210f-39	cloth	Gultari	Gultari	ˈčilo / ˈpɑ̀ɑčo	ˈpɑ̀ɑčo	ˈp/p ɑ̀/ɑ ɑ tɕ o		34.660371	75.539611	Indo-European
6216	Backstrom-1992-210f-39	cloth	Kharmang	Kharmang	ˈč̣ʰɪle	ˈč̣ʰɪle	ˈʈʂʰ/ʈʂʰ ɪ l e	khar1285			Indo-European
6217	Backstrom-1992-210f-39	cloth	Dras	Dras	ˈč̣ʰɪlikʰoi	ˈč̣ʰɪlikʰoi	ˈʈʂʰ/ʈʂʰ ɪ l i kʰ o i	dras1242	34.4478362	75.5947267	Indo-European
6218	Backstrom-1992-210f-39	cloth	ChilasKhinar	Chilas (Khinar)	ˈpʊče̱ / tɑn	ˈpʊče̱	ˈp/p ʊ tɕ e̠/e	chil1277			Indo-European
6219	Backstrom-1992-210f-39	cloth	ChilasKhinar	Chilas (Khinar)	ˈpʊče̱ / tɑn	tɑn	t̪ ɑ n̪	chil1277			Indo-European
6220	Backstrom-1992-210f-39	cloth	ChilasJelil	Chilas (Jelil)	ˈpʊče̱ / sudɑ kʌprɑ	ˈpʊče̱	ˈp/p ʊ tɕ e̠/e	chil1277			Indo-European
6221	Backstrom-1992-210f-39	cloth	ChilasJelil	Chilas (Jelil)	ˈpʊče̱ / sudɑ kʌprɑ	sudɑ kʌprɑ	s̪ u d ɑ + k ɜ p r̪ ɑ	chil1277			Indo-European
6222	Backstrom-1992-210f-39	cloth	Darel	Darel	ˈṣ̌ile / soodɑ	ˈṣ̌ile	ˈʂ/ʂ i l e	dare1241			Indo-European
6223	Backstrom-1992-210f-39	cloth	Darel	Darel	ˈṣ̌ile / soodɑ	soodɑ	s̪ o o d ɑ	dare1241			Indo-European
6224	Backstrom-1992-210f-39	cloth	Tangir	Tangir	rʌx / ˈṭukeⁱ	rʌx	ɾ̪/ɾ ɜ x	tang1331			Indo-European
6225	Backstrom-1992-210f-39	cloth	Tangir	Tangir	rʌx / ˈṭukeⁱ	ˈṭukeⁱ	ˈʈ/ʈ u k ei	tang1331			Indo-European
6226	Backstrom-1992-210f-39	cloth	Sazin	Sazin	ˈpoočo	ˈpoočo	ˈp/p o o tɕ o	sazi1238			Indo-European
6227	Backstrom-1992-210f-39	cloth	Harban	Harban	ˈpoočo̱	ˈpoočo̱	ˈp/p o o tɕ o̠/o	harb1238			Indo-European
6228	Backstrom-1992-210f-39	cloth	Jalkot	Jalkot	ˈpʷočɛ̱ / rʌx / ˈṭukɑi	ˈpʷočɛ̱	ˈpʷ/pʷ o tɕ ɛ̠/ɛ	jalk1241			Indo-European
6229	Backstrom-1992-210f-39	cloth	Jalkot	Jalkot	ˈpʷočɛ̱ / rʌx / ˈṭukɑi	rʌx	ɾ̪/ɾ ɜ x	jalk1241			Indo-European
6230	Backstrom-1992-210f-39	cloth	Jalkot	Jalkot	ˈpʷočɛ̱ / rʌx / ˈṭukɑi	ˈṭukɑi	ˈʈ/ʈ u k ɑ i	jalk1241			Indo-European
6231	Backstrom-1992-210f-39	cloth	Palas	Palas	pʷʊč / rʌx / ˈṭukɑi	pʷʊč	pʷ ʊ tɕ	pala1333			Indo-European
6232	Backstrom-1992-210f-39	cloth	Palas	Palas	pʷʊč / rʌx / ˈṭukɑi	rʌx	ɾ̪/ɾ ɜ x	pala1333			Indo-European
6233	Backstrom-1992-210f-39	cloth	Palas	Palas	pʷʊč / rʌx / ˈṭukɑi	ˈṭukɑi	ˈʈ/ʈ u k ɑ i	pala1333			Indo-European
6234	Backstrom-1992-210f-39	cloth	Kolai	Kolai	pʷoč / rʌx / ˈṭukɑi	pʷoč	pʷ o tɕ	kola1284			Indo-European
6235	Backstrom-1992-210f-39	cloth	Kolai	Kolai	pʷoč / rʌx / ˈṭukɑi	rʌx	ɾ̪/ɾ ɜ x	kola1284			Indo-European
6236	Backstrom-1992-210f-39	cloth	Kolai	Kolai	pʷoč / rʌx / ˈṭukɑi	ˈṭukɑi	ˈʈ/ʈ u k ɑ i	kola1284			Indo-European
107	Backstrom-1992-210a-48	cloud	Urdu	Urdu	bɑdʌl	bɑdʌl	b ɑ d ɜ l	urdu1245			Indo-European
108	Backstrom-1992-210a-48	cloud	Pashto	Pashto	wʌryʌz	wʌryʌz	β̞ ɜ r̪ j ɜ z̪	cent1973			Indo-European
854	Backstrom-1992-210b-48	cloud	RonduBalti	Rondu Balti	psɪl	psɪl	p s̪ ɪ l	balt1258	35.468685	75.358422	Sino-Tibetan	1 3 7 5	ACXN	PSIL	4	4.P.C 4.S.C 4.I.V 4.L.c	2.0 1.5 1.5 0.8	ps̪ɪl	0	383
855	Backstrom-1992-210b-48	cloud	ShigarBalti	Shigar Balti	psɪl	psɪl	p s̪ ɪ l	balt1258	35.422616	75.737108	Sino-Tibetan	1 3 7 5	ACXN	PSIL	5	5.P.C 5.S.C 5.I.V 5.L.c	2.0 1.5 1.5 0.8	ps̪ɪl	0	383
856	Backstrom-1992-210b-48	cloud	SkarduBalti	Skardu Balti	psɪl	psɪl	p s̪ ɪ l	balt1258	35.289137	75.607395	Sino-Tibetan	1 3 7 5	ACXN	PSIL	6	6.P.C 6.S.C 6.I.V 6.L.c	2.0 1.5 1.5 0.8	ps̪ɪl	0	383
857	Backstrom-1992-210b-48	cloud	KhapaluBalti	Khapalu Balti	psɪl	psɪl	p s̪ ɪ l	balt1258	35.163409	76.342552	Sino-Tibetan	1 3 7 5	ACXN	PSIL	2	2.P.C 2.S.C 2.I.V 2.L.c	2.0 1.5 1.5 0.8	ps̪ɪl	0	383
858	Backstrom-1992-210b-48	cloud	KharmangBalti	Kharmang Balti	ɸsɪl	ɸsɪl	ɸ s̪ ɪ l	balt1258	34.968679	76.213849	Sino-Tibetan	3 3 7 5	ACYN	BSIL	3	3.B.C 3.S.C 3.I.V 3.L.c	2.0 1.5 1.3 0.8	ɸs̪ɪl	0	383
859	Backstrom-1992-210b-48	cloud	ChorbatBalti	Chorbat Balti	ɸsɪl	ɸsɪl	ɸ s̪ ɪ l	balt1258	34.979586	72.680387	Sino-Tibetan	3 3 7 5	ACYN	BSIL	1	1.B.C 1.S.C 1.I.V 1.L.c	2.0 1.5 1.3 0.8	ɸs̪ɪl	0	383
860	Backstrom-1992-210b-48	cloud	SkarduPurki	Skardu Purki	sɪl	sɪl	s̪ ɪ l	puri1258			Sino-Tibetan	3 7 5	AXN	SIL	7	7.S.C 7.I.V 7.L.c	2.0 1.5 0.8	s̪ɪl	0	383
2418	Backstrom-1992-210c-48	cloud	Hussainabad	Hussainabad	quronč̣	quronč̣	q u r̪ o n̪ ʈʂ	hunz1248	36.6865546	74.8234606	Burushaski
2419	Backstrom-1992-210c-48	cloud	Murtazabad	Murtazabad	quˈronč̣	quˈronč̣	q u ˈɾ̪/ɾ o n̪ ʈʂ	hunz1248	36.2821952	74.5889064	Burushaski
2420	Backstrom-1992-210c-48	cloud	Haiderabad	Haiderabad	quˈronč̣	quˈronč̣	q u ˈɾ̪/ɾ o n̪ ʈʂ	hunz1248	36.2969008	74.5985662	Burushaski
2421	Backstrom-1992-210c-48	cloud	Ganish	Ganish	quˈronč̣	quˈronč̣	q u ˈɾ̪/ɾ o n̪ ʈʂ	hunz1248	36.312159	74.6626353	Burushaski
2422	Backstrom-1992-210c-48	cloud	NazimabadUpperSust	Nazimabad (Upper Sust) 	quˈronč̣	quˈronč̣	q u ˈɾ̪/ɾ o n̪ ʈʂ	hunz1248	36.6717915	74.8337469	Burushaski
2423	Backstrom-1992-210c-48	cloud	UyumNagar	Uyum Nagar	qʰʌˈronč̣	qʰʌˈronč̣	qʰ ɜ ˈɾ̪/ɾ o n̪ ʈʂ	naga1398	36.1528358	74.8461621	Burushaski
2424	Backstrom-1992-210c-48	cloud	Hoper	Hoper	qʰoˈroŋ	qʰoˈroŋ	qʰ o ˈɾ̪/ɾ o ŋ	naga1398	36.1528358	74.8461621	Burushaski
