COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1364		ɸ tɕ u	ɸ tɕ u	ɸ tɕ u	ɸ tɕ u	p ɕ tɕ u	
1601	g oˑ	g o			g oˑ	g oˑ	g o
853		ɪ ɕ ɪ n̪	ɪ ɕ ɪ n̪	ɜ ɕ i n̪	i ɕ ɪ n̪	i ɕ ɪ n̪	
946	kʰ ɑ	kʰ ɑ	kʰ ɑ				kʰ ɑ
1520	g ʊ r̪ o ŋ	g r̪ o ŋ	g ʊ r̪ o ŋ			g ʊ r̪ o ŋ	
781		ɖʐ i		ʐ i	ɖʐ i	ɖʐ i	
1136				p ɜ r̪ ɜ k z̪ ɜ	p ɜ ɽ ɑ ɣ z̪ ɑ	pʰ ɜ ɽ ɜ k z̪ ɜ	p ɑ r̪ ɑ z̪ β̞ ɑ
643			pʰ ɜ x m u l	pʰ ɜ x m u l	pʰ l ɜ x m u l	pʰ ɜ x m ʊ l	
1578		ʈʂ o		ʈʂ o	ʈʂ o	ʈʂ o	
342	g o b i	g o b i	ɸ u l g o b i				pʰ u l g o b i
329	b ɜ n̪ d	b ɜ n̪ d	b ɜ n̪ d				b ɜ n̪ d
330	g o b i	g o b i	g o b i				g o b i
566			ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	
1554		h ɜ f t̪ ɑ	h ɜ f t̪ ɑ	h ɜ f t̪ ɜ		h ɜ f t̪ ɜ	
989		s̪ ɜ r̪ p ɜ		s̪ ɜ r̪ ɸ ɑ	s̪ ɜ r̪ ɸ ɜ	s̪ ɜ r̪ f ɜ	
152	tɕ ɜ t̪ s̪	tɕ ɜ t̪ s̪	tɕ ɜ t̪ s̪		tɕ ɜ t̪ s̪		
947				kʰ ɜ p ɜ k	kʰ ɑ b ɜ k	kʰ ɑ b ɜ k	
572	dz̪ o g u		z̪ o g u				z̪ ɪ g u
1521				ʐ o ŋ	ɖʐ o ŋ	ɖʐ o ŋ	
780	ɣ r̪ i		ɣ r̪ i				g r̪ i
1135	ɾ z̪ ɜ	ɣ z̪ ɜ	ɣ z̪ ɜ				
957				dʑʲ ɑ g ɜ t̪	dʑ ɑ g ɜ t̪	dʑ ɑ g ɜ t̪	
1405	ɾ i ŋ ɑ	ɾ i ŋ ɑ				ɾ i ŋ ɑ	
1577	k r̪ o		k r̪ o				k r̪ o
481		b ɛ ŋ g ɜ n̪	b ɛ ŋ g ɜ n̪		b ɛ ŋ g ɜ n̪		
343				k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	
399	b ɑ				b ɜ	b ɜ	
199				ʈʂ ɪ m o q	ʈʂ ɪ m o q	ʈʂ ɪ m o q	
1700	n̪ o ŋ o					n̪ o ŋ o	n̪ õ ŋ o
988	s̪ o ŋ ɑ		s̪ o m ɑ				s̪ o m ɑ
174				j ɑ ɾ	j ɑ ɾ	j ɜ ɾ	
172		t̪ʲ o k		t̪ o k		t̪ o k	
1380			d̪ i		d̪ i	d̪ i	
153				kʰ ɜ k t̪ ɜ t̪ s̪	kʰ ɑ k t̪ ɜ t̪ s̪	kʰ ɜ k t̪ ɜ t̪ s̪	
154		s̪ ʊ t̪ ʊ p s̪				s̪ o t̪ ɜ p s̪	t̪ʰ ɜ m p s̪
80	p r̪ ɛ t̪ l ɑ	p r̪ ɛ l ɑ			p r̪ ɛ l ɑ		
34		s̪ t̪ r̪ ɜ k s̪		s̪ t̪ r̪ ɜ k s̪		s̪ t̪ r̪ ɜ k s̪	
33	p o t̪ ʊ k s̪		t̪ ʊ k s̪		t̪ ʊ k s̪		
600	pʰ u	pʰ u					
375			k ɜ p ɽ ɑ	k ɜ p ɽ ɜ			
214			t̪ʰ ɜ l b ɜ				t̪ʰ ɜ l b ɜ
956			tɕʰ ɪ n̪			tɕʰ ɪ n̪	
456					t̪ʰ ɜ l p ʊ ʈ	t̪ʰ ɜ l p ʊ ʈ	
482				p ɑ ɣ ɜ n̪		p ɑ ɣ ɜ n̪	
400			b ɜ l ɜ ŋ			b ɜ l ɜ ŋ	
1347	s̪ ȵ ɜ m ɜ						ɕ ȵ ɑ ŋ m ɑ
564	ɾ ɑ						ɾ ɑ
888				ɕ ɛ r̪ i		ɕ ɛ r̪ i	
197	k ɪ m b o q	k i ŋ b o q					
938	ɜ ŋ ɑ						ɜ m ɑ
1626		n̪ ɜ m ɑ					n̪ ɑ m ɑ
1627	tɕ ʊ ŋ m ɜ	tɕ ʊ ŋ m ɜ					
1553	ʑ ɜ k ʊ r̪ d u n̪						ʊ ɾ d u n̪
897					l z̪ ɑ	l z̪ ɑ	
743	t̪ʰ r̪ ʊ n̪ m o						ʈʰ o n̪ m o
173			gʲ ɜ̃ l ɜ				gʲ ɜ̃ l ɜ
1363	h tɕ u						h s̪ tɕ u
1602			g ɜo	g ɜo			
311	tɕʰ ɜ x s̪				tɕʰ ɜ x s̪		
855	l̪ t̪ i m	l̪ ʈ i m					
82				ɾ ɪ l s̪		ɾ ɪ l s̪	
