COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1065	tɕ i k	tɕ ɪ k	tɕ ɪ k	tɕ ɪ k	tɕ i k	tɕ i k	tɕ i k
1504	ȵ i s̪	ȵ i s̪	ȵ ɪ s̪	ȵ i s̪	ȵ i s̪	ȵ ɪ s̪	ȵ i s̪
1432	s̪ u m	s̪ u m	s̪ u m	s̪ u m	x s̪ u m	s̪ u m	s̪ u m
634	ʑ i	b ʑ i	b ʑ i	β ʑ i	b ʑ i	b ʑ i	β ʑ i
618	ɣ ɑ	ɣ ɑ	ɣ ɑ	ɣ ɑ	ɜ ɣ ɑ	ɣ ɑ	
1255	t̪ r̪ u k	tɕ u k	t̪ r̪ u kʰ	t̪ r̪ u k	t̪ r̪ u k	t̪ r̪ u k	ʈ u k
1231	ɾ d u n̪	b d u n̪		β d u n̪	β d u n̪	b d u n̪	ʊ ɾ d u n̪
488	ɾ gʲ ɛ t̪	b gʲ ɜ t̪	β gʲ ɜ t̪	gʲ ɜ t̪	β gʲ ɛ t̪	gʲ ɛ t̪	ɾ gʲ ɛ t̪
1004	ɾ g u	ʊ ɾ g o	ɾ g u	ʊ ɾ g u	ʊ ɾ g o	ɾ g u	ɾ g u
1364		ɸ tɕ u	ɸ tɕ u	ɸ tɕ u	ɸ tɕ u	p ɕ tɕ u	
1363	h tɕ u						h s̪ tɕ u
506	tɕ u s̪ tɕ ɪ k	tɕ u s̪ tɕ ɪ k	tɕ u s̪ tɕ ɪ k	tɕ u s̪ tɕ ɪ k	tɕ u s̪ tɕ i k	tɕ u s̪ tɕ i k	tɕ u s̪ tɕ i k
1488	tɕ o ŋ ɛ s̪	tɕ o ŋ ɜ s̪	tɕ o ŋ ɜ s̪	tɕ o ŋ ɜ s̪	tɕ o ŋ ɜ s̪	tɕ o ŋ ɜ s̪	tɕ o ŋ ɜ s̪
1496	ȵ i ɕ u	ȵ i ɕ u	ȵ i ɕ u	ȵ i ɕ u	ȵ i ɕ u	ȵ i ɕ u	ŋ i ɕ u
1073	ɾ gʲ ɑ	b gʲ ɜ	β gʲ ɜ	β gʲ ɜ	β gʲ ɜ	b gʲ ɜ	ɾ gʲ ɜ
1617	s̪ u	s̪ u	s̪ u	s̪ u	s̪ u	s̪ u	s̪ u
1569	tɕ i	tɕ i	tɕ i	tɕ i	tɕ i	tɕ i	tɕ i
1593	g ɑ ɾ	g ɑ	g ɑ ɾ	g ɑ ɾ	g ɑ ɾ	g ɑ ɾ	g ɑ ɾ
1585	n̪ ɑ m	n̪ ɑ m	n̪ ɑ m	n̪ ɑ m	n̪ ɑ m	n̪ ɑ m	n̪ ɑ m
759	ts̪ ɑ m tθ e	ts̪ ɑ m tθ e	ts̪ ɑ m	ts̪ ɑ m	ts̪ ɑ m	ts̪ ɑ m	ts̪ ɑ m
1602			g ɜo	g ɜo			
1601	g oˑ	g o			g oˑ	g oˑ	g o
1397	d̪ʲ u	d̪ʲ u		d̪ʲ u	d̪ʲ u	d̪ʲ u	d̪ʲ u
1371	d̪ o	d̪ o	d̪ o	d̪ o	d̪ o	d̪ o	
1379	d̪ʲ u n̪	d̪ʲ u n̪		d̪ʲ u ŋ	d̪ʲ u	d̪ʲ u ŋ	d̪ʲ u
1380			d̪ i		d̪ i	d̪ i	
1415	d̪ o n̪	d̪ ɛ n̪	d̪ e	d̪ o ŋ	d̪ o ŋ	d̪ o ŋ	d̪ e
1215	ts̪ o x s̪ ɑ tθ o x	ts̪ o x tθ o x	ts̪ o q s̪ ɑ tθ o q s̪	ts̪ o x s̪ ɑ tθ o x s̪	ts̪ o q s̪ ɑ tθ o q s̪	ts̪ o q s̪ ɑ tθ o q s̪	ts̪ o q s̪ ɑ tθ o q s̪
422	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o
310	tɕʰ ɜ q s̪	tɕʰ ɜ q p o	tɕʰ ɜ q	tɕʰ ɜ q p o	tɕʰ ɜ q p o	tɕʰ ɜ q p o	tɕʰ ɜ q p o
311	tɕʰ ɜ x s̪				tɕʰ ɜ x s̪		
853		ɪ ɕ ɪ n̪	ɪ ɕ ɪ n̪	ɜ ɕ i n̪	i ɕ ɪ n̪	i ɕ ɪ n̪	
855	l̪ t̪ i m	l̪ ʈ i m					
189	g ɑ ŋ m ɑ	g ɑ ŋ m ɑ	g ɑ̃ m ɑ	g ɑ̃ ŋ m ɜ	g ɑ ŋ m ɜ	g ɑ ŋ m ɜ	g ɑ ŋ m ɑ
25	z̪ o s̪	z̪ ʊ s̪	z̪ ʊ s̪	z̪ ʊ s̪	z̪ ʊ s̪	z̪ ʊ s̪	z̪ o s̪
153				kʰ ɜ k t̪ ɜ t̪ s̪	kʰ ɑ k t̪ ɜ t̪ s̪	kʰ ɜ k t̪ ɜ t̪ s̪	
152	tɕ ɜ t̪ s̪	tɕ ɜ t̪ s̪	tɕ ɜ t̪ s̪		tɕ ɜ t̪ s̪		
154		s̪ ʊ t̪ ʊ p s̪				s̪ o t̪ ɜ p s̪	t̪ʰ ɜ m p s̪
9	l̪ t̪ o k s̪	l̪ t̪ o k s̪	l̪ t̪ o k s̪	l̪ t̪ o k s̪	l̪ t̪ o k s̪	l̪ t̪ o k s̪	l̪ t̪ o k s̪
57	t̪ʰ ũ ŋ s̪	t̪ʰ ũ s̪	t̪ʰ ũ s̪	t̪ʰ ũ ŋ s̪	t̪ʰ ũ s̪	t̪ʰ ũ ŋ s̪	t̪ʰ ũ s̪
17	s̪ k o m s̪	s̪ k o m s̪	s̪ k o m s̪	s̪ k o m s̪	s̪ k o m s̪	s̪ k o m s̪	s̪ k o m s̪
111	ŋ ĩ t̪ ɑ̃ s̪	ŋ ĩ t̪ õ s̪	ŋ ĩ t̪ ɑ̃ s̪	ŋ ĩ t̪ ɜ̃ s̪	ȵ ĩ t̪ ʔ õ s̪	ȵ ĩ t̪ ɜ̃ s̪	ŋ ĩ t̪ ɑ̃ s̪
82				ɾ ɪ l s̪		ɾ ɪ l s̪	
80	p r̪ ɛ t̪ l ɑ	p r̪ ɛ l ɑ			p r̪ ɛ l ɑ		
96	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪
1	m i n̪ s̪	m i n̪ s̪	m ɪ n̪ s̪	m i n̪ s̪	m ɪ n̪ s̪	m ɪ n̪ s̪	
34		s̪ t̪ r̪ ɜ k s̪		s̪ t̪ r̪ ɜ k s̪		s̪ t̪ r̪ ɜ k s̪	
33	p o t̪ ʊ k s̪		t̪ ʊ k s̪		t̪ ʊ k s̪		
49	ɕ ɪ s̪	ɕ i s̪	ɕ i s̪	ɕ i s̪	ɕ ɪ s̪	ɕ i s̪	ɕ i s̪
73	ɾ d ɜ p s̪	ɾ d ɜ p s̪	ɾ d ɜ p s̪		ɾ d ɜ p s̪	ɾ d ɜ p s̪	ɾ d ɜ p s̪
144	pʰ u ɾ s̪	pʰ u ɾ s̪	pʰ u ɾ s̪	pʰ u ɾ s̪	pʰ u ɾ s̪	pʰ u ɾ s̪	pʰ u ɾ s̪
128	d̪ r̪ u l s̪	d̪ r̪ u l s̪	d̪ r̪ u l s̪	d̪ r̪ u l s̪	d̪ r̪ u l s̪	d̪ r̪ u l s̪	d̪ r̪ u l s̪
88	ɾ gʲ u k s̪	b gʲ u k s̪	β gʲ ʊ k s̪	b gʲ u k s̪	β gʲ u k s̪	b gʲ u k s̪	
136	s̪ o ŋ s̪	s̪ õ s̪	s̪ o ŋ	s̪ o ŋ	s̪ õ s̪	s̪ o ŋ s̪	s̪ o ŋ
41	õ s̪	õ s̪	õ s̪	õ s̪	õ s̪	o ŋ s̪	õ s̪
120	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪
65	k o s̪	k o s̪	k o s̪	k o s̪	k o s̪	k o s̪	k o s̪
104	t̪ʰ o ŋ s̪	t̪ʰ õ s̪	t̪ʰ o ŋ s̪	t̪ʰ o ŋ	t̪ʰ o ŋ	t̪ʰ o ŋ s̪	
163	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɜ	ŋ ɑ
1676	kʰʲ ɑ ŋ	kʰʲ ɑ ŋ	kʰʲ ɜ ŋ	kʰʲ ɑ ŋ	kʰʲ ɑ ŋ	kʰʲ ɑ ŋ	
1668	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ
701	kʰ o	kʰ o	kʰ o	kʰ o	kʰ o	kʰ o	kʰ o
1239	m o	m o	m o	m o	m o	m o	
1545	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɑ d ɑ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ
1537	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	
1684	kʰ i t̪ ɜ ŋ	kʰ i d ɜ ŋ	kʰ ɪ t̪ ɜ ŋ	kʰ i d ɜ ŋ	kʰ i t̪ ɜ ŋ	kʰ i t̪ ɜ ŋ	
1389	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ
