COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1323-7							s̪ k ɜ r̪ m ɜ
1127-7							Ø ɜ r̪ p ɜ
1529-7							Ø u
1175-7							ɾ z̪ ɛ m Ø o
383-7							p s̪ Ø l
820-7							Ø o k
1636-7							l l u ŋ
1331-7							l ɾ d̪ Ø ɑ
1097-7							l ɜ m
1223-7							Ø ɜ ŋ ɑ
592-7							m ɛ
1290-7							t̪ʰ u t̪ʰ p ɑ
669-7							l s̪ ɛ ɾ
1472-7							s̪ t̪ʰ ɑ z̪ i
788-7							l o ŋ ɑ
1191-7							ɾ ɜ m p ɑ
626-7							m ɛ n̪ d o Ø
844-7							ɑ m
879-7							Ø ɑ
1151-7							b r̪ ɜ s̪
1119-7							ɑ l u
365-7							s̪ ȵ ɛ r̪ m ɜ
1480-7							Ø u ŋ
653-7							s̪ g o k p ɑ
1081-7							Ø o ŋ
1448-7							p ɑ z̪ ɜ n̪
1029-7							m ɑ ɾ
863-7							ɕ ɑ
539-7							Ø Ø l
610-7							Ø ɑ
350-7							Ø ɜ ŋ l o
871-7							o ŋ ɑ
734-7							ɾ Ø ɑ
431-7							kʰ i
1298-7							o ɾ b ʊ l
929-7							z̪ ɜ ŋ k i
1315-7							t̪ʰ ɑ s̪ k ɜ n̪
964-7							m i n̪ t̪ʰ ɜ Ø
836-7							m i
1644-7							b u s̪ t̪ʰ r̪ i ŋ
547-7							ɜ t̪ʰ ɑ
1048-7							k ɜ k ɑ
1692-7							n̪ o n̪ o
1306-7							b u
405-7							b o ŋ o
294-7							b l u
661-7							b o ŋ o
413-7							ɜ Ø
996-7							Ø ɜ n̪
1012-7							Ø o b ɜ ɾ
181-7							Ø l i l o
1660-7							g o n̪ d Ø
1440-7							d̪ Ø r̪ i ŋ
1652-7							l o
1037-7							ȵ i m ɑ
677-7							Ø ɜ Ø m o
1561-7							l ɕ ɜ r̪ p ɑ
447-7							s̪ k ɜ m b o
828-7							ɾ i ŋ m o
1247-7							Ø ɜ l l t̪ʰ
391-7							g ɜ Ø m o
972-7							ȵ i m o ɾ
531-7							t̪ʰ ɑ z̪ r̪ i ŋ
253-7							Ø o z̪ o
1282-7							Ø u n̪ Ø ɛ
812-7							Ø ɑ ŋ m o
245-7							t̪ʰ u r̪ u
1609-7							k ɑ r̪ p o
261-7							n̪ ɑ Ø p o
1143-7							m ɑ r̪ p o
1065-7							Ø Ø k
1504-7							ȵ i s̪
1432-7							l s̪ u m
634-7							ɾ i
1255-7							Ø u k
488-7							ɾ Ø ɑ t̪ʰ
1004-7							l ɾ g u
506-7							Ø u s̪ Ø i k
1488-7							Ø o ŋ ɜ s̪
1496-7							ȵ i ɕ u
1073-7							ɾ Ø ɑ
1617-7							s̪ u
1569-7							Ø i
1593-7							g ɑ ɾ
1585-7							n̪ ɑ m
759-7							Ø ɑ m
1415-7							d̪ o
1215-7							Ø o Ø s̪ ɑ Ø o Ø s̪
422-7							l o Ø s̪ o
310-7							Ø ɜ Ø p o
189-7							g ɑ ŋ m ɑ
25-7							s̪ s̪
9-7							Ø t̪ʰ o k s̪
57-7							t̪ʰ Ø ŋ s̪
17-7							s̪ k o m s̪
