COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
5502-5					f aː k ¹											
7382-5					ⁿd u n ¹											
932-5					t i ŋ ¹											
533-5					m ai ¹											
4159-5					ⁿd a ¹											
2804-5					n o ¹											
5451-5					ɕ ai ¹											
5773-5					t au ¹											
6933-5					t au ¹											
4657-5					t au ¹											
4658-5					l j aː ŋ ¹											
6966-5					n i ¹											
5351-5					ʁ a ¹											
4073-5					ⁿd a ¹											
2163-5					ˀd j aː ŋ ¹											
1121-5					f a ¹											
5790-5					f aː ŋ ¹											
10413-5					s a ¹											
6731-5					s a ¹											
1645-5					s a ¹											
4914-5					s a ¹											
6175-5					f a ¹											
3092-5					s i ŋ ¹											
1247-5					l j aː n ¹											
5620-5					l j u ¹											
4897-5					ʁ a ¹											
4811-5					h aː ŋ ¹											
1213-5					q aːi ¹											
11019-5					f aː ŋ ¹											
11020-5					q aːi ¹											
2129-5					f e ¹											
3211-5					ŋ aː ŋ ¹											
714-5					n o k ¹											
1729-5					q a ¹											
3679-5					ʁ a ¹											
1054-5					m j a ¹											
7448-5					m j u m ¹											
582-5					m i ¹											
4743-5					m o n ¹											
5419-5					l j i n ¹											
5601-5					t i n ¹											
2705-5					p o m ¹											
6381-5					ȵ o ŋ ¹											
1017-5					ⁿd a ¹											
645-5					f u ¹											
273-5					m i t ¹											
4338-5					ˀd j a k ¹											
2533-5					k i ¹											
1089-5					q u p ¹											
843-5					f aː n ¹											
2787-5					m̥ a ¹											
4462-5					ˀɣ u n ¹											
10918-5					h aː n ¹											
6582-5					h ai ¹											
2070-5					f a ¹											
3075-5					ˀȵ aː k ¹											
10848-5					ⁿd a ¹											
2480-5					t i n ¹											
2214-5					f ai ¹											
7225-5					x i t ¹											
3515-5					p j a m ¹											
2588-5					t i n ¹											
2908-5					p j aː k ¹											
2393-5					ʁ a ¹											
1156-5					ŋ au ¹											
2374-5					ⁿd a ¹											
2146-5					ʁ a ¹											
5133-5					ʁ a ŋ ¹											
4981-5					m u ¹											
10239-5					ʁ a ¹											
599-5					l j u ¹											
5048-5					q o ¹											
6331-5					ˀd a ¹											
290-5					n i n ¹											
311-5					h aː k ¹											
3430-5					m j a ¹											
5369-5					m j a ¹											
2749-5					ȶ o n ¹											
2621-5					l j a p ¹											
1181-5					t a k ¹											
949-5					t j u ¹											
2839-5					t i n ¹											
861-5					f aː k ¹											
6773-5					f aː k ¹											
5739-5					f aː k ¹											
5740-5					ⁿd a ¹											
3550-5					f u ¹											
4445-5					p u ¹											
680-5					l o ŋ ¹											
817-5					ˀd i n ¹											
782-5					m̥ j aː t ¹											
10396-5					j j u ¹											
4606-5					f aː n ¹											
5207-5					m a n ¹											
7280-5					ⁿd a ¹											
6983-5					m̥ j u ¹											
5168-5					p u ŋ ¹											
1264-5					f u ¹											
915-5					t o ¹											
1767-5					ts u ŋ ¹											
10901-5					f e ŋ ¹											
10867-5					ⁿd o ŋ ¹											
417-5					k aː n ¹											
2285-5					f e ¹											
11002-5					t i t ¹											
6348-5					m ai ¹											
6349-5					h aː n ¹											
10602-5					ˀd i n ¹											
5654-5					m j e n ¹											
880-5					f e ¹											
983-5					f aː n ¹											
2033-5					t o ¹											
1433-5					ʔ j a ¹											
1467-5					t u k ¹											
469-5					t j u m ¹											
3127-5					m j a ¹											
4623-5					ˀd a ¹											
7099-5					l j i k ¹											
4726-5					ɕ e n ¹											
10465-5					f aː n ¹											
5519-5					x i n ¹											
5893-5					n i n ¹											
2857-5					t i n ¹											
3645-5					f aː n ¹											
3032-5					f j aː n ¹											
2088-5					ˀd j aː n ¹											
2463-5					p u ¹											
4794-5					n i ¹											
4569-5					l u ŋ ¹											
4586-5					f u ¹											
4552-5					ʁ a ¹											
3228-5					q o ŋ ¹											
3245-5					j a ¹											
6651-5					f aː k ¹											
6652-5					f aː n ¹											
1817-5					f aː k ¹											
1818-5					p j aː k ¹											
11052-5					f u ¹											
1230-5					f aː k ¹											
3380-5					f e ¹											
8174-5					f u m ¹											
8599-5					p j a m ¹											
7782-5					t j aːu ¹											
8294-5					l i k ¹											
8514-5					h aːi ¹											
9669-5					l j a k ¹											
8531-5					ʁ aːi ¹											
7954-5					ʔ u ¹											
9968-5					s aː m ¹											
8040-5					t a ¹											
9304-5					t i ¹											
8345-5					t o m ¹											
8765-5					ȶ o ¹											
8849-5					s e ŋ ¹											
9286-5					f aː ŋ ¹											
9581-5					n u n ¹											
9267-5					f a ¹											
8497-5					t i n ¹											
7602-5					f aː p ¹											
8431-5					ˀd j aː n ¹											
10036-5					f u ¹											
10019-5					f a ¹											
9216-5					f e ¹											
8074-5					q a ¹											
9511-5					q a n ¹											
8243-5					ʔ j a m ¹											
9250-5					t j a m ¹											
7568-5					s aːi ¹											
8832-5					f u ¹											
8057-5					f e ¹											
7716-5					f u ¹											
9899-5					t i ¹											
7585-5					q au ¹											
8582-5					ˀd j a ¹											
9097-5					q a m ¹											
10125-5					ⁿd a ¹											
9460-5					f aːi ¹											
9649-5					t u ¹											
9870-5					q a ¹											
8680-5					q a m ¹											
7699-5					ȶ i t ¹											
9001-5					f e ¹											
9494-5					t i p ¹											
7666-5					ɕ i n ¹											
9598-5					t a k ¹											
8023-5					q u m ¹											
9053-5					f u ¹											
10091-5					s j aː k ¹											
10002-5					s j aːu ¹											
7765-5					t au ¹											
8800-5					f e ¹											
9934-5					f a ¹											
9985-5					ʔ u ¹											
7850-5					t aː p ¹											
7816-5					q a m ¹											
8663-5					q u m ¹											
8697-5					ȶ i ¹											
9615-5					j a n ¹											
8362-5					t i t ¹											
8091-5					t ai ¹											
8748-5					ˀd a ¹											
22-5					t au ¹											
11084-5					s aːu ¹											
7365-5					f aːi ¹											
4201-5					ˀd i ¹											
5841-5					f a ¹											
4640-5					t a ¹											
662-5					l i n ¹											
384-5					f u ¹											
5151-5					ʁ e ¹											
1399-5					t o ¹											
5259-5					ʔ j aːu ¹											
10353-5					f a ¹											
10370-5					n i ¹											
7401-5					h aː m ¹											
2958-5					n i ¹											
2770-5					ŋ o ¹											
6434-5					l j o k ¹											
6192-5					ɕ i t ¹											
2231-5					f a ¹											
5116-5					ȶ u ¹											
7297-5					f u ¹											
3731-5					p e k ¹											
748-5					q a m ¹											
2180-5					q a m ¹											
4107-5					q a m ¹											
2688-5					k o n ¹											
616-5					m i ŋ ¹											
1898-5					ⁿd a k ¹											
203-5					ŋ̊ ai ¹											
897-5					ⁿd j a ¹											
10189-5					ɕ e n ¹											
1592-5					s o k ¹											
6088-5					t j aː ŋ ¹											
2975-5					ⁿd aː ŋ ¹											
6714-5					h u m ¹											
731-5					q a m ¹											
2722-5					j u ¹											
5637-5					f aː t ¹											
765-5					j i k ¹											
1695-5					t i m ¹											
2112-5					s j u ¹											
6634-5					s a ¹											
7331-5					ʁ a ¹											
7348-5					h aː ŋ ¹											
6527-5					t i t ¹											
3568-5					ⁿd a n ¹											
4378-5					ʁ aːi ¹											
6292-5					ˀd j i n ¹											
3585-5					f aː ŋ ¹											
4428-5					ⁿd a m ¹											
7046-5					ɕ a ŋ ¹											
1915-5					ʔ j a m ¹											
4518-5					k u ŋ ¹											
2516-5					s j au ¹											
4480-5					f aː n ¹											
2499-5					p j aː k ¹											
5584-5					h o ¹											
2429-5					h aːi ¹											
5224-5					q au ¹											
3464-5					tʰ a ¹											
10142-5					t o ŋ ¹											
7159-5					ⁿd a n ¹											
6599-5					n o ¹											
6837-5					s i n ¹											
2654-5					p i ¹											
367-5					ʔ u ¹											
5858-5					ˀd j a ¹											
451-5					f a n ¹											
5944-5					h aː ŋ ¹											
512-5					l j aː k ¹											
7138-5					ʔ o ¹											
4845-5					j a ¹											
4915-5					q aː t ¹											
10570-5					t o ¹											
5300-5					m̥ j aː n ¹											
5418-5					ȶ i ¹											
1748-5					f i ¹											
3532-5					t u ¹											
310-5					t a ¹											
5368-5					f a ¹											
4321-5					t a p ¹											
5065-5					f e ¹											
5961-5					f aː k ¹											
1450-5					t a ¹											
10430-5					t i ¹											
6210-5					t au ¹											
5468-5					ˀd i n ¹											
89-5					f a ¹											
4947-5					ⁿd aː n ¹											
8866-5					l j aː k ¹											
9165-5					k aː k ¹											
7919-5					t a ŋ ¹											
9765-5					ⁿd o ¹											
7520-5					q au ¹											
8883-5					n̥ o ¹											
8565-5					h u ŋ ¹											
8646-5					q a m ¹											
9686-5					t j i t ¹											
10108-5					ˀb j i t ¹											
10073-5					t a m ¹											
1536-5					l j u ¹											
9131-5					h aː k ¹											
8799-5					ɣ o ¹											
9721-5					t ai ¹											
8124-5					ˀd j aː m ¹											
8448-5					f aː m ¹											
8714-5					ȶ i t ¹											
5317-5					n̥ u ¹											
1138-5					ˀd j e n ¹											
1502-5					t i t ¹											
3109-5					ˀd j a m ¹											
3334-5					ⁿd a ¹											
3840-5					ŋ aː ŋ ¹											
3748-5					ʔ j aː k ¹											
3015-5					t i k ¹											
7262-5					f a n ¹											
10635-5					ˀɣ a k ¹											
697-5					l ai ¹											
5031-5					ˀd j u ¹											
1553-5					q o m ¹											
224-5					t i ¹											
186-5					t j aː ŋ ¹											
5185-5					q a m ¹											
1484-5					f a ¹											
1933-5					n i ¹											
2939-5					ⁿd o ŋ ¹											
1000-5					q u p ¹											
2551-5					k a ŋ ¹											
1646-5					ⁿd o ¹											
565-5					t o ¹											
5552-5					f a ¹											
3159-5					f a ¹											
5876-5					t o ¹											
1299-5					s i m ¹											
4862-5					p aː k ¹											
1180-5					t e ¹											
4008-5					q u ¹											
6774-5					f aːi ¹											
3875-5					h aːi ¹											
6036-5					ˀd a ¹											
6398-5					l j e m ¹											
7063-5					t i n ¹											
492-5					t j a m ¹											
5927-5					h u m ¹											
3049-5					m aː ŋ ¹											
1850-5					f aː k ¹											
3262-5					f aː k ¹											
8260-5					v e ¹											
7551-5					t au ¹											
9564-5					h ai ¹											
9545-5					ⁿb i ¹											
7833-5					t j a k ¹											
9036-5					ˀd a ¹											
8904-5					ʁ a ŋ ¹											
7683-5					q a m ¹											
8616-5					ʁ a ŋ ¹											
11112-5					ˀd a ¹											
11163-5					m a n ¹											
11130-5					m a n ¹											
7315-5					q a ¹											
10652-5					n i ¹											
10653-5					m j aː ŋ ¹											
3398-5					ⁿd o ¹											
2357-5					ȶ i ŋ ¹											
3696-5					ˀd u ¹											
1610-5					f aː ŋ ¹											
10716-5					p aː k ¹											
5722-5					h aː n ¹											
3317-5					f u ¹											
4142-5					f a ¹											
5705-5					ˀd j u p ¹											
5980-5					q o ¹											
6242-5					ˀd j ai ¹											
1344-5					f aː ŋ ¹											
3194-5					ˀd a ¹											
4411-5					t u p ¹											
7419-5					ʁ a ¹											
6070-5					ⁿd a ¹											
6139-5					ⁿd a n ¹											
10295-5					ŋ aː ŋ ¹											
6882-6						ts ə t ¹										
6485-6						v ə n ¹										
4690-6						m u n ¹										
5671-6						f ə n ¹										
4272-6						h aː p ¹										
10935-6						f e ¹										
4760-6						f j aː n ¹										
1881-6						v a n ¹										
4777-6						ɕ i t ¹										
10969-6						v a n ¹										
10970-6						ʔ u ¹										
10206-6						v a n ¹										
6565-6						k a n ¹										
1281-6						ʔ j e n ¹										
10569-6						n a m ¹										
6899-6						v j u ŋ ¹										
7081-6						q o t ¹										
4090-6						ⁿd a m ¹										
2197-6						ʔ u m ¹										
3352-6						t i ¹										
3892-6						ts ə t ¹										
1071-6						q aː m ¹										
10313-6						ʔ ai ¹										
2671-6						ȶ ə t ¹										
5502-6						f aː k ¹										
7382-6						ⁿd u n ¹										
932-6						ts i ŋ ¹										
533-6						ʔ ai ¹										
4159-6						v a ¹										
2804-6						k u k ¹										
5451-6						ʔ ai ¹										
5773-6						ʔ au ¹										
6933-6						ʔ au ¹										
4657-6						ʔ au ¹										
4658-6						f j aː ŋ ¹										
6966-6						ɕ i ¹										
5351-6						ˀɣ a ¹										
4073-6						l aːi ¹										
2163-6						ˀb j aː ŋ ¹										
1121-6						f a ¹										
5790-6						v aː ŋ ¹										
10413-6						v a ¹										
6731-6						v a ¹										
1645-6						v a ¹										
4914-6						v a ¹										
6175-6						f a ¹										
3092-6						s i ŋ ¹										
1247-6						l j aː n ¹										
5620-6						l j u ¹										
4897-6						ʁ a ¹										
4811-6						pʰ aː ŋ ¹										
1213-6						q aːi ¹										
11019-6						h aː ŋ ¹										
11020-6						q aːi ¹										
2129-6						ʔ e ¹										
3211-6						ŋ aː n ¹										
714-6						n o k ¹										
1729-6						q a ¹										
3679-6						m a ¹										
1054-6						m a ¹										
7448-6						m u m ¹										
582-6						p i ¹										
4743-6						m o n ¹										
5419-6						ȶ ə n ¹										
5601-6						ˀb i n ¹										
2705-6						m u m ¹										
6381-6						ʔ o ŋ ¹										
1017-6						ˀb a ¹										
645-6						l o ¹										
273-6						m ə t ¹										
4338-6						ⁿd j a k ¹										
2533-6						t i ¹										
1089-6						q u p ¹										
843-6						n a n ¹										
2787-6						m̥ a ¹										
4462-6						ˀn u n ¹										
10918-6						h a n ¹										
6582-6						h ai ¹										
2070-6						q a ¹										
3075-6						ˀȵ aː k ¹										
10848-6						v a ¹										
2480-6						ts ə n ¹										
2214-6						k ai ¹										
7225-6						x ə t ¹										
3515-6						p j a m ¹										
2588-6						ts ə n ¹										
2908-6						p j aː k ¹										
2393-6						ˀn a ¹										
1156-6						ŋ ai ¹										
2374-6						ⁿd a ¹										
2146-6						q a ¹										
5133-6						ˀn a ŋ ¹										
4981-6						m u k ¹										
10239-6						m a ¹										
599-6						v j u t ¹										
5048-6						q o ¹										
6331-6						h a ¹										
290-6						n i n ¹										
311-6						h aː k ¹										
3430-6						m j a ¹										
5369-6						m j a ¹										
2749-6						ȶ ə n ¹										
2621-6						ˀd j a p ¹										
1181-6						t a k ¹										
949-6						t j u ¹										
2839-6						t i n ¹										
861-6						h aː k ¹										
6773-6						h aː k ¹										
5739-6						h aː k ¹										
5740-6						v ə t ¹										
3550-6						ʔ u m ¹										
4445-6						p u t ¹										
680-6						l o ŋ ¹										
817-6						ȶ ə n ¹										
782-6						pʰ j aː t ¹										
10396-6						ˀd j u ¹										
4606-6						h aː n ¹										
5207-6						m a n ¹										
7280-6						ˀd a ¹										
6983-6						ʔ j u t ¹										
5168-6						p u ŋ ¹										
1264-6						q u ¹										
915-6						t o ¹										
1767-6						ts u ŋ ¹										
10901-6						k e ŋ ¹										
10867-6						ˀd o ŋ ¹										
417-6						k aː n ¹										
2285-6						v a ¹										
11002-6						ʔ i t ¹										
6348-6						ʔ ai ¹										
6349-6						h aː n ¹										
10602-6						v ə n ¹										
5654-6						m j e n ¹										
880-6						f e ¹										
983-6						h aː n ¹										
2033-6						t o ¹										
1433-6						ʔ j a ¹										
1467-6						q u k ¹										
469-6						t j u m ¹										
3127-6						m j a ¹										
4623-6						h a ¹										
7099-6						l j aː k ¹										
4726-6						ȶ ə n ¹										
10465-6						ˀb aː n ¹										
5519-6						x ə n ¹										
5893-6						k u n ¹										
2857-6						t i n ¹										
3645-6						h aː n ¹										
3032-6						l j aː n ¹										
2088-6						v j a n ¹										
2463-6						p u ¹										
4794-6						n i ¹										
4569-6						l o ŋ ¹										
4586-6						v u ¹										
4552-6						p a ¹										
3228-6						q o ŋ ¹										
3245-6						j a ¹										
6651-6						l aː k ¹										
6652-6						ʔ aː n ¹										
1817-6						l aː k ¹										
1818-6						ˀb j aː k ¹										
11052-6						f u ¹										
1230-6						l aː k ¹										
3380-6						h e k ¹										
8174-6						ʔ u m ¹										
8599-6						p j a m ¹										
7782-6						ⁿd j ai ¹										
8294-6						l i k ¹										
8514-6						h aːi ¹										
9669-6						l j a k ¹										
8531-6						p aːi ¹										
7954-6						ʔ u k ¹										
9968-6						s aː m ¹										
8040-6						t a ¹										
9304-6						ɕ i ¹										
8345-6						t o k ¹										
8765-6						ts o k ¹										
8849-6						s a ŋ ¹										
9286-6						k aː ŋ ¹										
9581-6						k u n ¹										
9267-6						l a ¹										
8497-6						v ə n ¹										
7602-6						ʔ aː p ¹										
8431-6						ȶ ə n ¹										
10036-6						s u k ¹										
10019-6						l a k ¹										
9216-6						f e ¹										
8074-6						q a t ¹										
9511-6						p a n ¹										
8243-6						ʔ j a m ¹										
9250-6						t j a m ¹										
7568-6						s aːi ¹										
8832-6						k u ¹										
8057-6						f e ¹										
7716-6						qʰ u p ¹										
9899-6						ts i ¹										
7585-6						q au ¹										
8582-6						ˀb j a ¹										
9097-6						ʔ a m ¹										
10125-6						v a ¹										
9460-6						l aːi ¹										
9649-6						ȵ u t ¹										
9870-6						ŋ a m ¹										
8680-6						ˀȵ a m ¹										
7699-6						ȶ i t ¹										
9001-6						h a t ¹										
9494-6						t i p ¹										
7666-6						x ə n ¹										
9598-6						t a k ¹										
8023-6						q u m ¹										
9053-6						ȵ u t ¹										
10091-6						s j aː k ¹										
10002-6						pʰ j u ¹										
7765-6						t au ¹										
8800-6						f e ¹										
9934-6						q a ¹										
9985-6						ʔ ai ¹										
7850-6						t aː p ¹										
7816-6						ʔ a m ¹										
8663-6						ʔ u m ¹										
8697-6						ts i t ¹										
9615-6						j ə n ¹										
8362-6						t i t ¹										
8091-6						t ai ¹										
8748-6						h a ¹										
22-6						t au ¹										
11084-6						s aːu ¹										
7365-6						f aːi ¹										
4201-6						s i ¹										
5841-6						f a ¹										
4640-6						t a ¹										
662-6						ȶ ə n ¹										
384-6						ʔ ai ¹										
5151-6						m e ¹										
1399-6						t o ¹										
5259-6						ʔ ə t ¹										
10353-6						f a ¹										
10370-6						t i ¹										
7401-6						h aː m ¹										
2958-6						ɕ i ¹										
2770-6						ŋ o ¹										
6434-6						l j o k ¹										
6192-6						ȶ ə t ¹										
2231-6						p aː t ¹										
5116-6						v u ¹										
7297-6						s u m ¹										
3731-6						p e k ¹										
748-6						ˀn a m ¹										
2180-6						h a m ¹										
4107-6						ˀȵ a m ¹										
2688-6						k o n ¹										
616-6						k i ŋ ¹										
1898-6						ȶ a ¹										
203-6						ŋ̊ ai ¹										
897-6						ˀb j a ¹										
10189-6						ȶ ə n ¹										
1592-6						s o k ¹										
6088-6						t j a ŋ ¹										
2975-6						h aː ŋ ¹										
6714-6						ʔ u m ¹										
731-6						q a m ¹										
2722-6						j u ¹										
5637-6						h aː t ¹										
765-6						j j aː k ¹										
1695-6						k i m ¹										
2112-6						j j u ¹										
6634-6						v a ¹										
7331-6						ˀn a ¹										
7348-6						ˀb aː ŋ ¹										
6527-6						t i ¹										
3568-6						q a n ¹										
4378-6						ʁ aːi ¹										
6292-6						ȶ ə n ¹										
3585-6						f aː ŋ ¹										
4428-6						ⁿd a m ¹										
7046-6						ɕ a ŋ ¹										
1915-6						ʔ j a m ¹										
4518-6						k u ŋ ¹										
2516-6						s j eu ¹										
4480-6						ʔ aː n ¹										
2499-6						ˀb j aː k ¹										
5584-6						h o ¹										
2429-6						h aːi ¹										
5224-6						q u ¹										
3464-6						q a k ¹										
10142-6						t o ŋ ¹										
7159-6						v a n ¹										
6599-6						l i ¹										
10207-6						q u ¹										
6837-6						s ə n ¹										
2654-6						t i ¹										
367-6						q u k ¹										
5858-6						ˀb j a ¹										
451-6						f a n ¹										
5944-6						h aː ŋ ¹										
512-6						l j aː k ¹										
7138-6						ʔ ai ¹										
4845-6						j a ¹										
4915-6						q aː t ¹										
10570-6						q o t ¹										
5300-6						ˀb j aː n ¹										
5418-6						ȶ i ¹										
1748-6						f i t ¹										
3532-6						t u ¹										
310-6						t e ¹										
5368-6						f aː n ¹										
4321-6						t a p ¹										
5065-6						f e ¹										
5961-6						l aː k ¹										
1450-6						t a ¹										
10430-6						t a ¹										
6210-6						t au ¹										
5468-6						v ə n ¹										
6685-6						h aːi ¹										
89-6						q a ¹										
153-6						s ai ¹										
120-6						j u ¹										
50-6						ʔ j aːi ¹										
4947-6						ˀd aː n ¹										
8866-6						l j aː k ¹										
9165-6						s aː k ¹										
7919-6						t a ŋ ¹										
9765-6						s o t ¹										
7520-6						ʔ ai ¹										
8883-6						p o ¹										
8565-6						ʔ u ŋ ¹										
8646-6						q a m ¹										
9686-6						t i t ¹										
10108-6						ȶ ə t ¹										
10073-6						t a m ¹										
1536-6						l j u ¹										
9131-6						h aː k ¹										
8799-6						ɣ o ¹										
9721-6						t ai ¹										
8124-6						pʰ j aː m ¹										
8448-6						l aː m ¹										
8714-6						ts i t ¹										
5317-6						q u k ¹										
1138-6						ts j e n ¹										
1502-6						t i t ¹										
3334-6						pʰ a ¹										
3840-6						ŋ aː n ¹										
3748-6						ʔ j aː k ¹										
3015-6						t i k ¹										
7262-6						q a n ¹										
10635-6						ˀɣ a k ¹										
697-6						l i ¹										
5031-6						ȶ ai ¹										
1553-6						q o m ¹										
224-6						t i ¹										
186-6						t j a ŋ ¹										
5185-6						ˀn a m ¹										
1484-6						f a ¹										
1933-6						t i ¹										
2939-6						ˀd o ŋ ¹										
1000-6						p u p ¹										
2551-6						q a ŋ ¹										
565-6						t o ¹										
5552-6						f a k ¹										
3159-6						f a ¹										
5876-6						f aːi ¹										
1299-6						s i m ¹										
4862-6						p aː k ¹										
1180-6						t e ¹										
4008-6						q u ¹										
6774-6						l aːi ¹										
3875-6						h aːi ¹										
6036-6						ˀd a ¹										
6398-6						l j e m ¹										
7063-6						ˀb i n ¹										
492-6						t i m ¹										
1627-6						q u ŋ ¹										
5927-6						qʰ u m ¹										
3951-6						m aːi ¹										
3049-6						m a ŋ ¹										
6684-6						l aː k ¹										
1850-6						l aː k ¹										
3262-6						l aː k ¹										
8260-6						q e ¹										
7551-6						q au ¹										
9564-6						h ai ¹										
9443-6						ts j u ¹										
9545-6						ɕ i p ¹										
7650-6						ts ə t ¹										
7833-6						ˀd j a k ¹										
9148-6						ʔ j eu ¹										
9036-6						ȶ a ¹										
8904-6						m a ŋ ¹										
7683-6						q a m ¹										
8227-6						v a ¹										
8616-6						ˀn a ŋ ¹										
11112-6						pʰ a ¹										
11163-6						m a n ¹										
11130-6						m a n ¹										
7315-6						ts a ¹										
10652-6						n i ¹										
10653-6						m a ŋ ¹										
5241-6						t i ¹										
3398-6						v o t ¹										
2357-6						l i ŋ ¹										
3696-6						ˀd u ¹										
1610-6						h aː ŋ ¹										
10716-6						p aː k ¹										
5722-6						h aː n ¹										
3317-6						ɕ u ¹										
4142-6						h a t ¹										
5705-6						ˀd j u p ¹										
5980-6						q o ¹										
6242-6						ˀd j ai ¹										
1344-6						h aː ŋ ¹										
3194-6						ˀd aːi ¹										
4411-6						q u p ¹										
7419-6						ˀȵ a ¹										
6070-6						ⁿd e ¹										
6139-6						v a n ¹										
6158-6						ȶ a ¹										
10295-6						ȵ aː ŋ ¹										
6882-7							j a t ¹									
6485-7							j a n ¹									
4690-7							m w ə n ¹									
5671-7							n w ə n ¹									
4272-7							l a ¹									
10935-7							p e ¹									
4760-7							n j ə n ¹									
1881-7							v a n ¹									
4777-7							h j a t ¹									
10969-7							v a n ¹									
10970-7							h u ¹									
10206-7							v a n ¹									
6565-7							k w ə n ¹									
1281-7							h j a n ¹									
10569-7							n a m ¹									
6899-7							pʰ j aː ŋ ¹									
7081-7							k oi ¹									
4090-7							ⁿd a m ¹									
2197-7							h aːu ¹									
3352-7							t i ¹									
3892-7							h j a t ¹									
1071-7							q a m ¹									
10313-7							m ai ¹									
2671-7							ⁿd j ə t ¹									
5502-7							n a ¹									
7382-7							ⁿd a n ¹									
932-7							m i ŋ ¹									
533-7							m ai ¹									
4159-7							s a ¹									
2804-7							n a ¹									
5451-7							ʔ ai ¹									
5773-7							ʔ au ¹									
6933-7							ʔ au ¹									
4657-7							ʔ au ¹									
4658-7							h j ə ŋ ¹									
6966-7							h i ¹									
5351-7							s a ¹									
4073-7							s ai ¹									
2163-7							m i ŋ ¹									
1121-7							n au ¹									
5790-7							h aː ŋ ¹									
10413-7							s a ¹									
6731-7							s a ¹									
1645-7							s a ¹									
4914-7							s a ¹									
6175-7							n a ¹									
3092-7							m i ŋ ¹									
1247-7							l j e n ¹									
5620-7							h j u ¹									
4897-7							m a ¹									
4811-7							h aː ŋ ¹									
1213-7							k ai ¹									
11019-7							h aː ŋ ¹									
11020-7							k ai ¹									
2129-7							h e ¹									
3211-7							ŋ au ¹									
714-7							n a ¹									
1729-7							q a ¹									
3679-7							m a ¹									
1054-7							m j a ¹									
7448-7							m u m ¹									
582-7							m i ¹									
4743-7							m w ə n ¹									
5419-7							l j ə n ¹									
5601-7							m i n ¹									
2705-7							m i m ¹									
6381-7							h w ə ŋ ¹									
1017-7							m a ¹									
645-7							l u m ¹									
273-7							m i t ¹									
4338-7							ⁿd j a ¹									
2533-7							k ai ¹									
1089-7							ȶ u m ¹									
843-7							n a n ¹									
2787-7							m a ¹									
4462-7							n aː n ¹									
10918-7							h aː n ¹									
6582-7							h ai ¹									
2070-7							k e ¹									
3075-7							h aː n ¹									
10848-7							s a ¹									
2480-7							ȶ a n ¹									
2214-7							k oi ¹									
7225-7							h i ¹									
3515-7							p j a ¹									
2588-7							ȶ a n ¹									
2908-7							p e k ¹									
2393-7							n a ¹									
1156-7							ŋ au ¹									
2374-7							ⁿd a ¹									
2146-7							n a ¹									
5133-7							n a ŋ ¹									
4981-7							m u ¹									
10239-7							m a ¹									
599-7							n j ə t ¹									
5048-7							k o ¹									
6331-7							h a ¹									
290-7							m i n ¹									
311-7							h aː k ¹									
3430-7							m j a ¹									
5369-7							m j a ¹									
2749-7							h w ə n ¹									
2621-7							l j a p ¹									
1181-7							t a ¹									
949-7							t j u ¹									
2839-7							t i n ¹									
861-7							l a m ¹									
6773-7							l a ¹									
5739-7							l a ¹									
5740-7							ȶ j a t ¹									
3550-7							h j u ¹									
4445-7							p a ¹									
680-7							h aː ŋ ¹									
817-7							ⁿd j ə n ¹									
782-7							pʰ j a t ¹									
10396-7							n j u ¹									
4606-7							n aː n ¹									
5207-7							m a n ¹									
7280-7							m a ¹									
6983-7							j a ¹									
5168-7							p w ə ŋ ¹									
1264-7							n u ¹									
915-7							t ai ¹									
1767-7							h aː ŋ ¹									
10901-7							k w ə ŋ ¹									
10867-7							ⁿd aː ŋ ¹									
417-7							k w ə n ¹									
2285-7							pʰ j a ¹									
11002-7							m i t ¹									
6348-7							m ai ¹									
6349-7							m aː n ¹									
10602-7							j a n ¹									
5654-7							m j ə n ¹									
880-7							l a ¹									
983-7							k w ə n ¹									
2033-7							t o ¹									
1433-7							h j a ¹									
1467-7							ⁿd a ¹									
469-7							t j u ¹									
3127-7							m j a ¹									
4623-7							h a ¹									
7099-7							l j a ¹									
4726-7							h j e n ¹									
10465-7							m a n ¹									
5519-7							h j ə n ¹									
5893-7							n a n ¹									
2857-7							t i n ¹									
3645-7							h aː n ¹									
3032-7							h j e n ¹									
2088-7							v j ə n ¹									
2463-7							p u ¹									
4794-7							n i ¹									
4569-7							l u ¹									
4586-7							ȶ u ¹									
4552-7							p a ¹									
3228-7							ȶ o n ¹									
3245-7							v a ¹									
6651-7							l a m ¹									
6652-7							h aː n ¹									
1817-7							l a m ¹									
1818-7							m j a ¹									
11052-7							n au ¹									
1230-7							l a m ¹									
3380-7							h a ¹									
8174-7							ɣ u m ¹									
8599-7							p j a ¹									
7782-7							ⁿd j əu ¹									
8294-7							h i ¹									
8514-7							h ai ¹									
9669-7							l j a ¹									
8531-7							p a ¹									
7954-7							ʔ ai ¹									
9968-7							q a m ¹									
8040-7							t a ¹									
9304-7							ȶ i ¹									
8345-7							t ai ¹									
8765-7							ȶ ai ¹									
8849-7							h aː ŋ ¹									
9286-7							k w ə ŋ ¹									
9581-7							n au ¹									
