COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
7245			ɣ aː k ¹		ˀɣ aː k ¹	ˀɣ aː k ¹		ɣ aː k ¹	ɣ aː k ¹	ˀɣ aː k ¹	ˀɣ aː k ¹	ˀɣ aː k ¹		ˀɣ eː k ¹	ˀɣ aː k ¹	ˀɣ aː k ¹
4897	ʁ a ¹	q a ¹	ʁ a ¹	ʁ a ¹	ʁ a ¹	ʁ a ¹	ɣ a ¹	ʁ a ¹	ʁ a ¹	ʁ a ¹	ʁ a ¹	ʁ a ¹	q a ¹	ʁ a ¹	ʁ a ¹	ʁ a ¹
7242	ȶ e ¹			ȶ e ¹												
7243	h ui ¹			h ui ¹												
566				t au ¹			t au ¹									
4811	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹	pʰ aː ŋ ¹
5334	p o ¹	p o ¹	p o ¹	p o ¹			p o ¹	p o ¹	p o ¹	p o ¹			p o ¹	p o ¹	p o ¹	p o ¹
10570	k ui ¹	q ui ¹	k ui ¹	k ui ¹	k ui ¹	k ui ¹	k ui ¹	k ui ¹	k ui ¹	k ui ¹		k ui ¹	q ui ¹	q ui ¹	k ui ¹	k ui ¹
5485	m̥ u ¹		m̥ u ¹			m̥ u ¹				m̥ u ¹	m̥ u ¹	m̥ u ¹		m̥ u ¹	m̥ u ¹	m̥ u ¹
10796	m̥ u ¹		m̥ u ¹			m̥ u ¹				m̥ u ¹	m̥ u ¹	m̥ u ¹		m̥ u ¹	m̥ u ¹	m̥ u ¹
10797	l aːi ¹	l aːi ¹	l aːi ¹	l aːi ¹			l aːi ¹	l aːi ¹	l aːi ¹	l aːi ¹			l aːi ¹	l aːi ¹	l aːi ¹	l aːi ¹
3159	f w ə ¹		f a ¹	f w ə ¹	f a ¹	f a ¹	h w ə ¹	f a ¹	f a ¹	f a ¹	f a ¹	f a ¹		f o ¹	f w a ¹	f a ¹
1213	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹
11019	ʁ aː ŋ ¹	q aː ŋ ¹	ʁ aː ŋ ¹	ʁ aː ŋ ¹	ʁ aː ŋ ¹	ʁ aː ŋ ¹	ɣ aː ŋ ¹	ʁ aː ŋ ¹	ʁ aː ŋ ¹	ʁ aː ŋ ¹	ʁ aː ŋ ¹	ʁ aː ŋ ¹	q aː ŋ ¹	ʁ aː ŋ ¹	ʁ aː ŋ ¹	ʁ aː ŋ ¹
11020	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹	q aːi ¹
2129	ʔ e p ¹	ʔ e p ¹	ʔ e p ¹	ʔ e p ¹	ʔ e p ¹	ʔ e p ¹	ʔ e p ¹	ʔ e p ¹	ʔ e p ¹	ʔ e p ¹	ʔ e p ¹	ʔ e p ¹	ʔ e p ¹	ʔ eː p ¹	ʔ e p ¹	ʔ e p ¹
3211	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹	ŋ aː n ¹
714	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹	n o k ¹
5486		pʰ u ¹		pʰ u ¹				pʰ u ¹	pʰ u ¹				pʰ u ¹			
10798		pʰ u ¹		pʰ u ¹				pʰ u ¹	pʰ u ¹				pʰ u ¹			
5335					m o ¹	m o ¹					m o ¹	m o ¹				
10800					ˀd aːi ¹	ˀd aːi ¹					ˀd aːi ¹	ˀd aːi ¹				
3160		l j e ¹											l j e ¹			
2051	p au ¹	p au ¹	p au ¹	p au ¹				p au ¹	p au ¹	p au ¹			p au ¹	p au ¹	p au ¹	p au ¹
1729	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹	q a ¹
3679	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹
2016	m̥ a ¹		m̥ a ¹		m̥ a ¹	m̥ a ¹				m̥ a ¹	m̥ a ¹	m̥ a ¹		m̥ a ¹	m̥ a ¹	m̥ a ¹
1054	m eu ¹	m j eu ¹	m eːu ¹	m j aːu ¹	m eu ¹	m eu ¹	m j eu ¹	m eu ¹	m eu ¹	m eu ¹	m eu ¹	m eu ¹	m j eu ¹	m eu ¹	m j eu ¹	m eu ¹
7448	m u m ¹	m u m ¹	m u m ¹	m u m ¹	m u m ¹	m u m ¹	m u m ¹	m u m ¹	m u m ¹	m u m ¹	m u m ¹	m ə m ¹	m u m ¹	m u m ¹	m u m ¹	m u m ¹
582	ˀm i ¹	m i ¹	ˀm i ¹	m i ¹	ˀm j e ¹	ˀm e ¹	m i ¹	m i ¹	m i ¹	ˀm i ¹	ˀm j e ¹	ˀm j e ¹	m i ¹	ˀm i ¹	ˀm i ¹	ˀm i ¹
5688	n̥ o ¹	n̥ õ ¹	n̥ o ¹		n̥ o ¹	n̥ o ¹				n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹
4743	m o n ¹	m u n ¹	m o n ¹	m u n ¹	m o n ¹	m o n ¹	m w ə n ¹	m o n ¹	m o n ¹	m o n ¹	m o n ¹	m u n ¹	m u n ¹	m u n ¹	m w a n ¹	m o n ¹
5300	ˀb j e n ¹	m j aː n ¹	ⁿb j aː n ¹		ˀb j aː n ¹	ˀb j aː n ¹	ⁿb j e n ¹	ⁿb j aː n ¹	ⁿb j aː n ¹	ˀb j aː n ¹	ˀb j aː n ¹	ˀb j aː n ¹	m j aː n ¹	ˀm j aː n ¹	ˀb j a n ¹	ˀb j aː n ¹
5418	ȶ i ¹	ȶ ə ¹	ȶ ə ¹	ȶ i ¹	ȶ i ¹	ȶ i ¹		ȶ i ¹	ȶ i ¹	ȶ i ¹	ȶ i ¹	ȶ i ¹	ȶ e ¹	ȶ i ¹	ȶ ɪ t ¹	ȶ i ¹
5419	l j ə n ¹	l j ə n ¹	l j ə n ¹	l j a n ¹	l i n ¹	l j ə n ¹	l j e n ¹	l j ə n ¹	l j ə n ¹	l ɪ n ¹	l j ə n ¹	l i n ¹	l j ə n ¹	l j ə n ¹	l j a n ¹	l j ə n ¹
2017		pʰ w a ¹		pʰ w a ¹			pʰ w a ¹	pʰ w a ¹	h w a ¹				pʰ w a ¹			
5689				pʰ o ¹			pʰ o ¹	pʰ o ¹								
2053					q au ¹	q au ¹					q au ¹	q au ¹				
5601	ˀb i n ¹	m i n ¹	ⁿb i n ¹	v i n ¹	ˀb i n ¹	ˀb i n ¹	ⁿb i n ¹	ⁿb i n ¹	ⁿb i n ¹	ˀb i n ¹	ˀb i n ¹	ˀb i n ¹	m i n ¹	ˀm i n ¹	ˀb i n ¹	ˀb i n ¹
6544	q u p ¹		q u p ¹		k u p ¹	q u p ¹		q u p ¹	q u p ¹	q u p ¹	q u p ¹	k u ¹		q u p ¹		q u p ¹
10332		t j aːu ¹	t j aːu ¹		t j aːu ¹	t j aːu ¹		t j aːu ¹	t j aːu ¹	t j aːu ¹	t j aːu ¹		t j aːu ¹			t j aːu ¹
5876	qʰ ui ¹		qʰ ui ¹	kʰ ui ¹	kʰ ui ¹	qʰ ui ¹	kʰ ui ¹	qʰ ui ¹	qʰ ui ¹	qʰ ui ¹	qʰ ui ¹	kʰ ui ¹		qʰ ui ¹	qʰ ui ¹	qʰ ui ¹
1678	k aː m ¹		k aː m ¹	k aː m ¹				k aː m ¹	k aː m ¹	k aː m ¹				k aː m ¹	k aː m ¹	k aː m ¹
2705	m o m ¹	m u m ¹	m o m ¹	m o m ¹	m u m ¹	m u m ¹	m o m ¹	m o m ¹	m o m ¹	m o m ¹	m u m ¹	m ə m ¹	m u m ¹	m o m ¹	m o m ¹	m o m ¹
1748	f i t ¹	p i t ¹	f i k ¹		f i t ¹	f i k ¹	f i t ¹	f i k ¹	f i k ¹	f i t ¹	f i k ¹	f i k ¹	p i k ¹	f i t ¹	f i t ¹	f i k ¹
6381	ˀȵ o ŋ ¹	ȵ õ ¹	ˀȵ o ŋ ¹	ȵ o ŋ ¹	ˀȵ o ŋ ¹	ˀȵ o ŋ ¹	ȵ o ŋ ¹	ȵ o ŋ ¹	ȵ o ŋ ¹	ˀȵ o ŋ ¹	ˀȵ o ŋ ¹	ˀȵ o ŋ ¹	ȵ o ¹	ˀȵ o ŋ ¹	ˀȵ o ŋ ¹	ˀȵ o ŋ ¹
3858	n ui ¹	n ui ¹	n ui ¹	n ui ¹			n ui ¹	n ui ¹	n ui ¹	n ui ¹			n ui ¹	n ui ¹	n ui ¹	n ui ¹
2821	l j e n ¹		l j aː n ¹		l j aː n ¹	l j aː n ¹	l j e n ¹	l j aː n ¹	l j aː n ¹	l j aː n ¹	l j aː n ¹	l j aː n ¹		l j aː n ¹	l j a n ¹	l j aː n ¹
6546	ʔ i ¹						ʔ i ¹								ʔ i ¹	
10330	f j ə t ¹													f ə t ¹	f i t ¹	
10331	f j e ¹													f j e ¹	f j a ¹	
5602				p u ¹				p u ¹								
1679		ȶ ai ¹			ȶ ai ¹	ȶ ai ¹	ȶ ai ¹				ȶ ai ¹	ȶ ai ¹	ȶ ai ¹			
3859					t a ¹	t a ¹					t a ¹	t a ¹				
1749				m o m ¹							m u m ¹					
6545		j i ¹		j i ¹									j i ¹			
5877		l au ¹											l au ¹			
2822		ȵ u ŋ ¹											ȵ u ŋ ¹			
1017	ˀb a ¹	m a ¹	ⁿb a ¹	v a ¹	ˀb a ¹	ˀb a ¹	ⁿb a ¹	ⁿb a ¹	ⁿb a ¹	ˀb a ¹	ˀb a ¹	ˀb a ¹	m a ¹	ˀm a ¹	ˀb a ¹	ˀb a ¹
645	l u k ¹	l u k ¹	l u k ¹	l o k ¹	l u k ¹	l u k ¹	l u k ¹	l u k ¹	l u k ¹	l u k ¹	l u k ¹	l u k ¹	l u k ¹	l u k ¹	l u k ¹	l u k ¹
10542	l u ¹		l u ¹	l u ¹			l u ¹	l u ¹	l u ¹	l u ¹			l aːu ¹	l u ¹		l u ¹
10543	ⁿd i n ¹	ⁿd i n ¹								ⁿd i n ¹			ⁿd i n ¹		ⁿd i n ¹	
273	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹	m ə t ¹
4338	ⁿd j a k ¹	t j a k ¹	ⁿd j a k ¹	d j a k ¹	t j a k ¹	t j a k ¹	ⁿd j a k ¹	ⁿd j a k ¹	ⁿd j a k ¹	ⁿd j a k ¹	t j a k ¹	ˀd j a k ¹	ⁿd j a k ¹	ⁿd j a k ¹	ⁿd j a k ¹	ⁿd j a k ¹
2533	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹	k i ¹
3293	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	n j a n ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹				ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w a ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹
4497	ʔ ẽ ¹	ʔ ẽ ¹	ʔ ẽ ¹	ʔ ẽ ¹		ʔ e ¹		ʔ ẽ ¹	ʔ ẽ ¹	ʔ ẽ ¹	ʔ ẽ ¹			ʔ ẽ ¹	ʔ ẽ ¹	ʔ ẽ ¹
1018									ⁿb u ¹			ˀb i ¹				
3298								ŋ au ¹	ŋ a ¹							
3297							h au ¹		h au ¹							
3294		t j a k ¹			t a k ¹			ⁿd j a k ¹					ⁿd j a k ¹			
10545				t j ui ¹	ˀd u ¹	ˀd u ¹	t j ui ¹				ˀd u ¹	ˀd u ¹				
4499					z aːi ¹							z aːi ¹				
4501							p o ŋ ¹						p o ŋ ¹			
1090				t a ¹	t a ¹	t a ¹	t a ¹			ȶ i ¹	t a ¹	t a ¹		t ə ¹		
1089	kʰ u p ¹	kʰ u p ¹	kʰ u p ¹	kʰ u p ¹	kʰ a p ¹	kʰ u p ¹	kʰ u p ¹	kʰ u p ¹	kʰ u p ¹	kʰ u p ¹	kʰ u p ¹	k ə p ¹	kʰ a p ¹	kʰ u p ¹	kʰ u p ¹	kʰ u p ¹
843	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n a n ¹	n aː n ¹
3532	t u ¹		t u ¹	t u ¹	t u ¹	t u ¹	t u ¹	t u ¹	t u ¹	t u ¹	t u ¹	t u ¹	t u ¹	t u ¹	t u ¹	t u ¹
633	j i ŋ ¹		j i ŋ ¹		j i ŋ ¹		j i ŋ ¹		j i ŋ ¹	j i ŋ ¹	j i ŋ ¹	j i ŋ ¹		j i ŋ ¹		j i ŋ ¹
7000		ȵ a ¹	ˀȵ a ¹			ˀȵ a ¹		ȵ a ¹	ȵ a ¹	ˀȵ a ¹	ˀȵ a ¹		ȵ a ¹		ˀȵ a ¹	
2787	m̥ a t ¹	pʰ w a t ¹	m̥ a t ¹	h a t ¹	m̥ a t ¹	m̥ a t ¹	h w a t ¹	pʰ w a t ¹	pʰ w a t ¹	m̥ a t ¹	m̥ a t ¹	m̥ a t ¹	pʰ w a t ¹	m̥ a t ¹	m̥ a t ¹	m̥ a t ¹
4462	ˀn u n ¹	n u n ¹	ˀn u n ¹	n o n ¹	ˀn u n ¹	ˀn u n ¹	n ui ¹	n u n ¹	n u n ¹	ˀn u n ¹	ˀn u n ¹	ˀn u n ¹	n u n ¹	ˀn u n ¹	ˀn u n ¹	ˀn u n ¹
10918	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹	h a n ¹
4178			ⁿb i ¹		ⁿb i ¹	ⁿb i ¹		ⁿb i ¹	ⁿb i ¹	ⁿb i ¹	ⁿb i ¹	ⁿb i ¹				
6582	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹	h ui ¹
1088	t u ¹	t u ¹	t j u ¹					t u ¹	t u ¹						t o ¹	t u ¹
4176	s i ¹	s ɿ ¹		ɕ i ŋ ¹									s i ¹	s ɿ ¹	s ɿ ¹	s ɿ ¹
4177	m i ŋ ¹	m i ŋ ¹		m i ŋ ¹			m i ŋ ¹						m i ŋ ¹	m i ŋ ¹	m i ŋ ¹	m i ŋ ¹
3533		t aːu ¹											t aːu ¹			
2070	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹	k a ¹
3075	ˀȵ j e k ¹	ȵ aː k ¹	ˀȵ aː k ¹	ȵ a ¹	ˀȵ aː k ¹	ˀȵ aː k ¹	ȵ aː k ¹	ȵ aː k ¹	ȵ aː k ¹	ˀȵ aː k ¹	ˀȵ aː k ¹	ˀȵ aː k ¹	ȵ aː k ¹	ˀȵ aː k ¹	ˀȵ aː k ¹	ˀȵ aː k ¹
6105	ˀd j ə n ¹	l j a n ¹	ⁿd j ə n ¹			ȶ ə n ¹		ⁿd j ə n ¹	ⁿd j ə n ¹	ˀd j ə n ¹			l j ə n ¹	ˀd j ə n ¹	ˀd j a n ¹	ˀd j e n ¹
3662	p aːu ¹	p aːu ¹	p aːu ¹	p aːu ¹			p aːu ¹	p aːu ¹	p aːu ¹	p aːu ¹			p aːu ¹	p aːu ¹	p aːu ¹	p aːu ¹
10848	v a ¹	p a ¹	v a ¹	v a ¹	v a ¹	v a ¹	v a ¹	v a ¹	v a ¹	v a ¹	v a ¹	v a ¹	v a ¹	v a ¹	v a ¹	v a ¹
2480	ts ə n ¹	ȶ a n ¹	ts ə n ¹	s ə n ¹	ts ə n ¹	ts ə n ¹	s ə n ¹	ts ə n ¹	ts ə n ¹	ts ə n ¹	ts ə n ¹	ts ə n ¹	s ə n ¹	ts ə n ¹	ts ə n ¹	ts ə n ¹
2214	k ai ¹	k ai ¹	k ai ¹	k ai ¹	k ai ¹	k ai ¹	k ai ¹	k ai ¹	k ai ¹	k ai ¹	k ai ¹	k ai ¹	k ai ¹	k əi ¹	k ai ¹	k ai ¹
1299	z i m ¹	ȶ i m ¹	ɕ i m ¹		s i m ¹	s i m ¹		ɕ i m ¹	ɕ i m ¹	s i m ¹	s i m ¹	s i m ¹	ȶ i m ¹	ts i m ¹	z i m ¹	s i m ¹
7225	h ə t ¹	l ə t ¹	h ə t ¹	h ə t ¹	x ə t ¹	x ə t ¹	h ə t ¹	h ə t ¹	h ə t ¹	h ə t ¹	x ə t ¹	h ə t ¹	l ə t ¹	x ə t ¹	h ə t ¹	h ə t ¹
3500			q a m ¹		q a m ¹	q a m ¹		q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹		q a m ¹	q a m ¹	q a m ¹
3515	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹	p j a m ¹
2588	ts ə n ¹	ȶ a n ¹	ts ə n ¹	s ə n ¹	ts ə n ¹	ts ə n ¹	s ə n ¹	ts ə n ¹	ts ə n ¹	ts ə n ¹	ts ə n ¹	ts ə n ¹	s ə n ¹	ts ə n ¹	ts ə n ¹	ts ə n ¹
2590		n̥ aː ŋ ¹	n̥ aː ŋ ¹			n̥ aː ŋ ¹		h aː ŋ ¹	h aː ŋ ¹	n̥ aː ŋ ¹	n̥ aː ŋ ¹	n̥ o n ¹			n̥ aː ŋ ¹	
2589	m o n ¹						m w ə n ¹						m u n ¹	m u n ¹		m o n ¹
3498	k u ¹			k u ¹			k u ¹									
3663					q aːu ¹	q aːu ¹					q aːu ¹	q aːu ¹				
6107					k ə n ¹						k ə n ¹	k ə n ¹				
6106				t i p ¹			ⁿd i p ¹									
10849				k ai ¹			k ai ¹									
3499		k aːu ¹											k aːu ¹			
2907	t a ¹	t a ¹								t a ¹				t a ¹	t a ¹	
2908	p j aː k ¹	p j aː k ¹	p j aː k ¹	p j aː t ¹	p j aː k ¹	p j aː k ¹	p j aː k ¹	p j aː k ¹	p j aː k ¹	p j aː k ¹	p j aː k ¹	p j aː k ¹	p j aː k ¹	p j aː k ¹	p j aː k ¹	p j aː k ¹
2393	ˀn a ¹	n a ¹	ˀn a ¹	n a ¹	ˀn a ¹	ˀn a ¹	n a ¹	n a ¹	n a ¹	ˀn a ¹	ˀn a ¹	ˀn a ¹	n a ¹	ˀn a ¹	ˀn a ¹	ˀn a ¹
1156	ŋ ai ¹	ŋ ai ¹	ŋ ai ¹	ŋ ai ¹	ŋ ai ¹	ŋ ai ¹	n a ¹	ŋ ai ¹	ŋ ai ¹	ŋ ai ¹	ŋ ai ¹	ŋ ai ¹	ŋ ai ¹	ŋ əi ¹	ŋ ai ¹	ŋ ai ¹
2374	ⁿd a ¹	t a ¹	ⁿd a ¹	d a ¹	ⁿd a ¹	ⁿd a ¹	ⁿd a ¹	ⁿd a ¹	ⁿd a ¹	ⁿd a ¹	ⁿd a ¹	ⁿd a ¹	ⁿd a ¹	ⁿd a ¹	ⁿd a ¹	ⁿd a ¹
2146	qʰ a ¹	kʰ a ¹	qʰ a ¹	kʰ a ¹	qʰ a ¹	qʰ a ¹	kʰ a ¹	qʰ a ¹	qʰ a ¹	qʰ a ¹	qʰ a ¹	qʰ a ¹	kʰ a ¹	qʰ a ¹	qʰ a ¹	qʰ a ¹
5133	ˀn a ŋ ¹	n a ŋ ¹	ˀn a ŋ ¹	n a ŋ ¹	ˀn a ŋ ¹	ˀn a ŋ ¹	n a ŋ ¹	n a ŋ ¹	n a ŋ ¹	ˀn a ŋ ¹	ˀn a ŋ ¹	ˀn a ŋ ¹	n a ŋ ¹	ˀn a ŋ ¹	ˀn a ŋ ¹	ˀn a ŋ ¹
4981	m u k ¹	m u k ¹	m u k ¹	m o k ¹	m u k ¹	m u k ¹	m u k ¹	m u k ¹	m u k ¹	m u k ¹	m u k ¹	m u k ¹	m u k ¹	m u k ¹	m u k ¹	m u k ¹
4862	p aː k ¹		p aː k ¹	p aː k ¹	p aː k ¹	p aː k ¹	p aː k ¹	p aː k ¹	p aː k ¹	p aː k ¹	p aː k ¹	p aː k ¹		p aː k ¹	p aː k ¹	p aː k ¹
6021			ʁ e ¹		ʁ e ¹	ʁ e ¹		ʁ e ¹	ʁ e ¹	ʁ e ¹	ʁ e ¹	ʁ e ¹				ʁ e ¹
10239	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹	m a ¹
10256	v j ə n ¹	p j a n ¹	v j a n ¹	v j a n ¹			v j ə n ¹	v j a n ¹	v j a n ¹	v j a n ¹			v j ə n ¹	v j ə n ¹	v j aː n ¹	v j a n ¹
2909			ˀn a ¹	n a ¹			n a ¹	n a ¹	n a ¹							ˀn a ¹
6019	v e ¹													v əi ¹	v e ¹	
2392	t a ¹													t a ¹		
2910					q ə ¹	k u ¹										
1158				kʰ e ¹		q aːu ¹										
10257					ɕ j u ¹	ɕ j u ¹					h j u ¹	ɕ j u ¹				
6022				l i ¹			l i ¹									
1157		p a ŋ ¹											p aː n ¹			
4863		m u p ¹											m u p ¹			
6020		ŋ e ¹											ŋ e ¹			
599	n j u t ¹	n j u t ¹	n j uː t ¹	n ɥ ə t ¹	n o t ¹	n j u t ¹	n ɥ ə t ¹	n j u t ¹	n j u t ¹	n j u t ¹	n j u t ¹	n j u t ¹	n j u t ¹	n u t ¹	n j uː t ¹	n j uː t ¹
5048	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹	q o ¹
6331	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹
290	ȶʰ i n ¹	kʰ i n ¹	ɕ i n ¹	ɕ i n ¹	ȶʰ i n ¹	ȶʰ ə n ¹	ɕ i n ¹	ɕ i n ¹	ɕ i n ¹	ȶʰ i n ¹	ȶʰ i n ¹	ȶʰ i n ¹	kʰ i n ¹	ȶʰ i n ¹	ȶʰ i n ¹	ȶʰ i n ¹
310	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹		t e ¹	t e ¹	t e ¹	t e ¹
311	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹	h aː k ¹
3430	m j e ¹	m j a ¹	m j a ¹	m j e ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j e ¹	m j a ¹	m j a ¹
5368	f a ¹	p aː n ¹	f aː n ¹	f aː n ¹	f aː n ¹	v a ¹		f aː n ¹	f aː n ¹	f aː n ¹	v a ¹	v a ¹	p aː n ¹	f a ¹	f aː n ¹	f a ¹
5369	m j e ¹	m j a ¹	m j a ¹	m j e ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j e ¹	m j a ¹	m j a ¹
2749	ȶ w ə n ¹	ȶ u n ¹	ȶ o n ¹	ȶ o n ¹	ȶ o n ¹	ȶ o n ¹	ȶ w ə n ¹	ȶ w a n ¹	ȶ o n ¹	ȶ o n ¹	ȶ o n ¹	ȶ u n ¹	ȶ u n ¹	ȶ u n ¹	ȶ u n ¹	ȶ o n ¹
2621	l j a p ¹	ɕ ə p ¹	l j a p ¹	l j a p ¹	ˀd j a p ¹	ˀd j a p ¹	l i p ¹	ⁿd j a p ¹	l j a p ¹	l j a p ¹	ˀd j a p ¹	ˀn j a p ¹	ɕ a p ¹	l j a p ¹	l j a p ¹	l j a p ¹
2623										t o ŋ ¹	t o ŋ ¹	t o ŋ ¹			t o ŋ ¹	
2750		q u ¹														k u ŋ ¹
2622	m j e ¹	m j a ¹	m j a ¹	m j e ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹				m j a ¹	m j e ¹		m j a ¹
291				q au ¹				q o ¹	q ə ¹							
1180	t e ¹	t e ¹	t e ¹		t e ¹	t e ¹		t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹
1181	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹	t a k ¹
4998	h aːi ¹		h aːi ¹		h aːi ¹	h aːi ¹		h aːi ¹	h aːi ¹	h aːi ¹	h aːi ¹	h aːi ¹		h aːi ¹	h aːi ¹	h aːi ¹
4999	ˀd w ə ¹		d w a ¹	t j o ¹	ˀd a ¹	ˀd a ¹		d w a ¹	d w a ¹	ˀd w a ¹	ˀd a ¹	ˀd a ¹		ˀd o ¹	ˀd w a ¹	ˀd w a ¹
949	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹	t j u ¹
4235	p a ¹		p a ¹	p a ¹	ʁ a ¹		p a ¹	p a ¹	p a ¹	p a ¹			p a ¹	p a ¹	p a ¹	p a ¹
4007	q a m ¹						q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹			q a m ¹		q a m ¹
