COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
6899-10										pʰ j u ŋ ¹						
7081-10										k ui ¹						
4090-10										t a m ¹						
2197-10										h u m ¹						
3352-10										t i t ¹						
3892-10										ȶʰ ə t ¹						
1071-10										q aː m ¹						
10313-10										m ai ¹						
2671-10										t j ə t ¹						
5502-10										f aː k ¹						
7382-10										ˀd u n ¹						
932-10										ts i ŋ ¹						
533-10										m ai ¹						
4159-10										f a ¹						
2804-10										n u k ¹						
5451-10										ɣ ai ¹						
5773-10										ʔ au ¹						
6933-10										ʔ au ¹						
4657-10										ʔ au ¹						
4658-10										ɕ j aː ŋ ¹						
6966-10										ɕ e ¹						
5351-10										ɣ a ¹						
4073-10										d aːi ¹						
2163-10										ˀb j aː ŋ ¹						
1121-10										f a ¹						
5790-10										v a ŋ ¹						
10413-10										m a ¹						
6731-10										m a ¹						
1645-10										m a ¹						
4914-10										m a ¹						
6175-10										ŋ a ¹						
3092-10										s i ŋ ¹						
1247-10										l j aː n ¹						
5620-10										ɕ aːu ¹						
4897-10										ʁ a ¹						
4811-10										pʰ aː ŋ ¹						
1213-10										q aːi ¹						
11019-10										ʁ aː ŋ ¹						
11020-10										q aːi ¹						
2129-10										ʔ e p ¹						
3211-10										ŋ aː n ¹						
714-10										n o k ¹						
1729-10										q a ¹						
3679-10										m a ¹						
1054-10										m j e ¹						
7448-10										m u m ¹						
582-10										m i ¹						
4743-10										m o n ¹						
5419-10										l j e n ¹						
5601-10										ˀb i n ¹						
2705-10										m a m ¹						
6381-10										ˀȵ o ŋ ¹						
1017-10										ⁿb a ¹						
645-10										l u k ¹						
273-10										m a t ¹						
4338-10										ˀd j a k ¹						
2533-10										k i ¹						
1089-10										kʰ u p ¹						
843-10										n a n ¹						
2787-10										m̥ a t ¹						
4462-10										n u n ¹						
10918-10										h a n ¹						
6582-10										h e ¹						
2070-10										k a ¹						
3075-10										ˀȵ aː k ¹						
10848-10										f a ¹						
2480-10										ts ə n ¹						
2214-10										k ai ¹						
7225-10										h ə t ¹						
3515-10										p j a m ¹						
2588-10										ts ə n ¹						
2908-10										p j a k ¹						
2393-10										ˀn a ¹						
1156-10										ŋ ai ¹						
2374-10										ˀd a ¹						
2146-10										kʰ a ¹						
5133-10										ˀn a ŋ ¹						
4981-10										m u k ¹						
10239-10										m a ¹						
599-10										n u t ¹						
5048-10										q o ¹						
6331-10										h a ¹						
290-10										ȶʰ ə n ¹						
311-10										h a k ¹						
3430-10										m j a ¹						
5369-10										m j a ¹						
2749-10										ȶ o n ¹						
2621-10										l j a p ¹						
1181-10										t a k ¹						
949-10										t j u ¹						
6882-11											ts ə t ¹					
6485-11											ˀb ə n ¹					
4690-11											m o n ¹					
5671-11											f ə n ¹					
4272-11											l aː p ¹					
10935-11											ⁿb e ¹					
4760-11											n i n ¹					
1881-11											f a n ¹					
4777-11											qʰ ə t ¹					
10969-11											f a n ¹					
10970-11											ˀȵ u ¹					
10206-11											f a n ¹					
6565-11											k a n ¹					
1281-11											ʔ j e n ¹					
10569-11											ˀn a m ¹					
6899-11											pʰ j o ŋ ¹					
7081-11											k w e ¹					
4090-11											t a m ¹					
2197-11											h u m ¹					
3352-11											t i ¹					
3892-11											qʰ ə t ¹					
1071-11											q aː m ¹					
10313-11											m ai ¹					
2671-11											t j ə t ¹					
5502-11											f aː k ¹					
7382-11											ˀd u n ¹					
932-11											ȶ e ŋ ¹					
533-11											m ai ¹					
4159-11											v a ¹					
2804-11											n u k ¹					
5451-11											ɣ ai ¹					
5773-11											ʔ au ¹					
6933-11											ʔ au ¹					
4657-11											ʔ au ¹					
4658-11											f j aː ŋ ¹					
6966-11											h i ¹					
5351-11											ɣ a ¹					
4073-11											t aːi ¹					
2163-11											ˀb j aː ŋ ¹					
1121-11											f a ¹					
5790-11											v a ŋ ¹					
10413-11											m a ¹					
6731-11											m a ¹					
1645-11											m a ¹					
4914-11											m a ¹					
6175-11											ˀŋ a ¹					
3092-11											s e ŋ ¹					
1247-11											l i n ¹					
5620-11											ɕ u ¹					
4897-11											n̥ a ¹					
4811-11											pʰ aː ŋ ¹					
1213-11											q aːi ¹					
11019-11											s aː ŋ ¹					
11020-11											q aːi ¹					
2129-11											ʔ e p ¹					
3211-11											ŋ a n ¹					
714-11											ˀn o k ¹					
1729-11											q a ¹					
3679-11											m a ¹					
1054-11											m au ¹					
7448-11											m j u m ¹					
582-11											ˀm e ¹					
4743-11											m o n ¹					
5419-11											l j ə n ¹					
5601-11											ⁿb i n ¹					
2705-11											m u m ¹					
6381-11											ˀȵ o ŋ ¹					
1017-11											ⁿb a ¹					
645-11											l u k ¹					
273-11											m a t ¹					
4338-11											t j a k ¹					
2533-11											qʰ i ¹					
1089-11											kʰ u p ¹					
843-11											n a n ¹					
2787-11											pʰ a t ¹					
4462-11											n u n ¹					
10918-11											h a n ¹					
6582-11											h au ¹					
2070-11											k a ¹					
3075-11											ˀȵ aː k ¹					
10848-11											v a ¹					
2480-11											ts ə n ¹					
2214-11											k w ai ¹					
7225-11											h ə t ¹					
3515-11											p j a m ¹					
2588-11											ts ə n ¹					
2908-11											p j aː k ¹					
2393-11											n a ¹					
1156-11											ŋ ai ¹					
2374-11											d a ¹					
2146-11											qʰ a ¹					
5133-11											q a ŋ ¹					
4981-11											m u k ¹					
10239-11											m a ¹					
599-11											n j u t ¹					
5048-11											q o ¹					
6331-11											h a ¹					
290-11											ȶʰ i n ¹					
311-11											h aː k ¹					
3430-11											m j a ¹					
5369-11											m j a ¹					
2749-11											ȶ u n ¹					
2621-11											l j a p ¹					
1181-11											t a k ¹					
949-11											t j o ¹					
6882-12												s ə t ¹				
6485-12												ˀb ə n ¹				
4690-12												m u n ¹				
5671-12												f ə n ¹				
4272-12												l aː p ¹				
10935-12												ˀm e ¹				
4760-12												n i n ¹				
1881-12												f a n ¹				
4777-12												ɕ a t ¹				
10969-12												f a n ¹				
10970-12												ȵ u ¹				
10206-12												f a n ¹				
6565-12												k o n ¹				
1281-12												ʔ j e n ¹				
10569-12												n a m ¹				
6899-12												pʰ u ŋ ¹				
7081-12												k ui ¹				
4090-12												q a m ¹				
2197-12												h ə m ¹				
3352-12												t i ¹				
3892-12												ɕ i t ¹				
1071-12												k aː m ¹				
10313-12												m ai ¹				
2671-12												ⁿd i t ¹				
5502-12												f aː k ¹				
7382-12												ˀd u n ¹				
932-12												ts j e ŋ ¹				
533-12												m ai ¹				
4159-12												f a ¹				
2804-12												n u k ¹				
5451-12												ɣ ai ¹				
5773-12												ʔ ai ¹				
6933-12												ʔ ai ¹				
4657-12												ʔ ai ¹				
4658-12												v j aː ŋ ¹				
6966-12												ɕ i ¹				
5351-12												l a ¹				
4073-12												ˀd aːi ¹				
2163-12												ˀb j aː ŋ ¹				
1121-12												f a ¹				
5790-12												v aː ŋ ¹				
10413-12												m a ¹				
6731-12												m a ¹				
1645-12												m a ¹				
4914-12												m a ¹				
6175-12												ˀŋ a ¹				
3092-12												s i ŋ ¹				
1247-12												l j aː n ¹				
5620-12												ɕ i ¹				
4897-12												n̥ a ¹				
4811-12												pʰ aː ŋ ¹				
1213-12												k aːi ¹				
11019-12												ʁ aː ŋ ¹				
11020-12												k aːi ¹				
2129-12												ʔ a p ¹				
3211-12												ŋ aː n ¹				
714-12												n u k ¹				
1729-12												k a ¹				
3679-12												m a ¹				
1054-12												m j eu ¹				
7448-12												m u m ¹				
582-12												ˀm i ¹				
4743-12												m o n ¹				
5419-12												l j a n ¹				
5601-12												ˀb i n ¹				
2705-12												m u m ¹				
6381-12												ȵ o ŋ ¹				
1017-12												ʔ a ¹				
645-12												l u k ¹				
273-12												m i t ¹				
4338-12												ˀd j a k ¹				
2533-12												k e ¹				
1089-12												kʰ ə p ¹				
843-12												n a n ¹				
2787-12												m̥ a t ¹				
4462-12												n u n ¹				
10918-12												h a n ¹				
6582-12												h ui ¹				
2070-12												k a ¹				
3075-12												ȵ aː k ¹				
10848-12												f a ¹				
2480-12												ts ə n ¹				
2214-12												k ai ¹				
7225-12												h ə t ¹				
3515-12												p j a m ¹				
2588-12												ts ə n ¹				
2908-12												p j aː k ¹				
2393-12												q a ¹				
1156-12												ŋ ai ¹				
2374-12												q a ¹				
2146-12												qʰ a ¹				
5133-12												n a ŋ ¹				
4981-12												m u k ¹				
10239-12												m a ¹				
599-12												n i t ¹				
5048-12												k o ¹				
6331-12												h a ¹				
290-12												ȶʰ i n ¹				
311-12												h aː k ¹				
3430-12												m j a ¹				
5369-12												m j a ¹				
2749-12												ts ə n ¹				
2621-12												l j a p ¹				
1181-12												t a k ¹				
949-12												t j u ¹				
6882-13													s ə t ¹			
6485-13													m ə n ¹			
4690-13													m u n ¹			
5671-13													p a n ¹			
4272-13													l aː k ¹			
10935-13													m e ¹			
4760-13													n i n ¹			
1881-13													v a n ¹			
4777-13													h ə t ¹			
10969-13													v a n ¹			
10970-13													ȵ aːu ¹			
10206-13													v a n ¹			
6565-13													k w aː n ¹			
1281-13													j aː n ¹			
10569-13													n a m ¹			
6899-13													pʰ j u ŋ ¹			
7081-13													k oi ¹			
4090-13													h a m ¹			
2197-13													h u m ¹			
3352-13													t i ¹			
3892-13													h ə t ¹			
1071-13													q aː m ¹			
10313-13													m ai ¹			
2671-13													ⁿd j ə t ¹			
5502-13													p a k ¹			
7382-13													ⁿd u n ¹			
932-13													s i ŋ ¹			
533-13													m ai ¹			
4159-13													p a ¹			
2804-13													n a k ¹			
5451-13													ɣ ai ¹			
5773-13													ʔ au ¹			
6933-13													ʔ au ¹			
4657-13													ʔ au ¹			
4658-13													p j aː ŋ ¹			
6966-13													f i ¹			
5351-13													ɣ a ¹			
4073-13													l aːi ¹			
2163-13													m j aː ŋ ¹			
1121-13													p a ¹			
5790-13													pʰ aː ŋ ¹			
10413-13													m a ¹			
6731-13													m a ¹			
1645-13													m a ¹			
4914-13													m a ¹			
6175-13													ŋ a ¹			
3092-13													s i ŋ ¹			
1247-13													l j ə n ¹			
5620-13													h j u ¹			
4897-13													q a ¹			
4811-13													pʰ a ŋ ¹			
1213-13													q au ¹			
11019-13													ɣ aː ŋ ¹			
11020-13													q au ¹			
2129-13													ʔ a p ¹			
3211-13													qʰ aː n ¹			
714-13													n aː k ¹			
1729-13													q a ¹			
3679-13													m a ¹			
1054-13													m i ¹			
7448-13													m u m ¹			
582-13													m ai ¹			
4743-13													m u n ¹			
5419-13													l j ə n ¹			
5601-13													m i n ¹			
2705-13													m u m ¹			
6381-13													ȵ u ŋ ¹			
1017-13													m a ¹			
645-13													l u k ¹			
273-13													m aː t ¹			
4338-13													t j a k ¹			
2533-13													k i ¹			
1089-13													h u p ¹			
843-13													n aː n ¹			
2787-13													m a t ¹			
4462-13													n u n ¹			
10918-13													h a n ¹			
6582-13													h oi ¹			
2070-13													k a ¹			
3075-13													ȵ a k ¹			
10848-13													p a ¹			
2480-13													q ə n ¹			
2214-13													k ai ¹			
7225-13													h ə t ¹			
3515-13													p j a m ¹			
2588-13													q ə n ¹			
2908-13													p aː k ¹			
2393-13													n a ¹			
1156-13													ŋ ai ¹			
2374-13													ⁿd a ¹			
2146-13													qʰ a ¹			
5133-13													n a ŋ ¹			
4981-13													m aː k ¹			
10239-13													m a ¹			
599-13													n j u t ¹			
5048-13													q o ¹			
6331-13													h a ¹			
290-13													h i n ¹			
311-13													h aː k ¹			
3430-13													m i ¹			
5369-13													m i ¹			
2749-13													ȶ u n ¹			
2621-13													l j a p ¹			
1181-13													t a k ¹			
949-13													t j u ¹			
6882-14														z ə t ¹		
6485-14														m ə n ¹		
4690-14														m u n ¹		
5671-14														f ə n ¹		
4272-14														l aː p ¹		
10935-14														ˀm əi ¹		
4760-14														n i n ¹		
1881-14														f a n ¹		
4777-14														x ə t ¹		
10969-14														f a n ¹		
10970-14														ȵ u ¹		
10206-14														f a n ¹		
6565-14														k o n ¹		
1281-14														ʔ i n ¹		
10569-14														ˀn a m ¹		
6899-14														pʰ j u ŋ ¹		
7081-14														k ui ¹		
4090-14														ˀd a m ¹		
2197-14														h u m ¹		
3352-14														t i ¹		
3892-14														x ə t ¹		
1071-14														q aː m ¹		
10313-14														m əi ¹		
2671-14														ⁿd j ə t ¹		
5502-14														f a k ¹		
7382-14														ˀd u n ¹		
932-14														ts i ŋ ¹		
533-14														m əi ¹		
4159-14														f a ¹		
2804-14														n u k ¹		
5451-14														ˀɣ əi ¹		
5773-14														ʔ au ¹		
6933-14														ʔ au ¹		
4657-14														ʔ au ¹		
4658-14														f j aː ŋ ¹		
6966-14														f i ¹		
5351-14														ˀɣ a ¹		
4073-14														ⁿd aːi ¹		
2163-14														m j aː ŋ ¹		
1121-14														f a ¹		
5790-14														v aː ŋ ¹		
10413-14														l a ¹		
6731-14														l a ¹		
1645-14														l a ¹		
4914-14														l a ¹		
6175-14														ŋ a ¹		
3092-14														s i ŋ ¹		
1247-14														l j aː n ¹		
5620-14														ɕ u ¹		
4897-14														ʁ a ¹		
4811-14														pʰ aː ŋ ¹		
1213-14														q aːi ¹		
11019-14														ʁ aː ŋ ¹		
11020-14														q aːi ¹		
2129-14														ʔ e p ¹		
3211-14														ŋ aː n ¹		
714-14														n o k ¹		
1729-14														q a ¹		
3679-14														m a ¹		
1054-14														m i ¹		
7448-14														m u m ¹		
582-14														m i ¹		
4743-14														m u n ¹		
5419-14														l j i n ¹		
5601-14														m i n ¹		
2705-14														m u m ¹		
6381-14														ˀȵ o ŋ ¹		
1017-14														m a ¹		
645-14														l aː k ¹		
273-14														m i t ¹		
4338-14														ⁿd j a k ¹		
2533-14														k i ¹		
1089-14														qʰ u p ¹		
843-14														n a n ¹		
2787-14														pʰ a t ¹		
4462-14														ˀn u n ¹		
10918-14														h a n ¹		
6582-14														h i ¹		
2070-14														k a ¹		
3075-14														ȵ aː k ¹		
10848-14														f a ¹		
2480-14														ts ə n ¹		
2214-14														k əi ¹		
7225-14														x ə t ¹		
3515-14														p j a m ¹		
2588-14														ts ə n ¹		
2908-14														p i k ¹		
2393-14														ˀn a ¹		
1156-14														ŋ əi ¹		
2374-14														ˀd a ¹		
2146-14														qʰ a ¹		
5133-14														ˀn a ŋ ¹		
4981-14														m u k ¹		
10239-14														m a ¹		
599-14														ˀn j u t ¹		
5048-14														q o ¹		
6331-14														h a ¹		
290-14														ȶʰ i n ¹		
311-14														h aː k ¹		
3430-14														m i ¹		
5369-14														m i ¹		
2749-14														ȶ u n ¹		
2621-14														l j a p ¹		
1181-14														t a k ¹		
949-14														t i ¹		
6882-15															z ə t ¹	
6485-15															ˀb ə n ¹	
4690-15															m w a n ¹	
5671-15															ɕ a n ¹	
4272-15															l aː p ¹	
10935-15															ˀn e ¹	
4760-15															n j a n ¹	
1881-15															v a n ¹	
4777-15															h ə t ¹	
10969-15															v a n ¹	
10970-15															ˀȵ u ¹	
10206-15															v a n ¹	
6565-15															k w a n ¹	
1281-15															ʔ j a n ¹	
10569-15															ˀn a m ¹	
6899-15															pʰ j u ŋ ¹	
7081-15															k ui ¹	
4090-15															ⁿd a m ¹	
2197-15															h aː m ¹	
3352-15															t i ¹	
3892-15															h ə t ¹	
1071-15															q aː m ¹	
10313-15															m ai ¹	
2671-15															ⁿd j a t ¹	
5502-15															f aː k ¹	
7382-15															ⁿd aː n ¹	
932-15															ts i ŋ ¹	
533-15															m ai ¹	
4159-15															v a ¹	
2804-15															n u k ¹	
5451-15															n̥ ai ¹	
5773-15															ʔ au ¹	
6933-15															ʔ au ¹	
4657-15															ʔ au ¹	
4658-15															v j a ŋ ¹	
6966-15															h i ¹	
5351-15															ɣ a ¹	
4073-15															t aːi ¹	
2163-15															ˀb j a ŋ ¹	
1121-15															f a ¹	
5790-15															v aː ŋ ¹	
10413-15															m a ¹	
6731-15															m a ¹	
1645-15															m a ¹	
4914-15															m a ¹	
6175-15															ŋ a ¹	
3092-15															s i ŋ ¹	
1247-15															l j a n ¹	
5620-15															ɕ j au ¹	
4897-15															n̥ a ¹	
4811-15															pʰ w a ŋ ¹	
1213-15															k aːi ¹	
11019-15															n̥ aː ŋ ¹	
11020-15															k aːi ¹	
2129-15															ʔ i p ¹	
3211-15															ŋ aː n ¹	
714-15															ˀn o k ¹	
1729-15															q a ¹	
3679-15															m a ¹	
1054-15															m au ¹	
7448-15															ˀm u m ¹	
582-15															m i ¹	
4743-15															m w a n ¹	
5419-15															l i n ¹	
5601-15															ˀb i n ¹	
2705-15															m aː m ¹	
6381-15															ˀȵ o ŋ ¹	
1017-15															ˀb a ¹	
645-15															l u k ¹	
273-15															m aː t ¹	
4338-15															ⁿd j a k ¹	
2533-15															k i ¹	
1089-15															kʰ u p ¹	
843-15															n aː n ¹	
2787-15															ɕ a t ¹	
4462-15															n u n ¹	
10918-15															h a n ¹	
6582-15															h e ¹	
2070-15															k a ¹	
3075-15															ȵ aː k ¹	
10848-15															v a ¹	
2480-15															ts ə n ¹	
2214-15															k ai ¹	
7225-15															h a t ¹	
3515-15															p j a m ¹	
2588-15															ts ə n ¹	
2908-15															p e k ¹	
2393-15															ˀn a ¹	
1156-15															ŋ ai ¹	
2374-15															ⁿd a ¹	
2146-15															kʰ a ¹	
5133-15															ˀn a ŋ ¹	
4981-15															m u k ¹	
10239-15															m a ¹	
599-15															n u t ¹	
5048-15															k o ¹	
6331-15															h a ¹	
290-15															ȶʰ i n ¹	
311-15															h aː k ¹	
3430-15															m j a ¹	
5369-15															m j a ¹	
2749-15															ts w a n ¹	
2621-15															t j a p ¹	
1181-15															t a k ¹	
949-15															t j au ¹	
6882-16																z a t ¹
6485-16																ˀb ə n ¹
4690-16																m o n ¹
5671-16																f e n ¹
4272-16																l aː p ¹
10935-16																n e ¹
4760-16																n i n ¹
1881-16																f a n ¹
4777-16																h ə t ¹
10969-16																f a n ¹
10970-16																ȵ u ¹
10206-16																f a n ¹
6565-16																k aː n ¹
1281-16																ʔ j e n ¹
10569-16																n a m ¹
6899-16																pʰ j u ŋ ¹
7081-16																k oi ¹
4090-16																d a m ¹
2197-16																h u m ¹
3352-16																t i t ¹
3892-16																ɕ ə t ¹
1071-16																q aː m ¹
10313-16																m ai ¹
2671-16																t j ə t ¹
5502-16																f a k ¹
7382-16																ˀd u n ¹
932-16																ts e ŋ ¹
533-16																m ai ¹
4159-16																f a ¹
2804-16																n u k ¹
5451-16																ɣ ai ¹
5773-16																ʔ ai ¹
6933-16																ʔ ai ¹
4657-16																ʔ ai ¹
4658-16																f j aː ŋ ¹
6966-16																ɕ i k ¹
5351-16																ɣ a ¹
4073-16																ˀd aːi ¹
2163-16																m j aː ŋ ¹
1121-16																f a ¹
5790-16																f aː ŋ ¹
10413-16																m a ¹
6731-16																m a ¹
1645-16																m a ¹
4914-16																m a ¹
6175-16																ŋ a ¹
3092-16																s i ŋ ¹
1247-16																l j a n ¹
5620-16																ɕ u ¹
4897-16																ȵ̥ a ¹
4811-16																pʰ aː ŋ ¹
1213-16																q aːi ¹
11019-16																ʁ aː ŋ ¹
11020-16																q aːi ¹
2129-16																ʔ a p ¹
3211-16																ŋ aː n ¹
714-16																n u k ¹
1729-16																q a ¹
3679-16																m a ¹
1054-16																m aːu ¹
7448-16																m u m ¹
582-16																m i ¹
4743-16																m o n ¹
5419-16																l j e n ¹
5601-16																ˀb i n ¹
2705-16																m u m ¹
6381-16																n̥ o ŋ ¹
1017-16																ⁿb a ¹
645-16																l u k ¹
273-16																m ə t ¹
4338-16																ˀd j a k ¹
2533-16																k i ¹
1089-16																kʰ u p ¹
843-16																n a n ¹
2787-16																m̥ a t ¹
4462-16																n u n ¹
10918-16																h a n ¹
6582-16																h aː k ¹
2070-16																k a ¹
3075-16																ȵ aː k ¹
10848-16																f a ¹
2480-16																ts a n ¹
2214-16																k ai ¹
7225-16																h e t ¹
3515-16																p j a m ¹
2588-16																ts a n ¹
2908-16																p j aː k ¹
2393-16																n a ¹
1156-16																ŋ ai ¹
2374-16																d a ¹
2146-16																qʰ a ¹
5133-16																n a ŋ ¹
4981-16																m u k ¹
10239-16																m a ¹
599-16																n j u t ¹
5048-16																q o ¹
6331-16																h a ¹
290-16																ȶʰ i n ¹
311-16																h aː k ¹
3430-16																m j a ¹
5369-16																m j a ¹
2749-16																ȶ u n ¹
2621-16																l j a p ¹
1181-16																d a k ¹
949-16																t j eu ¹
