COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
10239-5					m a ¹											
599-5					n j uː t ¹											
5048-5					q o ¹											
6331-5					h a ¹											
290-5					ȶʰ i n ¹											
311-5					h aː k ¹											
3430-5					m j a ¹											
5369-5					m j a ¹											
2749-5					ȶ o n ¹											
2621-5					l j a p ¹											
1181-5					t a k ¹											
949-5					t j u ¹											
2839-5					t i n ¹											
861-5					l aː k ¹											
6773-5					l aː k ¹											
5739-5					l aː k ¹											
5740-5					kʰ ə t ¹											
3550-5					ɕ u m ¹											
4445-5					p uː t ¹											
680-5					l o ŋ ¹											
817-5					Ø ə n ¹											
782-5					pʰ j aː t ¹											
10396-5					ˀn j u ¹											
4606-5					n aː n ¹											
5207-5					m a n ¹											
7280-5					ts a ¹											
6983-5					ʔ j uː t ¹											
5168-5					p u ŋ ¹											
1264-5					ts u ¹											
915-5					t ui ¹											
1767-5					ts u ŋ ¹											
10901-5					k w e ŋ ¹											
10867-5					ˀd o ŋ ¹											
417-5					k w aː n ¹											
2285-5					pʰ j e ¹											
11002-5					ʔ i t ¹											
6348-5					m ai ¹											
6349-5					ʁ aː n ¹											
10602-5					ˀb ə n ¹											
5654-5					m j e n ¹											
880-5					l e ¹											
983-5					ȵ aː n ¹											
2033-5					t o ¹											
1433-5					ʔ j a ¹											
1467-5					ˀd u k ¹											
469-5					t j u m ¹											
3127-5					m j a ¹											
4623-5					h a ¹											
7099-5					l j ə k ¹											
4726-5					ɕ e n ¹											
10465-5					ˀb aː n ¹											
5519-5					h ə n ¹											
5893-5					kʰ u n ¹											
2857-5					t i n ¹											
3645-5					ɣ aː n ¹											
3032-5					f j aː n ¹											
2088-5					v j e n ¹											
2463-5					p u ¹											
4794-5					n i ¹											
4569-5					l u ŋ ¹											
4586-5					ts u ¹											
4552-5					p a ¹											
3228-5					q o ŋ ¹											
3245-5					j a ¹											
6651-5					l aː k ¹											
6652-5					ⁿb aː n ¹											
1817-5					l aː k ¹											
1818-5					ˀb j aː k ¹											
11052-5					n u ¹											
1230-5					l aː k ¹											
3380-5					h e k ¹											
8174-5					ɣ u m ¹											
8599-5					p j a m ¹											
7782-5					ⁿd j ai ¹											
8294-5					l i k ¹											
8514-5					h aːi ¹											
9669-5					l j a k ¹											
8531-5					p aːi ¹											
7954-5					ʔ u k ¹											
9968-5					s aː m ¹											
8040-5					t a ¹											
9304-5					ts i ¹											
8345-5					t o k ¹											
8765-5					ȶ o k ¹											
8849-5					s e ŋ ¹											
9286-5					k w aː ŋ ¹											
9581-5					n u n ¹											
9267-5					l w a ¹											
8497-5					ts ə n ¹											
7602-5					ʔ aː p ¹											
8431-5					v j ə n ¹											
10036-5					s u k ¹											
10019-5					l a k ¹											
9216-5					n e ¹											
8074-5					q a t ¹											
9511-5					p a n ¹											
8243-5					ʔ j a m ¹											
9250-5					t j e m ¹											
7568-5					s aːi ¹											
8832-5					k u ¹											
8057-5					ˀȵ e ¹											
7716-5					h u p ¹											
9899-5					ts i ¹											
7585-5					kʰ au ¹											
8582-5					ⁿb j a ¹											
9097-5					l a m ¹											
10125-5					v a ¹											
9460-5					l aːi ¹											
9649-5					pʰ uː t ¹											
9870-5					ŋ a p ¹											
8680-5					n a m ¹											
7699-5					ȶ i t ¹											
9001-5					n w a t ¹											
9494-5					t i p ¹											
7666-5					ɕ ə n ¹											
9598-5					t a k ¹											
8023-5					q u m ¹											
6882-6						z ə t ¹										
6485-6						ˀb ə n ¹										
4690-6						m o n ¹										
5671-6						f ə n ¹										
4272-6						l aː p ¹										
10935-6						ⁿb e ¹										
4760-6						n j e n ¹										
1881-6						v a n ¹										
4777-6						ɕ ə t ¹										
10969-6						v a n ¹										
10970-6						ˀȵ u ¹										
10206-6						v a n ¹										
6565-6						k w a n ¹										
1281-6						ʔ j e n ¹										
10569-6						n a m ¹										
6899-6						pʰ j u ŋ ¹										
7081-6						k ui ¹										
4090-6						ⁿd a m ¹										
2197-6						h u m ¹										
3352-6						t i ¹										
3892-6						ɕ ə t ¹										
1071-6						q aː m ¹										
10313-6						m ai ¹										
2671-6						ⁿd j ə t ¹										
5502-6						f aː k ¹										
7382-6						ⁿd u n ¹										
932-6						ts i ŋ ¹										
533-6						m ai ¹										
4159-6						v a ¹										
2804-6						n u k ¹										
5451-6						ɣ ai ¹										
5773-6						ʔ au ¹										
6933-6						ʔ au ¹										
4657-6						ʔ au ¹										
4658-6						f j aː ŋ ¹										
6966-6						h i ¹										
5351-6						ˀɣ a ¹										
4073-6						ⁿd aːi ¹										
2163-6						ⁿb j aː ŋ ¹										
1121-6						f a ¹										
5790-6						v aː ŋ ¹										
10413-6						ˀm a ¹										
6731-6						ˀm a ¹										
1645-6						ˀm a ¹										
4914-6						ˀm a ¹										
6175-6						n a ¹										
3092-6						s i ŋ ¹										
1247-6						l j aː n ¹										
5620-6						ɕ j eu ¹										
4897-6						ʁ a ¹										
4811-6						pʰ aː ŋ ¹										
1213-6						q aːi ¹										
11019-6						ʁ aː ŋ ¹										
11020-6						q aːi ¹										
2129-6						ʔ e p ¹										
3211-6						ŋ aː n ¹										
714-6						n o k ¹										
1729-6						q a ¹										
3679-6						m a ¹										
1054-6						m eu ¹										
7448-6						m u m ¹										
582-6						ˀm i ¹										
4743-6						m o n ¹										
5419-6						l j ə n ¹										
5601-6						ˀb i n ¹										
2705-6						m o m ¹										
6381-6						ˀȵ o ŋ ¹										
1017-6						ˀb a ¹										
645-6						l u k ¹										
273-6						m ə t ¹										
4338-6						ⁿd j a k ¹										
2533-6						k i ¹										
1089-6						kʰ u p ¹										
843-6						n a n ¹										
2787-6						m̥ Ø a t ¹										
4462-6						ˀn u n ¹										
10918-6						h a n ¹										
6582-6						h ui ¹										
2070-6						k a ¹										
3075-6						ˀȵ aː k ¹										
10848-6						v a ¹										
2480-6						ts ə n ¹										
2214-6						k ai ¹										
7225-6						h ə t ¹										
3515-6						p j a m ¹										
2588-6						ts ə n ¹										
2908-6						p j aː k ¹										
2393-6						ˀn a ¹										
1156-6						ŋ ai ¹										
2374-6						ⁿd a ¹										
2146-6						qʰ a ¹										
5133-6						ˀn a ŋ ¹										
4981-6						m u k ¹										
10239-6						m a ¹										
599-6						n j uː t ¹										
5048-6						q o ¹										
6331-6						h a ¹										
290-6						ȶʰ i n ¹										
311-6						h aː k ¹										
3430-6						m j a ¹										
5369-6						m j a ¹										
2749-6						ȶ o n ¹										
2621-6						l j a p ¹										
1181-6						t a k ¹										
949-6						t j u ¹										
2839-6						t i n ¹										
861-6						l aː k ¹										
6773-6						l aː k ¹										
5739-6						l aː k ¹										
5740-6						kʰ ə t ¹										
3550-6						ɕ u m ¹										
4445-6						p uː t ¹										
680-6						l o ŋ ¹										
817-6						Ø ə n ¹										
782-6						pʰ j aː t ¹										
10396-6						ˀn j u ¹										
4606-6						n aː n ¹										
5207-6						m a n ¹										
7280-6						ts a ¹										
6983-6						ʔ j uː t ¹										
5168-6						p u ŋ ¹										
1264-6						ts u ¹										
915-6						t ui ¹										
1767-6						ts u ŋ ¹										
10901-6						k w e ŋ ¹										
10867-6						ˀd o ŋ ¹										
417-6						k w aː n ¹										
2285-6						pʰ j e ¹										
11002-6						ʔ i t ¹										
6348-6						m ai ¹										
6349-6						ʁ aː n ¹										
10602-6						ˀb ə n ¹										
5654-6						m j e n ¹										
880-6						l e ¹										
983-6						ȵ aː n ¹										
2033-6						t o ¹										
1433-6						ʔ j a ¹										
1467-6						ˀd u k ¹										
469-6						t j u m ¹										
3127-6						m j a ¹										
4623-6						h a ¹										
7099-6						l j ə k ¹										
4726-6						ɕ e n ¹										
10465-6						ˀb aː n ¹										
5519-6						h ə n ¹										
5893-6						kʰ u n ¹										
2857-6						t i n ¹										
3645-6						ɣ aː n ¹										
3032-6						f j aː n ¹										
2088-6						v j e n ¹										
2463-6						p u ¹										
4794-6						n i ¹										
4569-6						l u ŋ ¹										
4586-6						ts u ¹										
4552-6						p a ¹										
3228-6						q o ŋ ¹										
3245-6						j a ¹										
6651-6						l aː k ¹										
6652-6						ⁿb aː n ¹										
1817-6						l aː k ¹										
1818-6						ˀb j aː k ¹										
11052-6						n u ¹										
1230-6						l aː k ¹										
3380-6						h e k ¹										
8174-6						ɣ u m ¹										
8599-6						p j a m ¹										
7782-6						ⁿd j ai ¹										
8294-6						l i k ¹										
8514-6						h aːi ¹										
9669-6						l j a k ¹										
8531-6						p aːi ¹										
7954-6						ʔ u k ¹										
9968-6						s aː m ¹										
8040-6						t a ¹										
9304-6						ts i ¹										
8345-6						t o k ¹										
8765-6						ȶ o k ¹										
8849-6						s e ŋ ¹										
9286-6						k w aː ŋ ¹										
9581-6						n u n ¹										
9267-6						l w a ¹										
8497-6						ts ə n ¹										
7602-6						ʔ aː p ¹										
8431-6						v j ə n ¹										
10036-6						s u k ¹										
10019-6						l a k ¹										
9216-6						n e ¹										
8074-6						q a t ¹										
9511-6						p a n ¹										
8243-6						ʔ j a m ¹										
9250-6						t j e m ¹										
7568-6						s aːi ¹										
8832-6						k u ¹										
8057-6						ˀȵ e ¹										
7716-6						h u p ¹										
9899-6						ts i ¹										
7585-6						kʰ au ¹										
8582-6						ⁿb j a ¹										
9097-6						l a m ¹										
10125-6						v a ¹										
9460-6						l aːi ¹										
9649-6						pʰ uː t ¹										
9870-6						ŋ a p ¹										
8680-6						n a m ¹										
7699-6						ȶ i t ¹										
9001-6						n w a t ¹										
9494-6						t i p ¹										
7666-6						ɕ ə n ¹										
9598-6						t a k ¹										
8023-6						q u m ¹										
6882-7							Ø ə t ¹									
6485-7							ˀb ə n ¹									
4690-7							m o n ¹									
5671-7							f ə n ¹									
4272-7							l aː p ¹									
10935-7							Ø e ¹									
4760-7							n j aː n ¹									
1881-7							v a n ¹									
4777-7							ɕ ə t ¹									
10969-7							v a n ¹									
10970-7							ˀȵ u ¹									
10206-7							v a n ¹									
6565-7							k w a n ¹									
1281-7							ʔ j e n ¹									
10569-7							n a m ¹									
6899-7							pʰ j u ŋ ¹									
7081-7							k ui ¹									
4090-7							ⁿd a m ¹									
2197-7							h u m ¹									
3352-7							t i ¹									
3892-7							ɕ ə t ¹									
1071-7							q aː m ¹									
10313-7							m ai ¹									
2671-7							ⁿd j ə t ¹									
5502-7							f aː k ¹									
7382-7							ⁿd u n ¹									
932-7							ts i ŋ ¹									
533-7							m ai ¹									
4159-7							v a ¹									
2804-7							n u k ¹									
5451-7							ɣ ai ¹									
5773-7							ʔ au ¹									
6933-7							ʔ au ¹									
4657-7							ʔ au ¹									
4658-7							Ø j aː ŋ ¹									
6966-7							ɕ i ¹									
5351-7							ˀɣ a ¹									
4073-7							ⁿd aːi ¹									
2163-7							m j aː ŋ ¹									
1121-7							f a ¹									
5790-7							v aː ŋ ¹									
10413-7							ˀm a ¹									
6731-7							ˀm a ¹									
1645-7							ˀm a ¹									
4914-7							ˀm a ¹									
6175-7							ŋ a ¹									
3092-7							s i ŋ ¹									
1247-7							l j aː n ¹									
5620-7							ɕ j u ¹									
4897-7							ʁ a ¹									
4811-7							pʰ aː ŋ ¹									
1213-7							q aːi ¹									
11019-7							ʁ aː ŋ ¹									
11020-7							q aːi ¹									
2129-7							ʔ e p ¹									
3211-7							ŋ aː n ¹									
714-7							n o k ¹									
1729-7							q a ¹									
3679-7							m a ¹									
1054-7							m Ø ¹									
7448-7							m u m ¹									
582-7							ˀm i ¹									
4743-7							m o n ¹									
5419-7							l j ə n ¹									
5601-7							ˀb i n ¹									
2705-7							m o m ¹									
6381-7							ˀȵ o ŋ ¹									
1017-7							ˀb a ¹									
645-7							l u k ¹									
273-7							m ə t ¹									
4338-7							ⁿd j a k ¹									
2533-7							k i ¹									
1089-7							kʰ u p ¹									
843-7							n a n ¹									
2787-7							m̥ a t ¹									
4462-7							ˀn u n ¹									
10918-7							h a n ¹									
6582-7							h ui ¹									
2070-7							k a ¹									
3075-7							ˀȵ aː k ¹									
10848-7							v a ¹									
2480-7							ts ə n ¹									
2214-7							k ai ¹									
7225-7							h ə t ¹									
3515-7							p j a m ¹									
2588-7							ts ə n ¹									
2908-7							p j aː k ¹									
2393-7							ˀn a ¹									
1156-7							ŋ ai ¹									
2374-7							ⁿd a ¹									
2146-7							qʰ a ¹									
5133-7							ˀn a ŋ ¹									
4981-7							m u k ¹									
10239-7							m a ¹									
599-7							n j uː t ¹									
5048-7							q o ¹									
6331-7							h a ¹									
290-7							Ø i n ¹									
311-7							h aː k ¹									
3430-7							m j a ¹									
5369-7							m j a ¹									
2749-7							ȶ o n ¹									
2621-7							l j a p ¹									
1181-7							t a k ¹									
949-7							t j u ¹									
2839-7							t i n ¹									
861-7							l aː k ¹									
6773-7							l aː k ¹									
5739-7							l aː k ¹									
5740-7							kʰ ə t ¹									
3550-7							ɕ u m ¹									
4445-7							p uː t ¹									
680-7							l o ŋ ¹									
817-7							ⁿd ə n ¹									
782-7							pʰ j aː t ¹									
10396-7							ˀn j u ¹									
4606-7							n aː n ¹									
5207-7							m a n ¹									
7280-7							ts a ¹									
6983-7							ʔ j uː t ¹									
5168-7							p u ŋ ¹									
1264-7							ts u ¹									
915-7							t ui ¹									
1767-7							ts u ŋ ¹									
10901-7							k w e ŋ ¹									
10867-7							ˀd o ŋ ¹									
417-7							k w aː n ¹									
2285-7							pʰ Ø e ¹									
11002-7							ʔ i t ¹									
6348-7							m ai ¹									
6349-7							ʁ aː n ¹									
10602-7							ˀb ə n ¹									
5654-7							m j e n ¹									
880-7							l e ¹									
983-7							ȵ aː n ¹									
2033-7							t o ¹									
1433-7							ʔ j a ¹									
1467-7							ˀd u k ¹									
469-7							t j u m ¹									
3127-7							m j a ¹									
4623-7							h a ¹									
7099-7							l j ə k ¹									
4726-7							ɕ e n ¹									
10465-7							ˀb aː n ¹									
5519-7							h ə n ¹									
5893-7							kʰ Ø u n ¹									
2857-7							t i n ¹									
3645-7							ɣ aː n ¹									
3032-7							f j aː n ¹									
2088-7							v j e n ¹									
2463-7							p u ¹									
4794-7							n i ¹									
4569-7							l u ŋ ¹									
4586-7							ts u ¹									
4552-7							p a ¹									
3228-7							q o ŋ ¹									
3245-7							j a ¹									
6651-7							l aː k ¹									
6652-7							Ø aː n ¹									
1817-7							l aː k ¹									
1818-7							ˀb j aː k ¹									
11052-7							n u ¹									
1230-7							l aː k ¹									
3380-7							h e k ¹									
8174-7							ɣ u m ¹									
8599-7							p j a m ¹									
7782-7							ⁿd j ai ¹									
8294-7							l i k ¹									
8514-7							h aːi ¹									
9669-7							l j a k ¹									
8531-7							p aːi ¹									
7954-7							ʔ u k ¹									
9968-7							s aː m ¹									
8040-7							t a ¹									
9304-7							ts i ¹									
8345-7							t o k ¹									
8765-7							ȶ o k ¹									
8849-7							s e ŋ ¹									
9286-7							k w aː ŋ ¹									
9581-7							n u n ¹									
9267-7							l a ¹									
8497-7							ts ə n ¹									
7602-7							ʔ aː p ¹									
8431-7							v j ə n ¹									
10036-7							s u k ¹									
10019-7							l a k ¹									
9216-7							n e ¹									
8074-7							q a t ¹									
9511-7							p a n ¹									
8243-7							ʔ j a m ¹									
9250-7							t j e m ¹									
7568-7							s aːi ¹									
8832-7							k u ¹									
8057-7							ˀȵ e ¹									
7716-7							h u p ¹									
9899-7							ts i ¹									
7585-7							kʰ au ¹									
8582-7							m j a ¹									
9097-7							l a m ¹									
10125-7							v a ¹									
9460-7							l aːi ¹									
9649-7							pʰ uː t ¹									
9870-7							ŋ a p ¹									
8680-7							ŋ a m ¹									
7699-7							ȶ i t ¹									
9001-7							ŋ w a t ¹									
9494-7							t i p ¹									
7666-7							ɕ ə n ¹									
9598-7							t j a k ¹									
8023-7							q u m ¹									
6882-8								z ə t ¹								
6485-8								ˀb ə n ¹								
4690-8								m o n ¹								
5671-8								f ə n ¹								
4272-8								l aː p ¹								
10935-8								ⁿb e ¹								
4760-8								n j aː n ¹								
1881-8								v a n ¹								
4777-8								ɕ ə t ¹								
10969-8								v a n ¹								
10970-8								ˀȵ u ¹								
10206-8								v a n ¹								
6565-8								k w a n ¹								
1281-8								ʔ j e n ¹								
10569-8								n a m ¹								
6899-8								pʰ j u ŋ ¹								
7081-8								k ui ¹								
4090-8								ⁿd a m ¹								
2197-8								h u m ¹								
3352-8								t i ¹								
3892-8								Ø ə t ¹								
1071-8								q aː m ¹								
10313-8								m ai ¹								
2671-8								ⁿd j ə t ¹								
5502-8								f aː k ¹								
7382-8								ⁿd u n ¹								
932-8								ts i ŋ ¹								
533-8								m ai ¹								
4159-8								v a ¹								
2804-8								n u k ¹								
5451-8								ɣ ai ¹								
5773-8								ʔ au ¹								
6933-8								ʔ au ¹								
4657-8								ʔ au ¹								
4658-8								f j aː ŋ ¹								
6966-8								ɕ i ¹								
5351-8								ˀɣ a ¹								
4073-8								ⁿd aːi ¹								
2163-8								ⁿb j aː ŋ ¹								
1121-8								f a ¹								
5790-8								v aː ŋ ¹								
10413-8								ˀm a ¹								
6731-8								ˀm a ¹								
1645-8								ˀm a ¹								
4914-8								ˀm a ¹								
6175-8								ŋ a ¹								
3092-8								s i ŋ ¹								
1247-8								l j aː n ¹								
5620-8								Ø j eu ¹								
4897-8								ʁ a ¹								
4811-8								pʰ aː ŋ ¹								
1213-8								q aːi ¹								
11019-8								ʁ aː ŋ ¹								
11020-8								q aːi ¹								
2129-8								ʔ e p ¹								
3211-8								ŋ aː n ¹								
714-8								n o k ¹								
1729-8								q a ¹								
3679-8								m a ¹								
1054-8								m eu ¹								
7448-8								m u m ¹								
582-8								ˀm i ¹								
4743-8								m o n ¹								
5419-8								l j ə n ¹								
5601-8								ˀb i n ¹								
2705-8								m o m ¹								
6381-8								ˀȵ o ŋ ¹								
1017-8								ˀb a ¹								
645-8								l u k ¹								
273-8								m ə t ¹								
4338-8								ⁿd j a k ¹								
2533-8								k i ¹								
1089-8								kʰ u p ¹								
843-8								n a n ¹								
2787-8								m̥ a t ¹								
4462-8								ˀn u n ¹								
10918-8								h a n ¹								
6582-8								h ui ¹								
2070-8								k a ¹								
3075-8								ˀȵ aː k ¹								
10848-8								v a ¹								
2480-8								ts ə n ¹								
2214-8								k ai ¹								
7225-8								h ə t ¹								
3515-8								p j a m ¹								
2588-8								ts ə n ¹								
2908-8								p j aː k ¹								
2393-8								ˀn a ¹								
1156-8								ŋ ai ¹								
2374-8								ⁿd a ¹								
2146-8								kʰ a ¹								
5133-8								ˀn a ŋ ¹								
4981-8								m u k ¹								
10239-8								m a ¹								
599-8								n j uː t ¹								
5048-8								q o ¹								
6331-8								h a ¹								
290-8								Ø i n ¹								
311-8								h aː k ¹								
3430-8								m j a ¹								
5369-8								m j a ¹								
2749-8								ȶ o n ¹								
2621-8								l j a p ¹								
1181-8								t a k ¹								
949-8								t j u ¹								
2839-8								t i n ¹								
861-8								l aː k ¹								
6773-8								l aː k ¹								
5739-8								l aː k ¹								
5740-8								kʰ ə t ¹								
3550-8								ɕ u m ¹								
4445-8								p uː t ¹								
680-8								l o ŋ ¹								
817-8								d ə n ¹								
782-8								pʰ j aː t ¹								
10396-8								ˀn j u ¹								
4606-8								n aː n ¹								
5207-8								m a n ¹								
7280-8								ts j a ¹								
6983-8								ʔ j uː t ¹								
5168-8								p u ŋ ¹								
1264-8								ts u ¹								
915-8								t ui ¹								
1767-8								ts u ŋ ¹								
10901-8								k w e ŋ ¹								
10867-8								ˀd o ŋ ¹								
417-8								k w aː n ¹								
2285-8								pʰ j e ¹								
11002-8								ʔ i t ¹								
6348-8								m ai ¹								
6349-8								ʁ aː n ¹								
10602-8								ˀb ə n ¹								
5654-8								m j e n ¹								
880-8								l e ¹								
983-8								ȵ aː n ¹								
2033-8								t o ¹								
1433-8								ʔ j a ¹								
1467-8								ˀd u k ¹								
469-8								t j u m ¹								
3127-8								m j a ¹								
4623-8								h a ¹								
7099-8								l j ə k ¹								
4726-8								ɕ e n ¹								
10465-8								ˀb aː n ¹								
5519-8								h ə n ¹								
5893-8								kʰ e n ¹								
2857-8								t i n ¹								
3645-8								ɣ aː n ¹								
3032-8								f j aː n ¹								
2088-8								v j a n ¹								
2463-8								p u ¹								
4794-8								n i ¹								
4569-8								l u ŋ ¹								
4586-8								ts u ¹								
4552-8								p a ¹								
3228-8								q o ŋ ¹								
3245-8								j a ¹								
6651-8								l aː k ¹								
6652-8								ⁿb aː n ¹								
1817-8								l aː k ¹								
1818-8								ˀb j aː k ¹								
11052-8								n u ¹								
1230-8								l aː k ¹								
3380-8								h e k ¹								
8174-8								ɣ u m ¹								
8599-8								p j a m ¹								
7782-8								ⁿd j ai ¹								
8294-8								l i k ¹								
8514-8								h aːi ¹								
9669-8								l j a k ¹								
8531-8								p aːi ¹								
7954-8								ʔ u k ¹								
9968-8								s aː m ¹								
8040-8								t a ¹								
9304-8								ts i ¹								
8345-8								t o k ¹								
8765-8								ȶ o k ¹								
8849-8								s e ŋ ¹								
9286-8								k w aː ŋ ¹								
9581-8								n u n ¹								
9267-8								l w a ¹								
8497-8								ts ə n ¹								
7602-8								ʔ aː p ¹								
8431-8								v j ə n ¹								
10036-8								s u k ¹								
10019-8								l a k ¹								
9216-8								n e ¹								
8074-8								q a t ¹								
9511-8								p a n ¹								
8243-8								ʔ j a m ¹								
9250-8								t j ɪ m ¹								
7568-8								s aːi ¹								
8832-8								k u ¹								
8057-8								ˀȵ e ¹								
7716-8								h u p ¹								
9899-8								ts i ¹								
7585-8								kʰ au ¹								
8582-8								ⁿb j a ¹								
9097-8								l a m ¹								
10125-8								v a ¹								
9460-8								l aːi ¹								
9649-8								pʰ uː t ¹								
9870-8								ŋ a p ¹								
8680-8								ŋ a m ¹								
7699-8								ȶ i t ¹								
9001-8								ŋ w a t ¹								
9494-8								t i p ¹								
7666-8								ɕ ə n ¹								
9598-8								t a k ¹								
8023-8								q u m ¹								
6882-9									z ə t ¹							
6485-9									ˀb ə n ¹							
4690-9									m o n ¹							
5671-9									f ə n ¹							
4272-9									l aː p ¹							
10935-9									ⁿb e ¹							
4760-9									n j aː n ¹							
1881-9									v a n ¹							
4777-9									ɕ ə t ¹							
10969-9									v a n ¹							
10970-9									ˀȵ u ¹							
10206-9									v a n ¹							
6565-9									k w a n ¹							
1281-9									ʔ j e n ¹							
10569-9									n a m ¹							
6899-9									pʰ j u ŋ ¹							
7081-9									k ui ¹							
4090-9									ⁿd a m ¹							
2197-9									h u m ¹							
3352-9									t i ¹							
3892-9									Ø ə t ¹							
1071-9									q aː m ¹							
10313-9									m ai ¹							
2671-9									ⁿd j ə t ¹							
5502-9									f aː k ¹							
7382-9									ⁿd u n ¹							
932-9									ts i ŋ ¹							
533-9									m ai ¹							
4159-9									v a ¹							
2804-9									n u k ¹							
5451-9									ɣ ai ¹							
5773-9									ʔ au ¹							
6933-9									ʔ au ¹							
4657-9									ʔ au ¹							
4658-9									f j aː ŋ ¹							
6966-9									ɕ i ¹							
5351-9									ˀɣ a ¹							
4073-9									ⁿd aːi ¹							
2163-9									ⁿb j aː ŋ ¹							
1121-9									f a ¹							
5790-9									v aː ŋ ¹							
10413-9									ˀm a ¹							
6731-9									ˀm a ¹							
1645-9									ˀm a ¹							
4914-9									ˀm a ¹							
6175-9									Ø a ¹							
3092-9									s i ŋ ¹							
1247-9									l j aː n ¹							
5620-9									Ø j eu ¹							
4897-9									ʁ a ¹							
4811-9									pʰ aː ŋ ¹							
1213-9									q aːi ¹							
11019-9									ʁ aː ŋ ¹							
11020-9									q aːi ¹							
2129-9									ʔ e p ¹							
3211-9									ŋ aː n ¹							
714-9									n o k ¹							
1729-9									q a ¹							
3679-9									m a ¹							
1054-9									m aːu ¹							
7448-9									m u m ¹							
582-9									ˀm i ¹							
4743-9									m o n ¹							
5419-9									l j ə n ¹							
5601-9									ˀb i n ¹							
2705-9									m o m ¹							
6381-9									ˀȵ o ŋ ¹							
1017-9									ˀb a ¹							
645-9									l u k ¹							
273-9									m ə t ¹							
4338-9									ⁿd j a k ¹							
2533-9									k i ¹							
1089-9									kʰ u p ¹							
843-9									n a n ¹							
2787-9									m̥ a t ¹							
4462-9									ˀn u n ¹							
10918-9									h a n ¹							
6582-9									h ui ¹							
2070-9									k a ¹							
3075-9									ˀȵ aː k ¹							
10848-9									v a ¹							
2480-9									ts ə n ¹							
2214-9									k ai ¹							
7225-9									h ə t ¹							
3515-9									p j a m ¹							
2588-9									ts ə n ¹							
2908-9									p j aː k ¹							
2393-9									ˀn a ¹							
1156-9									ŋ ai ¹							
2374-9									ⁿd a ¹							
2146-9									kʰ a ¹							
5133-9									ˀn a ŋ ¹							
4981-9									m u k ¹							
10239-9									m a ¹							
599-9									n j uː t ¹							
5048-9									q o ¹							
6331-9									h a ¹							
290-9									Ø i n ¹							
311-9									h aː k ¹							
3430-9									m j a ¹							
5369-9									m j a ¹							
2749-9									ȶ o n ¹							
2621-9									l j a p ¹							
1181-9									t a k ¹							
949-9									t j u ¹							
2839-9									t i n ¹							
861-9									l aː k ¹							
6773-9									l aː k ¹							
5739-9									l aː k ¹							
5740-9									kʰ ə t ¹							
3550-9									ɕ u m ¹							
4445-9									p uː t ¹							
680-9									l o ŋ ¹							
817-9									d ə n ¹							
782-9									pʰ j aː t ¹							
10396-9									ˀn j u ¹							
4606-9									n aː n ¹							
5207-9									m a n ¹							
7280-9									ts j a ¹							
6983-9									ʔ j uː t ¹							
5168-9									p u ŋ ¹							
1264-9									ts u ¹							
915-9									t ui ¹							
1767-9									ts u ŋ ¹							
10901-9									k w e ŋ ¹							
10867-9									ˀd o ŋ ¹							
417-9									k w aː n ¹							
2285-9									pʰ j e ¹							
11002-9									ʔ i t ¹							
6348-9									m ai ¹							
6349-9									ʁ aː n ¹							
10602-9									ˀb ə n ¹							
5654-9									m j e n ¹							
880-9									l e ¹							
983-9									ȵ aː n ¹							
2033-9									t o ¹							
1433-9									ʔ j a ¹							
1467-9									ˀd u k ¹							
469-9									t j u m ¹							
3127-9									m j a ¹							
4623-9									h a ¹							
7099-9									l j ə k ¹							
4726-9									ɕ e n ¹							
10465-9									ˀb aː n ¹							
5519-9									h ə n ¹							
5893-9									kʰ u n ¹							
2857-9									t i n ¹							
3645-9									ɣ aː n ¹							
3032-9									f j aː n ¹							
2088-9									v j a n ¹							
2463-9									p u ¹							
4794-9									n i ¹							
4569-9									l u ŋ ¹							
4586-9									ts u ¹							
4552-9									p a ¹							
3228-9									q o ŋ ¹							
3245-9									j a ¹							
6651-9									l aː k ¹							
6652-9									ⁿb aː n ¹							
1817-9									l aː k ¹							
1818-9									ˀb j aː k ¹							
11052-9									n u ¹							
1230-9									l aː k ¹							
3380-9									h e k ¹							
8174-9									ɣ u m ¹							
8599-9									p j a m ¹							
7782-9									ⁿd j ai ¹							
8294-9									l i k ¹							
8514-9									h aːi ¹							
9669-9									l j a k ¹							
8531-9									p aːi ¹							
7954-9									ʔ u k ¹							
9968-9									s aː m ¹							
8040-9									t a ¹							
9304-9									ts i ¹							
8345-9									t o k ¹							
8765-9									ȶ o k ¹							
8849-9									s j e ŋ ¹							
9286-9									k w aː ŋ ¹							
9581-9									n u n ¹							
9267-9									l a ¹							
8497-9									ts ə n ¹							
7602-9									ʔ aː p ¹							
8431-9									v j ə n ¹							
10036-9									s u k ¹							
10019-9									l a k ¹							
9216-9									n e ¹							
8074-9									q a t ¹							
9511-9									p a n ¹							
8243-9									ʔ j a m ¹							
9250-9									t j e m ¹							
7568-9									s aːi ¹							
8832-9									k u ¹							
8057-9									ˀȵ e ¹							
7716-9									h u p ¹							
9899-9									ts i ¹							
7585-9									kʰ au ¹							
