COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
2749-9									ȶ o n ¹							
2621-9									l j a p ¹							
1181-9									t a k ¹							
949-9									t j u ¹							
6882-10										z ə t ¹						
6485-10										ˀb ə n ¹						
4690-10										m o n ¹						
5671-10										f ə n ¹						
4272-10										l aː p ¹						
10935-10										ⁿb e ¹						
4760-10										n j e n ¹						
1881-10										v a n ¹						
4777-10										ɕ ə t ¹						
10969-10										v a n ¹						
10970-10										ˀȵ u ¹						
10206-10										v a n ¹						
6565-10										k w a n ¹						
1281-10										ʔ j e n ¹						
10569-10										n a m ¹						
6899-10										pʰ j u ŋ ¹						
7081-10										k ui ¹						
4090-10										ⁿd a m ¹						
2197-10										h u m ¹						
3352-10										t i ¹						
3892-10										ɕ ə t ¹						
1071-10										q aː m ¹						
10313-10										m ai ¹						
2671-10										ⁿd j ə t ¹						
5502-10										f aː k ¹						
7382-10										ⁿd u n ¹						
932-10										ts i ŋ ¹						
533-10										m ai ¹						
4159-10										v a ¹						
2804-10										n u k ¹						
5451-10										ɣ ai ¹						
5773-10										ʔ au ¹						
6933-10										ʔ au ¹						
4657-10										ʔ au ¹						
4658-10										f j aː ŋ ¹						
6966-10										ɕ i ¹						
5351-10										ˀɣ a ¹						
4073-10										ⁿd aːi ¹						
2163-10										ⁿb j aː ŋ ¹						
1121-10										f a ¹						
5790-10										v aː ŋ ¹						
10413-10										ˀm a ¹						
6731-10										ˀm a ¹						
1645-10										ˀm a ¹						
4914-10										ˀm a ¹						
6175-10										ˀŋ a ¹						
3092-10										s i ŋ ¹						
1247-10										l j aː n ¹						
5620-10										h j u ¹						
4897-10										ʁ a ¹						
4811-10										pʰ aː ŋ ¹						
1213-10										q aːi ¹						
11019-10										ʁ aː ŋ ¹						
11020-10										q aːi ¹						
2129-10										ʔ e p ¹						
3211-10										ŋ aː n ¹						
714-10										n o k ¹						
1729-10										q a ¹						
3679-10										m a ¹						
1054-10										m eu ¹						
7448-10										m u m ¹						
582-10										ˀm i ¹						
4743-10										m o n ¹						
5419-10										l ɪ n ¹						
5601-10										ˀb i n ¹						
2705-10										m o m ¹						
6381-10										ˀȵ o ŋ ¹						
1017-10										ˀb a ¹						
645-10										l u k ¹						
273-10										m ə t ¹						
4338-10										ⁿd j a k ¹						
2533-10										k i ¹						
1089-10										kʰ u p ¹						
843-10										n a n ¹						
2787-10										m̥ a t ¹						
4462-10										ˀn u n ¹						
10918-10										h a n ¹						
6582-10										h ui ¹						
2070-10										k a ¹						
3075-10										ˀȵ aː k ¹						
10848-10										v a ¹						
2480-10										ts ə n ¹						
2214-10										k ai ¹						
7225-10										h ə t ¹						
3515-10										p j a m ¹						
2588-10										ts ə n ¹						
2908-10										p j aː k ¹						
2393-10										ˀn a ¹						
1156-10										ŋ ai ¹						
2374-10										ⁿd a ¹						
2146-10										qʰ a ¹						
5133-10										ˀn a ŋ ¹						
4981-10										m u k ¹						
10239-10										m a ¹						
599-10										n j u t ¹						
5048-10										q o ¹						
6331-10										h a ¹						
290-10										ȶʰ i n ¹						
311-10										h aː k ¹						
3430-10										m j a ¹						
5369-10										m j a ¹						
2749-10										ȶ o n ¹						
2621-10										l j a p ¹						
1181-10										t a k ¹						
949-10										t j u ¹						
6882-11											z ə t ¹					
6485-11											ˀb ə n ¹					
4690-11											m o n ¹					
5671-11											v ə n ¹					
4272-11											ˀd aː p ¹					
10935-11											ⁿb e ¹					
4760-11											n j aː n ¹					
1881-11											v a n ¹					
4777-11											ɕ ə t ¹					
10969-11											v a n ¹					
10970-11											ˀȵ u ¹					
10206-11											v a n ¹					
6565-11											k w a n ¹					
1281-11											ʔ j e n ¹					
10569-11											n a m ¹					
6899-11											pʰ o ŋ ¹					
7081-11											k ui ¹					
4090-11											ⁿd a m ¹					
2197-11											qʰ u m ¹					
3352-11											t i ¹					
3892-11											ȶʰ ə t ¹					
1071-11											q aː m ¹					
10313-11											m ai ¹					
2671-11											t j ə t ¹					
5502-11											f aː k ¹					
7382-11											ⁿd u n ¹					
932-11											ts i ŋ ¹					
533-11											m ai ¹					
4159-11											v a ¹					
2804-11											n u k ¹					
5451-11											ɣ ai ¹					
5773-11											ʔ au ¹					
6933-11											ʔ au ¹					
4657-11											ʔ au ¹					
4658-11											p j aː ŋ ¹					
6966-11											ɕ i ¹					
5351-11											ˀɣ a ¹					
4073-11											t aːi ¹					
2163-11											ⁿb j aː ŋ ¹					
1121-11											f a ¹					
5790-11											v aː ŋ ¹					
10413-11											ˀm a ¹					
6731-11											ˀm a ¹					
1645-11											ˀm a ¹					
4914-11											ˀm a ¹					
6175-11											ˀŋ a ¹					
3092-11											s i ŋ ¹					
1247-11											l j aː n ¹					
5620-11											ɕ eu ¹					
4897-11											ʁ a ¹					
4811-11											pʰ aː ŋ ¹					
1213-11											q aːi ¹					
11019-11											ʁ aː ŋ ¹					
11020-11											q aːi ¹					
2129-11											ʔ e p ¹					
3211-11											ŋ aː n ¹					
714-11											n o k ¹					
1729-11											q a ¹					
3679-11											m a ¹					
1054-11											m eu ¹					
7448-11											m u m ¹					
582-11											ˀm j e ¹					
4743-11											m o n ¹					
5419-11											l j ə n ¹					
5601-11											ˀb i n ¹					
2705-11											m u m ¹					
6381-11											ˀȵ o ŋ ¹					
1017-11											ˀb a ¹					
645-11											l u k ¹					
273-11											m ə t ¹					
4338-11											t j a k ¹					
2533-11											k i ¹					
1089-11											kʰ u p ¹					
843-11											n a n ¹					
2787-11											m̥ a t ¹					
4462-11											ˀn u n ¹					
10918-11											h a n ¹					
6582-11											h ui ¹					
2070-11											k a ¹					
3075-11											ˀȵ aː k ¹					
10848-11											v a ¹					
2480-11											ts ə n ¹					
2214-11											k ai ¹					
7225-11											x ə t ¹					
3515-11											p j a m ¹					
2588-11											ts ə n ¹					
2908-11											p j aː k ¹					
2393-11											ˀn a ¹					
1156-11											ŋ ai ¹					
2374-11											ⁿd a ¹					
2146-11											qʰ a ¹					
5133-11											ˀn a ŋ ¹					
4981-11											m u k ¹					
10239-11											m a ¹					
599-11											n j u t ¹					
5048-11											q o ¹					
6331-11											h a ¹					
290-11											ȶʰ i n ¹					
311-11											h aː k ¹					
3430-11											m j a ¹					
5369-11											m j a ¹					
2749-11											ȶ o n ¹					
2621-11											ˀd j a p ¹					
1181-11											t a k ¹					
949-11											t j u ¹					
6882-12												z ə t ¹				
6485-12												ˀb ə n ¹				
4690-12												m u n ¹				
5671-12												v ə n ¹				
4272-12												ˀd aː p ¹				
10935-12												ⁿb e ¹				
4760-12												n j aː n ¹				
1881-12												v a n ¹				
4777-12												ɕ i t ¹				
10969-12												v a n ¹				
10970-12												ˀȵ u ¹				
10206-12												v a n ¹				
6565-12												k w a n ¹				
1281-12												ʔ j eː n ¹				
10569-12												n a m ¹				
6899-12												pʰ o ŋ ¹				
7081-12												k ui ¹				
4090-12												ⁿd a m ¹				
2197-12												kʰ ə m ¹				
3352-12												t i ¹				
3892-12												kʰ ə t ¹				
1071-12												q aː m ¹				
10313-12												m ai ¹				
2671-12												ⁿd j i t ¹				
5502-12												f aː k ¹				
7382-12												ⁿd u n ¹				
932-12												ts i ŋ ¹				
533-12												m ai ¹				
4159-12												v a ¹				
2804-12												n u k ¹				
5451-12												ɣ ai ¹				
5773-12												ʔ au ¹				
6933-12												ʔ au ¹				
4657-12												ʔ au ¹				
4658-12												p j aː ŋ ¹				
6966-12												ɕ i ¹				
5351-12												ˀɣ a ¹				
4073-12												ⁿd aːi ¹				
2163-12												ⁿb j aː ŋ ¹				
1121-12												p j a ¹				
5790-12												v aː ŋ ¹				
10413-12												ˀm a ¹				
6731-12												ˀm a ¹				
1645-12												ˀm a ¹				
4914-12												ˀm a ¹				
6175-12												ˀŋ a ¹				
3092-12												s i ŋ ¹				
1247-12												l j aː n ¹				
5620-12												ɕ j u ¹				
4897-12												ʁ a ¹				
4811-12												pʰ aː ŋ ¹				
1213-12												q aːi ¹				
11019-12												ʁ aː ŋ ¹				
11020-12												q aːi ¹				
2129-12												ʔ e p ¹				
3211-12												ŋ aː n ¹				
714-12												n o k ¹				
1729-12												q a ¹				
3679-12												m a ¹				
1054-12												m eu ¹				
7448-12												m ə m ¹				
582-12												ˀm j e ¹				
4743-12												m u n ¹				
5419-12												l i n ¹				
5601-12												ˀb i n ¹				
2705-12												m ə m ¹				
6381-12												ˀȵ o ŋ ¹				
1017-12												ˀb a ¹				
645-12												l u k ¹				
273-12												m ə t ¹				
4338-12												ˀd j a k ¹				
2533-12												k i ¹				
1089-12												k ə p ¹				
843-12												n a n ¹				
2787-12												m̥ a t ¹				
4462-12												ˀn u n ¹				
10918-12												h a n ¹				
6582-12												h ui ¹				
2070-12												k a ¹				
3075-12												ˀȵ aː k ¹				
10848-12												v a ¹				
2480-12												ts ə n ¹				
2214-12												k ai ¹				
7225-12												h ə t ¹				
3515-12												p j a m ¹				
2588-12												ts ə n ¹				
2908-12												p j aː k ¹				
2393-12												ˀn a ¹				
1156-12												ŋ ai ¹				
2374-12												ⁿd a ¹				
2146-12												qʰ a ¹				
5133-12												ˀn a ŋ ¹				
4981-12												m u k ¹				
10239-12												m a ¹				
599-12												n j u t ¹				
5048-12												q o ¹				
6331-12												h a ¹				
290-12												ȶʰ i n ¹				
311-12												h aː k ¹				
3430-12												m j a ¹				
5369-12												m j a ¹				
2749-12												ȶ u n ¹				
2621-12												ˀn j a p ¹				
1181-12												t a k ¹				
949-12												t j u ¹				
6882-13													z ə t ¹			
6485-13													m ə n ¹			
4690-13													m u n ¹			
5671-13													p j ə n ¹			
4272-13													ⁿd j a p ¹			
10935-13													ⁿb e ¹			
4760-13													n j aː n ¹			
1881-13													v a n ¹			
4777-13													h ə t ¹			
10969-13													v a n ¹			
10970-13													ȵ u ¹			
10206-13													v a n ¹			
6565-13													k w a n ¹			
1281-13													j e n ¹			
10569-13													n a m ¹			
6899-13													pʰ j u ŋ ¹			
7081-13													k ui ¹			
4090-13													ⁿd a m ¹			
2197-13													h u m ¹			
3352-13													t i ¹			
3892-13													ɕ ə t ¹			
1071-13													q aː m ¹			
10313-13													m ai ¹			
2671-13													ⁿd j ə t ¹			
5502-13													f aː k ¹			
7382-13													l u n ¹			
932-13													ȶ i ŋ ¹			
533-13													m ai ¹			
4159-13													v a ¹			
2804-13													n u k ¹			
5451-13													ɣ ai ¹			
5773-13													ʔ au ¹			
6933-13													ʔ au ¹			
4657-13													ʔ au ¹			
4658-13													p j aː ŋ ¹			
6966-13													h i ¹			
5351-13													ɣ a ¹			
4073-13													ⁿd aːi ¹			
2163-13													m j aː ŋ ¹			
1121-13													p a ¹			
5790-13													v aː ŋ ¹			
10413-13													m a ¹			
6731-13													m a ¹			
1645-13													m a ¹			
4914-13													m a ¹			
6175-13													ŋ a ¹			
3092-13													s i ŋ ¹			
1247-13													l j aː n ¹			
5620-13													ts j u ¹			
4897-13													q a ¹			
4811-13													pʰ aː ŋ ¹			
1213-13													q aːi ¹			
11019-13													q aː ŋ ¹			
11020-13													q aːi ¹			
2129-13													ʔ e p ¹			
3211-13													ŋ aː n ¹			
714-13													n o k ¹			
1729-13													q a ¹			
3679-13													m a ¹			
1054-13													m j eu ¹			
7448-13													m u m ¹			
582-13													m i ¹			
4743-13													m u n ¹			
5419-13													l j ə n ¹			
5601-13													m i n ¹			
2705-13													m u m ¹			
6381-13													ȵ o ¹			
1017-13													m a ¹			
645-13													l u k ¹			
273-13													m ə t ¹			
4338-13													ⁿd j a k ¹			
2533-13													k i ¹			
1089-13													kʰ a p ¹			
843-13													n a n ¹			
2787-13													pʰ w a t ¹			
4462-13													n u n ¹			
10918-13													h a n ¹			
6582-13													h ui ¹			
2070-13													k a ¹			
3075-13													ȵ aː k ¹			
10848-13													v a ¹			
2480-13													s ə n ¹			
2214-13													k ai ¹			
7225-13													l ə t ¹			
3515-13													p j a m ¹			
2588-13													s ə n ¹			
2908-13													p j aː k ¹			
2393-13													n a ¹			
1156-13													ŋ ai ¹			
2374-13													ⁿd a ¹			
2146-13													kʰ a ¹			
5133-13													n a ŋ ¹			
4981-13													m u k ¹			
10239-13													m a ¹			
599-13													n j u t ¹			
5048-13													q o ¹			
6331-13													h a ¹			
290-13													kʰ i n ¹			
311-13													h aː k ¹			
3430-13													m j a ¹			
5369-13													m j a ¹			
2749-13													ȶ u n ¹			
2621-13													ɕ a p ¹			
1181-13													t a k ¹			
949-13													t j u ¹			
6882-14														z ə t ¹		
6485-14														ˀm ə n ¹		
4690-14														m u n ¹		
5671-14														f ə n ¹		
4272-14														l aː p ¹		
10935-14														ⁿb əi ¹		
4760-14														n i n ¹		
1881-14														v a n ¹		
4777-14														ɕ ə t ¹		
10969-14														v a n ¹		
10970-14														ˀȵ u ¹		
10206-14														v a n ¹		
6565-14														k w a n ¹		
1281-14														ʔ j e n ¹		
10569-14														n a m ¹		
6899-14														pʰ j u ŋ ¹		
7081-14														k ui ¹		
4090-14														ⁿd a m ¹		
2197-14														h u m ¹		
3352-14														t i ¹		
3892-14														ɕ ə t ¹		
1071-14														q aː m ¹		
10313-14														m əi ¹		
2671-14														ⁿd j ə t ¹		
5502-14														f aː k ¹		
7382-14														ⁿd u n ¹		
932-14														ts i ŋ ¹		
533-14														m əi ¹		
4159-14														v a ¹		
2804-14														n u k ¹		
5451-14														ɣ əi ¹		
5773-14														ʔ au ¹		
6933-14														ʔ au ¹		
4657-14														ʔ au ¹		
4658-14														f j ə ŋ ¹		
6966-14														ɕ i ¹		
5351-14														ˀɣ a ¹		
4073-14														ⁿd aːi ¹		
2163-14														m j aː ŋ ¹		
1121-14														f o ¹		
5790-14														v aː ŋ ¹		
10413-14														ˀm a ¹		
6731-14														ˀm a ¹		
1645-14														ˀm a ¹		
4914-14														ˀm a ¹		
6175-14														ˀŋ a ¹		
3092-14														s i ŋ ¹		
1247-14														l j aː n ¹		
5620-14														ɕ j u ¹		
4897-14														ʁ a ¹		
4811-14														pʰ aː ŋ ¹		
1213-14														q aːi ¹		
11019-14														ʁ aː ŋ ¹		
11020-14														q aːi ¹		
2129-14														ʔ eː p ¹		
3211-14														ŋ aː n ¹		
714-14														n o k ¹		
1729-14														q a ¹		
3679-14														m a ¹		
1054-14														m eu ¹		
7448-14														m u m ¹		
582-14														ˀm i ¹		
4743-14														m u n ¹		
5419-14														l j ə n ¹		
5601-14														ˀm i n ¹		
2705-14														m o m ¹		
6381-14														ˀȵ o ŋ ¹		
1017-14														ˀm a ¹		
645-14														l u k ¹		
273-14														m ə t ¹		
4338-14														ⁿd j a k ¹		
2533-14														k i ¹		
1089-14														kʰ u p ¹		
843-14														n a n ¹		
2787-14														m̥ a t ¹		
4462-14														ˀn u n ¹		
10918-14														h a n ¹		
6582-14														h ui ¹		
2070-14														k a ¹		
3075-14														ˀȵ aː k ¹		
10848-14														v a ¹		
2480-14														ts ə n ¹		
2214-14														k əi ¹		
7225-14														x ə t ¹		
3515-14														p j a m ¹		
2588-14														ts ə n ¹		
2908-14														p j aː k ¹		
2393-14														ˀn a ¹		
1156-14														ŋ əi ¹		
2374-14														ⁿd a ¹		
2146-14														qʰ a ¹		
5133-14														ˀn a ŋ ¹		
4981-14														m u k ¹		
10239-14														m a ¹		
599-14														n u t ¹		
5048-14														q o ¹		
6331-14														h a ¹		
290-14														ȶʰ i n ¹		
311-14														h aː k ¹		
3430-14														m j e ¹		
5369-14														m j e ¹		
2749-14														ȶ u n ¹		
2621-14														l j a p ¹		
1181-14														t a k ¹		
949-14														t j u ¹		
6882-15															z ə t ¹	
6485-15															ˀb ə n ¹	
4690-15															m u n ¹	
5671-15															f ə n ¹	
4272-15															l aː p ¹	
10935-15															ⁿb e ¹	
4760-15															n j a n ¹	
1881-15															v a n ¹	
4777-15															ɕ a t ¹	
10969-15															v a n ¹	
10970-15															ˀȵ u ¹	
10206-15															v a n ¹	
6565-15															k w a n ¹	
1281-15															ʔ j a n ¹	
10569-15															n a m ¹	
6899-15															pʰ j u ŋ ¹	
7081-15															k ui ¹	
4090-15															ⁿd a m ¹	
2197-15															h u m ¹	
3352-15															t i ¹	
3892-15															ɕ a t ¹	
1071-15															q aː m ¹	
10313-15															m ai ¹	
2671-15															ⁿd j a t ¹	
5502-15															f aː k ¹	
7382-15															ⁿd u n ¹	
932-15															ts i ŋ ¹	
533-15															m ai ¹	
4159-15															v a ¹	
2804-15															n u k ¹	
5451-15															ɣ ai ¹	
5773-15															ʔ au ¹	
6933-15															ʔ au ¹	
4657-15															ʔ au ¹	
4658-15															f j a ŋ ¹	
6966-15															h i ¹	
5351-15															ˀɣ a ¹	
4073-15															ⁿd aːi ¹	
2163-15															m j aː ŋ ¹	
1121-15															f w a ¹	
5790-15															v aː ŋ ¹	
10413-15															ˀm a ¹	
6731-15															ˀm a ¹	
1645-15															ˀm a ¹	
4914-15															ˀm a ¹	
6175-15															ˀŋ a ¹	
3092-15															s i ŋ ¹	
1247-15															l j a n ¹	
5620-15															ɕ j au ¹	
4897-15															ʁ a ¹	
4811-15															pʰ aː ŋ ¹	
1213-15															q aːi ¹	
11019-15															ʁ aː ŋ ¹	
11020-15															q aːi ¹	
2129-15															ʔ e p ¹	
3211-15															ŋ aː n ¹	
714-15															n o k ¹	
1729-15															q a ¹	
3679-15															m a ¹	
1054-15															m j eu ¹	
7448-15															m u m ¹	
582-15															ˀm i ¹	
4743-15															m w a n ¹	
5419-15															l j a n ¹	
5601-15															ˀb i n ¹	
2705-15															m o m ¹	
6381-15															ˀȵ o ŋ ¹	
1017-15															ˀb a ¹	
645-15															l u k ¹	
273-15															m ə t ¹	
4338-15															ⁿd j a k ¹	
2533-15															k i ¹	
1089-15															kʰ u p ¹	
843-15															n a n ¹	
2787-15															m̥ a t ¹	
4462-15															ˀn u n ¹	
10918-15															h a n ¹	
6582-15															h ui ¹	
2070-15															k a ¹	
3075-15															ˀȵ aː k ¹	
10848-15															v a ¹	
2480-15															ts ə n ¹	
2214-15															k ai ¹	
7225-15															h ə t ¹	
3515-15															p j a m ¹	
2588-15															ts ə n ¹	
2908-15															p j aː k ¹	
2393-15															ˀn a ¹	
1156-15															ŋ ai ¹	
2374-15															ⁿd a ¹	
2146-15															qʰ a ¹	
5133-15															ˀn a ŋ ¹	
4981-15															m u k ¹	
10239-15															m a ¹	
599-15															n j uː t ¹	
5048-15															q o ¹	
6331-15															h a ¹	
290-15															ȶʰ i n ¹	
311-15															h aː k ¹	
3430-15															m j a ¹	
5369-15															m j a ¹	
2749-15															ȶ u n ¹	
2621-15															l j a p ¹	
1181-15															t a k ¹	
949-15															t j u ¹	
6882-16																z ə t ¹
6485-16																ˀb ə n ¹
4690-16																m o n ¹
5671-16																f ə n ¹
4272-16																l aː p ¹
10935-16																ⁿb e ¹
4760-16																n j e n ¹
1881-16																v a n ¹
4777-16																ɕ ə t ¹
10969-16																v a n ¹
10970-16																ˀȵ u ¹
10206-16																v a n ¹
6565-16																k w a n ¹
1281-16																ʔ j e n ¹
10569-16																n a m ¹
6899-16																pʰ j u ŋ ¹
7081-16																k ui ¹
4090-16																ⁿd a m ¹
2197-16																h u m ¹
3352-16																t i ¹
3892-16																ɕ ə t ¹
1071-16																q aː m ¹
10313-16																m ai ¹
2671-16																ⁿd j ə t ¹
5502-16																f aː k ¹
7382-16																d u n ¹
932-16																ts i ŋ ¹
533-16																m ai ¹
4159-16																v a ¹
2804-16																n u k ¹
5451-16																ɣ ai ¹
5773-16																ʔ au ¹
6933-16																ʔ au ¹
4657-16																ʔ au ¹
4658-16																f j aː ŋ ¹
6966-16																h i ¹
5351-16																ˀɣ a ¹
4073-16																ⁿd aːi ¹
2163-16																ⁿb j aː ŋ ¹
1121-16																f a ¹
5790-16																v aː ŋ ¹
10413-16																ˀm a ¹
6731-16																ˀm a ¹
1645-16																ˀm a ¹
4914-16																ˀm a ¹
6175-16																ˀŋ a ¹
3092-16																s i ŋ ¹
1247-16																l j aː n ¹
5620-16																ɕ j eu ¹
4897-16																ʁ a ¹
4811-16																pʰ aː ŋ ¹
1213-16																q aːi ¹
11019-16																ʁ aː ŋ ¹
11020-16																q aːi ¹
2129-16																ʔ e p ¹
3211-16																ŋ aː n ¹
714-16																n o k ¹
1729-16																q a ¹
3679-16																m a ¹
1054-16																m eu ¹
7448-16																m u m ¹
582-16																ˀm i ¹
4743-16																m o n ¹
5419-16																l j ə n ¹
5601-16																ˀb i n ¹
2705-16																m o m ¹
6381-16																ˀȵ o ŋ ¹
1017-16																ˀb a ¹
645-16																l u k ¹
273-16																m ə t ¹
4338-16																ⁿd j a k ¹
2533-16																k i ¹
1089-16																kʰ u p ¹
843-16																n aː n ¹
2787-16																m̥ a t ¹
4462-16																ˀn u n ¹
10918-16																h a n ¹
6582-16																h ui ¹
2070-16																k a ¹
3075-16																ˀȵ aː k ¹
10848-16																v a ¹
2480-16																ts ə n ¹
2214-16																k ai ¹
7225-16																h ə t ¹
3515-16																p j a m ¹
2588-16																ts ə n ¹
2908-16																p j aː k ¹
2393-16																ˀn a ¹
1156-16																ŋ ai ¹
2374-16																ⁿd a ¹
2146-16																qʰ a ¹
5133-16																ˀn a ŋ ¹
4981-16																m u k ¹
10239-16																m a ¹
599-16																n j uː t ¹
5048-16																q o ¹
6331-16																h a ¹
290-16																ȶʰ i n ¹
311-16																h aː k ¹
3430-16																m j a ¹
5369-16																m j a ¹
2749-16																ȶ o n ¹
2621-16																l j a p ¹
1181-16																t a k ¹
949-16																t j u ¹
