COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
3892-4				ɕ a t ¹												
1071-4				l aː m ¹												
10313-4				m ai ¹												
2671-4				ⁿd j a t ¹												
5502-4				f aː k ¹												
7382-4				ⁿd u n ¹												
932-4				ȶ i ŋ ¹												
533-4				m ai ¹												
4159-4				v a ¹												
2804-4				n o k ¹												
5451-4				ɣ o ¹												
5773-4				ʔ au ¹												
6933-4				ʔ au ¹												
4657-4				ʔ au ¹												
4658-4				f j a ŋ ¹												
6966-4				h i ¹												
5351-4				ɣ a ¹												
4073-4				ⁿd aːi ¹												
2163-4				m j a ŋ ¹												
1121-4				f w ə ¹												
5790-4				v aː ŋ ¹												
10413-4				m a ¹												
6731-4				m a ¹												
1645-4				m a ¹												
4914-4				m a ¹												
6175-4				n a ¹												
3092-4				s i ŋ ¹												
1247-4				l j a n ¹												
5620-4				h j u ¹												
4897-4				m a ¹												
4811-4				pʰ aː ŋ ¹												
1213-4				q aːi ¹												
11019-4				ŋ aː ŋ ¹												
11020-4				q aːi ¹												
2129-4				ʔ e ¹												
3211-4				ŋ aː n ¹												
714-4				n o k ¹												
1729-4				q a ¹												
3679-4				m a ¹												
1054-4				m j e ¹												
7448-4				m u m ¹												
582-4				m i ¹												
4743-4				m o n ¹												
5419-4				l j a n ¹												
5601-4				f i n ¹												
2705-4				m u m ¹												
6381-4				n o ŋ ¹												
1017-4				f a ¹												
645-4				l u k ¹												
273-4				m a t ¹												
4338-4				ⁿd j a k ¹												
2533-4				k i ¹												
1089-4				kʰ u p ¹												
843-4				n a n ¹												
2787-4				pʰ a t ¹												
4462-4				n u n ¹												
10918-4				h a n ¹												
6582-4				h ui ¹												
2070-4				k a ¹												
3075-4				ȵ aː k ¹												
10848-4				v a ¹												
2480-4				ts a n ¹												
2214-4				k a ¹												
7225-4				h a t ¹												
3515-4				p j a m ¹												
2588-4				ts a n ¹												
2908-4				p j a k ¹												
2393-4				n a ¹												
1156-4				ŋ ai ¹												
2374-4				ⁿd a ¹												
2146-4				qʰ a ¹												
5133-4				n a ŋ ¹												
4981-4				m u k ¹												
10239-4				m a ¹												
599-4				n j a t ¹												
5048-4				q o ¹												
6331-4				h a ¹												
290-4				ɕ a n ¹												
311-4				h aː k ¹												
3430-4				m j e ¹												
5369-4				m j e ¹												
2749-4				ȶ i n ¹												
2621-4				l j a p ¹												
1181-4				t a k ¹												
949-4				t j u ¹												
2839-4				t i n ¹												
861-4				l aː k ¹												
6773-4				l aː k ¹												
5739-4				l aː k ¹												
5740-4				ɕ a t ¹												
3550-4				ɕ u m ¹												
4445-4				p o t ¹												
680-4				l o ŋ ¹												
817-4				t i n ¹												
782-4				pʰ j a t ¹												
10396-4				n j u ¹												
4606-4				n aː n ¹												
5207-4				m a n ¹												
7280-4				ȶ j e ¹												
6983-4				j u t ¹												
5168-4				p u ŋ ¹												
1264-4				ts u ¹												
915-4				t ui ¹												
1767-4				ts u ŋ ¹												
10901-4				k i ŋ ¹												
10867-4				ⁿd o ŋ ¹												
417-4				k aː n ¹												
2285-4				pʰ j e ¹												
11002-4				ȵ i t ¹												
6348-4				m ai ¹												
6349-4				k aː n ¹												
10602-4				f a n ¹												
5654-4				m j i n ¹												
880-4				l e ¹												
983-4				ȵ aː n ¹												
2033-4				t e ¹												
1433-4				j e ¹												
1467-4				ⁿd u k ¹												
469-4				t j u m ¹												
3127-4				m j e ¹												
4623-4				h a ¹												
7099-4				l j a k ¹												
4726-4				h j a n ¹												
10465-4				f aː n ¹												
5519-4				h a n ¹												
5893-4				kʰ u n ¹												
2857-4				t i n ¹												
3645-4				ɣ aː n ¹												
3032-4				f j a n ¹												
2088-4				v j a n ¹												
2463-4				p u ¹												
4794-4				n j e ¹												
4569-4				l u ŋ ¹												
4586-4				ts u ¹												
4552-4				p a ¹												
3228-4				q u ŋ ¹												
3245-4				j a ¹												
6651-4				l aː k ¹												
6652-4				pʰ aː n ¹												
1817-4				l aː k ¹												
1818-4				m j a k ¹												
11052-4				n o ¹												
1230-4				l aː k ¹												
3380-4				h e k ¹												
8174-4				ɣ u m ¹												
8599-4				p j a m ¹												
7782-4				ⁿd j ai ¹												
8294-4				l i k ¹												
8514-4				h aːi ¹												
9669-4				l j a k ¹												
8531-4				p aːi ¹												
7954-4				ʔ u ¹												
9968-4				s aː m ¹												
8040-4				t a ¹												
9304-4				ȶ i ¹												
8345-4				t o k ¹												
8765-4				ȶ o k ¹												
8849-4				s i ŋ ¹												
9286-4				k aː ŋ ¹												
9581-4				n u n ¹												
9267-4				l w ə ¹												
8497-4				ts a n ¹												
7602-4				ʔ aː p ¹												
8431-4				v j a n ¹												
10036-4				s o k ¹												
10019-4				l a ¹												
9216-4				n e ¹												
8074-4				ts a t ¹												
9511-4				p a n ¹												
8243-4				j a m ¹												
9250-4				t j i m ¹												
7568-4				s aːi ¹												
8832-4				k o ¹												
8057-4				n e ¹												
7716-4				h u p ¹												
9899-4				ȶ i ¹												
7585-4				kʰ au ¹												
8582-4				m j e ¹												
9097-4				l a m ¹												
10125-4				v a ¹												
9460-4				l a ¹												
9649-4				pʰ u t ¹												
9870-4				ŋ a p ¹												
8680-4				n a m ¹												
7699-4				ȶ i t ¹												
9001-4				v a t ¹												
9494-4				t i ¹												
7666-4				ɕ a n ¹												
9598-4				t a k ¹												
8023-4				q u m ¹												
9053-4				ɣ o t ¹												
10091-4				s ə k ¹												
10002-4				pʰ j e ¹												
7765-4				t ui ¹												
8800-4				m e ¹												
9934-4				k a ¹												
9985-4				ʔ aːu ¹												
7850-4				t aː p ¹												
7816-4				ʔ a m ¹												
8663-4				ʔ u m ¹												
8697-4				ȶ i t ¹												
9615-4				j a n ¹												
8362-4				t i t ¹												
8091-4				t ai ¹												
8748-4				h a ¹												
22-4				n aːu ¹												
11084-4				s aːu ¹												
7365-4				n aːi ¹												
4201-4				s i ¹												
5841-4				f a ¹												
4640-4				t a ¹												
662-4				l a n ¹												
384-4				ȵ aːu ¹												
5151-4				m ai ¹												
1399-4				t e ¹												
5259-4				j a t ¹												
10353-4				f a ¹												
10370-4				ȵ i ¹												
7401-4				h aː m ¹												
2958-4				h i ¹												
2770-4				ŋ o ¹												
6434-4				l j e k ¹												
6192-4				ɕ a t ¹												
2231-4				p aː t ¹												
5116-4				ȶ u ¹												
7297-4				s u p ¹												
3731-4				p ai ¹												
748-4				n a m ¹												
2180-4				h a m ¹												
4107-4				n i m ¹												
2688-4				k a n ¹												
616-4				k i ŋ ¹												
1898-4				ⁿd a k ¹												
203-4				m ai ¹												
897-4				ȵ j e ¹												
10189-4				h j a n ¹												
1592-4				s o k ¹												
6088-4				t j a ŋ ¹												
2975-4				ⁿd aː ŋ ¹												
6714-4				h u m ¹												
731-4				l a m ¹												
2722-4				j u ¹												
5637-4				h aː t ¹												
765-4				j i k ¹												
1695-4				h i m ¹												
2112-4				s j u ¹												
6634-4				m a ¹												
7331-4				n a ¹												
7348-4				f aː ŋ ¹												
6527-4				t i ¹												
3568-4				m a n ¹												
4378-4				ɣ aːi ¹												
6292-4				ⁿd j a n ¹												
3585-4				v a ŋ ¹												
4428-4				ⁿd a m ¹												
7046-4				ɕ a ŋ ¹												
1915-4				j a m ¹												
4518-4				k u ŋ ¹												
2516-4				s j e ¹												
4480-4				pʰ aː n ¹												
2499-4				m j a k ¹												
5584-4				h o ¹												
2429-4				h ui ¹												
5224-4				l aːu ¹												
3464-4				kʰ a k ¹												
10142-4				t o ŋ ¹												
6599-4				n ui ¹												
10207-4				m u ¹												
2654-4				n i ¹												
367-4				v u k ¹												
451-4				f a n ¹												
512-4				l j e k ¹												
4845-4				j a ¹												
4915-4				l a t ¹												
10570-4				k ui ¹												
5418-4				ȶ j e ¹												
3532-4				t u ¹												
310-4				t e ¹												
5368-4				f a ¹												
4321-4				t a p ¹												
5065-4				kʰ e ¹												
5961-4				l aː k ¹												
1450-4				t a ¹												
10430-4				t i ¹												
6210-4				t ai ¹												
5468-4				ɕ a n ¹												
6685-4				h ui ¹												
6882-5					z ə t ¹											
6485-5					ˀb i n ¹											
4690-5					m o n ¹											
5671-5					f i n ¹											
4272-5					l aː p ¹											
10935-5					p e ¹											
4760-5					n j aː n ¹											
1881-5					v a n ¹											
4777-5					ɕ i t ¹											
10969-5					v a n ¹											
10970-5					f u ¹											
10206-5					v a n ¹											
6565-5					k a n ¹											
1281-5					ʔ j e n ¹											
10569-5					n a m ¹											
6899-5					pʰ j u ŋ ¹											
7081-5					k ə ¹											
4090-5					ⁿd a m ¹											
2197-5					f u m ¹											
3352-5					t i ¹											
3892-5					ɕ i t ¹											
1071-5					q aː m ¹											
10313-5					m ai ¹											
2671-5					t j i t ¹											
5502-5					f aː k ¹											
7382-5					ⁿd u n ¹											
932-5					ts i ŋ ¹											
533-5					m ai ¹											
4159-5					v a ¹											
2804-5					n u k ¹											
5451-5					ɣ ai ¹											
5773-5					ʔ au ¹											
6933-5					ʔ au ¹											
4657-5					ʔ au ¹											
4658-5					f j aː ŋ ¹											
6966-5					ɕ ɪ ¹											
5351-5					ˀɣ a ¹											
4073-5					ˀd aːi ¹											
2163-5					ˀb j aː ŋ ¹											
1121-5					f a ¹											
5790-5					v aː ŋ ¹											
10413-5					ɣ a ¹											
6731-5					ɣ a ¹											
1645-5					ɣ a ¹											
4914-5					ɣ a ¹											
6175-5					v a ¹											
3092-5					s i ŋ ¹											
1247-5					l j aː n ¹											
5620-5					ɕ j u ¹											
4897-5					ʁ a ¹											
4811-5					pʰ aː ŋ ¹											
1213-5					q aːi ¹											
11019-5					ʁ aː ŋ ¹											
11020-5					q aːi ¹											
2129-5					ʔ e p ¹											
3211-5					ŋ aː n ¹											
714-5					n o k ¹											
1729-5					q a ¹											
3679-5					m a ¹											
1054-5					m o ¹											
7448-5					m j u m ¹											
582-5					m i ¹											
4743-5					m o n ¹											
5419-5					l j i n ¹											
5601-5					ˀb i n ¹											
2705-5					m o m ¹											
6381-5					ˀȵ o ŋ ¹											
1017-5					ˀb a ¹											
645-5					l u k ¹											
273-5					m i t ¹											
4338-5					ⁿd j a k ¹											
2533-5					k i ¹											
1089-5					ˀn u p ¹											
843-5					n a n ¹											
2787-5					m̥ a t ¹											
4462-5					ˀn u n ¹											
10918-5					h a n ¹											
6582-5					h ui ¹											
2070-5					k a ¹											
3075-5					f aː k ¹											
10848-5					v a ¹											
2480-5					ts i n ¹											
2214-5					k ai ¹											
7225-5					kʰ ə t ¹											
3515-5					p j a m ¹											
2588-5					ts i n ¹											
2908-5					p j aː k ¹											
2393-5					ˀn a ¹											
1156-5					ŋ ai ¹											
2374-5					ⁿd a ¹											
2146-5					qʰ a ¹											
5133-5					ˀn a ŋ ¹											
4981-5					m u k ¹											
10239-5					m a ¹											
599-5					n j u t ¹											
5048-5					q o ¹											
6331-5					h a ¹											
290-5					ȶʰ i n ¹											
311-5					h aː k ¹											
3430-5					m j a ¹											
5369-5					m j a ¹											
2749-5					ȶ o n ¹											
2621-5					l j a p ¹											
1181-5					t a k ¹											
949-5					t j u ¹											
2839-5					t i n ¹											
861-5					l aː k ¹											
6773-5					l aː k ¹											
5739-5					l aː k ¹											
5740-5					ȶ i t ¹											
3550-5					ɕ u m ¹											
4445-5					p o t ¹											
680-5					l o ŋ ¹											
817-5					t i n ¹											
782-5					pʰ j aː t ¹											
10396-5					ˀn j u ¹											
4606-5					n aː n ¹											
5207-5					m a n ¹											
7280-5					ts j a ¹											
6983-5					ʔ j u t ¹											
5168-5					p o ŋ ¹											
1264-5					ts j u ¹											
915-5					t ə ¹											
1767-5					ts j u ŋ ¹											
10901-5					k i ŋ ¹											
10867-5					ˀd o ŋ ¹											
417-5					k aː n ¹											
2285-5					pʰ j e ¹											
11002-5					ʔ i t ¹											
6348-5					m ai ¹											
6349-5					ʁ aː n ¹											
10602-5					ˀb i n ¹											
5654-5					m j e n ¹											
880-5					l e ¹											
983-5					ȵ aː n ¹											
2033-5					t o ¹											
1433-5					ʔ j a ¹											
1467-5					ˀd u k ¹											
469-5					t j u m ¹											
3127-5					m j a ¹											
4623-5					h a ¹											
7099-5					l j aː k ¹											
4726-5					ɕ e n ¹											
10465-5					ˀb aː n ¹											
5519-5					x ə n ¹											
5893-5					f u n ¹											
2857-5					t i n ¹											
3645-5					ɣ aː n ¹											
3032-5					f j aː n ¹											
2088-5					v j a n ¹											
2463-5					p u ¹											
4794-5					n i ¹											
4569-5					l u ŋ ¹											
4586-5					ts j u ¹											
4552-5					p a ¹											
3228-5					q o ŋ ¹											
3245-5					j a ¹											
6651-5					l aː k ¹											
6652-5					ⁿb aː n ¹											
1817-5					l aː k ¹											
1818-5					ˀb j aː k ¹											
11052-5					n u ¹											
1230-5					l aː k ¹											
3380-5					h u k ¹											
8174-5					ɣ u m ¹											
8599-5					p j a m ¹											
7782-5					ⁿd j ai ¹											
8294-5					l i k ¹											
8514-5					h aːi ¹											
9669-5					l j a k ¹											
8531-5					p aːi ¹											
7954-5					ʔ u k ¹											
9968-5					s aː m ¹											
8040-5					t a ¹											
9304-5					ȶ i ¹											
8345-5					t o k ¹											
8765-5					ȶ o k ¹											
8849-5					s e ŋ ¹											
9286-5					k aː ŋ ¹											
9581-5					n u n ¹											
9267-5					l a ¹											
8497-5					ts i n ¹											
7602-5					f aː p ¹											
8431-5					ˀd j i n ¹											
10036-5					s u k ¹											
10019-5					l a k ¹											
9216-5					n e ¹											
8074-5					q a t ¹											
9511-5					p a n ¹											
8243-5					ʔ j a m ¹											
9250-5					t j e m ¹											
7568-5					s aːi ¹											
8832-5					k u ¹											
8057-5					ˀȵ e ¹											
7716-5					h u p ¹											
9899-5					ts i ¹											
7585-5					f au ¹											
8582-5					ˀb j a ¹											
9097-5					l a m ¹											
10125-5					v a ¹											
9460-5					l aːi ¹											
9649-5					pʰ u t ¹											
9870-5					ŋ a p ¹											
8680-5					v a m ¹											
7699-5					ȶ i t ¹											
9001-5					f a t ¹											
9494-5					t i p ¹											
7666-5					ɕ i n ¹											
9598-5					t j a k ¹											
8023-5					q j u m ¹											
9053-5					ɣ ə t ¹											
10091-5					s j a k ¹											
10002-5					pʰ j aːu ¹											
7765-5					t aːu ¹											
8800-5					f e ¹											
9934-5					k a ¹											
9985-5					ʔ aːu ¹											
7850-5					t aː p ¹											
7816-5					ʔ a m ¹											
8663-5					f u m ¹											
8697-5					ȶ i t ¹											
9615-5					j a n ¹											
8362-5					t i t ¹											
8091-5					t ai ¹											
8748-5					h a ¹											
22-5					t aːu ¹											
11084-5					s aːu ¹											
7365-5					n aːi ¹											
4201-5					s i ¹											
5841-5					f a ¹											
4640-5					t a ¹											
662-5					l o n ¹											
384-5					ȵ aːu ¹											
5151-5					m e ¹											
1399-5					t o ¹											
5259-5					ʔ j i t ¹											
10353-5					ȶ a ¹											
10370-5					ȵ i ¹											
7401-5					h aː m ¹											
2958-5					ɕ ɪ ¹											
2770-5					ŋ o ¹											
6434-5					l j u k ¹											
6192-5					ɕ i t ¹											
2231-5					p aː t ¹											
5116-5					ȶ u ¹											
7297-5					s j u p ¹											
3731-5					p o k ¹											
748-5					ˀn a m ¹											
2180-5					h a m ¹											
4107-5					ˀȵ a m ¹											
2688-5					k o n ¹											
616-5					k i ŋ ¹											
1898-5					ˀd a k ¹											
203-5					l ai ¹											
897-5					ˀb j a ¹											
10189-5					ɕ e n ¹											
1592-5					s o k ¹											
6088-5					t j a ŋ ¹											
2975-5					t aː ŋ ¹											
6714-5					f u m ¹											
731-5					q a m ¹											
2722-5					j u ¹											
5637-5					kʰ aː t ¹											
765-5					j i k ¹											
1695-5					kʰ i m ¹											
2112-5					s j u ¹											
6634-5					ɣ a ¹											
7331-5					ˀn a ¹											
7348-5					ˀb aː ŋ ¹											
6527-5					t i ¹											
3568-5					z a n ¹											
4378-5					ˀɣ aːi ¹											
6292-5					t j i n ¹											
3585-5					v aː ŋ ¹											
4428-5					t a m ¹											
7046-5					ɕ a ŋ ¹											
1915-5					ʔ j a m ¹											
4518-5					k u ŋ ¹											
2516-5					s j au ¹											
4480-5					ⁿb aː n ¹											
2499-5					ˀb j aː k ¹											
5584-5					h o ¹											
2429-5					h aːu ¹											
5224-5					q aːu ¹											
3464-5					f a k ¹											
10142-5					t o ŋ ¹											
7159-5					v a n ¹											
6599-5					ˀn i ¹											
6837-5					s i n ¹											
2654-5					v i ¹											
367-5					ˀn u k ¹											
5858-5					ˀn j a ¹											
451-5					f a n ¹											
5944-5					h aː ŋ ¹											
512-5					l j aː k ¹											
7138-5					ʔ ui ¹											
4845-5					j a ¹											
4915-5					q aː t ¹											
10570-5					k ui ¹											
5300-5					ˀb j aː n ¹											
5418-5					ȶ i ¹											
1748-5					f i k ¹											
3532-5					t u ¹											
310-5					t e ¹											
5368-5					f aː n ¹											
4321-5					t a p ¹											
5065-5					v e ¹											
5961-5					l aː k ¹											
1450-5					t a ¹											
10430-5					ⁿd ə ¹											
6210-5					t au ¹											
5468-5					n̥ o n ¹											
6882-6						x ə t ¹										
6485-6						ˀb ə n ¹										
4690-6						m o n ¹										
5671-6						v ə n ¹										
4272-6						l aː p ¹										
10935-6						q e ¹										
4760-6						n aː n ¹										
1881-6						v a n ¹										
4777-6						ɕ ə t ¹										
10969-6						v a n ¹										
10970-6						ˀȵ u ¹										
10206-6						v a n ¹										
6565-6						k a n ¹										
1281-6						ʔ j e n ¹										
10569-6						n a m ¹										
6899-6						pʰ j u ŋ ¹										
7081-6						k ui ¹										
4090-6						ⁿd a m ¹										
2197-6						h u m ¹										
3352-6						t i ¹										
3892-6						qʰ ə t ¹										
1071-6						q aː m ¹										
10313-6						m ai ¹										
2671-6						t j ə t ¹										
5502-6						f aː k ¹										
7382-6						t u n ¹										
932-6						ts i ŋ ¹										
533-6						m ai ¹										
4159-6						v a ¹										
2804-6						v u k ¹										
5451-6						ɣ ai ¹										
5773-6						ʔ au ¹										
6933-6						ʔ au ¹										
4657-6						ʔ au ¹										
4658-6						v j aː ŋ ¹										
6966-6						ɕ i ¹										
5351-6						ˀɣ a ¹										
4073-6						t aːi ¹										
2163-6						ⁿb j aː ŋ ¹										
1121-6						v a ¹										
5790-6						v aː ŋ ¹										
10413-6						m a ¹										
6731-6						m a ¹										
1645-6						m a ¹										
4914-6						m a ¹										
6175-6						v a ¹										
3092-6						s i ŋ ¹										
1247-6						l j aː n ¹										
5620-6						ɕ j u ¹										
4897-6						ʁ a ¹										
4811-6						pʰ aː ŋ ¹										
1213-6						q aːi ¹										
11019-6						ɣ aː ŋ ¹										
11020-6						q aːi ¹										
2129-6						ʔ e p ¹										
3211-6						ŋ aː n ¹										
714-6						n o k ¹										
1729-6						q a ¹										
3679-6						m a ¹										
1054-6						m e ¹										
7448-6						m u m ¹										
582-6						m i ¹										
4743-6						m o n ¹										
5419-6						l j ə n ¹										
5601-6						ˀb i n ¹										
2705-6						m o m ¹										
6381-6						ˀȵ o ŋ ¹										
1017-6						ˀb a ¹										
645-6						l u k ¹										
273-6						m ə t ¹										
4338-6						ⁿd j a k ¹										
2533-6						k i ¹										
1089-6						ɣ o p ¹										
843-6						n a n ¹										
2787-6						m̥ a t ¹										
4462-6						ˀn u n ¹										
10918-6						h a n ¹										
6582-6						h ui ¹										
2070-6						k a ¹										
3075-6						ˀȵ aː k ¹										
10848-6						v a ¹										
2480-6						ts ə n ¹										
2214-6						k ai ¹										
7225-6						h ə t ¹										
3515-6						p j a m ¹										
2588-6						ts ə n ¹										
2908-6						p j aː k ¹										
2393-6						ˀn a ¹										
1156-6						ŋ ai ¹										
2374-6						t a ¹										
2146-6						qʰ a ¹										
5133-6						ˀn a ŋ ¹										
4981-6						m u k ¹										
10239-6						m a ¹										
599-6						n j u t ¹										
5048-6						q o ¹										
6331-6						h a ¹										
290-6						ȶʰ i n ¹										
311-6						h aː k ¹										
3430-6						m j a ¹										
5369-6						m j a ¹										
2749-6						ȶ o n ¹										
2621-6						l j a p ¹										
1181-6						t a k ¹										
949-6						t j u ¹										
2839-6						t i n ¹										
861-6						ˀd aː k ¹										
6773-6						ˀd aː k ¹										
5739-6						ˀd aː k ¹										
5740-6						x ə t ¹										
3550-6						ɕ u m ¹										
4445-6						p o t ¹										
680-6						l o ŋ ¹										
817-6						t ə n ¹										
782-6						pʰ j aː t ¹										
10396-6						ˀn j u ¹										
4606-6						n aː n ¹										
5207-6						m a n ¹										
7280-6						ts j a ¹										
6983-6						ʔ j u t ¹										
5168-6						p o ŋ ¹										
1264-6						ts u ¹										
915-6						t ui ¹										
1767-6						ts u ŋ ¹										
10901-6						k aː ŋ ¹										
10867-6						ˀd o ŋ ¹										
417-6						k aː n ¹										
2285-6						pʰ j e ¹										
11002-6						ʔ i t ¹										
6348-6						m ai ¹										
6349-6						ʁ aː n ¹										
10602-6						ˀb ə n ¹										
5654-6						m j e n ¹										
880-6						l e ¹										
983-6						ȵ aː n ¹										
2033-6						t o ¹										
1433-6						ʔ j a ¹										
1467-6						q u k ¹										
469-6						t j u m ¹										
3127-6						m j a ¹										
4623-6						h a ¹										
7099-6						l j ə k ¹										
4726-6						ɕ e n ¹										
10465-6						ˀb aː n ¹										
5519-6						qʰ ə n ¹										
5893-6						ɣ o n ¹										
2857-6						t i n ¹										
3645-6						ɣ aː n ¹										
3032-6						f j aː n ¹										
2088-6						v j a n ¹										
2463-6						p u ¹										
4794-6						n i ¹										
4569-6						l u ŋ ¹										
4586-6						ts u ¹										
4552-6						p a ¹										
3228-6						q o ŋ ¹										
3245-6						j a ¹										
6651-6						l aː k ¹										
6652-6						ⁿb aː n ¹										
1817-6						l aː k ¹										
1818-6						ˀb j aː k ¹										
11052-6						n u ¹										
1230-6						l aː k ¹										
3380-6						h u k ¹										
8174-6						ʔ u m ¹										
8599-6						p j a m ¹										
7782-6						ⁿd j ai ¹										
8294-6						l i k ¹										
8514-6						h aːi ¹										
9669-6						l j a k ¹										
8531-6						p aːi ¹										
7954-6						ʔ u k ¹										
9968-6						s aː m ¹										
8040-6						t a ¹										
9304-6						ts i ¹										
8345-6						t o k ¹										
8765-6						ȶ o k ¹										
8849-6						s e ŋ ¹										
9286-6						k aː ŋ ¹										
9581-6						n u n ¹										
9267-6						l a ¹										
8497-6						ts ə n ¹										
7602-6						ʔ aː p ¹										
8431-6						v j ə n ¹										
10036-6						s u k ¹										
10019-6						l a k ¹										
9216-6						n e ¹										
8074-6						q a t ¹										
9511-6						p a n ¹										
8243-6						ʔ j a m ¹										
9250-6						t j e m ¹										
7568-6						s aːi ¹										
8832-6						k o ¹										
8057-6						f e ¹										
7716-6						h u p ¹										
9899-6						ts i ¹										
7585-6						kʰ au ¹										
8582-6						ˀb j a ¹										
9097-6						l a m ¹										
10125-6						v a ¹										
9460-6						l aːi ¹										
9649-6						pʰ u t ¹										
9870-6						ŋ a p ¹										
8680-6						v a m ¹										
7699-6						ȶ i t ¹										
9001-6						v a t ¹										
9494-6						t i p ¹										
7666-6						ɕ ə n ¹										
9598-6						t a k ¹										
8023-6						q u m ¹										
9053-6						v u t ¹										
10091-6						s a k ¹										
10002-6						pʰ j aːu ¹										
7765-6						t aːu ¹										
8800-6						m e ¹										
9934-6						k a ¹										
9985-6						ʔ aːu ¹										
7850-6						t aː p ¹										
7816-6						ʔ a m ¹										
8663-6						ʔ u m ¹										
8697-6						ȶ i t ¹										
9615-6						j a n ¹										
8362-6						t i t ¹										
8091-6						t ai ¹										
8748-6						h a ¹										
22-6						t ai ¹										
11084-6						s aːu ¹										
7365-6						n aːi ¹										
4201-6						s i ¹										
5841-6						v a ¹										
4640-6						t a ¹										
662-6						l ə n ¹										
384-6						ȵ aːu ¹										
5151-6						m e ¹										
1399-6						t o ¹										
5259-6						ʔ j ə t ¹										
10353-6						ɣ a ¹										
10370-6						ȵ i ¹										
7401-6						h aː m ¹										
2958-6						ɕ i ¹										
2770-6						ŋ o ¹										
6434-6						l j aː k ¹										
6192-6						ɕ ə t ¹										
2231-6						p aː t ¹										
5116-6						ȶ u ¹										
7297-6						s u p ¹										
3731-6						p e k ¹										
748-6						ˀn a m ¹										
2180-6						h a m ¹										
4107-6						ˀȵ a m ¹										
2688-6						q o n ¹										
616-6						q i ŋ ¹										
1898-6						ˀd a k ¹										
203-6						m ai ¹										
897-6						ˀb j a ¹										
10189-6						ɕ e n ¹										
1592-6						s o k ¹										
6088-6						t j a ŋ ¹										
2975-6						ⁿd aː ŋ ¹										
6714-6						h u m ¹										
731-6						q a m ¹										
2722-6						j u ¹										
5637-6						h aː t ¹										
765-6						j i k ¹										
1695-6						l i m ¹										
2112-6						s j u ¹										
6634-6						m a ¹										
7331-6						ˀn a ¹										
7348-6						ˀb aː ŋ ¹										
6527-6						t i ¹										
3568-6						tʰ a n ¹										
4378-6						ˀɣ aːi ¹										
6292-6						ⁿd j ə n ¹										
3585-6						v aː ŋ ¹										
4428-6						t a m ¹										
7046-6						ɕ a ŋ ¹										
1915-6						ʔ j a m ¹										
4518-6						k u ŋ ¹										
2516-6						s j ai ¹										
4480-6						ⁿb aː n ¹										
2499-6						ˀb j aː k ¹										
5584-6						h o ¹										
2429-6						h ui ¹										
5224-6						q aːu ¹										
3464-6						l a k ¹										
10142-6						t o ŋ ¹										
7159-6						v a n ¹										
6599-6						ˀn ui ¹										
10207-6						m u ¹										
6837-6						s ə n ¹										
2654-6						v i ¹										
367-6						v u k ¹										
5858-6						ˀn j a ¹										
451-6						v a n ¹										
5944-6						h aː ŋ ¹										
512-6						l j aː k ¹										
7138-6						ʔ ai ¹										
4845-6						j a ¹										
4915-6						q aː t ¹										
10570-6						k ui ¹										
5300-6						ˀb j aː n ¹										
5418-6						ȶ i ¹										
1748-6						v i t ¹										
3532-6						t u ¹										
310-6						t e ¹										
5368-6						v aː n ¹										
4321-6						t a p ¹										
5065-6						f e ¹										
5961-6						l aː k ¹										
1450-6						t a ¹										
10430-6						s e ¹										
6210-6						t au ¹										
5468-6						x ə n ¹										
6685-6						h aːu ¹										
6882-7							v ə t ¹									
6485-7							h ə n ¹									
4690-7							m a n ¹									
5671-7							h w ə n ¹									
4272-7							l aː k ¹									
10935-7							p e ¹									
4760-7							n w ə n ¹									
1881-7							v a n ¹									
4777-7							h j a t ¹									
10969-7							v a n ¹									
10970-7							kʰ u ¹									
10206-7							v a n ¹									
6565-7							k a n ¹									
1281-7							j j a n ¹									
10569-7							n a m ¹									
6899-7							pʰ j u ŋ ¹									
7081-7							k ui ¹									
4090-7							ⁿd a m ¹									
2197-7							h u m ¹									
3352-7							t i ¹									
3892-7							h j a t ¹									
1071-7							q aː m ¹									
10313-7							m ai ¹									
2671-7							ⁿd j a t ¹									
5502-7							h aː k ¹									
7382-7							ⁿd u n ¹									
932-7							ȶ i ŋ ¹									
533-7							m ai ¹									
4159-7							v a ¹									
2804-7							n a k ¹									
5451-7							ɣ ai ¹									
5773-7							ʔ au ¹									
6933-7							ʔ au ¹									
4657-7							ʔ au ¹									
4658-7							h j ə ŋ ¹									
6966-7							h i ¹									
5351-7							ɣ a ¹									
4073-7							ⁿd aːi ¹									
2163-7							m j a ŋ ¹									
1121-7							h w ə ¹									
5790-7							ɣ aː ŋ ¹									
10413-7							m a ¹									
6731-7							m a ¹									
1645-7							m a ¹									
4914-7							m a ¹									
6175-7							h a ¹									
3092-7							s i ŋ ¹									
1247-7							l j ə n ¹									
5620-7							h j u ¹									
4897-7							k a ¹									
4811-7							pʰ aː ŋ ¹									
1213-7							q aːi ¹									
11019-7							ɣ aː ŋ ¹									
11020-7							q aːi ¹									
