COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
5520-4				ˀd j o ŋ ¹												
1367-4				l i ŋ ¹												
4124-4				f Ø ¹												
4218-4				ˀd j Ø ¹												
6916-4				s Ø n ¹												
2446-4				Ø i ¹												
6469-4				Ø u m ¹												
3351-4				t Ø ¹												
532-4				Ø i ¹												
1416-4				l a m ¹												
5334-4				Ø o ¹												
10797-4				l aːi ¹												
3858-4				n Ø ¹												
4497-4				ʔ Ø ¹												
3662-4				Ø aːu ¹												
10256-4				Ø j ɜ n ¹												
2622-4				m j Ø ¹												
4235-4				Ø a ¹												
6451-4				Ø i ¹												
5401-4				Ø j a Ø ¹												
5807-4				ʔ u ¹												
7208-4				Ø i ¹												
799-4				l w a ¹												
3263-4				Ø aː n ¹												
9477-4				Ø Ø ¹												
9738-4				s j i t ¹												
8467-4				s aːu ¹												
9632-4				m a ¹												
9382-4				k aː ¹												
1800-4				ˀd j Ø ŋ ¹												
4964-4				ˀn j a Ø ¹												
3791-4				ɕ j Ø ŋ ¹												
1784-4				ŋ u ¹												
6934-4				ɕ Ø Ø n ¹												
2051-4				Ø u ¹												
4304-4				Ø aːu ¹												
9951-4				l j u ¹												
7888-4				Ø ai ¹												
7638-4				Ø o n ¹												
966-4				ˀd aː ŋ ¹												
434-4				Ø a ¹												
6882-5					j Ø t ¹											
6485-5					Ø Ø n ¹											
4690-5					m Ø n ¹											
5671-5					Ø Ø Ø Ø n ¹											
4272-5					Ø Ø aː p ¹											
10935-5					Ø e ¹											
4760-5					n j aː n ¹											
1881-5					Ø a n ¹											
4777-5					ɕ Ø Ø t ¹											
10969-5					Ø a n ¹											
10970-5					Ø u ¹											
10206-5					Ø a n ¹											
6565-5					k Ø a n ¹											
1281-5					ʔ j e n ¹											
10569-5					n a m ¹											
6899-5					Ø j u ŋ ¹											
7081-5					k Ø ¹											
4090-5					ⁿd a m ¹											
2197-5					Ø u m ¹											
3352-5					t i ¹											
3892-5					ɕ j Ø t ¹											
1071-5					q aː m ¹											
10313-5					m ai ¹											
2671-5					Ø j Ø t ¹											
5502-5					Ø Ø aː k ¹											
7382-5					ⁿd Ø u n ¹											
932-5					Ø i ŋ ¹											
533-5					m ai ¹											
4159-5					Ø a ¹											
2804-5					n u k ¹											
5451-5					ɣ ai ¹											
5773-5					ʔ au ¹											
6933-5					ʔ au ¹											
4657-5					ʔ au ¹											
4658-5					Ø j aː ŋ ¹											
6966-5					Ø i ¹											
5351-5					ɣ a ¹											
4073-5					Ø aːi ¹											
2163-5					Ø j aː ŋ ¹											
1121-5					Ø Ø a ¹											
5790-5					Ø aː ŋ ¹											
10413-5					m a ¹											
6731-5					m a ¹											
1645-5					m a ¹											
4914-5					m a ¹											
6175-5					n a ¹											
3092-5					s i ŋ ¹											
1247-5					Ø j aː n ¹											
5620-5					ɕ j u ¹											
4897-5					ʁ a ¹											
4811-5					Ø aː ŋ ¹											
1213-5					q aːi ¹											
11019-5					ʁ aː ŋ ¹											
11020-5					q aːi ¹											
2129-5					ʔ e p ¹											
3211-5					ŋ aː n ¹											
714-5					n o k ¹											
1729-5					q a ¹											
3679-5					m a ¹											
1054-5					m Ø ¹											
7448-5					m u m ¹											
582-5					m Ø i ¹											
4743-5					m Ø o n ¹											
5419-5					Ø j Ø n ¹											
5601-5					Ø i n ¹											
2705-5					m o m ¹											
6381-5					Ø o ŋ ¹											
1017-5					Ø a ¹											
645-5					Ø u k ¹											
273-5					m Ø t ¹											
4338-5					Ø j a k ¹											
2533-5					k i ¹											
1089-5					kʰ u p ¹											
843-5					n a n ¹											
2787-5					m̥ Ø a t ¹											
4462-5					n u n ¹											
10918-5					Ø a n ¹											
6582-5					Ø Ø ¹											
2070-5					k a ¹											
3075-5					Ø Ø aː k ¹											
10848-5					Ø a ¹											
2480-5					Ø Ø n ¹											
2214-5					k ai ¹											
7225-5					Ø Ø t ¹											
3515-5					p j a m ¹											
2588-5					Ø Ø n ¹											
2908-5					p j aː k ¹											
2393-5					n a ¹											
1156-5					ŋ ai ¹											
2374-5					ⁿd a ¹											
2146-5					Ø a ¹											
5133-5					n a ŋ ¹											
4981-5					m u k ¹											
10239-5					m a ¹											
599-5					n j u t ¹											
5048-5					q o ¹											
6331-5					Ø a ¹											
290-5					Ø i n ¹											
311-5					Ø aː k ¹											
3430-5					m j a ¹											
5369-5					m j a ¹											
2749-5					ȶ Ø Ø n ¹											
2621-5					Ø j a p ¹											
1181-5					t a k ¹											
949-5					t j u ¹											
2839-5					t i n ¹											
861-5					Ø aː k ¹											
6773-5					Ø aː k ¹											
5739-5					Ø aː k ¹											
5740-5					kʰ Ø Ø t ¹											
3550-5					ɕ Ø u m ¹											
4445-5					p Ø u t ¹											
680-5					Ø o ŋ ¹											
817-5					Ø Ø n ¹											
782-5					Ø j aː t ¹											
10396-5					n j u ¹											
4606-5					n aː n ¹											
5207-5					m a n ¹											
7280-5					Ø j a ¹											
6983-5					ʔ j Ø u t ¹											
5168-5					p u ŋ ¹											
1264-5					Ø Ø u ¹											
915-5					t Ø ¹											
1767-5					Ø u ŋ ¹											
10901-5					k Ø e ŋ ¹											
10867-5					Ø o ŋ ¹											
417-5					k Ø aː n ¹											
2285-5					Ø j e ¹											
11002-5					ʔ i t ¹											
6348-5					m ai ¹											
6349-5					ʁ aː n ¹											
10602-5					Ø Ø n ¹											
5654-5					m j e n ¹											
880-5					Ø e ¹											
983-5					ˀȵ aː n ¹											
2033-5					t o ¹											
1433-5					ʔ j a ¹											
1467-5					Ø u k ¹											
469-5					t j u m ¹											
3127-5					m j a ¹											
4623-5					Ø a ¹											
7099-5					Ø j Ø k ¹											
4726-5					Ø Ø e n ¹											
10465-5					Ø aː n ¹											
5519-5					Ø Ø n ¹											
5893-5					kʰ Ø u n ¹											
2857-5					t i n ¹											
3645-5					ɣ aː n ¹											
3032-5					Ø j aː n ¹											
2088-5					Ø j a n ¹											
2463-5					p u ¹											
4794-5					n i ¹											
4569-5					Ø u ŋ ¹											
4586-5					Ø u ¹											
4552-5					p a ¹											
3228-5					q o ŋ ¹											
3245-5					j a ¹											
6651-5					Ø aː k ¹											
6652-5					Ø aː n ¹											
1817-5					Ø aː k ¹											
1818-5					Ø j aː k ¹											
11052-5					n u ¹											
1230-5					Ø aː k ¹											
3380-5					Ø e k ¹											
8174-5					ɣ u m ¹											
8599-5					p j a m ¹											
7782-5					Ø j ai ¹											
8294-5					Ø Ø i k ¹											
8514-5					Ø aːi ¹											
9669-5					Ø j a k ¹											
8531-5					p aːi ¹											
7954-5					ʔ u k ¹											
9968-5					s aː m ¹											
8040-5					t a ¹											
9304-5					ȶ i ¹											
8345-5					t o k ¹											
8765-5					ȶ Ø o k ¹											
8849-5					s Ø e ŋ ¹											
9286-5					k Ø aː ŋ ¹											
9581-5					n Ø u n ¹											
9267-5					Ø Ø a ¹											
8497-5					Ø Ø Ø n ¹											
7602-5					ʔ aː p ¹											
8431-5					Ø j Ø n ¹											
10036-5					s u k ¹											
10019-5					Ø a k ¹											
9216-5					n e ¹											
8074-5					q a t ¹											
9511-5					p a n ¹											
8243-5					ʔ j a m ¹											
9250-5					t j e m ¹											
7568-5					s aːi ¹											
8832-5					k u ¹											
8057-5					ˀȵ e ¹											
7716-5					Ø u p ¹											
9899-5					ȶ i ¹											
7585-5					kʰ au ¹											
8582-5					Ø j a ¹											
9097-5					Ø a m ¹											
10125-5					Ø a ¹											
9460-5					Ø aːi ¹											
9649-5					Ø Ø u t ¹											
9870-5					ŋ a p ¹											
8680-5					n a m ¹											
7699-5					ȶ i t ¹											
9001-5					n Ø a t ¹											
9494-5					t i p ¹											
7666-5					ɕ j Ø n ¹											
9598-5					t Ø a k ¹											
8023-5					q u m ¹											
9053-5					ɣ Ø u t ¹											
10091-5					s Ø Ø k ¹											
10002-5					Ø j aːu ¹											
7765-5					t aːu ¹											
8800-5					m e ¹											
9934-5					k a ¹											
9985-5					ʔ aːu ¹											
7850-5					t aː p ¹											
7816-5					ʔ a m ¹											
8663-5					ʔ u m ¹											
8697-5					ȶ i t ¹											
9615-5					Ø j a n ¹											
8362-5					t Ø t ¹											
8091-5					t ai ¹											
8748-5					Ø a ¹											
22-5					Ø aːu ¹											
11084-5					s Ø aːu ¹											
7365-5					n aːi ¹											
4201-5					s Ø i ¹											
5841-5					Ø a ¹											
4640-5					t a ¹											
662-5					Ø Ø n ¹											
384-5					ˀȵ aːu ¹											
5151-5					m e ¹											
1399-5					t o ¹											
5259-5					ʔ j Ø t ¹											
10353-5					ɣ a ¹											
10370-5					ˀȵ i ¹											
7401-5					Ø aː m ¹											
2958-5					Ø i ¹											
2770-5					ŋ o ¹											
6434-5					Ø j o k ¹											
6192-5					ɕ Ø Ø t ¹											
2231-5					p aː t ¹											
5116-5					ȶ u ¹											
7297-5					s Ø u p ¹											
3731-5					p e k ¹											
748-5					n a m ¹											
2180-5					Ø a m ¹											
4107-5					Ø a m ¹											
2688-5					k Ø o n ¹											
616-5					k i ŋ ¹											
1898-5					Ø a k ¹											
203-5					m ai ¹											
897-5					Ø j a ¹											
10189-5					Ø Ø e n ¹											
1592-5					s o k ¹											
6088-5					t j a ŋ ¹											
2975-5					ⁿd aː ŋ ¹											
6714-5					Ø u m ¹											
731-5					q a m ¹											
2722-5					j u ¹											
5637-5					Ø aː t ¹											
765-5					j Ø i k ¹											
1695-5					kʰ i m ¹											
2112-5					s j u ¹											
6634-5					m a ¹											
7331-5					n a ¹											
7348-5					Ø aː ŋ ¹											
6527-5					t i ¹											
3568-5					Ø a n ¹											
4378-5					ɣ aːi ¹											
6292-5					Ø j Ø n ¹											
3585-5					Ø Ø aː ŋ ¹											
4428-5					Ø a m ¹											
7046-5					ɕ Ø a ŋ ¹											
1915-5					ʔ j a m ¹											
4518-5					k u ŋ ¹											
2516-5					s j Ø ¹											
4480-5					Ø aː n ¹											
2499-5					Ø j aː k ¹											
5584-5					Ø o ¹											
2429-5					Ø Ø ¹											
5224-5					q aːu ¹											
3464-5					kʰ j a k ¹											
10142-5					t o ŋ ¹											
7159-5					Ø a n ¹											
6599-5					n ə ¹											
6837-5					s Ø n ¹											
2654-5					Ø i ¹											
367-5					Ø Ø u k ¹											
5858-5					n j a ¹											
451-5					Ø a n ¹											
5944-5					Ø aː ŋ ¹											
512-5					Ø j aː k ¹											
7138-5					ʔ Ø ¹											
4845-5					j a ¹											
4915-5					q aː t ¹											
10570-5					k Ø ¹											
5300-5					Ø j aː n ¹											
5418-5					ȶ i Ø ¹											
1748-5					Ø i k ¹											
3532-5					t u ¹											
310-5					t e ¹											
5368-5					Ø aː n ¹											
4321-5					t a p ¹											
5065-5					kʰ e ¹											
5961-5					Ø aː k ¹											
1450-5					t a ¹											
10430-5					s Ø ¹											
6210-5					t Ø au ¹											
5468-5					Ø Ø n ¹											
89-5					k a ¹											
4947-5					Ø aː n ¹											
8866-5					Ø j aː k ¹											
9165-5					Ø aː k ¹											
7919-5					t a ŋ ¹											
9765-5					s Ø o t ¹											
7520-5					ɣ aːu ¹											
8883-5					p o ¹											
8565-5					Ø u ŋ ¹											
8646-5					Ø Ø a m ¹											
9686-5					t j Ø t ¹											
10108-5					Ø j Ø t ¹											
10073-5					t a m ¹											
1536-5					Ø j u ¹											
9131-5					Ø aː k ¹											
8799-5					ɣ o ¹											
9721-5					t ai ¹											
8124-5					Ø j aː m ¹											
8448-5					Ø aː m ¹											
8714-5					ȶ i t ¹											
5317-5					Ø u k ¹											
1138-5					Ø j e n ¹											
1502-5					ˀȵ i t ¹											
3109-5					Ø j a m ¹											
3334-5					Ø a ¹											
3840-5					ŋ aː n ¹											
3748-5					ʔ j aː k ¹											
3015-5					t i k ¹											
7262-5					Ø a n ¹											
10635-5					ɣ a k ¹											
697-5					Ø aːu ¹											
5031-5					Ø j ai ¹											
1553-5					q o m ¹											
224-5					t Ø i ¹											
186-5					t j a ŋ ¹											
5185-5					n a m ¹											
1484-5					Ø a ¹											
1933-5					ˀȵ i ¹											
2939-5					Ø o ŋ ¹											
1000-5					p u p ¹											
2551-5					k a ŋ ¹											
1646-5					Ø Ø ¹											
565-5					t o ¹											
5552-5					Ø Ø a k ¹											
3159-5					Ø Ø a ¹											
5876-5					kʰ Ø ¹											
1299-5					s i m ¹											
4862-5					p aː k ¹											
1180-5					t e ¹											
4008-5					q u Ø ¹											
6774-5					Ø aːi ¹											
3875-5					Ø aːi ¹											
6036-5					k Ø a ¹											
6398-5					Ø j e m ¹											
7063-5					Ø i n ¹											
492-5					t j e m ¹											
5927-5					Ø u m ¹											
3049-5					m aː ŋ ¹											
1850-5					Ø aː k ¹											
3262-5					Ø aː k ¹											
8260-5					Ø j e Ø ¹											
7551-5					tʰ au ¹											
9564-5					Ø Ø ¹											
9545-5					Ø i p ¹											
7833-5					tʰ j a k ¹											
9036-5					ȶ a ¹											
8904-5					m a ŋ ¹											
7683-5					Ø a m ¹											
8616-5					n a ŋ ¹											
11112-5					ˀȵ Ø a ¹											
11163-5					m a n ¹											
11130-5					m a n ¹											
7315-5					Ø a ¹											
10652-5					n i ¹											
10653-5					m aː ŋ ¹											
3398-5					ȶ o t ¹											
2357-5					Ø i ŋ ¹											
3696-5					ⁿd u ¹											
1610-5					ɣ aː ŋ ¹											
10716-5					p aː k ¹											
5722-5					Ø aː n ¹											
3317-5					ɕ Ø u ¹											
4142-5					Ø ɜ t ¹											
5705-5					Ø j u p ¹											
5980-5					q o Ø ¹											
6242-5					Ø j ai ¹											
1344-5					ɣ aː ŋ ¹											
3194-5					Ø aːi ¹											
4411-5					Ø Ø u p ¹											
7419-5					ˀȵ a ¹											
6070-5					ⁿd Ø ¹											
6139-5					Ø a n ¹											
10295-5					ˀȵ Ø aː ŋ ¹											
2821-5					Ø j aː n ¹											
3293-5					ŋ Ø aː ŋ ¹											
4999-5					Ø Ø a ¹											
4039-5					m i t ¹											
10273-5					Ø u ¹											
4056-5					Ø Ø n ¹											
10503-5					Ø Ø aː ŋ ¹											
10764-5					n Ø i ¹											
2248-5					Ø aːi ¹											
2266-5					Ø e ¹											
3713-5					ʔ u ŋ ¹											
8399-5					s a ¹											
8922-5					q au ¹											
9426-5					ⁿd o ¹											
7936-5					ⁿd a m ¹											
7799-5					j u ¹											
9855-5					Ø Ø i n ¹											
9751-5					p j aː k ¹											
1037-5					ʁ aːi ¹											
1367-5					Ø i ŋ ¹											
6916-5					Ø Ø n ¹											
2446-5					p i ¹											
6469-5					ɣ u m ¹											
6510-5					Ø Ø aː n ¹											
3414-5					m̥ j aː n ¹											
2889-5					Ø j Ø ¹											
4707-5					Ø j a k ¹											
7418-5					Ø u m ¹											
5099-5					s aː n ¹											
401-5					n̥ o ¹											
5910-5					t i n ¹											
10482-5					j aːu ¹											
5688-5					n̥ o ¹											
2622-5					m j a ¹											
4998-5					Ø aːi ¹											
4235-5					p a ¹											
2341-5					Ø e ¹											
10884-5					Ø e ŋ ¹											
3765-5					ɣ e ¹											
7734-5					ʔ j aː m ¹											
7902-5					Ø aː t ¹											
8731-5					t aː p ¹											
8414-5					Ø j aː m ¹											
9738-5					s i t ¹											
9632-5					m̥ a ¹											
1-5					Ø j u ¹											
6260-5					t au ¹											
5824-5					Ø u ¹											
1784-5					ŋ au ¹											
7245-5					ɣ aː k ¹											
6544-5					Ø u p ¹											
3500-5					q a m ¹											
1570-5					q e n ¹											
6122-5					j j u ¹											
2856-5					ɣ ə ¹											
9181-5					t i ŋ ¹											
8985-5					n̥ ai ¹											
8140-5					n̥ j a p ¹											
9115-5					ȶ Ø ¹											
9834-5					s j e t ¹											
8192-5					t o m ¹											
434-5					Ø a ¹											
10619-5					ɕ ai ¹											
6882-6						j ə t ¹										
6485-6						Ø ə n ¹										
4690-6						m o n ¹										
5671-6						Ø Ø Ø ə n ¹										
4272-6						l Ø aː p ¹										
10935-6						Ø e ¹										
4760-6						n j e n ¹										
1881-6						Ø a n ¹										
4777-6						ɕ Ø ə t ¹										
10969-6						Ø a n ¹										
10970-6						ˀȵ u ¹										
10206-6						Ø a n ¹										
6565-6						k w a n ¹										
1281-6						ʔ j e n ¹										
10569-6						n a m ¹										
6899-6						Ø Ø u ŋ ¹										
7081-6						k Ø ¹										
4090-6						ⁿd a m ¹										
2197-6						h u m ¹										
3352-6						t i ¹										
3892-6						Ø j ə t ¹										
1071-6						q aː m ¹										
10313-6						m ai ¹										
2671-6						ⁿd j ə t ¹										
5502-6						Ø Ø aː k ¹										
7382-6						ⁿd Ø u n ¹										
932-6						Ø i ŋ ¹										
533-6						m ai ¹										
4159-6						Ø a ¹										
2804-6						n u k ¹										
5451-6						Ø ai ¹										
5773-6						ʔ au ¹										
6933-6						ʔ au ¹										
4657-6						ʔ au ¹										
4658-6						Ø j aː ŋ ¹										
6966-6						h i ¹										
5351-6						Ø a ¹										
4073-6						ⁿd aːi ¹										
2163-6						Ø j aː ŋ ¹										
1121-6						Ø Ø a ¹										
5790-6						Ø aː ŋ ¹										
10413-6						m a ¹										
6731-6						m a ¹										
1645-6						m a ¹										
4914-6						m a ¹										
6175-6						n a ¹										
3092-6						Ø i ŋ ¹										
1247-6						l j aː n ¹										
5620-6						ɕ Ø u ¹										
4897-6						ʁ a ¹										
4811-6						Ø aː ŋ ¹										
1213-6						q aːi ¹										
11019-6						ʁ aː ŋ ¹										
11020-6						q aːi ¹										
2129-6						ʔ e p ¹										
3211-6						ŋ aː n ¹										
714-6						n o k ¹										
1729-6						q a ¹										
3679-6						m a ¹										
1054-6						m Ø ¹										
7448-6						m u m ¹										
582-6						m i ¹										
4743-6						m Ø o n ¹										
5419-6						l Ø ə n ¹										
5601-6						Ø i n ¹										
2705-6						m o m ¹										
6381-6						ˀȵ o ŋ ¹										
1017-6						Ø a ¹										
645-6						l u k ¹										
273-6						m ə t ¹										
4338-6						Ø j a k ¹										
2533-6						k i ¹										
1089-6						kʰ u p ¹										
843-6						n a n ¹										
2787-6						m̥ Ø a t ¹										
4462-6						ˀn u n ¹										
10918-6						h a n ¹										
6582-6						h Ø ¹										
2070-6						k a ¹										
3075-6						ˀȵ Ø aː k ¹										
10848-6						Ø a ¹										
2480-6						Ø ə n ¹										
2214-6						k ai ¹										
7225-6						h ə t ¹										
3515-6						p j a m ¹										
2588-6						Ø ə n ¹										
2908-6						p j aː k ¹										
2393-6						ˀn a ¹										
1156-6						ŋ ai ¹										
2374-6						ⁿd a ¹										
2146-6						Ø a ¹										
5133-6						ˀn a ŋ ¹										
4981-6						m u k ¹										
10239-6						m a ¹										
599-6						n Ø u t ¹										
5048-6						q o ¹										
6331-6						h a ¹										
290-6						kʰ i n ¹										
311-6						h aː k ¹										
3430-6						m j a ¹										
5369-6						m j a ¹										
2749-6						ȶ Ø o n ¹										
2621-6						l j a p ¹										
1181-6						t a k ¹										
949-6						t j u ¹										
2839-6						t i n ¹										
861-6						l aː k ¹										
6773-6						l aː k ¹										
5739-6						l aː k ¹										
5740-6						kʰ Ø ə t ¹										
3550-6						ɕ Ø u m ¹										
4445-6						p Ø u t ¹										
680-6						l o ŋ ¹										
817-6						Ø ə n ¹										
782-6						Ø j aː t ¹										
10396-6						ˀn j u ¹										
4606-6						n aː n ¹										
5207-6						m a n ¹										
7280-6						Ø a ¹										
6983-6						ʔ j Ø u t ¹										
5168-6						p u ŋ ¹										
1264-6						Ø u ¹										
915-6						t Ø ¹										
1767-6						Ø u ŋ ¹										
10901-6						k w e ŋ ¹										
10867-6						Ø o ŋ ¹										
417-6						k w aː n ¹										
2285-6						Ø j e ¹										
11002-6						ʔ Ø i t ¹										
6348-6						m ai ¹										
6349-6						ʁ aː n ¹										
10602-6						Ø ə n ¹										
5654-6						m j e n ¹										
880-6						l e ¹										
983-6						ˀȵ aː n ¹										
2033-6						t o ¹										
1433-6						ʔ j a ¹										
1467-6						Ø u k ¹										
469-6						t j u m ¹										
3127-6						m j a ¹										
4623-6						h a ¹										
7099-6						l j ə k ¹										
4726-6						ɕ Ø e n ¹										
10465-6						Ø aː n ¹										
5519-6						h ə n ¹										
5893-6						kʰ w u n ¹										
2857-6						t i n ¹										
3645-6						Ø aː n ¹										
3032-6						Ø j aː n ¹										
2088-6						Ø j a n ¹										
2463-6						p u ¹										
4794-6						n i ¹										
4569-6						l u ŋ ¹										
4586-6						Ø u ¹										
4552-6						p a ¹										
3228-6						q o ŋ ¹										
3245-6						j a ¹										
6651-6						l aː k ¹										
6652-6						Ø aː n ¹										
1817-6						l aː k ¹										
1818-6						Ø j aː k ¹										
11052-6						n u ¹										
1230-6						l aː k ¹										
3380-6						h e k ¹										
8174-6						Ø u m ¹										
8599-6						p j a m ¹										
7782-6						ⁿd j ai ¹										
8294-6						l Ø i k ¹										
8514-6						h aːi ¹										
9669-6						l j a k ¹										
8531-6						p aːi ¹										
7954-6						ʔ u k ¹										
9968-6						Ø aː m ¹										
8040-6						t a ¹										
9304-6						ȶ i ¹										
8345-6						t o k ¹										
8765-6						ȶ Ø o k ¹										
8849-6						Ø e ŋ ¹										
9286-6						k w aː ŋ ¹										
9581-6						n Ø u n ¹										
9267-6						l w a ¹										
8497-6						Ø ə n ¹										
7602-6						ʔ aː p ¹										
8431-6						Ø j ə n ¹										
10036-6						Ø u k ¹										
10019-6						l a k ¹										
9216-6						n e ¹										
8074-6						q a t ¹										
9511-6						p a n ¹										
8243-6						ʔ j a m ¹										
9250-6						t j e m ¹										
7568-6						Ø aːi ¹										
8832-6						k u ¹										
8057-6						ˀȵ e ¹										
7716-6						h u p ¹										
9899-6						ȶ i ¹										
7585-6						kʰ au ¹										
8582-6						Ø j a ¹										
9097-6						l a m ¹										
10125-6						Ø a ¹										
9460-6						l aːi ¹										
9649-6						Ø Ø u t ¹										
9870-6						ŋ a p ¹										
8680-6						n a m ¹										
7699-6						ȶ i t ¹										
9001-6						n w a t ¹										
9494-6						t i p ¹										
7666-6						ɕ j ə n ¹										
9598-6						t Ø a k ¹										
8023-6						q u m ¹										
9053-6						Ø Ø u t ¹										
10091-6						Ø ə k ¹										
10002-6						Ø j aːu ¹										
7765-6						t aːu ¹										
8800-6						m e ¹										
9934-6						k a ¹										
9985-6						ʔ aːu ¹										
7850-6						t aː p ¹										
7816-6						ʔ a m ¹										
8663-6						ʔ u m ¹										
8697-6						ȶ i t ¹										
9615-6						j a n ¹										
8362-6						t ə t ¹										
8091-6						t ai ¹										
8748-6						h a ¹										
22-6						Ø aːu ¹										
11084-6						Ø aːu ¹										
7365-6						n aːi ¹										
4201-6						Ø i ¹										
5841-6						Ø a ¹										
4640-6						t a ¹										
662-6						l ə n ¹										
384-6						ˀȵ aːu ¹										
5151-6						m e ¹										
1399-6						t o ¹										
5259-6						ʔ j ə t ¹										
10353-6						Ø a ¹										
10370-6						ˀȵ i ¹										
7401-6						h aː m ¹										
2958-6						h i ¹										
2770-6						ŋ o ¹										
6434-6						l j o k ¹										
6192-6						ɕ Ø ə t ¹										
2231-6						p aː t ¹										
5116-6						ȶ u ¹										
7297-6						Ø u p ¹										
3731-6						p e k ¹										
748-6						n a m ¹										
2180-6						h a m ¹										
4107-6						ˀȵ a m ¹										
2688-6						k Ø o n ¹										
616-6						k i ŋ ¹										
1898-6						Ø a k ¹										
203-6						m ai ¹										
897-6						Ø j a ¹										
10189-6						ɕ Ø e n ¹										
1592-6						Ø o k ¹										
6088-6						t j a ŋ ¹										
2975-6						ⁿd aː ŋ ¹										
6714-6						h u m ¹										
731-6						q a m ¹										
2722-6						j u ¹										
5637-6						h aː t ¹										
765-6						j Ø i k ¹										
1695-6						kʰ i m ¹										
2112-6						s j u ¹										
6634-6						m a ¹										
7331-6						ˀn a ¹										
7348-6						Ø aː ŋ ¹										
6527-6						t i ¹										
3568-6						Ø a n ¹										
4378-6						Ø aːi ¹										
6292-6						Ø Ø ə n ¹										
3585-6						Ø Ø aː ŋ ¹										
4428-6						Ø a m ¹										
7046-6						ɕ Ø a ŋ ¹										
1915-6						ʔ j a m ¹										
4518-6						k u ŋ ¹										
2516-6						s j Ø ¹										
4480-6						Ø aː n ¹										
2499-6						Ø j aː k ¹										
5584-6						h o ¹										
2429-6						h Ø ¹										
5224-6						q aːu ¹										
3464-6						kʰ j a k ¹										
10142-6						t o ŋ ¹										
7159-6						Ø a n ¹										
6599-6						ˀn ə ¹										
10207-6						m u ¹										
6837-6						Ø ə n ¹										
2654-6						Ø i ¹										
367-6						Ø Ø u k ¹										
5858-6						ˀn j a ¹										
451-6						Ø a n ¹										
5944-6						h aː ŋ ¹										
512-6						l j aː k ¹										
7138-6						ʔ Ø ¹										
4845-6						j a ¹										
4915-6						q aː t ¹										
10570-6						k Ø ¹										
5300-6						Ø j aː n ¹										
5418-6						ȶ i Ø ¹										
1748-6						Ø i k ¹										
3532-6						t u ¹										
310-6						t e ¹										
5368-6						Ø aː n ¹										
4321-6						t a p ¹										
5065-6						kʰ e ¹										
5961-6						l aː k ¹										
1450-6						t a ¹										
10430-6						Ø ə ¹										
6210-6						t Ø au ¹										
5468-6						Ø ə n ¹										
6685-6						h aːu ¹										
89-6						k a ¹										
153-6						Ø Ø ¹										
120-6						m j u ¹										
50-6						ʔ j aːi ¹										
4947-6						Ø aː n ¹										
8866-6						l j a k ¹										
9165-6						Ø aː k ¹										
7919-6						t a ŋ ¹										
9765-6						Ø Ø o t ¹										
7520-6						Ø aːu ¹										
8883-6						p o ¹										
8565-6						h u ŋ ¹										
8646-6						Ø Ø a m ¹										
9686-6						t j ə t ¹										
10108-6						Ø Ø ə t ¹										
10073-6						t a m ¹										
1536-6						l j u ¹										
9131-6						h aː k ¹										
8799-6						Ø o ¹										
9721-6						t ai ¹										
8124-6						Ø j aː m ¹										
8448-6						l aː m ¹										
8714-6						ȶ i t ¹										
5317-6						ˀn u k ¹										
1138-6						Ø j e n ¹										
1502-6						ˀȵ i t ¹										
3334-6						Ø a ¹										
3840-6						ŋ aː n ¹										
3748-6						ʔ j aː k ¹										
3015-6						t i k ¹										
7262-6						h a n ¹										
10635-6						Ø a k ¹										
697-6						l aːu ¹										
5031-6						p j ai ¹										
1553-6						q o m ¹										
224-6						t Ø i ¹										
186-6						t j a ŋ ¹										
5185-6						ˀn a m ¹										
1484-6						Ø a ¹										
1933-6						ˀȵ Ø ¹										
2939-6						Ø o ŋ ¹										
1000-6						p u p ¹										
2551-6						k a ŋ ¹										
565-6						t o ¹										
5552-6						Ø Ø a k ¹										
3159-6						Ø Ø a ¹										
5876-6						kʰ Ø ¹										
1299-6						Ø i m ¹										
4862-6						p aː k ¹										
1180-6						t e ¹										
4008-6						q u Ø ¹										
6774-6						l aːi ¹										
3875-6						h aːi ¹										
6036-6						ⁿd w a ¹										
6398-6						l j e m ¹										
7063-6						Ø i n ¹										
492-6						t j e m ¹										
1627-6						kʰ u ŋ ¹										
5927-6						h u m ¹										
3951-6						m ai ¹										
3049-6						m aː ŋ ¹										
6684-6						l aː k ¹										
1850-6						l aː k ¹										
3262-6						l aː k ¹										
8260-6						Ø e Ø ¹										
7551-6						tʰ au ¹										
9564-6						h Ø ¹										
9443-6						tʰ aːu ¹										
9545-6						h i p ¹										
7650-6						ȶ Ø e t ¹										
7833-6						tʰ j a Ø ¹										
9148-6						ʔ j au ¹										
9036-6						ȶ a ¹										
8904-6						m a ŋ ¹										
7683-6						Ø a m ¹										
8227-6						Ø a ¹										
8616-6						ˀn a ŋ ¹										
11112-6						ˀȵ a ¹										
11163-6						m a n ¹										
11130-6						m a n ¹										
7315-6						Ø a ¹										
10652-6						n i ¹										
10653-6						m aː ŋ ¹										
