COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
401-10										m o ts u
420-10										m o ts u
424-10										u s ui
442-10										m a sː u ŋ u
455-10										tɕ i tɕː a i
15-10										h a b i
22-10										n a n i
24-10										m i z uː
49-10										o t oː s a ɴ
78-10										a t a r a
89-10										k oː r i
130-10										m i
149-10										k oː r u
175-10										s e n a
183-10										h e b i
192-10										a s i
199-10										a t a
230-10										h a b i
233-10										a t a m a
250-10										h i z a
264-10										k oː r i
274-10										n a n i
298-10										k a n a i
303-10										h a n e
314-10										m o ts u
354-10										a s u
369-10										k oː r i
376-10										h a n a
415-10										m o ts u
418-10										n a i
451-10										d o k o
456-10										h a b e
72-10										n a n i
80-10										t a m a
104-10										a s i
118-10										s i o
142-10										m o ts u
150-10										n a m u
204-10										h i z a
