COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
309-10										k u s a
310-10										t o
311-10										n i
342-10										e k i
346-10										k u r a i
347-10										k i r u
348-10										h i r o i
351-10										t oː i
361-10										o m o t a i
379-10										k u s a r a i
394-10										h i d a r i
395-10										m i
400-10										h i pː a r u
412-10										s a k e r u
413-10										s a s u
414-10										h o r u
422-10										h u k u r e r u
423-10										k a n a ŋ a e r u
430-10										h a k u
435-10										h u k u
446-10										s i t a
447-10										u e
458-10										t o s i
56-10										h i t o
62-10										i n u
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m e
101-10										h a
114-10										k u b i
119-10										k i m o
134-10										s i tː e r u
138-10										s i n u r u
146-10										a r u k u
161-10										e o
171-10										k a w a
182-10										k e m u r i
188-10										j a m a
196-10										o r u
262-10										h i r u m a
300-10										h e s o
313-10										d e
350-10										s e b a i
352-10										tɕ i k a i
396-10										h u r u s iː
401-10										o s u
420-10										o tɕ i r u
424-10										u t a u
442-10										s i m e r u
455-10										i k i t e r u
15-10										a r e
22-10										n a i
24-10										m i ɴ n a
49-10										o n a ŋ e o
78-10										a b u r a
89-10										k e
130-10										m i r u
149-10										k u r u
175-10										s u n a
183-10										h i
192-10										a o i
199-10										a ts ui
230-10										a i
233-10										a e r a
250-10										h o k a i
264-10										k i r i
274-10										n u r e t a
298-10										k e ŋ u a
303-10										h a r a w a t a
314-10										m o s i
354-10										a ts ui
369-10										k i r e r u
376-10										w a tː e r ui
415-10										m u s u b u
418-10										n oː
451-10										h o k o r i
456-10										ts u k u n a
72-10										n i k u
80-10										t a m a ŋ o
104-10										a s i
118-10										s i ɴ z oː
142-10										t o b u
150-10										n e t e r u
204-10										i pː a i
