COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2238-8								j a ŋ
2507-8								i p a n
2526-8								j a ŋ
2535-8								j a ŋ
2544-8								g o i
2560-8								g o i
2569-8								j a ŋ
2578-8								g o i
2596-8								j u ŋ
2615-8								g o i
2663-8								g o i
2690-8								z i
2719-8								g o i
2728-8								g o i
2747-8								tʃ o
2756-8								g a ŋ
2774-8								g o i
19-8								n a
28-8								n a
107-8								tʃ i
145-8								tʃ o
190-8								tʃ o
229-8								a u
257-8								z i
338-8								tʃ a ŋ
436-8								j a ŋ
483-8								j a ŋ
535-8								j a ŋ
571-8								tʃ a ŋ
845-8								tʃ o
971-8								i p a n
1049-8								a u
1161-8								a u
1180-8								j a ŋ
1226-8								j a ŋ
1235-8								tʃ a ŋ
1280-8								tʃ a ŋ
1307-8								tʃ o
1379-8								g o i
1415-8								g a ŋ
1636-8								j a ŋ
1654-8								tʃ i
1680-8								j a ŋ
1725-8								j a ŋ
2127-8								g a ŋ
2181-8								tʃ o
2366-8								j a ŋ
2681-8								kʰ a m u
55-8								j a ŋ
116-8								tʃ i
154-8								tʃ i
