COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
247-7							n a ŋ tʃ i ŋ	
282-7							b u	
292-7							b i ŋ a	
301-7							ʃ i	
354-7							m i kʰ e n	
363-7							m i kʰ e n	
397-7							g a m	
406-7							pʰ u	
426-7							m i kʰ e n	
473-7							b i ŋ a	
499-7							b i r a	
526-7							m i kʰ e n	
544-7							b u	
553-7							d o ŋ a m	
599-7							g o i kʰ e n	
608-7							pʰ a kʰ e n	
617-7							ɲ e p kʰ e n	
645-7							m i kʰ e n	
663-7							i ŋ kʰ e n	
672-7							d o ŋ a kʰ e n	
681-7							ʃ i	
690-7							i ŋ a m	
708-7							b i ŋ a	
717-7							d o ŋ kʰ e n	
726-7							ʃ i	
744-7							m i kʰ e n	
782-7							ʃ i r a	
791-7							i ŋ a	
800-7							i ŋ a	
809-7							m a ŋ tʃ i ŋ	
836-7							m i kʰ e n	
881-7							m i kʰ e n	
890-7							ɾ u	
899-7							kʰ e n	
926-7							tʃ a m	
944-7							g a m	
953-7							m i kʰ e n	
980-7							ʃ i ŋ a	
998-7							m i kʰ e n	
1022-7							g a kʰ e n	
1031-7							b i ŋ a	
1069-7							tʃ o ŋ a kʰ e n	
1079-7							ʃ i r a	
1098-7							g a ŋ kʰ e n	
1117-7							ɾ u	
1141-7							b i ŋ a	
1189-7							m i kʰ e n	
1198-7							kʰ u	
1208-7							m i kʰ e n	
1217-7							m i kʰ e n	
1253-7							a m	
1271-7							n o ŋ tʃ i ŋ	
1289-7							b i ŋ a	
1316-7							n a ŋ	
1325-7							m i kʰ e n	
1334-7							i ŋ a	
1343-7							b i ŋ a	
1361-7							g a m	
1370-7							z u	
1388-7							m i kʰ e n	
1397-7							kʰ u	
1406-7							tʃ o ŋ tʃ e n	
1424-7							g a ŋ kʰ e n	
1433-7							kʰ u	
1442-7							m i kʰ e n	
1451-7							d a	
1468-7							m i kʰ e n	
1477-7							i ŋ a	
1502-7							i ŋ a	
1511-7							m i kʰ e n	
1529-7							d a	
1538-7							ɾ u	
1557-7							tʃ u ŋ	
1618-7							ʃ i	
1663-7							b u	
1689-7							i ŋ kʰ e n	
1698-7							kʰ u ŋ	
1707-7							m a ŋ tʃ i ŋ	
1716-7							i ŋ a m	
1742-7							m i kʰ e n	
1751-7							m i kʰ e n	
1778-7							d a	
1787-7							ɲ u r kʰ e n	
1823-7							m i kʰ e n	
1832-7							m i kʰ e n	
1842-7							n u ŋ	
1860-7							i ŋ a m	
1869-7							b i ŋ a	
1888-7							m i kʰ e n	
1897-7							ɾ u	
1932-7							kʰ u r kʰ e n	
1950-7							b u	
1968-7							m u r kʰ e n	
1978-7							ɲ u r kʰ e n	
1987-7							m i kʰ e n	
2015-7							m i ŋ a kʰ e n	
2118-7							n o ŋ tʃ i ŋ n	
2238-7							i ŋ a	
2507-7							m a ŋ tʃ i ŋ	
2526-7							d a ŋ	
2535-7							d a	
2544-7							ʃ i ŋ	
2560-7							b i ŋ a	
2569-7							kʰ e n	
2578-7							d o ŋ tʃ e n	
2596-7							ɾ u ŋ	
2615-7							ɾ i	
2663-7							m i kʰ e n	
2690-7							ɾ u	
2719-7							ʃ i kʰ e n	
2728-7							n a ŋ tʃ i kʰ e n	
2747-7							i i ŋ	
2756-7							b u	
2774-7							b i	
19-7							m i kʰ e n	
28-7							m i kʰ e n	
89-7							g a ŋ kʰ e n	
107-7							ʃ i ŋ a	
145-7							b u	
190-7							kʰ u	
338-7							b u	
436-7							ɾ u	
483-7							ɾ a	
535-7							b i kʰ e n	
571-7							g e p kʰ e n	
699-7							ʃ i ŋ a	
845-7							m i kʰ e n	
1049-7							b u	
1161-7							pʰ a m	
1180-7							ɾ a	
1226-7							b i r a	
1235-7							n a m kʰ e n	
1280-7							b i ŋ a	
1307-7							ɲ e p kʰ e n	
1352-7							g u	
1415-7							ɾ u	
1636-7							ɾ u	
1680-7							m i ŋ n	
1725-7							tʃ o kʰ e n	
2127-7							m i kʰ e n	
2181-7							ʃ i	
2366-7							m i kʰ e n	
2672-7							g a tʃ i	
2681-7							b i ŋ a	
55-7							m i kʰ e n	
80-7							m a ŋ tʃ i ŋ	
154-7							ʃ i	
181-7							kʰ u	
267-7							ʃ i	
319-7							m i kʰ e n	
389-7							g a tʃ i	
453-7							n a ŋ tʃ i ŋ	
508-7							m i ŋ	
563-7							b i ŋ a	
637-7							ɾ u	
754-7							n a ŋ	
819-7							d a m a	
827-7							b i ŋ a	
918-7							j a ŋ a	
1244-7							n u r kʰ e n	
1460-7							n a ŋ tʃ i ŋ	
1487-7							d a ŋ l a ŋ	
1521-7							ɾ u	
1734-7							b u	
2172-7							m i kʰ e n	
2256-7							m i kʰ e n	
2517-7							m i ŋ a kʰ e n	
2654-7							kʰ e n	
2737-7							ʃ i ŋ a	
329-7							tʃ a tʃ i	
415-7							m a ŋ tʃ i ŋ	
464-7							tʃ o ŋ tʃ e n	
493-7							ɾ i	
581-7							ɾ u	
591-7							n a g a m	
627-7							g a m a m	
655-7							b i a	
873-7							b i ŋ a	
909-7							d i r a kʰ e n	
990-7							tʃ i	
1013-7							kʰ u r kʰ e n	
1133-7							j u	
1150-7							b i ŋ a	
10-8								dʒ a ŋ
37-8								j a n
46-8								j a n
98-8								dʒ a ŋ
125-8								ɲ e p a n
162-8								g e p a n
171-8								j a n
219-8								dʒ a ŋ p a n
247-8								dʒ a ŋ p a n
282-8								tʰ u ŋ p a n
292-8								dʒ a ŋ p a n
301-8								j a n
354-8								i p a n
363-8								i p u
397-8								j a n
406-8								ɲ e p a n
426-8								i p a n
473-8								dʒ a ŋ p a n
499-8								n a n
526-8								n a
544-8								j u ŋ
553-8								dʒ a ŋ
599-8								i p a n
608-8								j a n
617-8								j a n
645-8								j a k
663-8								tʰ u ŋ p a n
672-8								ɲ e p a n
681-8								i n
690-8								i n
708-8								tʰ i ŋ p a n
717-8								i p a n
726-8								z i
744-8								dʒ a ŋ p a n
782-8								i n
791-8								i ŋ a ŋ
800-8								i ŋ a ŋ
809-8								n a n
836-8								i p u
881-8								j a
890-8								tʃ a
899-8								ɲ e p a n
926-8								n a
944-8								tʃ i n a n
953-8								j a n
980-8								dʒ a ŋ
998-8								j a k
1022-8								dʒ a ŋ p a n
1031-8								i ŋ p a n
1069-8								tʃ i p a n
1079-8								dʒ a ŋ p a n
1098-8								j a n
1117-8								j a k
1141-8								i ŋ
1189-8								j a n
1198-8								i n a n
1208-8								kʰ a l a n
1217-8								j a n
1253-8								a l a
1271-8								dʒ a ŋ p a n
1289-8								i n
1316-8								i ŋ a ŋ
1325-8								i p a n
1334-8								i ŋ a n
1343-8								tʰ u ŋ p a n
1361-8								j a n
1370-8								g p a n
1388-8								j a n
1397-8								i p a n
1406-8								dʒ o ŋ p a n
1424-8								dʒ a ŋ
1433-8								j a n
1442-8								j a
1451-8								pʰ a
1468-8								j a k
1477-8								dʒ a ŋ p a n
1502-8								i ŋ p a n
1511-8								i p a n
1529-8								tʃ a
1538-8								j a n
1557-8								tʰ u ŋ p a n
1618-8								i p a n
1663-8								tʰ u ŋ p a n
1689-8								i n
1698-8								i ŋ
1707-8								i ŋ a ŋ
1716-8								u ŋ p a n
1742-8								j a n
1751-8								g e p a n
1778-8								n a
1787-8								i p a n
1823-8								j a n
1832-8								j a n
1842-8								ɲ e p a n
1860-8								dʒ a ŋ p a n
1869-8								ɲ e p a n
1888-8								i p a n
1897-8								i p a n
1932-8								i p a n
1950-8								n ĭ z i
1968-8								dʒ a ŋ p a n
1978-8								ɲ e p a n
1987-8								j a n
2015-8								g e p a n
2118-8								i n i ŋ
2238-8								i ŋ a n
2507-8								ɲ e p a n
2526-8								j a n
2535-8								j a n
2544-8								i n i ŋ
2560-8								dʒ a ŋ p a n
2569-8								i p a n
2578-8								dʒ a ŋ p a n
2596-8								i ŋ
2615-8								z i
2663-8								i p a n
2690-8								i n
2719-8								z i
2728-8								tʰ u ŋ p a n
2747-8								i n i ŋ
2756-8								g e p a n
2774-8								i n i n
19-8								n a
28-8								n a
107-8								dʒ a ŋ p a n
145-8								tʰ u ŋ p a n
190-8								i p a n
229-8								j a n
257-8								dʒ a ŋ p a n
338-8								tʰ u ŋ p a n
436-8								j a n
483-8								pʰ a n
535-8								ɲ e p a n
571-8								g e p a n
845-8								ɲ e p a n
971-8								i p a n
1049-8								j a n
1161-8								pʰ a l o
1180-8								j a n
1226-8								j a n
1235-8								dʒ a ŋ p a n
1280-8								i ŋ a ŋ
1307-8								g e p a n
1379-8								z i
1415-8								j a n
1636-8								pʰ a n
1654-8								j a n
1680-8								pʰ a n
1725-8								tʃ i k p a n
2127-8								dʒ a ŋ p a n
2181-8								ɲ e p a n
2366-8								tʃ i k p a n
2681-8								u ŋ p a n
55-8								tʃ a
116-8								i p u
154-8								n a ŋ
181-8								i ŋ p a n
210-8								n a n
267-8								i ŋ p a n
319-8								i p a n
389-8								g o p a n
453-8								tʰ u ŋ p a n
508-8								i ŋ p a n
563-8								dʒ a ŋ p a n
637-8								i a n
754-8								i ŋ p a n
764-8								dʒ a ŋ p a n
819-8								z i a ŋ
918-8								i ŋ p a n
1487-8								dʒ a ŋ p a n
1521-8								tʰ u ŋ p a n
2033-8								i p a n
2172-8								z i
2256-8								g e p a n
415-8								i a n
627-8								tʃ i n a n
990-8								dʒ a l a n
1013-8								g e a n
1584-8								dʒ a ŋ p a n
