ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_SUBGROUP
843	77_eye	eye	MonpaTomko	Monpa Tomko	miŋ	miŋ	m i ŋ	kala1376	27.16536	92.23077	Tshanglic	4 7 4	AXN	MIN	8	8.M.C 8.I.V 8.N.c	2.0 1.5 0.8	miŋ	0	690
844	77_eye	eye	MonpaNamsu	Monpa Namsu	miŋ	miŋ	m i ŋ	kala1376	27.359505	92.34921	Tshanglic	4 7 4	AXN	MIN	5	5.M.C 5.I.V 5.N.c	2.0 1.5 0.8	miŋ	0	690
845	77_eye	eye	MonpaTembang	Monpa Tembang	miŋ	miŋ	m i ŋ	tsha1245	27.333876	92.40513	Tshanglic	4 7 4	AXN	MIN	7	7.M.C 7.I.V 7.N.c	2.0 1.5 0.8	miŋ	0	690
846	77_eye	eye	MonpaDirangDum	Monpa Dirang Dum	miŋ	miŋ	m i ŋ	tsha1245	27.334341	92.293734	Tshanglic	4 7 4	AXN	MIN	3	3.M.C 3.I.V 3.N.c	2.0 1.5 0.8	miŋ	0	690
847	77_eye	eye	MonpaSangti	Monpa Sangti	miŋ	miŋ	m i ŋ	tsha1245	27.402266	92.314934	Tshanglic	4 7 4	AXN	MIN	6	6.M.C 6.I.V 6.N.c	2.0 1.5 0.8	miŋ	0	690
848	77_eye	eye	MonpaDirang	Monpa Dirang	miŋ	miŋ	m i ŋ	tsha1245	27.34959	92.27914	Tshanglic	4 7 4	AXN	MIN	2	2.M.C 2.I.V 2.N.c	2.0 1.5 0.8	miŋ	0	690
849	77_eye	eye	MonpaTawangMonastery	Monpa Tawang Monastery	meloŋ	meloŋ	m e l o ŋ	dakp1242	27.586829	91.85796	Takpa
850	77_eye	eye	MonpaZimithang	Monpa Zimithang	minoŋ	minoŋ	m i n o ŋ	dakp1242	27.335901	92.306528	Takpa
851	77_eye	eye	MonpaChangprong	Monpa Changprong	meloŋ	meloŋ	m e l o ŋ	dakp1242	27.578928	91.876393	Takpa
4343	77_eye	eye	SartangKhoitam	Sartang Khoitam	khaʔby	khaʔby	kʰ a ʔ b y	khoi1252	27.358518	92.438415	Khobwa
4344	77_eye	eye	ChugParchu	Chug Parchu	khum	khum	kʰ u m	chug1252	27.420054	92.234173	Khobwa
4345	77_eye	eye	SartangDarbuA	Sartang Darbu 1	khambyi	khambyi	kʰ a m b y i	sart1249	27.329171	92.358727	Khobwa
4346	77_eye	eye	LishLish	Lish Lish	khumu	khumu	kʰ u m u	lish1235	27.368692	92.249809	Khobwa
4347	77_eye	eye	SherdukpenRupa	Sherdukpen Rupa	khŭbi	khŭbi	kʰ ŭ b i	sher1256	27.203981	92.398629	Khobwa
4348	77_eye	eye	SartangDarbuB	Sartang Darbu 2	kamby	kamby	k a m b y	sart1249	27.329171	92.358727	Khobwa
4349	77_eye	eye	SartangKhoina	Sartang Khoina	khabə	khabə	kʰ a b ə	khoi1253	27.337381	92.529683	Khobwa
4350	77_eye	eye	BugunSingchung	Bugun Singchung	mijak	mijak	m i j a k	sing1271	27.195773	92.473437	Khobwa
4351	77_eye	eye	BugunWangho	Bugun Wangho	mijak	mijak	m i j a k	wang1301	27.231398	92.436886	Khobwa
4352	77_eye	eye	BugunBichom	Bugun Bichom	mijak	mijak	m i j a k	bich1234	27.272159	92.574219	Khobwa
4353	77_eye	eye	BugunKaspi	Bugun Kaspi	mije	mije	m i j e	kasp1234	27.204143	92.549541	Khobwa
4354	77_eye	eye	BugunNamphri	Bugun Namphri	mijak	mijak	m i j a k	namp1239	27.196633	92.504931	Khobwa
4355	77_eye	eye	SherdukpenShergaon	Sherdukpen Shergaon	khebi	khebi	kʰ e b i	sher1256	27.104558	92.27076	Khobwa
6977	77_eye	eye	MijiNafra	Miji Nafra	məri	məri	m ə r i	miji1239	27.373776	92.546071	Khobwa
6978	77_eye	eye	HrusoAkaJamiri	Hruso Aka Jamiri	ʔiɲi	ʔiɲi	ʔ i ɲ i	hrus1242	27.184929	92.599114	Khobwa
6979	77_eye	eye	NamreiNabolang	Namrei Nabolang	mẽ	mẽ	m ẽ	miji1239	27.546333	92.797975	Khobwa
6980	77_eye	eye	NamreiBisai	Namrei Bisai	mẽ	mẽ	m ẽ	miji1239	27.682796	92.700031	Khobwa
6981	77_eye	eye	DammaiRurang	Dammai Rurang	mər	mər	m ə r	miji1239	27.368455	92.500637	Khobwa
6982	77_eye	eye	DammaiDibin	Dammai Dibin	meʔ	meʔ	m e ʔ	miji1239	27.437363	92.531354	Khobwa
852	78_face	face	MonpaKalaktang	Monpa Kalaktang	doŋpa	doŋpa	d o ŋ p a	kala1376	27.104162	92.113017	Tshanglic	1 7 4 1 7	AXMBZ	TUNPA	4	4.T.C 4.U.V 4.N.c 4.P.C 4.A.V	2.0 1.5 1.1 1.75 0.8	doŋpa	0	699
853	78_face	face	MonpaBalemu	Monpa Balemu	doŋpa	doŋpa	d o ŋ p a	kala1376	26.964717	92.164581	Tshanglic	1 7 4 1 7	AXMBZ	TUNPA	1	1.T.C 1.U.V 1.N.c 1.P.C 1.A.V	2.0 1.5 1.1 1.75 0.8	doŋpa	0	699
854	78_face	face	MonpaTomko	Monpa Tomko	ba	ba	b a	kala1376	27.16536	92.23077	Tshanglic	1 7	AX	PA	8	8.P.C 8.A.V	2.0 1.5	ba	0	700
855	78_face	face	MonpaNamsu	Monpa Namsu	doŋpa	doŋpa	d o ŋ p a	kala1376	27.359505	92.34921	Tshanglic	1 7 4 1 7	AXMBZ	TUNPA	5	5.T.C 5.U.V 5.N.c 5.P.C 5.A.V	2.0 1.5 1.1 1.75 0.8	doŋpa	0	699
856	78_face	face	MonpaTembang	Monpa Tembang	doŋpa	doŋpa	d o ŋ p a	tsha1245	27.333876	92.40513	Tshanglic	1 7 4 1 7	AXMBZ	TUNPA	7	7.T.C 7.U.V 7.N.c 7.P.C 7.A.V	2.0 1.5 1.1 1.75 0.8	doŋpa	0	699
857	78_face	face	MonpaDirangDum	Monpa Dirang Dum	doŋpa	doŋpa	d o ŋ p a	tsha1245	27.334341	92.293734	Tshanglic	1 7 4 1 7	AXMBZ	TUNPA	3	3.T.C 3.U.V 3.N.c 3.P.C 3.A.V	2.0 1.5 1.1 1.75 0.8	doŋpa	0	699
858	78_face	face	MonpaSangti	Monpa Sangti	doŋpa	doŋpa	d o ŋ p a	tsha1245	27.402266	92.314934	Tshanglic	1 7 4 1 7	AXMBZ	TUNPA	6	6.T.C 6.U.V 6.N.c 6.P.C 6.A.V	2.0 1.5 1.1 1.75 0.8	doŋpa	0	699
859	78_face	face	MonpaDirang	Monpa Dirang	doŋpa	doŋpa	d o ŋ p a	tsha1245	27.34959	92.27914	Tshanglic	1 7 4 1 7	AXMBZ	TUNPA	2	2.T.C 2.U.V 2.N.c 2.P.C 2.A.V	2.0 1.5 1.1 1.75 0.8	doŋpa	0	699
860	78_face	face	MonpaTawangMonastery	Monpa Tawang Monastery	bah̥	bah̥	b a h̥	dakp1242	27.586829	91.85796	Takpa
861	78_face	face	MonpaZimithang	Monpa Zimithang	bah̥	bah̥	b a h̥	dakp1242	27.335901	92.306528	Takpa
862	78_face	face	MonpaChangprong	Monpa Changprong	bah̥	bah̥	b a h̥	dakp1242	27.578928	91.876393	Takpa
4356	78_face	face	SartangKhoitam	Sartang Khoitam	dʒuik	dʒuik	dʒ u i k	khoi1252	27.358518	92.438415	Khobwa
4357	78_face	face	ChugParchu	Chug Parchu	doŋpa	doŋpa	d o ŋ p a	chug1252	27.420054	92.234173	Khobwa
4358	78_face	face	SartangDarbuA	Sartang Darbu 1	zyk	zyk	z y k	sart1249	27.329171	92.358727	Khobwa
4359	78_face	face	LishLish	Lish Lish	doʔ; doŋpa	doʔ	d o ʔ	lish1235	27.368692	92.249809	Khobwa
4360	78_face	face	LishLish	Lish Lish	doʔ; doŋpa	doŋpa	d o ŋ p a	lish1235	27.368692	92.249809	Khobwa
4361	78_face	face	SherdukpenRupa	Sherdukpen Rupa	bo	bo	b o	sher1256	27.203981	92.398629	Khobwa
4362	78_face	face	SartangDarbuB	Sartang Darbu 2	zyk	zyk	z y k	sart1249	27.329171	92.358727	Khobwa
4363	78_face	face	SartangKhoina	Sartang Khoina	zyk	zyk	z y k	khoi1253	27.337381	92.529683	Khobwa
4364	78_face	face	BugunSingchung	Bugun Singchung	midʒa	midʒa	m i dʒ a	sing1271	27.195773	92.473437	Khobwa
4365	78_face	face	BugunWangho	Bugun Wangho	midʒa	midʒa	m i dʒ a	wang1301	27.231398	92.436886	Khobwa
4366	78_face	face	BugunBichom	Bugun Bichom	mizija	mizija	m i z i j a	bich1234	27.272159	92.574219	Khobwa
4367	78_face	face	BugunKaspi	Bugun Kaspi	mədʒia	mədʒia	m ə dʒ i a	kasp1234	27.204143	92.549541	Khobwa
4368	78_face	face	BugunNamphri	Bugun Namphri	mədʒija	mədʒija	m ə dʒ i j a	namp1239	27.196633	92.504931	Khobwa
4369	78_face	face	SherdukpenShergaon	Sherdukpen Shergaon	doŋpu	doŋpu	d o ŋ p u	sher1256	27.104558	92.27076	Khobwa
6959	78_face	face	MijiNafra	Miji Nafra	gamija	gamija	g a m i j a	miji1239	27.373776	92.546071	Khobwa
6960	78_face	face	HrusoAkaJamiri	Hruso Aka Jamiri	ʔokhumo	ʔokhumo	ʔ o kʰ u m o	hrus1242	27.184929	92.599114	Khobwa
6961	78_face	face	NamreiNabolang	Namrei Nabolang	khamija	khamija	kʰ a m i j a	miji1239	27.546333	92.797975	Khobwa
6962	78_face	face	NamreiBisai	Namrei Bisai	khamija	khamija	kʰ a m i j a	miji1239	27.682796	92.700031	Khobwa
6963	78_face	face	DammaiRurang	Dammai Rurang	gamija	gamija	g a m i j a	miji1239	27.368455	92.500637	Khobwa
6964	78_face	face	DammaiDibin	Dammai Dibin	gamija	gamija	g a m i j a	miji1239	27.437363	92.531354	Khobwa
863	79_far	far	MonpaKalaktang	Monpa Kalaktang	thariŋbu	thariŋbu	tʰ a r i ŋ b u	kala1376	27.104162	92.113017	Tshanglic	1 7 5 7 4 1 7	AXBYMBZ	TARINPY	4	4.T.C 4.A.V 4.R.C 4.I.V 4.N.c 4.P.C 4.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tʰariŋbu	0	708
864	79_far	far	MonpaBalemu	Monpa Balemu	thariŋbu	thariŋbu	tʰ a r i ŋ b u	kala1376	26.964717	92.164581	Tshanglic	1 7 5 7 4 1 7	AXBYMBZ	TARINPY	1	1.T.C 1.A.V 1.R.C 1.I.V 1.N.c 1.P.C 1.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tʰariŋbu	0	708
865	79_far	far	MonpaTomko	Monpa Tomko	thariŋbu	thariŋbu	tʰ a r i ŋ b u	kala1376	27.16536	92.23077	Tshanglic	1 7 5 7 4 1 7	AXBYMBZ	TARINPY	8	8.T.C 8.A.V 8.R.C 8.I.V 8.N.c 8.P.C 8.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tʰariŋbu	0	708
866	79_far	far	MonpaNamsu	Monpa Namsu	thăɾiŋbu	thăɾiŋbu	tʰ ă ɾ i ŋ b u	kala1376	27.359505	92.34921	Tshanglic	1 7 5 7 4 1 7	AXBYMBZ	TARINPY	5	5.T.C 5.A.V 5.R.C 5.I.V 5.N.c 5.P.C 5.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tʰăɾiŋbu	0	708
867	79_far	far	MonpaTembang	Monpa Tembang	thariŋbu	thariŋbu	tʰ a r i ŋ b u	tsha1245	27.333876	92.40513	Tshanglic	1 7 5 7 4 1 7	AXBYMBZ	TARINPY	7	7.T.C 7.A.V 7.R.C 7.I.V 7.N.c 7.P.C 7.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tʰariŋbu	0	708
868	79_far	far	MonpaDirangDum	Monpa Dirang Dum	thăɾiŋbu	thăɾiŋbu	tʰ ă ɾ i ŋ b u	tsha1245	27.334341	92.293734	Tshanglic	1 7 5 7 4 1 7	AXBYMBZ	TARINPY	3	3.T.C 3.A.V 3.R.C 3.I.V 3.N.c 3.P.C 3.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tʰăɾiŋbu	0	708
869	79_far	far	MonpaSangti	Monpa Sangti	dʒaŋlimbu	dʒaŋlimbu	dʒ a ŋ l i m b u	tsha1245	27.402266	92.314934	Tshanglic	1 7 4 5 7 4 1 7	AXBCYMBZ	TANLIMPY	6	6.T.C 6.A.V 6.N.C 6.L.C 6.I.V 6.M.c 6.P.C 6.Y.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8	dʒaŋlimbu	0	708
870	79_far	far	MonpaDirang	Monpa Dirang	dʒaŋɾiŋbu	dʒaŋɾiŋbu	dʒ a ŋ ɾ i ŋ b u	tsha1245	27.34959	92.27914	Tshanglic	1 7 4 5 7 4 1 7	AXBCYMBZ	TANRINPY	2	2.T.C 2.A.V 2.N.C 2.R.C 2.I.V 2.N.c 2.P.C 2.Y.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8	dʒaŋɾiŋbu	0	708
871	79_far	far	MonpaTawangMonastery	Monpa Tawang Monastery	thora	thora	tʰ o r a	dakp1242	27.586829	91.85796	Takpa
872	79_far	far	MonpaZimithang	Monpa Zimithang	thariŋbu	thariŋbu	tʰ a r i ŋ b u	dakp1242	27.335901	92.306528	Takpa
873	79_far	far	MonpaChangprong	Monpa Changprong	thariŋph	thariŋph	tʰ a r i ŋ pʰ	dakp1242	27.578928	91.876393	Takpa
4370	79_far	far	SartangKhoitam	Sartang Khoitam	atʃoʔ	atʃoʔ	a tʃ o ʔ	khoi1252	27.358518	92.438415	Khobwa
4371	79_far	far	ChugParchu	Chug Parchu	thaoriŋ	thaoriŋ	tʰ a o r i ŋ	chug1252	27.420054	92.234173	Khobwa
4372	79_far	far	SartangDarbuA	Sartang Darbu 1	atʃho	atʃho	a tʃʰ o	sart1249	27.329171	92.358727	Khobwa
4373	79_far	far	LishLish	Lish Lish	humaŭliŋ	humaŭliŋ	h u m a ŭ l i ŋ	lish1235	27.368692	92.249809	Khobwa
4374	79_far	far	SherdukpenRupa	Sherdukpen Rupa	okhjo	okhjo	o kʰ j o	sher1256	27.203981	92.398629	Khobwa
4375	79_far	far	SartangDarbuB	Sartang Darbu 2	atʃoʔ	atʃoʔ	a tʃ o ʔ	sart1249	27.329171	92.358727	Khobwa
4376	79_far	far	SartangKhoina	Sartang Khoina	atʃho	atʃho	a tʃʰ o	khoi1253	27.337381	92.529683	Khobwa
4377	79_far	far	BugunSingchung	Bugun Singchung	ruaŋ	ruaŋ	r u a ŋ	sing1271	27.195773	92.473437	Khobwa
4378	79_far	far	BugunWangho	Bugun Wangho	ruaŋ	ruaŋ	r u a ŋ	wang1301	27.231398	92.436886	Khobwa
4379	79_far	far	BugunBichom	Bugun Bichom	ruaŋ	ruaŋ	r u a ŋ	bich1234	27.272159	92.574219	Khobwa
4380	79_far	far	BugunKaspi	Bugun Kaspi	ruwaŋ	ruwaŋ	r u w a ŋ	kasp1234	27.204143	92.549541	Khobwa
4381	79_far	far	BugunNamphri	Bugun Namphri	ruaŋ	ruaŋ	r u a ŋ	namp1239	27.196633	92.504931	Khobwa
4382	79_far	far	SherdukpenShergaon	Sherdukpen Shergaon	atʃoʔ	atʃoʔ	a tʃ o ʔ	sher1256	27.104558	92.27076	Khobwa
8057	79_far	far	MijiNafra	Miji Nafra	mərən	mərən	m ə r ə n	miji1239	27.373776	92.546071	Khobwa
8058	79_far	far	HrusoAkaJamiri	Hruso Aka Jamiri	ʔəxə	ʔəxə	ʔ ə x ə	hrus1242	27.184929	92.599114	Khobwa
8059	79_far	far	NamreiNabolang	Namrei Nabolang	mərən	mərən	m ə r ə n	miji1239	27.546333	92.797975	Khobwa
8060	79_far	far	NamreiBisai	Namrei Bisai	mərən	mərən	m ə r ə n	miji1239	27.682796	92.700031	Khobwa
8061	79_far	far	DammaiRurang	Dammai Rurang	maraŋ	maraŋ	m a r a ŋ	miji1239	27.368455	92.500637	Khobwa
8062	79_far	far	DammaiDibin	Dammai Dibin	arən	arən	a r ə n	miji1239	27.437363	92.531354	Khobwa
874	80_fast	fast	MonpaKalaktang	Monpa Kalaktang	dʒokpu	dʒokpu	dʒ o k p u	kala1376	27.104162	92.113017	Tshanglic	1 7 1 1 7	AXMBZ	TUKPY	4	4.T.C 4.U.V 4.K.c 4.P.C 4.Y.V	2.0 1.5 1.1 1.75 0.8	dʒokpu	0	717
875	80_fast	fast	MonpaBalemu	Monpa Balemu	dʒokpu	dʒokpu	dʒ o k p u	kala1376	26.964717	92.164581	Tshanglic	1 7 1 1 7	AXMBZ	TUKPY	1	1.T.C 1.U.V 1.K.c 1.P.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	dʒokpu	0	717
876	80_fast	fast	MonpaTomko	Monpa Tomko	dʒokpu	dʒokpu	dʒ o k p u	kala1376	27.16536	92.23077	Tshanglic	1 7 1 1 7	AXMBZ	TUKPY	8	8.T.C 8.U.V 8.K.c 8.P.C 8.Y.V	2.0 1.5 1.1 1.75 0.8	dʒokpu	0	717
877	80_fast	fast	MonpaNamsu	Monpa Namsu	dʒokpu	dʒokpu	dʒ o k p u	kala1376	27.359505	92.34921	Tshanglic	1 7 1 1 7	AXMBZ	TUKPY	5	5.T.C 5.U.V 5.K.c 5.P.C 5.Y.V	2.0 1.5 1.1 1.75 0.8	dʒokpu	0	717
878	80_fast	fast	MonpaTembang	Monpa Tembang	dʒokpu	dʒokpu	dʒ o k p u	tsha1245	27.333876	92.40513	Tshanglic	1 7 1 1 7	AXMBZ	TUKPY	7	7.T.C 7.U.V 7.K.c 7.P.C 7.Y.V	2.0 1.5 1.1 1.75 0.8	dʒokpu	0	717
879	80_fast	fast	MonpaDirangDum	Monpa Dirang Dum	dʒokpu	dʒokpu	dʒ o k p u	tsha1245	27.334341	92.293734	Tshanglic	1 7 1 1 7	AXMBZ	TUKPY	3	3.T.C 3.U.V 3.K.c 3.P.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	dʒokpu	0	717
880	80_fast	fast	MonpaSangti	Monpa Sangti	dʒokpu	dʒokpu	dʒ o k p u	tsha1245	27.402266	92.314934	Tshanglic	1 7 1 1 7	AXMBZ	TUKPY	6	6.T.C 6.U.V 6.K.c 6.P.C 6.Y.V	2.0 1.5 1.1 1.75 0.8	dʒokpu	0	717
881	80_fast	fast	MonpaDirang	Monpa Dirang	dʒokpu	dʒokpu	dʒ o k p u	tsha1245	27.34959	92.27914	Tshanglic	1 7 1 1 7	AXMBZ	TUKPY	2	2.T.C 2.U.V 2.K.c 2.P.C 2.Y.V	2.0 1.5 1.1 1.75 0.8	dʒokpu	0	717
882	80_fast	fast	MonpaTawangMonastery	Monpa Tawang Monastery	ʃet	ʃet	ʃ e t	dakp1242	27.586829	91.85796	Takpa
883	80_fast	fast	MonpaZimithang	Monpa Zimithang	ʃetpo	ʃetpo	ʃ e t p o	dakp1242	27.335901	92.306528	Takpa
884	80_fast	fast	MonpaChangprong	Monpa Changprong	dodʒo	dodʒo	d o dʒ o	dakp1242	27.578928	91.876393	Takpa
4383	80_fast	fast	SartangKhoitam	Sartang Khoitam	adʒoʔ	adʒoʔ	a dʒ o ʔ	khoi1252	27.358518	92.438415	Khobwa
4384	80_fast	fast	ChugParchu	Chug Parchu	pasa	pasa	p a s a	chug1252	27.420054	92.234173	Khobwa
4385	80_fast	fast	SartangDarbuA	Sartang Darbu 1	adʒoʔ	adʒoʔ	a dʒ o ʔ	sart1249	27.329171	92.358727	Khobwa
4386	80_fast	fast	LishLish	Lish Lish	ʃeʃaɾa	ʃeʃaɾa	ʃ e ʃ a ɾ a	lish1235	27.368692	92.249809	Khobwa
4387	80_fast	fast	SherdukpenRupa	Sherdukpen Rupa	atʃer	atʃer	a tʃ e r	sher1256	27.203981	92.398629	Khobwa
4388	80_fast	fast	SartangDarbuB	Sartang Darbu 2	atʃher	atʃher	a tʃʰ e r	sart1249	27.329171	92.358727	Khobwa
4389	80_fast	fast	SartangKhoina	Sartang Khoina	adʒoʔ	adʒoʔ	a dʒ o ʔ	khoi1253	27.337381	92.529683	Khobwa
4390	80_fast	fast	BugunSingchung	Bugun Singchung	dʒok	dʒok	dʒ o k	sing1271	27.195773	92.473437	Khobwa
4391	80_fast	fast	BugunWangho	Bugun Wangho	kəthau	kəthau	k ə tʰ a u	wang1301	27.231398	92.436886	Khobwa
4392	80_fast	fast	BugunBichom	Bugun Bichom	tʃeŋ	tʃeŋ	tʃ e ŋ	bich1234	27.272159	92.574219	Khobwa
4393	80_fast	fast	BugunKaspi	Bugun Kaspi	dʒok	dʒok	dʒ o k	kasp1234	27.204143	92.549541	Khobwa
4394	80_fast	fast	BugunNamphri	Bugun Namphri	ebi	ebi	e b i	namp1239	27.196633	92.504931	Khobwa
4395	80_fast	fast	SherdukpenShergaon	Sherdukpen Shergaon	ipsiŋba	ipsiŋba	i p s i ŋ b a	sher1256	27.104558	92.27076	Khobwa
7960	80_fast	fast	MijiNafra	Miji Nafra	məgdʒa	məgdʒa	m ə g dʒ a	miji1239	27.373776	92.546071	Khobwa
7961	80_fast	fast	HrusoAkaJamiri	Hruso Aka Jamiri	kətʃo	kətʃo	k ə tʃ o	hrus1242	27.184929	92.599114	Khobwa
7962	80_fast	fast	NamreiNabolang	Namrei Nabolang	məkhəgija; məkheto	məkhəgija	m ə kʰ ə g i j a	miji1239	27.546333	92.797975	Khobwa
7963	80_fast	fast	NamreiNabolang	Namrei Nabolang	məkhəgija; məkheto	məkheto	m ə kʰ e t o	miji1239	27.546333	92.797975	Khobwa
7964	80_fast	fast	NamreiBisai	Namrei Bisai	məkheto	məkheto	m ə kʰ e t o	miji1239	27.682796	92.700031	Khobwa
7965	80_fast	fast	DammaiRurang	Dammai Rurang	mabədʒa	mabədʒa	m a b ə dʒ a	miji1239	27.368455	92.500637	Khobwa
7966	80_fast	fast	DammaiDibin	Dammai Dibin	agəthup	agəthup	a g ə tʰ u p	miji1239	27.437363	92.531354	Khobwa
885	82_fat	fat	MonpaKalaktang	Monpa Kalaktang	jan; si	jan	j a n	kala1376	27.104162	92.113017	Tshanglic	6 7 4	AXN	JAN	4	4.J.C 4.A.V 4.N.c	2.0 1.5 0.8	jan	0	727
886	82_fat	fat	MonpaKalaktang	Monpa Kalaktang	jan; si	si	s i	kala1376	27.104162	92.113017	Tshanglic	3 7	AX	SI	4	4.S.C 4.I.V	2.0 1.5	si	0	726
887	82_fat	fat	MonpaBalemu	Monpa Balemu	si	si	s i	kala1376	26.964717	92.164581	Tshanglic	3 7	AX	SI	1	1.S.C 1.I.V	2.0 1.5	si	0	726
888	82_fat	fat	MonpaTomko	Monpa Tomko	si	si	s i	kala1376	27.16536	92.23077	Tshanglic	3 7	AX	SI	8	8.S.C 8.I.V	2.0 1.5	si	0	726
889	82_fat	fat	MonpaNamsu	Monpa Namsu	si	si	s i	kala1376	27.359505	92.34921	Tshanglic	3 7	AX	SI	5	5.S.C 5.I.V	2.0 1.5	si	0	726
890	82_fat	fat	MonpaTembang	Monpa Tembang	si	si	s i	tsha1245	27.333876	92.40513	Tshanglic	3 7	AX	SI	7	7.S.C 7.I.V	2.0 1.5	si	0	726
891	82_fat	fat	MonpaDirangDum	Monpa Dirang Dum	si	si	s i	tsha1245	27.334341	92.293734	Tshanglic	3 7	AX	SI	3	3.S.C 3.I.V	2.0 1.5	si	0	726
892	82_fat	fat	MonpaSangti	Monpa Sangti	si	si	s i	tsha1245	27.402266	92.314934	Tshanglic	3 7	AX	SI	6	6.S.C 6.I.V	2.0 1.5	si	0	726
893	82_fat	fat	MonpaDirang	Monpa Dirang	si	si	s i	tsha1245	27.34959	92.27914	Tshanglic	3 7	AX	SI	2	2.S.C 2.I.V	2.0 1.5	si	0	726
894	82_fat	fat	MonpaTawangMonastery	Monpa Tawang Monastery	tʃhi	tʃhi	tʃʰ i	dakp1242	27.586829	91.85796	Takpa
895	82_fat	fat	MonpaZimithang	Monpa Zimithang	tʃhi	tʃhi	tʃʰ i	dakp1242	27.335901	92.306528	Takpa
896	82_fat	fat	MonpaChangprong	Monpa Changprong	tʃhi	tʃhi	tʃʰ i	dakp1242	27.578928	91.876393	Takpa
897	82_fat	fat	MonpaKalaktang	Monpa Kalaktang	toktumaŋ	toktumaŋ	t o k t u m a ŋ	kala1376	27.104162	92.113017	Tshanglic	1 7 1 1 7 4 7 4	AXMBYBYN	TUKTYMAN	4	4.T.C 4.U.V 4.K.c 4.T.C 4.Y.V 4.M.C 4.A.V 4.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	toktumaŋ	0	731
898	82_fat	fat	MonpaBalemu	Monpa Balemu	thaŋpu	thaŋpu	tʰ a ŋ p u	kala1376	26.964717	92.164581	Tshanglic	1 7 4 1 7	AXMBZ	TANPY	1	1.T.C 1.A.V 1.N.c 1.P.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	tʰaŋpu	0	728
899	82_fat	fat	MonpaTomko	Monpa Tomko	thaŋpu	thaŋpu	tʰ a ŋ p u	kala1376	27.16536	92.23077	Tshanglic	1 7 4 1 7	AXMBZ	TANPY	8	8.T.C 8.A.V 8.N.c 8.P.C 8.Y.V	2.0 1.5 1.1 1.75 0.8	tʰaŋpu	0	728
900	82_fat	fat	MonpaNamsu	Monpa Namsu	toptʃen	toptʃen	t o p tʃ e n	kala1376	27.359505	92.34921	Tshanglic	1 7 1 1 7 4	AXMBYN	TUPTEN	5	5.T.C 5.U.V 5.P.c 5.T.C 5.E.V 5.N.c	2.0 1.5 1.1 1.75 1.3 0.8	toptʃen	0	730
901	82_fat	fat	MonpaTembang	Monpa Tembang	biŋtʃen	biŋtʃen	b i ŋ tʃ e n	tsha1245	27.333876	92.40513	Tshanglic	1 7 4 1 7 4	AXMBYN	PINTEN	7	7.P.C 7.I.V 7.N.c 7.T.C 7.E.V 7.N.c	2.0 1.5 1.1 1.75 1.3 0.8	biŋtʃen	0	729
902	82_fat	fat	MonpaDirangDum	Monpa Dirang Dum	biŋtʃen	biŋtʃen	b i ŋ tʃ e n	tsha1245	27.334341	92.293734	Tshanglic	1 7 4 1 7 4	AXMBYN	PINTEN	3	3.P.C 3.I.V 3.N.c 3.T.C 3.E.V 3.N.c	2.0 1.5 1.1 1.75 1.3 0.8	biŋtʃen	0	729
903	82_fat	fat	MonpaSangti	Monpa Sangti	biŋtʃen	biŋtʃen	b i ŋ tʃ e n	tsha1245	27.402266	92.314934	Tshanglic	1 7 4 1 7 4	AXMBYN	PINTEN	6	6.P.C 6.I.V 6.N.c 6.T.C 6.E.V 6.N.c	2.0 1.5 1.1 1.75 1.3 0.8	biŋtʃen	0	729
904	82_fat	fat	MonpaDirang	Monpa Dirang	biŋtʃen	biŋtʃen	b i ŋ tʃ e n	tsha1245	27.34959	92.27914	Tshanglic	1 7 4 1 7 4	AXMBYN	PINTEN	2	2.P.C 2.I.V 2.N.c 2.T.C 2.E.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	biŋtʃen	0	729
905	82_fat	fat	MonpaTawangMonastery	Monpa Tawang Monastery	phiak	phiak	pʰ i a k	dakp1242	27.586829	91.85796	Takpa
906	82_fat	fat	MonpaZimithang	Monpa Zimithang	kijaʔpa	kijaʔpa	k i j a ʔ p a	dakp1242	27.335901	92.306528	Takpa
907	82_fat	fat	MonpaChangprong	Monpa Changprong	giakpa	giakpa	g i a k p a	dakp1242	27.578928	91.876393	Takpa
4396	82_fat	fat	SartangKhoitam	Sartang Khoitam	ajo	ajo	a j o	khoi1252	27.358518	92.438415	Khobwa
