COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
645-6						a n a		
663-6						Ø o ŋ tʰ u Ø		
672-6						t o ŋ p a		
681-6						Ø i r i		
690-6						m i ŋ		
708-6						tʰ a u r i ŋ u		
717-6						dʒ o k p u		
726-6						Ø i		
744-6						a p a		
782-6						m i		
791-6						ŋ a		
800-6						ŋ a		
809-6						m o m n a ŋ		
836-6						p u Ø i		
881-6						l a m		
890-6						Ø a Ø a		
899-6						Ø e Ø		
926-6						tʃ a m		
944-6						g a r a ŋ		
953-6						Ø j a r a ŋ		
980-6						Ø a Ø u ŋ		
998-6						pʰ e u i		
1022-6						u dʒ a tʰ u Ø		
1031-6						i n a ŋ kʰ u kʰ a u		
1069-6						tʃ o Ø a ŋ u u p		
1079-6						Ø a p Ø a		
1098-6						j a ŋ Ø u u u		
1117-6						tʃ u n		
1141-6						r i n b u		
1189-6						m a n		
1198-6						n u p p		
1208-6						z a l p p a		
1217-6						l a Ø i		
1253-6						a m a		
1271-6						n o Ø a ŋ		
1289-6						m i n		
1316-6						ŋ a ŋ		
1325-6						kʰ a m		
1334-6						Ø i ŋ b a		
1343-6						Ø i n a ŋ		
1361-6						j e n a ŋ p u		
1370-6						n a m u ŋ		
1388-6						m a n b a		
1397-6						tʰ u Ø		
1406-6						tʃ o ŋ		
1424-6						g a r a ŋ p u u a Ø u u		
1433-6						Ø u g u		
1442-6						l a m		
1451-6						a Ø a m		
1468-6						pʰ a k p a		
1477-6						ŋ a Ø		
1502-6						ŋ a m Ø u		
1511-6						m u tʰ u j a ŋ a		
1529-6						dʒ a l u		
1538-6						Ø u l u		
1557-6						tʃ o i Ø u ŋ		
1618-6						i ŋ tʃ a		
1663-6						z u m		
1689-6						ŋ o i		
1698-6						kʰ u ŋ		
1707-6						m o ŋ n a ŋ		
1716-6						ŋ a m		
1742-6						m u g i		
1751-6						Ø u Ø i l a		
1778-6						z a		
1787-6						tʃ u Ø p u u		
1823-6						l e m		
1832-6						k a Ø m a		
1842-6						l u ŋ		
1860-6						ŋ a m p u p		
1869-6						Ø u p Ø a ŋ		
1888-6						Ø a m pʰ i		
1897-6						Ø u e		
1932-6						r i n a ŋ Ø o p a u		
1950-6						z u		
1968-6						t o ŋ t a u u u		
1978-6						k u t p a p		
1987-6						Ø a m		
2015-6						ŋ a m p a n p		
2118-6						m o ŋ Ø i ɾ o ŋ kʰ a u		
2238-6						ŋ a Ø b a n		
2507-6						tʰ ĭ n u ŋ		
2526-6						l e u		
2535-6						Ø u a u		
2544-6						Ø i ŋ		
2560-6						Ø o ŋ n i tʃ i ŋ		
2569-6						kʰ e p tʰ u r		
2578-6						n i tʃ i ŋ		
2596-6						Ø u ŋ		
2615-6						r i		
2663-6						g i t p p i		
2690-6						Ø i u u		
2719-6						r i Ø i		
2728-6						k o tʃ u ŋ		
2747-6						Ø i ŋ p u p		
2756-6						Ø e Ø b u		
2774-6						o Ø i ŋ		
19-6						n a Ø u i b a p		
28-6						n a Ø u i b a p		
89-6						g a ŋ p u		
107-6						u Ø i m i n p p		
145-6						Ø u p p p p u		
190-6						p u tʃ i		
229-6						m a		
257-6						tʰ a ŋ a		
338-6						Ø u ŋ		
483-6						Ø a		
535-6						Ø o Ø o		
571-6						g e l e n Ø i		
699-6						Ø o ŋ p a		
845-6						r o k p		
971-6						tʃ i kʰ p u		
1049-6						u		
1161-6						a m		
1226-6						l a Ø i u		
1235-6						n a m n i ŋ		
1280-6						i ŋ z a ŋ		
1307-6						t e p k a		
1352-6						g a		
1379-6						Ø i		
1415-6						r a		
1636-6						Ø e tʃ a		
1654-6						l i		
1680-6						m a n Ø a u		
1725-6						tʃ a p tʃ e u		
2127-6						dʒ a m u a n		
2181-6						tʰ i p l u n		
2366-6						u u j a k l u n		
2672-6						Ø a g a		
2681-6						a l i ŋ u		
55-6						Ø a Ø i a m		
80-6						tʰ a ŋ g a		
116-6						tʰ u l p		
154-6						Ø i		
181-6						n i z u m a		
267-6						dʒ i		
319-6						pʰ o t k a n		
389-6						g o g a		
508-6						ŋ a m		
563-6						Ø a ŋ p p u		
637-6						a u		
754-6						a u i u tʰ u Ø		
764-6						g a r a ŋ Ø u m a		
819-6						z a m a		
827-6						Ø i p		
918-6						j a ŋ l u kʰ		
1460-6						Ø o ŋ a		
1487-6						dʒ o g Ø a ŋ		
1521-6						Ø u		
1734-6						z i m Ø u		
2172-6						i l o u		
2209-6						Ø i t i ŋ p i Ø n i n		
2737-6						ŋ i z p p a		
329-6						tʃ a n tʃ a r a n		
464-6						t o tʃ a ŋ		
493-6						r i Ø o n		
581-6						Ø a i p a		
591-6						n e g a ŋ		
655-6						Ø a tʃ i l a		
873-6						pʰ a ŋ Ø e		
909-6						pʰ e l u l a		
990-6						tʃ o tʃ o		
1133-6						j a		
1150-6						Ø o ŋ a		
1584-6						g a r i l a m		
10-7							Ø a ŋ	
37-7							n a n	
46-7							n a n	
98-7							m a ŋ Ø i l a	
125-7							i j a ŋ Ø a	
162-7							l a i Ø i	
171-7							n o m ʃ a	
219-7							t a ŋ p u	
247-7							p a ŋ l u ŋ	
282-7							l u Ø p u	
292-7							m a ŋ	
301-7							l i	
354-7							m u m a t i	
363-7							n Ø m u	
397-7							g a m tʰ i	
406-7							m a n u p	
426-7							m Ø k p a	
473-7							pʰ i n a ŋ	
499-7							z a m Ø n	
526-7							g a ʃ n a	
544-7							m u	
553-7							k o t a ŋ	
599-7							g o tʰ a m	
608-7							a n tʰ o	
617-7							j e n	
645-7							a n a	
663-7							Ø o ŋ tʰ u Ø	
672-7							t o ŋ p a	
681-7							ɲ i Ø i	
690-7							m i ŋ	
708-7							tʰ a Ø i ŋ u	
717-7							Ø o k p u	
726-7							Ø i	
744-7							a p a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o m n a ŋ	
836-7							p n ʃ i	
881-7							l a m	
890-7							Ø a a	
899-7							Ø e Ø	
926-7							Ø a m	
944-7							g a Ø a ŋ	
953-7							ʃ j a Ø a ŋ	
980-7							Ø a Ø o ŋ	
998-7							pʰ a n i	
1022-7							j a tʰ u Ø	
1031-7							i n a ŋ m u Ø a	
1069-7							Ø o n a ŋ n n z a	
1079-7							ʃ a n n n Ø a	
1098-7							j a ŋ Ø n n u	
1117-7							Ø u n	
1141-7							Ø i ŋ u	
1189-7							m a n	
1198-7							n u n Ø	
1208-7							z a l n n a	
1217-7							l a n i n n n	
1253-7							a m a	
1271-7							n o a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							m a m	
1334-7							Ø i ŋ a	
1343-7							Ø n a ŋ	
1361-7							j e n a ŋ Ø p	
1370-7							n a Ø u ŋ	
1388-7							m a n Ø a	
1397-7							tʰ u Ø	
1406-7							Ø o ŋ	
1424-7							g a Ø a ŋ p n n a Ø n n	
1433-7							ʃ u g u	
1442-7							l a m	
1451-7							a Ø a m	
1468-7							pʰ a k p a	
1477-7							ŋ a Ø	
1502-7							ŋ a m Ø u	
1511-7							m u Ø n j a ŋ a	
1529-7							Ø a l u	
1538-7							Ø o l u	
1557-7							Ø o i Ø u ŋ	
1618-7							i ŋ Ø a	
1663-7							z u m	
1689-7							ŋ o i	
1698-7							m u ŋ	
1707-7							m o ŋ n a ŋ	
1716-7							ŋ a m n n n	
1742-7							m u g i	
1751-7							u ʃ i l a	
1778-7							z a	
1787-7							Ø u Ø p u	
1823-7							l e m	
1832-7							k a Ø m a	
1842-7							l u ŋ	
1860-7							ŋ a m n n n	
1869-7							ʃ u p Ø a ŋ	
1888-7							ʃ a m p i	
1897-7							Ø n e	
1932-7							Ø i n a ŋ Ø o p Ø a	
1950-7							z u	
1968-7							t o ŋ t a n p Ø n	
1978-7							k u t p a p	
1987-7							Ø a m	
2015-7							ŋ a m p a n n	
2118-7							m o ŋ ʃ n o ŋ p Ø	
2238-7							ŋ a Ø p n	
2507-7							tʰ Ø n u ŋ	
2526-7							l e	
2535-7							ʃ n a	
2544-7							ʃ i ŋ	
2560-7							Ø o ŋ n i Ø i ŋ	
2569-7							m a i tʰ u Ø	
2578-7							n i Ø i ŋ	
2596-7							Ø u ŋ	
2615-7							Ø i	
2663-7							g i t p p i	
2690-7							Ø i p	
2719-7							Ø i Ø i	
2728-7							k o Ø u ŋ	
2747-7							ɲ i ŋ n n n	
2756-7							Ø e Ø u	
2774-7							o ɲ i ŋ	
19-7							n a ʃ i p Ø Ø	
28-7							n a ʃ i a Ø	
89-7							Ø a ŋ p u	
107-7							p p Ø i m i p p	
145-7							Ø u Ø p p p u	
190-7							p u Ø i	
338-7							Ø u ŋ	
436-7							z u l u	
483-7							Ø a	
535-7							Ø o Ø o	
571-7							g e l e n t i	
699-7							Ø o ŋ p a	
845-7							Ø o Ø a	
1049-7							u	
1161-7							a m	
1180-7							ʃ n a	
1226-7							l a ɲ i p	
1235-7							n a m n i ŋ	
1280-7							Ø i Ø z a ŋ	
1307-7							g e p m a	
1352-7							g u	
1415-7							Ø a	
1636-7							e Ø a	
1680-7							m a n t Ø	
1725-7							Ø a p Ø e n	
2127-7							Ø a m p a n	
2181-7							tʰ i p l Ø n	
2366-7							p n j a k p Ø n	
2672-7							t Ø g a	
2681-7							a l Ø ŋ o	
55-7							tʰ a ʃ i a Ø	
80-7							tʰ u ŋ g a	
154-7							ʃ i	
181-7							n i z u Ø a	
267-7							Ø i	
319-7							pʰ o t Ø a n	
389-7							g o g a	
453-7							Ø a ŋ p u	
508-7							ŋ a m	
563-7							Ø a ŋ p p u	
637-7							a p u	
754-7							n Ø ŋ i p tʰ u r	
819-7							z a m a	
827-7							i	
918-7							j a ŋ l u a	
1244-7							Ø n r o ŋ Ø u ŋ n	
1460-7							Ø o ŋ o	
1487-7							Ø o g t a ŋ	
1521-7							Ø u	
1734-7							z i m u	
2172-7							i l o	
2256-7							pʰ u l o n	
2517-7							ŋ a m Ø a n	
2654-7							o ŋ	
2737-7							Ø i z a p a	
329-7							Ø a n Ø a Ø a n	
415-7							m a a u p	
464-7							t o Ø a ŋ	
493-7							Ø i Ø o n	
581-7							Ø u i p a	
591-7							n e a a g a ŋ	
627-7							g a Ø a ŋ Ø i l i	
655-7							Ø a Ø i l a	
873-7							pʰ u ŋ e	
909-7							pʰ e l p p a	
990-7							Ø o Ø o	
1013-7							g e Ø a ŋ p p	
1133-7							j u	
1150-7							Ø o ŋ a	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								kʰ a ŋ dʒ i l a
125-8								i j a ŋ ɾ a
162-8								l e s i
171-8								o m a
219-8								t a ŋ p u
247-8								tʰ a ŋ l u ŋ
282-8								l u s p u
292-8								kʰ a ŋ
301-8								l i
354-8								m u m a t i
363-8								n a m u
397-8								g a m tʰ i
406-8								kʰ a n u ŋ
426-8								m Ø k p a
473-8								pʰ i n a ŋ
499-8								z a m Ø n
526-8								g a a
544-8								kʰ u
553-8								k o t a ŋ
599-8								g o tʰ a m
608-8								a n tʰ o
617-8								j e n
645-8								a n a
663-8								s o ŋ tʰ u r
672-8								t o ŋ p a
681-8								ɲ i ɾ i
690-8								m i ŋ
708-8								tʰ a r i ŋ u
717-8								dʒ o k p u
726-8								s i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p s i
881-8								l a m
890-8								r a b a
899-8								s e r
926-8								tʃ a m
944-8								g a ɾ a ŋ
953-8								j a ɾ a ŋ
980-8								l a r o ŋ
998-8								pʰ e i
1022-8								dʒ a tʰ u r
1031-8								i n a ŋ kʰ u a n
1069-8								tʃ o a ŋ z a
1079-8								a Ø a
1098-8								j a ŋ u
1117-8								dʒ u n
1141-8								ɾ i ŋ u
1189-8								m a n
1198-8								n u
1208-8								z a l a
1217-8								l a n i
1253-8								a m a
1271-8								n o a ŋ
1289-8								m i ŋ
1316-8								ŋ a ŋ
1325-8								kʰ a m
1334-8								s i ŋ a
1343-8								a n a ŋ
1361-8								j e n a ŋ n
1370-8								n a kʰ u ŋ
1388-8								m a n a
1397-8								tʰ u r
1406-8								tʃ o ŋ
1424-8								g a ɾ a ŋ p a r n
1433-8								u g u
1442-8								l a m
1451-8								a a m
1468-8								pʰ a k p a
1477-8								ŋ a s
1502-8								ŋ a m s u
1511-8								m u tʰ j a ŋ a
1529-8								tʃ a l u
1538-8								s u l u
1557-8								tʃ o i d u ŋ
1618-8								i ŋ tʃ a
1663-8								z u m
1689-8								ŋ o i
1698-8								kʰ u ŋ
1707-8								m o ŋ n a ŋ
1716-8								ŋ a m
1742-8								m u g i
1751-8								u i l a
1778-8								z a
1787-8								tʰ u r p u n
1823-8								l e m
1832-8								k a r m a
1842-8								l u ŋ
1860-8								ŋ a m
1869-8								u p t a ŋ
1888-8								a m p i
1897-8								s e
1932-8								ɾ i n a ŋ s o p a n
1950-8								z u
1968-8								t o ŋ t a a
1978-8								k u t p a ŋ
1987-8								s a m
2015-8								ŋ a m a n
2118-8								m o ŋ a o o n
2238-8								ŋ a r a.n n
2507-8								tʰ n u ŋ
2526-8								l e
2535-8								a
2544-8								i ŋ
2560-8								s o ŋ n i tʃ i ŋ
2569-8								kʰ e tʰ u ɾ
2578-8								n i tʃ i ŋ
2596-8								u ŋ
2615-8								ɾ i
2663-8								g i t i
2690-8								s i
2719-8								ɾ i i
2728-8								k o tʃ u ŋ
2747-8								ɲ i ŋ
2756-8								s e r b u
2774-8								o ɲ i ŋ
19-8								n a
28-8								n a b a p
107-8								i m i n
145-8								u k p u
190-8								p u tʃ i
229-8								kʰ a
257-8								tʰ a ŋ a
338-8								r u ŋ
436-8								z u l u
483-8								l a
535-8								s o s o
571-8								g e l e n t i
845-8								ɾ o k
971-8								tʃ i t p u
1049-8								u
1161-8								a m
1180-8								a
1226-8								l a n i ŋ
1235-8								n a m n i ŋ
1280-8								i ŋ z a ŋ
1307-8								t e p k a
1379-8								s i
1415-8								ɾ a
1636-8								e tʃ a
1654-8								l i
1680-8								kʰ a n t i
1725-8								tʃ a p tʃ e n
2127-8								dʒ a m a n
2181-8								t i n l o
2366-8								j a k p a n
2681-8								a l a ŋ o
55-8								tʰ a i b a
116-8								tʰ u l i
154-8								i
181-8								n i z u m a
210-8								g o i
267-8								dʒ i
319-8								pʰ o t a n
389-8								g o g a
453-8								tʰ a ŋ p u
508-8								ŋ a m
563-8								s a ŋ u
637-8								a p u
754-8								a n tʰ u r
764-8								g a ɾ a ŋ b r u m a
819-8								z a m a
918-8								j a ŋ l u n
1487-8								dʒ o d t a ŋ
1521-8								tʰ u
2033-8								g o k p a n
2172-8								i o n
2256-8								pʰ u l o n
415-8								kʰ a b u ŋ
627-8								g a Ø a ŋ k i l i
990-8								tʃ o tʃ o
1013-8								g e dʒ a ŋ
1584-8								g a ɾ i l a m
