COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1031-7							b i n a ŋ m u a	
1069-7							tʃ o a ŋ Ø Ø a	
1079-7							ʃ a Ø n n a	
1098-7							j a ŋ Ø Ø u	
1117-7							tʃ u n	
1141-7							Ø i ŋ b u	
1189-7							m a n	
1198-7							n u m Ø	
1208-7							z a l n n a	
1217-7							l a n i n Ø n	
1253-7							a m a	
1271-7							n o a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							s i ŋ b a	
1343-7							b Ø n a ŋ	
1361-7							j e n a ŋ a m	
1370-7							n a k u	
1388-7							m a n Ø a	
1397-7							tʰ u r	
1406-7							tʃ o ŋ	
1424-7							g a ɾ a ŋ p Ø Ø a r n Ø	
1433-7							ʃ u g u	
1442-7							l a m	
1451-7							b a Ø a m	
1468-7							p a k p a	
1477-7							ŋ a s	
1502-7							ŋ a m s u	
1511-7							m u dʒ Ø a ŋ b a	
1529-7							tʃ a l u	
1538-7							s o l u	
1557-7							tʃ o i Ø u ŋ	
1618-7							i ŋ tʃ a	
1663-7							z u m	
1689-7							ŋ o i	
1698-7							kʰ u ŋ	
1707-7							m o ŋ n a ŋ	
1716-7							ŋ a m n Ø Ø	
1742-7							m u g i	
1751-7							b u ʃ i l a	
1778-7							z a	
1787-7							tʃ u r p u	
1823-7							l e m	
1832-7							k a r m a	
1842-7							l u ŋ	
1860-7							ŋ a m n n n	
1869-7							ʃ u p d a ŋ	
1888-7							ʃ a m p i	
1897-7							s e	
1932-7							ɾ i n a ŋ s o p Ø a	
1950-7							z u	
1968-7							t o ŋ t a Ø Ø	
1978-7							k u t p a	
1987-7							s Ø m	
2015-7							ŋ a m p a n	
2118-7							m o ŋ ʃ p a	
2238-7							ŋ a r p n	
2507-7							tʰ i n u ŋ	
2526-7							l e	
2535-7							ʃ a	
2544-7							ʃ i ŋ	
2560-7							s o ŋ n i tʃ i ŋ	
2569-7							kʰ a tʰ u Ø	
2578-7							n i tʃ i ŋ	
2596-7							Ø u ŋ	
2615-7							ɾ i	
2663-7							g i t p p i	
2690-7							s i	
2719-7							ɾ i Ø i	
2728-7							k o tʃ u ŋ	
2747-7							ɲ i ŋ	
2756-7							s e r b u	
2774-7							b o ɲ i ŋ	
19-7							n a ʃ i b a Ø	
28-7							n a ʃ i b a Ø	
89-7							Ø a ŋ p u	
107-7							Ø i m i p p	
145-7							Ø u Ø p u	
190-7							p u tʃ i	
338-7							b r u ŋ	
436-7							z u l u	
483-7							a	
535-7							s o s o	
571-7							g e l e n Ø i	
699-7							Ø o ŋ p a	
845-7							ɾ o k p	
1049-7							b u	
1161-7							a m	
1180-7							ʃ a	
1226-7							l a ɲ i	
1235-7							n a m n i ŋ	
1280-7							dʒ i Ø z a ŋ	
1307-7							g e p Ø a	
1352-7							g u	
1415-7							ɾ a	
1636-7							b e tʃ a	
1680-7							kʰ a n Ø	
1725-7							tʃ a p tʃ e n	
2127-7							dʒ a m p a n	
2181-7							tʰ i p l Ø n	
2366-7							j a k p a n	
2672-7							t a g a	
2681-7							b a l Ø ŋ b o	
55-7							tʰ a ʃ i b a Ø	
80-7							tʰ u ŋ g a	
154-7							ʃ i	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								kʰ a ŋ dʒ i l a
125-8								b i j a ŋ ɾ a
162-8								l e s i
171-8								n o m a
219-8								t a ŋ p u
247-8								tʃ a ŋ l u ŋ
282-8								l u s p u
292-8								kʰ a ŋ
301-8								l i
354-8								m u m b a t i
363-8								n a m b u
397-8								g a m tʰ i
406-8								kʰ a m u
426-8								m Ø k p a
473-8								pʰ i n a ŋ
499-8								z a m Ø n
526-8								g a a
544-8								kʰ u
553-8								k o t a ŋ
599-8								g o tʰ a m
608-8								b a n tʰ o
617-8								j e n
645-8								a n a
663-8								s o ŋ tʰ u r
672-8								t o ŋ p a
681-8								ɲ i ɾ i
690-8								m i ŋ
708-8								tʰ a r i ŋ b u
717-8								dʒ o k p u
726-8								s i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p s i
881-8								l a m
890-8								r a b a
899-8								s e r
926-8								p a m
944-8								g a ɾ a ŋ
953-8								a ɾ a ŋ
980-8								l a r o ŋ
998-8								pʰ e n i
1022-8								dʒ a tʰ u r
1031-8								b i n a ŋ kʰ u a n
1069-8								tʃ o a ŋ n n z a
1079-8								a a
1098-8								j a ŋ b u
1117-8								u n
1141-8								ɾ i ŋ b u
1189-8								m a n
1198-8								n u
1208-8								z a l a
1217-8								l a n i
1253-8								a m a
1271-8								n o a ŋ
1289-8								m i ŋ
1316-8								ŋ a ŋ
1325-8								kʰ a m
1334-8								s i ŋ b a
1343-8								b i n a ŋ
1361-8								j e n a ŋ m
1370-8								n a k u ŋ
1388-8								m a n b a
1397-8								tʰ u r
1406-8								tʃ o ŋ
1424-8								g a ɾ a ŋ p n n a r n n
1433-8								u g u
1442-8								l a m
1451-8								b a a m
1468-8								pʰ a k p a
1477-8								ŋ a s
1502-8								ŋ a m s u
1511-8								m u tʰ n j a ŋ b a
1529-8								tʃ a l u
1538-8								s o l u
1557-8								tʃ i d u ŋ
1618-8								i ŋ tʃ a
1663-8								z u m
1689-8								ŋ i
1698-8								kʰ u ŋ
1707-8								m o ŋ n a ŋ
1716-8								ŋ a m
1742-8								m u k i
1751-8								b u i l a
1778-8								z a
1787-8								tʃ u r p u n
1823-8								l e m
1832-8								k a r m a
1842-8								l u ŋ
1860-8								ŋ a m
1869-8								u p t a ŋ
1888-8								a m p i
1897-8								s e
1932-8								ɾ i n a ŋ s o p l a n
1950-8								z u
1968-8								t o ŋ t a n
1978-8								k u t p a
1987-8								s a m
2015-8								ŋ a m a n
2118-8								m ŋ o n
2238-8								ŋ a r a.n n
2507-8								tʰ n u ŋ
2526-8								l e
2535-8								a
2544-8								i ŋ
2560-8								s o ŋ n i tʃ i ŋ
2569-8								kʰ e tʰ u ɾ
2578-8								n i tʃ i ŋ
2596-8								u ŋ
2615-8								ɾ i
2663-8								g i t̪ i
2690-8								s i
2719-8								ɾ i i
2728-8								k tʃ u ŋ
2747-8								ɲ i ŋ
2756-8								s e r b u
2774-8								b o ɲ i ŋ
19-8								n a n b
28-8								n a n b a
107-8								i m i n
145-8								u k p u
190-8								p u tʃ i
229-8								kʰ a
257-8								tʰ a ŋ a
338-8								b r u ŋ
436-8								z u l u
483-8								l a
535-8								s o s o
571-8								g e l e n t i
845-8								ɾ o k
971-8								tʃ i t p u
1049-8								b u
1161-8								a m
1180-8								a
1226-8								l a n i
1235-8								n a m n i ŋ
1280-8								i ŋ z a ŋ
1307-8								t e p k a
1379-8								s i
1415-8								ɾ a
1636-8								b e tʃ a
1654-8								l i
1680-8								kʰ a n t i n
1725-8								tʃ a p tʃ e n
2127-8								dʒ a m a n
2181-8								tʰ i l o
2366-8								j a k p a n
2681-8								b a l a ŋ b o
55-8								tʰ a i b a
116-8								tʰ u l i
154-8								i
