COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
3565-4				s ɛ ⁴⁴					
3896-4				m ɯ ³³					
3897-4									
1816-4									
3343-4									
1864-4				s ẽ ⁴²					
2026-4				m a ²¹					
6223-4				x e ⁵⁵					
6224-4				m a ²¹					
337-4									
4295-4				k a ⁴²					
384-4				m i ³³					
385-4				ʐ ɯ ²¹					
869-4				k u ²¹					
2745-4				s ɯ ⁴⁴					
4690-4									
4423-4				s u ⁵⁵					
5380-4									
4436-4									
2519-4									
4975-4				m i ³³					
4548-4				w a ⁴²					
4397-4				p e ²¹					
6203-4									
2689-4				t j ɯ ²¹					
2599-4				t i ⁵⁵					
2600-4				m a ³³					
1913-4									
1914-4				w ã ⁵⁵					
1903-4				w ã ⁵⁵					
473-4				ɔ̃ ²¹					
4065-4				k w ɛ ³³					
6554-4				j ĩ ⁴⁴					
4942-4				k o ⁵⁵					
3615-4									
4197-4				k a ⁴⁴					
4198-4				j ĩ ²¹					
6531-4				j u ⁴⁴					
4954-4									
4517-4				ts u ³³					
1173-4				j ĩ ⁴⁴					
6365-4									
6730-4									
6380-4									
924-4				m ɯ̃ ³³					
752-4									
4316-4				p ĩ ³¹					
5181-4				ŋ ɛ ²¹					
5785-4									
4770-4				p o ²¹					
2755-4				p o ³³					
1298-4				x e ⁵⁵					
784-4									
3596-4				t i ⁵⁵					
1799-4									
5007-4				pʰ ao ⁴⁴					
5465-4				x w e ⁴⁴					
170-4									
3150-4				t a ⁵⁵					
3780-4				v ɛ ⁴²					
1706-4									
403-4				p a ²¹					
5329-4				k ɛ ⁴²					
1103-4									
1113-4				ʐ ɛ ²¹					
232-4									
5925-4				t i ⁴⁴					
5926-4									
5723-4				p a ⁴²					
5263-5					x a ⁴⁴				
452-5					t ɤ ³¹				
4342-5					t ɤ ³¹				
4344-5									
5487-5					t ɤ ³¹				
1401-5									
6496-5									
1064-5					l a ⁴⁴				
1065-5									
6617-5					t ɔ̃ ³¹				
4367-5					t a ⁴⁴				
4378-5					ɕ i ⁵⁵				
4379-5					l ɤ ⁵⁵				
3984-5					s ɔ ³³				
5086-5									
3333-5					ɕ i ⁵⁵				
2226-5					x ɔ ⁵⁵				
2373-5									
2363-5					s ɔ ³³				
672-5									
673-5					k ɯ ³³				
2690-5					p o ³³				
6337-5					b o ⁴⁴				
6319-5									
2617-5					s ɔ ³³				
2066-5					s ɔ ³³				
2094-5					s ɔ ³³				
2096-5					q o ⁴⁴				
798-5					b o ⁴⁴				
6668-5					ɖʐ ʅ ³³				
4028-5					t ẽ ⁵⁵				
6555-5									
2281-5					q o ⁴⁴				
701-5									
628-5									
3096-5									
3021-5									
2708-5					ʑ u ⁵⁵				
3462-5					q o ⁴⁴				
1932-5					ɕ i ³³				
6469-5					s ɔ ³³				
4454-5					m ã ³¹				
4455-5					k ao ³¹				
6926-5					j i ⁴²				
6927-5					m ã ³¹				
3916-5					m i ³³				
6822-5					ɲ i ³³				
5417-5									
1959-5					x a ⁴²				
1960-5					t ao ⁵⁵				
2899-5					x ɔ ³³				
3651-5					s ɯ ³³				
811-5					k ao ³¹				
1633-5					m ã ³¹				
1775-5					k ao ³¹				
5801-5					q o ⁴⁴				
4769-5					l a ⁴²				
3720-5					q o ⁴⁴				
6446-5					m ẽ ³³				
1255-5									
3595-5					ɲ i ³³				
1600-5					b ɯ ³³				
242-5									
3739-5					k ao ³¹				
5984-5									
838-5					s ao ⁵⁵				
839-5					t ɔ̃ ³¹				
3149-5					j i ⁴²				
2829-5									
4602-5									
5225-5					l a ⁴²				
3933-5					s õ ³³				
5763-5									
2134-5					tɕ i ⁵⁵				
5724-5					t ɯ ⁵⁵				
5704-5									
5705-5									
5037-5									
5038-5					d a ⁵⁵				
4332-5									
5447-5									
3702-5					s æ̃ ³³				
1549-5					s æ̃ ³³				
2394-5					k ɔ ³³				
1-5					w a ⁴⁴				
2947-5					t ɤ ³¹				
4653-5					q o ⁴⁴				
4989-5					q o ⁴⁴				
3749-5					j i ⁴²				
3452-5									
598-5					pʰ a ⁴⁴				
638-5									
2819-5					p o ³³				
4477-5									
4487-5									
4666-5									
5661-5					t a ⁴⁴				
4923-5									
4913-5					k ɤ ³¹				
1143-5					m o ⁵⁵				
4864-5					ʑ u ⁵⁵				
3184-5					s ɔ ³³				
4591-5									
1431-5					ɕ i ⁵⁵				
3323-5					k ao ⁵⁵				
6709-5									
903-5					m a ⁴⁴				
5098-5					k ɤ ³¹				
5994-5					q o ⁴⁴				
6971-5									
763-5									
691-5									
1083-5					t a ⁵⁵				
1421-5					q o ⁴⁴				
6699-5					t ɤ ³¹				
2628-5					s ɔ ³³				
1696-5					x ɔ ³¹				
6179-5					q o ⁴⁴				
6180-5									
6658-5					s ɔ ³³				
1231-5					s õ ³¹				
4265-5									
2787-5									
3247-5									
252-5					t a ⁴⁴				
6004-5					q o ⁴⁴				
4728-5					s ao ⁵⁵				
3843-5					ŋ a ⁴⁴				
4965-5									
5641-5					t a ⁴⁴				
3280-5					s ɔ ³³				
1390-5									
2156-5					ŋ a ⁴⁴				
3433-5					ɖʐ ʅ ³³				
552-5					tɕ i ³¹				
4845-5									
4846-5					t o ⁵⁵				
2292-5					m a ⁴⁴				
6635-5					j i ⁴⁴				
3994-5					t o ⁵⁵				
3031-5									
6078-5					s ɔ ³³				
1644-5									
2435-5					ɲ i ³³				
1676-5									
6281-5					q o ⁴⁴				
5915-5									
1560-5					ɖʐ ʅ ³³				
575-5					d ɯ̃ ³¹				
5319-5					s æ̃ ³³				
2797-5					q o ⁴⁴				
6991-5									
3513-5									
5205-5									
6109-5									
2056-5					m ɯ̃ ⁵⁵				
6099-5					k ɔ ³³				
6119-5					p ɤ ⁵⁵				
1978-5									
3973-5									
2046-5					ɖʐ ʅ ³³				
5622-5					ʈʂʰ ɛ ⁵⁵				
648-5									
6789-5					p a ⁴²				
618-5					x ĩ ⁵⁵				
2384-5					m a ⁴⁴				
1124-5					q o ⁴⁴				
1125-5									
4178-5					q o ⁴⁴				
1686-5					q o ⁴⁴				
1495-5									
4090-5					ʑ u ⁵⁵				
4802-5					x a ⁴⁴				
1764-5					dʑ ɔ̃ ³³				
3270-5					m i ³³				
1884-5					q o ⁴⁴				
1203-5					k ɯ ⁵⁵				
6645-5					v ɤ ⁵⁵				
608-5									
2889-5									
5350-5									
6158-5									
4306-5					s õ ³¹				
4891-5					q o ⁴⁴				
6436-5					k ɔ ³³				
6213-5					s ao ⁵⁵				
2320-5					ɕ i ⁵⁵				
5253-5					f õ ⁵⁵				
5108-5									
4100-5									
6018-5									
1352-5					ŋ o ³¹				
4228-5					p a ⁴²				
4247-5									
75-5									
118-5									
2866-5					m a ⁴⁴				
64-5					k ɔ ³³				
43-5									
128-5					b ɔ ⁴⁴				
7023-5					n ɔ ³¹				
7012-5					n ɛ ⁵⁵				
4497-5					t ẽ ³³				
2928-5					d ã ⁵⁵				
148-5					x ɯ̃ ³³				
1623-5									
2648-5									
2649-5					l o ⁵⁵				
6242-5					l a ⁴⁴				
3943-5					ɕ ʊ ³³				
1026-5					q õ ⁵⁵				
6404-5					q ɔ ⁵⁵				
585-5									
1731-5					w a ⁴⁴				
5510-5					l o ⁵⁵				
5360-5									
879-5					q o ⁵⁵				
880-5					l o ⁵⁵				
271-5					p ɯ ³¹				
3565-5					ɕ i ⁵⁵				
3896-5					m o ⁵⁵				
3897-5									
1816-5									
3343-5									
1864-5					s æ̃ ³³				
2026-5					m a ²¹				
6223-5					x a ⁴⁴				
6224-5					m a ⁴⁴				
337-5									
4295-5					k ao ³¹				
384-5					m o ⁵⁵				
385-5					ʐ u ³¹				
869-5					k ɤ ³¹				
2745-5					s ɔ ³³				
4423-5					ɕ u ³³				
5380-5									
4436-5									
4975-5					m ã ³³				
2599-5					t ɤ ³¹				
2600-5					m a ⁴⁴				
1913-5									
6336-5									
4065-5					q o ⁴⁴				
3114-5					t a ⁴⁴				
1474-5					j i ⁴²				
6531-5					j i				
4517-5									
6730-5									
6380-5									
1799-5									
5465-5					x a ⁴⁴				
170-5									
1706-5									
1103-5									
5925-5									
5263-6						x a ⁵⁵			
452-6						t ɯ ²¹			
4342-6						t ɯ ²¹			
4344-6									
5487-6						t ɯ ²¹			
1401-6									
6496-6									
1064-6						l a ³⁵			
1065-6						ts ɿ ²¹			
6617-6						t o ²¹			
4367-6						t a ²¹			
4378-6						ɕ i ³⁵			
4379-6						l i ⁵⁵			
3984-6						s e ³³			
5086-6									
3333-6						s e ⁴⁴			
2226-6						x u ³⁵			
2373-6									
2363-6						s ɔ ³⁵			
672-6									
673-6						k ɯ ³¹			
2690-6						p o ²¹			
6337-6						p a ⁴⁴			
6319-6									
2617-6						s ɯ ³³			
2066-6						s ɯ ³³			
2094-6						s ɯ ³³			
2096-6						k e ⁴⁴			
798-6						p a ⁴²			
6668-6						ɕ i ³³			
4028-6						t a ⁴⁴			
6555-6									
2281-6						k o ⁴⁴			
701-6									
628-6									
3096-6									
3021-6						t a ⁴⁴			
2708-6						s ɿ ³⁵			
3462-6						k a ³⁵			
1932-6						s ɿ ³³			
6469-6						s ɿ ³¹			
4454-6						ɲ i ²¹			
4455-6						k a ³⁵			
6926-6						n ɤ ³³			
6927-6						ɲ i ²¹			
3916-6						m u ³³			
6822-6						n i ²¹			
5417-6									
1959-6						x a ³¹			
1960-6						t u ³⁵			
2899-6						x a ⁴²			
3651-6						ts ɤ ³³			
811-6						k u ²¹			
1633-6						m e ²¹			
1775-6						k ɔ ²¹			
5801-6						k ɛ ³²			
4769-6						l a ³¹			
3720-6						k a ³⁵			
6446-6						m e ³³			
1255-6									
3595-6						j i ⁴⁴			
1600-6						p e ³³			
242-6									
3739-6						k a ²¹			
5984-6						l a ²¹			
838-6						s ɤ ³⁵			
839-6						t o ²¹			
3149-6						j i ³⁵			
2829-6									
4602-6									
5225-6						l ɔ ³¹			
3933-6						s ɤ ³¹			
5763-6									
2134-6						ɕ i ³⁵			
5724-6						t ɯ ⁴⁴			
5704-6						t o ²¹			
5705-6									
5037-6									
5038-6						t a ⁴⁴			
4332-6									
5447-6									
3702-6						s ɿ ³¹			
1549-6						s ɿ ³¹			
2394-6						k ɤ ³³			
1-6						w e ⁴²			
2947-6						t ɯ ²¹			
4653-6						k ɛ ³²			
4989-6						k ɛ ³²			
3749-6						j y ⁴⁴			
3452-6									
598-6						ŋ a ⁴⁴			
638-6									
2819-6						p o ⁴⁴			
4477-6									
4487-6									
4666-6									
5661-6						t a ³²			
4923-6						l a ⁴⁴			
4913-6						k u ²¹			
1143-6						m ɛ ⁵⁵			
4864-6						ɕ i ³⁵			
3184-6						s ɯ ⁴⁴			
4591-6									
1431-6						s e ⁴⁴			
3323-6						k a ³⁵			
6709-6						t o ⁴⁴			
903-6						m ɛ ²¹			
5098-6						k ɯ ³¹			
5994-6						k a ³⁵			
6971-6									
763-6									
691-6									
1083-6						t o ³¹			
1421-6						k a ³²			
6699-6						t ɯ ²¹			
2628-6						s ɿ ³⁵			
1696-6						x ɔ ³¹			
6179-6						k ɛ ³⁵			
6180-6									
6658-6						s e ⁴⁴			
1231-6						s ɤ ³¹			
4265-6									
2787-6									
3247-6									
252-6						t a ⁴⁴			
6004-6						k a ³¹			
4728-6						ʃ a ⁵⁵			
3843-6						v a ⁴⁴			
4965-6									
5641-6						t a ³²			
3280-6						ʃ w ɔ ²¹			
1390-6									
2156-6						v a ⁴⁴			
3433-6						s ɿ ³¹			
552-6						ɕ i ³¹			
4845-6						t o ⁴⁴			
4846-6						t o ⁴⁴			
2292-6						m ɛ ²¹			
6635-6						ɲ i ⁴⁴			
3994-6						t o ⁴⁴			
3031-6						t o ³³			
6078-6						k ɯ ⁴⁴			
1644-6									
2435-6						ɲ i ⁴⁴			
1676-6									
6281-6						k e ⁴⁴			
5915-6									
1560-6						ɕ i ³³			
575-6						t o ³¹			
5319-6						s e ³²			
2797-6						k a ³⁵			
6991-6									
3513-6						t o ³²			
5205-6									
6109-6									
2056-6						m ɔ ³²			
6099-6						k u ³³			
6119-6						p o ³¹			
1978-6						t i ³³			
3973-6						m i ⁴⁴			
2046-6						ɕ o ³³			
5622-6						s ɿ ⁵⁵			
648-6									
6789-6						p ɛ ²¹			
618-6						x ɯ ⁴⁴			
2384-6						m a ²¹			
1124-6						k a ³⁵			
1125-6									
4178-6						k u ³³			
1686-6						k a ³⁵			
1495-6									
4090-6						s ɿ ³⁵			
4802-6						x a ⁵⁵			
1764-6						o u ³³			
3270-6						m e ³⁵			
1884-6						k ɛ ³²			
1203-6						k ɔ ³⁵			
6645-6						w a ³⁵			
608-6									
2889-6									
5350-6									
6158-6									
4306-6						s ɤ ²¹			
4891-6						k u ²¹			
6436-6						k o ³³			
6213-6						ɕ a ⁵⁵			
2320-6						ɕ i ⁴⁴			
5253-6						f ɤ ⁴⁴			
5108-6									
4100-6									
6018-6									
1352-6						ŋ ɤ ²¹			
4228-6						p e ⁴⁴			
4247-6									
75-6									
118-6									
2866-6						m e ³³			
64-6									
43-6									
128-6						ŋ o ³¹			
7023-6						n ɔ ³¹			
7012-6						n a ³⁵			
4497-6						t e ⁴⁴			
2928-6						t i ⁴⁴			
148-6						o ³³			
1623-6									
2648-6									
2649-6						l a ⁴⁴			
6242-6						l u ³¹			
3943-6						s ɤ ³³			
1026-6						k e ³¹			
6404-6						k ɯ ³⁵			
585-6									
1731-6						w a ³²			
5510-6						a ⁵⁵			
5360-6									
879-6						k w ɔ ³⁵			
880-6						l a ⁴⁴			
271-6						p i ²¹			
3565-6						ɕ i ⁴⁴			
3896-6						m ɛ ⁴⁴			
3897-6									
1816-6									
3343-6									
1864-6						s e ³²			
2026-6						m a ²¹			
6223-6						x a ⁵⁵			
6224-6						m a ²¹			
337-6									
4295-6						k u ²¹			
384-6						m e ³⁵			
385-6						ts o ²¹			
869-6						k u ²¹			
2745-6						s ɿ ³⁵			
4690-6									
4436-6									
2519-6									
4975-6						m i ³²			
4548-6						w a ³²			
4397-6						p e ²¹			
6203-6									
2689-6						ts ɿ ²¹			
2599-6						t ɯ ²¹			
2600-6						m a ³⁵			
1913-6									
1914-6						w e ³³			
1903-6						w e ³³			
6336-6									
473-6						o ²¹			
4065-6						k u ²¹			
6554-6						j i ³⁵			
3114-6						t a ⁴⁴			
4942-6						k u ³⁵			
3615-6									
4197-6						k u ³³			
4198-6						n i ²¹			
1474-6						n ɤ ³³			
4954-6									
4517-6						t ɯ ³³			
1173-6						j i ³⁵			
6365-6									
6730-6									
6380-6									
924-6						m u ³⁵			
752-6									
4316-6						p i ²¹			
5181-6						ŋ ɛ ²¹			
5785-6									
4770-6						p ɔ ²¹			
2755-6						p o ³¹			
1298-6						x a ⁵⁵			
784-6									
3596-6						t ɯ ²¹			
1799-6									
5007-6						p i ³⁵			
5465-6						x a ⁵⁵			
170-6									
3150-6						t a ³⁵			
3780-6						w a ³²			
1706-6									
403-6						p a ²¹			
5329-6						k e ⁴²			
1103-6									
1113-6						s ɿ ²¹			
232-6									
5925-6						t o ⁴⁴			
5926-6									
5723-6						p a ⁴²			
5263-7							x ã ⁵⁵		
452-7							t ou ³¹		
4342-7							t ou ³¹		
4344-7									
5487-7							t ou ³¹		
1401-7									
6496-7									
1064-7							a ⁵⁵		
1065-7							ts ɿ ³³		
6617-7							t ou ²¹		
4367-7							t a ²¹		
4378-7							s ɿ ³³		
4379-7							l i ³⁵		
3984-7							s a ³³		
5086-7									
3333-7							s a ⁴⁴		
2226-7							x ou ³⁵		
2373-7									
2363-7							s ɔ ³⁵		
672-7									
673-7							k ɯ ²¹		
2690-7							p a ²¹		
6337-7							p a ⁴⁴		
6319-7									
2617-7							s ou ³³		
2066-7							s ou ³³		
2094-7							s ou ³³		
2096-7							kʲ ɛ ⁴²		
798-7							p a ⁴²		
6668-7							s ɿ ³³		
4028-7							t e ⁴⁴		
6555-7									
2281-7							k ɯ ⁴⁴		
701-7									
628-7									
3096-7									
3021-7							t a ⁴²		
2708-7							s ɤ ³⁵		
3462-7							k ã ³⁵		
1932-7							s ɿ ³³		
6469-7							s ɿ ³³		
4454-7							n i ²¹		
4455-7							kʲ a ⁴²		
6926-7							n e ⁴⁴		
6927-7							n i ²¹		
3916-7							m o ³³		
6822-7							n i ²¹		
5417-7									
1959-7							x w e ³³		
1960-7							t ɯ ³⁵		
2899-7							x ou ³¹		
3651-7							s ɿ ³³		
811-7							k u ²¹		
1633-7							m e ²¹		
1775-7							k ɯ ²¹		
5801-7							k ɯ ⁴²		
4769-7							a ³¹		
3720-7							k ã ³⁵		
6446-7							m e ³¹		
1255-7									
3595-7							n i ⁴⁴		
1600-7							p e ³³		
242-7									
3739-7							kʲ ɛ ²¹		
5984-7							a ²¹		
838-7							s ou ³⁵		
839-7							t ou ²¹		
3149-7							j ɔ ³³		
2829-7									
4602-7									
5225-7							a ³¹		
3933-7							s ou ⁴²		
5763-7									
2134-7							s ɤ ³⁵		
5724-7							t ou ⁵⁵		
5704-7							t a ⁴²		
5705-7									
5037-7									
5038-7							t a ⁴⁴		
4332-7									
5447-7									
3702-7							s ɿ ³³		
1549-7							s ɿ ³¹		
2394-7							k ɯ ³³		
1-7							w e ⁴²		
2947-7							t ou ²¹		
4653-7							k ɯ ⁴²		
4989-7							kʲ ɛ ²¹		
3749-7							j ou ⁴⁴		
3452-7									
598-7							n a ⁴⁴		
638-7									
2819-7							k ɯ ³³		
4477-7									
4487-7									
4666-7									
5661-7							t a ⁴²		
4923-7							l a ⁴⁴		
4913-7							k ɯ ²¹		
1143-7							m ɛ ²¹		
4864-7							ɕ ã ³⁵		
3184-7							s ou ³³		
4591-7									
1431-7							s a ⁴⁴		
3323-7							k i ⁴²		
6709-7							t a ⁴⁴		
903-7							m ɛ ²¹		
5098-7							k ou ²¹		
5994-7							k ã ³⁵		
6971-7									
763-7									
691-7									
1083-7							t a ⁴²		
1421-7							k w ɛ ⁴²		
6699-7							t ou ²¹		
2628-7							s ɔ ³⁵		
1696-7							x ã ³¹		
6179-7							kʲ i ³⁵		
6180-7									
6658-7							s ɤ ³³		
1231-7							s ɤ ⁴²		
4265-7									
2787-7									
3247-7									
252-7							t a ⁴⁴		
6004-7							k ã ²¹		
4728-7							s a ³⁵		
3843-7							w ã ³³		
4965-7									
5641-7							t a ²¹		
3280-7							s a ³³		
1390-7									
2156-7							w ã ³³		
3433-7							s ɿ ³¹		
552-7							c õ ⁴²		
4845-7							t ou ²¹		
4846-7							t ou ⁴⁴		
2292-7							m e ²¹		
6635-7							n i ⁴⁴		
3994-7							t ou ⁴⁴		
3031-7							tʰ e ⁵⁵		
6078-7							s a ³³		
1644-7									
2435-7							n i ⁴⁴		
1676-7									
6281-7							k ɯ ³⁵		
5915-7									
1560-7							s ɿ ³³		
575-7							t u ²¹		
5319-7							s e ⁴⁴		
2797-7							k ã ³⁵		
6991-7									
3513-7							t ã ²¹		
5205-7									
6109-7									
2056-7							m ou ²¹		
6099-7							k ɯ ³³		
6119-7							p a ³³		
1978-7							t ã ³³		
3973-7							t a ⁴⁴		
2046-7							ɕ ã ³³		
5622-7							tɕʰ ĩ ⁵⁵		
648-7									
6789-7							p ɛ ⁴²		
618-7							x ou ⁴⁴		
2384-7							m a ³³		
1124-7							k ã ³⁵		
1125-7									
4178-7							k u ³³		
1686-7							k ã ³⁵		
1495-7									
4090-7							s ɤ ³⁵		
4802-7							x ou ⁵⁵		
1764-7									
3270-7							m e ⁵⁵		
1884-7							k ɯ ⁴²		
1203-7							k ɯ ³⁵		
6645-7							w ẽ ³⁵		
608-7									
2889-7									
5350-7									
6158-7									
4306-7							s ɿ ³³		
4891-7							k ɯ ²¹		
6436-7							k ɔu ³³		
6213-7							s a ³⁵		
2320-7							ɕ i ⁴⁴		
5253-7							f ɛ ⁴⁴		
5108-7									
4100-7									
6018-7									
1352-7							n ɤ̃ ²¹		
4228-7							p ɛ ⁴²		
4247-7									
75-7									
118-7									
2866-7							m ɛ ²¹		
64-7							k w ã ³³		
43-7									
128-7							p ɔ ³¹		
7023-7							n a ³¹		
7012-7							n a ²¹		
4497-7							t ɛ ⁴²		
2928-7							t i ⁴⁴		
148-7							ɣ o ⁴²		
1623-7									
2648-7									
2649-7							l o ⁴⁴		
6242-7							a ³¹		
3943-7							s ɤ ³³		
1026-7							kʲ i ³⁵		
6404-7							k ɯ ³³		
585-7									
1731-7							w a ⁴²		
5510-7							a ⁵⁵		
5360-7									
879-7							k ã ³⁵		
880-7							l i ⁴⁴		
271-7							p i ²¹		
3565-7							ɕ i ⁴⁴		
3896-7							m e ⁴⁴		
3897-7									
1816-7									
3343-7									
1864-7							s a ⁴⁴		
2026-7							m a ²¹		
6223-7							x ã ⁵⁵		
6224-7							m a ²¹		
337-7									
4295-7							k ã ²¹		
384-7							m e ⁵⁵		
385-7							s a ³³		
869-7							k ɯ ²¹		
2745-7							s ɿ ³³		
4690-7									
4423-7							s ɔ ³⁵		
5380-7									
4436-7									
2519-7									
4975-7							m i ⁴²		
4548-7							w e ⁴²		
4397-7							p e ²¹		
6203-7									
2689-7							t ou ²¹		
2599-7							t ou ²¹		
2600-7							m a ⁵⁵		
1914-7							w e ³³		
1903-7							w e ³³		
6336-7									
473-7							u ³¹		
4065-7							k ɯ ³⁵		
6554-7							j ɔ ³³		
3114-7							t e ⁴⁴		
4942-7							k ɯ ³⁵		
3615-7									
4197-7							k u ³³		
4198-7							n i ²¹		
1474-7							n e ⁴⁴		
6531-7							j ɯ ⁴⁴		
4954-7									
1173-7							j ɔ ³³		
6365-7									
6380-7									
924-7							m u ⁵⁵		
752-7									
4316-7							p i ²¹		
5181-7							n j ɛ ²¹		
5785-7									
4770-7							p a ³¹		
2755-7							p ou ²¹		
1298-7							x ou ⁵⁵		
784-7									
3596-7							t ou ²¹		
5007-7							p i ³⁵		
3150-7							t a ³⁵		
3780-7							w e ⁴²		
1706-7									
403-7							p a ²¹		
5329-7							kʲ ɛ̃ ⁴²		
1113-7							s ɿ ³¹		
232-7									
5925-7							t ou ²¹		
5926-7									
5723-7							p a ⁴²		
5263-8								x e ³³	
452-8								d ɯ ³¹	
4342-8								d ɯ ³¹	
4344-8									
5487-8								d ɯ ³¹	
1401-8									
6496-8									
1064-8								l ao ⁵⁵	
1065-8								dz e ²¹	
6617-8								t ao ²¹	
4367-8								d ao ²¹	
4378-8								ɕ y ⁵⁵	
4379-8								l i ⁵⁵	
3984-8								s a ²¹	
5086-8									
3333-8								s e ⁴⁴	
2226-8								x u ⁵⁵	
2373-8									
2363-8								s a ⁵⁵	
672-8									
673-8								g ɯ ³¹	
2690-8								p ao ²¹	
6337-8								p a ⁴⁴	
6319-8									
2617-8								s ɤ ³³	
2066-8								s ɤ ³³	
2094-8								s ɤ ³³	
2096-8								k ɛ ⁴⁴	
798-8								p a ⁴²	
6668-8								ɕ y ³³	
4028-8								t e ⁴⁴	
6555-8									
2281-8								k ɔ ³³	
701-8									
628-8									
3096-8									
3021-8								t ao ²¹	
2708-8								s e ⁴⁴	
3462-8								k a ³⁵	
1932-8								ɕ i ³³	
6469-8								s e ²¹	
4454-8								ɲ i ²¹	
4455-8								k e ²¹	
6926-8								ɲ ɤ ²¹	
6927-8								ɲ i ²¹	
3916-8								m o ³³	
6822-8								ɲ i ²¹	
5417-8									
1959-8								x e ³¹	
1960-8								t ɯ ⁴⁴	
2899-8								x ao ²¹	
3651-8								s e ³³	
811-8								g u ²¹	
1633-8								m ɛ ²¹	
1775-8								k ɤ ²¹	
5801-8								g ɛ ⁴²	
4769-8								l ao ³¹	
3720-8								k a ³⁵	
6446-8								m ɛ ³³	
1255-8									
3595-8								ɲ i ⁴⁴	
1600-8								p e ³¹	
242-8									
3739-8								k ɛ ²¹	
5984-8								l a ²¹	
838-8								s ɤ ³⁵	
839-8								t ao ²¹	
3149-8								j i ⁴⁴	
2829-8									
4602-8									
5225-8								l ao ²¹	
3933-8								s ɤ ²¹	
5763-8									
2134-8								s e ⁵⁵	
5724-8								t ɯ ³³	
5704-8								d ao ³¹	
5705-8									
5037-8									
5038-8								t a ⁴²	
4332-8									
5447-8									
3702-8								z ɿ ³¹	
1549-8								tɕʰ i ⁴²	
2394-8								k ɤ ³³	
1-8								w ɛ ⁴²	
2947-8								t ɯ ²¹	
4653-8								g ɛ ³¹	
4989-8								k ɛ ⁴²	
3749-8								j o ⁴⁴	
3452-8									
598-8								ɲ a ⁴⁴	
638-8									
2819-8								p ao ⁴⁴	
4477-8									
4487-8									
4666-8									
5661-8								t a ⁴²	
4923-8								kʰ ao ²¹	
4913-8								g ɯ ³¹	
1143-8								m ɛ ⁴⁴	
4864-8								ɕ ɔ ³⁵	
3184-8								s ɤ ³³	
4591-8									
1431-8								s ɛ ⁴⁴	
3323-8								g e ³⁵	
6709-8								d ao ³³	
903-8								m ɛ ²¹	
5098-8								g ɯ ³¹	
5994-8								k a ³⁵	
6971-8									
763-8									
691-8									
1083-8								d ao ³¹	
1421-8								g ɛ ⁴²	
6699-8								d ao ³¹	
2628-8								s a ⁵⁵	
1696-8								x ao ³¹	
6179-8								g ɛ ⁵⁵	
6180-8									
6658-8								s e ³³	
1231-8								ʃ ɤ ²¹	
4265-8									
2787-8									
3247-8									
252-8								t a ⁴⁴	
6004-8								g u ³¹	
4728-8								s a ⁴⁴	
3843-8								w u ⁴⁴	
4965-8									
5641-8								t a ²¹	
3280-8								s e ³¹	
1390-8									
2156-8								w u ⁴⁴	
3433-8								s e ³¹	
552-8								s e ²¹	
4845-8								d ɯ ³³	
4846-8								t ɯ ⁴⁴	
2292-8								m ɛ ³¹	
6635-8								ɲ a ⁴⁴	
3994-8								t ɯ ⁴⁴	
3031-8								t a ³³	
6078-8									
1644-8									
2435-8								ɲ i ⁴⁴	
1676-8									
6281-8								k e ³³	
5915-8									
1560-8								ɕ i ³³	
575-8								d ao ³¹	
5319-8								s e ²¹	
2797-8								k a ³⁵	
6991-8									
3513-8								d ao ³¹	
5205-8									
6109-8									
2056-8								m o ⁴²	
6099-8								g ɯ ³³	
6119-8								p ao ³¹	
1978-8								d ao ³³	
3973-8								t a ⁴²	
2046-8								s ɔ ³³	
5622-8								s ɛ ⁵⁵	
648-8									
6789-8								p ɛ ⁴²	
618-8								x ɯ ³³	
2384-8								m a ²¹	
1124-8								k a ³⁵	
1125-8									
4178-8								g u ³³	
1686-8								k a ³⁵	
1495-8									
4090-8								s e ⁴⁴	
4802-8								x ɛ ³³	
1764-8								dz u ³³	
3270-8								m ɛ ³³	
1884-8								g ɛ ³¹	
1203-8								k ɯ ³⁵	
6645-8								w ɛ ⁴²	
608-8									
2889-8									
5350-8									
6158-8									
4306-8								s e ²¹	
4891-8								g ao ²¹	
6436-8								g u ³³	
6213-8								s a ⁴⁴	
2320-8								s ɛ ⁴⁴	
5253-8								f ɛ ⁴⁴	
5108-8									
4100-8									
6018-8									
1352-8								n ɯ ²¹	
4228-8								p ɛ ⁴⁴	
4247-8									
75-8									
118-8									
2866-8								m o ³³	
64-8								g u ³³	
43-8									
128-8								ŋ ao ³¹	
7023-8								n ɔ ³¹	
7012-8								n a ⁴⁴	
4497-8								t e ⁴²	
2928-8								t i ³⁵	
148-8								x ɯ ⁵⁵	
1623-8									
2648-8									
2649-8								l ɤ ³³	
6242-8								l ao ²¹	
3943-8								s ɤ ³³	
1026-8								k e ³⁵	
6404-8								k ɯ ⁵⁵	
585-8									
1731-8								w ɛ ⁴²	
5510-8								a ⁵⁵	
5360-8									
879-8								k ao ³⁵	
880-8								l ɤ ³³	
271-8								p i ²¹	
3565-8								s ɛ ⁴⁴	
3896-8								m o ⁴⁴	
3897-8									
1816-8									
3343-8									
1864-8								s e ⁴²	
2026-8								m a ²¹	
6223-8								x e ³³	
6224-8								m u ²¹	
