COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
811-9									k u ²¹
1633-9									m ɛ ²¹
1775-9									k ɤ ³¹
5801-9									k ɛ ⁴²
4769-9									l ɔ ³¹
3720-9									k a ³⁵
6446-9									m e ³³
1255-9									pʰ ɛ ⁵⁵
3595-9									ɲ i ⁴⁴
1600-9									p e ³³
242-9									ts ɿ ⁵⁵
3739-9									k ɛ ²¹
5984-9									ts o ²¹
838-9									s ɔ ³⁵
839-9									t ɔ ²¹
3149-9									j i ³⁵
2829-9									ts ɤ ²¹
4602-9									tɕ i ³⁵
5225-9									l ɔ ²¹
3933-9									s ɤ ³²
5763-9									ts o ⁴²
2134-9									ɕ i ³⁵
5724-9									t ɯ ³⁵
5704-9									ts o ⁴²
5705-9									kʰ w e ⁵⁵
5037-9									tɕ i ²¹
5038-9									t a ³⁵
4332-9									ts ɿ ³³
5447-9									tsʰ ɛ ⁵⁵
3702-9									s ɿ ³¹
1549-9									z ɿ ³¹
2394-9									k ɤ ³³
1-9									w e ⁴²
2947-9									t ɯ ²¹
4653-9									k ɛ ⁴²
4989-9									k ɛ ⁴²
3749-9									j o ⁴⁴
3452-9									tɕʰ ɛ ⁵⁵
598-9									ŋ a ⁴⁴
638-9									pʰ ɯ ⁵⁵
2819-9									p o ⁴⁴
4477-9									kʰ w a ⁴⁴
4487-9									ts ɿ ⁴²
4666-9									tɕ i ³³
5661-9									t a ⁴²
