COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
2829-7							ts - ɤ ²¹		
4602-7							tɕ i ³⁵		
5225-7							l ɔ ²¹		
3933-7							s - ɤ ⁴²		
5763-7							ts ɔ ³²		
2134-7							ɕ i ³⁵		
5724-7							t ɯ ³⁵		
5704-7							ts o ⁴²		
5705-7							kʰ w e ⁵⁵		
5037-7							tɕʰ i ³¹		
5038-7							t a ³⁵		
4332-7							ts ɿ ³³		
5447-7							tsʰ ɛ ⁵⁵		
3702-7							s ɿ ³¹		
1549-7							z ɿ ²¹		
2394-7							k - ɤ ³³		
1-7							w e ⁴²		
2947-7							t - ɯ ³¹		
4653-7							k - ɛ ³²		
4988-7							ɣ ɯ ⁴²		
4989-7							k - ɛ ³²		
3749-7							j o ⁴⁴		
3452-7							tɕʰ ɛ ⁵⁵		
1666-7							- ɯ ³³		
598-7							ŋ a ⁴⁴		
638-7							pʰ ɯ ⁵⁵		
2819-7							p ɤ ⁴⁴		
4477-7							kʰ w a ⁴⁴		
4487-7							ts ɿ ⁴²		
5661-7							t a ⁴²		
4923-7							ts ɛ ⁴²		
4913-7							k ɯ ²¹		
1143-7							m ɛ ⁴⁴		
4864-7							ɕ a ³⁵		
3184-7							s ɯ ³³		
4591-7							ts o ⁴⁴		
1431-7							s ɛ ⁴⁴		
3323-7							kʰ e ⁵⁵		
6709-7							ts ɯ ⁴⁴		
903-7							m ɛ ³²		
5098-7							k ɯ ²¹		
5994-7							k a ³⁵		
6971-7							s w a ⁴⁴		
763-7							ts ɯ ³⁵		
691-7							x w a ⁴⁴		
1083-7							t - ɔ ³²		
1421-7							k - ɛ ⁴²		
6699-7							t - ɯ ³²		
2628-7							s o ⁵⁵		
1696-7							x ɔ ³¹		
6179-7							k - ɛ ⁵⁵		
6180-7							ts ɿ ⁵⁵		
6658-7							s e ³³		
1231-7							s - ɤ ³¹		
4265-7							kʰ ɯ ⁵⁵		
2787-7							ts o ²¹		
3247-7							ts ɿ ⁵⁵		
252-7							t a ³⁵		
6004-7							k a ³¹		
4728-7							s - a ⁵⁵		
5263-8								x e ⁵⁵	
452-8								t - ɯ ²¹	
4342-8								t - ɯ ²¹	
4344-8								tsʰ ɯ ³¹	
5487-8								t - ɯ ²¹	
1401-8								pʰ ɔ ⁴⁴	
6496-8								tsʰ ɯ ³¹	
1064-8								l a ³⁵	
1065-8								ts ɿ ³¹	
6617-8								t - ɔ ²¹	
4367-8								t a ²¹	
4378-8								ɕ y ⁵⁵	
4379-8								l i ⁵⁵	
3984-8								s ɛ ³³	
5086-8								ts - ɤ ³³	
3333-8								s e ⁴⁴	
2226-8								x - ɔ ³⁵	
2373-8								kʰ - ɔ ³³	
2363-8								s ɔ ⁵⁵	
672-8								tsʰ ɿ ⁵⁵	
673-8								k ɯ ³¹	
2690-8								p ɔ ²¹	
6337-8								p a ⁴⁴	
6319-8								ts e ³²	
2617-8								s ɯ ³³	
2066-8								s ɯ ³³	
2094-8								s ɯ ³³	
2096-8								k - ɛ ⁴⁴	
798-8								p a ⁴²	
6668-8								ɕ y ³³	
4028-8								t e ⁴⁴	
6555-8								k w a ⁴⁴	
2281-8								k ɔ ⁴⁴	
701-8								k w a ⁴⁴	
628-8								s w a ⁴⁴	
3096-8								ts ɿ ³³	
3021-8								ts o ²¹	
2708-8								ɕ i ³⁵	
3462-8								k a ³⁵	
1932-8								s ɿ ³³	
6469-8								s ɿ ³¹	
4454-8								ɲ i ²¹	
4455-8								k ɛ ³⁵	
6926-8								ɲ ɤ ³³	
6927-8								ɲ i ²¹	
3916-8								m ɔ ³³	
6822-8								- ɲ i ²¹	
5417-8								ts ɿ ³³	
1959-8								x ɔ ³¹	
1960-8								t - ɤ ³⁵	
2899-8								x ɔ ²¹	
3651-8								ts ɿ ³³	
811-8								k - u ²¹	
1633-8								m e ²¹	
1775-8								k ɤ ²¹	
5801-8								k - ɛ ⁴²	
4769-8								l ɔ ³¹	
3720-8								k a ³⁵	
6446-8								m e ³³	
1255-8								pʰ ɛ ⁵⁵	
3595-8								ɲ i ⁴⁴	
1600-8								p e ³³	
242-8								ts ɿ ³⁵	
3739-8								k - ɛ ²¹	
5984-8								ts ɔ ²¹	
838-8								s ɔ ³⁵	
839-8								t ɔ ²¹	
2829-8								ts - ɤ ²¹	
4602-8								tɕ i ³⁵	
5225-8								l ɔ ²¹	
3933-8								s - ɤ ⁴²	
5763-8								ts ɔ ⁴²	
2134-8								ɕ i ³⁵	
5724-8								t ɯ ³⁵	
5704-8								ts o ⁴²	
5705-8								kʰ w e ⁵⁵	
5037-8								tɕʰ i ³¹	
5038-8								t a ³⁵	
4332-8								ts ɿ ³³	
5447-8								tsʰ ɛ ⁵⁵	
3702-8								s ɿ ³¹	
1549-8								z ɿ ²¹	
2394-8								k - ɤ ³³	
1-8								w e ⁴²	
2947-8								t - ɯ ³¹	
4653-8								k - ɛ ⁴²	
4988-8								ɣ ɯ ⁴²	
4989-8								k - ɛ ⁴²	
3749-8								j ɔ ⁴⁴	
3452-8								tɕʰ ɛ ⁵⁵	
1666-8								- ɯ ³³	
598-8								ŋ a ⁴⁴	
638-8								pʰ ɯ ⁵⁵	
2819-8								p o ⁴⁴	
4477-8								kʰ w a ⁴⁴	
4487-8								ts ɿ ⁴²	
5661-8								t a ⁴²	
4923-8								ts ɛ ⁴²	
4913-8								k ɯ ²¹	
1143-8								m ɛ ⁴⁴	
4864-8								ɕ a ³⁵	
3184-8								s ɯ ³³	
4591-8								ts o ⁴⁴	
1431-8								s ɛ ⁴⁴	
3323-8								kʰ e ⁵⁵	
6709-8								ts ɯ ⁴⁴	
903-8								m ɛ ³²	
5098-8								k ɯ ²¹	
5994-8								k a ³⁵	
6971-8								s w a ⁴⁴	
763-8								ts ɯ ³⁵	
691-8								x w a ⁴⁴	
1083-8								t w ɔ ³²	
1421-8								k - ɛ ⁴²	
6699-8								t - ɯ ³²	
2628-8								s o ⁵⁵	
1696-8								x ɔ ³¹	
6179-8								k - ɛ ⁵⁵	
6180-8								ts ɿ ⁵⁵	
6658-8								s e ³³	
1231-8								s - ɤ ³¹	
4265-8								kʰ ɯ ⁵⁵	
2787-8								ts ɔ ²¹	
3247-8								ts ɿ ⁵⁵	
252-8								t a ³⁵	
6004-8								k a ³¹	
4728-8								s - a ⁵⁵	
5263-9									x e ⁵⁵
452-9									t - ɯ ³¹
4342-9									t - ɯ ³¹
4344-9									tsʰ ɯ ³¹
5487-9									t - ɯ ³¹
1401-9									pʰ ɔ ⁴⁴
6496-9									tsʰ ɯ ³¹
1064-9									l a ³⁵
1065-9									ts ɿ ³¹
6617-9									t - ɔ ²¹
4367-9									t a ²¹
4378-9									ɕ e ⁵⁵
4379-9									l i ⁵⁵
3984-9									s ɛ ³³
5086-9									ts - ɤ ³³
3333-9									s e ⁴⁴
2226-9									x - ɔ ³⁵
2373-9									kʰ - ɔ ³³
2363-9									s ɔ ⁵⁵
672-9									tsʰ ɿ ⁵⁵
673-9									k ɯ ³¹
2690-9									p ɔ ²¹
6337-9									p a ⁴⁴
6319-9									ts e ⁴²
2617-9									s ɯ ³³
2066-9									s ɯ ³³
2094-9									s ɯ ³³
2096-9									k - ɛ ⁴⁴
798-9									p a ⁴²
6668-9									ɕ e ³³
4028-9									t e ⁴⁴
6555-9									k w a ⁴⁴
2281-9									k o ⁴⁴
701-9									k w a ⁴⁴
628-9									s w a ⁴⁴
3096-9									ts ɿ ³³
3021-9									ts ɔ ²¹
2708-9									ɕ i ³⁵
3462-9									k a ³⁵
1932-9									s ɿ ³³
6469-9									s ɿ ³¹
4454-9									ɲ i ²¹
4455-9									k ɛ ³⁵
6926-9									ɲ ɤ ³³
6927-9									ɲ i ²¹
3916-9									m ɔ ³³
6822-9									- ɲ i ²¹
5417-9									ts ɿ ³³
1959-9									x a ³¹
1960-9									t - ɤ ³⁵
2899-9									x ɔ ²¹
3651-9									ts ɿ ³³
811-9									k - u ²¹
1633-9									m e ²¹
1775-9									k ɤ ⁴²
5801-9									k - ɛ ⁴²
4769-9									l ɔ ³¹
3720-9									k a ³⁵
6446-9									m e ³³
1255-9									pʰ ɛ ⁵⁵
3595-9									ɲ i ⁴⁴
1600-9									p e ³³
242-9									ts ɿ ³⁵
3739-9									k - ɛ ²¹
5984-9									ts ɔ ²¹
838-9									s ɔ ³⁵
839-9									t ɔ ²¹
2829-9									ts - ɤ ²¹
4602-9									tɕ i ³⁵
5225-9									l ɔ ²¹
3933-9									s - ɤ ⁴²
5763-9									ts ɔ ⁴²
2134-9									ɕ i ³⁵
5724-9									t ɯ ³⁵
5704-9									ts o ⁴²
5705-9									kʰ w e ⁵⁵
5037-9									tɕʰ i ³¹
5038-9									t a ³⁵
4332-9									ts ɿ ³³
5447-9									tsʰ ɛ ⁵⁵
3702-9									s ɿ ³¹
1549-9									z ɛ ²¹
2394-9									k - ɤ ³³
1-9									w e ⁴²
2947-9									t - ɯ ⁴²
4653-9									k - ɛ ⁴²
4988-9									ɣ ɯ ⁴²
4989-9									k - ɛ ⁴²
3749-9									j ɔ ⁴⁴
3452-9									tɕʰ ɛ ⁵⁵
1666-9									- ɯ ³³
598-9									ŋ a ⁴⁴
638-9									pʰ ɯ ⁵⁵
2819-9									p o ⁴⁴
4477-9									kʰ w a ⁴⁴
4487-9									ts ɿ ⁴²
5661-9									t a ⁴²
4923-9									ts ɛ ⁴²
4913-9									k ɯ ²¹
1143-9									m ɛ ⁴⁴
4864-9									ɕ a ³⁵
3184-9									s ɯ ³³
4591-9									ts o ⁴⁴
1431-9									s ɛ ⁴⁴
3323-9									kʰ e ⁵⁵
6709-9									ts ɯ ⁴⁴
903-9									m ɛ ⁴²
5098-9									k ɯ ²¹
5994-9									k a ³⁵
6971-9									s w a ⁴⁴
763-9									ts ɯ ³⁵
691-9									x w a ⁴⁴
1083-9									t w ɔ ⁴²
1421-9									k - ɛ ⁴²
6699-9									t - ɯ ⁴²
2628-9									s ɔ ⁵⁵
1696-9									x ɔ ³¹
6179-9									k - ɛ ⁵⁵
6180-9									ts ɿ ⁵⁵
6658-9									s e ³³
1231-9									s - ɤ ³¹
4265-9									kʰ ɯ ⁵⁵
2787-9									ts ɔ ²¹
3247-9									ts ɿ ⁵⁵
252-9									t a ³⁵
6004-9									k a ³¹
4728-9									s - a ⁵⁵
