COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
5254-8								Ø Ø Ø Ø								
1881-8								n Ø w̃ Ø m ɔ								
2084-8								Ø Ø Ø Ø ɛ								
2420-8								k Ø Ø ɛ								
3218-8								Ø Ø Ø Ø Ø								
3372-8								n Ø w̃ Ø								
3718-8								Ø Ø r̃ Ø								
4694-8								Ø Ø Ø Ø Ø Ø								
2320-8								k Ø Ø ɛː								
2476-8								k Ø ɔ ɔ								
2842-8								Ø i Ø Ø ɔ								
3719-8								w̃ Ø								
4081-8								Ø Ø w̃ Ø ɔ ɛ								
4313-8								n e Ø Ø ɔ								
5514-8								Ø e n Ø Ø								
385-8								Ø e w̃ Ø e Ø								
1336-8								Ø Ø Ø Ø								
1769-8								Ø e w̃ Ø e								
2735-8								Ø Ø n ɔ Ø Ø Ø								
3031-8								Ø e Ø e								
4591-8								Ø Ø r̃ Ø								
5301-8								Ø ɛ Ø Ø								
63-8								k Ø r̃ Ø								
1788-8								s Ø ɔ ɔ								
2713-8								Ø Ø w̃ ɔ Ø Ø Ø e r̃ e								
4120-8								k Ø Ø Ø								
4184-8								r̃ Ø Ø Ø								
4759-8								n Ø Ø i								
5059-8								Ø Ø Ø Ø								
5771-8								Ø Ø Ø Ø ɔ								
5938-8								Ø Ø Ø Ø n Ø Ø Ø								
629-8								Ø Ø ɔ ɔ								
1415-8								Ø Ø Ø								
1898-8								Ø Ø l Ø ɔ								
2551-8								r̃ Ø								
2957-8								w̃ Ø n Ø Ø								
3048-8								Ø ɛ Ø Ø								
6006-8								Ø ɛ r̃ i								
135-8								Ø Ø l Ø Ø								
716-8								Ø ɛ								
1152-8								Ø Ø Ø e								
2083-8								k Ø ɔ Ø Ø								
2618-8								k Ø Ø e								
2636-8								w̃ ɔ								
2880-8								k Ø n Ø Ø Ø Ø								
2941-8								Ø Ø Ø Ø								
3405-8								Ø e w̃ e m								
3811-8								Ø e								
4535-8								s Ø Ø Ø								
4888-8								s Ø Ø Ø n Ø								
5751-8								Ø ɛ Ø ɛ								
851-8								Ø ɛ Ø Ø								
4202-8								Ø Ø r̃ Ø Ø Ø								
4781-8								s Ø Ø Ø Ø								
4921-8								s Ø Ø Ø i								
196-8								k Ø l Ø								
408-8								Ø Ø w̃ Ø Ø								
789-8								Ø Ø Ø Ø								
1942-8								Ø Ø								
2145-8								Ø Ø Ø								
2456-8								g Ø Ø Ø								
3639-8								Ø Ø Ø Ø								
3977-8								m Ø Ø Ø Ø Ø								
3978-8								m Ø Ø Ø Ø i								
4278-8								Ø Ø n Ø Ø								
715-9									d ɛ Ø a							
1089-9									n aː							
1319-9									n ɛ Ø i							
1398-9									s u g u n Ø u							
1557-9									g i r ɛ							
1626-9									w a g a							
1840-9									t i g u							
2247-9									g ɔ Ø							
4677-9									k u r ɔ j Ø							
5162-9									m i o r̃ ɛ							
5406-9									t aː n d i							
359-9									g a l u							
1577-9									g i r ɛ							
2196-9									n a r̃ a							
2230-9									s u g ɔ							
2533-9									b a r ɛ a							
3605-9									k a n d a							
3866-9									Ø ɔ dʒ u							
4553-9									t a g ɛ u							
4822-9									k u m ɔ							
5254-9									d u l o							
503-9									k ɛ n ɛ ɛ							
1356-9									m a ɛ Ø							
1881-9									n u Ø Ø Ø							
2084-9									j aː Ø Ø ɛ							
2420-9									k u l ɔ							
3218-9									Ø u dʒ u							
3372-9									n a m a							
3718-9									ɛ a r a							
4135-9									b a n ɛ							
4694-9									g u dʒ Ø Ø u							
807-9									k ɔ m							
2320-9									k a m i							
2476-9									k u Ø Ø							
2842-9									d i g u Ø							
4081-9									d a m b a ɛ							
4313-9									n ɛ m Ø							
4460-9									s ɔ j							
5810-9									Ø ɛ Ø l ɛ							
93-9									d ɔ							
260-9									b ɛ r ɛ							
385-9									dʒ ɛ m ɛ Ø							
890-9									Ø a m i r u							
1336-9									t ɛ g ɛ							
1703-9									b Ø							
1769-9									t ɛ m b ɛ							
2162-9									b ɛ r ɛ							
2635-9									s ɔ							
2735-9									d a n Ø Ø Ø a							
3031-9									d o g o							
4591-9									Ø i r a							
5301-9									Ø ɛ r u							
5605-9									t ɛ m ɛ ɛ							
63-9									k a r i							
296-9									dʒ a m u							
463-9									d u m b u							
762-9									b a n a k oː Ø							
1432-9									t a l							
1474-9									t ɔ a Ø							
1788-9									s a d dʒ							
2044-9									d ɛ m ɛ							
2713-9									t i m ɛ ɛ d ɛ r̃ ɛ							
3219-9									Ø aː dʒ u							
3425-9									j u							
4120-9									k ɔ l ɔ							
4184-9									ɲ oː dʒ Ø							
4423-9									d oː n ɔ							
4629-9									n u Ø ɔ							
4759-9									n i Ø u							
4904-9									n Ø u Ø o							
4960-9									g ɛ n aː dʒ u							
4980-9									t ɔ							
5059-9									g u r ɔ							
5125-9									Ø oː n dʒ oː							
5339-9									Ø a g a							
5549-9									t a w a							
5771-9									dʒ u g o l							
5905-9									t ɛ u							
5922-9									b ɛ r ɛ							
1-9									Ø ɛ							
483-9									g ɔ s u							
629-9									d ɔ Ø Ø							
667-9									ɛ b ɛ							
1254-9									dʒ a m d u r u							
1415-9									ɲ Ø ɛ							
1542-9									n Ø							
1683-9									s ɛ Ø Ø							
1898-9									Ø u r̃ ɔ Ø							
2551-9									r̃ ɛ							
2901-9									t u ŋ ɛ ɛ							
3251-9									dʒ a r a							
3885-9									d ɛ r ɛ							
4402-9									j ɛ							
5081-9									b i n dʒ a u							
5622-9									Ø ɛ l ɛ j							
43-9									s aː							
158-9									m Ø ɔ ɲ u							
194-9									b oː ɛ							
221-9									ɛ s u							
716-9									j o							
1374-9									k ɔ Ø ɔ							
1452-9									g aː r a							
1789-9									n u m a							
1862-9									ɛ dʒ a							
2108-9									n ɔ Ø Ø u							
2618-9									k ɛ l ɛ							
2636-9									m							
2941-9									b i n							
3113-9									t ɛ g ɛ							
3136-9									j a r a							
3572-9									b ɛ r u							
3811-9									l ɛ							
3959-9									t ɔ l u							
4066-9									g Ø r̃ ɔ							
4888-9									dʒ a m n a							
5180-9									s ɛ m b ɛ							
5583-9									Ø a Ø Ø ɛ							
5981-9									a n a							
25-9									Ø i dʒ o g o							
114-9									d ɔ g a							
702-9									ɔ g ɔ dʒ ɔ Ø ɔ							
851-9									g u a a							
872-9									ɛ n dʒ ɛ							
952-9									k u r ɛ dʒ oː							
1941-9									k ɛ l ɛ							
2442-9									n u m a							
3448-9									b u d u							
3497-9									n a							
3588-9									k ɔ r ɔ							
4101-9									a r̃ a							
4202-9									g ɔ r ɔ dʒ Ø							
4293-9									dʒ ɔ b ɔ							
4520-9									Ø ɛ dʒ u							
4609-9									k ɔ r ɔ Ø g Ø							
4740-9									g u n ɔ Ø							
4921-9									dʒ a m b Ø aː							
5982-9									g u dʒ u							
978-9									t ɛː m Ø							
1052-9									n aː m u							
1070-9									l u g ɔ							
1942-9									j ɛ							
1989-9									m ɛ n ɛ							
2145-9									dʒ Ø dʒ							
2306-9									a m a							
2456-9									k ɔ r ɛ							
2514-9									d u dʒ u							
2666-9									dʒ u g g							
3132-9									d u Ø Ø ɛ							
3300-9									ɛ w aː							
3774-9									t u r u							
3976-9									dʒ dʒ s a							
4039-9									d ɔ n Ø							
4152-9									k ɛ n ɛː							
4260-9									ɔ m u							
4278-9									k u ɲ dʒ u							
4361-9									t u g u							
4570-9									Ø Ø g Ø Ø							
715-10										d Ø Ø Ø						
1089-10										n a r̃						
1319-10										n i i ɔ						
1398-10										Ø Ø g Ø i u						
1557-10										g i Ø						
1626-10										w a g a						
1840-10										t i n a						
2247-10										g o i						
4677-10										k Ø l j i						
5162-10										Ø i i r̃ u						
5406-10										t u i						
359-10										g a l Ø Ø						
1577-10										g i Ø						
2230-10										Ø i g u						
2533-10										b a Ø a Ø						
3605-10										k a n a						
3866-10										i o Ø Ø						
4822-10										k Ø Ø b o						
5254-10										d Ø l ɔ						
503-10										k i n a						
1356-10										Ø a Ø Ø						
1881-10										n u Ø i						
2084-10										j u i Ø ɛ						
2420-10										k Ø l ɔ						
3218-10										Ø Ø Ø Ø						
3372-10										n a Ø a						
4135-10										b a r̃ i Ø						
4694-10										g Ø Ø Ø						
807-10										k o Ø b e						
2320-10										k a ɛː						
2476-10										k u i i						
2842-10										d i g Ø						
3719-10										Ø a						
4081-10										d a Ø b i Ø						
4313-10										n ɛː Ø Ø						
4460-10										Ø Ø a						
5514-10										i r̃ ɛː						
5810-10										Ø i a l ɛː						
93-10										d Ø						
260-10										Ø ɛ Ø l ɛː						
385-10										dʒ ɛː Ø b ɛː Ø						
890-10										i a Ø Ø e Ø i						
1336-10										t e g e						
1703-10										b u i						
1769-10										t ɛː Ø b ɛː						
2162-10										b ɛː l ɛː						
2635-10										o						
2735-10										d a n Ø Ø i a						
3031-10										d ɛː g ɛː						
4591-10										t i Ø i						
5301-10										Ø ɛː l Ø						
5605-10										t i r̃ ɛː a						
63-10										k a Ø u						
296-10										Ø a Ø b Ø						
463-10										d Ø Ø b Ø						
762-10										b a r̃ a k Ø Ø						
1432-10										t a l u						
1474-10										t ɔ Ø i ɔ						
2044-10										d i Ø b e						
2713-10										t i Ø Ø ɛː d i Ø ɛː						
3219-10										Ø u Ø Ø						
3425-10										j Ø						
4120-10										k o l o						
4423-10										d ɔ n ɔ						
4629-10										n Ø ɔ						
4759-10										Ø i Ø						
4904-10										n Ø Ø ɔ						
4960-10										g i n a Ø e						
4980-10										t ɛ						
5059-10										g u Ø o						
5125-10										a ɔ r̃ Ø Ø						
5339-10										Ø a g u						
5549-10										t u b i a						
5905-10										t i Ø						
5922-10										b i Ø ɛː						
5938-10										Ø a d Ø n a						
1-10										Ø ɛː						
483-10										g Ø Ø Ø						
629-10										d ɔ Ø Ø						
667-10										ɛː b ɛː						
1254-10										Ø a r̃ Ø Ø Ø						
1415-10										Ø Ø ɛː						
1542-10										Ø						
1683-10										Ø o Ø Ø						
1898-10										Ø u r o						
2551-10										l Ø						
2901-10										t Ø Ø g u						
2957-10										Ø a n Ø Ø						
3048-10										b Ø j e						
3251-10										b a Ø a						
3885-10										ɛː l ɛː						
4402-10										j ɛ						
5622-10										Ø i l a a e j						
43-10										Ø a						
135-10										t Ø Ø Ø						
221-10										ɛː Ø Ø						
1152-10										t Ø w i						
1374-10										k ɔ r̃ ɔ						
1452-10										g u l a						
1789-10										r̃ Ø Ø a						
1862-10										Ø Ø Ø						
2636-10										Ø						
2880-10										k Ø n Ø a a ɔ						
2924-10										Ø o l Ø						
3113-10										t e g e						
3136-10										j a Ø a						
3572-10										b ɛː Ø Ø						
3751-10										b ɛː j						
3811-10										l ɛː						
3959-10										t o l u						
4066-10										g Ø r̃ ɔ						
4535-10										Ø Ø g ɔ						
5180-10										Ø ɛː Ø b ɛː						
5583-10										t a n g Ø						
5981-10										ɛ n ɛ						
25-10										r u Ø ɛː g ɛː						
114-10										d ɔ Ø ɔ						
702-10										ɔ g ɔ Ø ɔ r̃ ɔ						
851-10										g ɔ r̃ ɔ						
872-10										ɛː n Ø ɛː						
2179-10										n Ø ɛ						
2351-10										p a a						
2442-10										r̃ Ø Ø ɛ						
2496-10										Ø Ø						
3448-10										b u d Ø						
3482-10										Ø i Ø Ø d ɛː						
3497-10										Ø n a Ø Ø						
4101-10										a n Ø Ø a						
4293-10										Ø ɔ b ɔ						
4520-10										Ø ɛ Ø Ø						
4609-10										k ɔ Ø b i a ɛ i						
5982-10										g Ø Ø Ø						
196-10										k Ø l e						
526-10										d ɛ Ø Ø g a						
931-10										b ɛː b						
2306-10										a Ø b a						
2514-10										d Ø Ø u						
2666-10										Ø Ø g Ø						
2817-10										ɛ Ø g Ø						
3015-10										r̃ a r̃ d u						
3132-10										d Ø n						
3774-10										t Ø Ø Ø						
3905-10										n a a						
4334-10										Ø o Ø						
4570-10										Ø Ø g ɔ r̃						
715-11											Ø Ø Ø Ø					
1089-11											r̃ Ø Ø Ø					
1319-11											r̃ Ø Ø Ø					
1398-11											s u Ø u Ø Ø u					
1557-11											Ø Ø Ø Ø					
1626-11											Ø a Ø Ø					
1840-11											t e n Ø					
2247-11											Ø Ø Ø					
4677-11											k u l e j Ø					
5162-11											w̃ Ø Ø Ø e					
5406-11											t Ø r̃ n a					
1577-11											Ø Ø Ø Ø					
2196-11											r̃ a l Ø					
2230-11											s Ø Ø Ø					
2533-11											a l Ø Ø					
3605-11											k a r̃ a Ø					
3866-11											Ø Ø s u					
4553-11											t a Ø Ø Ø					
4822-11											k u w̃ o					
5254-11											n u l Ø					
503-11											k Ø Ø Ø a					
1356-11											w̃ Ø Ø Ø					
1881-11											r̃ Ø w̃ Ø Ø Ø					
2084-11											Ø Ø Ø Ø					
2420-11											Ø u l Ø					
3218-11											Ø Ø Ø Ø Ø u					
3372-11											r̃ a w̃ a					
3718-11											Ø a Ø a					
4135-11											a Ø Ø Ø					
807-11											g e w̃ Ø Ø					
2320-11											k a Ø Ø					
2476-11											k Ø Ø Ø					
2842-11											Ø Ø Ø u Ø					
3719-11											w̃ Ø					
4081-11											Ø a w̃ Ø Ø					
4313-11											r̃ e w̃ Ø Ø					
4460-11											s u Ø a					
5514-11											r̃ e r̃ n e					
5810-11											p Ø Ø Ø					
260-11											Ø ɛ Ø Ø Ø					
890-11											Ø a w̃ Ø Ø l Ø					
1336-11											t Ø Ø Ø					
1703-11											Ø Ø					
2735-11											Ø Ø r̃ Ø Ø Ø Ø					
4591-11											Ø e Ø e					
63-11											k a Ø Ø					
463-11											Ø u w̃ Ø					
762-11											a j a Ø Ø Ø Ø Ø					
1788-11											s Ø l Ø					
2713-11											t Ø w̃ Ø Ø Ø n e Ø e					
3425-11											j Ø					
4120-11											k Ø l Ø					
4184-11											Ø Ø a Ø					
4423-11											Ø u Ø Ø					
4759-11											n Ø Ø n Ø					
4980-11											t Ø Ø Ø					
5125-11											Ø o Ø Ø o					
5339-11											p Ø Ø Ø					
5549-11											t a Ø Ø a					
5771-11											Ø u Ø u Ø					
5938-11											Ø a Ø u Ø Ø Ø a					
1415-11											Ø Ø Ø					
1542-11											n Ø Ø Ø					
1683-11											s Ø Ø Ø					
2957-11											w̃ a n n Ø					
3048-11											Ø Ø Ø					
4402-11											j					
5081-11											Ø Ø r̃ Ø Ø Ø Ø					
6006-11											Ø Ø Ø Ø					
135-11											t u n n Ø					
158-11											w̃ Ø Ø Ø u					
650-11											Ø Ø Ø					
716-11											Ø					
1152-11											t Ø Ø e					
1374-11											k Ø Ø Ø Ø					
1789-11											n u w̃ o					
2083-11											k Ø Ø Ø Ø					
2618-11											k e l e					
2880-11											k u n Ø o Ø Ø					
3405-11											Ø e w̃ Ø					
3572-11											e Ø Ø					
3751-11											Ø e Ø					
3811-11											l					
4535-11											s u Ø Ø					
4888-11											s a w̃ Ø r̃ Ø					
5583-11											Ø a Ø Ø Ø					
5751-11											t Ø Ø					
2179-11											Ø n					
2442-11											n u w̃ Ø					
2496-11											n u Ø					
4781-11											s Ø Ø Ø Ø					
196-11											k u l Ø					
408-11											j Ø w̃ Ø Ø					
526-11											Ø Ø l Ø Ø a					
789-11											Ø Ø Ø e					
978-11											t Ø w̃ Ø					
999-11											j e					
1298-11											Ø u u Ø w̃ Ø Ø					
3015-11											r̃ a r̃ Ø Ø					
3132-11											Ø u Ø Ø Ø					
3300-11											e Ø e					
3639-11											t Ø Ø a					
3977-11											Ø w̃ Ø Ø Ø Ø					
3978-11											w̃ Ø Ø Ø Ø					
4648-11											j Ø					
715-12												d i				
1089-12												n				
1319-12												n ɔ i				
1398-12												s u ŋ u u				
1557-12												g i r e				
1626-12												b a g a				
1840-12												t i n				
2247-12												g Ø				
4677-12												k u l ɔ j				
5162-12												m i r̃ ɛː				
5406-12												t a n d a				
359-12												g a l u				
1577-12												g u r ɛ				
2196-12												n a l a				
2230-12												s i g ɔ				
2533-12												b a r u				
3605-12												k a n d a				
3866-12												ɔ dʒ u				
4553-12												t a g ɔ u				
4822-12												k u m p oː				
5254-12												d u l ɔ				
503-12												k i r̃ ɛ ɔ				
1356-12												m a j̃				
2084-12												j p i				
2420-12												k u l ɔ				
3218-12												p i dʒ u				
3718-12												a r i				
4135-12												b a n u				
4694-12												g u dʒ u				
807-12												k oː m				
2320-12												k a ŋ Ø				
2476-12												k Ø				
3719-12												m u				
4460-12												s u j ɔ				
5514-12												n ɛː n d ɛː				
5810-12												p i n l u				
93-12												d ɔ				
385-12												dʒ ɛː m b ɛː n				
890-12												n a m i r u				
1769-12												t ɛː m p ɛ				
2162-12												b o l o				
2635-12												s ɔ				
3031-12												d ɛː g o				
4591-12												t Ø r i				
5301-12												p ɛ r a				
5605-12												t i o				
63-12												k a r i				
296-12												dʒ a m b i				
463-12												d i m p u				
762-12												b a n a n k u n				
1432-12												t aː l u				
1474-12												t ɔ j̃				
2044-12												d i m n e				
2713-12												t Ø m ɔ o n d ɛː r ɛː				
3219-12												p dʒ u				
4120-12												k ɔ l ɔ				
4184-12												n o				
4423-12												d ɔ r̃ ɔ				
4629-12												n u ŋ ɔ				
4904-12												n ɔ u ŋ ɔ				
4960-12												dʒ i n a dʒ ɔ				
4980-12												t ɔ				
5125-12												n ɔ n dʒ o				
5549-12												t a b n a				
5771-12												dʒ u g i n				
5905-12												t i n				
5922-12												b i r i				
1-12												p ɛ				
629-12												d ɔ				
667-12												ɛː b ɛː				
1254-12												dʒ a m d u r u				
1415-12												n n ɛ				
2551-12												r̃ ɛ				
2901-12												t u ŋ g u				
3885-12												t ɛː l ɛː				
5622-12												p e j e j				
6006-12												p ɛ r̃ a				
43-12												s Ø n n				
158-12												m ɔ dʒ u				
194-12												b ɛ n				
1789-12												n u m ɔ				
2618-12												k ɛ l o				
3113-12												t e g e				
3136-12												j a r a				
3751-12												p o j				
3959-12												t ɔ l a				
4888-12												s a m u n ɛ				
5180-12												s ɛː m b ɛ				
5583-12												t a ŋ g u				
25-12												n u a s o g o				
114-12												d ɔ ɔ ɔ				
702-12												ɔ g ɔ n ɔ ŋ ɔ				
952-12												k u r ɔ				
1941-12												k iː l u				
2351-12												p a p a				
3448-12												b u d u				
3482-12												m i s i d ɛː				
3497-12												n a				
3588-12												k ɔ l ɔ				
4101-12												a r̃ aː				
4202-12												g Ø l ɔ				
4293-12												dʒ ɔ b ɔ				
4520-12												p e dʒ i				
4609-12												k ɔ r n n n a n				
4740-12												g u n ɔ				
4781-12												s a dʒ u				
526-12												ɔ r ɔ a				
545-12												i r u				
931-12												b ɛ o				
999-12												j o				
1989-12												m ɛ n ɛ				
2145-12												dʒ Ø				
2306-12												a m a				
3015-12												n a n d a				
3300-12												ɛ b e				
3639-12												t a b ɛ				
3774-12												t u r u				
3905-12												n u				
3976-12												s u				
4039-12												d ɔ n a				
4152-12												g i r̃ ɛ n				
4260-12												ɔ m u				
4334-12												n s o ɔ				
4570-12												g ɔ j				
715-13													d ɛ ɔ			
1089-13													n a ŋ i			
1319-13													n i i ɔ			
1398-13													s u a n i u			
1557-13													g i r ɛĩ			
1626-13													w a g a			
1840-13													t i n			
2247-13													g eː			
4677-13													k u l ɛĩ i			
5162-13													m i ɔ n eː			
5406-13													t aː n a			
359-13													g aː l m			
1577-13													g o r ɛĩ			
2196-13													n a l a			
2230-13													s ɔ g ɛĩ			
2533-13													b a r i ɛ			
3605-13													k a n d a			
3866-13													i o s u			
4553-13													t a ɔ g ɔ			
4822-13													k u m b o			
5254-13													d u l ɔ			
503-13													k i n a			
1356-13													m a i			
2084-13													j aː b i			
2420-13													k u l			
3218-13													p u dʒ u			
3372-13													n a m a			
3718-13													i a r a			
4135-13													b a n a i			
4694-13													g u dʒ i i u			
807-13													k o m ɔ			
2320-13													k a n eː			
2476-13													k ɛ ɔ ɔ			
2842-13													d i g u i			
3719-13													m ɔ			
4081-13													d a m b i o			
4313-13													n ɛ m			
4460-13													s ɔ ɔ			
5514-13													n ɛ n d ɛ			
5810-13													p i i l ɔ			
93-13													ɔ			
260-13													b ɛ i r ɛ			
385-13													dʒ ɛː m b ɛ ɔ			
1336-13													t ɛĩ g ɛĩ			
1703-13													b aː i			
1769-13													t ɛ m b o			
2162-13													b ɛ l ɛ			
2635-13													s o			
3031-13													ɛ g ɛ			
4591-13													t eː r eː			
5301-13													p ɛ l u			
5605-13													t i m ɛĩ i			
63-13													k a r a			
762-13													b a n a k u			
1432-13													t a l ɔ			
1474-13													t ɔ i			
1788-13													dʒ i ɔ ɔ			
2044-13													i m ɔ			
2713-13													t ɛ m ɔ ɔ ɔ ɛ r ɛ			
3219-13													p aː dʒ ɔ			
3425-13													j eː			
4120-13													k o l o			
4184-13													ɲ ɔː			
4423-13													ɔ n ɔ			
4629-13													n u ŋ ɔ			
4980-13													t ɔ ɔ ɔ			
5059-13													g u l o			
5125-13													ɔ ɲ g oː			
5339-13													p a g a			
5905-13													t i n ɔ			
5922-13													b i r ɛ			
5938-13													ŋ aː d u n m m aː			
1-13													p eː			
483-13													g s u			
667-13													ɛ b ɛ			
1254-13													dʒ a n l u			
1415-13													ɲ eː			
1683-13													s ɛ			
2901-13													t u n i u			
3251-13													s a r a			
3885-13													dʒ ɛː r ɛː			
4402-13													j			
5081-13													p o n g i i o			
43-13													s aː			
194-13													b ɛ i			
221-13													ɛ dʒ u			
650-13													b ɔ dʒ ɔ			
716-13																
1374-13													k ɔ n ɔ			
1452-13													g aː r a			
1789-13													n u m a			
2083-13													k a ɔ n ɔ			
2108-13													n a ɔ j			
2618-13													k ɛ l ɛ			
2636-13													m			
2924-13													p oː l a			
2941-13													b ɔ r ɛ			
3113-13													t ɛĩ g ɛĩ			
3572-13													b ɛ r ɔ			
3811-13													l ɛː			
3959-13													t o l u			
4066-13													g ɔː ɔ			
5180-13													s ɛ m o			
5751-13													t o ɛ			
5981-13													a n a			
872-13													ɛ ɲ dʒ ɛ			
952-13													k u r ɔ ɔ o			
1941-13													k i l i			
2442-13													n ɔ m a			
3448-13													b Ø u			
3497-13													u n aː ɔ ɔ			
4101-13													a n a ɔ			
4202-13													g o l o ɔ			
4293-13													dʒ u b ɔ			
4520-13													b ɛĩ g u			
4740-13													g u n ɔ ɔ			
4781-13													s aː j g a			
5982-13													g u g u			
408-13													j a m b ɔ			
526-13													aː ɔ g a			
545-13													i r u			
789-13													g ɛ j a			
931-13													b eː w			
999-13													j ɛ			
1298-13													g ɔ ɔ u m b aː			
1942-13													j ɛ			
1989-13													m ɛ n ɛ			
2145-13													g Ø			
2306-13													a m a			
2817-13													aː n g n			
3015-13													n aː n d aː			
3639-13													t ɛ j a			
3774-13													t u r u			
3976-13													ɛ s			
4152-13													k i n ɛ ɔ			
4260-13													ɔ m u			
4334-13													i s ɔː ɔ			
4648-13													j u			
715-14														d u		
1089-14														n i Ø		
1319-14														n Ø Ø		
1398-14														s u g Ø u		
1557-14														g i l Ø		
1626-14														w a g a		
1840-14														t i n Ø		
2247-14														g Ø		
4677-14														k u l Ø Ø		
5162-14														m i n Ø		
5406-14														t Ø n d u		
359-14														g a l Ø		
2196-14														n a a		
2230-14														s u g Ø		
2533-14														b a l a		
3605-14														k a n d a		
3866-14														Ø dʒ u		
4553-14														t a g a		
4822-14														k u m Ø		
503-14														k i r̃ ɛ		
1356-14														m aː		
1881-14														Ø u		
2084-14														j Ø b ɛ		
2420-14														k u l ɔ		
3372-14														n a m i		
3718-14														Ø a l a		
4135-14														b a r̃		
4694-14														g u dʒ Ø Ø u		
807-14														k Ø m		
2476-14														k e Ø Ø		
2842-14														d i g u Ø		
3719-14														m ɔ		
4081-14														d a m b Ø		
4313-14														n ɛ Ø		
4460-14														s ɔ		
5810-14														Ø i l Ø		
93-14														d ɔː		
260-14														b ɛ r ɛ		
385-14														dʒ ɛ m ɛ		
1703-14														b Ø		
2162-14														b ɛ l ɛ		
2635-14														s Ø		
2735-14														d ɛ n ɛ		
3031-14														d ɛ g ɛ		
5301-14														Ø ɛ l u		
5605-14														t i ɛ		
296-14														dʒ a m b a		
1432-14														t a l u		
1474-14														t ɔ		
1788-14														s		
2044-14														d i m Ø		
3425-14														j Ø		
4184-14														Ø Ø		
4423-14														d oː r̃ ɔ		
4629-14														n u ŋ ɔ		
4904-14														n u ŋ a		
4980-14														t Ø		
5059-14														g u Ø		
5339-14														Ø a g i		
5905-14														t i n		
5922-14														b i l ɛ		
5938-14														Ø a d u n Ø Ø aː		
483-14														g oː dʒ u		
629-14														d Ø Ø		
1254-14														dʒ a s d u l u		
1898-14														Ø u Ø		
3251-14														b i r i		
5622-14														Ø i Ø j Ø j		
158-14														m ɔ dʒ u		
194-14														b i		
1452-14														g aː l ɛ		
2083-14														k a Ø r̃ Ø		
2108-14														n ɛ Ø Ø		
2924-14														Ø oː l		
3572-14														b ɛ l u		
3751-14														Ø i s		
3959-14														t Ø l u		
4066-14														g Ø r̃ ɔ		
25-14														ɛ s i g i		
952-14														k u l u		
2351-14														b a b ɛ		
3482-14														m Ø s Ø d i		
3497-14														Ø n aː		
3588-14														k ɔ l ɔ		
4101-14														a r̃ a		
4520-14														Ø Ø dʒ u		
4609-14														k ɔ l ɔ a		
4740-14														g u Ø ɔ		
545-14														Ø l u		
931-14														b ɛ		
978-14														t ɔ m		
999-14														j ɛ		
1052-14														n Ø m b u		
1070-14														l u g Ø		
2456-14														k oː l ɔ		
2514-14														d u dʒ u		
3774-14														t u r u		
3905-14														n Ø		
4039-14														d ɔ		
4334-14														s ɔ		
4361-14														t Ø g Ø		
4570-14														g ɔ		
715-15															d i	
1089-15															n Ø Ø a	
1319-15															n i Ø	
1398-15															s u g u l i u	
1557-15															g ɛ r iː	
1626-15															w a g ɛ	
1840-15															t a n	
2247-15															g o	
4677-15															k u l iː i	
5162-15															w̃ ɛ r̃ ɛ	
5406-15															t Ø n ɔ	
359-15															g a l Ø i	
1577-15															g ɛ r iː	
2196-15															n a a	
2230-15															s u g o	
2533-15															b a b i a	
3605-15															k a n a	
3866-15															i o Ø u	
4553-15															t a g iː	
4822-15															k u m Ø o	
5254-15															d u l ɔ	
503-15															k ɛ iː a	
1356-15															w̃ a Ø Ø	
1881-15															r̃ u m a Ø Ø	
2084-15															j Ø b ɛ	
2420-15															k u l ɔ	
3218-15															Ø u Ø u	
3372-15															r̃ a w̃ a	
4135-15															b a n a i	
4694-15															g u Ø u	
807-15															k o m	
2842-15															ɛ g Ø i	
3719-15															w̃ a	
4081-15															a w̃ b i i	
4313-15															r̃ ɛ w̃ i Ø	
5514-15															n ɛː n e	
5810-15															p ɛ i l ɛ	
93-15															d ɔ	
260-15															b ɛː i r iː	
385-15															dʒ ɛ m Ø ɛ Ø	
1336-15															t iː g iː	
1769-15															t ɛː w̃ b ɛ	
2162-15															b ɛ l ɛ	
2635-15															s o	
2735-15															d a r̃ Ø a a ɛ	
3031-15															d ɛ g ɛ	
5605-15															t ɛ w̃ ɛ i	
63-15															k a r u	
296-15															Ø a m Ø a	
762-15															b a n a k Ø Ø	
1432-15															t a l u	
1474-15															t ɔ j	
2044-15															d ɛ m u	
2713-15															t ɛː w̃ Ø a a d e e	
3219-15															Ø Ø Ø u	
3425-15															j o	
4120-15															k o l o	
4423-15															d ɔ Ø ɔ	
4629-15															n Ø ŋ Ø a	
4759-15															r̃ o Ø ɛː	
4904-15															n Ø m Ø u	
4960-15															Ø ɛ n Ø Ø	
4980-15															t i	
5339-15															p a g a	
5549-15															t a b a	
5905-15															t ɛ r̃ a	
5922-15															b ɛ a ɛ	
5938-15															Ø a u r̃ a a a	
1-15															p ɛː	
483-15															g o Ø ɔ	
629-15															d ɔ Ø a	
667-15															ɛ b ɛ	
1254-15															dʒ a w̃ u l Ø	
1542-15															Ø ɛ ɔ Ø	
2901-15															t Ø Ø a u	
