COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
93-15															d ɔ	
260-15															b ɛ d ɛ	
385-15															z e m ɛ	
1336-15															t e g e	
1769-15															t ɛ m b ɛ	
2162-15															b ɛ l ɛ	
2635-15															s o	
2735-15															d a n a	
3031-15															d ɛ g ɛ	
5605-15															t i m e	
63-15															g a d a	
296-15															z a m u	
762-15															b a n a k u l	
1432-15															t o l	
1474-15															t ɔ n d ɔ	
2044-15															d i m e	
2713-15															t ɛ m ɛ d ɛ r ɛ	
3219-15															p aː z u	
3425-15															j uː	
4120-15															k o l o	
4423-15															d o r̃ ɔ	
4629-15															n u ŋ ɔ	
4759-15															n i j̃ e	
4904-15															n u ŋ a	
4960-15															g i n aː dʒ e	
4980-15															t oː	
5339-15															p a g a	
5549-15															t a b u	
5905-15															t eː	
5922-15															b i d ɛ	
5938-15															a d u ɲ a	
1-15															p ɛː	
483-15															g o z u	
629-15															d o	
667-15															ɛ b ɛ	
1254-15															z a m d u r u	
1542-15															n ɔ	
2901-15															t u n dʒ ɔ	
2957-15															m a n d u	
3048-15															b i	
3251-15															s a n a	
3885-15															d ɛː	
715-16																d u
1089-16																n aː
1319-16																n ɔː
1398-16																s u g u r u
1557-16																g i r i
1626-16																w a g u
1840-16																t i n
2247-16																g oː
4677-16																k u l o j
5162-16																m ɛ r̃ ɛ
5406-16																t aː n
359-16																g a l a l
1577-16																g i r u
2196-16																n a r̃ a
2230-16																s u g o
2533-16																b a r a
3605-16																k a n a
3866-16																o dʒ u
4553-16																t a g u
4822-16																k u m ɔ
5254-16																d u l ɔ
503-16																k iː
1356-16																m aː ŋ ɛː
1881-16																n u m ɔ r̃ ɔ
2084-16																j aː b u
2420-16																k u l
3218-16																b uː dʒ u
3372-16																n a w̃ a
3718-16																a r a
4135-16																b a n
4694-16																g u dʒ u
807-16																k ɔ m ɔ
2320-16																k a ŋ a
2476-16																k uː
2842-16																d i g u
3719-16																m ɔ
4081-16																d a m a
4313-16																n ɛ m
4460-16																s ɔ j
5514-16																n ɛ n ɛ
5810-16																p i l
93-16																d ɔː
260-16																b ɛ r ɛ
890-16																a m i r u
1336-16																t e g e
1703-16																b aː
1769-16																t ɛ m ɛ
2162-16																b ɛ l ɛ
2635-16																s o
2735-16																d a n u
3031-16																d ɛ g ɛ
4591-16																t aː r a
5301-16																p ɛ l
5605-16																t ɛ w̃ ɛ
63-16																k a r u
296-16																dʒ a m a
463-16																d u m ɲ i
1432-16																t a l
1474-16																t ɔ ŋ
1788-16																s a
2044-16																d i m ɛ
3219-16																b aː dʒ u
3425-16																j uː
4120-16																k o l o
4184-16																ɲ ɛː
4423-16																d ɔ r̃ ɔ
4960-16																g i n aː dʒ u
4980-16																t ɔː
5059-16																g u j̃
5125-16																ɔ ɲ ɔ
5339-16																p a g a
5549-16																t a b a
5771-16																dʒ u g u
5905-16																t i n
5922-16																b i r ɛ
1-16																p ɛː
483-16																g o dʒ u
629-16																d ɛː
667-16																ɛ b ɛ
1254-16																dʒ a m d u l
1683-16																s iː
2551-16																r a
2901-16																t u ŋ ɛː
3251-16																s a r̃ a
3885-16																t ɛ r ɛ
