COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
5125-12												k u				
5549-12												k u				
5771-12												s i				
5905-12												t i				
5922-12												k u				
1-12												k u				
629-12												k u				
667-12												k u				
1254-12												k u				
1415-12												k u				
2551-12												s i				
2901-12												t u				
3885-12												k u				
5622-12												k u u				
6006-12												k u				
43-12												k u				
158-12												k u				
194-12												k u				
1789-12												n u				
2618-12												k a				
3113-12												t ɛː				
3136-12												l a g a				
3751-12												k u				
3959-12												k u				
4888-12												n a g a				
5180-12												k u				
5583-12												k u				
25-12												n a				
114-12												k u				
702-12												ɔ ɔ g u				
952-12												k u				
1941-12												k u				
2351-12												k u				
3448-12												l o				
3482-12												a r̃				
3497-12												n a				
3588-12												k u				
4101-12												n a ŋ a				
4202-12												k o				
4293-12												k u				
4520-12												k ɔ				
4609-12												ɲ ɛ				
4740-12												k u				
4781-12												s aː n a				
526-12												k o				
545-12												i r̃ i				
931-12												b ɛ				
999-12												k u				
1989-12												k u				
2145-12												s i				
2306-12												n a				
3015-12												k ɔ				
3300-12												k u				
3639-12												n u				
3774-12												t ɛː				
3905-12												k a				
3976-12												k u				
4039-12												d u ŋ u				
4152-12												k o				
4260-12												t ɔ r ɔ				
4334-12												k u				
4570-12												k u				
715-13													d ɛ			
1089-13													n ɛ			
1319-13													n ɛ			
1398-13													j ɛ			
1557-13													d ɛ			
1626-13													d ɛ			
1840-13													j ɛ			
2247-13													d ɛ			
4677-13													j ɛ			
5162-13													d ɛ			
5406-13													d ɛ			
359-13													d ɛ			
1577-13													j ɛ			
2196-13													j ɛ			
2230-13													j ɛ			
2533-13													d ɛ			
3605-13													j ɛ			
3866-13													d ɛ			
4553-13													j a			
4822-13													j ɛ			
5254-13													d ɛ			
503-13													k a			
1356-13													j ɛ			
2084-13													j ɛ			
2420-13													k ɛ			
3218-13													d ɛ			
3372-13													j a			
3718-13													j ɛ			
4135-13													j ɛ			
4694-13													d ɔ			
807-13													k a			
2320-13													j ɛ			
2476-13													k ɛ ɛ			
2842-13													d ɛ			
3719-13													j			
4081-13													d ɛ			
4313-13													j ɛ			
4460-13													d ɔ			
5514-13													k ɛ ɛ			
5810-13													d ɛ			
93-13													d ɛ			
260-13													d ɛ			
385-13													d ɛ			
1336-13													j ɛ			
1703-13													d ɛ			
1769-13													j ɛ			
2162-13													d ɛ			
2635-13													d ɛ			
3031-13													d ɛ			
4591-13													k ɛ			
5301-13													d ɛ			
5605-13													j ɛ			
63-13													k a			
762-13													n a a			
1432-13													j ɛ			
1474-13													d ɛ			
1788-13													d ɛ			
2044-13													d ɛ			
2713-13													k ɛ l ɛ			
3219-13													d ɛ			
3425-13													j a			
4120-13													k ɛ			
4184-13													d ɛ			
4423-13													d ɛ			
4629-13													j a			
4980-13													d ɛ			
5059-13													d ɛ			
5125-13													j ɛ			
5339-13													j ɛ			
5905-13													d ɛ			
5922-13													d ɛ			
5938-13													d ɛ			
1-13													j ɛ			
483-13													d ɔ			
667-13													d ɛ			
1254-13													j a a			
1415-13													d ɛ			
1683-13													d ɛ			
2901-13													d ɛ ɛ			
3251-13													j a			
3885-13													d ɛ			
4402-13													j ɛ			
5081-13													k ɛ ɛ			
43-13													j ɛ			
194-13													d ɛ			
221-13													d ɛ			
650-13													j ɛ			
716-13													k ɛ			
1374-13													d ɛ			
1452-13													d ɛ			
1789-13													n a			
2083-13													k ɛ ɛ			
2108-13													n a			
2618-13													k ɛ			
2636-13													j			
2924-13													j ɛ			
2941-13													d ɛ			
3113-13													k ɛ			
3572-13													k ɛ			
3811-13													j ɛ			
3959-13													k a			
4066-13													d ɔ			
5180-13													j ɛ			
5751-13													d ɔ			
5981-13													d ɛ			
872-13													j ɛ			
952-13													d ɛ			
1941-13													d ɛ			
2442-13													n a			
3448-13													b o			
3497-13													n a			
4101-13													n a			
4202-13													d ɔ			
4293-13													d ɔ			
4520-13													d a			
4740-13													d ɛ			
4781-13													j ɛ			
5982-13													d a			
408-13													j ɛ			
526-13													j a			
545-13													d ɛ			
789-13													k ɛ			
931-13													d ɛ			
999-13													d ɛ			
1298-13													b o			
1942-13													j a			
1989-13													j ɛ			
2145-13													d a			
2306-13													n a			
2817-13													j a			
3015-13													b a			
3639-13													k ɛ ɛ			
3774-13													d a			
3976-13													d ɛ			
4152-13													k a			
4260-13													ɔ g u			
4334-13													j ɛ			
4648-13													j ɛ			
715-14														t i		
1089-14														n i		
1319-14														t i		
1398-14														ɛ r u		
1557-14														k u		
1626-14														k a		
1840-14														t i		
2247-14														k u		
4677-14														k u		
5162-14														t i		
5406-14														k a r̃ u		
359-14														k a		
2196-14														k a		
2230-14														k a		
2533-14														k a		
3605-14														k a		
3866-14														t i		
4553-14														t i		
4822-14														k u		
503-14														k u		
1356-14														j a		
1881-14														n i		
2084-14														k a		
2420-14														k a		
3372-14														j̃ a		
3718-14														n a		
4135-14														k a		
4694-14														k u		
807-14														t i		
2476-14														k u		
2842-14														k i		
3719-14														k a		
4081-14														j̃ a		
4313-14														n i		
4460-14														t i		
5810-14														t i		
93-14														t i		
260-14														t i		
385-14														d o m		
1703-14														t i		
2162-14														t i		
2635-14														t u		
2735-14														k a		
3031-14														t i		
5301-14														t i		
5605-14														t i		
296-14														k a		
1432-14														t i		
1474-14														t i		
1788-14														k a		
2044-14														t i		
3425-14														k u		
4184-14														k u		
4423-14														t i		
4629-14														n i		
4904-14														n i		
4980-14														t i		
5059-14														t i		
5339-14														j a		
5905-14														t i		
5922-14														t i		
5938-14														j̃ a		
483-14														t i		
629-14														t i		
1254-14														e r̃ u		
1898-14														t i		
3251-14														j̃ a		
5622-14														t i w		
158-14														t i		
194-14														k a		
1452-14														t i		
2083-14														k a r̃ u		
2108-14														n i		
2924-14														k u		
3572-14														t i		
3751-14														t i		
3959-14														k u		
4066-14														t i		
25-14														n a		
952-14														j u		
2351-14														t i		
3482-14														e r̃ u		
3497-14														j a		
3588-14														k i		
4101-14														j a		
4520-14														k a		
4609-14														t i		
4740-14														k a		
545-14														t i		
931-14														k a		
978-14														t i		
999-14														k u		
1052-14														j̃ a		
1070-14														t i		
2456-14														t i		
2514-14														t i		
3774-14														t i		
3905-14														s r̃ u		
4039-14														t i		
4334-14														k a		
4361-14														t i		
4570-14														t i		
715-15															d a	
1089-15															n o	
1319-15															n ɛ	
1398-15															z aː	
1557-15															d a	
1626-15															d a	
1840-15															j ɛ	
2247-15															d a	
4677-15															k a	
5162-15															g a	
5406-15															g a	
359-15															k a	
1577-15															d a	
2196-15															n o	
2230-15															d a	
2533-15															k a	
3605-15															k a	
3866-15															d a	
4553-15															k a	
4822-15															k a	
5254-15															d a	
503-15															k a	
1356-15															b a	
1881-15															d a	
2084-15															j ɛ	
2420-15															k a	
3218-15															i n	
3372-15															i n	
4135-15															z a	
4694-15															g a	
807-15															k a	
2842-15															d a	
3719-15															j ɛ	
4081-15															k a	
4313-15															n o	
5514-15															d a	
5810-15															z e	
93-15															ɛ n	
260-15															d a	
385-15															z aː	
1336-15															k a	
1769-15															d a	
2162-15															z e	
2635-15															ɛ n	
2735-15															d a	
3031-15															d a	
5605-15															k a	
63-15															k a	
296-15															d a a	
762-15															p u r̃ a	
1432-15															z a	
1474-15															n n	
2044-15															d i j ɛ	
2713-15															g i m a	
3219-15															b u	
3425-15															j a	
4120-15															k a	
4423-15															k a	
4629-15															n o	
4759-15															d a	
4904-15															n o	
4960-15															d a j	
4980-15															k a	
5339-15															k a	
5549-15															k a n	
5905-15															g a	
5922-15															b a	
5938-15															i n	
1-15															b a	
483-15															g a	
629-15															d a	
667-15															n o	
1254-15															d a j	
1542-15															n aː	
2901-15															z aː	
2957-15															z aː	
3048-15															d a	
3251-15															k a	
3885-15															d a	
5081-15															i n	
43-15															k a	
135-15															z aː	
221-15															n o	
650-15															j ɛ	
716-15															j ɛ	
1152-15															g a	
1789-15															i n	
1862-15															d a a	
2636-15															n	
2880-15															p u r̃ a	
2924-15															n o	
2941-15															z aː	
3113-15															k a	
3136-15															k a	
3405-15															j ɛ	
3572-15															d a	
3751-15															n o	
3811-15															j ɛ	
3959-15															g a	
4066-15															g a	
4535-15															z aː	
5180-15															z a	
5751-15															g a	
5981-15															z a	
25-15															n n	
114-15															d a ɔ	
702-15															d ɔ ɔ	
872-15															n n	
952-15															d a a	
1941-15															d a a	
2179-15															z aː	
2351-15															b a	
2442-15															i n	
2496-15															n o	
3448-15															d a	
3482-15															d a a	
3588-15															d ɔ ɔ	
4101-15															k a	
4293-15															w o	
4520-15															d a	
4740-15															d a a	
5982-15															d a a	
196-15															d a	
408-15															z aː	
789-15															d a	
1070-15															b a	
1298-15															d a	
1942-15															n o	
1989-15															d a	
2306-15															k a	
2514-15															d a j	
2817-15															k a	
3015-15															k a	
3132-15															d a	
3905-15															i n	
3976-15															d a	
4039-15															d a a	
4152-15															k a	
4278-15															d a a	
4334-15															k a	
4648-15															n o	
715-16																k ɛ
1089-16																n a
1319-16																n ɛ
1398-16																k i n ɛ
1557-16																k i n ɛ
1626-16																k ɛ
1840-16																k ɛ
2247-16																g u
4677-16																k ɛ ɛ
5162-16																g ɛ
5406-16																k i n ɛ
359-16																k i n ɛ
1577-16																k i n ɛ
2196-16																k ɛ
2230-16																k ɛ
2533-16																k i n ɛ
3605-16																k i n ɛ
3866-16																k i
4553-16																d ɛ
4822-16																k ɛ
5254-16																k ɛ
503-16																k i n ɛ
1356-16																k ɛ
1881-16																n ɛ
2084-16																k ɛ
2420-16																k ɛ
3218-16																k ɛ
3372-16																k ɛ
3718-16																d ɛ
4135-16																k ɛ
4694-16																k ɛ
807-16																t ɛː
2320-16																k i n ɛ
2476-16																g ɛ
2842-16																k ɛ
3719-16																k i ɛ
4081-16																d ɛ
4313-16																n ɛ
4460-16																d ɛ
5514-16																k i n ɛ
5810-16																k ɛ
93-16																d ɛ
260-16																k ɛ
890-16																k ɛ ɛ
1336-16																k i n ɛ
1703-16																d ɛ
1769-16																d ɛ
2162-16																g ɛ
2635-16																ɛ
2735-16																k ɛ ɛ
3031-16																d ɛ m ɛ
4591-16																d ɛ
5301-16																g ɛ
5605-16																g ɛ
63-16																k ɛ
296-16																k a n a
463-16																d ɛ
1432-16																d ɛ
1474-16																g ɛ
1788-16																g ɛ
2044-16																d ɛ
3219-16																k i
3425-16																g a
4120-16																k ɛ
4184-16																n ɛ
4423-16																k ɛ
4960-16																d u m
4980-16																n ɛ
5059-16																g u
5125-16																d ɛ
5339-16																d ɛ
5549-16																d ɛ
5771-16																k i n
5905-16																t ɛː
5922-16																d ɛ
1-16																d
483-16																d ɛ
629-16																d ɛ
667-16																ɛ m ɛ
1254-16																d ɛ
1683-16																d ɛ
2551-16																n ɛ
2901-16																t ɛː
3251-16																g a
3885-16																d ɛ
4402-16																d ɛ
5081-16																k ɛ
5622-16																g ɛ j
6006-16																k i
43-16																g a
158-16																g u g ɔ
194-16																d ɛ
221-16																ɛ n ɛ
650-16																d ɛ
716-16																k ɛ
1374-16																g u
1452-16																g a
1862-16																d ɛ
2083-16																k i
2108-16																n a ŋ a
2618-16																k i n ɛ
2636-16																d
2924-16																d ɛ
2941-16																d ɛ
3113-16																g a
3136-16																k ɛ
3572-16																k ɛ
3751-16																g a
3811-16																n ɛ
3959-16																t ɛː
4066-16																g ɛ
4888-16																k i n ɛ
5180-16																g ɛ m ɛ
5583-16																k i n ɛ
5981-16																a n a
25-16																a n a
702-16																ɔ g u
851-16																g ɛ
872-16																n ɛ
952-16																k u g ɔ
1941-16																g ɛ
3448-16																j u
3482-16																m ɔː
3497-16																n a
3588-16																j u g ɔ r ɔ
4101-16																a n a
4202-16																d ɛ
4293-16																dʒ u g ɔ
4520-16																k i
4609-16																k i m
4740-16																t u g ɔ
4781-16																k i n ɛ
5982-16																s u m
526-16																k u
545-16																l ɛ
789-16																k ɛ
931-16																l ɛ
1052-16																l ɛ m
1070-16																l u m
1298-16																k i ɛ
1989-16																g ɛ
2145-16																n ɛ
2306-16																a n a
2666-16																d ɛ
2817-16																d ɛ
3015-16																k ɛ ɛ
3639-16																k i
3774-16																g ɛ
3905-16																k i n
3976-16																s u
4039-16																d ɛ j̃
4260-16																d o
4278-16																d o m
4361-16																d ɛ
