COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
2247-8								u								
4677-8								k u l e j̃								
5162-8								m i l ɛ								
5406-8								t aː n d i								
359-8								k a r a								
1577-8								g i r e								
2196-8								n a l e								
2230-8								s i g e								
2533-8								b a r o								
3605-8								k a n d a								
3866-8								o dʒ i								
4553-8								t aː ŋ g e								
4822-8								k u m b ɛ								
5254-8								d u l ɔ								
1881-8								n a m o m								
2084-8								j o p i								
2420-8								k u l ɛ								
3218-8								p u dʒ i								
3372-8								n a m a								
3718-8								a r a								
4694-8								g u dʒ i								
2320-8								k a n u								
2476-8								k oː								
2842-8								d u g ɔ								
3719-8								m								
4081-8								d a m b a								
4313-8								n ɛ								
5514-8								n eː n d e								
385-8								d ɛ m b ɛ								
1336-8								d o g o								
1769-8								ɛ m b ɛ								
2735-8								a m o g o								
3031-8								d ɛ n ɛ								
4591-8								t aː r e								
5301-8								p ɔː l u								
63-8								k a r a								
1788-8								s i g e								
2713-8								t ɛː m aː n d ɛ r ɛ								
4120-8								k o l o								
4184-8								ɲ aː								
4759-8								n o j o								
5059-8								g i j eː								
5771-8								j u g u								
5938-8								a d u n a								
629-8								d ɔ								
1415-8								ɲ ɛː								
1898-8								p u l u								
2551-8								r e								
2957-8								m a n d e								
3048-8								b i								
6006-8								p o r i								
135-8								t u n d u								
716-8								j ɔ̀:								
1152-8								d ɔ g ɛ								
2083-8								k a n								
2618-8								k ɛ l ɛ								
2636-8								m								
2880-8								k u n dʒ u g a								
2941-8								b i l i								
3405-8								ɛ ɛ								
3811-8								l ɛ								
4535-8								s u g ɔ								
4888-8								s a m u n a								
5751-8								t i j ɛ								
851-8								uː kʷ								
4202-8								g e l ɔ								
4781-8								s aː m n t ɛ								
4921-8								s a b e								
196-8								k u l ɛ								
408-8								j o m b a								
789-8								g aː n a								
1942-8								j ɛ r ɔ								
2145-8								dʒʷ eː								
2456-8								l ɔ g b ɛ								
3639-8								t o j w a								
3977-8								m ɔː n dʒ i								
3978-8								m a n t ɛ								
4278-8								l u ɛː dʒ b ɛ								
5532-8								i n i								
521-8								g oː dʒ i								
1124-8								i l e								
1579-8								u m b u l u								
2774-8								k a n								
3198-8								s aː m ɔ								
3534-8								d o n i								
3550-8								i n i								
3684-8								k i n a								
3812-8								n a ŋ g e ŋ								
4611-8								k ɔː m ɔ								
4738-8								g u n d a								
4983-8								s o n dʒ i								
5656-8								m o n dʒ i								
5830-8								j ɔ̀:								
1026-8								l e								
1074-8								n u g o								
1170-8								g ɔ dʒ ɛ								
1187-8								u r u								
1454-8								s eː l e								
1841-8								g e								
1970-8								p u l a								
2671-8								n								
2977-8								k u b ɛ								
3301-8								i b a								
3463-8								wː ɛː								
3498-8								n o m								
715-9									d u							
1089-9									l aː							
1319-9									u ɛ							
1398-9									s u g ɔ r ɔ							
1557-9									i r e							
1626-9									w a g a							
1840-9									t i n							
2247-9									g u							
4677-9									k u l o j							
5162-9									m i r̃ e							
5406-9									t aː l u							
359-9									k a g a							
1577-9									i r e							
2196-9									l a r a							
2230-9									s u g o							
2533-9									b a rʷ a							
3605-9									k a l a							
3866-9									oː s u							
4553-9									t e g u							
4822-9									k u m o							
5254-9									d u r ɔ							
503-9									k i r̃ e							
1356-9									m aː							
1881-9									n u m iː							
2084-9									j aː p ɛ							
2420-9									k u							
3218-9									p u s u							
3372-9									n a w̃ e							
3718-9									a r a							
4135-9									b a w̃ u r̃ u							
4694-9									g u s u							
807-9									k o m							
2320-9									k a w̃ ɛː							
2476-9									k uː							
2842-9									d e g u							
4081-9									d a m							
4313-9									n ɛ m							
4460-9									s ɔ j							
5810-9									p i r u							
93-9									d ɔ							
260-9									b ɛ r ɛ							
385-9									s ɛ m ɛ							
890-9									a m b e r u							
1336-9									t e g u							
1703-9									b a							
1769-9									t ɛ m ɛ							
2162-9									b e r e							
2635-9									s o							
2735-9									d a ŋ a							
3031-9									d ɛ g ɛ							
4591-9									k ɛː r u							
5301-9									p ɛ r u							
5605-9									t i w̃ e							
63-9									k aː rʷ a							
296-9									dʒ a m							
463-9									d u m							
762-9									b a l a k uː							
1432-9									t a r u							
1474-9									t ɔ							
1788-9									s a							
2044-9									d e m b e							
2713-9									t ɛ m d ɛ r ɛ							
3219-9									p aː s a							
3425-9									j u							
4120-9									k o r o							
4184-9									n dʒ aː							
4423-9									d ɔ r ɔ							
4629-9									n u j̃ o							
4759-9									n iː							
4904-9									n u ŋ							
4960-9									g a l aː dʒ u							
4980-9									t ɔ							
5059-9									g ɔ r o							
5125-9									ɔ n dʒ ɔ							
5339-9									p aː							
5549-9									t a w a							
5771-9									s u g u							
5905-9									t e							
5922-9									b i r ɛ							
1-9									p ɛ							
483-9									g u s u							
629-9									d ɛː							
667-9									ɛ w ɛ							
1254-9									s u r u							
1415-9									n dʒ ɛː							
1542-9									n ɔː							
1683-9									s ĩː							
1898-9									p u r̃ u							
2551-9									r e							
2901-9									t u ŋ g u							
3251-9									b a r							
3885-9									t e g u							
4402-9									j ɛ l ɛ							
5081-9									p u b ɛ n							
5622-9									p eː l e j							
43-9									s a							
158-9									m ɔ s u							
194-9									b ɛ							
221-9									ɛ s u							
716-9									ɔ m							
1374-9									k ɔ w̃ ɔ							
1452-9									l aː rʷ a							
1789-9									n u m o							
1862-9									a s a							
2108-9									n a j							
2618-9									k i r ɛ							
2636-9									m							
2941-9									b e r e							
3113-9									t e g e							
3136-9									j a r a							
3572-9									b e r u							
3811-9									l ɛ							
3959-9									t o r u							
4066-9									i ɔ n ɔ							
4888-9									s a m l a							
5180-9									s ɛ m ɛ							
5583-9									t a ŋ a							
5981-9									a n a							
25-9									a r u s ɛ g ɛ							
114-9									d ɔ m ɔ							
702-9									ɔ g ɔ n dʒ ɔ							
851-9									k uː							
872-9									ɛ n dʒ ɛ							
952-9									k u r u							
1941-9									k i r e							
2442-9									n u m ɔ							
3448-9									b u r̃ u u r̃ u d u r̃ u							
3497-9									n aː							
3588-9									k ɔ r ɔ							
4101-9									a n a							
4202-9									g o r o							
4293-9									s ɔ w ɔ							
4520-9									p e s u							
4609-9									k ɔ r ɔ							
4740-9									g u l ɔ							
4921-9									s a m b ɔ							
5982-9									k u s u							
978-9									t o m							
1052-9									n aː m							
1070-9									l u g o							
1942-9									j e							
1989-9									m i n e							
2145-9									oː s							
2306-9									a m							
2456-9									k ɔ r ɔ							
2514-9									d u s u							
2666-9									s a							
3132-9									d u ŋ							
3300-9									ɛ w ɛ							
3774-9									t u r u							
3976-9									u s uː							
4039-9									d o r u							
4152-9									k i r̃ e							
4260-9									ɔ m u							
4278-9									k u dʒ a							
4361-9									t e g u							
4570-9									g ɔ m							
5673-9									d ɛ m ɛ							
5752-9									t ɛː							
66-9									k a							
521-9									k aː g u							
685-9									b ɔ r ɔ							
744-9									l ɔ w ɔ							
1108-9									j ɔ							
1745-9									s a j							
2066-9									l a ŋ a							
2216-9									j aː							
2265-9									ɔ r ɔ							
2392-9									l o s u							
2902-9									j ɛ l ɛ							
2958-9									m ɔ w̃							
3197-9									k aː							
3943-9									p a l a							
4219-9									t ɛ m ɛ							
4337-9									u s ɔ m							
5197-9									e r u							
5531-9									e r e							
5733-9									n iː							
348-9									k ɛ r ɛ							
409-9									j i r u							
562-9									s u w̃ o							
1022-9									b i r e							
1170-9									g a w n dʒ i							
1238-9									i dʒ u							
1578-9									n u m							
1612-9									n u m							
2288-9									i r e							
2334-9									e s u							
2396-9									n							
2759-9									ɛː g ɛ							
2978-9									k u r ɔ							
3088-9									e r e							
3252-9									m b e							
3287-9									a n u							
3407-9									ɛ m							
715-10										d i						
1089-10										n a n a						
1319-10										ɲ i						
1398-10										d ɔ g ɛ r ɛ						
1557-10										g i r i m						
1626-10										w a dʒ e						
1840-10										t i n						
2247-10										g o						
4677-10										kʷ aː oː o n g o						
5162-10										k i n e						
5406-10										t a g u						
359-10										g a r a						
1577-10										g i r i m						
2230-10										s u g o						
2533-10										b a r i						
3605-10										k a n d a						
3866-10										o d u						
4822-10										k u m b u						
5254-10										d u l ɔ						
503-10										tʃ i n e						
1356-10										m aː						
1881-10										n u m						
2084-10										n ɛː a a b a						
2420-10										kʷ aː oː						
3218-10										b u u d u						
3372-10										n a m b a						
4135-10										i n dʒ e						
4694-10										g u d u						
807-10										k o b e						
2320-10										k e n						
2476-10										gʷ ãː						
2842-10										d i g ɛ						
3719-10										m						
4081-10										d a m b a						
4313-10										n ɛ m i						
4460-10										s ɔ n ɛː						
5514-10										n ɛ n d ɛ						
5810-10										p i l ɛ						
93-10										d ɔ						
260-10										p i r i m						
385-10										z i m ɛ						
890-10										a m b e r iː						
1336-10										d i g i						
1703-10										b a						
1769-10										t ɛ m b ɛ						
2162-10										b ɛ l ɛ						
2635-10										s o n g o						
2735-10										d a n a						
3031-10										d ɛ g ɛ						
4591-10										g ɛ r iː						
5301-10										p ɛ oː						
5605-10										t i m b e						
63-10										g a r a						
296-10										z a m b e						
463-10										d u m b ɔ						
762-10										b a n a gʷ ãː						
1432-10										t a oː						
1474-10										t ɔ						
2044-10										d i m b e						
2713-10										t ɛ m ɛ d ɛ r ɛ						
3219-10										p a d a						
3425-10										j ɛ						
4120-10										kʷ o oː o						
4423-10										d ɔ lː iː						
4629-10										n u ŋ g e ɔ						
4759-10										o iː						
4904-10										n u ŋ g e a						
4960-10										g iː n ɔ						
4980-10										t ɔ t i						
5059-10										g u l o						
5125-10										ɛ n d iː						
5339-10										p a g a						
5549-10										t a b e						
5905-10										t i n						
5922-10										b i d ɛ						
5938-10										iː d u n iː						
1-10										p ɛ						
483-10										g u d ɔ						
629-10										d o						
667-10										ɛ b ɛ						
1254-10										d u l u						
1415-10										ɲ ɛ						
1542-10										n ɔ						
1683-10										sʷ oː						
1898-10										p u l o						
2551-10										r i						
2901-10										t u n g u						
2957-10										m a n d i						
3048-10										b i						
3251-10										b a r						
3885-10										d i m						
4402-10										ɛ n ɛː						
5622-10										p ɛ oː ɛ j						
43-10										d a						
135-10										t e n e						
221-10										ɛ z e						
1152-10										t i b ɛ						
1374-10										g ɔ r ɔ						
1452-10										g a r a						
1789-10										n u m b a						
1862-10										i d i						
2636-10										m						
2880-10										k iː n d iː						
2924-10										oː p						
3113-10										t e g e						
3136-10										j a r a						
3572-10										b ɛ r i						
3751-10										p ɛ						
3811-10										ɛ oː						
3959-10										t o oː						
4066-10										g d r̃ ɔ						
4535-10										sʷ u g ɛ						
5180-10										s ɛ m b ɛ						
5583-10										t a n g a						
5981-10										a r̃ a						
25-10										a z ɛ g ɛ						
114-10										d ɔ j̃						
702-10										ɔ g u g u ɲ g u						
851-10										gʷ ãː						
872-10										ɛ d ɛ						
2179-10										n i						
2351-10										b a b a						
2442-10										n u m b a						
2496-10										n ɔ						
3448-10										b u u d u						
3482-10										m iː sʷ iː d ɔ ŋ g ɔ						
3497-10										a n						
4101-10										a n a						
4293-10										z i ɔ b ɔ						
4520-10										p e z aː						
4609-10										g ɔ						
5982-10										k u d u						
196-10										k u l a						
526-10										a g a						
931-10										b ɛ						
2306-10										a m b a						
2514-10										t u dʒ e						
2666-10										sʷ u g iː						
2817-10										a ŋ g i						
3015-10										n a n d a						
3132-10										d u ŋ g e						
3774-10										t u r̃ u						
3905-10										o n						
4334-10										s o n g o						
4570-10										d g						
5200-10										l ɛ						
5318-10										d ɔ r ɔ						
5532-10										ɛ n u						
5752-10										ɛ t						
5866-10										g a d a						
5887-10										j aː m						
66-10										k a						
432-10										k iː n						
685-10										b o o						
744-10										oː a b a						
1124-10										i l ɛ						
1237-10										i n dʒ ɛ						
1646-10										ɔ g u						
1823-10										g o						
2143-10										b a						
2216-10										n ɛː a a						
3197-10										a ɔ						
3812-10										n iː ŋ g iː						
3943-10										p a g a						
4024-10										z i b ɛ						
4259-10										g ɔ m						
4738-10										g u n d i						
5447-10										g i d i m						
5828-10										j aː						
5868-10										k a						
245-10										t ɔ r ɔ						
285-10										n a						
998-10										g o						
1172-10										g e oː o						
1578-10										n o m						
1668-10										b i n						
2063-10										i r ɛ						
2288-10										ɛ n a						
2978-10										k u r ɔ						
3252-10										m b ɛ						
715-11											d i					
1089-11											n a					
1319-11											n ɔ					
1398-11											s u n i					
1557-11											g i r e					
1626-11											b a r u					
1840-11											t eː ŋ					
2247-11											g ɔ					
4677-11											k u l i j					
5162-11											i m i l ɔ					
5406-11											t aː n d i					
1577-11											g i r e					
2196-11											n a l e					
2230-11											s i g e					
2533-11											b a r g e					
3605-11											k a n d a					
3866-11											dʒ õː					
4553-11											t a g a					
4822-11											k u m b e					
5254-11											d u l ɔ					
503-11											k u n a					
1356-11											m a					
1881-11											n ɔː m					
2084-11											j a a b a					
2420-11											k ɔ l ɔ					
3218-11											p u s ɔ					
3372-11											n a m a					
3718-11											a r a					
4135-11											b u n u					
807-11											g õː					
2320-11											k a n					
2476-11											k ɔ					
2842-11											d i g e					
3719-11											i m i					
4081-11											d a m b ɛ					
4313-11											n i m					
4460-11											s u e ɔ					
5514-11											n ɔ n d ɔː					
5810-11											p aː l o					
260-11											p i dʒ i					
890-11											a m b e l					
1336-11											t ɔ g ɔ					
1703-11											b a					
2735-11											d a n a					
4591-11											t a r e					
63-11											k a r a					
463-11											d u m b e					
762-11											b a n a ŋ k ɔ					
1788-11											s e g e					
2713-11											t ɛː m d i r e					
3425-11											j e					
4120-11											k ɔ l ɔ ŋ ɔ					
4184-11											j aː					
4423-11											s u l o					
4759-11											n i j e					
4980-11											t ɔ					
5125-11											u n dʒ o					
5339-11											p a g a					
5549-11											t a w a a					
5771-11											j uː r u					
5938-11											a r u n a					
1415-11											j ɛː					
1542-11											n ɔː					
1683-11											s e					
2957-11											m aː n d o					
3048-11											b i j a					
4402-11											j o					
5081-11											p i dʒ i					
6006-11											p u r i					
135-11											t u n d u					
158-11											m ɔ s u					
650-11											b e s i					
716-11											j o					
1152-11											t i b ɛ					
1374-11											k ɔ l ɔ					
1789-11											n o m a					
2083-11											k a n					
2618-11											k ɔ l ɔ					
2880-11											k u n dʒ o					
3405-11											s o m ɛː					
3572-11											b e r u					
3751-11											p i j					
3811-11											l ɔ					
4535-11											s u w a					
4888-11											s a m n a					
5583-11											t a ŋ g e					
5751-11											t i j ɔ					
2179-11											j n					
2442-11											n o m a					
2496-11											n u n					
4781-11											s a r i					
196-11											k ɔ l ɔ					
408-11											j a m b i					
526-11											a g a					
789-11											g a ŋ a					
978-11											t a m					
999-11											j o					
1298-11											g u m b a					
3015-11											n aː n d a					
3132-11											ŋ dʒ					
3300-11											r r w					
3639-11											t oː w a					
3977-11											m u n dʒ o					
3978-11											m u n dʒ o					
4648-11											j					
5532-11											i n i					
432-11											k a n i					
446-11											g o n g o					
1124-11											e l e					
1237-11											iː n dʒ ɔ					
1579-11											m b ɔ l ɔ					
1748-11											j					
2774-11											k a n					
2902-11											j o					
3198-11											s e m e					
3550-11											i n i					
3943-11											p a r e					
4219-11											t e m b e					
4259-11											g u m ɔː					
4611-11											k u m ɔː					
4983-11											s u n d o					
5656-11											m o n					
5830-11											j o					
285-11											n a					
1023-11											j ɔ					
1074-11											n o g e					
1172-11											g u l					
1187-11											uː r u					
1205-11											j					
1454-11											s eː l					
1524-11											i oː					
1612-11											n i m ɔ					
1668-11											b i g i					
1841-11											g e					
1970-11											p u n a					
2671-11											n					
2977-11											k ɔ b a					
3287-11											a n i					
715-12												d u				
1089-12												n a				
1319-12												n uː				
1398-12												s u g u r u				
1557-12												g i r̃ i				
1626-12												w a g a				
1840-12												t i r̃ i				
2247-12												g o				
4677-12												k u r o j				
5162-12												m i r̃ i				
5406-12												t a n u				
359-12												k a r a r a				
1577-12												g i r̃ i				
2196-12												n a r̃ a				
2230-12												s u g o				
2533-12												b aː r i				
3605-12												k a n a				
3866-12												s uː				
4553-12												t a g u				
4822-12												k u m o				
5254-12												d u r ɔ				
503-12												k i r̃ a				
1356-12												m a o				
2084-12												j a a b a				
2420-12												k u				
3218-12												p u dʒ u				
3718-12												a r a				
4135-12												b a w̃ u				
4694-12												g u dʒ u				
807-12												k o m				
2320-12												k a ŋ a				
2476-12												k ũ				
3719-12												u m ɛː				
4460-12												u s				
5514-12												ɲ i n e				
5810-12												b i r i				
93-12												d uː				
385-12												g ɛ m ɛ				
890-12												a m i r u				
1769-12												t ɛ m ɛ				
2162-12												b ɛ r ɛ				
2635-12												s o				
3031-12												d ɛ g ɛ				
4591-12												t o r o				
5301-12												p ɛ r̃				
5605-12												t i w e				
63-12												k a r u				
296-12												dʒ a m a				
463-12												d u m u				
762-12												b a n a k ũ				
1432-12												t aː r i				
1474-12												t u				
2044-12												d i m i				
2713-12												t o m d ɛ r ɛ				
3219-12												p a dʒ a				
4120-12												k o r o				
4184-12												ɲ aː				
4423-12												d ɔ r̃ ɔ				
4629-12												n u ŋ o				
4904-12												n u ŋ u g ɔ				
4960-12												g i n a dʒ u				
4980-12												t ũ				
5125-12												ɔ ɲ ɔ				
5549-12												t a w a				
5771-12												dʒ u g u				
5905-12												t i r̃ i				
5922-12												b i r a				
1-12												p ɛ̃				
629-12												d ɛː				
667-12												ɛ w ɛ				
1254-12												dʒ u r u				
1415-12												ɲ ɛː				
2551-12												o				
2901-12												t u ŋ u g u				
3885-12												d ɔ r ɔ				
5622-12												p ɔ l ɔ j				
6006-12												p u r̃ a				
43-12												s a				
158-12												m ɔ dʒ u				
194-12												b ɛ				
1789-12												n u ŋ o				
2618-12												k i r̃ ɛ				
3113-12												t ɔ g i				
3136-12												j a r a				
3751-12												p ɛ j				
3959-12												t o r u				
4888-12												s a m n a				
5180-12												s ɔ m ɛ				
5583-12												t a ŋ ɛ				
25-12												a dʒ ɛ g ɛ				
114-12												d ɔ ŋ ɔ				
702-12												ɔ g ɔ ɲ u ŋ o				
952-12												k u r ɔ				
1941-12												k i r̃ i				
2351-12												p a p a				
3448-12												b ũ d u				
3482-12												m i s iː d e				
3497-12												n a				
3588-12												k ɔ r ɔ				
4101-12												a r̃ a				
4202-12												g o r o				
4293-12												dʒ ɔ w ɔ				
4520-12												b e dʒ u				
4609-12												k ɔ r ɔ				
4740-12												g u n ɔ				
4781-12												s a dʒ a				
526-12												d a r a g a				
545-12												u r u				
931-12												b ɛ w				
999-12												j ɛ				
1989-12												m u g u n u g u				
2145-12												dʒ o				
2306-12												a m a				
3015-12												n aː n a				
3300-12												ɛ w ɛ				
3639-12												d u wː ɔ				
3774-12												t u r u				
3905-12												n a				
3976-12												s ũ				
4039-12												d ɔ n				
4152-12												k i r̃ a				
4260-12												ɔ m u				
4334-12												dʒ o				
4570-12												g ɔ j				
5200-12												r u g u				
5752-12												t o				
66-12												k a				
744-12												l ɔ w ɔ				
1646-12												ɔ g u				
1745-12												dʒ ɔ j ɛ				
2066-12												n a				
2958-12												m uː				
3197-12												k ã				
3812-12												b i n e				
4337-12												s ɔ m				
5531-12												i r̃ i				
5868-12												k a				
245-12												d ɔ r ɔ				
1002-12												l ɔ				
1026-12												r i				
1187-12												r ɔ r r ɔ				
1238-12												i dʒ u				
1454-12												s eː l l u				
1524-12												k o r o				
2288-12												ɛ r̃ ɛ				
2553-12												b a ŋ a				
2759-12												i g i				
2978-12												k u r ɔ				
3088-12												ɛ r̃ i				
3256-12												u g u m u g u				
715-13													d u			
1089-13													k ɛ			
1319-13													ɔ d			
1398-13													s u r o			
1557-13													g i l e			
1626-13													k a ɲː o			
1840-13													t i n			
2247-13													g o			
4677-13													k u l o j			
5162-13													m i n ɛ			
5406-13													t a a n			
359-13													g a l a l a			
1577-13													k i d ɛ			
2196-13													l a l			
2230-13													s u g o			
2533-13													b a l a			
3605-13													a n a n d ɛ			
3866-13													o d u			
4553-13													t a g u			
4822-13													k u m o			
5254-13													d u l ɔ			
503-13													t a nː aː			
1356-13													m a			
2084-13													j a a b u			
2420-13													k u l ɔ			
3218-13													r o u d u			
3372-13													n a mː a			
3718-13													a l a			
4135-13													b a n			
4694-13													g u d u			
807-13													g o			
2320-13													a n d ɛ			
2476-13													uː k			
2842-13													d i k u			
3719-13													m			
4081-13													d a b u			
4313-13													n ɛ m			
4460-13													s ɔ			
5514-13													n ɛ nː ɛ			
5810-13													p i l ɛ			
93-13													d ɔ			
260-13													b o r o			
385-13													g e m ɛ			
1336-13													t e g e			
1703-13													b a			
1769-13													t i m ɛ			
2162-13													b ɛ l ɛ			
2635-13													s o			
3031-13													d ɛ g ɛ			
4591-13													k ɛ b ɛ l u			
5301-13													p i j ɛ l			
5605-13													t i m ɛ			
63-13													k a l a			
762-13													b a n a k u u n ɛ			
1432-13													t o l			
1474-13													t ɔ			
1788-13													s a			
2044-13													d i m ɛ			
2713-13													t ɛ m ɛ d ɛ r ɛ			
3219-13													o r a s a			
3425-13													j ɛ			
4120-13													k o r o			
4184-13													a a e			
4423-13													d o r ɔ			
4629-13													n ɛ u nː u			
4980-13													d iː			
5059-13													g j o			
5125-13													ɔ n ɔ			
5339-13													p i j a g a			
5905-13													t i n			
5922-13													b i r ɛ			
5938-13													a d u ɲː a			
1-13													p i j i j ɛ			
483-13													g o d u			
667-13													i b ɛ			
1254-13													d a m d u l			
1415-13													n iː			
1683-13													s iː			
2901-13													t u ŋ i j ɛ			
3251-13													s a n a			
3885-13													t i r ɛ			
4402-13													j ɛ			
5081-13													b i n ɛ			
43-13													d a			
194-13													b ɛ			
221-13													ɛ d u			
650-13													b o d o			
716-13													j ɛ			
1374-13													k ɔ l ɔ			
1452-13													g a l a			
1789-13													n u mː a			
2083-13													k ɛ ɲː ɛ			
2108-13													n a j̃			
2618-13													k i r ɛ			
2636-13													m			
2924-13													p i j o l			
2941-13													b i l			
3113-13													t e g e			
3572-13													b ɛ d u			
3811-13													l ɛ			
3959-13													t o l			
4066-13													g ɔ r ɔ			
5180-13													s ɛ m ɛ			
5751-13													t u j o			
5981-13													a r a			
872-13													e ɲː e			
952-13													k e r u			
1941-13													k i l			
2442-13													n u mː a			
3448-13													b uː d u			
3497-13													n aː			
4101-13													a n u			
4202-13													g o r o			
4293-13													dʒ ɔ b ɔ			
4520-13													p i j e d u			
4740-13													g u n d ɔ			
4781-13													s a d a			
5982-13													g u d u			
408-13													j a b u			
526-13													d a r a g a			
545-13													i r u			
789-13													g a m a			
931-13													b i j ɛ			
999-13													j ɛ			
1298-13													k u l u m b a			
1942-13													j			
1989-13													m ɛ n ɛ			
2145-13													dʒ oː			
2306-13													a m b a			
2817-13													a n k a			
3015-13													n a n d a			
3639-13													t u w ɔ			
3774-13													t u r u			
3976-13													s iː			
4152-13													k i n ɛ			
4260-13													ɔ m u			
4334-13													s o j			
4648-13													j ɛ			
5200-13													l			
5318-13													d ɔ l ɔ			
5532-13													u u			
5673-13													d ɛ m ɛ			
5866-13													k a d a			
5887-13													e a m			
66-13													k a			
685-13													b oː n d ɔ			
744-13													l a b a			
1579-13													m b u l d			
1646-13													ɔ g u			
1748-13													j ɛ			
2066-13													n a ŋ a			
2216-13													j a a			
2265-13													u l o			
2902-13													j ɛ			
2958-13													m ɔː			
3534-13													k ɛ n ɛ			
3684-13													k ɛ ɲː ɛ			
3944-13													k ɔː			
4024-13													dʒ i b ɛ			
4219-13													d ɛ r ɛ			
4240-13													w e l			
4611-13													k ɲː m ɔ			
5828-13													a e			
5868-13													k a n a			
245-13													t ɔ l ɔ			
285-13													n ɛ			
348-13													k i r ɛ			
1002-13													l ɛ			
1023-13													j ɛ			
1026-13													l i m ɔ			
1074-13													n o g o l ɔ			
1172-13													k k ɔ l ɔ			
1238-13													i d u			
1275-13													u k			
1612-13													nː u m ɔ			
2396-13													n			
2553-13													b a ŋ a			
2759-13													ɛ g ɛ			
3256-13													ɛ m ɛ			
3287-13													a n u			
3407-13													ɛ			
715-14														i g u		
1089-14														n a		
1319-14														n ɔ w		
1398-14														s u n		
1557-14														dʒ i r o		
1626-14														w a g a		
1840-14														t i		
2247-14														u u		
4677-14														k u r o j		
5162-14														m i r̃ o		
5406-14														t a l u		
359-14														g u a l		
2196-14														n a m r a		
2230-14														u r̃		
2533-14														b a r a		
3605-14														k a l a		
3866-14														õː s u		
4553-14														t a		
4822-14														k u m		
503-14														dʒ i m r o		
1356-14														m a ŋ		
1881-14														d u b		
2084-14														j̃ a b i		
2420-14														k u s o		
3372-14														n a w̃ a		
3718-14														a l		
4135-14														b a		
4694-14														k u s e j		
807-14														g u		
2476-14														k u		
2842-14														d i g u		
3719-14														m		
4081-14														d a ŋ b a		
4313-14														n e ŋ		
4460-14														z a ŋ		
5810-14														p i r u		
93-14														s u		
260-14														b e r e		
385-14														s o m o		
1703-14														j w		
2162-14														b e r e		
2635-14														s k		
2735-14														d a l a		
3031-14														d ɛ g u		
5301-14														p e r u		
5605-14														t i w̃ a		
296-14														s a m a		
1432-14														t a r u		
1474-14														t ɔ		
1788-14														s a		
2044-14														d i m a		
3425-14														j u		
4184-14														dʒ i m r ɲ		
4423-14														n u ɛ ɔ		
4629-14														n u ŋ o		
4904-14														n u ŋ		
4980-14														t u s o t i w		
5059-14														s e j l o		
5339-14														p a		
5905-14														t i		
5922-14														b i r e		
5938-14														a d i r̃ o		
483-14														g u s u		
629-14														n u		
1254-14														s a l d u r u		
1898-14														p u r̃ o		
3251-14														b a r a		
5622-14														p e ŋ l e j		
158-14														ŋ ɔ s u		
194-14														r̃ a		
1452-14														l aː r a		
2083-14														k a ŋ		
2108-14														n a ŋ		
2924-14														p t l u		
3572-14														a r̃ i		
3751-14														p e j		
3959-14														t õː r u		
4066-14														g u ɛ ɔ		
25-14														a s ɛ g u		
952-14														k u r u		
2351-14														p a		
3482-14														m i s i w d a		
3497-14														n a		
3588-14														k ɔ l ɔ		
4101-14														a m r a		
4520-14														p e s u		
4609-14														k u k i		
4740-14														g u l ɔ n		
545-14														i r u		
931-14														b e ŋ		
978-14														t a m		
999-14														j a		
1052-14														n a m		
1070-14														l u g ɔ		
2456-14														k ɔ l ɔ		
2514-14														d u s u		
3774-14														t u r u		
3905-14														d u		
4039-14														d ɔ l		
4334-14														u õː		
4361-14														t e g u		
4570-14														g ɔ w		
5752-14														ɛː t		
5887-14														j̃ a m		
521-14														k ɔː dʒ o		
685-14														t t b		
1108-14														j̃ u s o		
2066-14														n a ŋ a		
2216-14														j a		
2392-14														l ɔ s u		
2774-14														k a ŋ		
2958-14														m t m t		
3339-14														k a r a		
3944-14														k u ɛ ɔ		
4024-14														s u w a		
4219-14														t e g u m e g u		
4240-14														w k l		
5197-14														e r u		
5531-14														s o		
5733-14														n i w		
5828-14														j̃ a		
409-14														j i r u		
562-14														s u w̃ ɔ		
1002-14														r a		
1022-14														p i l i		
1023-14														j̃ e g u		
2288-14														e r̃ e		
2759-14														ɛ g u		
2798-14														i w r̃ o		
3088-14														t r̃ r̃		
3287-14														a n u		
3407-14														e ŋ		
3463-14														a w		
715-15															d eː	
1089-15															ɲ u	
1319-15															ə n ɛ	
1398-15															s u g u l u	
1557-15															g i d e	
1626-15															w a g a	
1840-15															t i n u	
2247-15															g o	
4677-15															k u n j d o l o	
5162-15															b i n ɛ	
5406-15															d aː r̃ t o	
359-15															g a l a l	
1577-15															g i d e	
2196-15															n a r̃ a	
2230-15															s i j u g o	
2533-15															b a d a	
3605-15															g a m n d ɛ	
3866-15															o d u	
4553-15															t i a g a w	
4822-15															k u ŋ ɔ	
5254-15															d u l u	
503-15															tʃ e l a	
1356-15															m aː	
1881-15															n u m	
2084-15															j a m a m b a	
2420-15															k u l	
3218-15															b u u d u	
3372-15															n a m a	
4135-15															i n dʒ u	
4694-15															g u d u g o	
807-15															g o	
2842-15															d i g u	
3719-15															m	
4081-15															d a m b i	
4313-15															n ɛ m	
5514-15															t o r̃ t o	
