COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
385-14														dʒ ɛ m ɛ Ø		
1703-14														b Ø Ø		
2162-14														b ɛ l ɛ		
2635-14														s Ø		
2735-14														d a n aː		
3031-14														d ɛ g ɛ		
5301-14														p ɛ l u		
5605-14														t i m ɛ		
296-14														dʒ a m a		
1432-14														t a l u		
1474-14														t ɔ Ø Ø		
1788-14														s u		
2044-14														d i m Ø		
3425-14														j Ø		
4184-14														Ø Ø		
4423-14														d ɔ r̃ ɔ		
4629-14														n u ŋ ɔ		
4904-14														n u ŋ		
4980-14														t ɔ		
5059-14														g u Ø		
5339-14														p a g a		
5905-14														t i n		
5922-14														b i r ɛ		
5938-14														Ø a d u n o		
483-14														g e dʒ u		
629-14														d Ø		
1254-14														dʒ u Ø d u l u		
1898-14														p u r̃ Ø		
3251-14														s i r i		
715-15															d i	
1089-15															n a i a	
1319-15															n Ø	
1398-15															s u g a l u	
1557-15															g i l e	
1626-15															w a g Ø	
1840-15															t i n	
2247-15															g o	
4677-15															k u l u	
5162-15															m i e	
5406-15															t Ø n	
359-15															g a l u	
1577-15															g i l e	
2196-15															n a a	
2230-15															s ɛ g o	
2533-15															b a l Ø	
3605-15															k a n a	
3866-15															o dʒ u	
4553-15															t a g Ø	
4822-15															k u m o	
5254-15															d u l ɔ	
503-15															k i Ø i	
1356-15															m a Ø	
1881-15															n u m	
2084-15															j aː b ɛ	
2420-15															k u l ɔ	
3218-15															p u dʒ u	
3372-15															n a w̃ a	
4135-15															b a r̃	
4694-15															g u dʒ u	
807-15															k o w̃	
2842-15															i g u	
3719-15															m	
4081-15															d a m Ø	
4313-15															n ɛ m i	
5514-15															n ɛ n ɛː	
5810-15															p i l ɛ	
93-15															d ɔ	
260-15															b ɛ l ɛ	
385-15															dʒ ɛ m ɛ Ø	
1336-15															t e g e	
1769-15															t ɛ w̃ ɛ	
2162-15															b ɛ l ɛ	
2635-15															s o	
2735-15															d a n ɛ	
3031-15															d ɛ g ɛ	
5605-15															t i w̃ ɛ	
63-15															k a r u	
296-15															a m Ø	
762-15															b a n a k Ø Ø	
1432-15															t a l u	
1474-15															t ɔ	
2044-15															d i m e	
2713-15															t ɛː w̃ Ø e d ɛ l ɛ	
3219-15															p Ø dʒ u	
3425-15															j o	
4120-15															k o l o	
4423-15															d ɔ r̃ ɔ	
4629-15															n u ŋ Ø	
4759-15															n o ɛː	
4904-15															n u ŋ Ø aː	
4960-15															Ø i n aː Ø	
4980-15															t	
5339-15															p a g u	
5549-15															t a b a	
5905-15															t i n	
5922-15															b i l ɛ	
5938-15															a d u n dʒ dʒ u	
1-15															p ɛ	
483-15															g o dʒ ɔ	
629-15															a	
667-15															ɛ b ɛ	
1254-15															dʒ a w̃ d u l u	
1542-15															Ø ɔ	
2901-15															t u j a u	
2957-15															w̃ a n d	
3048-15															Ø	
3251-15															a l a	
3885-15															Ø ɛ l ɛː	
715-16																d ɛ
1089-16																n a a
1319-16																n ɛː
1398-16																s u ŋ l u
1557-16																g i r e
1626-16																w a g a
1840-16																t i n
2247-16																g o
4677-16																k u l oː j
5162-16																m i l ɛ
5406-16																t a n u
359-16																g a l u
1577-16																g i r e
2196-16																n a l a
2230-16																s u g o
2533-16																b a r a
3605-16																k a n a
3866-16																o dʒ u
4553-16																t a g a
4822-16																k u m o
5254-16																d u l ɔ
503-16																k ɛ r̃ ɛ
1356-16																m aː
1881-16																n u m
2084-16																j a p ɛ
2420-16																k u l ɔ
3218-16																p u dʒ u
3372-16																n a w̃ a
3718-16																a r a
4135-16																b a n
4694-16																g u dʒ u
807-16																k o m
2320-16																k a ŋ ɛ
2476-16																k o
2842-16																d i g u
3719-16																w̃
4081-16																d a m b a
4313-16																n ɛ m
4460-16																s j
5514-16																n ɛ n ɛ
5810-16																p ɛ l ɛ
93-16																d ɔ
260-16																b ɛ r ɛ
890-16																a m iː l i
1336-16																t ɛ g ɛ
1703-16																b a
1769-16																t ɛ m ɛ
2162-16																b ɛ l ɛ
2635-16																s o
2735-16																d a n ɛ
3031-16																d ɛ g ɛ
4591-16																t o r o
5301-16																p ɛ l u
5605-16																t ɛ w̃ ɛ
63-16																k a r a
296-16																dʒ a m a
463-16																d u m u
1432-16																t a l u
1474-16																t ɔ
1788-16																s a
2044-16																d i m e
3219-16																p aː dʒ u
3425-16																j ɔ
4120-16																k o l o
4184-16																j a ɛ
4423-16																d ɔ r̃ ɔ
4960-16																dʒ i n a dʒ u
4980-16																t ɔ
5059-16																g u l o
5125-16																ɔ ɲ ɔ
5339-16																p a g a
5549-16																t a b a
5771-16																dʒ u g u
5905-16																t i n
5922-16																b i r ɛ
1-16																p ɛː
483-16																g o dʒ u
629-16																d ɔː
667-16																ɛ b ɛ
1254-16																dʒ a m d u l u
1683-16																s
2551-16																r ɛ
2901-16																t u ŋ
3251-16																b a r a
3885-16																d ɛ r ɛ
