COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
3132-9									d u ŋ							
3300-9									ɛ w ɛ							
3774-9									t u r u							
3976-9									s uː							
4039-9									d o r u							
4152-9									k i r̃ e							
4260-9									ɔ m b u							
4278-9									k n dʒ a							
4361-9									t e g u							
4570-9									k ɔ ɔː							
715-10										d i						
1089-10										n ɛ						
1319-10										ɲ i						
1398-10										s u g u l u						
1557-10										g i lː iː						
1626-10										w a dʒ e						
1840-10										t i n						
2247-10										g o						
4677-10										k u l e						
5162-10										ŋ i n e						
5406-10										t a l u						
359-10										k a r a						
1577-10										g i r ɛ						
2230-10										s u g o						
2533-10										b a r a						
3605-10										k a n d a						
3866-10										u l u d u						
4822-10										k u m g o						
5254-10										d i g ɛ						
503-10										tʃ i n e						
1356-10										m aː						
1881-10										n o m g o i						
2084-10										j a a b a						
2420-10										k u l a						
3218-10										d i d i						
3372-10										n a m b a						
4135-10										b a n						
4694-10										g u d u						
807-10										k o b e						
2320-10										k e n						
2476-10										gʷ ãː						
2842-10										d i g ɛ						
3719-10										m						
4081-10										d a m b a						
4313-10										n ɛ						
4460-10										s ɔ j						
5514-10										n ɛ n d ɛ						
5810-10										p i r i						
93-10										d ɔ						
260-10										p i r i m						
385-10										d ɛ m b ɛ						
890-10										a r a						
1336-10										d i g i						
1703-10										b a						
1769-10										t ɛ m b ɛ						
2162-10										b ɛ l ɛː						
2635-10										d ɛ						
2735-10										d a n a						
3031-10										d ɛ g ɛ						
4591-10										g ɛ r i						
5301-10										p i r i m						
5605-10										t u m a						
63-10										k a r a						
296-10										z a m e						
463-10										d i m b e						
762-10										b a n a k u l						
1432-10										t a l u						
1474-10										t ɔ						
2044-10										d i m ɛ						
2713-10										t ɛ m ɛ d e r ɛ						
3219-10										p a d a						
3425-10										j ɛ						
4120-10										g u l u l u l u						
4423-10										d ɔ n ɔ						
4629-10										n o m a						
4759-10										n i j̃ ɛ						
4904-10										n o m a						
4960-10										g i n ɔː						
4980-10										t ɛː						
5059-10										g u l o						
5125-10										u l u n d u						
5339-10										p u g a						
5549-10										t a b a						
5905-10										t i n						
5922-10										b i d ɛ						
5938-10										a d u n a						
1-10										p ɛ						
483-10										g e r iː						
629-10										d o						
667-10										ɛ b ɛ						
1254-10										d u l u						
1415-10										ɲ ɛ						
1542-10										n o						
1683-10										n ɛː						
1898-10										d u l u						
2551-10										r						
2901-10										t u ŋ i						
2957-10										m a n d i						
3048-10										b i						
3251-10										b a r						
3885-10										d e						
4402-10										j i						
5622-10										p ɛ r i j eː j						
43-10										d a						
135-10										t u n d u						
221-10										ɛ d i						
1152-10										t i b ɛ						
1374-10										g ɔ r ɔ						
1452-10										g a r a						
1789-10										n i m b a						
1862-10										i d i						
2636-10										m						
2880-10										k i n d i						
2924-10										oː p						
3113-10										t e g e						
3136-10										j a r a						
3572-10										b ɛ r i						
3751-10										p ɛ						
3811-10										l u						
3959-10										t o l						
4066-10										g ɛː r̃ ɔ						
4535-10										sʷ u g ɛ						
5180-10										d ɛ m b ɛ						
5583-10										t a ŋ i						
5981-10										a r̃ a						
25-10										g a d ɛ g ɛ						
114-10										d u j a						
702-10										o g ɔ n aː ɔ ŋ g e ɔ						
851-10										gʷ ãː						
872-10										i n dʒ ɛː						
2179-10										n d u l u						
2351-10										b a b a						
2442-10										n i m b a						
2496-10										n i n						
3448-10										b u u d u						
3482-10										m iː sʷ i d ɔ ŋ g ɔ						
3497-10										i n aː						
4101-10										a n a						
4293-10										d a b a						
4520-10										p a d u						
4609-10										k ɔ r ɔ						
5982-10										g u d u						
196-10										k u l a						
526-10										a g a						
931-10										b ɛ						
2306-10										a m b a						
2514-10										d u d i						
2666-10										d i j i						
2817-10										a ŋ g i						
3015-10										n a n d a						
3132-10										d i ŋ g e						
3774-10										t i r i m						
3905-10										n e						
4334-10										d oː						
4570-10										g d						
715-11											d i					
1089-11											n a					
1319-11											n ɔ					
1398-11											s u n i					
1557-11											g i d i					
1626-11											w a g i					
1840-11											t eː ŋ					
2247-11											g ɔ					
4677-11											k ɔ l ɔ n i					
5162-11											i m i l ɔ					
5406-11											t a n d i					
1577-11											dʒ e l e					
2196-11											n a l e					
2230-11											s i g e					
2533-11											b a r g e					
3605-11											k a n d a					
3866-11											õː dʒ o					
4553-11											t a g a					
4822-11											k u m b e					
5254-11											d u l ɔ					
503-11											k u n a					
1356-11											m u					
1881-11											n ɔː m					
2084-11											j a a b a					
2420-11											k ɔ l ɔ					
3218-11											p a r o dʒ o					
3372-11											n a m a					
3718-11											a l i					
4135-11											b a n i					
807-11											g õː					
2320-11											k a n					
2476-11											k ɔ					
2842-11											d i g e					
3719-11											m b ɔ					
4081-11											d a m b i					
4313-11											n ɛ m					
4460-11											s ɔ j					
5514-11											ŋ a ŋ a					
5810-11											p a r i l i					
260-11											p i dʒ i					
890-11											a m b e l					
1336-11											t ɔ g ɔ					
1703-11											b a					
2735-11											d a n a					
4591-11											t eː r o					
63-11											k a r a					
463-11											d u m b e					
762-11											b a n a n k i					
1788-11											s e g e					
2713-11											t e m u n t e					
3425-11											j o a					
4120-11											k ɔ l ɔ					
4184-11											j aː					
4423-11											s u l o					
4759-11											n i j e					
4980-11											r ɔ					
5125-11											o n dʒ i					
5339-11											p a g a					
5549-11											s a w a					
5771-11											d uː r u					
5938-11											a r u n a					
1415-11											j ɛː					
1542-11											n ɔː					
1683-11											s i					
2957-11											m aː n d o					
3048-11											b i j o					
4402-11											j o					
5081-11											b i n i					
6006-11											p u r i					
135-11											k ɔ n dʒ o					
158-11											m ɔ s u					
650-11											b e s i					
716-11											j o					
1152-11											t i m b ɛ					
1374-11											k ɔ l ɔ					
1789-11											d u m ɔ					
2083-11											k a n					
2618-11											k ɔ l ɔ					
2880-11											k u n dʒ i					
3405-11											ɛ m ɔ					
3572-11											b a r u					
3751-11											p a r ɛ					
3811-11											l					
4535-11											s u g o					
4888-11											s a m n a					
5583-11											t a ŋ g e					
5751-11											t i j ɛ					
2179-11											n i					
2442-11											d u m ɔ					
2496-11											n u n					
4781-11											s a t a					
196-11											k ɔ l ɔ					
408-11											j o m b e					
526-11											a g a					
789-11											g a ŋ a					
978-11											t a m					
999-11											j o					
1298-11											g u m b a					
3015-11											n aː n d a					
3132-11											dʒ o ŋ					
3300-11											r w e					
3639-11											t oː w a					
3977-11											o n dʒ i					
3978-11											o n dʒ i					
4648-11											j o					
715-12												d u				
1089-12												n a ŋ a				
1319-12												n uː				
1398-12												s u g u r u				
1557-12												g i r̃ i				
1626-12												w a g a				
1840-12												t i r̃ i				
2247-12												g o				
4677-12												k u r o j				
5162-12												m i r̃ i				
5406-12												t a n u				
359-12												g a r a				
1577-12												g i r̃ i				
2196-12												n a r̃ a				
2230-12												s u g o				
2533-12												b aː r i				
3605-12												k a n a				
3866-12												s uː				
4553-12												t ɔ g u				
4822-12												k u m ɔ				
5254-12												d u r ɔ				
503-12												k i r̃ i				
1356-12												m a j				
2084-12												j a a b a				
2420-12												k u r ɔ				
3218-12												p u dʒ u				
3718-12												a r a				
4135-12												b a w̃ u				
4694-12												g u dʒ u				
807-12												k o m				
2320-12												k a ŋ a				
2476-12												k ũ				
3719-12												r				
4460-12												s ɔ j				
5514-12												n ɛ n ɛ				
5810-12												p i r i				
93-12												d uː				
385-12												dʒ ɛ m a				
890-12												a m i r u				
1769-12												t ɛ m a				
2162-12												b ɛ r̃ ɛ				
2635-12												s i				
3031-12												d ɛ g ɛ				
4591-12												t o r o				
5301-12												p ɛ l u				
5605-12												t i w e				
63-12												k a r u				
296-12												dʒ a m a				
463-12												d u m				
762-12												b a n a k u r u				
1432-12												t aː r i				
1474-12												t ɔ				
2044-12												d i m e				
2713-12												t ɛː m d ɛ r̃ ɛ				
3219-12												p a dʒ a				
4120-12												k o r o				
4184-12												ɲ o				
4423-12												d ɔ r̃ ɔ				
4629-12												n u ŋ u g ɔ				
4904-12												n u ŋ u g ɔ				
4960-12												g i n a dʒ u				
4980-12												t ũ				
5125-12												ɔ ɲ ɔ				
5549-12												t ɔ w ɔ				
5771-12												dʒ u g u				
5905-12												t i r̃ i				
5922-12												b i r ɛ				
1-12												b ɛː				
629-12												d ɛː				
667-12												ɛ w ɛ				
1254-12												dʒ u r u				
1415-12												ɲ ɛ				
2551-12												r i				
2901-12												t u ŋ u g u				
3885-12												d ɔ r ɔ				
5622-12												p ɛ l u ɔ j				
6006-12												p u r̃ a				
43-12												s a				
158-12												m ɔ dʒ u				
194-12												b ɛ				
1789-12												n u ŋ o				
2618-12												k i r̃ ɛ				
3113-12												t ɔ g i				
3136-12												j a r a				
3751-12												p aː				
3959-12												t o r u				
4888-12												s a m n a				
5180-12												s ɛ m a				
5583-12												t a ŋ a				
25-12												a dʒ ɛ g ɛ				
114-12												d ɔ ŋ ɔ				
702-12												ɔ g ɔ ɲ u ŋ o				
952-12												k u r ɔ				
1941-12												k i r̃ i				
2351-12												b a b a				
3448-12												b uː d u				
3482-12												m i s iː d ɛ				
3497-12												n a ŋ a				
3588-12												k ɔ r ɔ				
4101-12												a r̃ a				
4202-12												g o r o				
4293-12												dʒ ɔ w ɔ				
4520-12												p e dʒ u				
4609-12												k ɔ r ɔ				
4740-12												g u n ɔ				
4781-12												s a dʒ a				
526-12												a g a				
545-12												u r u				
931-12												b ɛː				
999-12												j ɛ				
1989-12												m ɛ n ɛ				
2145-12												ɲ o				
2306-12												a m a				
3015-12												n a n a				
3300-12												ɛ w ɛ				
3639-12												t u w ɔ				
3774-12												t u r u				
3905-12												n a ŋ a				
3976-12												s ũ				
4039-12												d ɔ n				
4152-12												k i r̃ i				
4260-12												ɔ m u				
4334-12												s ɔ r				
4570-12												g ɔ j				
715-13													d u			
1089-13													n a a			
1319-13													n i j ɛ			
1398-13													s u g o r u			
1557-13													g i r ɛ			
1626-13													b a g i			
1840-13													t i n u			
2247-13													g o			
4677-13													k u l o j			
5162-13													m i n ɛ			
5406-13													t aː n			
359-13													k a r u			
1577-13													g i r u			
2196-13													n a n a			
2230-13													s u g o			
2533-13													b a l a			
3605-13													k a n d a			
3866-13													o d u			
4553-13													d a g u			
4822-13													k u m o			
5254-13													d u l ɔ			
503-13													k i n a			
1356-13													m a			
2084-13													j a a b u			
2420-13													g u l a			
3218-13													j u b u d ɔ u			
3372-13													n a m a			
3718-13													a r u			
4135-13													b a n			
4694-13													g u d u			
807-13													g o			
2320-13													k a ŋ u			
2476-13													k u g ɔ			
2842-13													d i g u			
3719-13													m			
4081-13													d a m b a			
4313-13													n ɛ m			
4460-13													s ɔ			
5514-13													n ɛ nː ɛ			
5810-13													p i l ɛ			
93-13													d ɔ			
260-13													b o r o			
385-13													g ɛ m b ɛ			
1336-13													d ɛ g ɛ			
1703-13													b a			
1769-13													d ɛ m b ɛ			
2162-13													b ɛ l ɛ			
2635-13													b			
3031-13													d ɛ g ɛ			
4591-13													k ɛ b ɛ l u			
5301-13													p i j ɛ l u			
5605-13													t i n ɛ			
63-13													k a r u			
762-13													b a n a k u l u			
1432-13													t a l ɛ			
1474-13													t ɔ			
1788-13													s ɛ			
2044-13													d i m ɛ			
2713-13													d ɛ b ɛ m d ɛ r ɛ			
3219-13													b a a d u			
3425-13													j e			
4120-13													k o l o			
4184-13													ɲː a a			
4423-13													t u l o			
4629-13													n u n d o			
4980-13													u			
5059-13													g u ɲ o			
5125-13													o n d o			
5339-13													j a g i			
5905-13													t i n u			
5922-13													b i r ɛ			
5938-13													a n u nː a			
1-13													j ɛ b ɛ			
483-13													g o d u			
667-13													ɛ b ɛ			
1254-13													d u l u			
1415-13													n iː			
1683-13													s e			
2901-13													t u ŋ iː			
3251-13													b a r a			
3885-13													t ɛ r ɛ			
4402-13													j ɛ			
5081-13													b i n ɛ			
43-13													dʒ a			
194-13													b ɛ			
221-13													ɛ dʒ u			
650-13													b o d o			
716-13													j ɛ			
1374-13													k ɔ l ɔ			
1452-13													g a l a			
1789-13													n u m o			
2083-13													k ɛ ɲː ɛ			
2108-13													n a a j e			
2618-13													k ɛ l ɛ			
2636-13													m			
2924-13													p i j o l u			
2941-13													b i l			
3113-13													t u g u			
3572-13													b ɛ r u			
3811-13													l i			
3959-13													t o l u			
4066-13													k ɔ ɛ			
5180-13													s ɛ mː ɛ			
5751-13													t u j o			
5981-13													a n a			
872-13													e ɲː e			
952-13													k e r u			
1941-13													k i l i			
2442-13													n u m o			
3448-13													b uː d u			
3497-13													n a a			
4101-13													a n u			
4202-13													g o l o			
4293-13													dʒ ɔ b ɔ			
4520-13													p i j e d u			
4740-13													g u n d ɔ			
4781-13													s a d a			
5982-13													g u d u			
408-13													j ɛ m b o			
526-13													d a l a k a			
545-13													u l u			
789-13													g a m a			
931-13													b ɛ			
999-13													j ɛ			
1298-13													g u l u m b a			
1942-13													j			
1989-13													m ɛ n ɛ			
2145-13													dʒ oː			
2306-13													a m b a			
2817-13													aː n a			
3015-13													n a n a			
3639-13													t u w ɔ			
3774-13													t u r u			
3976-13													s iː			
4152-13													k i n a			
4260-13													ɔ m u			
4334-13													s o j			
4648-13													j			
715-14														d i		
1089-14														n a		
1319-14														n i		
1398-14														s u ŋ u r̃ u		
1557-14														k i r u		
1626-14														w a g a		
1840-14														t i		
2247-14														m u g		
4677-14														k u r a j		
5162-14														m i r̃ o		
5406-14														t a l u		
359-14														k a r i		
2196-14														n a r̃ a		
2230-14														s i		
2533-14														s a r a		
3605-14														k a l a		
3866-14														o s u		
4553-14														t a g u		
4822-14														k u m o		
503-14														tʃ i r̃ o		
1356-14														m a		
1881-14														n u m i		
2084-14														j a j s u		
2420-14														k u s o		
3372-14														n u w̃ a		
3718-14														a r a		
4135-14														s a l		
4694-14														k u s e j		
807-14														u g u		
2476-14														k u		
2842-14														d i g u		
3719-14														d		
4081-14														d a m a		
4313-14														n e ŋ		
4460-14														z a ŋ		
5810-14														b i r i		
93-14														d ɔ		
260-14														s ɛ r u		
385-14														s o m o		
1703-14														p a		
2162-14														s ɛ r u		
2635-14														s o		
2735-14														d a l a		
3031-14														d ɛ g a		
5301-14														b ɛ r u		
5605-14														t i w̃ a		
296-14														s a m a		
1432-14														t a r u		
1474-14														t u		
1788-14														s a		
2044-14														d i m o		
3425-14														j		
4184-14														ɲ i		
4423-14														d ɔ r u		
4629-14														n u ŋ o		
4904-14														n u ŋ		
4980-14														t ɔ w		
5059-14														k i l o		
5339-14														p a g a		
5905-14														t i		
5922-14														b i r a		
5938-14														a d i r̃ o		
483-14														g u s u		
629-14														d u		
1254-14														s u r u		
1898-14														b u r̃ o		
3251-14														s a r̃ a		
5622-14														p i l e j		
158-14														m o s u		
194-14														s i		
1452-14														l aː r a		
2083-14														k a r̃ u		
2108-14														n a ŋ		
2924-14														p ɔ l t u		
3572-14														s e r u		
3751-14														p i		
3959-14														t ɔ r u		
4066-14														m u g ɔ r		
25-14														a s ɛ g u		
952-14														k u r u		
2351-14														p a		
3482-14														m i s i d ŋ		
3497-14														n a		
3588-14														k ɔ r u		
4101-14														a r̃ a		
4520-14														p e s u		
4609-14														k u r u		
4740-14														k u ŋ ɔ		
545-14														i r u		
931-14														s i		
978-14														t a r̃ u		
999-14														j		
1052-14														n a m		
1070-14														r a m u g u		
2456-14														k u r u		
2514-14														d u s u		
3774-14														t u r u		
3905-14														n u		
4039-14														d o r̃ u		
4334-14														s oː		
4361-14														t e g u		
4570-14														d e g o		
715-15															d eː	
1089-15															n a	
1319-15															n ɛ	
1398-15															z u n	
1557-15															g i r e n	
1626-15															w a g a	
1840-15															t u n	
2247-15															g o	
4677-15															k u l e	
5162-15															m i n ɛ	
5406-15															t a n d i	
359-15															g a d a	
1577-15															g i r e n	
2196-15															n a l a	
2230-15															z i	
2533-15															b a d a	
3605-15															k a n d a	
3866-15															o z u	
4553-15															s aː g a w	
4822-15															k u m	
5254-15															d u l a	
503-15															tʃ e l a	
1356-15															m	
1881-15															n o m i	
2084-15															p i j a	
2420-15															k u l a	
3218-15															p u s	
3372-15															n a m a	
4135-15															b a n	
4694-15															g o z u	
807-15															g o	
2842-15															d u g u	
3719-15															m	
4081-15															d a m b a	
4313-15															n ɛ m	
5514-15															n ɛ n ɛ	
5810-15															p u l ɛ	
93-15															d ɔ	
260-15															p i d i m	
385-15															z ɛ m ɛ	
1336-15															d o g o	
1769-15															t ɛ m ɛ	
2162-15															b ɛ l ɛ	
2635-15															z o	
2735-15															d a n d a	
3031-15															d ɛ g ɛ	
5605-15															t u m a	
63-15															g a l a	
296-15															z a m b i	
762-15															b a n a n k u	
1432-15															t a l	
1474-15															t o	
2044-15															d i m b e	
2713-15															t ɛ m i n d ɛ	
3219-15															p u s u	
3425-15															j o	
4120-15															k ɛ d ɛ	
4423-15															d a r̃ a	
4629-15															n o m a	
4759-15															n o j	
4904-15															n o m a	
4960-15															g ʔ ə n ɛ	
4980-15															t o r̃ ɔ	
5339-15															p a g a	
5549-15															t a b a	
5905-15															t i n	
5922-15															b i d ɛ	
5938-15															a d u r̃ a	
1-15															p ɛ	
483-15															g o z u	
629-15															d ɔ	
667-15															ɛ w ɛ	
1254-15															z u m z u	
1542-15															n ɔ	
2901-15															t u ŋ i	
2957-15															m a n d u	
3048-15															b e	
3251-15															b aː	
3885-15															d e n	
5081-15															b i n d u	
43-15															z aː	
135-15															k u n d u	
221-15															ɛ z u	
650-15															b o d o	
716-15															j ɛ	
1152-15															t i b i j ɛ	
1789-15															n u m a	
1862-15															i z e	
2636-15															m	
2880-15															k u n d u	
2924-15															p a j	
2941-15															b i j a l	
3113-15															t u g u	
3136-15															j a d a	
3405-15															ɛ m ɛ	
3572-15															b ɛ d u	
3751-15															p ɛ	
3811-15															l	
3959-15															t o l u	
4066-15															g ɔ n ɔ	
4535-15															z u b a	
5180-15															s ɛ m ɛ	
5751-15															t i j ɛ	
5981-15															b a r a	
25-15															a s i j ɛ g ɛ	
114-15															d a j ɔ	
702-15															ɔ g ɔ ŋ ɔ̃ː	
872-15															ɛ n dʒ ɛ	
952-15															k u l a	
1941-15															k i l	
2179-15															n d u	
2351-15															b a b a	
2442-15															n u m a	
2496-15															n o	
3448-15															b u u d u	
3482-15															b i s i j i d ɛ	
3588-15															k ɔ r ɔ	
4101-15															b a r a	
4293-15															z ɔ b ɔ	
4520-15															b a d u	
4740-15															g e n ɔ	
5982-15															k o z u	
196-15															k u l a	
408-15															j o m b u	
789-15															g a m a	
1070-15															n o g ɛ	
1298-15															g u l m b a	
1942-15															j̃	
1989-15															m ɛ n ɛ	
2306-15															a m a	
2514-15															d o z u	
2817-15															a ŋ	
3015-15															b a n d a	
3132-15															d u n g a	
3905-15															n o	
3976-15															o m z u	
4039-15															d a n	
4152-15															z i	
4278-15															k u n dʒ u	
4334-15															z j	
4648-15															j̃ ɛ	
715-16																d u
1089-16																n a ŋ a
1319-16																n ɔː
1398-16																s u ŋ u
1557-16																g i r ɛ
1626-16																b a g a
1840-16																t i n ɛ
2247-16																g o
4677-16																k u l o j
5162-16																m i n ɛ
5406-16																t n aː
359-16																g a m i r u
1577-16																g i r ɛ
2196-16																n a l a
2230-16																s u g o
2533-16																b a m i r u
3605-16																k a n a
3866-16																o dʒ u
4553-16																t a g a
4822-16																k ɛ m ɛ
5254-16																d u l ɔ
503-16																k i n a
1356-16																m a
1881-16																n ɛː w̃
2084-16																j a a b a
2420-16																k u l ɔ
3218-16																p u s
3372-16																n a m a
3718-16																a l a
4135-16																b a n
4694-16																g u dʒ u
807-16																k o m
2320-16																r̃ i n
2476-16																k u
2842-16																d u g a w
3719-16																m
4081-16																d a m a
4313-16																n ɛ m
4460-16																s u m
5514-16																n ɛ n ɛ
5810-16																p i r u
93-16																d ɔ
260-16																b ɛ r ɛ
890-16																a m a i r u
1336-16																t ɛ g ɛ
1703-16																b a
1769-16																t ɛ m ɛ
2162-16																ɛ r ɛ
2635-16																s o
2735-16																d a n a
3031-16																d ɛ g ɛ
4591-16																t a g a
5301-16																p ɛ l u
5605-16																t i w̃ ɛ
63-16																g a m i r u
296-16																dʒ a m a
463-16																d u m ɔ
1432-16																t a r u
1474-16																t ɔ
1788-16																s i m ɔ
2044-16																d i m ɛ
3219-16																p a dʒ u
3425-16																j ɔ
4120-16																k o l o
4184-16																n a
4423-16																d ɔ l ɔ
4960-16																dʒ i n a dʒ u
4980-16																d iː
5059-16																g u l o
5125-16																o ɲ ɔ
5339-16																p a g a
5549-16																t a b a
5771-16																dʒ u g u
5905-16																t i n u
5922-16																b i r ɛ
1-16																p ɛː
483-16																g ɛ dʒ u
629-16																d ɛː
667-16																ɛ w ɛ
1254-16																dʒ a m a d u r u
1683-16																dʒ i j ɛ
2551-16																r
2901-16																t u ŋ u
3251-16																s a n a
3885-16																t ɛ r ɛ
4402-16																j ɛ n ɛ
5081-16																b i n u
5622-16																p ɛ l ɛ j
6006-16																p u r̃ ɔ
43-16																s aː
158-16																m ɔ s u
194-16																ɛ
221-16																ɛ dʒ u
650-16																b o o
716-16																j ɛ
1374-16																g u n ɔ
1452-16																g a m i r u
1862-16																ɛ dʒ u
2083-16																k a r̃ a
2108-16																n a j
2618-16																k i r ɛ
2636-16																m
2924-16																p ɛ l
2941-16																b i l
3113-16																t e g e
3136-16																j aː r̃ a m i r u
3572-16																b ɛ r u
3751-16																p ɛ m
3811-16																l i m ɔ
3959-16																t o l u
4066-16																g ɔ n ɔ
4888-16																s a m n a
5180-16																s ɛ m ɛ
5583-16																t a ŋ a
5981-16																a l a
25-16																a s ɛ g ɛ
702-16																ɔ g ɔ n ɔ
851-16																g o m ɔ
872-16																ɛ r ɛ
952-16																k u r ɔ
1941-16																k i l i m ɔ
3448-16																b u u dʒ u
3482-16																m i dʒ u d ɛ
3497-16																n a ŋ a
3588-16																k ɔ l ɔ
4101-16																a r̃ a
4202-16																g oː l o
4293-16																dʒ ɔ b ɔ
4520-16																p ɛ dʒ u
4609-16																k ɔ l ɔ
4740-16																g u n ɔ
4781-16																s aː dʒ a
5982-16																k u dʒ u
526-16																a g a
545-16																i r u
789-16																g a m a
931-16																b ɛ
1052-16																n a ŋ a m
1070-16																l u g o
1298-16																g u m b a
1989-16																m ɛ n ɛ
2145-16																g o
2306-16																a m a
2666-16																s i g ɛ
2817-16																aː r̃ a
3015-16																n a n a
3639-16																t u b a
3774-16																t u r u
3905-16																n a ŋ a
3976-16																dʒ aː
4039-16																d ɔ n
4260-16																ɔ m u
4278-16																k u n ɛ dʒ u
4361-16																t ɛ g ɛ
