COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-16																d u
1089-16																n a ŋ a
1319-16																n ɔ
1398-16																s u g u r u
1557-16																g i r ɛ
1626-16																b a g a
1840-16																t i n ɛ
2247-16																g o
4677-16																k u l o j
5162-16																m i r u
5406-16																t ãː n u
359-16																g a r u
1577-16																g i r ɛ
2196-16																n a r̃ a
2230-16																s u g o
2533-16																b a r a
3605-16																k a n a
3866-16																o dʒ u
4553-16																t a g a
4822-16																k u m ɔ
5254-16																d u l ɔ
503-16																k i n a
1356-16																m a
1881-16																n ɛː m
2084-16																j a a b a
2420-16																k u l ɔ
3218-16																b uː d u
3372-16																n a m a
3718-16																a r a
4135-16																b a n
4694-16																g u dʒ u
807-16																k o m
2320-16																k a
2476-16																g ɔ̃ː
2842-16																d i g u
3719-16																m
4081-16																d a m a
4313-16																n ɛ m
4460-16																s u j̃
5514-16																n ɛ n ɛ
5810-16																p i r u
93-16																d ɔ
260-16																b ɛ r ɛ
890-16																a m i r u
1336-16																t e g e
1703-16																b a
1769-16																t ɛ m ɛ
2162-16																b ɛ r ɛ
2635-16																s o
2735-16																d a n a
3031-16																d ɛ g ɛ
4591-16																t a g a
5301-16																p ɛ r u
5605-16																t i w̃ ɛ
63-16																k a r a
296-16																dʒ a m a
463-16																d u m u
1432-16																t a r u
1474-16																t ɔ
1788-16																s a
2044-16																dʒ i m u
3219-16																p a dʒ u
3425-16																j eː
4120-16																k o l o
4184-16																n aː
4423-16																d ɔ r̃ ɔ
4960-16																g i n o
4980-16																t ɔ
5059-16																g u l o
5125-16																ɔ ɲ u
5339-16																p a g a
5549-16																t a b a
5771-16																dʒ u g u
5905-16																t i n u
5922-16																b i r ɛ
1-16																p ɛː
483-16																g o dʒ u
629-16																d ɔ
667-16																ɛ b ɛ
1254-16																s u l
1683-16																s ɛ
2551-16																r
2901-16																t u ŋ u
3251-16																s a r̃ a
3885-16																d ɔ r ɔ
