COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
4822-5					Ø Ø Ø Ø Ø											
5254-5					Ø Ø Ø Ø											
1356-5					Ø Ø Ø Ø											
1881-5					Ø Ø Ø Ø Ø Ø											
2084-5					j Ø Ø Ø Ø											
2420-5					Ø Ø Ø Ø											
3218-5					Ø Ø Ø Ø Ø Ø											
3372-5					Ø Ø Ø Ø											
3718-5					Ø Ø Ø Ø											
4135-5					Ø Ø Ø Ø Ø											
4694-5					Ø Ø Ø Ø Ø Ø											
2476-5					Ø Ø Ø Ø											
2842-5					Ø Ø Ø Ø Ø											
3719-5					Ø Ø											
4081-5					Ø Ø Ø Ø Ø											
5514-5					Ø Ø Ø Ø Ø											
260-5					Ø Ø Ø Ø Ø											
385-5					Ø Ø Ø Ø Ø Ø											
890-5					Ø Ø Ø Ø Ø Ø Ø											
1703-5					Ø Ø Ø											
1769-5					Ø Ø Ø Ø Ø											
2735-5					Ø Ø Ø Ø Ø Ø Ø											
4591-5					Ø Ø Ø Ø											
5301-5					Ø Ø Ø Ø											
63-5					Ø Ø Ø Ø											
296-5					Ø Ø Ø Ø Ø											
463-5					Ø Ø Ø Ø Ø											
762-5					Ø Ø Ø Ø Ø Ø Ø Ø Ø											
1788-5					s Ø Ø Ø											
3219-5					Ø Ø s Ø											
4120-5					Ø ɔ Ø ɔ											
4759-5					Ø Ø Ø Ø Ø											
4960-5					Ø Ø Ø Ø Ø Ø											
5059-5					Ø Ø j ɔ											
5549-5					Ø Ø Ø Ø											
5771-5					Ø Ø Ø Ø Ø											
5905-5					Ø Ø Ø Ø											
5938-5					Ø Ø Ø Ø Ø Ø Ø Ø											
1415-5					Ø Ø Ø											
1542-5					Ø Ø Ø Ø											
1898-5					Ø Ø Ø ɔ Ø											
2551-5					Ø Ø											
2957-5					Ø Ø Ø Ø Ø											
3048-5					Ø Ø j Ø											
4402-5					j Ø											
5081-5					Ø Ø Ø Ø Ø Ø Ø											
6006-5					Ø Ø Ø Ø											
135-5					Ø Ø Ø Ø Ø											
194-5					Ø Ø Ø											
716-5					j Ø											
2083-5					Ø Ø Ø Ø Ø											
2618-5					Ø Ø Ø Ø											
2880-5					Ø Ø Ø Ø Ø Ø Ø											
3113-5					Ø Ø Ø Ø											
3136-5					j Ø Ø Ø											
3405-5					Ø Ø Ø Ø Ø											
3572-5					Ø Ø Ø Ø											
4535-5					s Ø Ø Ø											
5751-5					Ø Ø j Ø											
851-5					Ø Ø Ø Ø											
2179-5					Ø Ø Ø											
2351-5					Ø Ø Ø Ø											
2496-5					Ø Ø Ø											
3448-5					Ø Ø Ø Ø Ø											
4781-5					s Ø Ø Ø Ø											
4921-5					s Ø Ø Ø Ø Ø											
196-5					Ø Ø Ø Ø											
789-5					Ø Ø Ø Ø											
931-5					Ø Ø Ø Ø											
1298-5					Ø Ø Ø Ø Ø Ø Ø											
2145-5					Ø Ø Ø											
3639-5					Ø Ø Ø Ø											
3977-5					Ø Ø ɔ Ø Ø Ø											
3978-5					Ø Ø ɔ Ø Ø Ø											
4260-5					Ø Ø Ø Ø											
5200-5					Ø Ø Ø											
5532-5					Ø Ø Ø Ø											
5866-5					Ø Ø Ø Ø Ø Ø											
432-5					Ø Ø Ø Ø											
446-5					Ø Ø Ø Ø Ø Ø Ø Ø Ø											
521-5					Ø Ø Ø ɔ Ø											
1124-5					Ø Ø Ø Ø Ø											
1237-5					Ø Ø Ø Ø Ø											
1579-5					Ø Ø Ø Ø Ø Ø											
1748-5					j Ø											
2774-5					Ø Ø Ø Ø											
3198-5					Ø Ø Ø Ø											
3339-5					Ø Ø Ø Ø											
3534-5					Ø Ø Ø Ø											
3550-5					Ø Ø Ø Ø Ø Ø											
3684-5					Ø Ø Ø Ø Ø											
3944-5					Ø Ø Ø Ø											
4611-5					Ø Ø Ø Ø											
4738-5					Ø Ø Ø Ø Ø											
4983-5					s Ø Ø Ø Ø											
5447-5					Ø Ø Ø Ø											
5656-5					Ø ɔ Ø Ø Ø											
5830-5					j Ø											
1074-5					Ø Ø Ø Ø Ø											
1170-5					Ø Ø Ø Ø Ø											
1187-5					Ø Ø Ø Ø											
1454-5					s Ø Ø Ø Ø											
1841-5					Ø Ø											
1970-5					Ø Ø Ø Ø											
2977-5					Ø ɔ Ø Ø Ø											
3252-5					Ø Ø Ø Ø Ø											
3301-5					Ø Ø Ø Ø											
3463-5					Ø Ø Ø											
3498-5					Ø Ø											
4363-5					Ø Ø Ø											
5038-5					Ø Ø Ø Ø Ø											
5228-5					Ø Ø Ø Ø Ø											
5229-5					Ø Ø Ø Ø Ø											
5391-5					Ø Ø Ø											
5481-5					j Ø Ø Ø											
5793-5					Ø Ø Ø Ø Ø Ø											
5888-5					j Ø											
6007-5					Ø Ø Ø Ø											
178-5					Ø Ø Ø Ø Ø Ø Ø											
568-5					Ø Ø Ø Ø Ø Ø Ø											
569-5					Ø Ø Ø Ø Ø Ø Ø											
1257-5					Ø Ø Ø Ø Ø Ø											
1433-5					Ø Ø Ø Ø											
1501-5					Ø Ø Ø Ø											
1684-5					s Ø Ø Ø											
1787-5					Ø Ø											
1864-5					Ø Ø Ø Ø Ø Ø											
1923-5					Ø Ø Ø Ø											
1988-5					Ø Ø Ø Ø Ø ɔ											
2046-5					Ø Ø Ø Ø Ø											
2067-5					Ø Ø Ø Ø											
2109-5					Ø Ø Ø Ø Ø											
2127-5					Ø Ø Ø Ø											
2372-5					Ø Ø Ø Ø											
2599-5					Ø Ø Ø Ø											
2756-5					Ø Ø Ø Ø											
2775-5					Ø Ø Ø Ø Ø Ø											
3254-5					Ø Ø Ø Ø Ø Ø											
3319-5					Ø Ø s Ø Ø											
3358-5					Ø Ø											
715-6						Ø Ø Ø Ø										
1089-6						Ø Ø Ø Ø										
1319-6						Ø Ø Ø Ø										
1398-6						Ø Ø Ø Ø Ø Ø Ø										
1557-6						Ø Ø Ø Ø										
1626-6						Ø Ø Ø Ø										
1840-6						Ø Ø Ø Ø										
2247-6						Ø Ø Ø										
4677-6						Ø Ø Ø Ø Ø Ø										
5162-6						Ø Ø Ø Ø Ø										
5406-6						Ø Ø Ø Ø Ø										
359-6						Ø Ø Ø Ø Ø										
1577-6						Ø Ø Ø Ø										
2196-6						Ø Ø Ø Ø										
2230-6						Ø Ø Ø Ø										
2533-6						Ø Ø Ø Ø Ø										
3605-6						Ø Ø Ø Ø Ø										
4553-6						Ø Ø Ø Ø Ø Ø										
4822-6						Ø Ø Ø Ø aː										
5254-6						Ø Ø Ø Ø										
503-6						Ø Ø Ø Ø Ø										
1356-6						Ø Ø Ø Ø										
1881-6						Ø Ø Ø Ø Ø Ø										
2084-6						Ø Ø Ø Ø Ø										
2420-6						Ø Ø Ø Ø										
3218-6						Ø Ø Ø Ø Ø Ø										
3372-6						Ø Ø Ø Ø										
3718-6						Ø Ø Ø Ø										
4135-6						Ø Ø Ø Ø Ø										
4694-6						Ø Ø Ø Ø Ø Ø										
807-6						Ø Ø Ø Ø Ø										
2320-6						Ø Ø Ø aː										
2842-6						Ø Ø Ø Ø										
3719-6						Ø Ø										
4081-6						Ø Ø Ø Ø Ø Ø										
4313-6						Ø Ø Ø Ø										
4460-6						Ø Ø Ø Ø										
5514-6						Ø Ø Ø Ø Ø										
5810-6						Ø Ø Ø Ø Ø										
93-6						Ø Ø										
890-6						Ø Ø Ø Ø Ø Ø Ø										
1336-6						Ø Ø Ø Ø										
1703-6						Ø Ø Ø										
4591-6						Ø Ø Ø Ø										
5605-6						Ø Ø Ø aː Ø										
63-6						Ø Ø Ø Ø										
296-6						Ø Ø Ø Ø Ø										
463-6						Ø Ø Ø Ø Ø										
762-6						Ø Ø Ø Ø Ø Ø Ø Ø Ø										
3425-6						Ø Ø										
4120-6						Ø Ø Ø Ø										
4423-6						Ø Ø Ø Ø										
4759-6						Ø Ø Ø Ø										
4904-6						Ø Ø Ø Ø Ø										
4960-6						Ø Ø Ø Ø Ø Ø										
5125-6						Ø Ø Ø Ø Ø										
5339-6						Ø Ø Ø Ø										
5771-6						Ø Ø Ø Ø										
5922-6						Ø Ø Ø aː										
5938-6						Ø Ø Ø Ø Ø Ø Ø Ø										
483-6						Ø Ø Ø Ø										
1542-6						Ø Ø Ø										
1683-6						Ø Ø Ø Ø										
2551-6						Ø Ø										
2957-6						Ø Ø Ø Ø Ø										
3048-6						Ø Ø Ø Ø										
4402-6						Ø Ø										
5081-6						Ø Ø Ø Ø Ø Ø Ø										
5622-6						Ø Ø Ø Ø Ø Ø Ø										
650-6						Ø aː Ø Ø										
716-6						Ø Ø										
1152-6						Ø Ø Ø Ø										
1789-6						Ø Ø Ø aː										
1862-6						Ø Ø Ø										
2618-6						Ø Ø Ø Ø										
2880-6						Ø Ø Ø Ø Ø Ø Ø										
2924-6						Ø Ø Ø Ø										
3136-6						Ø Ø Ø Ø										
3405-6						Ø Ø Ø aː Ø										
3811-6						Ø Ø										
4535-6						Ø Ø Ø Ø										
4888-6						Ø Ø Ø Ø Ø Ø										
5751-6						Ø Ø Ø Ø										
2179-6						Ø Ø Ø										
2442-6						Ø Ø Ø Ø										
3482-6						Ø Ø Ø Ø Ø Ø										
4202-6						Ø Ø Ø Ø Ø Ø										
4781-6						Ø Ø Ø Ø Ø										
4921-6						Ø Ø Ø Ø Ø Ø										
5982-6						Ø Ø Ø Ø										
408-6						Ø Ø Ø Ø Ø										
526-6						Ø Ø Ø Ø Ø Ø										
789-6						Ø Ø Ø Ø										
1298-6						Ø Ø Ø aː Ø Ø Ø										
1942-6						Ø Ø										
2666-6						Ø Ø Ø Ø										
3015-6						Ø Ø Ø Ø Ø										
3905-6						Ø Ø Ø										
3977-6						Ø Ø Ø Ø Ø Ø										
3978-6						Ø Ø Ø Ø Ø Ø										
4152-6						Ø Ø Ø Ø Ø										
4334-6						Ø Ø Ø Ø										
4648-6						Ø Ø										
5200-6						aː Ø Ø										
5318-6						Ø Ø Ø Ø										
5532-6						Ø Ø Ø Ø										
5673-6						Ø aː Ø Ø aː										
5866-6						Ø Ø Ø Ø Ø Ø										
66-6						Ø Ø										
432-6						Ø Ø Ø Ø										
446-6						Ø Ø Ø Ø Ø Ø Ø Ø Ø										
1579-6						Ø Ø Ø Ø Ø Ø										
1748-6						Ø Ø										
1823-6						Ø Ø Ø Ø										
2902-6						Ø Ø										
3684-6						Ø Ø Ø Ø Ø										
3812-6						Ø Ø Ø Ø Ø										
3943-6						Ø Ø Ø Ø										
4259-6						Ø Ø Ø aː										
4611-6						Ø aː Ø Ø										
4738-6						Ø Ø Ø Ø Ø										
4983-6						Ø Ø Ø Ø Ø										
5447-6						Ø Ø Ø Ø										
5656-6						Ø Ø Ø Ø Ø										
5830-6						Ø Ø										
5868-6						Ø Ø Ø Ø										
348-6						Ø aː Ø aː										
998-6						Ø Ø										
1023-6						Ø Ø										
1074-6						Ø Ø Ø Ø										
1172-6						Ø Ø Ø Ø										
1205-6						Ø Ø										
1668-6						Ø Ø Ø Ø										
1841-6						Ø Ø										
2063-6						Ø Ø Ø										
2671-6						Ø Ø Ø										
2977-6						Ø Ø Ø Ø Ø										
3256-6						aː Ø Ø										
3287-6						Ø Ø Ø Ø										
3301-6						Ø Ø Ø Ø										
3498-6						Ø Ø										
4363-6						Ø Ø Ø Ø										
4442-6						Ø Ø Ø aː										
4941-6						Ø Ø Ø										
5228-6						Ø aː Ø Ø Ø										
5229-6						Ø Ø Ø Ø Ø										
5391-6						Ø Ø Ø										
5793-6						Ø Ø Ø Ø Ø Ø										
5888-6						Ø Ø										
1373-6						Ø Ø Ø Ø										
1727-6						Ø Ø										
1899-6						Ø aː Ø Ø										
1923-6						Ø aː Ø aː										
1971-6						Ø Ø Ø Ø Ø Ø										
2046-6						Ø Ø Ø Ø Ø										
2109-6						Ø Ø Ø Ø										
2127-6						Ø Ø Ø Ø										
2268-6						Ø Ø Ø Ø										
2714-6						Ø Ø Ø										
2863-6						Ø Ø Ø Ø										
2999-6						Ø Ø Ø Ø										
3318-6						Ø Ø Ø Ø Ø										
715-7							d u Ø Ø									
1089-7							Ø Ø Ø Ø									
1319-7							Ø Ø Ø aː									
1398-7							Ø u Ø u Ø Ø u									
1557-7							g u Ø Ø									
1626-7							Ø Ø g e									
1840-7							Ø u Ø Ø									
2247-7							g e Ø									
4677-7							Ø u Ø Ø Ø Ø									
5162-7							Ø u Ø Ø Ø									
5406-7							Ø Ø Ø d Ø									
359-7							g Ø Ø u Ø									
1577-7							g u Ø Ø									
2196-7							Ø Ø Ø Ø									
2230-7							k u g e									
2533-7							Ø Ø Ø Ø e									
3605-7							Ø Ø Ø d Ø									
3866-7							Ø e Ø u									
4553-7							Ø Ø Ø Ø Ø Ø									
4822-7							Ø u Ø Ø e									
5254-7							d u Ø Ø									
503-7							Ø u Ø Ø Ø									
1356-7							Ø Ø Ø Ø									
1881-7							Ø u Ø Ø Ø Ø									
3372-7							Ø Ø Ø Ø									
3718-7							Ø Ø Ø Ø									
4135-7							Ø Ø Ø Ø Ø									
4694-7							g u Ø Ø Ø u									
807-7							k e Ø Ø Ø									
2320-7							Ø Ø Ø Ø									
2476-7							k Ø Ø Ø									
2842-7							d u g u Ø									
3719-7							Ø Ø									
4081-7							d Ø Ø Ø Ø u									
4313-7							Ø Ø Ø Ø Ø									
4460-7							Ø e Ø aː									
5514-7							Ø aː Ø d Ø									
5810-7							Ø u Ø Ø Ø									
93-7							d Ø									
260-7							Ø Ø Ø Ø Ø									
385-7							d Ø Ø Ø Ø Ø									
890-7							Ø Ø Ø Ø u Ø u									
1336-7							Ø Ø g Ø									
1703-7							Ø Ø Ø									
1769-7							Ø Ø Ø Ø u									
2162-7							Ø Ø Ø Ø									
2635-7							Ø e									
2735-7							d Ø Ø Ø Ø Ø									
3031-7							d Ø g Ø									
4591-7							Ø Ø Ø aː									
5301-7							Ø Ø Ø u									
5605-7							Ø u Ø Ø Ø									
296-7							Ø Ø Ø Ø aː									
463-7							d u Ø Ø u									
1432-7							Ø Ø Ø u									
1474-7							Ø Ø Ø Ø Ø									
1788-7							Ø e Ø Ø									
2044-7							d u Ø Ø Ø									
2713-7							Ø Ø Ø Ø Ø Ø d Ø Ø Ø									
3425-7							Ø Ø									
4184-7							Ø Ø Ø Ø									
4423-7							Ø Ø Ø aː									
4629-7							Ø u Ø Ø Ø									
4759-7							Ø Ø Ø Ø Ø									
4904-7							Ø Ø u Ø Ø Ø									
4960-7							Ø u Ø Ø Ø u									
5059-7							g u Ø e									
5125-7							Ø Ø Ø Ø Ø									
5339-7							Ø Ø Ø Ø									
5549-7							Ø Ø Ø Ø Ø									
5771-7							Ø u g u Ø									
5905-7							Ø u Ø u									
5922-7							Ø u Ø Ø									
1-7							Ø Ø									
483-7							g u Ø u									
667-7							Ø Ø Ø									
1542-7							Ø Ø u									
1683-7							Ø u Ø Ø									
1898-7							Ø u Ø e Ø									
2551-7							Ø Ø									
2901-7							Ø u Ø g u									
2957-7							Ø Ø Ø d u									
3048-7							Ø u Ø Ø									
3251-7							Ø Ø Ø Ø									
3885-7							Ø Ø Ø Ø									
4402-7							Ø u									
5081-7							Ø Ø Ø d Ø Ø Ø									
5622-7							Ø Ø Ø Ø Ø Ø Ø									
6006-7							Ø u Ø Ø									
43-7							k Ø Ø Ø									
135-7							Ø u Ø d u									
158-7							Ø Ø Ø Ø u									
194-7							Ø Ø Ø									
221-7							Ø Ø u									
650-7							Ø e Ø u									
1152-7							d u g Ø									
1374-7							k Ø Ø Ø Ø									
1452-7							g Ø Ø Ø									
1862-7							u d u									
2083-7							k Ø Ø Ø									
2108-7							Ø Ø Ø Ø Ø									
2880-7							Ø u Ø d Ø Ø u									
2924-7							Ø e Ø Ø									
2941-7							Ø u Ø u									
3113-7							Ø Ø g Ø									
3136-7							Ø Ø Ø Ø									
3405-7							Ø Ø Ø Ø Ø									
3572-7							Ø Ø Ø e									
3751-7							Ø Ø Ø									
3959-7							Ø aː Ø u									
4066-7							g aː Ø Ø									
4535-7							Ø u g Ø									
5180-7							k Ø Ø Ø u									
5583-7							Ø Ø Ø g u									
5981-7							Ø Ø Ø									
25-7							Ø Ø Ø k Ø g Ø									
114-7							d Ø Ø Ø									
702-7							Ø Ø Ø Ø u Ø Ø									
872-7							Ø Ø Ø Ø									
1941-7							k u Ø u									
2179-7							Ø d u									
2351-7							Ø Ø Ø Ø									
2496-7							Ø u Ø									
3588-7							k Ø Ø Ø									
4202-7							g Ø Ø Ø Ø Ø									
4609-7							k Ø Ø Ø Ø Ø Ø Ø									
4921-7							Ø Ø Ø Ø Ø Ø									
408-7							Ø e Ø Ø u									
526-7							Ø Ø Ø Ø g Ø									
545-7							u Ø u									
978-7							Ø Ø Ø Ø									
999-7							Ø Ø									
1052-7							Ø Ø Ø Ø u									
1070-7							Ø u g u									
1942-7							Ø Ø									
2456-7							g Ø Ø u									
2514-7							d u Ø u									
2666-7							Ø u Ø u									
2817-7							Ø Ø Ø u									
3300-7							Ø Ø Ø									
3977-7							Ø Ø Ø Ø Ø u									
3978-7							Ø Ø Ø Ø u									
4039-7							d Ø Ø Ø									
4152-7							g u Ø Ø Ø									
4260-7							Ø Ø Ø u									
4278-7							k u Ø Ø u									
4648-7							Ø e									
5752-7							Ø Ø									
5866-7							Ø Ø Ø Ø Ø u									
5887-7							Ø Ø Ø Ø									
446-7							g e Ø g e Ø e									
1108-7							Ø Ø Ø Ø									
1646-7							Ø g u									
1748-7							Ø Ø									
1823-7							g u Ø u									
2143-7							Ø Ø									
2392-7							Ø d e Ø u									
2579-7							d e Ø									
2902-7							Ø aː									
3197-7							k Ø									
3339-7							k Ø Ø Ø									
3944-7							k Ø Ø u									
4240-7							Ø Ø Ø u									
4337-7							k Ø Ø Ø									
4738-7							g u Ø d Ø									
4983-7							Ø e Ø d u									
5197-7							Ø Ø u									
5447-7							g u Ø Ø									
5656-7							Ø Ø Ø d u									
5733-7							Ø u									
5828-7							Ø Ø Ø Ø									
5868-7							Ø Ø Ø Ø									
245-7							Ø Ø Ø Ø									
562-7							Ø u Ø Ø Ø									
1170-7							g Ø Ø Ø Ø									
1205-7							Ø Ø									
1524-7							k Ø Ø Ø									
2063-7							u Ø Ø									
2334-7							Ø Ø u									
2671-7							Ø Ø Ø									
3088-7							Ø Ø Ø u									
3252-7							Ø Ø Ø Ø Ø									
3463-7							Ø Ø Ø									
3772-7							Ø u Ø Ø									
3790-7							Ø Ø Ø									
4052-7							Ø Ø d Ø									
4383-7							Ø e Ø Ø									
4479-7							k Ø									
4711-7							Ø Ø Ø u									
4778-7							Ø Ø Ø u Ø u									
4941-7							Ø Ø Ø									
5038-7							Ø Ø Ø Ø Ø									
5228-7							Ø u Ø d Ø									
5319-7							Ø Ø Ø u									
5424-7							k Ø Ø Ø									
5793-7							Ø Ø Ø Ø Ø									
563-7							Ø Ø Ø Ø									
684-7							Ø Ø Ø Ø									
742-7							Ø Ø Ø Ø									
1126-7							Ø Ø									
1204-7							k Ø Ø Ø									
1669-7							d Ø Ø Ø Ø Ø Ø									
2283-7							Ø Ø Ø u									
2372-7							Ø e Ø u									
2441-7							Ø Ø									
2773-7							Ø Ø Ø Ø Ø Ø u									
2863-7							d u Ø aː									
2999-7							d Ø Ø Ø									
3176-7							Ø Ø Ø Ø									
3199-7							k Ø Ø Ø Ø									
3283-7							Ø Ø Ø									
3318-7							Ø Ø Ø d u									
3358-7							Ø Ø									
715-8								Ø Ø Ø Ø								
1089-8								Ø Ø Ø Ø								
1319-8								Ø Ø Ø Ø								
1398-8								Ø Ø Ø Ø Ø Ø								
1557-8								Ø Ø Ø Ø								
1626-8								Ø Ø Ø Ø								
1840-8								Ø Ø Ø Ø								
2247-8								Ø Ø Ø								
4677-8								Ø Ø Ø Ø Ø								
5162-8								Ø Ø Ø Ø Ø								
5406-8								Ø Ø Ø Ø Ø								
359-8								Ø Ø Ø Ø Ø								
1577-8								Ø Ø Ø Ø								
2196-8								Ø Ø Ø Ø								
2230-8								Ø Ø Ø Ø								
2533-8								Ø Ø Ø Ø								
3605-8								Ø Ø Ø Ø Ø								
3866-8								Ø Ø Ø Ø								
4553-8								Ø Ø Ø Ø Ø Ø								
4822-8								Ø Ø Ø Ø Ø								
5254-8								Ø Ø Ø Ø								
1881-8								Ø ɛː Ø Ø Ø Ø								
2084-8								Ø Ø Ø Ø Ø								
2420-8								Ø Ø Ø Ø								
3218-8								Ø Ø Ø Ø Ø								
3372-8								Ø Ø Ø Ø								
3718-8								Ø Ø Ø Ø								
4694-8								Ø Ø Ø Ø Ø Ø								
2320-8								Ø Ø Ø Ø								
2476-8								Ø Ø Ø Ø								
2842-8								Ø Ø Ø Ø Ø								
3719-8								Ø Ø								
4081-8								Ø Ø Ø Ø Ø Ø								
4313-8								Ø Ø Ø Ø Ø								
5514-8								Ø Ø Ø Ø Ø								
385-8								Ø Ø Ø Ø Ø Ø								
1336-8								Ø Ø Ø Ø								
1769-8								Ø Ø Ø Ø Ø								
2735-8								Ø Ø Ø Ø Ø Ø Ø								
3031-8								Ø Ø Ø Ø								
4591-8								Ø Ø Ø Ø								
5301-8								Ø Ø Ø Ø								
63-8								Ø Ø Ø Ø								
1788-8								Ø Ø Ø Ø								
2713-8								Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø								
4120-8								Ø Ø Ø Ø								
4184-8								Ø Ø Ø Ø								
4759-8								Ø Ø Ø Ø								
5059-8								Ø Ø Ø Ø								
5771-8								Ø Ø Ø Ø Ø								
5938-8								Ø Ø Ø Ø Ø Ø Ø Ø								
629-8								Ø Ø Ø Ø								
1415-8								Ø Ø Ø								
1898-8								Ø Ø Ø Ø Ø								
2551-8								Ø Ø								
2957-8								Ø Ø Ø Ø Ø								
3048-8								Ø Ø Ø Ø								
6006-8								Ø Ø Ø Ø								
135-8								Ø Ø Ø Ø Ø								
716-8								Ø Ø								
1152-8								Ø ɛː Ø Ø								
2083-8								Ø Ø Ø Ø Ø								
2618-8								Ø Ø Ø Ø								
2636-8								Ø Ø								
2880-8								Ø Ø Ø Ø Ø Ø Ø								
2941-8								Ø Ø Ø Ø								
3405-8								Ø Ø Ø Ø Ø								
3811-8								Ø Ø								
4535-8								Ø Ø Ø Ø								
4888-8								Ø Ø Ø Ø Ø Ø								
5751-8								Ø Ø Ø Ø								
851-8								Ø Ø Ø Ø								
4202-8								Ø Ø Ø Ø Ø Ø								
4781-8								Ø Ø Ø Ø Ø								
4921-8								Ø Ø Ø Ø Ø								
196-8								Ø Ø Ø Ø								
408-8								Ø Ø Ø Ø Ø								
789-8								Ø Ø Ø Ø								
1942-8								Ø Ø								
2145-8								Ø Ø Ø								
2456-8								Ø Ø Ø Ø								
3639-8								Ø Ø Ø Ø								
3977-8								Ø Ø Ø Ø Ø Ø								
3978-8								Ø Ø Ø Ø Ø Ø								
4278-8								Ø Ø Ø Ø Ø								
5532-8								Ø Ø Ø Ø								
521-8								Ø Ø Ø Ø								
1124-8								Ø Ø Ø								
1579-8								Ø Ø Ø Ø Ø Ø								
2774-8								Ø Ø Ø Ø								
3198-8								Ø Ø Ø Ø								
3534-8								Ø Ø Ø Ø								
3550-8								Ø Ø Ø Ø Ø Ø								
3684-8								Ø Ø Ø Ø Ø								
3812-8								Ø Ø Ø Ø Ø								
4611-8								Ø ɛː Ø Ø								
4738-8								Ø Ø Ø Ø Ø								
4983-8								Ø Ø Ø Ø Ø								
5656-8								Ø Ø Ø Ø Ø								
5830-8								Ø Ø								
1026-8								Ø Ø Ø Ø								
1074-8								Ø Ø Ø Ø Ø								
1170-8								Ø Ø Ø Ø Ø								
1187-8								Ø Ø Ø Ø								
1454-8								Ø Ø Ø Ø Ø								
1841-8								Ø Ø								
1970-8								Ø Ø Ø Ø								
2671-8								Ø Ø Ø								
2977-8								Ø Ø Ø Ø Ø								
3301-8								Ø Ø Ø Ø								
3463-8								Ø Ø Ø								
3498-8								Ø Ø								
4363-8								Ø Ø Ø Ø								
4479-8								Ø Ø								
5038-8								Ø Ø Ø Ø Ø								
5391-8								Ø Ø								
5715-8								Ø Ø Ø Ø								
5793-8								Ø Ø Ø Ø Ø Ø								
5888-8								Ø Ø								
6007-8								Ø Ø Ø Ø								
568-8								Ø Ø Ø Ø Ø Ø Ø								
569-8								Ø Ø Ø Ø Ø Ø Ø								
1257-8								Ø Ø Ø Ø Ø Ø								
1433-8								Ø Ø Ø Ø								
1501-8								Ø Ø Ø Ø								
1787-8								Ø Ø								
1864-8								Ø Ø Ø Ø Ø Ø								
1923-8								Ø Ø Ø Ø								
1988-8								Ø Ø Ø Ø Ø Ø								
2046-8								Ø Ø Ø Ø Ø								
2067-8								Ø Ø Ø								
2109-8								Ø Ø Ø Ø Ø								
2127-8								Ø Ø Ø Ø								
2441-8								Ø Ø								
2599-8								Ø Ø Ø Ø								
2756-8								Ø Ø Ø Ø								
2775-8								Ø Ø Ø Ø Ø Ø								
3254-8								Ø Ø Ø Ø Ø Ø								
3358-8								Ø Ø								
715-9									d ɛ dʒ dʒ							
1089-9									n aː Ø g							
1319-9									n dʒ dʒ Ø							
1398-9									s u g r̃ u							
1557-9									dʒ ɛ r̃ ɛ							
1626-9									w i g a							
1840-9									Ø ɛ							
2247-9									g o							
4677-9									k u Ø o							
5162-9									Ø ɛ r̃ ɛ							
5406-9									Ø aː n dʒ u							
359-9									g i Ø u							
1577-9									g ɛ r̃ ɛ							
2196-9									n i Ø a							
2230-9									s u g o							
2533-9									b i r̃ dʒ a							
3605-9									k i n d i							
3866-9									o dʒ u							
4553-9									Ø i g dʒ Ø							
4822-9									k u Ø dʒ oː							
5254-9									d u r̃ ɔ							
503-9									k ɛ r̃ i							
1356-9									Ø i							
1881-9									n u Ø							
2084-9									j aː dʒ b ɛ							
2420-9									k u l Ø							
3218-9									Ø u dʒ dʒ u							
3372-9									n i Ø i							
3718-9									dʒ i r̃ i							
4135-9									b i n							
4694-9									g u dʒ u							
807-9									k oː Ø dʒ							
2320-9									k i j̃ ɛ							
2476-9									k u							
2842-9									d ɛ g u							
4081-9									d i Ø b dʒ a							
4313-9									n ɛ Ø g							
4460-9									s u j dʒ							
5810-9									Ø ɛ l u							
93-9									d ɔ							
260-9									b ɛ r̃ ɛ							
385-9									dʒ ɛ Ø ɛ							
890-9									dʒ i Ø b i r̃ ɛ							
1336-9									Ø ɛ g ɛ							
1703-9									b a dʒ							
1769-9									Ø ɛ Ø b ɛ							
2162-9									b ɛ l ɛ							
2635-9									s o							
2735-9									d i n i							
3031-9									d ɛ g ɛ							
4591-9									Ø ɛː r̃ a							
5301-9									Ø ɛ Ø u							
5605-9									Ø ɛ Ø ɛ							
63-9									k i r̃ i							
296-9									dʒ i Ø b u							
463-9									d u Ø b ɛ							
762-9									b i n i k g							
1432-9									Ø i l							
1474-9									Ø ɔ g dʒ dʒ							
1788-9									s a r̃ g							
2044-9									d ɛ Ø ɛ							
2713-9									Ø ɛː Ø g ɛ g d ɛ r̃ ɛ							
3219-9									Ø aː dʒ Ø							
3425-9									j ɔ							
4120-9									k Ø g oː							
4184-9									ɲ aː dʒ dʒ							
4423-9									d ɔ l ɔ							
4629-9									n u Ø ɔ							
4759-9									n ɛ							
4904-9									n u Ø ɔ							
4960-9									dʒ ɛ n aː dʒ ɛ							
4980-9									Ø ɔ dʒ dʒ							
5059-9									g u Ø o							
5125-9									dʒ ɔ n dʒ ɔ							
5339-9									Ø i g i							
5549-9									Ø i w a							
5771-9									dʒ o g o dʒ							
5905-9									Ø ɛ Ø ɛː							
5922-9									b ɛ Ø aː							
1-9									Ø ɛ							
483-9									g ɛ d u							
629-9									d ɔ							
667-9									ɛ b ɛ							
