COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
63-6						Ø Ø Ø										
296-6						Ø Ø m Ø Ø										
463-6						Ø u m Ø u										
762-6						Ø Ø j Ø Ø u Ø Ø										
3425-6						Ø Ø										
4120-6						Ø Ø Ø										
4423-6						Ø Ø Ø Ø										
4759-6						j Ø j Ø										
4904-6						j u Ø Ø a										
4960-6						Ø u j Ø Ø Ø										
5125-6						Ø Ø j Ø Ø										
5339-6						p Ø Ø Ø										
5771-6						Ø u Ø u										
5922-6						Ø Ø Ø a										
5938-6						Ø Ø Ø j Ø Ø Ø										
483-6						Ø Ø s u										
1542-6						j Ø Ø										
1683-6						s Ø Ø Ø										
2551-6						Ø										
2957-6						m Ø j Ø Ø										
3048-6						Ø u Ø Ø										
4402-6						Ø Ø										
5081-6						Ø Ø j Ø Ø Ø										
5622-6						p Ø Ø Ø Ø Ø Ø										
650-6						Ø aː s Ø										
716-6						Ø Ø										
1152-6						Ø Ø Ø Ø										
1789-6						j u Ø Ø										
1862-6						u Ø u										
2618-6						Ø Ø										
2880-6						u j Ø Ø Ø Ø										
2924-6						p Ø Ø Ø										
3136-6						Ø Ø Ø Ø										
3405-6						Ø Ø m Ø Ø										
3811-6						Ø Ø										
4535-6						s u Ø Ø										
4888-6						s Ø m Ø j Ø										
5751-6						t Ø Ø Ø										
2179-6						j Ø Ø										
2442-6						j u m Ø										
3482-6						Ø Ø s Ø Ø Ø										
4202-6						Ø Ø Ø Ø Ø Ø										
4781-6						s Ø Ø Ø Ø										
4921-6						Ø Ø m Ø Ø Ø										
5982-6						Ø u s u										
408-6						Ø Ø m Ø Ø										
526-6						Ø Ø Ø Ø Ø Ø										
789-6						Ø Ø Ø Ø										
1298-6						Ø Ø Ø Ø m Ø Ø										
1942-6						Ø Ø										
2666-6						s Ø Ø Ø										
3015-6						j Ø j Ø Ø										
3905-6						j Ø Ø										
3977-6						Ø m Ø j Ø Ø										
3978-6						Ø m Ø j Ø Ø										
4152-6						Ø Ø a Ø										
4334-6						Ø Ø Ø Ø										
4648-6						Ø Ø										
5200-6						Ø Ø Ø										
5318-6						Ø Ø Ø Ø										
5532-6						b Ø Ø Ø										
5673-6						Ø Ø Ø Ø Ø										
5866-6						a Ø Ø Ø a										
66-6						Ø										
432-6						Ø j Ø										
446-6						Ø Ø j Ø Ø Ø Ø Ø Ø										
1579-6						Ø m Ø u Ø u										
1748-6						Ø										
1823-6						Ø Ø Ø Ø										
2902-6						Ø Ø										
3684-6						Ø j Ø a										
3812-6						Ø u Ø Ø Ø										
3943-6						Ø Ø										
4259-6						Ø Ø m										
4611-6						aː m										
4738-6						Ø u j Ø a										
4983-6						Ø Ø j Ø Ø										
5447-6						Ø Ø s										
5656-6						m Ø j Ø Ø										
5830-6						Ø										
5868-6						a Ø Ø										
348-6						Ø Ø										
998-6						Ø Ø										
1023-6						Ø Ø										
1074-6						j u Ø Ø										
1172-6						u Ø Ø										
1205-6						Ø Ø										
1668-6						Ø a Ø a										
1841-6						Ø Ø										
2063-6						Ø Ø Ø										
2671-6						j Ø										
2977-6						Ø Ø Ø Ø										
3256-6						Ø m Ø										
3287-6						Ø Ø Ø Ø										
3301-6						b u Ø Ø										
3498-6						j u										
715-7							d u Ø Ø									
1089-7							Ø Ø Ø Ø									
1319-7							Ø Ø Ø Ø									
1398-7							Ø u Ø u Ø Ø u									
1557-7							g u Ø Ø									
1626-7							Ø a g u									
1840-7							Ø u Ø Ø									
2247-7							g e Ø									
4677-7							Ø u Ø Ø Ø Ø									
5162-7							Ø u Ø Ø Ø									
5406-7							Ø Ø Ø d u									
359-7							g a Ø u Ø									
1577-7							g u Ø Ø									
2196-7							Ø a Ø a									
2230-7							Ø u g e									
2533-7							Ø a Ø Ø e									
3605-7							Ø a Ø d a									
3866-7							Ø e Ø u									
4553-7							Ø a Ø g Ø e									
4822-7							Ø u Ø Ø e									
5254-7							d u Ø Ø									
503-7							k u Ø u Ø									
1356-7							Ø Ø Ø Ø									
1881-7							Ø u Ø u Ø Ø									
3372-7							Ø a Ø a									
3718-7							Ø a Ø a									
4135-7							Ø a Ø Ø Ø									
4694-7							g u Ø Ø Ø u									
807-7							Ø e Ø Ø Ø									
2320-7							Ø a Ø Ø									
2476-7							k Ø Ø Ø									
2842-7							d u g u Ø									
3719-7							Ø Ø									
4081-7							d a Ø Ø Ø u									
4313-7							Ø Ø Ø Ø Ø									
4460-7							Ø e Ø Ø									
5514-7							Ø Ø Ø d Ø									
5810-7							Ø u Ø Ø Ø									
93-7							d Ø									
260-7							Ø Ø Ø Ø Ø									
385-7							Ø Ø Ø Ø Ø Ø									
890-7							Ø a Ø Ø Ø Ø u									
1336-7							Ø Ø g Ø									
1703-7							Ø Ø Ø									
1769-7							Ø Ø Ø Ø u									
2162-7							Ø Ø Ø Ø									
2635-7							Ø e									
2735-7							d Ø Ø Ø Ø Ø									
3031-7							d Ø g Ø									
4591-7							Ø Ø Ø aː									
5301-7							Ø Ø Ø u									
5605-7							Ø u Ø e Ø									
296-7							Ø a Ø Ø aː									
463-7							d u Ø Ø u									
1432-7							Ø a Ø u									
1474-7							Ø Ø Ø Ø Ø									
1788-7							Ø e Ø Ø									
2044-7							d u Ø Ø Ø									
2713-7							Ø Ø Ø Ø Ø Ø d Ø Ø Ø									
3425-7							Ø Ø									
4184-7							Ø Ø Ø Ø									
4423-7							d Ø Ø aː									
4629-7							Ø u d Ø Ø									
4759-7							Ø e Ø Ø Ø									
4904-7							Ø Ø u Ø Ø Ø									
4960-7							Ø u Ø Ø Ø u									
5059-7							g u Ø e									
5125-7							Ø Ø Ø Ø Ø									
5339-7							Ø a Ø a									
5549-7							Ø a Ø Ø a									
5771-7							Ø u g u Ø									
5905-7							Ø u Ø u									
5922-7							Ø u Ø Ø									
1-7							Ø Ø									
483-7							g u d u									
667-7							Ø Ø Ø									
1542-7							Ø Ø u									
1683-7							Ø u Ø Ø									
1898-7							Ø u Ø e Ø									
2551-7							Ø u									
2901-7							Ø u Ø g u									
2957-7							Ø Ø Ø d u									
3048-7							Ø u Ø Ø									
3251-7							Ø a Ø a									
3885-7							Ø Ø d Ø									
4402-7							Ø u									
5081-7							Ø u Ø d Ø Ø Ø									
5622-7							Ø Ø Ø Ø Ø Ø Ø									
6006-7							Ø Ø Ø u									
43-7							Ø Ø Ø Ø									
135-7							Ø u Ø Ø u									
158-7							Ø Ø Ø Ø u									
194-7							Ø Ø Ø									
221-7							Ø Ø u									
650-7							Ø Ø Ø u									
1152-7							Ø u w Ø									
1374-7							k Ø Ø Ø Ø									
1452-7							g Ø Ø a									
1862-7							u Ø u									
2083-7							k Ø Ø u									
2108-7							Ø Ø Ø Ø Ø									
2880-7							Ø u Ø Ø Ø Ø u									
2924-7							Ø e Ø Ø									
2941-7							Ø u Ø u									
3113-7							Ø Ø g Ø									
3136-7							Ø a Ø a									
3405-7							Ø Ø Ø Ø w									
3572-7							Ø Ø Ø e									
3751-7							Ø Ø Ø									
3959-7							Ø aː Ø u									
4066-7							g Ø Ø Ø									
4535-7							Ø u g Ø									
5180-7							Ø Ø Ø Ø u									
5583-7							Ø a Ø g u									
5981-7							a Ø a									
25-7							a Ø Ø Ø Ø g Ø									
114-7							d Ø Ø d									
702-7							Ø Ø Ø Ø u Ø Ø									
872-7							Ø Ø Ø Ø									
1941-7							k u Ø u									
2179-7							Ø d u									
2351-7							Ø Ø Ø Ø									
2496-7							Ø u Ø									
3588-7							k Ø Ø Ø									
4202-7							g Ø Ø Ø Ø Ø									
4609-7							k Ø Ø Ø Ø Ø Ø Ø									
4921-7							Ø Ø Ø Ø Ø Ø									
408-7							Ø e Ø Ø u									
526-7							d a Ø a g a									
545-7							u Ø u									
978-7							Ø Ø Ø Ø									
999-7							Ø Ø									
1052-7							Ø Ø Ø Ø u									
1070-7							Ø u g u									
1942-7							Ø Ø									
2456-7							k Ø Ø Ø									
2514-7							d u Ø u									
2666-7							Ø u Ø Ø									
2817-7							a Ø g Ø									
3300-7							Ø Ø Ø									
3977-7							w Ø Ø Ø Ø u									
3978-7							Ø aː Ø Ø u									
4039-7							d Ø Ø u									
4152-7							Ø u Ø Ø w									
4260-7							Ø Ø Ø u									
4278-7							k u Ø Ø u									
4648-7							Ø e									
5752-7							Ø Ø									
5866-7							Ø a Ø Ø Ø u									
5887-7							Ø Ø Ø Ø									
446-7							g e Ø g e Ø e									
1108-7							Ø Ø Ø Ø									
1646-7							Ø g Ø									
1748-7							Ø u									
1823-7							g Ø Ø Ø									
2143-7							Ø Ø									
2392-7							Ø Ø e Ø u									
2579-7							d e Ø									
2902-7							Ø u									
3197-7							k Ø									
3339-7							k Ø Ø Ø									
3944-7							k Ø Ø Ø									
4240-7							w Ø Ø u									
4337-7							Ø Ø Ø Ø									
4738-7							g u Ø d Ø									
4983-7							Ø e Ø d u									
5197-7							Ø Ø u									
5447-7							g u d Ø									
5656-7							Ø Ø Ø d u									
5733-7							Ø Ø									
5828-7							Ø Ø d u									
5868-7							Ø a Ø Ø									
245-7							Ø Ø Ø Ø									
562-7							Ø u Ø Ø e									
1170-7							g Ø Ø Ø Ø									
1205-7							Ø Ø									
1524-7							k aː k aː									
2063-7							u Ø Ø									
2334-7							Ø Ø u									
2671-7							Ø Ø Ø									
3088-7							Ø Ø Ø u									
3252-7							Ø Ø Ø Ø Ø									
3463-7							Ø Ø Ø									
715-8								Ø Ø Ø Ø								
1089-8								Ø Ø Ø Ø								
1319-8								Ø Ø Ø ɛ								
1398-8								Ø Ø Ø Ø Ø Ø								
1557-8								Ø Ø r̃ Ø								
1626-8								Ø Ø Ø Ø								
1840-8								Ø Ø Ø Ø								
2247-8								Ø Ø Ø								
4677-8								Ø Ø Ø Ø Ø								
5162-8								Ø Ø Ø Ø Ø								
5406-8								Ø Ø Ø Ø Ø								
359-8								Ø Ø r̃ Ø Ø								
1577-8								Ø Ø r̃ Ø								
2196-8								Ø Ø Ø Ø								
2230-8								Ø Ø Ø Ø								
2533-8								Ø Ø Ø Ø								
3605-8								Ø Ø Ø Ø Ø								
3866-8								Ø Ø Ø Ø								
4553-8								Ø Ø Ø Ø Ø Ø								
4822-8								Ø Ø Ø Ø Ø								
5254-8								Ø Ø Ø Ø								
1881-8								Ø Ø Ø Ø Ø Ø								
2084-8								Ø Ø Ø Ø ɛ								
2420-8								Ø Ø Ø Ø								
3218-8								Ø Ø Ø Ø Ø								
3372-8								Ø Ø Ø Ø								
3718-8								Ø Ø r̃ Ø								
4694-8								Ø Ø Ø Ø Ø Ø								
2320-8								Ø Ø Ø ɛː								
2476-8								Ø Ø Ø Ø								
2842-8								Ø Ø Ø Ø Ø								
3719-8								Ø Ø								
4081-8								Ø Ø Ø Ø Ø Ø								
4313-8								Ø Ø Ø Ø Ø								
5514-8								Ø ɛ Ø Ø Ø								
385-8								Ø Ø Ø Ø Ø Ø								
1336-8								Ø Ø Ø Ø								
1769-8								Ø Ø Ø Ø ɛ								
2735-8								Ø Ø Ø Ø Ø Ø Ø								
3031-8								Ø Ø Ø Ø								
4591-8								Ø Ø r̃ Ø								
5301-8								Ø Ø Ø Ø								
63-8								Ø Ø r̃ Ø								
1788-8								Ø Ø Ø Ø								
2713-8								Ø Ø Ø Ø Ø Ø Ø Ø r̃ Ø								
4120-8								Ø Ø r̃ Ø								
4184-8								r̃ Ø Ø Ø								
4759-8								Ø Ø Ø Ø								
5059-8								Ø Ø Ø Ø								
5771-8								Ø Ø Ø Ø Ø								
5938-8								Ø Ø Ø Ø Ø Ø Ø Ø								
629-8								Ø Ø Ø Ø								
1415-8								Ø Ø Ø								
1898-8								Ø Ø Ø Ø Ø								
2551-8								r̃ Ø								
2957-8								Ø Ø Ø Ø Ø								
3048-8								Ø Ø Ø Ø								
6006-8								Ø Ø r̃ Ø								
135-8								Ø Ø Ø Ø Ø								
716-8								Ø ɛ								
1152-8								Ø ɛː Ø Ø								
2083-8								Ø Ø Ø Ø Ø								
2618-8								Ø ɛ r̃ ɛ								
2636-8								Ø Ø								
2880-8								Ø Ø Ø Ø Ø Ø Ø								
2941-8								Ø Ø Ø Ø								
3405-8								Ø ɛ Ø ɛ Ø								
3811-8								Ø Ø								
4535-8								Ø Ø Ø Ø								
4888-8								Ø Ø Ø Ø Ø Ø								
5751-8								Ø Ø Ø ɛ								
851-8								Ø ɛ Ø Ø								
4202-8								Ø Ø r̃ Ø Ø Ø								
4781-8								Ø Ø Ø Ø Ø								
4921-8								Ø Ø Ø Ø Ø								
196-8								Ø Ø Ø Ø								
408-8								Ø Ø Ø Ø Ø								
789-8								Ø Ø Ø Ø								
1942-8								Ø Ø								
2145-8								Ø Ø Ø								
2456-8								g Ø Ø Ø								
3639-8								Ø Ø Ø Ø								
3977-8								Ø Ø Ø Ø Ø Ø								
3978-8								Ø Ø Ø Ø Ø Ø								
4278-8								g Ø Ø Ø Ø								
5532-8								Ø Ø Ø Ø								
521-8								Ø Ø Ø Ø								
1124-8								Ø Ø Ø								
1579-8								Ø Ø Ø Ø Ø Ø								
2774-8								g Ø Ø Ø								
3198-8								Ø ɛ Ø ɛ								
3534-8								Ø Ø Ø Ø								
3550-8								Ø Ø Ø Ø Ø Ø								
3684-8								Ø Ø Ø Ø Ø								
3812-8								Ø Ø Ø Ø Ø								
4611-8								Ø ɛː Ø Ø								
4738-8								Ø Ø Ø Ø Ø								
4983-8								Ø Ø Ø Ø Ø								
5656-8								Ø Ø Ø Ø Ø								
5830-8								Ø Ø								
1026-8								Ø Ø Ø Ø								
1074-8								Ø Ø Ø Ø Ø								
1170-8								Ø Ø Ø Ø ɛ								
1187-8								Ø Ø r̃ Ø								
1454-8								Ø Ø Ø Ø Ø								
1841-8								Ø Ø								
1970-8								Ø ɛ Ø Ø								
2671-8								Ø Ø Ø								
2977-8								g Ø Ø Ø Ø								
3301-8								Ø ɛ Ø Ø								
3463-8								Ø Ø Ø								
3498-8								Ø Ø								
715-9									d ɛ Ø Ø							
1089-9									n aː ɛ Ø							
1319-9									n ɛ ɛ ɛ							
1398-9									s u g u Ø ɛ u							
1557-9									g i r ɛ							
1626-9									w a g a							
1840-9									t i g u							
2247-9									g o Ø							
4677-9									k u r o j ɛ							
5162-9									m i ɛ Ø ɛ							
5406-9									t aː n g i							
359-9									g a r u Ø							
1577-9									g i r ɛ							
2196-9									n a Ø a							
2230-9									s u g ɔ							
2533-9									b a r ɛ a							
3605-9									k a n d a							
3866-9									ɛ o s u							
4553-9									t a ɛ g ɛ u							
4822-9									k u m Ø oː							
5254-9									d u r̃ ɔ							
503-9									k i r̃ ɛ ɛ							
1356-9									m a Ø Ø							
1881-9									n u m Ø Ø							
2084-9									j aː b ɛ							
2420-9									k u l ɔ							
3218-9									Ø u Ø u dʒ u							
3372-9									n a m a							
3718-9									ɛ a r a							
4135-9									b a n ɛ							
4694-9									g u s ɛ ɛ u							
807-9									k oː m Ø							
2320-9									k a m ɛ							
2476-9									k u ɛ ɛ							
2842-9									d i g u ɛ							
4081-9									d a m b ɛ a							
4313-9									n ɛ m ɛ dʒ							
4460-9									s ɔ j ɛ							
5810-9									Ø i ɛ l u							
93-9									d ɔ							
260-9									b ɛ ɛ r ɛ							
385-9									dʒ ɛ m Ø ɛ							
890-9									Ø a m Ø i r i							
1336-9									t ɛ g ɛ							
1703-9									b Ø ɛ							
1769-9									t ɛ m b ɛ							
2162-9									b ɛ r ɛ							
2635-9									s o							
2735-9									d a n l i							
3031-9									d ɛ g ɛ							
4591-9									t i r a							
5301-9									Ø ɛ r u							
5605-9									t i m ɛ ɛ							
63-9									k a r i							
296-9									dʒ a m Ø u							
463-9									d u m Ø u							
762-9									b a n a ɛ k u Ø							
1432-9									t a r							
1474-9									t ɔ dʒ ɛ dʒ							
1788-9									s i d dʒ							
2044-9									d i m Ø ɛ							
2713-9									t ɛ m ɛ ɛ d ɛ r̃ ɛ							
3219-9									Ø aː dʒ u							
3425-9									j u							
4120-9									k Ø ɛ oː							
4184-9									ɲ Ø g dʒ							
4423-9									d u n ɔ							
4629-9									n u Ø ɔ							
4759-9									n i Ø dʒ j̃							
4904-9									n ɛ u Ø iː							
4960-9									dʒ i n aː dʒ ɛ							
4980-9									t ɔ ɛ ɛ							
5059-9									g u r o							
5125-9									ɛ ɔ n l ɔ							
5339-9									Ø a g a							
5549-9									t a w dʒ a							
5771-9									dʒ o g o l							
5905-9									t i u							
5922-9									b i r Ø							
1-9									Ø ɛ							
483-9									g ɔ s u							
629-9									d ɔ g dʒ							
667-9									ɛ b ɛ							
1254-9									dʒ a Ø d u r u							
1415-9									ɲ dʒ ɛ							
1542-9									n dʒ Ø Ø							
1683-9									s ɛ Ø Ø							
1898-9									Ø u Ø oː Ø							
2551-9									r̃ ɛ							
2901-9									t u n Ø ɛ							
3251-9									dʒ a r a							
3885-9									d ɛ r ɛ							
4402-9									j dʒ							
5081-9									b i n dʒ Ø Ø Ø							
5622-9									Ø iː a j̃ j ɛ j							
43-9									s aː ɛ ɛ							
158-9									m dʒ ɔ ɲ u							
194-9									b ɛ ɛ							
221-9									ɛ dʒ u							
716-9									j ɔ							
1374-9									k ɔ Ø dʒ ɔ							
1452-9									g aː r a							
1789-9									n u m o							
1862-9									i s a							
2108-9									n ɔ ɛ ɛ Ø							
2618-9									k Ø t Ø							
2636-9									m ɛ							
2941-9									b i l							
3113-9									t ɛ g ɛ							
3136-9									j a r a							
3572-9									b ɛ r u							
3811-9									l ɛ							
3959-9									t o l u							
4066-9									g ɔ Ø ɔ							
4888-9									s a m Ø n a							
5180-9									s ɛ m b ɛ							
5583-9									t a Ø j̃ a							
5981-9									a Ø a ɛ							
25-9									i s ɛ g ɛ							
114-9									d ɔ u							
702-9									ɔ g ɔ dʒ ɔ Ø ɔ							
851-9									k u dʒ dʒ							
872-9									ɛ n dʒ ɛ							
952-9									k u r dʒ dʒ u							
1941-9									k i l i							
2442-9									n u m ɔ							
3448-9									b u d u							
3497-9									dʒ n Ø Ø Ø							
3588-9									k ɔ r ɔ							
4101-9									a Ø ɛ j̃ a							
4202-9									g o r o dʒ							
4293-9									dʒ ɔ b ɔ							
4520-9									Ø ɛ dʒ u							
4609-9									k ɔ r ɔ ɛ g Ø ɛ							
4740-9									g u n ɔ Ø							
4921-9									s Ø m b Ø aː							
5982-9									g u ɛ d u							
978-9									t iː m dʒ							
1052-9									n aː m Ø u							
1070-9									l u g u							
1942-9									j ɛ							
1989-9									m ɛ n ɛ							
2145-9									dʒ Ø dʒ							
2306-9									a m b a							
2456-9									k ɔ n j̃							
2514-9									d u s u							
2666-9									s u g g							
3132-9									d u Ø							
3300-9									ɛ w aː							
3774-9									t u r u							
3976-9									Ø Ø s ɛ							
4039-9									d ɔ n							
4152-9									k i r̃ ɛ Ø							
4260-9									ɔ m Ø u							
4278-9									k u ɲ dʒ u							
4361-9									t Ø g u							
4570-9									dʒ Ø g ɔ dʒ Ø							
5673-9									d Ø m Ø ɛ							
5752-9									t ɛ							
66-9									k i							
521-9									k Ø dʒ u Ø							
685-9									b ɔ Ø ɔ							
744-9									l a b a							
1108-9									j u							
1745-9									dʒ a j ɛ							
2066-9									n a n ɛ							
2216-9									j Ø Ø dʒ							
2265-9									u r ɛ							
2392-9									Ø l Ø s u							
2902-9									j u							
2958-9									m u Ø dʒ							
3197-9									k aː							
3943-9									Ø u n a							
4219-9									Ø iː m b iː							
4337-9									Ø ɔ m Ø l							
5197-9									ɛ r u							
5531-9									Ø Ø Ø u							
5733-9									n i							
348-9									k ɛ Ø ɛ							
409-9									g oː r							
562-9									s u Ø dʒ oː							
1022-9									Ø i n i							
1170-9									g ɔ n g ɛ							
1238-9									i dʒ o							
1578-9									n u m g g							
1612-9									n u m dʒ oː							
2288-9									ɛ Ø Ø							
2334-9									ɛ s u							
2396-9									n u							
2759-9									ɛ g Ø							
2978-9									k u n ɔ							
3088-9									a ɛ Ø u							
3252-9									ɛ m b ɛ ɛ							
3287-9									Ø Ø n Ø							
3407-9									ɛ m							
715-10										Ø Ø Ø						
1089-10										n a Ø Ø						
1319-10										n Ø Ø Ø						
1398-10										Ø g Ø Ø Ø Ø						
1557-10										g i Ø						
1626-10										b a g e						
1840-10										t i Ø Ø						
2247-10										g Ø Ø						
4677-10										Ø Ø Ø Ø Ø						
5162-10										Ø i Ø n u						
5406-10										t u i						
359-10										g a l Ø Ø						
1577-10										g Ø Ø						
2230-10										i g						
2533-10										b a Ø Ø Ø						
3605-10										Ø a a						
3866-10										Ø o Ø Ø						
4822-10										Ø Ø Ø b o						
5254-10										Ø Ø ɔ						
503-10										Ø i n Ø						
1356-10										Ø a Ø Ø						
1881-10										n Ø Ø Ø Ø Ø						
2084-10										Ø u Ø b Ø						
2420-10										Ø Ø l ɛː						
3218-10										Ø Ø Ø Ø						
3372-10										n a Ø a						
4135-10										b a n Ø Ø						
4694-10										g Ø Ø						
807-10										Ø Ø Ø b e						
2320-10										Ø a n ɛ						
2476-10										Ø Ø Ø Ø						
2842-10										i g Ø Ø						
3719-10										Ø Ø						
4081-10										a Ø b Ø Ø						
4313-10										n ɛː Ø Ø Ø						
4460-10										ɔ Ø Ø						
5514-10										ɛː ɛ						
5810-10										Ø i Ø Ø ɛː						
93-10										Ø						
260-10										b Ø Ø b ɛ						
385-10										dʒ ɛː Ø b ɛː Ø						
890-10										b a Ø b e Ø Ø						
1336-10										t g e						
1703-10										b u Ø						
1769-10										t ɛː Ø b ɛ						
2162-10										b ɛː l ɛː						
2635-10										o						
2735-10										a n Ø b b a						
3031-10										ɛː g ɛː						
4591-10										t ɛ Ø i						
5301-10										Ø ɛː Ø Ø						
5605-10										t i Ø ɛ Ø						
63-10										Ø a Ø e						
296-10										a Ø b Ø						
463-10										Ø Ø b Ø						
762-10										b a n a Ø Ø Ø Ø						
1432-10										t a l u						
1474-10										t Ø Ø Ø o						
2044-10										i Ø b						
2713-10										t ɛ Ø Ø ɛː ɛː Ø ɛː						
3219-10										a Ø						
3425-10										Ø Ø						
4120-10										Ø o Ø o						
4423-10										Ø Ø ɔ						
4629-10										Ø Ø Ø Ø						
4759-10										a Ø Ø Ø						
4904-10										n Ø Ø Ø Ø u						
4960-10										g Ø a e						
4980-10										t Ø Ø Ø						
5059-10										g Ø Ø o						
5125-10										Ø ɔ n Ø						
5339-10										Ø a g a						
5549-10										t a b Ø a						
5905-10										t i Ø b						
5922-10										b i Ø ɛ						
5938-10										Ø a Ø n a						
1-10										Ø ɛ						
483-10										g Ø Ø						
629-10										Ø Ø Ø						
667-10										ɛː Ø ɛː						
1254-10										a Ø Ø Ø						
1415-10										Ø ɛː						
1542-10										Ø Ø Ø						
1683-10										o Ø Ø						
1898-10										Ø Ø r Ø Ø						
2551-10										b Ø						
2901-10										t Ø Ø g ɛ						
2957-10										Ø a Ø						
3048-10										b Ø Ø						
3251-10										b a Ø a						
3885-10										ɛ Ø ɛ						
4402-10										Ø Ø						
5622-10										Ø Ø Ø Ø e Ø						
43-10										a Ø Ø						
135-10										t Ø Ø						
221-10										ɛː Ø						
1152-10										t Ø b ɛː						
1374-10										Ø Ø Ø ɔ						
1452-10										g u Ø a						
1789-10										Ø Ø u						
1862-10										a Ø						
2636-10										Ø						
2880-10										Ø Ø Ø Ø ɔ						
2924-10										Ø o Ø Ø						
3113-10										t e g e						
3136-10										Ø a Ø a						
3572-10										b ɛː Ø Ø						
3751-10										b ɛː						
3811-10										Ø ɛ						
3959-10										t o l Ø						
4066-10										g ɔ r ɔ						
4535-10										Ø g ɔ						
5180-10										ɛː Ø b ɛ						
5583-10										t a n g Ø						
5981-10										a n a Ø						
25-10										Ø r a Ø ɛː g ɛː						
114-10										ɔ Ø						
702-10										ɔ g ɔ Ø ɔ Ø Ø						
851-10										g ɔ b b						
872-10										ɛː n dʒ ɛː						
2179-10										Ø Ø						
2351-10										b a						
2442-10										Ø Ø a						
2496-10										n Ø						
3448-10										b Ø b Ø						
3482-10										Ø i a Ø Ø Ø ɛ						
3497-10										Ø n a Ø Ø						
4101-10										a n Ø Ø a						
4293-10										Ø Ø Ø						
4520-10										b ɛ Ø Ø						
4609-10										Ø ɔ Ø Ø Ø Ø Ø Ø						
5982-10										Ø Ø Ø Ø						
196-10										Ø Ø Ø e						
526-10										a Ø Ø g a						
931-10										b ɛː b						
2306-10										a Ø b a						
2514-10										u Ø u						
2666-10										Ø g Ø						
2817-10										a Ø g						
3015-10										n Ø n a						
3132-10										Ø n g Ø						
3774-10										t Ø Ø Ø						
3905-10										n ɛː Ø						
4334-10										ɔ Ø						
4570-10										Ø Ø g ɔ						
5200-10										e Ø b						
5318-10										Ø Ø Ø						
5532-10										Ø Ø n Ø						
5752-10										t i						
5866-10										Ø a Ø Ø u						
5887-10										Ø a Ø Ø						
66-10										Ø a						
432-10										Ø a Ø						
685-10										b ɔ n Ø						
744-10										Ø a Ø a						
1124-10										Ø b b						
1237-10										Ø Ø n Ø ɛː						
1646-10										Ø g Ø						
1823-10										g ɛ Ø ɛ						
2143-10										b a						
2216-10										Ø a b						
3197-10										Ø ɔ						
3812-10										n Ø Ø Ø						
3943-10										b a Ø e						
4024-10										dʒ i Ø a						
4259-10										g ɔ Ø ɛː						
4738-10										g Ø a						
5447-10										g Ø Ø						
5828-10										Ø a Ø Ø						
5868-10										Ø a Ø Ø						
245-10										t ɔ l ɔ						
285-10										Ø u						
998-10										Ø Ø						
1172-10										g Ø Ø Ø						
1578-10										Ø Ø Ø						
1668-10										b Ø e						
2063-10										Ø Ø ɛː						
2288-10										ɛː Ø ɛː						
2978-10										Ø Ø Ø ɔ						
3252-10										ɛː Ø b ɛː Ø						
715-11											Ø Ø Ø Ø					
1089-11											n Ø Ø Ø					
1319-11											n Ø Ø Ø					
1398-11											Ø u Ø Ø Ø Ø Ø					
1557-11											Ø Ø Ø Ø					
1626-11											Ø Ø Ø Ø					
1840-11											t Ø Ø Ø					
2247-11											Ø Ø Ø					
4677-11											Ø u Ø e j Ø					
5162-11											Ø Ø Ø Ø Ø					
5406-11											t Ø n Ø					
1577-11											Ø Ø Ø Ø					
2196-11											n Ø Ø Ø					
2230-11											Ø u Ø Ø					
2533-11											Ø Ø Ø Ø Ø					
3605-11											Ø Ø n Ø Ø					
3866-11											Ø Ø Ø u					
4553-11											t Ø Ø Ø					
4822-11											Ø u Ø Ø Ø					
5254-11											Ø u Ø Ø					
503-11											Ø Ø Ø Ø Ø					
1356-11											Ø Ø Ø Ø					
1881-11											n u Ø Ø Ø Ø					
2084-11											Ø Ø Ø p					
2420-11											Ø u Ø Ø					
3218-11											p Ø Ø Ø Ø u					
3372-11											n Ø Ø Ø					
3718-11											Ø Ø Ø Ø					
4135-11											Ø Ø Ø Ø Ø					
807-11											Ø ɛː Ø Ø Ø					
2320-11											Ø Ø Ø Ø					
2476-11											Ø Ø					
2842-11											Ø Ø Ø Ø Ø					
3719-11											Ø Ø					
4081-11											Ø Ø Ø Ø Ø Ø					
4313-11											Ø Ø Ø					
4460-11											Ø Ø j Ø					
5514-11											n Ø n Ø					
5810-11											p Ø Ø Ø					
260-11											Ø Ø Ø Ø Ø					
890-11											Ø Ø Ø Ø Ø Ø Ø					
1336-11											t Ø Ø Ø					
1703-11											Ø Ø Ø					
2735-11											Ø Ø n Ø Ø Ø Ø					
4591-11											t e Ø e					
63-11											Ø Ø Ø Ø					
463-11											Ø u Ø Ø Ø					
762-11											Ø Ø Ø Ø Ø Ø Ø Ø Ø					
1788-11											Ø Ø Ø					
2713-11											t Ø Ø Ø Ø Ø Ø Ø					
3425-11											j Ø					
4120-11											Ø Ø Ø Ø					
4184-11											Ø Ø Ø Ø					
