COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
484			w e n a m a					w e n a m a								
487										g o	g õː					
525					t a dʒ u			t a dʒ i								
527						t a b uː							t a b u			
548						o n dʒ uː					u n dʒ i					
570						s u n dʒ u					s u n dʒ u					
571						s u n dʒ i					s u n dʒ o					
596				s aː m a								s ɔ m u				
597					g e n i			g eː n i								
615			s i m i					s i m ɛ								
634							k u w o				s u w o					
668			s ɔː w ɛ					s ɔ g ɛ								
670						d ɔ n ɛ					d ɔ n ɔ					
768									w o s o							w o dʒ o
785	m	m														
827	k e n d e						k eː n d e									
828	j							j e								
829		tʃ e l eː							k e l e							
832				m o	m o											
833					t e g a								t u g u			
853			b ɛ m b ɔ								b e m b e					
858													g e ɲː u		dʒ e ɲ u	
870	ɛ z ɛ													ɛ̃ s a		
871	m	m														
874						k o k o						k o g o				
892													p a t r ɔ		b a d u	
910	m	m														
911			b e								b eː					
913					w eː			w eː								
929	j	j														
954					a l e			a l e								
958									k uː			g ɔ				
959										a r̃ a					b a r a	
963													m ɔ			m ɔ
980					k e l o							k e l u				
981						j e g e							j e g e			
982						l e							l u			
1027				w e					w e							
1029						m a m i l i				m iː l iː						
1071	l u w o						l u g o									
1111					w ɛː			wː ɛː								
1129				o m n o					o m d o							
1130					e l										e l	
1137													w oː b u			w o b u
1153				n u w̃ o					n u w̃ o							
1156													j i m ɛ			j i w̃ ɛ
1169	g a z i													g a s u		
1171				dʒ ãː								dʒ aː				
1185	n					n										
1209				r̃ a												l a
1216													l ɛ		l ɛ	
1235	n̩ dʒ e r u						n ɛ r̃ i									
1236	m	m														
1239						ŋ̍ gʷ ɛː		ŋ k ɛ								
1255	m	m														
1276				tʃ ɛ w ɛ								k ɛ w ɛ				
1292	t u r u s u													t u s u		
1293	m													m		
1294		g ɔ̃ː m										g u m o				
1297			s aː m b a				dʒ aː m b a									
1337				l e m								l e w e				
1375	j	j														
1376			k u l ɛ ŋ			k u l ɛ										
1377			k u l ɛ			k u l ɛ										
1378					k u n d a l e			k u n d a l e								
1453	j	j														
1455						s aː g iː									s aː g e	
1476					k o l o			k u l u								
1500	g oː m	g oː m														
1503				d a ŋ a					d a ŋ a							
1508										g u n				g ɔ ŋ		
1510												n aː				n a
1526			s ɛ l i		s a l a											
1530									p eː r e					p e r e		
1533													i s e		i z ɛ	
1544													j oː			j oː
1581							n ɔː							ŋ		
1613					j ɛ g ɛ		j ɛ g ɛ									
1647					n aː g a			nʷ aː g a								
1667		d u g u														d u g u
1670					b a lː a			b a g a l a								
1722		uː j i					uː j i									
1726						i b i									i b i	
1729										iː		iː				
1749						dʒ aː ŋ i									z aː n i	
1790				ĩː								ĩ				
1792							l a							l ɔ		
1795													j			j
1863	m	m														
1901												p i j e	p u j o			
1943			p i lː e					p i l								
1945						p i r i					p i r i					
2007	j	j̃														
2028				k ɔː		g o										
2029						n aː									n aː	
2110											tʃ ɛː dʒ ɔ				tʃ ɛ z ɔ	
2125	m	m														
2126		t i j a					t i j a									
2130										a n g e						a n g e
2148											s a			z u		
2180			t a b e					t a b e								
2182													o b o			o b o
2267					d i g ɛ			d i g ɛ								
2284	m	m														
2335	m										m ɔː					
2353			t o r i					t o r i								
2373			k ɔ dʒ i					k ɔ dʒ i								
2374				ɔ j ɔ					ɔ j ɔ							
2379												g u r u	k e r u			
2393	m	m														
2477				d a r̃ a											d a r̃ a	
2515	m												m			
2550		b a ŋ g i								b a ŋ g i						
2558									s u g u					s u t u		
2561													n d a		n d ɛ	
2580			k i b a					k i b a								
2585									d ɛ̃ː			d i				
2665	u r o	u r o														
2676													t i j ɛ		t i j a	
2696	ɔ w̃								ɔ w							
2699					n aː g a			nʷ aː g a								
2704												n uː				n ɔː
2734	o s u											s uː				
2758						n ɔ g ɔː	l ɔ g ɔ									
2777				ŋ o									n d o			
2820				ɛ w̃ ɛ								ɛ w̃ ɛ				
2822						dʒ a							d uː			
2843					l e			l ɛ								
2844						g e				g ɔ						
2866					g j ɛː			g i j ɛ								
2888													j o ŋ o l o			j u ŋ o l o
2926				s i r u					s i r u							
2927					t a l a						t a n a					
2976	dʒ ɛ n d ɛː	dʒ ɛ l ɛː														
3001													p a d a	p a s u		
3013			g a					g a								
3014					n aː g a			nʷ aː								
3016							b a r i j ɛ							b a r̃ i		
3049				i ɲ e					i n dʒ e							
3050											j o				j o	
3069	z ɛ													s o		
3070		a j i					a j i									
3091				ɲ ɛ n											ɛ n	
3115								k a n i					a n u			
3116									k u w ɔ			k u w ɔ				
3133	m	m														
3135			n a m b a l a					b a l a								
3157	t i n i	t i n i														
3161						t a r					dʒ aː l o					
3178				l u g u r u					l u g u							
3179					j ɔ l ɛ						j ɔ l ɔ					
3180						d u n d ɛ		d u n d ɛ								
3194	t oː r̃ u													t o r̃ u		
3195	m	m														
3221							k ɛ n d ɛ						k i n d ɛ			
3258								j o g o			j o g e					
3285				a n											a n	
3286					w a l a			w a l a								
3320		m													m	
3322								n uː		n ɔː						
3343										n i ŋ g e					n i ŋ	
3356	ɲ ɛ j̃	ɲ ɛ j̃														
3357			p a n a ŋ g e								ɲ aː ŋ g e					
3361										z a					z a	
3373				n ɔ w̃ ɔ								n ɔ w̃ ɔ				
3391					dʒ o ŋ g u	d a g uː										
3426			s eː		s eː											
3428				ɲ uː								ɲ uː				
3467				ɛː					ɛː							
3470													iː j ɛ			j eː
3483			m i n dʒ i l i					m i n dʒ i l i								
3514	o m	o m														
3518					sʷ aː			sʷ aː								
3522									o j					e j̃		
3532	m b uː									m̩ b u g ɔ						
3533		m oː									ɔ m ɔ					
3552						i n									i n	
3569	w o	w														
3573						d u m i		dʒ a m a								
3590					p a r u			p a r o								
3591						m ɔː					m ɔː					
3592										kʷ aː						k u
3621	ɲ a n	ɲ a r̃ u														
3625									d ɛː g ɛ							d i g ɛ
3627													j a ŋ a	j̃ aː ŋ a		
3638	m	m														
3659	m	m														
3663				ɔ ɣ ɔ					ɔ g ɔ							
3665						n o							n ɔ			
3670										ɲ i				n i		
3710													n i m ɛ m		n i m ɛ m	
3721				w a					w a							
3752	m	m														
3776					t aː ŋ g u			t aː ŋ g a								
3792				dʒ ɔ w̃ ɔ								dʒ ɔ w ɔ				
3795						g a b u					g a w					
3839	n a r̃ i j̃ ɛ						n a r̃ i j̃ ɛ									
3842		g u							g u							
3853													n ɛ		e n e	
3921	t a n d a	t a l a														
3922	j	j														
3923			d ɔː b e					d ɔː w eː								
3924				m a t ĩː					m o t ĩː							
3935															k u n j e	k u j iː
3958	m	m														
3979				s u r̃ o					u s u r̃ u							
4007	ɔ r̃ ɔ	ɔ r̃ ɔ														
4026					g i b a	g i b a										
4038			k oː g e		k oː g e											
4054													b i n dʒ e			b i ɲ ɛ
4102					k u m a ŋ g a			k u m aː ŋ g a								
4151	g i m b e r e						g o m b o r o									
4154		k uː								gʷ ãː						
4160						p ɛ l ɛ					ɛː l ɛ					
4161						ŋ g o					ŋ g e					
4162								s ɛ j̃			s e					
4187						ɲ ɛ ŋ g o				ɲ ɛ ŋ g ɛ						
4223						d e b i									d ɛ b u	
4242				b ɔ r ɔ								b ɔ r ɔ				
4277	k aː s u													g ãː s u		
4297					r e			r e								
4340										m ɔ			u m ɔ			
4364							t i ŋ i					t i ŋ ɛ				
4380		tʃ ɛː											d ɛ			
4389										tʃ ɛ b d ɛ					tʃ ɛ b z ɛ	
4409														w ɔ	w ɔ	
4421	t i j ɛ	t i j ɛ														
4422			s oː l e		s oː l e											
4443					ɲ a ŋ g u			ɲ a g u								
4444					r e			r e								
4461	j̃	j̃														
4462					s ɔː l i			s ɔː l i								
4480		k u j o			k u j e											
4485												t ũ		a t u		
4501			d ɛ n dʒ i								n iː n dʒ i					
4506								n s ĩː							s ĩː	
4522						p ɛ g ɛ	p ɛ r g ɛ									
4572					d u ŋ g u			d u ŋ g u r i								
4575							d e ŋ i				d e ŋ i					
4610		g oi					g o									
4647	ei															ɛː
4649		e w					e w									
4655						o b i									o b i	
4659										iː		iː				
4695			gʷ i								gʷ iː					
4714					k oː l o			k oː l o								
4739	m	m														
4764													j e			j eː
4783									r a					r u		
4804						p a l ɛː									b e l e	
4807								j e						j		
4811												u dʒ u				u dʒ i
4844	m	m														
4845			b o r a lː a								b u r a d a					
4864	a w a	a w a														
4865	m	m														
4867				l uː r o								l uː r o				
4868					n o m o n dʒ i						n o m o n					
4872							b u m b a		b u m b ɔ							
4893														ɛ r a	ɛ r̃ ɛ	
4925										w a r a					w a d a	
4947										ɔ j̃				ɔ j̃		
4961	m	m														
4981		s u s u													s u m z u	
4982		n iː							n iː							
5017	d a j̃					d a j										
5018					ɔ n d ɔ			ɔ n d ɔ								
5020							ɛː		ɛ							
5035	k ɔː r ɔ j										k ɔ l ɔ w̃					
5044													y			y
5060			k a m g a								k a m					
5088														b e t e	p i d i m	
5124	ɔ z i													ɔ̃ s u		
5144				n iː					n iː							
5146						u dʒ u ŋ g o				u d u g o						
5151													n a m			n a m
5198	m	m														
5199			d e n dʒ i								n iː n dʒ i					
5226				j aː									j a a			
5231								ɲ iː n i			j iː n i					
5278							t i ŋ a					t i ŋ ɛ				
5279							t i ŋ i					t i ŋ ɛ				
5286													s ɔː			s ɔː
5287													s ɔː			s ɔː
5358			w ɛː								w ɛː					
5359				tʃ ɛː						tʃ ɛ						
5360					j ɛː			j ɛː								
5380						k a dʒ a b i							a d u b a			
5381							m aː n d i			m aː n d i						
5464	m ɔː						m ɔː									
5468													d i n ɛ		d i ŋ ɛ	
5482						ɛ ŋ g u			u ŋ g u							
5496	k a m b o													k a m		
5516									l ɛ l ɛ					l e l a		
5535															i n	ɛ n
5550			n a r e					n a r e								
5551						d o ŋ g i								d o g u		
5568		g u s u												k u s e j		
5570				dʒ ɛ n ɛ ŋ ɛ					dʒ ɛ n i ŋ g ɛ							
5573										t a m b a r a			t a m b a l a			
5574												p ɛ r̃ ɛ				p ɛ r̃ ɛ
5587					p u r u g e			p u r g u								
5624					p ɛː n ɛː ŋ g a						p ɛ n ɛ ŋ g a					
5626													p ɛː n eː		p ɔː n ɔː	
5645													n eː		n ɔː	
5657				s u r̃ ɔ					u s u r̃ u							
5675							k ɛ n dʒ i			ɛ n d ɛ						
5678													b o n d o			b o n ɔ
5693					d u g u			d u g u								
5707	t oː						n̩ d o									
5710			p i ŋ g i								p i g i					
5738										i n dʒ e					i n dʒ u	
5792				t ɛ m									d ɛ			
5794							j ɛ						j aː			
5798															ɔ l	ɔ l
5831				ɲ ɛ								ɲ ɛ				
5846	o s o s oː	oː s o														
5848					j a l e			j a l e								
5865			g u b a					g u b a								
5940												a d u r̃ u				a n d u r̃ ɔ
5956	p e m b i						p e m b i									
5962							j u r		j u r							
5969															s ɔ ŋ	s ɔ j
6005	n ɔ r̃ ɔ	n ɔ r̃ ɔ j̃														
