COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
265				ʔ o k ⁴²			ʔ a̰u ⁵³
267	s ai n ⁴³			s a ŋ ²¹			
268	pʰ ɔ ʔ ³¹			pʰ o ³			
288	b ai ʔ ⁴¹					p au k	
293						pʰ j a	pʰ j ɔ ⁵³
297				pʰ o ʔ ⁴			pʰ ə ³
298						ts au ŋ	dʒ ɔ ŋ ³⁴
304				k a̰ ŋ ³²		kʰ a ɲ	
311			b ai n ⁴	p ḛ n ²			
317	m ɔ t ⁴²		m oi ʔ ³				
318			d z ɔ ³				dʒ ɔ ⁵³
323				kʰ j u m ⁴³		kʰ a p	
327	j æu ŋ ⁵					j au ŋ	
339				l a p ³²			l ʊ p ³
350			b i ⁴⁵				b e ³²
354	dʒ ei ³		dʒ e ⁴³				
355				tʃʰ ɔ ³			tʃʰ ɪ ³²
359				n a̰ ḭ t ⁵⁴			n ʊ̰ t ⁵
364				dʒ au ²		tsʰ w i	
368				h o k ⁵⁴		h a ts	
370			d e ʔ ³²	d a ⁴³			
371	pʰ u k ⁵³					pʰ r euˀ	
381	dʒ ɛ t ⁵⁴			dʒ i t ⁵			
382	d a p ³¹			d e ³²			
383			ʔ a ²				ʔ a ²
385				n a ⁵²		ŋ a mˀ	
386	s w a n ³		s oe ³				
412	t a̰u ⁵			t o̰ k ⁵⁴			
416	d ɨu ⁴³						d u n ⁵³
419				kʰ e ʔ ⁵⁴		kʰ dʒʷ eː	
422				w a ⁵⁴			w a ŋ ³¹
427	b w a ³¹		b oe ʔ ³				
432	b a t ³¹			b ḛ t ʔ ⁵⁴			
433			j ø k ³			r w i k	
434						t w i k	tʰ w i ⁵³
441	x j ɔ ⁵						h ɔ ⁵³
445	l a̰ ŋ k ⁴²					h l au ŋ	
452				m i ⁴			m i ³
461				p j ḛ ⁵⁴		pʰ j a k	
466						h l ai	l u m ⁵³
467			tʃʰ j ɛ ²	tʃʰ i ⁴			
479					j ɔ ŋ ⁵⁵	h r a ts	
483					h e ŋ ⁵⁵		h i ŋ ⁴⁵
486	ʃ ɔ ³⁵		ʃ ɔ ʔ ⁵³				
487	ŋ a n ⁵		ŋ ãɪ ²⁴				
489	m a̰u ⁵			m o ³²			
490			dʒ i t ⁵				dʒ ɪ̰ t ⁵
491					n e ³¹	n a	
497						t u t	d ɔ t ⁵⁴
513			g o ŋ ⁵	k au ŋ ³			
514	w i ³⁴					w a	
534				n o ʔ ³⁴	ɲ o ⁵⁵		
546	ŋ ɛ ⁵						n j ɛ ³²
549	dʒ a m ³		dʒ æ m ⁵⁴				
551	d w a m ³					t u m	
554	dʒ ṵ a̰ t ⁵⁴		dʒ w e ʔ ⁵³				
556	n j a p ⁴²		m j æ p ³				
565				ŋ a ³⁴			ŋ ɔ t ³²
566			g j ɛ ³¹	k j ɛ̰ t ⁵³			
571			m ɔ ²¹			h m a	
572	d j e ³			d au ⁵¹			
574			ŋ o̰i ³¹	ŋ a t ³²			
576						h m aː	h a ⁵
577	n j ɔ̰ ʔ ⁵³					h n aˀ	
