COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
62-7							s ɪ k ⁵
70-7							b a n ³²
75-7							m j ɔ ʔ ³¹
97-7							tʃʰ a ŋ ³¹
112-7							tsʰ ɔ ³¹
122-7							m j u ʔ ³²
127-7							kʰ w i ³¹
132-7							w a ʔ ³¹
133-7							n ɔ ³
135-7							n au ³
142-7							d z w i ³¹
143-7							ŋ ɔ̰ ʔ ⁵⁴
149-7							ʔ u ³
152-7							ŋ ɔ t ³
157-7							b ɔ ³¹
183-7							ʔ u ³⁴
184-7							n u ʔ ⁵
185-7							tsʰ a m ⁵³
189-7							m j ɔ ʔ ³²
192-7							n ɔ ⁵³
195-7							n ɔ ³
200-7							k a n ³¹
216-7							s i n ⁴²
218-7							l ɔ ʔ ³²
225-7							s i ŋ ³¹
235-7							kʰ j i ⁵³
244-7							s w i ⁴²
253-7							m i ³
270-7							m i ³¹
278-7							m j ɪ ŋ ³¹
279-7							w a ³¹
285-7							ʔ j ṵ m ⁵³
308-7							d a ³
322-7							m ḭ ³¹
325-7							kʰ au ³¹
337-7							m j a ŋ ³¹
341-7							d z ɔ ⁵³
347-7							ʃ u ʔ ⁵
362-7							β w i ³
391-7							j ṵ p ⁵
394-7							m ɔ ʔ ⁵²
397-7							tʃʰ i ³¹
443-7							m j ṵ p ⁵⁴
460-7							s a t ⁵
463-7							β w i ³
464-7							ʔ ṵ ŋ ⁵³
473-7							s u m ³²
476-7							kʰ j u ʔ ⁵³
481-7							tsʰ e ⁵³
494-7							k ɔ̰ ⁵³
496-7							h ɯ ŋ ⁴³
516-7							v e ⁵³
522-7							n ɔ ʔ ³
523-7							pʰ j u ³²
524-7							n e ³²
540-7							kʰ ɔ ⁵³
3-7							b w i ³
6-7							k ḭ ⁵³
7-7							d u m ⁴²
20-7							n a p ³
39-7							m i t ⁵
51-7							ŋ u n ³¹
64-7							k ɔ ʔ ⁵⁴
65-7							k ṵ ʔ ⁵
66-7							d z u ³¹
71-7							ʃ i ³¹
76-7							w a ³¹
77-7							n i k ³²
78-7							m ai ³
82-7							pʰ u ŋ ³
87-7							ŋ ɔ ⁴⁵
93-7							l a m ⁵⁴
94-7							m i ³
100-7							s ʊ n ⁵⁴
116-7							l ə ³²
119-7							v a m ³¹
124-7							b j u ⁵³
136-7							l w i ³¹
137-7							kʰ j w i ⁵³
139-7							m i ³¹
144-7							s ʊ t ⁵
145-7							d u ŋ ³¹
146-7							m au ³¹
150-7							β w ɔ ʔ ³²
154-7							m w i ³¹
165-7							g ɔ ŋ ²¹
166-7							pʰ j ɔ ⁵³
169-7							k j a̰ ŋ ⁵³
170-7							b j ɔ ³¹
171-7							j a ŋ ³²
174-7							l a̰ m ⁵³
181-7							m j ɔ ʔ ³²
193-7							b u ³
205-7							n ʊ̰ t ⁵
206-7							m w i ³¹
212-7							tʃʰ ɔ ʔ ⁵⁴
214-7							l u m ³¹
217-7							ʔ u ⁵¹
224-7							n j w i ³¹
228-7							b au ³
238-7							w ḭ ³²
241-7							ʃ ɔ ³¹
256-7							ʔ ə
272-7							m ɔ ³
273-7							ʔ a ⁴⁵
274-7							m a ŋ ⁵³
286-7							kʰ u m ³¹
289-7							kʰ u ŋ ⁵³
294-7							ʔ u ³
301-7							w ɔ ʔ ³
306-7							kʰ j u p ⁵⁴
307-7							ʔ a̰ p ⁵
321-7							tʰ a ŋ ³¹
331-7							m j ɔ ³¹
332-7							l a̰ m ⁵³
335-7							g j ɔ ⁵³
336-7							h ɔ m ⁵³
340-7							ŋ au ³²
342-7							m j w i ³²
360-7							tʃʰ u p ⁴³
376-7							s e ⁵³
389-7							n ɪ k ⁵
395-7							n ɔ ³¹
401-7							ʃ i ⁴³
404-7							d z u ŋ ³¹
408-7							d ɔ ³²
409-7							l e ⁴³
413-7							dʒ ṵ n ⁵
421-7							m j u p ³⁴
425-7							b i ⁵³
430-7							tʃʰ i ⁵³
442-7							d u ⁵³
447-7							tʰ u ŋ ⁵³
456-7							g ɔ ³
458-7							ʃ ɔ ³
469-7							kʰ au ⁵²
475-7							ŋ ɔ ³²
477-7							n j ɪ̰ t ⁵
478-7							ʃ ɪ̰ t ⁵
480-7							g au ³²
485-7							m j ɔ ³
499-7							m j a̰ ŋ ³¹
500-7							j ṵ m ⁴³
501-7							tʰ u ⁴³
506-7							dʒ a p ⁵⁴
507-7							n ɪ k ³²
509-7							l i ŋ ³²
510-7							b i ŋ ³⁴
511-7							l ɔ ʔ ³
521-7							h e ⁵³
525-7							n j w i ³²
538-7							tʃʰ w i ⁵³
539-7							dʒ ɪ n ³¹
544-7							k j ṵ ʔ ⁵⁴
550-7							tʰ ɔ ʔ ⁵⁴
562-7							m j u ŋ ⁵³
568-7							g e ³¹
2-7							kʰ u ŋ ⁵³
12-7							β w ɔ ʔ ³²
22-7							g u ŋ ⁵³
28-7							b a ³¹
