COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
214-5					l k m u		
238-5					ɹ u ³¹		
241-5					s ə		
246-5					ʔ j ṵ ⁵		
256-5					j i ³¹		
257-5					pʰ a ³¹		
272-5					m ⁵⁵		
274-5					m a ŋ ³¹		
289-5					k ə		
294-5					ʔ u m		
301-5					j o ʔ ³¹		
306-5					kʰ j u p		
321-5					tʰ a ŋ ³¹ u		
331-5					ɔ ŋ m j a ³¹		
332-5					ɔ ŋ ɹ i ³¹		
336-5					n e ³¹ mˀ		
340-5					ŋ o ³¹		
360-5					ts u p		
376-5					s i ³¹		
395-5					n e ³¹		
401-5					s i ⁵⁵		
409-5					l a ³¹		
425-5					eː p		
430-5					tʃʰ i ʔ ³¹		
442-5					uː t		
447-5					tʰ a ŋ ³¹		
456-5					k o ³¹		
458-5					ʃ ɪ ʔ ³¹		
469-5					kʰ u ³¹		
470-5					h ai j		
478-5					ʃ i t ³¹		
495-5					ŋ i ³¹		
501-5					tʰ a ³²		
506-5					k ɲ j a ʔ ⁵⁵		
507-5					n o ʔ ³¹		
509-5					l ai ŋ ³¹		
510-5					b j ai ŋ ³¹		
511-5					l o ʔ ³¹		
521-5					ŋ u ³¹		
538-5					tsʰ u ³¹		
539-5					sʰ i n u		
544-5					ʔ j o ʔ ³¹		
550-5					tʰ ə		
562-5					m j o ⁵⁵		
568-5					k i ³¹		
11-5					s o ʔ ³¹		
12-5					j a ʔ ³¹		
46-5					ʃ e ɔ		
83-5					tsʰ u ³¹		
91-5					ʔ u n		
106-5					k o ʔ ³¹		
120-5					tsʰ i e ʔ ³¹		
209-5					k ə		
215-5					tsʰ i u t		
242-5					tsʰ i i		
281-5					kʰ j a ³¹		
283-5					ɔ ŋ ɹ i		
302-5					tsʰ i u ³¹		
312-5					ʔ u ³¹		
313-5					m o ³		
315-5					tʃʰ w u		
348-5					j ai ʔ ³¹		
352-5					kʰ j a ŋ ⁵		
1-6						m w iː	
4-6						l aː	
18-6						m eɪ a	
19-6						n a m	
44-6						l a k	
50-6						tsʰ a ŋ	
62-6						s a ts	
70-6						p w aː a	
75-6						m r a k	
97-6						tʰ a ŋ	
112-6						tsʰ au r w a	
122-6						m j au k	
127-6						k j aː	
132-6						ʔ a k	
133-6						n w iː	
135-6						n w iː	
142-6						ʔ ʔ ɲ r a	
143-6						ŋ aː	
149-6						au k	
152-6						n aˀ	
157-6						p aː	
183-6						w a ŋ	
184-6						n au k	
185-6						tsʰ a m	
189-6						m j aˀ	
192-6						h n a	
195-6						n aː	
200-6						k a m a	
216-6						s a w a mˀ	
218-6						l a k mˀ	
225-6						s a i ŋ	
235-6						k j a ɲ	
244-6						s j aː	
253-6						m e	
270-6						m e	
278-6						m r a ŋ	
279-6						r a a	
285-6						j a̰ a m	
308-6						p j a mˀ	
322-6						m iˀ	
325-6						k a	
337-6						m r a ŋ	
341-6						tsʰ eː	
347-6						r j au k aˀ	
362-6						r e a ts	
391-6						w a ts	
394-6						m a a k	
397-6						tʰ ɲ r a	
443-6						m r a a	
460-6						s a ts	
463-6						r e a ts	
464-6						h r a	
473-6						s r w a ŋ	
476-6						kʰ j au k	
481-6						tsʰ iː	
494-6						tsʰ a	
496-6						tsʰ a ŋ	
516-6						w a ŋ	
522-6						ŋ a k	
523-6						p r w eː	
524-6						n a w aː	
540-6						k aˀ	
3-6						p e	
6-6						ts eˀ	
7-6						r ɛ a	
20-6						m a p	
39-6						m r e	
51-6						au m r a ŋ	
64-6						k a k	
65-6						k a m	
66-6						tsʰ u m	
71-6						s ɲ r a	
72-6						ʔ ə	
76-6						r aː	
77-6						m a ts	
78-6						m aˀ	
82-6						p r ŋ	
87-6						a a ɲ	
93-6						l a m	
94-6						h m ə	
100-6						s eː m a	
116-6						l aː	
119-6						r a m	
124-6						p j a	
137-6						k j ʔ a ɲ	
139-6						m iˀ	
144-6						s u aˀ	
145-6						t au ŋ	
146-6						m w iː	
150-6						k j a k	
154-6						h m ʔ ɲ r a	
165-6						k w a n w	
166-6						pʰ j a	
169-6						k j a ŋ	
170-6						p r a	
171-6						r a ŋ	
174-6						p r a m	
181-6						m r a k	
193-6						p aː	
205-6						m j aˀ	
206-6						h m ʔ ɲ r a	
212-6						tʰ au k	
214-6						l au m r a	
217-6						k aː	
224-6						m r ʔ ɲ r a	
228-6						p w iː	
238-6						r w iː	
241-6						s a	
246-6						k j ɛ a	
257-6						p au k	
272-6						h m uˀ	
273-6						ʔ ə	
274-6						m a ŋ	
286-6						k eˀ	
289-6						kʰ j w iː	
294-6						w a ts	
301-6						r a k a	
306-6						k r au p	
307-6						w a ts	
321-6						tʰ a ŋ	
331-6						m j aː	
332-6						l a m	
335-6						k j aˀ	
336-6						n a w aː	
340-6						aˀ ŋ	
342-6						m j au a	
360-6						s w a a	
376-6						s a k	
389-6						m a k	
395-6						n w a	
401-6						r eː	
404-6						tsʰ au ŋ	
408-6						t u mˀ	
409-6						l aː	
413-6						p w a ɲ	
421-6						m j au k	
425-6						p eː	
442-6						p aː	
447-6						tʰ w i ŋ	
456-6						k aˀ	
469-6						k a	
470-6						tsʰ eː	
475-6						h m a	
477-6						m j ts k	
480-6						k au ŋ	
485-6						h m aˀ	
495-6						ŋ j a ɲ	
499-6						m r a ŋ	
500-6						j ṵ m u	
501-6						tʰ u	
506-6						tsʷ a p	
507-6						ŋ a k	
509-6						l a i ŋ	
510-6						p r a i ŋ	
511-6						l a k	
521-6						h w iː	
525-6						m k j aˀ	
538-6						tsʰ w iː	
539-6						r j ai	
544-6						k r a m	
550-6						tʰ au k	
562-6						h l j a ɲ	
568-6						k j a ɲ	
2-6						k au ŋ	
11-6						s aː	
35-6						l a ŋ	
38-6						r au ŋ	
42-6						p u	
79-6						k a m a	
86-6						eː	
89-6						s a ŋ	
90-6						p a	
91-6						k a m w a	
92-6						k eː	
120-6						r e	
125-6						ʔ a ts	
148-6						t a ŋ	
163-6						s a m r a	
186-6						w a p	
187-6						l a ŋ	
197-6						m j aˀ	
209-6						k au ŋ	
210-6						r w iː	
213-6						m a k ⁵⁴	
215-6						s u t	
220-6						tʰ w i	
239-6						n a m a	
242-6						tsʰ u	
248-6						k r a ɲ	
252-6						k e	
255-6						p r a k	
271-6						tsʰ w iː	
275-6						m uˀ	
277-6						tsʰ j aː	
283-6						l a eˀ	
295-6						k au k	
300-6						kʰ a ɲ	
302-6						tsʰ w iː	
309-6						l a k mˀ	
312-6						k w iː	
313-6						m r a m	
314-6						tsʰ a m a	
330-6						p eː	
338-6						m r a k	
346-6						s a aˀ	
348-6						j ai a k	
352-6						k r au ŋ	
1-7							m w i ³²
4-7							l ə t ⁴³
18-7							m ɪ n ⁵³
19-7							n j ɔ ⁴
44-7							l u ʔ ⁵³
50-7							ʃ i ŋ ⁴
62-7							s ɪ k ⁵⁴
70-7							b a n ⁵¹
75-7							m j ɔ ʔ ⁵⁴
97-7							tʃʰ a ŋ ⁵³
112-7							tsʰ u ⁴³
122-7							m j u ʔ ³¹
127-7							g i ⁵³
132-7							au ɔ ʔ ⁵⁴
133-7							n j u ⁵³
135-7							m au ⁵²
142-7							d z w i ³
143-7							ŋ ɔ ʔ ⁵
149-7							d z a ŋ ⁵³
152-7							n ³
157-7							b a ŋ ⁵³
183-7							ʔ u ³
184-7							n u ʔ ³¹
185-7							tsʰ a m ⁵³
189-7							m j ɔ ʔ ³²
192-7							m ɔ ⁵³
195-7							m ɔ ⁵³
200-7							dʒ i ⁴
216-7							ʃ i ⁵³
218-7							l ɔ ʔ ⁵⁴
225-7							ʃ i ⁵³
235-7							kʰ ɪ t ³²
244-7							s w i ³
253-7							m j ɛ ³²
270-7							m i ³²
278-7							m i ⁵³
279-7							j ʊ
285-7							j a̰ ŋ ³
308-7							b j a̰ ŋ ³²
322-7							m i ³²
325-7							kʰ ɔ ʔ ⁵⁴
337-7							m j a̰ ŋ ⁵³
341-7							d z ɔ ³
347-7							s u ʔ ³²
362-7							β w i ³
391-7							v ʊ p ³
394-7							m ɔ ʔ ³²
397-7							tsʰ u i ⁵³
443-7							m j a̰ p ⁵⁴
460-7							s a t ⁵⁴
463-7							w i ³
464-7							ʔ ə ³
473-7							s a m ⁵³
476-7							kʰ j u ʔ ⁴³
481-7							tsʰ ə ⁴
494-7							g i ³
496-7							l j i ⁵³
516-7							w a ŋ ³
522-7							ŋ ɔ ³
523-7							pʰ j u ³
524-7							n j ɛ ³²
540-7							kʰ ɔ ⁵³
3-7							b j ɔ ⁴
6-7							g i ²
7-7							d z u ŋ ⁵²
20-7							n a̰ n ³
39-7							m i ⁵³
51-7							ŋ ⁴
64-7							g u ŋ ³
65-7							kʰ w i ³²
66-7							d z u ³
71-7							ʃ i ⁵³
76-7							au a ŋ ⁵³
77-7							m ɪ t ⁴³
78-7							m au ³
82-7							b a ŋ ³
87-7							ŋ ɔ ³
93-7							l a m ²¹
94-7							m ɔ̰ ⁴⁵
100-7							s ʊ n ⁵³
116-7							l u ³
119-7							w i ⁵³
124-7							b j ɔ ³
136-7							l w i ³
137-7							kʰ ɔ ⁵³
139-7							m i ³²
144-7							s ʊ t ⁵⁴
145-7							d u ŋ ³¹
146-7							m a̰u ⁵²
150-7							g j ɔ ʔ ⁵⁴
154-7							m ɔ̰ ⁴⁵
165-7							kʰ a m ⁵
166-7							pʰ j ɔ ⁵¹
169-7							g j a̰ ŋ ⁵³
170-7							b j ɔ ⁵³
171-7							j a̰ ŋ ⁵³
174-7							l a ŋ ³¹
181-7							m j ɔ ʔ ³
193-7							b a ŋ ⁵³
205-7							n w i ³²
206-7							m ʊ t ⁵⁴
212-7							tʃʰ a ⁵
214-7							l ṵ m ³¹
217-7							ʔ u ³
224-7							n j ɔ̰ ⁵⁴
228-7							b w i ³²
238-7							ɔ ⁵³
241-7							ʃ a ŋ ⁵³
256-7							ʔ ə ³
272-7							m u ⁵
273-7							ʔ ə ³
274-7							m a ŋ ⁵³
286-7							kʰ a m ²¹
289-7							kʰ u ŋ ³
294-7							ʔ u ³
301-7							j ɔ ʔ ⁵⁴
306-7							tʃʰ u p ⁵
307-7							ŋ a̰ p ⁵⁴
321-7							tʰ a ŋ ⁵³
331-7							m i ³
332-7							l a m ³²
335-7							g j ɔ ⁵³
336-7							n a̰ m ³²
340-7							ŋ ɔ ʔ ³²
342-7							m j u ʔ ³¹
360-7							dʒ ɔ p ⁵⁴
376-7							s ɪ ʔ ⁵⁴
389-7							m j ɔ ʔ ⁵⁴
395-7							n u ³
401-7							s a t ⁵⁴
404-7							d z a ŋ ³
408-7							d u ⁵³
409-7							l a ŋ ⁵³
413-7							d u n ⁵³
421-7							m j u ʔ ³²
425-7							b i ⁵³
430-7							tʃʰ ɪ n ⁴²
442-7							d u ³
447-7							tʰ u ŋ ³¹
456-7							g ɔ ³
458-7							ʃ ɔ ³¹
469-7							kʰ ɔ ʔ ⁵⁴
475-7							m ³
477-7							n ʊ̰ t ³²
478-7							ʃ ɪ t ⁵
480-7							g au ³
485-7							m j ɔ ⁵³
499-7							m j a̰ ŋ ⁵³
500-7							m j a̰ ŋ ⁵³
501-7							tʰ u ³
506-7							d z a p ⁵
507-7							n ɔ ʔ ³
509-7							l ṵ ŋ ³
510-7							b j a̰ ŋ ³
511-7							l ɔ ʔ ⁵⁴
521-7							h au ⁵³
525-7							n j au ⁵³
538-7							tʃʰ au ⁵³
539-7							dʒ ɪ n ⁵³
544-7							g j u ʔ ⁵
550-7							tʰ ɔ ʔ ⁵⁴
562-7							m j u ŋ ⁵³
568-7							g i ⁵³
2-7							g u ŋ ⁵³
12-7							j ɔ ʔ ³²
22-7							g u ŋ ⁵³
28-7							b j ɔ ⁴
29-7							tʰ u ʔ ⁵
30-7							w a ŋ ³
35-7							l a ŋ ⁵³
38-7							d z u ŋ ³¹
42-7							b ʊ t ⁵⁴
52-7							d ɔ ʔ ⁵
55-7							b u m ³¹
69-7							h u ʔ ³²
79-7							g j a̰ m ³¹
83-7							tʃʰ au ⁵³
86-7							j ɔ ʔ ⁵⁴
89-7							s a ŋ ⁵³
90-7							b ɔ ⁵³
91-7							ʔ u n ³
92-7							kʰ ə t ³
106-7							g u ʔ ⁵³
120-7							tsʰ ə t ⁴³
148-7							d a ŋ ⁵³
163-7							ʃ a m ²¹
173-7							b j ɔ ⁵³
179-7							ʔ u ³¹
186-7							ŋ a ŋ ³
187-7							l a ŋ ⁵³
197-7							n a̰ ŋ t ⁵⁴
209-7							kʰ u ŋ ³
210-7							u m ⁵³
211-7							d au ⁵³
213-7							n u ʔ ³⁵
220-7							tʰ u ŋ ³
237-7							ʃ ṵ ŋ ⁵³
239-7							n a m ³²
248-7							kʰ ɪ t ³²
252-7							g i ³¹
271-7							tʰ au ⁵²
277-7							tʃʰ a ŋ ³²
281-7							kʰ j ɔ ⁵¹
283-7							l a̰ ŋ ³
295-7							kʰ u ³
300-7							g i ŋ ⁴
309-7							l ɔ ʔ ⁵⁴
313-7							m ʊ t ⁵⁴
314-7							tsʰ u m ³
315-7							tʰ u ŋ ³¹
330-7							l ai ⁵³
333-7							ʃ a m ⁵
338-7							m j ɔ ʔ ³²
346-7							ʃ e ³¹
352-7							kʰ j u ŋ ³
