COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
52-4				t o̰ ʔ ⁵⁴			
55-4				b a m ³¹			
69-4				f o ʔ ⁵			
79-4				ɣ a m ⁵¹			
83-4				tʃʰ u k ⁵⁴			
86-4				ʔ ḭ ʔ ⁵⁴			
89-4				s a ŋ ⁵²			
90-4				pʰ ɔ ⁵²			
91-4				ʔ ʊ n ⁴²			
92-4				kʰ ə t ³			
106-4				g au k ³²			
125-4				ɣ o k ³²			
148-4				d a ⁴			
163-4				ʃ ɪ n ²			
173-4				pʰ ə t ³²			
179-4				ʔ au ²			
186-4				ŋ a ³			
187-4				l a ²			
197-4				n a̰ t ⁵⁴			
211-4				d u k ³²			
220-4				tʰ au ŋ ²			
237-4				ʃ ɪ ⁴³			
239-4				n ɛ ³			
242-4				tsʰ au ³¹			
248-4				kʰ i ʔ ⁵⁴			
252-4				g ai ³¹			
255-4				b j u ³¹			
271-4				tʃʰ u k ⁵⁴			
275-4				n au ŋ ³²			
277-4				tʃʰ a ²			
281-4				kʰ j ɔ ⁵¹			
283-4				l a̰ ³¹			
295-4				kʰ au ³			
300-4				g ɪ n ⁴			
302-4				tsʰ o ⁵⁴			
309-4				l o ʔ ³²			
312-4				ʔ o̰ k ⁵⁴			
314-4				tsʰ a m ⁴¹			
315-4				tʃʰ a ³²			
330-4				l a ³			
333-4				ʃ j ɛ ³			
338-4				m j ɔ ʔ ³²			
346-4				ʃ a p ⁵³			
348-4				ʒ i t ³⁵			
352-4				kʰ j æu ŋ ³			
353-4				d z o̰ ʔ ⁵⁴			
356-4				h e ⁴			
357-4				s ɔ ʔ ⁵⁴			
358-4				ʃ ɛ ³¹			
361-4				j ɔ ʔ ³²			
378-4				m ḭ t ⁵⁴			
379-4				kʰ ɪ n ⁴³			
388-4				g j æu ʔ ⁴³			
390-4				j o ³⁵			
399-4				g ɪ n ⁴¹			
400-4				n ɪ n ⁵⁴			
403-4				b j ɔ ³¹			
405-4				j e ʔ ³			
406-4				tʰ au k ⁵⁴			
407-4				s u ⁵			
410-4				w a ³²			
418-4				g j o ⁵			
423-4				j o̰ k ⁵			
431-4				g au ŋ ³¹			
435-4				kʰ o ʔ ⁵⁴			
438-4				tʰ o ʔ ⁵			
448-4				d z ɔ ³²			
449-4				d z a̰u ⁴			
453-4				m au ²⁵			
465-4				tʰ a ⁴³			
471-4				j æu ʔ ⁴²			
502-4				b o ³			
503-4				tsʰ au ³²			
505-4				l e ²			
512-4				j o ³²			
515-4				d ɪ n ⁴			
517-4				dʒ a ³⁴			
529-4				ʔ a ²			
530-4				s a k ⁵			
535-4				b o ³⁴			
536-4				d au ³			
542-4				b a p ³⁴			
561-4				n e ⁵			
563-4				dʒ i t ⁵³			
569-4				kʰ ø ⁵			
8-4				ŋ ɪ n ⁴²			
21-4				g a ³¹			
23-4				j ɛ ʔ ²³			
24-4				ʔ a ³²			
27-4				d z ɪ n ³¹			
34-4				ɣ i t ⁴			
36-4				b a ŋ ³			
37-4				l ai ³²			
40-4				tʰ a m ³²			
41-4				b a p ³²			
47-4				m a ³²			
1-5					m u ³¹		
4-5					l a ³¹		
18-5					m eɪ ³¹		
19-5					n i ³¹		
44-5					l o ʔ ³¹		
50-5					ʃ ai ŋ ⁵⁵		
62-5					ʃ ai ʔ ³¹		
70-5					p ɛ ³¹		
75-5					m j o ʔ ³¹		
97-5					ʃ o ³¹		
112-5					sʰ a ³¹		
122-5					m j ai ŋ ⁵⁵		
127-5					kʰ w i ³¹		
132-5					w ʊ ʔ ³¹		
133-5					n u ³¹		
135-5					n u ³¹		
142-5					sʰ w i ⁵⁵		
143-5					ŋ a ³¹		
149-5					ʔ u ³¹		
152-5					ŋ a ³¹		
157-5					p a ³¹		
183-5					ʔ o ³¹		
184-5					n o k ʔ ³¹		
185-5					sʰ ɛ ⁵⁵		
189-5					j u ʔ ³¹		
192-5					n a ʔ ⁵⁵		
195-5					n a ³¹		
200-5					t i		
216-5					ʃ ai ŋ ³¹		
218-5					l ʊ ʔ ³¹		
225-5					ʃ ai ŋ ³¹		
235-5					kʰ i ⁵⁵		
244-5					ʃ w i ³¹		
253-5					m i ⁵⁵		
270-5					m i ⁵⁵		
278-5					m ai ŋ ⁵⁵		
279-5					w a ⁵⁵		
285-5					ʔ ai ŋ ⁵⁵		
308-5					pʰ j e ³¹		
322-5					m i ³¹		
325-5					kʰ u ³¹		
337-5					m j o ⁵⁵		
341-5					s a ³¹		
347-5					ʃ o ʔ ³¹		
362-5					ɹ i ʔ ⁵⁵		
391-5					ʔ ai ʔ ³¹		
394-5					m ʊ ʔ ³¹		
397-5					ʃ i ʔ ³¹		
443-5					m j a ʔ ³¹		
460-5					ʃ i ʔ ⁵⁵		
463-5					w i ʔ ⁵⁵		
464-5					ɹ ɔ ŋ ³¹		
473-5					ʃ a ŋ ³¹		
476-5					k ɔ ŋ ⁵⁵		
481-5					c a t ⁵⁵		
494-5					tsʰ i ³¹		
496-5					x r ai ŋ ⁵⁵		
516-5					w e ³¹		
522-5					n u ʔ ³¹		
523-5					pʰ j u ʔ ⁵⁵		
524-5					n ɛ ³¹		
540-5					kʰ a ³¹		
39-5					m j i ⁵⁵		
64-5					kʰ o ³¹		
65-5					kʰ w e ⁵⁵		
66-5					sʰ u ³¹		
71-5					ʃ i ³¹		
72-5					ʔ a		
76-5					w a ³¹		
77-5					m ai ʔ ³¹		
78-5					m u ⁵⁵		
82-5					p j o		
87-5					ŋ u ʔ ³¹		
93-5					ɹ ɛ ³¹		
100-5					ʃ w e ³¹		
116-5					l a ³¹		
119-5					w e ⁵⁵		
124-5					pʰ j u ʔ ⁵⁵		
136-5					l i ³¹		
139-5					m i ³¹		
144-5					ʃ a ʔ ³¹		
145-5					t ɔ ŋ ⁵⁵		
146-5					m j ai		
165-5					ʃ ɛɪ ³¹		
171-5					j o ⁵⁵		
193-5					p a ³¹		
212-5					sʰ ɛ ʔ ³¹		
214-5					l a ŋ ³¹		
238-5					ɹ u ³¹		
241-5					ʃ a ³¹		
246-5					x w ai		
256-5					ʔ ə		
257-5					pʰ a		
272-5					m ai ³¹		
274-5					m o ³¹		
289-5					kʰ au ŋ ⁵⁵		
294-5					ʔ ai ʔ ³¹		
301-5					r ʊ ʔ ³¹		
306-5					x ɹ a ʔ ³¹		
321-5					tʰ o ³¹		
331-5					m j a ³¹		
332-5					l ɛ ⁵⁵		
336-5					n ɛ ⁵⁵		
340-5					ŋ u ⁵⁵		
360-5					s a ʔ ³¹		
376-5					ʃ i		
395-5					n a ʔ ⁵⁵		
401-5					ʃ i ʔ ⁵⁵		
409-5					ɹ ʊ ʔ		
425-5					p e ³¹		
430-5					ʃ e ³¹		
442-5					t u ³¹		
447-5					tʰ ɔ ŋ ³¹		
456-5					g a ³¹		
458-5					tsʰ o		
469-5					kʰ o ³¹		
470-5					t o ʔ ³¹		
478-5					ʃ i ʔ ³¹		
495-5					ŋ j i ⁵⁵		
501-5					tʰ u ʔ ⁵⁵		
506-5					ʃ a ŋ ⁵⁵		
507-5					n ʊ ʔ ³¹		
509-5					l a ŋ ³¹		
510-5					p j ai ŋ ³¹		
511-5					l ʊ ʔ ³¹		
521-5					h ʊ n ⁵⁵		
538-5					ʃ w a ⁵⁵		
539-5					ʃ ei ⁵⁵		
544-5					x o ʔ ³¹		
550-5					t u ʔ ³¹		
562-5					ŋ ɔ ³¹		
568-5					k ɔ ŋ ³¹		
11-5					s ə		
12-5					j ʊ ŋ		
46-5					ʃ e		
83-5					ʃ u ⁵⁵		
91-5					ʔ ʊ n ³¹		
106-5					k o ʔ ⁵⁵		
120-5					tsʰ i ⁵⁵		
209-5					tʰ a ŋ		
215-5					ʃ w ai ʔ ³¹		
242-5					ʃ ai ŋ ⁵⁵		
281-5					kʰ ə		
283-5					l i ʔ ⁵⁵		
302-5					ʃ o ³¹		
312-5					o ʔ ⁵⁵		
313-5					m w i ³¹		
315-5					ts i ⁵⁵		
348-5					z e ³¹		
352-5					x ɔ ŋ ³¹		
353-5					sʰ o ³¹		
358-5					ʃ e t		
398-5					j a ³¹		
405-5					ɹ e ʔ ⁵⁵		
410-5					v ɹ o ⁵⁵		
472-5					h ai ʔ ³¹		
474-5					ɲ i ³¹		
482-5					j a ʔ ⁵⁵		
502-5					p a ³¹		
563-5					sʰ i ³¹		
47-5					m u		
1-6						m w iː	
4-6						l aˀ	
18-6						ɲ a ɲˀ	
19-6						n eˀ	
44-6						k l au k	
50-6						h r w e	
62-6						s a ts	
70-6						p a n	
75-6						m r a k	
97-6						kʰ j a ŋ	
112-6						tsʰ aː	
122-6						m j au k	
127-6						k eː	
132-6						w a k	
133-6						n w aː	
135-6						n w iˀ	
142-6						tsʷ ai	
143-6						h ŋ a k	
149-6						ʔ uˀ	
152-6						ŋ aː	
157-6						pʰ aː	
183-6						ʔ uː	
184-6						h n au k	
185-6						tsʰ a m	
189-6						m j a k	
192-6						h n a	
195-6						n aː	
200-6						s w eː	
216-6						s a ɲ	
218-6						l a k	
225-6						s a ɲ	
235-6						kʰ r e	
244-6						s w eː	
253-6						m j w iː	
270-6						m aˀ	
278-6						m a ɲ	
279-6						r w a	
285-6						ʔ i m	
308-6						h b iː	
322-6						m iː	
325-6						kʰ w iː	
337-6						m r a ŋ	
341-6						ts aː	
347-6						s au k	
362-6						r ai	
391-6						ʔ i p	
394-6						m a k	
397-6						tsʰ eː	
443-6						m r u p	
460-6						s a t	
463-6						w ai	
464-6						r au ŋ	
473-6						s u m	
476-6						kʰ r au k	
481-6						tsʰ ai	
494-6						k r iː	
496-6						h r a ɲ	
516-6						w eː	
522-6						n a k	
523-6						pʰ r u	
524-6						n i	
540-6						kʰ aː	
3-6						p au ŋ	
6-6						k r ai	
7-6						t i m	
20-6						n a k	
39-6						m r e	
51-6						ŋ w e	
64-6						k w i ŋ	
65-6						kʰ au k	
66-6						tsʰ uː	
71-6						s iː	
72-6						ʔ ə	
76-6						w aː	
77-6						m r a ts	
78-6						h m w i	
82-6						p a ŋ	
87-6						h ŋ a k	
93-6						r a m	
94-6						m r e	
100-6						s w a n	
116-6						k j aː	
119-6						w a m	
124-6						pʰ r uˀ	
137-6						kʰ j w i	
139-6						m r iː	
144-6						s w i k	
145-6						t au ŋ	
146-6						m w eː	
150-6						k r a k	
154-6						m r w e	
165-6						kʰ r aˀ	
166-6						p w iː	
169-6						kʰ r a ŋ	
170-6						p j aː	
171-6						j a ŋ	
174-6						l i p	
181-6						m j a k	
193-6						p aː	
205-6						n aː	
206-6						m u t	
212-6						kʰ j a k	
214-6						l u m	
217-6						ʔ u	
224-6						h ɲ w iː	
228-6						p au ŋ	
238-6						r w iː	
241-6						s aː	
246-6						kʰ dʒʷ eː	
257-6						pʰ aˀ	
272-6						m a	
273-6						ʔ a ts	
274-6						m aˀ	
286-6						kʰ aː	
289-6						kʰ a ŋ	
294-6						ʔ u m	
301-6						r a k	
306-6						kʰ j u p	
307-6						ʔ a p	
321-6						tʰ a ŋ	
331-6						h m r aː	
332-6						h l a m	
335-6						k r aː	
336-6						n a mˀ	
340-6						ŋ w i	
342-6						m j w i	
360-6						ts u p	
376-6						s iˀ	
389-6						m j a k	
395-6						n a	
401-6						s e	
404-6						tʰ w i ŋ	
408-6						t w aː	
409-6						l aː	
413-6						t w a n	
421-6						h n a ts	
425-6						p eː	
442-6						t uː	
447-6						tʰ au ŋ	
456-6						k aˀ	
469-6						kʰ w iː	
470-6						t a ts	
475-6						ŋ aː	
477-6						h n a ts	
480-6						k w iː	
485-6						m j aː	
495-6						ŋ ai	
499-6						m aː	
500-6						n i mˀ	
501-6						tʰ u	
506-6						k r a ɲ	
507-6						n a k	
509-6						l u m	
510-6						p r w i ŋ	
511-6						l a k	
521-6						h w i	
525-6						n j w i	
538-6						kʰ j w i	
539-6						kʰ j a ɲ	
544-6						kʰ r au k	
550-6						tʰ a k	
562-6						m r a ŋ	
568-6						k au ŋ	
2-6						k au ŋ	
11-6						s a k	
35-6						kʰ j ŋ	
38-6						tsʰ i	
42-6						pʰ u t	
79-6						k r i m	
86-6						r a k	
89-6						s a ŋ	
90-6						h b aːu	
91-6						ʔ u n	
92-6						kʰ a	
120-6						tsʰ a t	
125-6						k r w a t	
148-6						p j a m	
163-6						s a n	
186-6						n aˀ	
187-6						kʰ au ŋ	
197-6						h n u t	
209-6						k j au k	
210-6						w a m	
213-6						h n aˀ	
215-6						tsʰ u t	
220-6						t au ŋ	
239-6						n a m	
242-6						tsʰ i	
248-6						kʰ j eː	
252-6						k j aː	
255-6						l u	
271-6						tsʰ w iː	
275-6						n uˀ	
277-6						c e	
283-6						h l e	
295-6						kʰ au ŋ	
300-6						k a m	
302-6						tsʰ w iː	
309-6						l a k	
312-6						ʔ w iː	
313-6						h m u t	
314-6						tsʰ u m	
330-6						l eː	
338-6						h m i t	
346-6						s i p	
348-6						j a ts	
352-6						kʰ j au ŋ	
356-6						h a n	
357-6						s a k	
361-6						h l j a k	
378-6						m eˀ	
379-6						kʰ j ai	
388-6						k r au k	
398-6						j aː	
399-6						kʰ r a ts	
405-6						r a p	
406-6						tʰ au k	
410-6						w a ŋ	
414-6						l uˀ	
418-6						k j aˀ	
423-6						k j aˀ	
431-6						kʰ j w iː	
435-6						k a	
438-6						tʰ w iː	
449-6						tsʰ u	
453-6						h m uˀ	
465-6						pʰ ai	
471-6						j au k	
482-6						r a	
502-6						p aː	
503-6						tsʰ u	
512-6						j a	
515-6						t a ɲ	
517-6						r a ŋ	
529-6						ʔ ə	
530-6						s a ts	
535-6						p aˀ	
536-6						t u	
542-6						p u p	
561-6						n a n	
569-6						k aˀ	
8-6						h n a ŋ	
16-6						r i p	
23-6						j a	
36-6						p a ŋ	
37-6						l ai	
40-6						h r w a mˀ	
1-7							m au ³
4-7							l ə ⁴
18-7							m j ɪ n ³⁴
19-7							n i ⁴⁵
44-7							l u ʔ ³
50-7							h ɯ ŋ ⁵³
62-7							s ɪ k ⁵
70-7							b a n ³²
75-7							m j ɔ ʔ ³¹
97-7							tʃʰ a ŋ ³¹
112-7							tsʰ ɔ ³¹
122-7							m j u ʔ ³²
127-7							kʰ w i ³¹
132-7							w a ʔ ³¹
133-7							n ɔ ³
135-7							n au ³
142-7							d z w i ³¹
143-7							ŋ ɔ̰ ʔ ⁵⁴
149-7							ʔ u ³
152-7							ŋ ɔ t ³
157-7							b ɔ ³¹
183-7							ʔ u ³⁴
184-7							n u ʔ ⁵
185-7							tsʰ a m ⁵³
189-7							m j ɔ ʔ ³²
192-7							n ɔ ⁵³
195-7							n ɔ ³
200-7							k a n ³¹
216-7							s i n ⁴²
218-7							l ɔ ʔ ³²
225-7							s i ŋ ³¹
235-7							kʰ j i ⁵³
244-7							s w i ⁴²
253-7							m i ³
270-7							m i ³¹
278-7							m j ɪ ŋ ³¹
279-7							w a ³¹
285-7							ʔ j ṵ m ⁵³
308-7							d a ³
322-7							m ḭ ³¹
325-7							kʰ au ³¹
337-7							m j a ŋ ³¹
341-7							d z ɔ ⁵³
347-7							ʃ u ʔ ⁵
362-7							β w i ³
391-7							j ṵ p ⁵
394-7							m ɔ ʔ ⁵²
397-7							tʃʰ i ³¹
443-7							m j ṵ p ⁵⁴
460-7							s a t ⁵
463-7							β w i ³
464-7							ʔ ṵ ŋ ⁵³
473-7							s u m ³²
476-7							kʰ j u ʔ ⁵³
481-7							tsʰ e ⁵³
494-7							k ɔ̰ ⁵³
496-7							h ɯ ŋ ⁴³
516-7							v e ⁵³
522-7							n ɔ ʔ ³
523-7							pʰ j u ³²
524-7							n e ³²
540-7							kʰ ɔ ⁵³
3-7							b w i ³
6-7							k ḭ ⁵³
7-7							d u m ⁴²
20-7							n a p ³
39-7							m i t ⁵
51-7							ŋ u n ³¹
64-7							k ɔ ʔ ⁵⁴
65-7							k ṵ ʔ ⁵
66-7							d z u ³¹
71-7							ʃ i ³¹
76-7							w a ³¹
77-7							n i k ³²
78-7							m ai ³
82-7							pʰ u ŋ ³
87-7							ŋ ɔ ⁴⁵
93-7							l a m ⁵⁴
94-7							m i ³
100-7							s ʊ n ⁵⁴
116-7							l ə ³²
119-7							v a m ³¹
124-7							b j u ⁵³
136-7							l w i ³¹
137-7							kʰ j w i ⁵³
139-7							m i ³¹
144-7							s ʊ t ⁵
145-7							d u ŋ ³¹
146-7							m au ³¹
150-7							β w ɔ ʔ ³²
154-7							m w i ³¹
165-7							g ɔ ŋ ²¹
166-7							pʰ j ɔ ⁵³
169-7							k j a̰ ŋ ⁵³
170-7							b j ɔ ³¹
171-7							j a ŋ ³²
174-7							l a̰ m ⁵³
181-7							m j ɔ ʔ ³²
193-7							b u ³
205-7							n ʊ̰ t ⁵
206-7							m w i ³¹
212-7							tʃʰ ɔ ʔ ⁵⁴
214-7							l u m ³¹
217-7							ʔ u ⁵¹
224-7							n j w i ³¹
228-7							b au ³
238-7							w ḭ ³²
241-7							ʃ ɔ ³¹
256-7							ʔ ə
272-7							m ɔ ³
273-7							ʔ a ⁴⁵
274-7							m a ŋ ⁵³
286-7							kʰ u m ³¹
289-7							kʰ u ŋ ⁵³
294-7							ʔ u ³
301-7							w ɔ ʔ ³
306-7							kʰ j u p ⁵⁴
307-7							ʔ a̰ p ⁵
321-7							tʰ a ŋ ³¹
331-7							m j ɔ ³¹
332-7							l a̰ m ⁵³
335-7							g j ɔ ⁵³
336-7							h ɔ m ⁵³
340-7							ŋ au ³²
342-7							m j w i ³²
360-7							tʃʰ u p ⁴³
376-7							s e ⁵³
389-7							n ɪ k ⁵
395-7							n ɔ ³¹
401-7							ʃ i ⁴³
404-7							d z u ŋ ³¹
408-7							d ɔ ³²
409-7							l e ⁴³
413-7							dʒ ṵ n ⁵
421-7							m j u p ³⁴
425-7							b i ⁵³
430-7							tʃʰ i ⁵³
442-7							d u ⁵³
447-7							tʰ u ŋ ⁵³
456-7							g ɔ ³
458-7							ʃ ɔ ³
469-7							kʰ au ⁵²
475-7							ŋ ɔ ³²
477-7							n j ɪ̰ t ⁵
478-7							ʃ ɪ̰ t ⁵
480-7							g au ³²
485-7							m j ɔ ³
499-7							m j a̰ ŋ ³¹
500-7							j ṵ m ⁴³
501-7							tʰ u ⁴³
506-7							dʒ a p ⁵⁴
507-7							n ɪ k ³²
509-7							l i ŋ ³²
510-7							b i ŋ ³⁴
511-7							l ɔ ʔ ³
521-7							h e ⁵³
525-7							n j w i ³²
538-7							tʃʰ w i ⁵³
539-7							dʒ ɪ n ³¹
544-7							k j ṵ ʔ ⁵⁴
550-7							tʰ ɔ ʔ ⁵⁴
562-7							m j u ŋ ⁵³
568-7							g e ³¹
2-7							kʰ u ŋ ⁵³
12-7							β w ɔ ʔ ³²
22-7							g u ŋ ⁵³
28-7							b a ³¹
29-7							tʰ ɔ ʔ ⁵
30-7							w a ŋ ³¹
35-7							l a ŋ ³¹
38-7							d z ɛ ³¹
42-7							pʰ w i ²
52-7							d ɔ ʔ ⁵
55-7							b u m ³¹
69-7							h a ʔ ⁵
79-7							g a m ⁵³
83-7							tʃʰ w i ⁵³
86-7							ʔ i ⁵
89-7							s e ŋ ⁴
90-7							pʰ ɔ ⁵⁴
91-7							ʔ ʊ n ⁵³
92-7							kʰ ə t ⁵
106-7							g u ʔ ³²
120-7							tsʰ ə ³
148-7							d a ŋ ⁵³
163-7							ʃ ɪ n ³¹
173-7							pʰ ə t ⁵
179-7							ʔ ʊ t ³²
186-7							ŋ ɔ t ³
187-7							l a ŋ ³¹
197-7							n ʊ̰ t ⁵
209-7							kʰ u ŋ ⁵³
210-7							β w a m ³
211-7							d au ³¹
213-7							n ɪ̰ k ⁵
220-7							tʰ u ŋ ⁴
237-7							ʃ ə ⁴³
239-7							n a m ³²
248-7							kʰ i ³¹
252-7							g e ³¹
271-7							tʃʰ w i ³²
277-7							d z u m ³
281-7							kʰ j ɔ ⁵³
283-7							l a̰ ḭ ⁵³
295-7							kʰ u ʔ ⁵⁴
300-7							k a n ³²
309-7							l ɔ ʔ ³²
313-7							m ə ³
314-7							tsʰ u m ⁵³
315-7							tʰ u ŋ ³⁴
330-7							l ai ³
333-7							ʃ a m ⁵³
338-7							m j ɔ ʔ ³
346-7							ʃ ɪ t ⁵
352-7							kʰ ɹ u ŋ ³
353-7							d z au ³²
356-7							h a m ²¹
357-7							s ɔ ʔ ⁵⁴
358-7							ʃ e ³¹
361-7							j ɔ ʔ ³²
378-7							m ḭ ⁵³
379-7							kʰ ɪ n ⁴²
388-7							g j u ʔ ³²
390-7							j ɔ ⁵¹
398-7							j ɔ ⁵³
399-7							g i n ³¹
400-7							n a̰ n ³
403-7							b j ɔ ⁵¹
405-7							j a̰ p ³¹
406-7							tʰ u ʔ ⁴³
407-7							s ɔ ⁵²
414-7							l a ŋ ⁵³
423-7							ʔ ʊ̰ t ⁵
431-7							g u ŋ ³
435-7							kʰ ɔ ʔ ⁵
438-7							tʰ au ⁵²
448-7							d z a ŋ ³
449-7							dʒ ɔ ʔ ⁵⁴
453-7							m u ⁵
465-7							tʰ ai ⁵⁴
471-7							j u ʔ ³¹
472-7							ʔ i ⁴⁵
474-7							m i ³²
482-7							ʃ ɔ ⁵³
503-7							tsʰ u ⁴³
505-7							l a m ³²
512-7							j ɔ ³¹
515-7							d i ŋ ⁴
517-7							dʒ a̰ ŋ ⁵³
529-7							ʔ ə ³
530-7							s ɪ k ⁵⁴
535-7							b ɔ ³
536-7							ts ṵ ŋ ⁵³
542-7							b ʊ p ³
561-7							n j ɔ̰ m ⁵³
563-7							dʒ ɪ t ³²
569-7							kʰ ə t ⁴³
5-7							m ɔ ⁴
8-7							ŋ a̰ n ⁵³
16-7							v ʊ p ³
21-7							g j ɔ ⁴
24-7							ʔ ə ³
27-7							d z a n ⁵¹
34-7							ʔ ʊ̰ t ⁵
36-7							b a ŋ ³
37-7							l ai ³¹
41-7							b ɔ ³
47-7							m w i ⁵²
