COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
298						ts au ŋ	dʒ ɔ ŋ ³⁴
299		p ṵ ⁵²		b au ²			b u ³¹
300		ɣ a ⁵²	g ai n ³	g ɪ n ⁴		k a m	k a n ³²
301	j ɔ ʔ ³¹		j ɔ̰ ʔ ³	ɣ o ʔ ³²	r ʊ ʔ ³¹	r a k	w ɔ ʔ ³
302	tsʰ au ⁵		tʃ ṵ ɛ̰ m ⁴¹	tsʰ o ⁵⁴	ʃ o ³¹	tsʰ w iː	
303	l ṵ ⁵		l o ⁴			l u m	
304				k a̰ ŋ ³²		kʰ a ɲ	
305	kʰ j a ʔ ⁵³		kʰ j a ʔ ⁵³				kʰ a p ³²
306	tʃʰ oa p ⁵¹		tʃʰ w ɛ p ⁵³	kʰ j æ p ⁵	x ɹ a ʔ ³¹	kʰ j u p	kʰ j u p ⁵⁴
307	ŋ a̰ p ⁵⁴	n e ʔ ⁵²	ŋ æ̃ p ⁵³	ŋ ḛ ʔ ⁵⁴		ʔ a p	ʔ a̰ p ⁵
308	t j ḛ ⁵	t ṵ ḭ ²³	b i ⁵	b j e ³²	pʰ j e ³¹	h b iː	d a ³
309	l ɔ ʔ ³²		l ɔ̰ ʔ ³	l o ʔ ³²		l a k	l ɔ ʔ ³²
310	k j ɔ̰ p ⁵³					tsʷ a p	dʒ ɔ p ⁵⁴
311			b ai n ⁴	p ḛ n ²			
312	ʔ au ⁵		ʔ au ⁵	ʔ o̰ k ⁵⁴	o ʔ ⁵⁵	ʔ w iː	
313	m ɔə t ⁴¹		m o̰i ʔ ³		m w i ³¹	h m u t	m ə ³
314	tsʰ ɔ m ³		tsʰ æ m ⁴³	tsʰ a m ⁴¹		tsʰ u m	tsʰ u m ⁵³
315	tʰ u ŋ ⁵		tʃʰ a ŋ ⁴⁵	tʃʰ a ³²	ts i ⁵⁵		tʰ u ŋ ³⁴
316	k j ḛ ḭ ³		g e ³¹			k j a ɲ	g i ⁵³
317	m ɔ t ⁴²		m oi ʔ ³				
318			d z ɔ ³				dʒ ɔ ⁵³
319	b a n ³¹		b ãɪ ⁵¹	b a n ³¹		p a n	
320				d z o ³²		ʔ a ŋ	d z a ŋ ³¹
321	tʰ a ŋ ⁵		tʰ a ŋ ⁴	tʰ a ³²	tʰ o ³¹	tʰ a ŋ	tʰ a ŋ ³¹
322	n j i ³	m i ⁵²	m ɪ ⁴	m i ⁴³	m i ³¹	m iː	m ḭ ³¹
323				kʰ j u m ⁴³		kʰ a p	
324	j a p ⁴²		j æ p ³				v a p ⁵
325	kʰ au ⁵	kʰ au ²³	kʰ au ⁵	kʰ o ʔ ⁵⁴	kʰ u ³¹	kʰ w iː	kʰ au ³¹
326	pʰ ə ³					pʰ aˀ	b j ɔ ³
327	j æu ŋ ⁵					j au ŋ	
328			d z ə ŋ ⁵¹	ts a̰ ŋ ⁴¹			d z i ŋ ⁵
329	m a ŋ ⁵		m a ŋ ³⁴	m a ³⁴³	m ɔ ŋ ³¹		
330	d j ei ³		l e ³	l a ³		l eː	l ai ³
331	n j ɔ̃ ³		m j ɔ̃ ³	m i ³	m j a ³¹	h m r aː	m j ɔ ³¹
332	l a̰ m ³		l æ̰ m ³	l e ³²	l ɛ ⁵⁵	h l a m	l a̰ m ⁵³
333	ʃ a m ³	ʃʰ ḭ ²³	ʃ æ m ³	ʃ j ɛ ³			ʃ a m ⁵³
334	h j æu ⁵	k j a̰ ⁵²	ʃ au ⁵				w ɔ ⁴
335	g j ɔ ⁴¹	k j a	g j ɔ ³¹	g j o ⁵		k r aː	g j ɔ ⁵³
336	n a m ³¹		n æ m ³¹	n j e ³	n ɛ ⁵⁵	n a mˀ	h ɔ m ⁵³
337	n j a ŋ ³¹	m j a̰ ŋ ⁵²	m j a ŋ ³¹	m j a ⁴	m j o ⁵⁵	m r a ŋ	m j a ŋ ³¹
338	n j ɔ ʔ ⁴³		m j ɔ ʔ ³	m j ɔ ʔ ³²		h m i t	m j ɔ ʔ ³
339				l a p ³²			l ʊ p ³
340	ŋ au ³¹		ŋ au ³¹	ŋ o ʔ ³²	ŋ u ⁵⁵	ŋ w i	ŋ au ³²
341	d z ɔ ³	t a ⁵²	d z ɔ ³	d z o ⁴	s a ³¹	ts aː	d z ɔ ⁵³
342	n j æ̰ ṵ ³	m j ṵ ŋ ³	m j au ⁵³	m j u ʔ ³		m j w i	m j w i ³²
343	j w a t ⁴²		j oi ʔ ²	v w e ³⁴			
344				m ø ʔ ⁵⁴	m j e ʔ ³¹	m w a t	m ʊ t ³²
345			g i ³	kʰ i ⁵⁴			g i ³¹
346	ʃ ɛ t ⁵³		ʃ i ʔ ³¹	ʃ a p ⁵³		s i p	ʃ ɪ t ⁵
347	ʃ o k ⁵²	ʃ au ²³	ʃ j o ʔ ³¹	ʃ au t ⁵³	ʃ o ʔ ³¹	s au k	ʃ u ʔ ⁵
348	j ɛ t ³¹		j e ʔ ³	ʒ i t ³⁵	z e ³¹	j a ts	
349	d u k ⁴²		d o k ³	d au t ⁴²			
350			b i ⁴⁵				b e ³²
351	d j ɛ ⁵		p j a̰ ʔ ⁵³	pʰ ø ⁵		p r a ts	
352			kʰ j o ŋ ⁵	kʰ j æu ŋ ³	x ɔ ŋ ³¹	kʰ j au ŋ	kʰ ɹ u ŋ ³
353	ts a̰u ⁵		d z au ⁵³	d z o̰ ʔ ⁵⁴	sʰ o ³¹		d z au ³²
354	dʒ ei ³		dʒ e ⁴³				
355				tʃʰ ɔ ³			tʃʰ ɪ ³²
356	h a m ⁵		h a m ⁴	h e ⁴		h a n	h a m ²¹
357	s ɔ ʔ ⁵³		s ɔ ʔ ⁵³	s ɔ ʔ ⁵⁴		s a k	s ɔ ʔ ⁵⁴
358	ʃ ɛ t ³¹		ʃ ɛ ³¹	ʃ ɛ ³¹	ʃ e t		ʃ e ³¹
359				n a̰ ḭ t ⁵⁴			n ʊ̰ t ⁵
360	dʒ ɔ̰ p ⁵³		dʒ w ɛ p ⁴²	dʒ a̰ p ⁵⁴	s a ʔ ³¹	ts u p	tʃʰ u p ⁴³
361	d j ɔ ʔ ³¹		j ɔ̰ ʔ ³²	j ɔ ʔ ³²		h l j a k	j ɔ ʔ ³²
362	j i ³¹	ɣ ḭ ²³	j ḭ ³¹	ɣ i ²	ɹ i ʔ ⁵⁵	r ai	β w i ³
363	t a̰ ḭ ʔ ⁵³	t ḭ ²³	d a ŋ ²				d a ŋ ⁴³
364				dʒ au ²		tsʰ w i	
365	t a̰ ḭ ⁵³		d e ʔ ³¹	d a ⁴³			t a̰ ḭ ⁵³
366	g j ɔ ⁵		g j ɔ ³	g j ɔ ³²			
367	k a̰ ḭ ʔ ⁵³			g e ʔ ⁴²			g ə ³
368				h o k ⁵⁴		h a ts	
369			d w ɛ m ³²	d u k ⁵	tʰ u ³¹		t a̰u ³¹
370			d e ʔ ³²	d a ⁴³			
371	pʰ u k ⁵³					pʰ r euˀ	
372			m au ʔ ³¹	m o̰ k ⁵⁴			m a̰u ⁵²
373	tʃʰ u ŋ ⁵			tʃʰ æu ŋ ⁴³		tsʰ w i	
374		k j ḛ ʔ ³	kʰ oi ⁴³			k j u	
375	ŋ a̰ m ⁵³		m j e ³²	m i t ³			m ɪ t ³
376	s ɛ ʔ ⁵³	s j ɛ ²³	s ɛ ʔ ⁵²		ʃ i	s iˀ	s e ⁵³
377	t ɔ̰ ⁴⁵		d ɔ ³⁴	t o̰ ʔ ⁵			t ɔ̰ ⁵⁴
378	n j ḛ k ⁵²		m j ɛ̰ ʔ ⁵²	m ḭ t ⁵⁴		m eˀ	m ḭ ⁵³
379	kʰ j ɛ n ³		kʰ j e ⁴³	kʰ ɪ n ⁴³		kʰ j ai	kʰ ɪ n ⁴²
380			j u ³¹	j u ³		r w eː	
381	dʒ ɛ t ⁵⁴			dʒ i t ⁵			
382	d a p ³¹			d e ³²			
383			ʔ a ²				ʔ a ²
384	l a ŋ ⁵		l a ŋ ³	l a ²⁵			l a ŋ ³⁴
385				n a ⁵²		ŋ a mˀ	
386	s w a n ³		s oe ³				
387		ŋ w ɛ̰ ʔ		ŋ ḭ ʔ ⁵			ŋ a̰ p ⁵⁴
388	g j u k ⁴²		g j o k ³²	g j æu ʔ ⁴³		k r au k	g j u ʔ ³²
389	n a̰ ḭ ⁵³	n a̰ k ⁵²	n ə k ³²	n a̰ k ⁵⁴		m j a k	n ɪ k ⁵
390	j ɔ̰ ³²	j a ⁵²	j ɔ ²¹	j o ³⁵			j ɔ ⁵¹
391	j ɛ̰ t ⁵³	j a̰ p ³	j ø p ⁴²	j a̰ p ⁵	ʔ ai ʔ ³¹	ʔ i p	j ṵ p ⁵
392	n o̰ ³		n j ɔ̃ ³¹	m j a ŋ ³			
393	kʰ u ŋ ³					h au k	kʰ ɔ k ³²
394	m ɔ ʔ ³¹	m a ⁵²	m ɔ ʔ ²¹	m o ʔ ³²	m ʊ ʔ ³¹	m a k	m ɔ ʔ ⁵²
395	n ɔ ³¹		n o ²³	n o ²³	n a ʔ ⁵⁵	n a	n ɔ ³¹
396	m ɛ ³	m a̰ ³	m ə ³	m ə ²			
397	tʃʰ ei ⁵	tʃʰ ə ²³	tʃʰ e ⁵	tʃʰ i t ⁵⁴	ʃ i ʔ ³¹	tsʰ eː	tʃʰ i ³¹
398	j ɔ ³		j ɔ ³²		j a ³¹	j aː	j ɔ ⁵³
399	k j ɛ̰ n ³		g j ẽ ŋ ³²	g ɪ n ⁴¹		kʰ r a ts	g i n ³¹
400	n a n ³¹	n e ²³	n ãɪ ⁴	n ɪ n ⁵⁴			n a̰ n ³
401	ʃ ei ³		ʃ e ³²	ʃ i t ⁵⁴	ʃ i ʔ ⁵⁵	s e	ʃ i ⁴³
402	s i ³		s ə ³	s ə p ²			ʃ ə ⁴
403	d j ɔ ³¹	j w i ³	b j u ³¹	b j ɔ ³¹			b j ɔ ⁵¹
404	d z o̰ ŋ ³	ts aː ŋ ³	d z o ŋ ²	d z au ŋ ³		tʰ w i ŋ	d z u ŋ ³¹
405	j a p ³¹			j e ʔ ³	ɹ e ʔ ⁵⁵	r a p	j a̰ p ³¹
406	tʰ u k ⁵³		tʰ o ʔ ⁵³	tʰ au k ⁵⁴		tʰ au k	tʰ u ʔ ⁴³
407	s u ⁵	ts o̰ ²³	s ɔ ⁴	s u ⁵			s ɔ ⁵²
408	d u ³	t a̰u ⁵²	d ɔ ²	d u ⁴²		t w aː	d ɔ ³²
409	l ɔ ³¹		l ɔ ³¹	l o ³	ɹ ʊ ʔ	l aː	l e ⁴³
410	w a ŋ ³¹		w a ŋ ³¹	w a ³²	v ɹ o ⁵⁵	w a ŋ	
411			d ø m ³¹	d a m ³			d au
412	t a̰u ⁵			t o̰ k ⁵⁴			
413	d w a n ³	ts a̰ n ²³	d w e n ³	d u m ⁵⁴		t w a n	dʒ ṵ n ⁵
414	l a ŋ ³	l õ ⁵²	l a ŋ ²			l uˀ	l a ŋ ⁵³
415	tʰ ə ʔ ⁵³		tʰ ɨ ʔ ⁴²	tʰ au ŋ ⁴			
416	d ɨu ⁴³						d u n ⁵³
417			p j æ̰ p ⁵³	p j ḛ ʔ ⁵⁴		p j a ts	
418	g j ɔ ⁴³	k j a ²³	g j ɔ ⁴	g j o ⁵		k j aˀ	
419				kʰ e ʔ ⁵⁴		kʰ dʒʷ eː	
420			m j ũ ³	m j u ŋ ⁵⁴		m j aːu	
421	n j ɔ p ⁴¹	n a p ⁵²	m j o k ³²	n a p ⁴		h n a ts	m j u p ³⁴
422				w a ⁵⁴			w a ŋ ³¹
423	j au ³¹		j au ³¹	j o̰ k ⁵		k j aˀ	ʔ ʊ̰ t ⁵
424			n j ɛ ²¹	n a ⁴³			m j w i ²¹
425	d j e ³		b j e ³	p j i t ⁵⁴	p e ³¹	p eː	b i ⁵³
426	d ṵ ḭ ⁵		d ɨ ⁵⁴	d ø i ⁵			d w i ⁵³
427	b w a ³¹		b oe ʔ ³				
428				s a t ⁵⁴	ʃ w ai ʔ ³¹	s u t	s ʊ t ⁵⁴
429	tsʰ a ʔ ⁴¹		dʒ oi ʔ ⁵			s w eː	
430	tʃʰ ei ⁵	tʃʰ ə ²³	tʃʰ e ⁴³	tʃʰ i t ⁵⁴	ʃ e ³¹		tʃʰ i ⁵³
431	g u ŋ ⁴³		g o ŋ ³¹	g au ŋ ³¹		kʰ j w iː	g u ŋ ³
432	b a t ³¹			b ḛ t ʔ ⁵⁴			
433			j ø k ³			r w i k	
434						t w i k	tʰ w i ⁵³
435	kʰ j a m ⁵⁴		kʰ ɔ ʔ ⁵²	kʰ o ʔ ⁵⁴		k a	kʰ ɔ ʔ ⁵
436	tsʰ a m ³	x a m ³				tsʰ a m	
437			n j æ̃ m ⁵⁴	m j æ ṵ k ⁵³		h ɲ a p	
438	tʰ au ⁵		tʰ au ⁴	tʰ o ʔ ⁵		tʰ w iː	tʰ au ⁵²
439		l w i ²³	l ə̰ ŋ ³²			k r a ɲ	
440			d z o ŋ ⁴	d z a̰u ʔ ⁵³		ts w i k	
441	x j ɔ ⁵						h ɔ ⁵³
442	d u ³		d u ³	d au t ⁴	t u ³¹	t uː	d u ⁵³
443	n j ɔ̰ p ⁵²	n j æ̰ p ⁵²	n j ø p ⁵³	n j a̰ p ⁵	m j a ʔ ³¹	m r u p	m j ṵ p ⁵⁴
444				j a ⁴		p r a	p j a̰ ŋ ⁵³
445	l a̰ ŋ k ⁴²					h l au ŋ	
446	l a̰ p ⁴²		l æ̰ p ³²	l ḛ ʔ ⁵⁴			l a̰ p ⁵⁴
447	tʰ u ŋ ⁵		tʰ o ŋ ⁴	tʰ au n ⁵	tʰ ɔ ŋ ³¹	tʰ au ŋ	tʰ u ŋ ⁵³
448	dʒ au ʔ ³¹	ts a̰ ʔ ⁵²	dʒ a ʔ ⁵³	d z ɔ ³²			d z a ŋ ³
449	ts ṵ ʔ ⁵²		d z u ³²	d z a̰u ⁴		tsʰ u	dʒ ɔ ʔ ⁵⁴
450	ŋ æ̰ ʔ ³¹		ŋ e ⁴	ŋ a ⁴⁵			n j ɛ̰ ⁵³
451			s ai ⁵²	s e ʔ ⁵⁴		s e	s a t ⁵⁴
452				m i ⁴			m i ³
453	m u ⁵		m ɔ ⁵	m au ²⁵		h m uˀ	m u ⁵
454	d z w i ³		d z ɨ ²¹	d z ø i ⁵			d z w i ⁵³
455	l ɨ̰ ṵ ³	l i ²³	l u ³²				
456	g ɔ ⁵		g ɔ ⁴	g o ³⁴	g a ³¹	k aˀ	g ɔ ³
457	b ai ʔ ³¹		b ə k ²	b a k ³²		p a ts	
458	ʃ o ⁵	s u ⁵²	ʃ o ⁵	ʃ ɪ ⁵⁴	tsʰ o		ʃ ɔ ³
459	kʰ a t ⁵²		kʰ a̰i ʔ ⁵¹				kʰ a t ⁵⁴
460	s a t ⁵²	s ḛ ʔ ⁵²	s a̰i ʔ ⁴²	s ḛ ʔ ⁵⁴	ʃ i ʔ ⁵⁵	s a t	s a t ⁵
461				p j ḛ ⁵⁴		pʰ j a k	
462		p ḛ ʔ ²³	p j æ̰ p ³¹				b j ɔ ʔ ³
463	w i ³¹	v e ³	ɣ ɨ ³¹	w ai ³	w i ʔ ⁵⁵	w ai	β w i ³
464	ʔ u ŋ ⁵	ʔ a ŋ ³	ʔ õ ŋ ⁵⁴	ʔ au n ⁴	ɹ ɔ ŋ ³¹	r au ŋ	ʔ ṵ ŋ ⁵³
465	tʰ ai ʔ ³¹		tʰ e ⁵³	tʰ a ⁴³		pʰ ai	tʰ ai ⁵⁴
466						h l ai	l u m ⁵³
467			tʃʰ j ɛ ²	tʃʰ i ⁴			
468	d j ei ³			b ḭ ʔ ⁵⁴		p eː	b i ⁵³
469	kʰ au ⁵		kʰ au ³	kʰ o ʔ ⁵⁴	kʰ o ³¹	kʰ w iː	kʰ au ⁵²
470	d ai ³	t a ⁵²	d ai ³	d e ³	t o ʔ ³¹	t a ts	
471	j u k ³²		j o k ³²	j æu ʔ ⁴²		j au k	j u ʔ ³¹
472	ʔ ai ⁵³	j ḭ ²³	ʔ ə k ⁵³		h ai ʔ ³¹		ʔ i ⁴⁵
473	s ɔ m ⁵³	s a m ³	s ɛ m ³	s a m ⁴²	ʃ a ŋ ³¹	s u m	s u m ³²
474	n j ei ³	m i ⁵²	m j e ⁴		ɲ i ³¹		m i ³²
475	ŋ ³	ŋ a ⁵²	m ³	ŋ ɔ ³⁵		ŋ aː	ŋ ɔ ³²
476	kʰ j u k ⁵³	kʰ j au p ⁵²	kʰ j o k ⁵³	kʰ j æu k ⁵⁴	k ɔ ŋ ⁵⁵	kʰ r au k	kʰ j u ʔ ⁵³
477	n j ɛ̰ ⁵³	n a̰u t ⁵²	n j ẽ ʔ ⁵³	n a̰ ḭ ʔ ⁵⁴		h n a ts	n j ɪ̰ t ⁵
478	x j ɛ ⁵³	ʃ ɛ t ⁵²	ʃ e t ⁵³	ʃ ø ʔ ⁵	ʃ i ʔ ³¹		ʃ ɪ̰ t ⁵
479					j ɔ ŋ ⁵⁵	h r a ts	
480	g au ³⁴	k au ⁵²	g au ³	g o k ⁴³		k w iː	g au ³²
481	tsʰ i ³	tʰ ai ³	tsʰ e ³	tsʰ e ⁵³	c a t ⁵⁵	tsʰ ai	tsʰ e ⁵³
482	x j ɔ ³		ʃ o ⁴²		j a ʔ ⁵⁵	r a	ʃ ɔ ⁵³
483					h e ŋ ⁵⁵		h i ŋ ⁴⁵
484	kʰ j ɨ ŋ ⁵⁴		kʰ ə ŋ ⁵³	kʰ i ŋ ⁵⁴			
485	n j ɔ ³⁵	m j a ⁵²	m j õ ³⁵	m j ɔ ⁴⁵		m j aː	m j ɔ ³
486	ʃ ɔ ³⁵		ʃ ɔ ʔ ⁵³				
487	ŋ a n ⁵		ŋ ãɪ ²⁴				
488	j a m ⁵		j æ̰ m ⁴			ʔ ə	ʔ a̰ m ³¹
489	m a̰u ⁵			m o ³²			
490			dʒ i t ⁵				dʒ ɪ̰ t ⁵
491					n e ³¹	n a	
492	g ɔ ⁵		g ɔ ³	g au ŋ ³			
493	j i ⁵		j i ³	ɣ i ³⁵			β w i ⁴
494	g u ⁵⁴	k o̰ ²³	g e ³	ɣ i ³⁵	tsʰ i ³¹	k r iː	k ɔ̰ ⁵³
495	ŋ i ³¹	ŋ ai ³	ŋ e ³¹	ŋ ai ²³	ŋ j i ⁵⁵	ŋ ai	
496	x j e ŋ ³	x a ŋ ²³	ʃ j ə ŋ ⁴³	x a ŋ ³	x r ai ŋ ⁵⁵	h r a ɲ	h ɯ ŋ ⁴³
497						t u t	d ɔ t ⁵⁴
498	d j u ŋ ³	l a ŋ ²³	l ə ŋ ⁴	l a ŋ ³⁴			
499	n j a̰ ŋ ³	m j ṵ̃ ³	m j ã ŋ ³²	m j a̰ ³		m aː	m j a̰ ŋ ³¹
500	n j æ̰ n ⁴¹	n j a̰ p ⁵²	n j w ɛ̃ m ³²	m j a̰ m ⁵		n i mˀ	j ṵ m ⁴³
501	tʰ ɨu ³		tʰ u ³²	tʰ au ³	tʰ u ʔ ⁵⁵	tʰ u	tʰ u ⁴³
502	b u ³		b o ³	b o ³	p a ³¹	p aː	
503	tsʰ ɨu ³		tsʰ u ³²	tsʰ au ³²		tsʰ u	tsʰ u ⁴³
504	g j i ⁵		g i ⁴				g i ⁴³
505	l a m ³¹	l ẽ ²³	l æ̰ m ³¹	l e ²			l a m ³²
506	d z ə ³¹	ts ḛ ʔ ⁵²	dʒ æ p ⁵³		ʃ a ŋ ⁵⁵	k r a ɲ	dʒ a p ⁵⁴
507	n ɔ ʔ ³²		n ɔ̃ ʔ ³	n o ʔ ⁴³	n ʊ ʔ ³¹	n a k	n ɪ k ³²
508	b u ³¹		b ɔ ⁴			p a k	
509	l ai ⁵	l a ŋ ²³	l ə ŋ ⁴		l a ŋ ³¹	l u m	l i ŋ ³²
510	d j e ŋ ⁵		b j ə ŋ ⁴	b j a ŋ ³⁴	p j ai ŋ ³¹	p r w i ŋ	b i ŋ ³⁴
511	l ɔ ʔ ⁴³		l ɔ̰ ʔ ³	l o ʔ ³	l ʊ ʔ ³¹	l a k	l ɔ ʔ ³
512	j ɔ ⁴²		j u ⁴²	j o ³²		j a	j ɔ ³¹
513			g o ŋ ⁵	k au ŋ ³			
514	w i ³⁴					w a	
515	d a n ³		d ai n ³	d ɪ n ⁴		t a ɲ	d i ŋ ⁴
516	w ɛ ³	v e ⁵²	w e ²	w a ³⁴	w e ³¹	w eː	v e ⁵³
517		ts õ ²³	dʒ a ŋ k ⁵³	dʒ a ³⁴		r a ŋ	dʒ a̰ ŋ ⁵³
518	n i ³				n e ³¹	n iː	
519	h ai ³		h ɛ ³		h ai ŋ ⁵⁵		
520		tʃʰ ḛ ³	d z i ⁵¹	tʃʰ e ⁴¹			ʃ i ⁵³
521	h au ³		h au ³	ʔ ai ³¹	h ʊ n ⁵⁵	h w i	h e ⁵³
522	n ɔ ʔ ³¹	n a ʔ ⁵²	n ɔ̃ ʔ ³	n o ʔ ²¹	n u ʔ ³¹	n a k	n ɔ ʔ ³
523	tʰ j ɨu ³	pʰ j u ³	pʰ j u ⁴³	pʰ j u ³	pʰ j u ʔ ⁵⁵	pʰ r u	pʰ j u ³²
524	n ɛ ³¹	n ẽ ³	n e ³¹	n e ³	n ɛ ³¹	n i	n e ³²
525	n j æu ³¹	n j ṵ ŋ ³	n j au ³¹	n j o̰ ʔ ⁴²		n j w i	n j w i ³²
526		p a ²³	b ɔ ⁴	b o ³⁵			
527	tʃʰ ɔ ʔ ⁵⁴		tʃʰ ɔ ʔ ⁵³				tʃʰ a ⁵
528	l au ʔ ³¹	l u ²³		l a̰ k ⁵³			
529	ʔ a ³		ʔ a ³	ʔ a ²		ʔ ə	ʔ ə ³
530	s ai k ⁵⁴		s ə k ⁵³	s a k ⁵		s a ts	s ɪ k ⁵⁴
531	tsʰ au ⁵		tsʰ au ³	tsʰ o ʔ ⁵⁴			
532	tʃʰ w a t ⁵⁴		tʃʰ oi ʔ ⁵³				tʃʰ u t ⁵⁴
533			m au ²			h m au ŋ	m a ³²
534				n o ʔ ³⁴	ɲ o ⁵⁵		
535	b a ŋ ³¹		b a ŋ ³¹	b o ³⁴		p aˀ	b ɔ ³
536	d e ³		d u ³¹	d au ³		t u	ts ṵ ŋ ⁵³
537			g ə ⁵	g ə ²		kʷ a	
538	tʃʰ au ³		tʃʰ au ³¹	tʃʰ o k ⁵⁴	ʃ w a ⁵⁵	kʰ j w i	tʃʰ w i ⁵³
539	dʒ j ɛ n ³		dʒ e ŋ ³²	dʒ ɪ n ³²	ʃ ei ⁵⁵	kʰ j a ɲ	dʒ ɪ n ³¹
540	kʰ ɔ ⁵	kʰ a ²³	kʰ ɔ ⁴	kʰ o ⁵	kʰ a ³¹	kʰ aː	kʰ ɔ ⁵³
541			pʰ j ə k ⁵³	j a k ³		p r a ɲˀ	pʰ j ɪ k ⁵
542	b w ɔ p ³¹		b w ɛ p ²	b a p ³⁴		p u p	b ʊ p ³
543	j a m ³		j æ̰ m ³			r a m	
544	k j ṵ k ⁵⁴		k j o̰ ʔ ⁵³	k j a̰u ʔ ⁵³	x o ʔ ³¹	kʰ r au k	k j ṵ ʔ ⁵⁴
545	dʒ w ɛ ʔ ⁵²		dʒ ø m ³²	dʒ o ⁵		tsʷ a t	
546	ŋ ɛ ⁵						n j ɛ ³²
547			l o ŋ ⁵¹	l au ŋ ³		l au ŋ	
549	dʒ a m ³		dʒ æ m ⁵⁴				
550	d z u ʔ ³¹		tʰ ɔ ʔ ⁵²	tʰ o ʔ ⁵⁴	t u ʔ ³¹	tʰ a k	tʰ ɔ ʔ ⁵⁴
551	d w a m ³					t u m	
552			l e ³²	l a ⁵		l eː	l ai ⁵³
553	tʰ a n ³		tʰ ãɪ ²				tʰ a n ³²
554	dʒ ṵ a̰ t ⁵⁴		dʒ w e ʔ ⁵³				
555			j o ŋ ³	j æu ŋ ⁴		l j a ɲ	ɹ a ³
556	n j a p ⁴²		m j æ p ³				
557	d z ɔ ⁵	t a ⁵²	d z ɔ ⁴⁵			tsʰ eː	
558		j e ³	ɹ ɛ ⁵³				j ɔ̰ ⁴⁵
559	j ɔ m ³		j ɛ m ²³	ɣ a m ³			v u m ³
560	b ɔ ³¹		b ɔ ⁵¹	b o ³			b ɔ ³¹
561	n ṵ k ⁵³		n ə ŋ ²	n e ⁵		n a n	n j ɔ̰ m ⁵³
562	n j u ŋ ³		m j o ŋ ³	m j æu ŋ ⁴⁵	ŋ ɔ ³¹	m r a ŋ	m j u ŋ ⁵³
563	dʒ ɛ t ³¹		dʒ e ⁴⁵	dʒ i t ⁵³	sʰ i ³¹		dʒ ɪ t ³²
564	l a ³					p r au ŋ	l a ŋ ³
565				ŋ a ³⁴			ŋ ɔ t ³²
566			g j ɛ ³¹	k j ɛ̰ t ⁵³			
567	tʃʰ j ɛ n ³		tʃʰ e n ³²	dʒ ɛ̰ t ⁵			tʃʰ ɪ n ⁵³
568	g i ³¹		g e ³¹	g ai ²	k ɔ ŋ ³¹	k au ŋ	g e ³¹
569	kʰ a ⁴		kʰ a ²⁴	kʰ ø ⁵		k aˀ	kʰ ə t ⁴³
570	n a̰ m p ⁵²		n æ̰ p ⁴²				n a̰ m ³²
571			m ɔ ²¹			h m a	
572	d j e ³			d au ⁵¹			
573	h a ŋ k ⁵⁴	kʰ a k ³	h a ŋ ⁴				
574			ŋ o̰i ³¹	ŋ a t ³²			
575	tʃʰ a ³		tʃʰ ɛ ⁵³				dʒ u ŋ ⁵²
576						h m aː	h a ⁵
577	n j ɔ̰ ʔ ⁵³					h n aˀ	
