COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
165-6						g ḭ a m ⁵	
166-6						tʰ j ɔ ⁵³	
169-6						k j a ŋ ⁵⁴	
170-6						⁵⁴ j ɔ ⁴	
171-6						j a ŋ ⁴	
174-6						l a m	
181-6						m j i ʔ ⁵⁴	
193-6						pʰ ə ⁵³	
205-6						n ɔ t ⁴	
206-6						m w u ⁴	
212-6						tʃʰ a ʔ ⁵	
214-6						l a m ³¹	
217-6						ʔ ɔ ⁵	
224-6						n j w Ø ³¹	
228-6						pʰ u ⁵³ ⁴	
238-6						a t ³	
241-6						ʃ ɔ ⁵³	
246-6						g l i ³	
257-6						pʰ a ⁴	
272-6						m ɔ ⁵³	
273-6						ʔ a ³	
274-6						m a ŋ ³	
286-6						kʰ a m	
289-6						kʰ ə ŋ ⁴	
294-6						ʔ u ŋ ³	
301-6						ʔ ɔ ʔ ⁵³	
306-6						kʰ u p ⁵⁴	
307-6						ŋ a p ⁴	
321-6						tʰ a ŋ ⁵³	
331-6						m ɔ ³	
332-6						l a m ⁴	
335-6						g j ɔ	
336-6						n β i m ³¹	
340-6						ŋ au ⁴	
342-6						m j w a ⁵	
360-6						dʒ ɔ p ⁵⁴	
376-6						s β a ³ ⁵⁴	
389-6						n a g ⁴	
395-6						n ɔ ŋ ⁴	
401-6						ʃ Ø ⁵⁴	
404-6						d u ŋ ⁵	
408-6						d a ⁴	
409-6						l a ŋ ³¹	
413-6						d a n ⁴	
421-6						m ʊ p ⁴	
425-6						b ⁴ a ⁴ ⁵³	
442-6						d ɔ ⁴ ³²	
447-6						tʰ u ŋ ⁵²	
456-6						k ɔ ⁵³	
469-6						kʰ au ⁵³	
470-6						d a ³²	
475-6						ŋ ⁴	
477-6						n j i t ⁴	
480-6						g au ⁴	
485-6						m j i ⁴	
495-6						ŋ e ⁵³	
499-6						m j a ŋ ⁵	
500-6						m j ʊ m ⁵³	
501-6						tʰ ɛ ŋ ⁵	
506-6						t z ə ⁵⁴	
507-6						n ɔ ʔ ⁴³	
509-6						l ɪ ŋ ⁵³	
510-6						⁵⁴ j ɪ ŋ ⁵³	
511-6						l ɔ ʔ ³	
521-6						h au ŋ ⁴	
525-6						n j w a ⁵³	
538-6						tʃʰ w au t ⁵³	
539-6						dʒ ɪ n ⁵⁴	
544-6						k ɹ ɛ ʔ ⁵⁴	
550-6						tʰ z a ʔ ⁵⁴	
562-6						m ɹ u ŋ ³	
568-6						k ɪ ŋ ³¹	
2-6						kʰ u ŋ ³²	
11-6						s ɪ ŋ j	
1-7							m au ³
4-7							l a̰ ³²
18-7							m i n ³²
19-7							n i β ³¹
44-7							l u ʔ ⁵³
50-7							h ɪ ŋ ⁵³
62-7							s ɪ ʔ ⁵³
70-7							b β a̰ n ³
75-7							m j a t ⁴³
97-7							tʃʰ a ŋ ³²
112-7							ʃ ɔ ³²
122-7							m j u ʔ ³²
127-7							kʰ i ³
132-7							β w ɔ ʔ ³
133-7							n ɔ ⁵³
135-7							n au ³
142-7							d z i ⁵³
143-7							ŋ ɔ ʔ ⁵³
149-7							ʔ u p ⁵⁴
152-7							ŋ ɔ ⁵³
157-7							a ³
183-7							ʔ u ³
184-7							n u ⁵³
185-7							ʃ a m ⁴⁵
189-7							m j ɔ ʔ ³
192-7							n ɔ ⁵³
195-7							n ɔ ³
200-7							g i ⁵
216-7							s ɪ ŋ ³²
218-7							l ɔ ʔ ³
225-7							s ɪ ŋ ⁵²
235-7							kʰ i t ⁴⁵
244-7							s i ³
253-7							m ɪ ⁵³
270-7							m i ³
278-7							m ɪ n.j ³
279-7							w ɔ ³
285-7							j i m ⁵
308-7							d i ³²
322-7							m i ³²
325-7							kʰ au ³²
337-7							m j a ŋ ³²
341-7							d z ɔ ⁵³
347-7							ʃ u ³
362-7							v i ³²
391-7							j a̰ p ⁵³
394-7							m a ʔ ³²
397-7							tʃʰ i t ³²
443-7							m j ɔ p ⁵
460-7							s a t ³²
463-7							w i ³²
464-7							ʔ u ŋ ³²
473-7							s ɔ m ⁵³
476-7							kʰ j u k ⁵⁴
481-7							tʰ i β ⁵³
494-7							g u ³
496-7							h ɪ n.j ³²
516-7							w ai ³²
522-7							n ɔ ʔ ⁵³
523-7							pʰ j u ⁵³
524-7							n ɛ ³²
540-7							kʰ ɔ ⁵²
3-7							b i ³¹
6-7							g i ⁴⁵
7-7							dʒ i m ⁴⁵
20-7							n a p ³²
39-7							m j a̰ ⁵⁴
51-7							n.j i ⁵³
64-7							g ɛ ŋ ⁵³
65-7							g u ʔ ⁵
66-7							d z u ⁵³
71-7							ʃ i ⁵³
76-7							w ɔ ³
77-7							m u k ⁵³
78-7							m i ³²
82-7							pʰ β u ŋ ³²
87-7							ŋ a ⁵³
93-7							l a m ³²
94-7							m ɪ ⁵³
100-7							tʃʰ w a n ³¹
116-7							l ɔ ³¹
119-7							w ɔ m ³²
124-7							b u ⁵⁴
136-7							l i ³
137-7							kʰ j w ɔ ⁴⁵
139-7							m i ³
144-7							s u t ⁵⁴
145-7							d u ŋ ³¹
146-7							m i ⁵⁴
150-7							g ɔ ʔ ³²
154-7							m w u ³¹
165-7							kʰ a m ³
166-7							pʰ j ɔ ³¹
169-7							g j a̰ ŋ ⁵⁴
170-7							b j ɔ ³
171-7							j a ŋ ⁵⁴
174-7							l a m ⁵³
181-7							m j ɔ ʔ ³
193-7							b ə ³
205-7							n u t ⁵⁴
206-7							m β i ³²
212-7							tʃʰ a ʔ ⁵⁴
214-7							l u.ŋ m ⁵³
217-7							ʔ u ⁵
224-7							ŋ j au ³
228-7							b au ³¹
238-7							v au ⁵³
241-7							ʃ ɔ ³²
256-7							a ⁵³
272-7							m ɪ ⁵³
273-7							a ³
274-7							m a ŋ ³²
286-7							kʰ a m ⁵²
289-7							kʰ u ŋ ³²
294-7							ʔ u ³
301-7							v ɔ ʔ ⁵³
306-7							kʰ u.ŋ p ⁵
307-7							n.j a̰ p ⁵⁴
321-7							tʰ a ŋ ³¹
331-7							m ɔ ⁵³
332-7							l a̰ m ³
335-7							g j ɔ ⁵⁴
336-7							n a m ³²
340-7							ŋ i ³¹
342-7							m j w i ⁴⁵
360-7							dʒ a̰ p ⁵⁴
376-7							tʃʰ ɪ ʔ ⁵⁴
389-7							m a̰ ⁵⁴
395-7							n ɔ ³²
401-7							ʃ i ³²
404-7							d z u ŋ ³²
408-7							d w u ⁵³
409-7							l ɔ ³¹
413-7							d a̰ n ⁵³
421-7							j ɔ b ³
425-7							b j i t ⁵³
430-7							tʃʰ i ³²
442-7							d u t ⁵³
447-7							tʰ u ŋ ⁵²
456-7							g ɔ ⁵³
458-7							ʃ ə ³¹
469-7							kʰ au ³²
475-7							ŋ a ³
477-7							n i ⁵⁴
478-7							ʃ ɛ t ⁵⁴
480-7							g w au ³
485-7							m j ɔ ⁴
499-7							m j a̰ m ⁵³
500-7							n j i m ³⁵
501-7							tʰ u ³²
506-7							d ɔ ŋ ⁵⁴
507-7							n ɔ ʔ ⁵³
509-7							l ɪ ŋ ⁵²
510-7							b j i ŋ ⁵³
511-7							l ɔ ʔ ⁵³
521-7							h i β ³²
525-7							n j w au ⁵³
538-7							tʃʰ w i ⁵³
539-7							dʒ ɪ n ³²
544-7							k j u ʔ ⁵⁴
550-7							tʰ z ɔ ʔ ⁵⁴
562-7							m j u ŋ ⁵³
568-7							g u ⁵³
2-7							kʰ u ŋ ³¹
12-7							j a ŋ ⁵³
22-7							g u ŋ ³¹
28-7							b i ⁴⁵
