COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
189-5					m j a Ø ⁵³		
192-5					Ø Ø ⁵³		
195-5					Ø a ⁵³		
200-5					ʔ i ³²		
216-5					t Ø Ø ³²		
218-5					Ø a Ø ⁵³		
225-5					Ø Ø ŋ ³²		
235-5					kʰ i ŋ ⁵³		
244-5					Ø w i ³¹		
253-5					m i ⁴³		
270-5					m i Ø ³²		
278-5					m Ø ŋ ³¹		
279-5					w a ⁴³		
285-5					j ɪ m ⁴³		
308-5					b ɪ ³²		
322-5					m i ⁴³		
325-5					kʰ u ŋ ³²		
337-5					m j Ø ŋ ³¹		
341-5					d Ø Ø ⁵³		
347-5					ʃ w u ³¹		
362-5					Ø i ³¹		
391-5					j ɪ b ⁵³		
394-5					m Ø Ø ³¹		
397-5					Ø i ŋ ³²		
443-5					m j Ø p ⁵²		
460-5					Ø Ø t		
463-5					Ø w i ³¹		
464-5					t Ø ŋ ³²		
473-5					Ø Ø m ⁵³		
476-5					kʰ j u ʔ ³²		
481-5					Ø i ⁵³		
494-5					ʔ u ³		
496-5					ʃ Ø ŋ ⁵²		
516-5					w i ⁵³		
522-5					Ø a t ³¹		
523-5					pʰ j Ø ⁵²		
524-5					Ø i ³¹		
540-5					kʰ Ø ³²		
39-5					m w i Ø Ø		
64-5					ʔ i ŋ ³¹		
65-5					ʔ ɪ p ³²		
66-5					d ⁵² u ³		
71-5					ʃ i ³²		
72-5					t a Ø		
76-5					w a Ø		
77-5					m i Ø		
78-5					m u ³¹		
82-5					pʰ Ø ŋ ³²		
87-5					ŋ a ŋ Ø		
93-5					Ø Ø m ³²		
100-5					Ø ŋ u Ø Ø		
116-5					ŋ Ø Ø		
119-5					w a m ³¹		
124-5					t j ɪ Ø		
136-5					Ø Ø i ⁴		
139-5					m Ø i ⁴		
144-5					dʒ Ø i t ³²		
145-5					d u ŋ Ø		
146-5					m u ⁵²		
165-5					ʔ w ɪ m ³²		
171-5					j a ŋ Ø		
193-5					b Ø ⁵³		
212-5					a t ³²		
214-5					Ø a m ⁵²		
238-5					u ⁵³		
241-5					ʃ a ³²		
246-5					Ø j Ø ⁵³		
256-5					Ø ɪ ⁵³		
257-5					pʰ ɪ ⁵³		
272-5					m u ³²		
274-5					m a ŋ ⁴³		
289-5					kʰ u ŋ ⁵³		
294-5					t u ³¹		
301-5					a t ⁵³		
306-5					ʔ j Ø p ⁵²		
321-5					Ø a ŋ ³²		
331-5					m Ø Ø		
332-5					Ø Ø m ⁵³		
336-5					Ø ɪ m ³¹		
340-5					ŋ u ³¹		
360-5					dʒ Ø p		
376-5					Ø i ⁵³ Ø		
395-5					Ø a ³¹		
401-5					ʃ i ⁵³		
409-5					Ø a ³¹		
425-5					b i Ø		
430-5					Ø ɪ ⁵³		
442-5					d u Ø		
447-5					Ø u ŋ ³²		
456-5					ʔ a ³²		
458-5					ʃ u ³²		
469-5					kʰ u ³²		
470-5					Ø Ø Ø ⁵³		
478-5					ʃ i t ³²		
495-5					ŋ i ³¹		
501-5					Ø Ø ³¹		
506-5					Ø ŋ Ø ⁴		
507-5					Ø a Ø Ø		
509-5					Ø Ø ŋ ³²		
510-5					b j i ŋ ³²		
511-5					Ø a t ³		
521-5					h u Ø		
538-5					u ⁵³		
539-5					dʒ i m ⁵³		
544-5					j ɪ ⁵²		
550-5					Ø Ø a t Ø		
562-5					m j u ŋ Ø		
568-5					ʔ i ³¹		
11-5					ʃ a ⁵²		
12-5					j a ŋ ³¹		
46-5					Ø u ³¹		
83-5					Ø Ø ⁵⁴		
91-5					t u Ø ³		
106-5					Ø u Ø ⁵³		
120-5					Ø a Ø Ø ⁵²		
209-5					kʰ u ŋ ⁵⁴		
215-5					dʒ a t ³²		
242-5					Ø ɪ ⁵³		
281-5					kʰ j a ⁴³		
283-5					Ø i Ø Ø		
302-5					Ø u Ø		
312-5					t a ³²		
313-5					m Ø Ø ³²		
315-5					Ø Ø ŋ ⁵³		
348-5					j i t ³²		
352-5					kʰ j u ŋ ⁵³		
1-6						m au ³	
4-6						l i ⁵³	
18-6						m i ⁴ ³	
19-6						n a j ³	
44-6						l u ŋ ⁵³	
50-6						ʃ ɪ ŋ ⁵³	
62-6						s ɪ k ⁵³	
70-6						p Ø a n ⁵³	
75-6						m j ɔ ʔ ³	
97-6						tʰ ɔ ŋ ⁵³	
112-6						tsʰ ɔ ⁵³	
122-6						m j u ʔ ³	
127-6						kʰ a̰ ³	
132-6						j ʊ ʔ ⁵³	
133-6						n a ⁵³	
135-6						n au ⁵³	
142-6						d i ⁵³	
143-6						ŋ ɔ ʔ ⁵³	
149-6						ɛ ŋ ⁵⁴	
152-6						ŋ ɔ Ø ⁵³	
157-6						p ṵ ³	
183-6						ʔ ɛ ³	
184-6						n u ⁵³	
185-6						tsʰ a̰ n ⁵³	
189-6						m j ɔ ʔ ³¹	
192-6						n ɔ ŋ ⁵³	
195-6						n ɔ ⁵³	
200-6						g a ⁵	
216-6						s ɪ ŋ ⁵³	
218-6						l ɔ ʔ ⁵³	
225-6						s ɪ ŋ ⁵³	
235-6						kʰ Ø ⁵³ ⁵³	
244-6						s a̰ ³	
253-6						m a̰ ⁵³	
270-6						m Ø k ⁴	
278-6						m ɪ ŋ ³¹	
279-6						ɔ ³	
285-6						Ø ʔ ɪ m ³¹	
308-6						b j ɔ̰ ⁵³	
322-6						m i ⁵³	
325-6						kʰ au ⁵³	
337-6						m j a ŋ ⁴	
341-6						d ³ ɔ ⁵³	
347-6						ʃ u ⁵³	
362-6						Ø ʔ i ŋ ³¹	
391-6						ʔ ɪ p ⁵³	
394-6						m ɔ ʔ ⁵³	
397-6						tʰ Ø ⁵³	
443-6						m j ɔ p ⁵³	
460-6						s a̰ t ⁵³	
463-6						ŋ u ŋ ³¹	
464-6						ʔ a̰ ŋ ⁵³	
473-6						s ʊ m ⁵³	
476-6						kʰ ʔ a k ⁴	
481-6						tsʰ u ⁵³	
494-6						g i ⁴	
496-6						ʃ ɪ ŋ ³¹	
516-6						a̰ ⁵³	
522-6						n ɔ ʔ ⁵³	
523-6						p j i ŋ ⁵³	
524-6						n a ⁵³	
540-6						kʰ ɔ ⁵²	
3-6						pʰ ⁵³ a̰ ⁵³	
6-6						k u ⁴	
7-6						dʒ ɔ ⁴³	
20-6						n ɔ p ³¹	
39-6						m a̰ k ⁵	
51-6						ŋ ⁵³ ʊ ⁵³	
64-6						k a ŋ ⁵³	
65-6						k j ṵ ʔ ⁵³	
66-6						d ³ u ⁵³	
71-6						ʃ i ⁵³	
72-6						ʔ ɔ ⁴³	
76-6						a ⁵³	
77-6						m u k ⁵³	
78-6						m au t ⁵³	
82-6						b j a ŋ ⁵³	
87-6						ŋ a m ⁵³	
93-6						l a n ³	
94-6						m Ø j ⁵³	
100-6						s u n ³	
116-6						l a̰ ³	
119-6						ɔ n ⁵³	
124-6						pʰ j ɔ ŋ ⁵³	
137-6						kʰ ʔ a ⁵³	
139-6						m Ø ⁵³	
144-6						s ⁵³ ɔ t ⁵	
145-6						d u ŋ ⁵³	
146-6						m j a t ⁵³	
150-6						g ɔ ʔ ³¹	
154-6						m u ⁵³	
165-6						k ⁵³ a m ⁵³	
166-6						w ʔ ɔ ⁵³	
169-6						k ʔ a ŋ ⁵⁴	
170-6						pʰ ʔ ɔ ⁴	
171-6						j a ŋ ⁵³	
174-6						l a n ⁵³	
181-6						m ʔ i ʔ ⁵³	
193-6						pʰ ɔ ⁵³	
205-6						n ɔ ⁵³ t ⁴	
206-6						m Ø u t ⁵³	
212-6						tʰ a ʔ ⁵	
214-6						l a̰ m ⁵³	
217-6						ʔ u ⁵³	
224-6						n ʔ Ø ⁵³	
228-6						pʰ u ⁴	
238-6						ʔ a t ⁵³	
241-6						ʃ ɔ ⁵³	
246-6						k ʔ i ³	
257-6						p a ŋ ⁴	
272-6						m a ⁵³	
273-6						ʔ ɔ ⁵³	
274-6						m ɔ ŋ ³	
286-6						kʰ ⁵³ a m ⁵³	
289-6						kʰ ə ŋ ⁵³	
294-6						ʔ u ŋ ³	
301-6						ʔ a ʔ ⁵³	
306-6						tʰ ⁵³ ɛ p ⁵³	
307-6						ŋ a p ⁴	
321-6						w ɔ ŋ ⁵³	
331-6						m ɔ ⁵³	
332-6						l a n ⁵³	
335-6						g ʔ ɔ ⁵³	
336-6						n a n ³¹	
340-6						ŋ au ⁵³	
342-6						m ʔ a ⁵	
360-6						dʒ ⁵³ ɔ p ⁵⁴	
376-6						s j ɛ ³ ³	
389-6						n a k ⁵⁴	
395-6						n ɔ ŋ ⁵³	
401-6						ʃ Ø ⁵³	
404-6						d ³ ɛ ŋ ⁵³	
408-6						d a ⁵³	
409-6						l a ŋ ³¹	
413-6						d ɔ m ⁵³	
421-6						m ʊ p ⁵³	
425-6						b ⁵³ i ⁵³ ⁵³	
442-6						d u ⁵³ ⁵³	
447-6						w u ŋ ⁵²	
456-6						g ɔ ⁵³	
469-6						kʰ au ⁵³	
470-6						d a ⁵³	
475-6						ŋ ⁴	
477-6						n i t ⁴	
480-6						g au t ⁴	
485-6						m ʔ i ⁴	
495-6						ŋ Ø Ø ⁵³	
499-6						m ʔ u ŋ ⁵³	
500-6						m ʔ ⁵³ u m ⁵³	
501-6						w ɛ ŋ ⁵³	
506-6						d ³ a ⁵⁴	
507-6						n a ʔ ⁴³	
509-6						l ɪ ŋ ⁵³	
510-6						b j ɪ ŋ ⁵³	
511-6						l a ʔ ⁵³	
521-6						h au j ⁵³	
525-6						n ʔ a ⁵³	
538-6						tʰ au t ⁵³	
539-6						dʒ a̰ ⁴ ³¹	
544-6						k ʔ ɛ ʔ ⁵	
550-6						tʰ ŋ a ʔ ⁵⁴	
562-6						m ʔ a ŋ ³	
568-6						g a̰ j ³¹	
2-6						kʰ u ŋ ⁴³	
11-6						s a ŋ t j	
35-6						l a ŋ ⁴³	
38-6						dʒ ɔ j ⁴	
42-6						b j i ⁵³	
79-6						ʔ a̰ m ⁵³	
86-6						ʔ i ⁵³ ⁵³	
89-6						s a ŋ ⁵³	
90-6						b ɔ ⁵³ ⁵³	
91-6						ʔ ɛ n ⁵³	
92-6						kʰ i ⁵³ ⁵³	
120-6						tsʰ ə ³ ³ ⁵³	
125-6						ʔ a ⁵³ ³¹	
148-6						d a ŋ ⁵³	
163-6						ʃ ɔ n ³	
186-6						ŋ ɪ j ⁵³	
187-6						l a ŋ ³	
197-6						n ṵ ŋ t ⁵	
209-6						kʰ ə ŋ ⁵³	
210-6						Ø u m ⁵³	
213-6						n a ʔ ⁴	
215-6						Ø ʊ t ⁵⁴	
220-6						w ɛ ŋ ⁴	
239-6						n a n ³¹	
242-6						tsʰ ɔ ⁵³	
248-6						kʰ Ø ⁵³	
252-6						g Ø ⁴	
255-6						b j a ⁵³	
271-6						tʃʰ j a t ⁵³	
275-6						n u ŋ ⁴	
277-6						tʃʰ j a ŋ ⁵³	
283-6						l ɔ k ⁴	
295-6						kʰ ɛ ʔ ⁵	
300-6						k i n ⁴	
302-6						tsʰ u ŋ ŋ ⁵³	
309-6						l ɔ ʔ ⁴³	
312-6						ʔ a t ⁵³	
313-6						m ⁵³ a̰ ³ ⁵³	
314-6						tsʰ ʊ m ⁵³	
330-6						l Ø ⁵³	
338-6						m j ɔ ʔ ⁵³	
346-6						ʃ a t ⁵³	
348-6						ʔ Ø t ⁵³	
352-6						kʰ ⁴ a ŋ ³	
1-7							m au ³
4-7							l a̰ ³²
18-7							m ɪ n ³²
19-7							n i ⁴
44-7							l u ʔ ⁵³
50-7							h w ɪ ŋ ⁵³
62-7							s ɪ k ⁵³
70-7							b a̰ n ³
75-7							m j a t ⁴³
97-7							tʃʰ a ŋ ⁵³
112-7							ʃ ɔ ³²
122-7							m j u ʔ ⁵⁴
127-7							kʰ i ³
132-7							ɔ ʔ ⁴
133-7							n w au ³
135-7							n au ⁵³
142-7							d z i ⁵³
143-7							ŋ ɔ p ⁵³
149-7							ʔ u ⁵⁴
152-7							ŋ ɔ ⁵³
157-7							a ³
183-7							ʔ u ³
184-7							n u ⁵³
185-7							ʃ a m ⁴⁵
189-7							m j ɔ ʔ ³
192-7							n a̰ ⁵³
195-7							n ɔ ⁵³
200-7							g i ⁵
216-7							s ɪ ŋ ³²
218-7							l ɔ ʔ ⁴
225-7							s ɪ ŋ ⁵³
235-7							kʰ i ⁴⁵
244-7							s i ³²
253-7							m ɪ ⁵³
270-7							m i ³
278-7							m ɪ n.j ³¹
279-7							ɔ ³
285-7							j i m ³
308-7							d i ³²
322-7							m i ³²
325-7							kʰ au ³²
337-7							m j a ŋ ³¹
341-7							d z ɔ ³
347-7							ʃ u ³
362-7							v i ³²
391-7							j a̰ p ⁵³
394-7							m a ʔ ³²
397-7							tʃʰ i ³²
443-7							m j ɔ p ³²
460-7							s a t ³²
463-7							w i ³¹
464-7							p u ŋ ⁵³
473-7							s ɔ m ⁵³
476-7							kʰ j u k ⁵⁴
481-7							Ø i ⁵³
494-7							g ɔ ³
496-7							h ɪ n.j ³²
516-7							w i ⁵³
522-7							n ɔ p ⁵³
523-7							pʰ j u ⁵³
524-7							n ɛ ³¹
540-7							kʰ ɔ ⁵²
3-7							b i ŋ ³¹
6-7							g i ⁴⁵
7-7							d i m ⁴⁵
20-7							n a p ³¹
39-7							m j i ³²
51-7							n.j i ⁵³
64-7							g a̰ ŋ ⁵³
65-7							k u ʔ ⁵
66-7							d z u ⁵³
71-7							ʃ i ⁵³
76-7							w ɔ ³
77-7							m u k ⁵³
78-7							m au ⁵⁴
82-7							b u ŋ ³²
87-7							ŋ a ⁵³
93-7							l a m ⁵³
94-7							m ɪ ⁵³
100-7							tʃʰ z i n ³
116-7							l ɔ ⁵³
119-7							w ɔ m ³²
124-7							b u ⁵³
136-7							l i ³
137-7							kʰ j ɔ ⁴⁵
139-7							m i ³
144-7							s u t ⁵⁴
145-7							d u ŋ ³¹
146-7							m au ⁵⁴
150-7							g ɔ ʔ ³²
154-7							m w i ³²
165-7							kʰ a n ³
166-7							pʰ j a ³¹
169-7							g j a̰ ŋ ⁵³
170-7							b j ɔ ³
171-7							j a ŋ ⁵⁴
174-7							l a m ⁵³
181-7							m j a ʔ ³
193-7							b ɔ ³
205-7							n u t ⁵⁴
206-7							m i ⁵⁴
212-7							tʃʰ a p ⁵⁴
214-7							l u.ŋ m ⁵³
217-7							u ³¹
224-7							ŋ j au ³
228-7							b u ³¹
238-7							v au ³²
241-7							ʃ ɔ ³²
256-7							a ⁵³
272-7							m ɪ ⁵³
273-7							ʔ a ³
274-7							m a ŋ ³¹
286-7							kʰ a m ⁵²
289-7							kʰ u ŋ ⁵³
294-7							ʔ u ³²
301-7							v ɔ p ³²
306-7							kʰ u.ŋ p ⁵
307-7							n.j a̰ p ⁵⁴
321-7							tʰ a ŋ ³¹
331-7							m ɔ ⁵³
332-7							l a̰ m ³
335-7							g j ɔ ⁵⁴
336-7							n a m ³¹
340-7							ŋ au ³²
342-7							m j au ⁴⁵
360-7							dʒ a̰ p ⁵⁴
376-7							tʃʰ ɪ p ⁵⁴
389-7							n a̰ ⁵⁴
395-7							n ɔ ³²
401-7							ʃ i ⁵³
404-7							d z u ŋ ³²
408-7							d ɔ ⁵³
409-7							l ɔ ³¹
413-7							d w a n ⁵³
421-7							n j ɔ p ³⁵
425-7							b i ⁵³
430-7							tʃʰ i ³²
442-7							d u ³
447-7							tʰ u ŋ ⁵²
456-7							g ɔ ⁵³
458-7							tʃʰ ə ³¹
469-7							kʰ au ⁵³
475-7							ŋ a ⁴
477-7							n i ⁵⁴
478-7							ʃ ɛ t ⁵⁴
480-7							g au ³
485-7							m j ɔ ⁴
499-7							m j a̰ ŋ ⁵³
500-7							n j i m ³⁵
501-7							tʰ u ⁵³
506-7							d ɔ ŋ ⁵⁴
507-7							n ɔ p ⁵³
509-7							l ɪ ŋ ⁵³
510-7							b j i ŋ ⁵³
511-7							l ɔ p ⁵³
521-7							h au ⁵³
525-7							n j au ⁵³
538-7							tʃʰ au ⁵³
539-7							dʒ ɪ n ³²
544-7							k j u ʔ ⁵⁴
550-7							tʰ ɔ p ⁵⁴
562-7							m j a ŋ ⁵³
568-7							g u ³¹
2-7							kʰ ə ŋ ⁵³
12-7							j a ŋ ⁵³
22-7							g u ŋ ³¹
28-7							b i ⁴⁵
29-7							tʰ u ⁵
30-7							a ŋ ³¹
35-7							l a ŋ ⁵³
38-7							d n ɔ ⁴³
42-7							pʰ i ³²
52-7							t ɛ p ⁵
55-7							b u m ³¹
69-7							h u p ⁴
79-7							g i m ⁵³
83-7							tʃʰ au ⁵³
86-7							i ʔ ³²
89-7							s a ŋ ³²
90-7							pʰ ɔ ⁵³
91-7							ʔ ɔ n ⁵³
92-7							kʰ i ⁵³
106-7							g u k ⁴⁵
120-7							d a̰ t ³¹
148-7							d a ŋ ⁴
163-7							ʃ i n ³
173-7							pʰ ɔ ⁴⁵
179-7							ɔ p ³¹
186-7							ŋ ɪ ⁵³
187-7							l a ŋ ³
197-7							n u t ⁵
209-7							kʰ ə k ⁵³
210-7							ə m ⁵³
211-7							d au ³²
213-7							n a̰ ⁴
220-7							tʰ u ŋ ⁴
237-7							ʃ i ³²
239-7							n a m ³¹
248-7							kʰ i ³²
252-7							g i ³¹
271-7							tʃʰ au ⁵³
277-7							tʃʰ a ³¹
281-7							kʰ j ɔ ³¹
283-7							l a ⁵³
295-7							kʰ u ŋ ⁵
300-7							g i m ⁴
309-7							l a ʔ ³
313-7							m i t ⁵³
314-7							Ø ɔ m ⁵³
315-7							tʃʰ ɔ ŋ ³²
330-7							l i ⁵³
333-7							ʃ z a m ³
338-7							m ɔ p ⁵³
346-7							ʃ ɛ p ⁵³
352-7							kʰ u ŋ ³
