COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
497-9									Ø ə e e Ø										
598-9									j e w e Ø e										
646-9									ʔ Ø Ø e j ə e										
164-9									b i Ø e n i										
210-9									Ø ə j e ə Ø										
215-9									ʔ Ø e Ø ə b Ø										
256-9									Ø u e Ø										
285-9									m Ø Ø a Ø										
332-9									ʔ i n g Ø Ø e										
380-9									ʔ a j w a										
412-9									s a j a n e										
496-9									w Ø s ə n b ə Ø e e e e										
64-9									Ø a Ø e u										
67-9									w e e Ø e										
169-9									n ə z ə e o										
251-9									Ø e e e										
294-9									e e m e w ə kʼ e e e e										
461-9									e e Ø i										
547-9									w Ø z Ø Ø										
597-9									ʔ ɨ e m e e ə Ø a										
655-9									m Ø e s e Ø										
7-9									ʔ a m g Ø										
168-9									ʔ Ø m a Ø										
296-9									ɨ j e u t e										
372-9									g ə n e ə Ø										
374-9									b e e a Ø e e a										
375-9									s ə b Ø Ø										
385-9									w Ø Ø ə Ø										
411-9									n n t Ø Ø n e Ø s										
500-9									ʔ Ø m Ø Ø e										
541-9									kʼ ə Ø Ø n										
6-9									m ə Ø Ø m a										
17-9									ʔ j Ø Ø										
113-9									b u Ø e										
123-9									s i m i e e										
252-9									Ø ɨ Ø ə b e										
421-9									b Ø Ø i										
448-9									kʼ Ø Ø n e s a n b ə Ø										
491-9									Ø Ø n g ə Ø										
545-9									j Ø Ø u e										
596-9									n ə g ɨ										
653-9									b i t Ø Ø										
4-9									g e e b e e i										
8-9									kʼ ə b ə Ø e e a										
254-9									Ø Ø m e Ø t										
339-9									b i kʼ Ø Ø e										
489-9									b w Ø u m Ø										
552-9									z e e e										
652-9									ʔ ə e Ø e e t										
61-10										d ə m									
63-10										aː Ø Ø m									
107-10										g aː m u l Ø									
112-10										d b ə n ə									
331-10										n ɨ g Ø s									
377-10										b ə kʼ ə l Ø									
381-10										aː Ø									
417-10										r Ø Ø									
451-10										s u b Ø Ø									
454-10										ə Ø ɨ r									
484-10										s ɨ d ɨ s Ø									
535-10										aː r ɨ r									
543-10										s u s Ø									
593-10										n aː m Ø s									
640-10										m ə aː ɨ									
1-10										d ə b ə r ə									
65-10										Ø Ø b									
163-10										s ə Ø Ø									
212-10										əi̯ n									
244-10										aː r b u Ø									
248-10										m Ø l Ø									
293-10										f ə r ə Ø									
373-10										kʼ ə ɨ m l									
408-10										b i ɨ r Ø									
414-10										d e b ə kʼ u Ø aː									
601-10										ɨ r Ø b ɨ ɨ ɨ									
115-10										ɨ ə l aː ə m									
209-10										s ɨ Ø ə Ø ə Ø									
242-10										aː m ɨ s Ø									
415-10										Ø ɨ n aː b									
490-10										Ø ə b ə Ø									
160-10										d ə r ə kʼ ɨ									
208-10										ɨ n kʼ Ø r									
218-10										ɨ ɨ Ø ɨ Ø									
378-10										aː Ø g ə Ø									
379-10										Ø Ø ɨ ə ɨ									
497-10										n Ø Ø									
598-10										ʔ ʔ ə Ø									
646-10										a ə Ø ə									
164-10										b Ø kʼ Ø									
210-10										Ø ə n ə a n Ø									
256-10										n Ø Ø aː									
285-10										m ɨ Ø aː d									
380-10										a n Ø ə ə									
412-10										s aː n ɨ Ø									
64-10										d aː Ø i									
169-10										b Ø r Ø Ø Ø Ø Ø ə									
461-10										Ø əi̯									
547-10										ʔ ɨ Ø aː ə									
411-10										n u r aː s									
541-10										kʼ aː Ø ɨ n									
113-10										b Ø Ø ə									
123-10										r e m Ø ɨ									
491-10										d ɨ Ø g ə Ø									
254-10										Ø Ø m ə Ø									
339-10										b Ø kʼ ɨ l									
602-10										m ɨ n ə									
2-10										ə Ø l ɨ ə									
61-11											Ø ə m								
63-11											Ø Ø Ø Ø Ø m								
107-11											g o m Ø Ø o								
112-11											Ø Ø b ə Ø Ø								
331-11											n Ø g Ø Ø Ø								
377-11											b Ø kʼ Ø Ø Ø Ø								
381-11											Ø Ø Ø Ø								
417-11											Ø u Ø								
451-11											Ø ə Ø Ø Ø b o Ø Ø								
454-11											Ø Ø Ø Ø Ø								
484-11											Ø Ø Ø Ø Ø Ø Ø								
535-11											Ø Ø Ø Ø Ø Ø Ø								
543-11											Ø Ø Ø Ø Ø Ø Ø								
593-11											Ø Ø m Ø u Ø								
640-11											m Ø Ø n								
1-11											Ø Ø Ø ə Ø ə								
65-11											Ø u Ø Ø Ø Ø								
163-11											Ø ə Ø Ø Ø a								
212-11											Ø Ø n Ø								
244-11											Ø Ø Ø b Ø Ø Ø t Ø								
248-11											m Ø u Ø Ø Ø o								
293-11											Ø ə Ø ə Ø								
373-11											kʼ Ø m Ø Ø								
408-11											b Ø Ø Ø o								
414-11											Ø Ø b o kʼ u o								
601-11											Ø a Ø Ø Ø Ø								
642-11											Ø Ø n ə Ø Ø Ø								
60-11											n ə Ø a Ø ə								
115-11											Ø a Ø Ø Ø m								
209-11											Ø Ø Ø Ø Ø Ø t Ø								
242-11											Ø o m Ø Ø Ø Ø Ø								
450-11											Ø ə Ø Ø Ø Ø								
490-11											Ø ə Ø Ø Ø a								
638-11											Ø Ø Ø Ø Ø Ø								
645-11											kʼ Ø Ø								
75-11											Ø Ø m b Ø Ø								
160-11											Ø ə Ø ə kʼ								
208-11											Ø Ø n kʼ Ø Ø Ø o Ø								
214-11											Ø Ø b o								
218-11											Ø Ø Ø Ø Ø Ø								
378-11											Ø Ø n g Ø ə Ø								
379-11											Ø ə Ø Ø ə Ø Ø								
409-11											g Ø t ə Ø Ø								
497-11											Ø a l								
598-11											Ø Ø Ø Ø Ø								
646-11											Ø Ø Ø Ø Ø ə Ø								
164-11											b a Ø Ø a m								
210-11											Ø a Ø Ø a Ø a								
215-11											Ø Ø Ø Ø Ø b Ø t								
256-11											Ø u Ø Ø								
285-11											m Ø Ø o Ø								
332-11											Ø a g Ø Ø								
412-11											Ø Ø ʔ Ø n								
496-11											Ø Ø Ø Ø ə Ø b ə t								
64-11											Ø Ø Ø Ø Ø Ø								
67-11											Ø Ø Ø								
169-11											n a Ø a Ø a Ø Ø								
251-11											Ø Ø kʼ Ø o Ø								
294-11											Ø Ø m Ø a kʼ Ø Ø								
461-11											Ø Ø Ø								
547-11											Ø Ø Ø Ø Ø								
597-11											Ø a Ø Ø m a Ø Ø								
655-11											m Ø Ø Ø								
7-11											Ø o Ø g Ø								
168-11											Ø Ø m Ø Ø								
296-11											Ø a ʔ Ø Ø Ø								
372-11											Ø ə n Ø ə Ø								
374-11											b ə Ø Ø a Ø Ø								
375-11											Ø ə b Ø Ø								
385-11											Ø Ø Ø a Ø								
500-11											Ø Ø m Ø Ø								
541-11											kʼ ə Ø Ø n								
6-11											m ə Ø Ø Ø m Ø								
17-11											Ø ə Ø Ø Ø								
252-11											Ø ə Ø ə b ə								
421-11											b Ø Ø ə								
448-11											kʼ a Ø Ø Ø Ø Ø n b a Ø								
449-11											Ø Ø Ø Ø a Ø								
491-11											Ø Ø Ø g ə Ø								
545-11											Ø Ø Ø Ø Ø Ø								
596-11											n ə g a								
653-11											b a Ø Ø Ø								
4-11											g Ø Ø Ø a								
106-11											m ə Ø Ø Ø								
254-11											g Ø m Ø Ø Ø o								
339-11											b a kʼ Ø Ø								
460-11											Ø Ø Ø Ø t								
489-11											b Ø Ø Ø Ø u m Ø								
652-11											Ø Ø Ø Ø Ø Ø o								
3-11											ʔ Ø Ø a								
61-12												Ø aː m							
63-12												a Ø u Ø m							
107-12												g a m l							
112-12												Ø a b a Ø a							
331-12												Ø ɨ g ɨ u s							
377-12												b ə Ø u u l Ø							
381-12												a d ɨ							
417-12												r Ø u							
451-12												s ə ɨ b ɨ Ø							
454-12												ʔ a ɨ Ø ɨ r							
484-12												s ɨ d ɨ s Ø							
535-12												a Ø ɨ r u							
543-12												s o s Ø							
593-12												ʔ a m u Ø s							
640-12												m u a Ø							
1-12												Ø aː b aː r ə Ø							
65-12												Ø Ø b u u u							
163-12												s aː Ø u u ə							
212-12												Ø							
244-12												ʔ a r b ə Ø							
248-12												m u Ø l							
293-12												f aː r aː s							
373-12												Ø ɨ m a l							
408-12												b ə u r							
414-12												Ø Ø b Ø Ø a							
601-12												a r Ø b u ɨ							
642-12												u u Ø Ø f a s							
60-12												Ø aː f aː s aː u							
115-12												ʔ a t m							
209-12												s ɨ Ø u Ø u Ø u							
242-12												ʔ a m ɨ s Ø							
415-12												Ø Ø Ø a b							
450-12												u aː r u							
490-12												t a b u ɨ a u							
638-12												s Ø r u i							
645-12												Ø a l							
75-12												ʔ a m b ɨ r							
160-12												Ø aː r aː Ø ɨ							
208-12												ʔ ɨ Ø Ø ɨ a u ɨ							
214-12												ʔ a b							
218-12												ʔ Ø ɨ u Ø Ø							
378-12												ʔ a Ø g u aː Ø u							
379-12												Ø a ɨ ɨ aː u u							
497-12												Ø ə ɨ ɨ Ø							
598-12												u u Ø ɨ Ø							
164-12												b a Ø ɨ Ø a kʼ							
210-12												d a g ɨ aː Ø Ø							
215-12												ʔ ɨ Ø b Ø Ø							
256-12												Ø Ø							
285-12												m Ø Ø a Ø							
332-12												a g Ø r u							
380-12												ʔ a Ø kʼ							
412-12												s a ɨ i Ø u							
496-12												u Ø u t s aː Ø b aː Ø							
64-12												Ø a b u o							
67-12												Ø Ø u u r u							
169-12												Ø a r aː u aː Ø ə							
251-12												f ɨ Ø u u							
294-12												m u u Ø Ø							
461-12												ɨ ɨ Ø Ø							
547-12												Ø Ø u Ø							
597-12												i ɨ u ə m aː ɲ a							
655-12												Ø u u s u Ø							
7-12												ʔ a l g							
168-12												Ø m a r							
296-12												Ø ɨ u Ø Ø ɨ							
372-12												Ø aː Ø f aː r							
374-12												b a Ø u o Ø ɨ o							
385-12												Ø Ø Ø aː Ø							
500-12												ʔ Ø m Ø Ø u							
6-12												m aː Ø Ø m							
113-12												b Ø Ø ə							
123-12												Ø Ø m a							
330-12												Ø aː l Ø							
421-12												b ɨ Ø a							
448-12												Ø a Ø Ø u s Ø Ø b Ø Ø							
449-12												ɨ Ø aː ɨ							
491-12												Ø Ø Ø g aː Ø							
545-12												Ø ɨ Ø ə ɨ ɨ							
596-12												Ø a g aː							
653-12												b i Ø ɨ Ø							
4-12												Ø u i ɨ a							
8-12												Ø a b a Ø o							
106-12												m i aː u							
460-12												Ø u u u Ø Ø ə							
552-12												ɨ kʼ kʼ kʼ							
602-12												m ɨ Ø							
2-12												ə Ø ɨ Ø							
3-12												ɨ ɨ Ø Ø							
61-13													Ø ə Ø						
63-13													ʔ a Ø Ø Ø Ø						
107-13													g a Ø Ø r a						
112-13													Ø a b ə Ø a						
331-13													Ø Ø g Ø Ø s Ø						
377-13													b Ø Ø Ø Ø						
381-13													ʔ a Ø						
417-13													r Ø Ø						
451-13													s ə b a Ø Ø						
454-13													ʔ a Ø Ø r Ø Ø						
484-13													s Ø d Ø s Ø Ø						
535-13													ʔ a s Ø r Ø						
543-13													s u Ø s Ø Ø						
593-13													ʔ a Ø Ø s						
640-13													Ø Ø a Ø Ø						
1-13													Ø ə Ø ə r ə						
65-13													Ø u Ø						
163-13													s ə Ø Ø ə						
212-13													ʔ Ø Ø						
244-13													ʔ a r b ə Ø Ø						
248-13													Ø Ø Ø Ø Ø						
293-13													Ø ə r ə s						
373-13													Ø Ø Ø a Ø						
408-13													b u r a						
414-13													Ø Ø b a Ø u a						
601-13													ʔ ə r o b						
642-13													Ø Ø Ø Ø a s						
60-13													Ø ə f ə s ə						
115-13													ʔ ə r a Ø						
209-13													s Ø Ø Ø Ø						
242-13													ʔ a Ø Ø s Ø Ø						
415-13													Ø Ø Ø a b						
450-13													Ø ə r Ø						
490-13													t ə Ø Ø Ø						
638-13													s Ø Ø Ø						
645-13													Ø a Ø						
75-13													ʔ a Ø Ø Ø Ø						
160-13													Ø ə r ə Ø						
208-13													ʔ Ø Ø Ø Ø Ø Ø Ø						
214-13													ʔ a b						
218-13													ʔ Ø Ø Ø Ø Ø Ø						
378-13													ʔ a Ø g Ø ə t Ø						
379-13													Ø ə Ø ə Ø						
409-13													g Ø ə r						
497-13													Ø ə Ø Ø Ø						
598-13													Ø Ø Ø Ø Ø Ø						
646-13													ʔ a Ø Ø ə Ø						
164-13													b ə Ø Ø ə						
210-13													d ə Ø Ø Ø						
215-13													ʔ a Ø Ø b ə t						
256-13													Ø u a						
285-13													Ø Ø Ø a Ø						
332-13													ʔ ə g Ø r Ø						
380-13													ʔ a Ø Ø						
496-13													Ø Ø r s ə Ø b ə Ø						
67-13													Ø Ø r Ø						
169-13													Ø ə ə Ø ə Ø						
251-13													Ø Ø Ø						
294-13													Ø i Ø Ø						
461-13													Ø Ø Ø Ø						
547-13													Ø Ø Ø a Ø						
597-13													ʔ ə Ø ə Ø a						
655-13													Ø Ø Ø Ø s Ø Ø						
7-13													ʔ a Ø g a						
158-13													Ø ə Ø Ø s						
168-13													ʔ Ø Ø a r						
296-13													Ø ə ʔ Ø u t						
372-13													Ø ə Ø Ø ə r						
374-13													b ə Ø Ø o Ø o						
385-13													Ø Ø Ø ə Ø						
411-13													Ø Ø Ø Ø r Ø Ø a s						
500-13													ʔ Ø Ø Ø Ø Ø						
541-13													Ø ə Ø Ø Ø						
6-13													Ø ə Ø Ø a Ø a						
17-13													ʔ ə Ø Ø r						
123-13													s e Ø ə						
252-13													Ø Ø Ø ə b Ø						
330-13													Ø ə Ø Ø Ø						
421-13													b Ø Ø ə						
448-13													Ø ə Ø a Ø s ə Ø b ə Ø						
449-13													ʔ a Ø o ə i						
491-13													Ø Ø Ø g ə Ø						
545-13													Ø Ø Ø u Ø						
596-13													Ø ə g ə						
653-13													b ə Ø i Ø						
4-13													g i Ø b Ø						
8-13													Ø ə b ə Ø Ø o						
290-13													ʔ Ø g ə Ø ə						
460-13													Ø Ø t Ø						
489-13													b Ø ə r Ø u Ø a						
552-13													Ø						
652-13													ʔ Ø Ø Ø Ø t a						
3-13													ʔ Ø Ø Ø ə						
61-14														Ø ə Ø					
63-14														ʔ a Ø Ø Ø					
107-14														g a Ø i l a					
112-14														Ø b aː Ø					
331-14														n Ø g Ø Ø s					
377-14														b ə kʼ l Ø					
381-14														a Ø Ø					
417-14														Ø Ø Ø					
451-14														s ə b Ø					
454-14														ʔ a Ø Ø Ø					
484-14														s Ø d Ø s Ø					
535-14														ʔ a Ø Ø Ø					
543-14														s o s Ø					
593-14														ʔ a Ø Ø s					
640-14														Ø Ø a n					
1-14														Ø aː Ø ə Ø ə					
65-14														Ø Ø b					
163-14														s ə Ø Ø					
212-14														ʔ i n					
244-14														ʔ a Ø b Ø Ø					
248-14														Ø Ø Ø					
293-14														f ə Ø ə Ø					
373-14														kʼ Ø Ø l					
408-14														b o Ø a					
414-14														Ø aː b Ø kʼ Ø a					
601-14														ʔ Ø Ø o b					
642-14														n Ø f a s					
60-14														n ə f ə s ə					
115-14														ʔ Ø Ø Ø Ø					
209-14														s Ø Ø Ø Ø					
242-14														ʔ a Ø Ø s Ø					
415-14														Ø Ø Ø a b					
450-14														Ø ə Ø Ø					
490-14														t ə Ø Ø Ø					
638-14														s Ø Ø i					
645-14														kʼ a l					
75-14														ʔ a Ø b Ø Ø					
160-14														d ə Ø ə kʼ					
208-14														ʔ Ø n kʼ Ø aː Ø Ø					
214-14														ʔ a b Ø					
218-14														ʔ Ø Ø Ø Ø Ø					
378-14														ʔ a n g ə Ø					
379-14														Ø aː Ø ə					
409-14														Ø a Ø Ø ə Ø Ø					
497-14														Ø ə n					
598-14														g aː Ø Ø i Ø Ø					
646-14														ʔ a Ø ə					
164-14														b aː kʼ Ø					
210-14														d ə g Ø Ø Ø Ø					
215-14														ʔ Ø i b Ø Ø					
256-14														Ø Ø					
285-14														Ø Ø Ø a Ø					
332-14														ʔ Ø Ø g Ø Ø Ø					
380-14														ʔ Ø Ø Ø a					
412-14														s a Ø Ø n					
496-14														Ø Ø Ø s ə n b ə Ø					
64-14														Ø a Ø o					
169-14														b Ø Ø ə Ø ə aː					
251-14														f i kʼ					
294-14														Ø Ø Ø kʼ					
461-14														Ø i					
547-14														Ø ə Ø a Ø					
597-14														ʔ i aː Ø ə ɲ Ø					
655-14														Ø Ø Ø Ø Ø Ø Ø					
7-14														ʔ a l g					
158-14														kʼ ə Ø i s					
168-14														ʔ Ø Ø a Ø					
296-14														Ø aː Ø Ø Ø					
372-14														ʔ ə n f ə Ø					
374-14														b ə kʼ Ø o Ø Ø o					
385-14														Ø Ø Ø ə Ø					
411-14														Ø Ø Ø Ø Ø s					
6-14														Ø ə Ø Ø Ø a					
17-14														Ø Ø Ø Ø					
123-14														s i Ø ə					
330-14														kʼ ə l Ø					
421-14														b Ø Ø aː					
448-14														kʼ Ø Ø Ø s Ø n b Ø Ø					
449-14														ʔ Ø ə Ø					
491-14														Ø Ø n g ə Ø					
545-14														g Ø n u Ø					
596-14														n ə g ə					
653-14														b ə Ø Ø Ø					
4-14														g Ø Ø b Ø					
8-14														kʼ ə b ə Ø o					
339-14														b Ø kʼ Ø Ø					
460-14														Ø Ø Ø Ø Ø					
489-14														b Ø ə r Ø Ø Ø					
552-14														Ø Ø					
602-14														Ø Ø Ø					
652-14														ʔ i t ə Ø					
61-15															d ə m				
63-15															ʔ a ʃ ɨ Ø				
107-15															g a m ə l a				
112-15															d a b ə n ə				
331-15															n ɨ g u s				
377-15															b ə kʼ ə l				
381-15															ʔ a t				
417-15															r u z				
451-15															s ə b a t				
454-15															ʔ a Ø ɨ r				
484-15															s ɨ d i s t				
535-15															ʔ a ʃ i r				
543-15															s u s t				
593-15															ʔ a m u s				
640-15															m a n				
1-15															d ə b ai̯ r ə ə				
65-15															Ø u b tʃː tʃː				
163-15															s ə Ø ə				
212-15															ʔ i n				
244-15															ʔ a r b ə t				
248-15															m u l a				
293-15															f ə r ə z				
373-15															kʼ ɨ m a				
414-15															d Ø b a				
601-15															ʔ ə r b				
642-15															tʃː tʃː n ɨ f a s				
60-15															n ə Ø ə s ə				
115-15															r a m				
209-15															s ɨ ɨ tʃː t				
242-15															ʔ a m ɨ s t				
415-15															z ɨ n a b				
450-15															z ə r a o				
490-15															a ə b tʃː ə				
638-15															s ɨ r n ə				
645-15															kʼ a r				
75-15															ʔ a m ə ɨ l				
160-15															d ə r ə kʼ				
214-15															ʔ a b a				
218-15															ʔ ɨ ə z ɨ n				
378-15															ʔ a n g ə t				
379-15															Ø ə o ə o				
409-15															ʔ a t ə r				
497-15															t ə n				
646-15															ʔ a n t a				
164-15															b ə kʼ ə ə				
210-15															d u ʔ ə n				
215-15															ʔ a a a b ə t				
256-15															t u Ø ə				
285-15															m ɨ t a d				
332-15															ʔ ɨ dʒ ə r				
380-15															ʔ a ʔ u a				
412-15															s a ɨ n				
496-15															ə ə ə s ə n b ə t				
67-15															w i r				
169-15															b ə r a ə z ə b o				
251-15															f ɨ kʼ ə				
294-15															tʃː m a u kʼ				
461-15															tʃː tʃː Ø ə				
547-15															w ɨ z a a				
655-15															ɨ s t				
158-15															kʼ ə m i s				
168-15															ʔ a m a r				
296-15															ə a b uː t a				
374-15															b eː kʼ a l				
375-15															s u b				
385-15															Ø ɨ Ø ə t				
541-15															kʼ ə Ø i n				
17-15															ʔ ɨ Ø i r				
113-15															b u n a				
123-15															ʃ ə m ə a				
252-15															r ə Ø u b ə				
330-15															kʼ ə a d				
421-15															b ɨ Ø a				
449-15															ʔ a Ø eː				
491-15															d ɨ n g u t				
653-15															b ə ə ə ə				
8-15															kʼ ə b ə t a				
106-15															m ə a ə				
254-15															dʒ i m ə t				
290-15															ʔ a Ø u Ø ə				
339-15															b ə kʼ i l ə				
602-15															m ɨ n				
652-15															ʔ Ø t ə ə ə				
2-15															d ə Ø l Ø n				
3-15															ʔ ɨ n o o a				
61-16																Ø ə m			
63-16																ɨ Ø ə ɨ m			
107-16																b ɨ m aː j a			
112-16																Ø ɨ ɲ ə n a			
331-16																n ɨ b ə n			
377-16																b kʼ ə kʼ ə kʼ j Ø			
381-16																ʔ a ə ə Ø ə			
417-16																r Ø			
451-16																s a ə s s ɲ a t			
454-16																ʔ a n ɨ r ə ə			
484-16																s ɨ Ø ɨ s t kʼ kʼ			
535-16																ʔ a r ɨ r ə			
543-16																n Ø ə ə n t			
593-16																h a m ə s			
640-16																m ə ɨ n s			
65-16																Ø ɲ			
163-16																s a n ə a			
212-16																ʔ Ø n ə			
244-16																ʔ a r b ə ə a t ə			
248-16																m ə u j ə ə ɨ			
293-16																Ø ə r ə n			
373-16																kʼ ə ɨ m a j			
408-16																b a s ə r ə			
414-16																Ø a ɲ ə u a			
601-16																ə r b a			
642-16																ə ə n ɨ Ø s			
209-16																s a ə a ə t ə			
242-16																ʔ m ə ɨ s t			
415-16																Ø ɨ n b			
450-16																Ø ə r ə ə			
638-16																s ɨ ə əi̯ ə			
75-16																h m kʼ ɨ j			
208-16																ʔ ɨ n kʼ i Ø s ə			
214-16																ʔ b t			
218-16																ʔ ɨ ə Ø ɨ n ə			
409-16																ʔ a t ə r ə			
497-16																n ə n			
598-16																r ə Ø ə t			
646-16																ʔ kʼ kʼ n ə kʼ			
256-16																n m a			
332-16																ʔ ɨ b ɨ r			
496-16																h h h s a n b a t			
67-16																ʔ a r			
655-16																m a ə Ø n			
372-16																Ø a n Ø a r			
375-16																s ə ɲ			
411-16																t ɨ r n			
500-16																h u m n a ə			
541-16																kʼ aː n ɨ n			
17-16																h a r a r			
113-16																b n			
252-16																r a h a ɲ a			
330-16																kʼ ə j Ø ə			
545-16																Ø ɨ s ɨ n i			
106-16																m a ə n kʼ			
254-16																Ø Ø m ə ə n kʼ			
460-16																Ø ə ə ə t Ø			
602-16																m ɨ n ə ə			
2-16																ə s a j Ø m ə ə			
61-17																	Ø ə m		
63-17																	Ø Ø s ɨ m		
107-17																	Ø o m o Ø a		
112-17																	Ø Ø Ø ə n Ø		
331-17																	n ɨ Ø Ø s kʼ		
377-17																	b a kʼ Ø Ø Ø		
381-17																	Ø Ø kʼ kʼ Ø Ø Ø		
417-17																	r Ø Ø		
451-17																	s o kʼ kʼ b Ø t Ø		
454-17																	ʔ Ø Ø ɨ r kʼ kʼ		
484-17																	s ɨ s ɨ s Ø kʼ kʼ		
535-17																	Ø Ø mː ɨ r		
543-17																	o kʼ kʼ s Ø kʼ		
593-17																	Ø a m Ø s		
640-17																	m a n kʼ		
1-17																	Ø Ø Ø ə ʔ ə		
65-17																	s u kʼ		
163-17																	s ə mː kʼ a		
212-17																	Ø əi̯ n		
244-17																	Ø Ø r b kʼ Ø t		
248-17																	m u Ø Ø Ø u		
293-17																	Ø ə r ə s		
373-17																	kʼ ɨ m a Ø		
408-17																	b ə kʼ kʼ r Ø		
414-17																	Ø ɨ b Ø kʼ Ø kʼ Ø		
601-17																	Ø i r Ø Ø Ø Ø ə		
642-17																	n ɨ Ø Ø s		
60-17																	n ə Ø ə s ə		
115-17																	Ø a m		
209-17																	s ɨ s ɨ t		
415-17																	Ø ɨ n Ø b		
450-17																	Ø ə r Ø kʼ kʼ		
638-17																	ɨ r kʼ kʼ i kʼ		
645-17																	kʼ a Ø		
75-17																	Ø Ø m kʼ ə Ø Ø		
214-17																	ʔ Ø b Ø kʼ		
218-17																	ʔ ɨ Ø Ø ə n		
409-17																	Ø a kʼ t ə ʔ ə		
598-17																	kʼ Ø Ø o t		
164-17																	b ə kʼ kʼ a		
332-17																	Ø ɨ kʼ Ø ə r		
412-17																	s a Ø a n		
496-17																	kʼ kʼ s ə Ø b ə mː ə		
158-17																	kʼ ə m i s		
372-17																	Ø a Ø Ø a r		
375-17																	s ə b		
411-17																	kʼ kʼ t ə r kʼ Ø s		
500-17																	ʔ Ø ə n		
541-17																	kʼ ə t ɨ n		
113-17																	b Ø n a		
330-17																	kʼ ə Ø Ø		
448-17																	kʼ ə Ø Ø Ø i Ø b a Ø		
106-17																	m a kʼ mː Ø		
290-17																	ʔ a Ø ə Ø ə		
552-17																	Ø ɨ Ø kʼ Ø		
2-17																	Ø u Ø u m kʼ kʼ		
61-18																		d ə m	
63-18																		ʔ a ʃ ʔ ɨ m ʔ	
107-18																		g ai̯ m aː l a	
112-18																		d ə b ə n ə	
331-18																		n ɨ g u s	
377-18																		b ʔ ə kʼ ə l	
381-18																		ʔ ə Ø ʔ d ʔ	
417-18																		r u z	
451-18																		s ə b Ø a ʔ	
454-18																		ʔ a ʔ Ø ɨ r	
484-18																		s ɨ d ɨ s ʔ ʔ	
535-18																		ʔ ə Ø ɨ r ʔ	
543-18																		s o s	
593-18																		ʔ ə m ə u s	
640-18																		m ə a n	
1-18																		d ə b e r a	
65-18																		Ø u b ʔ ʔ ʔ	
163-18																		s ə Ø ʔ ʔ a	
212-18																		ʔ Ø n	
244-18																		ʔ a r b a ə	
248-18																		m ʔ u w a	
293-18																		f ə r ə z	
373-18																		kʼ ə ɨ m a w	
408-18																		b u r ə	
414-18																		d u b a ə	
601-18																		ʔ ə r o b	
642-18																		ə ə n ɨ f a s	
60-18																		n ə Ø ə s ə	
115-18																		ə l a ʔ m	
209-18																		s ɨ m ə i ə ʔ	
242-18																		ʔ ə m ɨ s	
415-18																		z ɨ n a b	
450-18																		z ə r	
490-18																		t b ʔ Ø	
638-18																		s ɨ Ø ə ʔ ə	
645-18																		kʼ a l	
75-18																		ʔ a m ɨ l	
160-18																		d ə r ə kʼ	
208-18																		ʔ ɨ n kʼ ʔ u a	
214-18																		ʔ a b	
218-18																		ʔ ɨ z ɨ n ə	
378-18																		ʔ ə n g ə t	
379-18																		z ə Ø ə Ø	
497-18																		t ə Ø Ø n	
646-18																		ʔ ə ə ai̯ ə	
164-18																		b ə kʼ ʔ ʔ ə	
210-18																		d ə ʔ n	
215-18																		ʔ a ʔ n b ə t	
256-18																		t uː m ə	
285-18																		m ɨ d a d	
332-18																		ʔ ə ʔ g ɨ r ʔ	
380-18																		ʔ ə ʔ b a	
412-18																		s ə n ʔ	
496-18																		s ə n b ə t Ø Ø Ø	
64-18																		d a n o	
67-18																		b ɨ r ʔ	
169-18																		b r e z e z ə	
251-18																		f i kʼ o ʔ	
294-18																		ə m kʼ	
461-18																		Ø Ø Ø Ø	
547-18																		ʔ ɨ z a t	
597-18																		ʔ eː ʔ ʔ o m ə ə	
655-18																		m ɨ ʔ ʔ ʃ ʔ t	
7-18																		ʔ a r g a	
158-18																		kʼ ə m Ø i Ø Ø	
168-18																		ʔ ɨ m a r	
296-18																		ə Ø b t Ø	
374-18																		b a kʼ o Ø o	
375-18																		s ə b ʔ ʔ	
385-18																		w ɨ Ø ə t	
411-18																		t ɨ r ʔ a s	
541-18																		kʼ ə Ø ɨ n	
17-18																		ʔ ʔ i l	
113-18																		b u n a	
123-18																		ʃ eː m	
252-18																		r ə Ø ə b ə	
330-18																		kʼ ə n d	
421-18																		b ɨ ʃ	
491-18																		d ɨ n g ə	
653-18																		b ə Ø t	
8-18																		kʼ ə b ə ə ə ə o	
106-18																		m ə n ə a	
254-18																		dʒ Ø m a Ø	
290-18																		ʔ a dʒ ə z a	
339-18																		b ə kʼ ɨ l	
489-18																		b b ə r Ø ə m a	
552-18																		z ə ʔ uː ʔ	
602-18																		m ɨ n ə	
2-18																		u l u m ə ə	
3-18																		ʔ Ø r ə ə a	
61-19																			d ə m
63-19																			ʔ a t i m
107-19																			g a m aː l a
112-19																			d a b ə n a
331-19																			n ɨ g s
377-19																			b aː kʼ l
381-19																			ʔ a d
417-19																			r u z
451-19																			s aː b a t
454-19																			ʔ a t r
484-19																			s ɨ d ɨ s t
535-19																			ʔ a s ɨ r
543-19																			ʃ i ʃ t
593-19																			ʔ a m u s
640-19																			m a n
1-19																			d aː b ai̯ r ai̯
65-19																			tʼ u b
163-19																			s aː t ə
212-19																			ʔ e n
244-19																			ʔ a r b a t
248-19																			m u j a
