COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
373-16																ʕ ɨ m a n			
408-16																b ɨ ʕ ɨ r			
414-16																d ɨ bː a			
601-16																r ə b u ʕ			
642-16																r ə m f ʔ a s			
209-16																s ə m n ɨ ʔ ɨ ʃ			
242-16																h a m s			
415-16																z ɨ n a m			
450-16																z ə r ʔ			
638-16																s ɨ r e			
75-16																h ɨ b ə r ʔ a b ə t			
208-16																ʔ ɨ n kʼ ə kʼ ɨ			
214-16																ʔ a b			
218-16																ʔ a z n			
409-16																ħ a t ə r			
497-16																t ə r			
598-16																k ɨ lː t ə			
646-16																ʔ a n t a			
256-16																t ɨ m a			
332-16																ʔ g ə m ɨ n			
496-16																s ə n b ə t			
67-16																b i r			
655-16																m ə s ɨ ʔ ɨ ʃ			
61-17																	d ə m		
63-17																	ʔ a s m		
107-17																	g ə m ə l		
112-17																	d a m ə n a		
331-17																	n ɨ g ə s		
377-17																	b ə q l o		
381-17																	ħ a n d		
417-17																	r u z		
451-17																	s ə b ʕ		
454-17																	ħ ɨ ʃ ə s		
484-17																	s ɨ ʔ ɨ s		
535-17																	ʔ a s a r i		
543-17																	s ə l ə s		
593-17																	ħ a m ə s		
640-17																	m ə n		
1-17																	d ə bː ə l ə m		
65-17																	u d		
163-17																	s ə t ə		
212-17																	ʔ ɨ n		
244-17																	ħ a r ə s t a tʃ		
248-17																	m ə l ʔ ə		
293-17																	f ə r ə ɨ zː i		
373-17																	q ə m ə l		
408-17																	b ə ʕ r ai̯		
414-17																	d ɨ bː i a		
601-17																	ʔ a r b a ʔ a		
642-17																	n ə f ə ʔ a s		
60-17																	n ə f ə s ə		
115-17																	l a m		
209-17																	s ə m ə n		
415-17																	ʔ ɨ zː i r a b ʔ ai̯		
450-17																	z ə r		
638-17																	ʔ ɨ r ə		
645-17																	q a l		
75-17																	ʔ a n b ɨ m n i		
214-17																	ʔ a b i		
218-17																	ʔ ɨ z n		
409-17																	ʕ a t ə r		
598-17																	k ɨ l ʔ ə		
164-17																	b ʔ ai̯ ə q ə		
332-17																	ʔ ɨ g ə r		
412-17																	s a ħ ɨ n		
496-17																	s ə a m		
158-17																	q ə m i s		
61-18																		d ə m	
63-18																		ʔ a t	
107-18																		g ə l a	
112-18																		d ə b ə n a	
331-18																		n ɨ g u s	
377-18																		b aː kʼː ɨ l	
381-18																		ʔ a t	
417-18																		r u z	
451-18																		s ə b a t	
454-18																		ʔ a tʃʼ ɨ l	
484-18																		s ɨ d ɨ s t	
535-18																		ʔ a s ɨ l	
543-18																		s o s t	
593-18																		ʔ a m u s	
640-18																		m ə n	
1-18																		d ə b ə l ə	
65-18																		tʃʼ ɨ b	
163-18																		s ə tʃʼ ə	
212-18																		ʔ ɨ n	
244-18																		ʔ a r a t	
248-18																		m u l a	
293-18																		f ə r ə s	
373-18																		kʼ ɨ n a k o	
408-18																		b o r a	
414-18																		d ə b ə	
601-18																		ʔ ɨ l o	
642-18																		n ɨ f a s	
60-18																		n ə f ə s ə	
115-18																		ʔ ə r a m	
209-18																		s ə m ə n	
242-18																		ʔ a m ɨ s t	
415-18																		z ɨ n a b	
450-18																		z ə r	
490-18																		t ə b ə	
638-18																		ʔ ɨ r n əi̯	
645-18																		kʼ a l	
75-18																		ʔ a m b ɨ l	
160-18																		d ə r ə kʼ	
208-18																		ʔ ɨ n kʼ ə kʼ u	
214-18																		ʔ a b	
218-18																		ʔ ɨ z ɨ n	
378-18																		ʔ a n g ə t	
379-18																		ʒ ə tʼ ə	
497-18																		t ə n	
646-18																		ʔ a t ə	
164-18																		b ə tʃ e	
210-18																		d ə x a n o	
215-18																		ʔ ɨ n tʼ a b i t	
256-18																		t u m ə	
285-18																		m ɨ tʼ a d	
332-18																		ʔ ɨ n dʒ i r	
380-18																		ʔ a h u n	
412-18																		ʔ a n s ə ʔ ɨ n	
496-18																		s ə n b ə t	
64-18																		d a m o	
67-18																		w ɨ l	
169-18																		r ə z ə z ə	
251-18																		f e kʼ	
294-18																		ʔ ɨ m b o kʼː	
461-18																		tʼ ə	
547-18																		w ə z	
597-18																		ʔ e m e h ə	
655-18																		m ɨ ʃ t	
7-18																		ʔ a l g ə	
158-18																		kʼ ə m ɨ n s	
168-18																		ʔ ɨ n a k o	
61-19																			d ə m
63-19																			ʔ a tʼ u m
107-19																			g ɨ m ə l
112-19																			d ə b ə n a
331-19																			n ɨ g u s
377-19																			b ə kʼ ə l
381-19																			ʔ a d
417-19																			r u z
451-19																			s ə b ə t
454-19																			ʔ a n tʃʼ ɨ r
484-19																			s ɨ d ɨ s t
535-19																			ʔ a ʃ ɨ r
543-19																			s o b u s t
593-19																			ʔ a m u s
640-19																			m ɨ n
1-19																			d ə b ə l ə
65-19																			tʼ u
163-19																			s ə tʃ i
212-19																			ʔ ɨ n
244-19																			ʔ a r i t
248-19																			m u n a
293-19																			f ə r ə s
373-19																			kʼ ɨ m i
408-19																			b ə ʔ r a
414-19																			d ə b a kʼ u lː u
601-19																			ʔ ə l o
642-19																			n ɨ f a s
60-19																			n ə fː ə s ə
115-19																			l a
209-19																			s ə m ə t
242-19																			ʔ a m ɨ s t
415-19																			z ɨ l ə m
450-19																			z ə r
490-19																			t o b i
638-19																			s ɨ r i
645-19																			kʼ ə l
75-19																			ʔ a m b u n
160-19																			d ə r ə kʼ
208-19																			ʔ ɨ n kʼ u l a l
214-19																			ʔ a b
218-19																			ʔ ɨ z ɨ n
378-19																			ʔ a n g ə t
379-19																			ʒ ə tʼ ə
409-19																			ʔ a t ə r
497-19																			t ə n
646-19																			ʔ a t ə
164-19																			b ə kʼ ə
210-19																			d ə h u n a
215-19																			ʔ ɨ n tʼ aː b i t
256-19																			t u mː a
285-19																			m ɨ t aː d
380-19																			ʔ a h u n
412-19																			s a h ɨ n
496-19																			s ə n b ə t
64-19																			d a bː o
67-19																			w ɨ l
169-19																			b ɨ r ə z ə z ə
251-19																			f i kʼ
294-19																			m u kʼ
461-19																			tʼ ə
547-19																			ʔ ɨ z ə t
597-19																			ʔ e m ə l a
7-19																			ʔ a l g a
158-19																			kʼ ə m i s
168-19																			ʔ u m ə l
