COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
448-7							Ø Ø Ø Ø Ø Ø s ɨ Ø Ø ɨ Ø												
449-7							Ø Ø Ø Ø ɨ Ø												
491-7							Ø Ø Ø ɨ Ø												
545-7							Ø Ø Ø ɨ Ø Ø												
596-7							Ø ɨ Ø ɨ												
653-7							Ø ɨ Ø Ø Ø												
8-7							Ø ɨ Ø ɨ Ø Ø Ø Ø												
254-7							Ø Ø Ø Ø Ø Ø Ø												
290-7							Ø Ø Ø ɨ Ø ɨ Ø												
460-7							Ø Ø Ø Ø Ø Ø												
489-7							Ø w ɨ Ø Ø Ø Ø Ø												
552-7							Ø Ø Ø Ø Ø												
652-7							Ø Ø Ø Ø Ø Ø Ø Ø												
3-7							Ø Ø Ø Ø Ø Ø												
119-7							Ø Ø Ø Ø Ø Ø Ø												
298-7							Ø Ø Ø Ø Ø												
340-7							Ø Ø ɨ Ø ɨ												
458-7							Ø ɨ Ø Ø ɨ Ø ɨ												
459-7							Ø Ø Ø Ø s Ø Ø Ø												
486-7							Ø Ø Ø Ø Ø Ø Ø												
607-7							Ø Ø w Ø Ø												
609-7							Ø Ø Ø Ø												
10-7							Ø Ø Ø Ø Ø												
15-7							Ø Ø Ø Ø Ø Ø Ø												
18-7							Ø Ø Ø ɨ												
73-7							Ø ɨ Ø Ø ɨ Ø ɨ Ø												
76-7							Ø Ø Ø w Ø s Ø												
110-7							Ø Ø Ø Ø Ø Ø												
121-7							Ø Ø Ø ɨ												
152-7							Ø Ø Ø Ø												
167-7							Ø Ø Ø ɨ												
255-7							Ø w Ø Ø ɨ												
297-7							Ø Ø Ø Ø ɨ Ø												
299-7							Ø Ø Ø Ø ɨ Ø												
338-7							ɨ Ø Ø Ø Ø Ø												
342-7							Ø Ø Ø Ø												
344-7							Ø ɨ s ɨ Ø												
410-7							Ø Ø Ø Ø Ø Ø												
540-7							Ø Ø Ø												
550-7							Ø ɨ Ø Ø Ø												
61-8								Ø ɨ Ø											
63-8								Ø Ø Ø Ø Ø Ø Ø											
107-8								Ø Ø Ø Ø Ø Ø											
112-8								Ø Ø Ø a Ø Ø											
331-8								Ø Ø Ø w Ø s											
377-8								Ø Ø Ø Ø Ø Ø Ø a											
381-8								Ø Ø Ø Ø											
417-8								Ø Ø Ø											
451-8								s ɨ Ø Ø Ø Ø Ø Ø Ø											
454-8								Ø Ø Ø Ø Ø Ø											
484-8								s Ø Ø Ø s Ø											
535-8								Ø Ø Ø Ø Ø Ø Ø											
543-8								s Ø Ø Ø s Ø											
593-8								Ø Ø Ø Ø s											
640-8								Ø w Ø Ø Ø											
1-8								Ø ɨ Ø ɨ Ø ɨ Ø											
65-8								Ø Ø Ø Ø											
163-8								s Ø Ø a											
212-8								Ø Ø Ø Ø											
244-8								Ø Ø Ø Ø Ø Ø Ø Ø											
248-8								Ø Ø Ø Ø Ø Ø											
293-8								Ø ɨ Ø ɨ Ø											
373-8								Ø Ø Ø Ø Ø Ø											
408-8								Ø Ø Ø Ø Ø											
414-8								Ø Ø w Ø Ø Ø											
601-8								Ø a Ø Ø Ø											
642-8								Ø Ø Ø Ø s											
60-8								Ø ɨ Ø ɨ s ɨ Ø											
115-8								Ø a Ø Ø Ø Ø											
209-8								s Ø Ø Ø Ø Ø Ø Ø											
242-8								Ø Ø Ø Ø Ø s Ø Ø											
415-8								Ø Ø Ø Ø Ø											
450-8								Ø ɨ Ø Ø Ø											
490-8								Ø Ø Ø w a Ø											
638-8								s Ø Ø Ø Ø											
645-8								Ø Ø Ø											
75-8								Ø Ø Ø w Ø Ø Ø											
160-8								Ø ɨ Ø ɨ Ø Ø											
208-8								Ø Ø Ø Ø w a Ø Ø Ø Ø											
214-8								Ø Ø Ø Ø											
218-8								Ø Ø Ø Ø Ø Ø Ø											
378-8								Ø Ø Ø Ø Ø ɨ Ø Ø											
379-8								Ø a Ø ɨ Ø											
409-8								Ø Ø Ø Ø Ø Ø											
497-8								Ø ɨ Ø Ø Ø											
598-8								Ø Ø Ø w Ø Ø Ø											
646-8								Ø Ø Ø Ø Ø											
164-8								a Ø Ø Ø a Ø											
210-8								Ø a Ø Ø a Ø Ø											
215-8								Ø Ø Ø Ø Ø Ø a Ø											
256-8								Ø Ø Ø Ø											
285-8								Ø Ø Ø Ø Ø											
332-8								Ø Ø Ø Ø Ø											
380-8								Ø Ø Ø w Ø											
412-8								s Ø Ø Ø Ø Ø											
496-8								w Ø Ø Ø s ɨ Ø Ø ɨ Ø Ø Ø Ø Ø											
64-8								Ø Ø Ø Ø Ø Ø											
67-8								Ø Ø Ø											
169-8								Ø a Ø Ø ɨ Ø ɨ Ø Ø											
251-8								Ø Ø Ø Ø Ø Ø											
294-8								Ø Ø Ø Ø Ø a Ø Ø Ø											
461-8								Ø Ø Ø Ø											
547-8								w Ø Ø Ø Ø											
597-8								Ø Ø Ø Ø Ø ɨ Ø a											
655-8								Ø Ø Ø Ø											
7-8								Ø Ø Ø Ø Ø											
158-8								Ø ɨ Ø i s											
168-8								Ø Ø Ø Ø Ø											
296-8								w a Ø Ø Ø Ø Ø											
374-8								Ø ɨ Ø ɨ Ø											
385-8								w Ø Ø ɨ Ø											
500-8								Ø Ø Ø Ø Ø Ø											
6-8								Ø ɨ Ø Ø Ø Ø Ø											
17-8								Ø a Ø Ø Ø											
123-8								Ø a Ø a Ø											
252-8								Ø ɨ Ø Ø Ø ɨ											
421-8								Ø Ø Ø Ø											
448-8								Ø Ø Ø Ø Ø s a Ø Ø a Ø											
449-8								Ø Ø Ø Ø a Ø											
545-8								Ø Ø Ø Ø Ø											
596-8								Ø a Ø a											
653-8								Ø a Ø a Ø											
4-8								Ø Ø Ø Ø Ø Ø Ø											
8-8								Ø a Ø a Ø ɨ											
254-8								Ø Ø Ø Ø Ø											
290-8								Ø Ø Ø a Ø a Ø											
339-8								Ø a Ø Ø Ø											
460-8								Ø Ø Ø Ø											
489-8								Ø w Ø Ø Ø Ø Ø Ø											
552-8								Ø i Ø Ø Ø											
652-8								Ø Ø Ø Ø Ø Ø											
3-8								Ø Ø Ø Ø Ø a											
119-8								Ø Ø Ø Ø Ø Ø Ø											
298-8								Ø Ø Ø Ø											
340-8								Ø w a Ø Ø a											
458-8								Ø a Ø Ø a Ø a											
459-8								Ø Ø Ø Ø s Ø Ø Ø											
607-8								Ø Ø Ø w Ø											
609-8								Ø Ø Ø Ø											
10-8								Ø Ø Ø Ø Ø											
15-8								Ø Ø Ø Ø Ø Ø Ø											
18-8								Ø Ø Ø Ø											
73-8								Ø a Ø Ø a Ø a											
76-8								Ø w Ø s Ø											
121-8								Ø Ø Ø a											
167-8								Ø Ø Ø a											
255-8								Ø w a Ø Ø Ø a											
297-8								Ø Ø Ø Ø a Ø											
299-8								Ø Ø Ø Ø a Ø											
338-8								Ø a Ø Ø Ø Ø Ø Ø Ø											
342-8								Ø Ø Ø Ø											
344-8								Ø a s a Ø											
410-8								Ø Ø Ø Ø Ø Ø											
540-8								Ø Ø Ø											
550-8								a Ø Ø Ø Ø											
61-9									Ø ə m										
63-9									Ø a Ø e ə m e										
107-9									g a m i Ø a										
112-9									Ø a b ɨ Ø a										
331-9									Ø ə g e Ø s e										
377-9									b e ə n e a m ɨ										
381-9									Ø a e e Ø Ø e										
417-9									Ø Ø z										
451-9									s ə e n n b a Ø e										
454-9									Ø a e Ø ə Ø n n										
484-9									s ə Ø ə s Ø e e										
535-9									Ø a s ə Ø e e										
543-9									s a e e s Ø e										
593-9									Ø a m e ə s										
640-9									m e a Ø n										
1-9									Ø ɨ Ø ə Ø ə e										
65-9									Ø Ø e e e										
163-9									s ə e e a										
212-9									Ø ə Ø e										
244-9									Ø a Ø i e e Ø e										
248-9									m e ə m e e a										
293-9									Ø ə Ø ə z										
373-9									n e ə m a m										
408-9									b a n e Ø a										
414-9									Ø ə b a e e e a										
601-9									Ø a Ø a b n n n										
642-9									e e Ø n a s										
60-9									Ø ə n ə s ə e										
209-9									s ə e e Ø e										
242-9									Ø a m ə s Ø e										
415-9									z ə Ø a b										
490-9									Ø ə Ø e e i e										
638-9									s ə n Ø n n										
645-9									n a m										
75-9									Ø a m b a Ø n										
160-9									Ø ə Ø ə n n										
208-9									Ø ə Ø n n w m a e										
214-9									Ø a b i n										
218-9									Ø a Ø z a Ø n										
378-9									Ø a Ø g e ə Ø e										
379-9									z ɨ n n ə n e										
409-9									g e Ø ə Ø a										
497-9									Ø ə n n Ø										
598-9									j Ø e w e Ø e										
646-9									Ø a Ø e j ə e										
164-9									b a Ø n n a n										
210-9									Ø ə j e ə Ø										
215-9									Ø a e Ø ə b a Ø										
256-9									Ø Ø n a										
285-9									m ə Ø a Ø										
332-9									Ø ə n g ə Ø n										
380-9									Ø a n n w e										
412-9									s a j a Ø e										
496-9									w e e Ø s ə Ø b ə Ø e e e e										
64-9									Ø a Ø e e a										
67-9									w ə n n Ø n										
169-9									Ø n ə z ə n n										
251-9									Ø n n e										
294-9									e e m e w n n n n e										
461-9									n n Ø a										
547-9									w ə z a Ø										
597-9									Ø ə Ø m e Ø ə Ø a										
655-9									m ə n n Ø n Ø										
7-9									Ø a m g a										
168-9									Ø a m a Ø										
296-9									ɨ j e Ø e										
372-9									g ɨ Ø n ɨ Ø										
374-9									b ə n n a Ø n n a										
375-9									s ə j Ø Ø										
385-9									w a Ø ə Ø										
411-9									n n Ø a Ø n n a s										
500-9									Ø ə m ə Ø n										
541-9									Ø ə Ø ə Ø										
6-9									m ə Ø g a m a										
17-9									Ø ə j ə m										
113-9									b Ø Ø e										
123-9									s a m a n n										
252-9									Ø ɨ Ø ə j e										
421-9									b ə Ø ə										
448-9									n ə Ø a Ø n s a Ø b a Ø										
491-9									Ø ə Ø g ə Ø										
545-9									j ə Ø a Ø e										
596-9									Ø ə g ɨ										
653-9									b a Ø a Ø										
4-9									g e e b e e i										
8-9									n ɨ b ɨ Ø n n a										
254-9									Ø a m e a Ø n										
339-9									b a n n Ø n										
489-9									b w Ø ə m a										
552-9									z ə n n n										
652-9									Ø ə n Ø n n Ø										
119-9									Ø a Ø g a Ø a										
298-9									n n j Ø Ø n										
340-9									g w a Ø a										
458-9									Ø a Ø g a a										
459-9									Ø a n n Ø n n a										
486-9									Ø ə Ø ə n ə e										
607-9									Ø ə j w a n										
609-9									Ø a j a										
10-9									Ø ə n e ə Ø										
15-9									Ø ə Ø n ə m n										
18-9									Ø ə n n ə										
73-9									Ø Ø n Ø n										
76-9									n n m w ə s a										
110-9									Ø a n n Ø a										
121-9									Ø ə Ø a										
167-9									g ə a										
255-9									n b a n Ø a										
297-9									g Ø Ø n a Ø										
299-9									g Ø Ø n a Ø										
338-9									Ø m ə Ø n n										
342-9									m ə Ø a										
344-9									n a s a m										
550-9									g a Ø Ø ə Ø										
612-9									Ø a Ø n b Ø n										
61-10										d aː m									
63-10										ə Ø Ø m ə ə									
107-10										g Ø m u l									
112-10										d b aː Ø ə									
331-10										Ø a g Ø ɨ s									
377-10										b ə kʼ ɨ e l Ø									
381-10										aː Ø									
417-10										r Ø Ø									
451-10										s u ɨ ɨ b Ø ʔ									
454-10										ə ɨ t Ø r ɨ ɨ									
484-10										s Ø d Ø s Ø									
535-10										ə r a r									
543-10										s u ɨ s Ø									
593-10										m ɨ Ø s									
640-10										m e ə ɨ									
1-10										d aː b aː r aː									
65-10										Ø Ø b									
163-10										s aː t a									
212-10										əi̯ Ø									
244-10										aː r b u ɨ ɨ Ø									
248-10										m ɨ Ø l Ø									
293-10										f aː r aː Ø									
373-10										kʼ u m l									
408-10										b i r a									
414-10										d e b a kʼ u Ø aː									
601-10										ɨ r Ø b ɨ									
115-10										e e l ə m									
209-10										s e m ɨ Ø Ø									
242-10										ə Ø ɨ a s Ø									
415-10										Ø Ø l aː b									
490-10										Ø u b e a									
160-10										d aː r aː kʼ ɨ									
208-10										Ø Ø kʼ Ø r Ø									
218-10										a Ø Ø e Ø									
378-10										ə Ø g ə d									
379-10										Ø a ʔ ɨ aː ɲ									
497-10										aː Ø									
598-10										ʔ ʔ ə Ø									
646-10										ə Ø aː									
164-10										b Ø kʼ Ø e									
210-10										Ø e n ʔ a r Ø									
256-10										Ø m									
285-10										m a Ø ə d									
380-10										a n ə ə ə									
412-10										s aː n Ø Ø									
64-10										d aː Ø e									
169-10										b Ø r Ø aː Ø aː ə									
461-10										Ø əi̯									
547-10										ʔ ə Ø ə									
411-10										ɨ ɨ Ø u r ɨ h aː s									
541-10										kʼ aː t Ø Ø									
113-10										b Ø Ø a									
123-10										r e m a e									
491-10										d Ø Ø g ə b									
254-10										Ø Ø m ʔ ə e									
339-10										b Ø kʼ ə l									
602-10										m Ø Ø									
2-10										ʔ Ø l Ø ɨ ɨ									
213-10										r r e									
647-10										b u u ə r u u									
211-10										m Ø r i t									
328-10										s aː Ø aː b aː kʼ									
333-10										m Ø r Ø r e									
612-10										ɨ r e b e									
109-10										dʒ ə Ø t e									
61-11											Ø ə m								
63-11											Ø Ø Ø Ø Ø m Ø								
107-11											g o m Ø Ø o								
112-11											Ø Ø b ə Ø Ø								
331-11											l Ø g Ø Ø Ø Ø								
377-11											b Ø Ø Ø Ø Ø Ø Ø								
381-11											Ø Ø Ø Ø Ø Ø Ø								
417-11											Ø Ø Ø								
451-11											Ø ə Ø Ø Ø b o Ø Ø								
454-11											Ø Ø Ø Ø Ø Ø Ø Ø								
484-11											Ø Ø Ø Ø Ø Ø Ø Ø								
535-11											Ø Ø Ø Ø Ø Ø Ø								
543-11											Ø Ø Ø Ø Ø Ø Ø								
593-11											Ø Ø m Ø i Ø								
640-11											m Ø Ø l Ø								
1-11											Ø Ø Ø a Ø ə m								
65-11											Ø Ø Ø Ø Ø Ø								
163-11											Ø Ø Ø Ø Ø a								
212-11											Ø Ø l Ø								
244-11											Ø Ø Ø b Ø Ø Ø Ø Ø								
248-11											m Ø Ø Ø Ø Ø o								
293-11											Ø Ø Ø Ø Ø								
373-11											Ø Ø Ø m Ø Ø								
408-11											b Ø Ø Ø Ø o								
414-11											Ø Ø b o Ø o								
601-11											Ø a Ø Ø Ø Ø Ø Ø								
642-11											Ø Ø l ə Ø Ø Ø								
60-11											l ə Ø a Ø ə Ø								
115-11											Ø a Ø Ø Ø m								
209-11											Ø Ø m Ø Ø Ø Ø Ø								
242-11											Ø o m Ø Ø Ø Ø Ø								
450-11											Ø a Ø Ø Ø Ø								
490-11											Ø Ø Ø Ø Ø a m								
638-11											Ø Ø Ø l Ø Ø Ø								
645-11											Ø Ø Ø								
75-11											Ø Ø m b i Ø Ø								
160-11											Ø ə Ø a Ø Ø								
208-11											Ø Ø l Ø Ø Ø Ø Ø Ø Ø								
214-11											Ø Ø b Ø Ø								
218-11											Ø i l Ø i Ø Ø								
378-11											Ø Ø l g Ø ə Ø Ø								
379-11											Ø a Ø Ø Ø a Ø Ø								
409-11											g Ø Ø Ø Ø Ø a								
497-11											Ø Ø Ø Ø l								
598-11											Ø Ø Ø Ø Ø Ø Ø								
646-11											Ø Ø Ø Ø Ø ə Ø								
164-11											b a Ø Ø Ø a m								
210-11											Ø a Ø Ø a Ø Ø								
215-11											Ø Ø Ø Ø Ø b a Ø								
256-11											Ø Ø Ø o								
285-11											m i Ø o Ø								
332-11											Ø a Ø g Ø Ø Ø								
412-11											Ø Ø Ø Ø l Ø								
496-11											Ø Ø Ø Ø Ø Ø Ø Ø b Ø Ø Ø Ø Ø Ø								
64-11											Ø Ø Ø Ø Ø Ø								
67-11											Ø i Ø Ø Ø Ø								
169-11											l ə Ø Ø a Ø a Ø Ø								
251-11											Ø Ø Ø Ø Ø Ø								
294-11											Ø m Ø Ø a Ø Ø Ø Ø Ø								
461-11											Ø Ø Ø								
547-11											Ø Ø Ø Ø Ø								
597-11											Ø a Ø Ø Ø m a Ø Ø								
655-11											m Ø Ø Ø Ø Ø Ø								
7-11											Ø o Ø g o								
168-11											Ø Ø m Ø Ø								
296-11											Ø a Ø Ø Ø Ø Ø								
372-11											Ø ə l Ø ə Ø								
374-11											b ə Ø Ø Ø Ø Ø								
375-11											Ø ə b Ø Ø								
385-11											Ø i Ø a Ø								
500-11											Ø Ø m Ø Ø Ø								
541-11											Ø ə Ø Ø l								
6-11											m a Ø Ø Ø m Ø								
17-11											Ø ə Ø Ø Ø								
252-11											Ø Ø Ø a b Ø Ø								
421-11											b Ø Ø ə								
448-11											Ø a Ø Ø Ø Ø Ø a Ø b a Ø								
449-11											Ø Ø Ø Ø a Ø								
491-11											Ø i l g Ø Ø								
545-11											Ø i l Ø Ø Ø								
596-11											l a g a								
653-11											b a Ø Ø Ø								
4-11											g Ø Ø Ø Ø a								
106-11											m ə Ø Ø Ø Ø								
254-11											g Ø m Ø o Ø o								
339-11											b a Ø Ø Ø Ø								
460-11											Ø Ø Ø Ø Ø Ø								
489-11											b Ø Ø Ø Ø Ø m Ø								
652-11											Ø Ø Ø Ø Ø Ø o								
3-11											Ø Ø Ø Ø a								
119-11											Ø Ø l g Ø Ø o								
298-11											Ø Ø Ø Ø Ø Ø								
340-11											g Ø a l Ø a								
458-11											Ø a l g a Ø a								
486-11											l ə Ø ə Ø ə Ø								
607-11											Ø Ø Ø Ø Ø Ø								
609-11											Ø Ø Ø o								
15-11											Ø i Ø Ø i m Ø								
18-11											l i Ø Ø Ø Ø								
73-11											Ø a Ø Ø a Ø a Ø								
76-11											Ø Ø m Ø Ø Ø								
110-11											Ø Ø Ø Ø Ø o								
121-11											Ø i Ø a								
167-11											g i a								
255-11											Ø Ø Ø a Ø Ø a								
297-11											g Ø l Ø a Ø								
299-11											g Ø l Ø a Ø								
342-11											m Ø l Ø								
344-11											Ø a Ø a m								
550-11											g a l g i Ø								
109-11											g Ø Ø Ø Ø								
61-12												Ø aː Ø							
63-12												Ø s u Ø Ø u							
107-12												g Ø Ø Ø							
112-12												Ø Ø Ø i Ø							
331-12												Ø Ø g u u s u							
377-12												b u Ø u u Ø a							
381-12												Ø u u u Ø u							
417-12												Ø u u							
451-12												s ə u u ɨ b ɨ Ø u							
454-12												Ø ɨ ʔ Ø Ø u u							
484-12												s Ø Ø Ø s Ø u u							
535-12												Ø r Ø Ø u u							
543-12												s Ø s Ø u							
593-12												Ø Ø u Ø s							
640-12												Ø u Ø Ø kʼ							
1-12												Ø aː Ø aː Ø aː Ø							
65-12												Ø i b u u u							
163-12												s aː ʔ u u Ø							
212-12												Ø u							
244-12												ə Ø b ə u Ø u							
248-12												Ø u Ø ɨ u ɨ							
293-12												f aː Ø aː s							
373-12												u Ø Ø ə b							
408-12												b ə u Ø							
414-12												Ø Ø b b b b Ø							
601-12												a Ø Ø b ɨ u u							
642-12												u u Ø Ø f Ø s							
60-12												Ø aː f ə s aː u							
115-12												a t ɨ Ø							
209-12												s Ø Ø u b u Ø u							
242-12												Ø Ø u Ø s Ø u							
415-12												Ø Ø Ø Ø Ø							
450-12												u ə Ø u u							
490-12												t i b u u Ø u							
638-12												s Ø Ø Ø u i							
645-12												Ø Ø Ø							
75-12												Ø Ø b Ø Ø							
160-12												Ø aː Ø aː u							
208-12												Ø Ø u u Ø b ə u u u							
214-12												Ø b u							
218-12												Ø kʼ u Ø Ø u							
378-12												Ø Ø g u aː Ø u							
379-12												Ø a u u u aː u u							
497-12												Ø aː u u Ø							
598-12												ɨ u ɨ Ø Ø							
164-12												b a u u u Ø kʼ							
210-12												Ø i ɨ u aː Ø a							
215-12												Ø ɨ b b a Ø							
256-12												Ø Ø Ø							
285-12												Ø Ø Ø Ø Ø							
332-12												a u g Ø Ø u							
380-12												Ø ɨ u u							
412-12												s ə ɨ ə Ø u							
496-12												u u u u Ø s aː Ø b aː Ø u u u u							
64-12												Ø Ø Ø u Ø							
67-12												Ø Ø u u Ø u							
169-12												b a Ø u aː u aː Ø ɨ							
251-12												f a Ø u u							
294-12												u u Ø u u ə u							
461-12												u u Ø Ø							
547-12												Ø Ø u Ø							
597-12												Ø i ɨ u u Ø aː u							
655-12												Ø u u s u Ø							
7-12												Ø Ø g							
168-12												Ø Ø Ø Ø							
296-12												ʔ Ø ɨ u Ø u							
372-12												Ø aː Ø f aː Ø							
374-12												b a Ø u Ø Ø u Ø							
385-12												Ø Ø Ø aː Ø							
500-12												Ø Ø Ø Ø u							
6-12												Ø ə Ø Ø Ø Ø							
113-12												b u ə ə							
123-12												Ø Ø Ø a u u							
330-12												Ø ə Ø u u							
421-12												b Ø Ø a							
448-12												Ø a Ø ə kʼ u s Ø Ø b Ø Ø							
449-12												u ʔ ə u							
491-12												Ø Ø Ø g a Ø							
545-12												ɨ Ø ɨ i ɨ ɨ							
596-12												Ø Ø g ə							
653-12												b a Ø Ø Ø							
4-12												g u i u Ø							
8-12												Ø i b i Ø u u Ø							
106-12												Ø i u u							
460-12												ɨ u u u Ø Ø u							
552-12												Ø Ø kʼ u u							
602-12												Ø Ø Ø u u							
2-12												ɨ i Ø ɨ Ø u u							
3-12												ɨ Ø Ø Ø							
119-12												Ø Ø g Ø Ø Ø							
213-12												Ø Ø s							
340-12												g Ø Ø ɨ Ø a							
458-12												Ø a Ø g a Ø a							
607-12												Ø Ø Ø Ø							
609-12												Ø g Ø							
647-12												Ø Ø Ø u u ɨ u u							
10-12												Ø Ø Ø Ø Ø							
110-12												Ø Ø u u Ø							
152-12												Ø Ø Ø							
211-12												Ø i s Ø Ø							
255-12												Ø Ø Ø ɨ u ʔ a							
297-12												g Ø ɨ u a Ø							
299-12												g Ø ɨ u a Ø							
328-12												s aː Ø aː b aː u							
333-12												Ø Ø Ø Ø Ø							
334-12												Ø b ə s							
338-12												b Ø Ø Ø u							
410-12												Ø t Ø ʔ							
540-12												ɨ b Ø							
109-12												g Ø Ø ʔ ɨ							
61-13													Ø ə Ø						
63-13													Ø Ø s Ø Ø Ø Ø						
107-13													g Ø Ø Ø Ø Ø						
112-13													Ø Ø Ø ə Ø Ø						
331-13													Ø Ø g Ø Ø s						
377-13													f Ø Ø Ø Ø ə						
381-13													Ø Ø Ø Ø Ø Ø Ø						
417-13													Ø Ø Ø						
451-13													s ə Ø Ø Ø Ø Ø Ø						
454-13													Ø Ø Ø Ø Ø						
484-13													s Ø Ø Ø s Ø						
535-13													Ø Ø s Ø Ø Ø						
543-13													s Ø s Ø						
593-13													Ø Ø Ø Ø s						
640-13													Ø Ø Ø Ø						
1-13													Ø ə Ø ə Ø ə						
65-13													Ø Ø Ø						
163-13													s ə Ø Ø ə						
212-13													Ø Ø Ø Ø						
244-13													Ø Ø Ø Ø Ø Ø						
248-13													Ø Ø Ø Ø Ø Ø						
293-13													Ø ə Ø ə s						
373-13													Ø Ø Ø Ø Ø Ø						
408-13													f Ø Ø Ø Ø						
414-13													Ø Ø Ø Ø Ø Ø Ø						
601-13													Ø ə Ø Ø Ø						
642-13													Ø Ø Ø Ø s						
60-13													Ø ə f ə s ə						
115-13													Ø ə Ø Ø Ø						
209-13													s Ø Ø Ø Ø Ø Ø						
242-13													Ø Ø Ø Ø s Ø Ø						
415-13													Ø Ø Ø Ø f						
450-13													Ø ə Ø Ø						
490-13													Ø ə Ø Ø Ø ə						
638-13													s Ø Ø Ø						
645-13													Ø Ø Ø						
75-13													Ø Ø Ø Ø Ø						
160-13													Ø ə Ø ə Ø						
208-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø						
214-13													Ø Ø f Ø Ø						
218-13													Ø Ø Ø Ø Ø Ø Ø						
378-13													Ø Ø Ø g Ø ə Ø Ø						
379-13													Ø Ø Ø Ø ə Ø Ø						
409-13													g Ø Ø ə Ø ə						
497-13													Ø ə Ø						
598-13													Ø Ø Ø Ø Ø						
646-13													Ø Ø Ø Ø ə						
164-13													f ə Ø Ø ə Ø						
210-13													Ø ə Ø Ø ə Ø Ø						
215-13													Ø Ø Ø Ø Ø Ø						
256-13													Ø Ø Ø						
285-13													Ø Ø Ø Ø Ø						
332-13													Ø Ø g Ø Ø						
380-13													Ø Ø Ø Ø Ø Ø						
496-13													Ø Ø Ø Ø s ə Ø f ə Ø Ø Ø Ø Ø						
67-13													Ø Ø Ø Ø						
169-13													Ø ə Ø Ø ə Ø ə Ø Ø						
251-13													Ø Ø Ø Ø Ø Ø						
294-13													Ø ə Ø Ø Ø						
461-13													Ø Ø Ø Ø						
547-13													Ø Ø Ø Ø Ø						
597-13													g Ø Ø ə Ø ə						
655-13													Ø Ø Ø Ø s Ø Ø						
7-13													Ø Ø Ø g Ø						
158-13													Ø ə Ø i s						
168-13													Ø Ø Ø Ø Ø						
296-13													Ø ə Ø Ø Ø						
372-13													Ø ə Ø Ø ə Ø						
374-13													f ə Ø Ø Ø Ø Ø Ø Ø						
385-13													Ø Ø Ø ə Ø						
411-13													Ø Ø Ø Ø Ø s						
500-13													Ø Ø Ø Ø Ø						
541-13													Ø ə Ø Ø Ø						
6-13													Ø Ø Ø Ø Ø Ø Ø						
17-13													Ø ə Ø Ø Ø						
123-13													s Ø Ø ə Ø Ø						
252-13													Ø ə Ø ə Ø ə						
330-13													Ø ə Ø Ø						
421-13													f Ø Ø Ø						
448-13													Ø ə Ø Ø Ø Ø s ə Ø ə Ø						
449-13													Ø Ø Ø Ø Ø Ø						
491-13													Ø Ø Ø g ə Ø						
545-13													Ø Ø Ø Ø Ø Ø						
596-13													Ø Ø g Ø						
653-13													f ə f Ø Ø						
4-13													g Ø Ø Ø Ø						
8-13													Ø ə f ə Ø Ø Ø Ø						
290-13													Ø Ø g ə Ø ə						
460-13													Ø Ø i Ø Ø						
489-13													f Ø ə Ø Ø Ø Ø Ø						
552-13													Ø Ø Ø Ø						
652-13													Ø f Ø Ø						
3-13													Ø Ø Ø Ø Ø ə						
119-13													Ø Ø Ø g Ø Ø Ø						
213-13													Ø Ø Ø Ø s Ø Ø						
298-13													Ø Ø Ø Ø Ø Ø						
340-13													g Ø Ø Ø Ø Ø						
458-13													Ø Ø Ø g Ø Ø Ø						
459-13													Ø Ø Ø Ø s Ø Ø Ø						
607-13													Ø ə Ø Ø Ø Ø						
609-13													Ø Ø g Ø						
647-13													Ø ə Ø Ø Ø						
10-13													Ø Ø Ø Ø Ø						
15-13													Ø Ø Ø Ø Ø Ø Ø						
18-13													Ø Ø Ø Ø Ø Ø						
73-13													Ø ə Ø Ø ə Ø ə						
76-13													Ø Ø Ø Ø Ø s Ø						
121-13													Ø Ø Ø Ø						
152-13													Ø Ø Ø Ø						
167-13													g Ø Ø						
255-13													Ø Ø ə Ø Ø Ø ə						
297-13													g Ø Ø Ø ə Ø						
299-13													g Ø Ø Ø ə Ø						
328-13													s ə Ø ə f ə Ø						
334-13													Ø Ø Ø f ə s Ø						
338-13													f ə Ø Ø Ø Ø Ø Ø Ø						
342-13													Ø Ø Ø Ø						
344-13													Ø Ø s Ø Ø						
410-13													Ø Ø Ø Ø						
540-13													Ø Ø Ø						
550-13													Ø Ø Ø Ø Ø Ø						
612-13													Ø Ø Ø f						
61-14														Ø ə Ø					
63-14														Ø Ø Ø					
107-14														g a Ø aː Ø Ø					
112-14														Ø f ə Ø					
331-14														Ø Ø g Ø s					
377-14														f ə Ø Ø Ø Ø					
381-14														Ø					
417-14														Ø Ø Ø					
451-14														s ə Ø Ø					
454-14														Ø Ø Ø					
484-14														s Ø Ø Ø s Ø					
535-14														Ø Ø Ø					
543-14														s Ø s Ø					
593-14														ʔ Ø Ø s					
640-14														Ø					
1-14														Ø aː Ø aː Ø aː Ø					
65-14														Ø i Ø					
163-14														s ə Ø Ø					
212-14														i Ø					
244-14														Ø Ø Ø					
248-14														Ø Ø Ø Ø					
293-14														f ə Ø ə Ø					
373-14														Ø Ø Ø Ø					
408-14														f Ø Ø					
414-14														Ø aː f a Ø i i					
