COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
629															ʔ o ʃ t			h oi̯ t	h oi̯ t
639	j ə t ɨ ɲː a w	j e d ɨ ɲː a w										j ɨ tː a							
644	s e t ɨ j o																s ə b ʔ ai̯ t i		s e t
654			t ə h u t	t ɨ h u d ə											t uː h a				
660						m ɨ s l ə										m ɨ s	m ɨ s		
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
26						ʕ ə bː i										ʕ a b a j i			
42															b ə r eː d ə			b ə r e d ə	
49																m ə kʼ tʼ ə n			m ɨ s k ə t
58																		dʒ ə b ə	dʒ ə b a
68	g o mː ə nː	g o m ə n																	
77				ʔ ə ʃː ə ʔ ə m							ʔ ə s ə m								
81						ʔ ɨ g w ə l t										ʔ ɨ g a l			
84										b a ʔ a r a				b o r a					
87													f u r n o		f u r n o				
98															ʔ ɨ z ə kʼ				ʔ ɨ z ə kʼ
100																b a n i	b a n i		
101																ħ u	ħ a w		
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
116		g ə n g a d				ʔ ɨ n g ɨ d ʔ a													
124				d ə ʔ ə n ə							d ə ʔ ə r ə ʔ								
132										w a z ə n a					w ə z ə n ə				
133												b ai̯							b aː j u
151	ʔ a l ə kʼː ə s ə	l ə kʼː ə s ə																	
156	ʔ a h ɨ jː a	ʔ a h ɨ j a																	
207	dʒ o r o	dʒ o r o																	
217		ʔ a w								ʔ aː w									
227										ʔ a tʼ ə b i ɲː							ʔ a s a b ɨ ʕ t i		
249	n ə tʃʼ ʃ ɨ n k u r t	z a h ʃ u n k u r t																	
253		ʔ ɨ n dʒ e d e l o																	dʒ eː d aː l ə
258						kʼ w ɨ n s ɨ l										ħ a ʃ i l			
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
261						tʼ a l i											tʼʲ ə l		
264										ʔ aː z j ə g ə d u					z ə g ə d o				
267											ʔ ɨ n g w ə r ə g ɨi̯							w ə l ə n g aː j a	
269												w ə g f ɨ r	w ə g f ɨ r						
303						g ə b ə t a										g ə b ə t a			
304						z i ʔ a h u				z i j u									
310										w ɨi̯							w u ʕ ui̯		
319															d u m			d u m i	
321																t u	n a t u		
329	s ɨ r a																s ɨ r a ħ		
335		k ə m e															k ə m əi̯		
336		g a r				t ə g b a r													
337		kʼ ɨ l tʼ ɨ m								kʼ u l tʼ u m									
346				ʔ e t ə h ə							ʔ ə t ə k a								
347						ʔ ɨ fː o										ʔ a f o			
348						ʕ a jː ə r ə										ʕ a j ə r a			
352									s i j a		s i j a								
363															ʔ ai̯ n ə k o				ʔ ai̯ k u
364															b ɨ l			b ɨ l	
365															w ə r b a			w ə r a b e	
383		b a r m a s i l a																	m aː ʃ u lː e
407																ʕ ɨ fː u n	ʕ u f a n		
423				d ɨ j ə							d ɨ j ə								
463				b ə ʔ ə d							b ə ʔ ə d								
466						b ɨ ʕ u l				b a ʔ a w									
469									z ɨ ɲ ʔ ə	s ə ɲ i									
477															d u r e sː ə			d u r e sː ə	
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
483																r ə ʔ a	r ə ʔ a j ə		
485	tʃʼ ɨ s	tʃ i s																	
487	z ə f ə n	z ə f ə n																	
488	d ɨ n g ai̯	d ɨ n g ai̯																	
534	l a b	l a b																	
539	w ə f r a m	w ɨ f r a m																	
542	j ɨ h									j i									
554				w a							w ə d a								
561								h a t a							h a tː ai̯				
578															ʔ u x u n			ʔ u h u n	
579															m ə g ə rː i			m ə g ə rː i	
580															ʔ ɨ nː ə				ʔ ɨ n a tʃː u
582																l a h ai̯			j a h ai̯
599	tʼ o r ɨ n ə t	tʼ o r ɨ n ə t																	
600	w ɨ h a	ʔ a h o w a																	
631																g ə j a ʃ ai̯	g ə j a ʃ ai̯		
648		kʼ a m ə d i								kʼ a m ə d i									
656				g ə d ə n i							g ə d a n i j ə								
667												d ə x ə					n ɨ s ɨ x a		
