ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGID
831	31_cried	cried	Zway	Zway	baači2	baači	b aː tʃ i	zayy1238	8.01148	38.8258	Afro-Asiatic	164
632	32_crocodile	crocodile	Amharic	Amharic	ʔazzo1	ʔazzo	ʔ a zː o	amha1245	11.708182	39.543456	Afro-Asiatic	152
642	32_crocodile	crocodile	Argobba	Argobba	ʔazo1	ʔazo	ʔ a z o	argo1244	10.6596	39.756	Afro-Asiatic	152
652	32_crocodile	crocodile	Chaha	Chaha	zabǝhel2	zabǝhel	z a b ə h e l	chah1248			Afro-Asiatic	165
662	32_crocodile	crocodile	Endegagn	Endegagn	dǝrǝwǝ3	dǝrǝwǝ	d ə r ə w ə	eneg1238			Afro-Asiatic	170
672	32_crocodile	crocodile	Ezha	Ezha	ʔazzo1	ʔazzo	ʔ a zː o	ezha1238			Afro-Asiatic	152
682	32_crocodile	crocodile	Geez	Ge'ez	ħǝrgǝś4	ħǝrgǝś	ħ ə r g ə ś/s	geez1241	10.1342	40.6821	Afro-Asiatic	175
692	32_crocodile	crocodile	Gogot	Gogot	ʔazzo1	ʔazzo	ʔ a zː o					152
702	32_crocodile	crocodile	Gumer	Gumer	ʔazzo1	ʔazzo	ʔ a zː o	gume1239			Afro-Asiatic	152
712	32_crocodile	crocodile	Gura	Gura	yǝbarʔawi3	yǝbarʔawi	y/j ə b a r ʔ a w i	gura1260			Afro-Asiatic	170
722	32_crocodile	crocodile	Gyeto	Gyeto	ʔabaraw3	ʔabaraw	ʔ a b a r a w	gyet1241			Afro-Asiatic	170
732	32_crocodile	crocodile	Harari	Harari	ħaas4	ħaas	ħ aː s	hara1271	9.30485	42.1332	Afro-Asiatic	175
742	32_crocodile	crocodile	Inor	Inor	ʔabarʔawi3	ʔabarʔawi	ʔ a b a r ʔ a w i	inor1240			Afro-Asiatic	170
752	32_crocodile	crocodile	Kistane	Kistane	ʔazzo1	ʔazzo	ʔ a zː o	kist1241	8.33561	38.4763	Afro-Asiatic	152
762	32_crocodile	crocodile	Mesqan	Mesqan	ʔazzo1	ʔazzo	ʔ a zː o	mesq1240	8.10617	38.3386	Afro-Asiatic	152
772	32_crocodile	crocodile	Muher	Muher	ʔazzo1	ʔazzo	ʔ a zː o	muhe1234			Afro-Asiatic	152
782	32_crocodile	crocodile	Oromo	Oromo	naačča5	naačča	n aː tʃː a					193
792	32_crocodile	crocodile	Silte	Silt'e	wǝro6	wǝro	w ə r o	silt1240	7.77004	38.1449	Afro-Asiatic	201
802	32_crocodile	crocodile	Tigre	Tigre	ʔǝlma7	ʔǝlma	ʔ ə l m a	tigr1270	17.3494	38.2233	Afro-Asiatic	203
812	32_crocodile	crocodile	Tigrigna	Tigrigna	ħargəś4	ħargəś	ħ a r g ə ś/s	tigr1271	15.3359	38.9266	Afro-Asiatic	175
822	32_crocodile	crocodile	Wolane	Wolane	ʔazzo1	ʔazzo	ʔ a zː o	wola1253	8.23	38.14	Afro-Asiatic	152
832	32_crocodile	crocodile	Zway	Zway	ʔazzo1	ʔazzo	ʔ a zː o	zayy1238	8.01148	38.8258	Afro-Asiatic	152
633	33_decide	decide	Amharic	Amharic	wǝssǝnǝ1	wǝssǝnǝ	w ə sː ə n ə	amha1245	11.708182	39.543456	Afro-Asiatic	153
643	33_decide	decide	Argobba	Argobba	ќorrǝťa2	ќorrǝťa	ќ/kʼ o rː ə ť/tʼ a	argo1244	10.6596	39.756	Afro-Asiatic	161
653	33_decide	decide	Chaha	Chaha	wǝwǝssɨn1	wǝwǝssɨn	w ə w ə sː ɨ n	chah1248			Afro-Asiatic	153
663	33_decide	decide	Endegagn	Endegagn	ʔɨğğawɨrt3	ʔɨğğawɨrt	ʔ ɨ dʒː a w ɨ r t	eneg1238			Afro-Asiatic	171
673	33_decide	decide	Ezha	Ezha	fǝnnǝdǝm4	fǝnnǝdǝm	f ə nː ə d ə m	ezha1238			Afro-Asiatic	172
683	33_decide	decide	Geez	Ge'ez	bǝyyǝnǝ5	bǝyyǝnǝ	b ə yy/jː ə n ə	geez1241	10.1342	40.6821	Afro-Asiatic	176
693	33_decide	decide	Gogot	Gogot	ʔarraťǝm2	ʔarraťǝm	ʔ a rː a ť/tʼ ə m					161
703	33_decide	decide	Gumer	Gumer	wǝsnot1	wǝsnot	w ə s n o t	gume1239			Afro-Asiatic	153
713	33_decide	decide	Gura	Gura	wǝbǝr6	wǝbǝr	w ə b ə r	gura1260			Afro-Asiatic	182
723	33_decide	decide	Gyeto	Gyeto	meʔǝša7	meʔǝša	m e ʔ ə ʃ a	gyet1241			Afro-Asiatic	183
733	33_decide	decide	Harari	Harari	ќooća8	ќooća	ќ/kʼ oː ć/tʃʼ a	hara1271	9.30485	42.1332	Afro-Asiatic	186
743	33_decide	decide	Inor	Inor	wǝssɨn1	wǝssɨn	w ə sː ɨ n	inor1240			Afro-Asiatic	153
753	33_decide	decide	Kistane	Kistane	wowossɨn1	wowossɨn	w o w o sː ɨ n	kist1241	8.33561	38.4763	Afro-Asiatic	153
763	33_decide	decide	Mesqan	Mesqan	wǝwǝssɨn1	wǝwǝssɨn	w ə w ə sː ɨ n	mesq1240	8.10617	38.3386	Afro-Asiatic	153
773	33_decide	decide	Muher	Muher	wǝwǝssɨn1	wǝwǝssɨn	w ə w ə sː ɨ n	muhe1234			Afro-Asiatic	153
783	33_decide	decide	Oromo	Oromo	murteessu9	murteessu	m u r t eː sː u					194
793	33_decide	decide	Silte	Silt'e	ќooče8	ќooče	ќ/kʼ oː tʃ e	silt1240	7.77004	38.1449	Afro-Asiatic	186
803	33_decide	decide	Tigre	Tigre	tɨŠǝrǝtǝ10	tɨŠǝrǝtǝ	t ɨ Š/ʃ ə r ə t ə	tigr1270	17.3494	38.2233	Afro-Asiatic	204
813	33_decide	decide	Tigrigna	Tigrigna	wəssənə1	wəssənə	w ə sː ə n ə	tigr1271	15.3359	38.9266	Afro-Asiatic	153
823	33_decide	decide	Wolane	Wolane	ќooče8	ќooče	ќ/kʼ oː tʃ e	wola1253	8.23	38.14	Afro-Asiatic	186
833	33_decide	decide	Zway	Zway	ќuuči8	ќuuči	ќ/kʼ uː tʃ i	zayy1238	8.01148	38.8258	Afro-Asiatic	186
634	34_destroy	destroy	Amharic	Amharic	ʔafǝrrǝsǝ1	ʔafǝrrǝsǝ	ʔ a f ə rː ə s ə	amha1245	11.708182	39.543456	Afro-Asiatic	154
644	34_destroy	destroy	Argobba	Argobba	fǝrrǝsǝ1	fǝrrǝsǝ	f ə rː ə s ə	argo1244	10.6596	39.756	Afro-Asiatic	154
654	34_destroy	destroy	Chaha	Chaha	banǝrǝm2	banǝrǝm	b a n ə r ə m	chah1248			Afro-Asiatic	166
664	34_destroy	destroy	Endegagn	Endegagn	bannǝrǝ2	bannǝrǝ	b a nː ə r ə	eneg1238			Afro-Asiatic	166
674	34_destroy	destroy	Ezha	Ezha	bannǝsǝm2	bannǝsǝm	b a nː ə s ə m	ezha1238			Afro-Asiatic	166
684	34_destroy	destroy	Geez	Ge'ez	ʔafrǝsǝ1	ʔafrǝsǝ	ʔ a f r ə s ə	geez1241	10.1342	40.6821	Afro-Asiatic	154
694	34_destroy	destroy	Gogot	Gogot	bǝrrǝsǝm1	bǝrrǝsǝm	b ə rː ə s ə m					154
704	34_destroy	destroy	Gumer	Gumer	čɨfǝćǝfǝm4	čɨfǝćǝfǝm	tʃ ɨ f ə ć/tʃʼ ə f ə m	gume1239			Afro-Asiatic	181
714	34_destroy	destroy	Gura	Gura	banǝrǝm2	banǝrǝm	b a n ə r ə m	gura1260			Afro-Asiatic	166
724	34_destroy	destroy	Gyeto	Gyeto	dasǝ3	dasǝ	d a s ə	gyet1241			Afro-Asiatic	184
734	34_destroy	destroy	Harari	Harari	daamǝsa3	daamǝsa	d aː m ə s a	hara1271	9.30485	42.1332	Afro-Asiatic	184
744	34_destroy	destroy	Inor	Inor	banǝrǝ2	banǝrǝ	b a n ə r ə	inor1240			Afro-Asiatic	166
754	34_destroy	destroy	Kistane	Kistane	dasǝm3	dasǝm	d a s ə m	kist1241	8.33561	38.4763	Afro-Asiatic	184
764	34_destroy	destroy	Mesqan	Mesqan	bǝrrǝsǝ1	bǝrrǝsǝ	b ə rː ə s ə	mesq1240	8.10617	38.3386	Afro-Asiatic	154
774	34_destroy	destroy	Muher	Muher	ʔafǝrrǝsǝm1	ʔafǝrrǝsǝm	ʔ a f ə rː ə s ə m	muhe1234			Afro-Asiatic	154
784	34_destroy	destroy	Oromo	Oromo	barbadeessu5	barbadeessu	b a r b a d eː sː u					195
794	34_destroy	destroy	Silte	Silt'e	dasǝm3	dasǝm	d a s ə m	silt1240	7.77004	38.1449	Afro-Asiatic	184
804	34_destroy	destroy	Tigre	Tigre	ʔafrǝsa1	ʔafrǝsa	ʔ a f r ə s a	tigr1270	17.3494	38.2233	Afro-Asiatic	154
814	34_destroy	destroy	Tigrigna	Tigrigna	ʔaʕɨnǝwǝ6	ʔaʕɨnǝwǝ	ʔ a ʕ ɨ n ə w ə	tigr1271	15.3359	38.9266	Afro-Asiatic	205
824	34_destroy	destroy	Wolane	Wolane	dasaa3	dasaa	d a s aː	wola1253	8.23	38.14	Afro-Asiatic	184
834	34_destroy	destroy	Zway	Zway	fǝrǝsǝ1	fǝrǝsǝ	f ə r ə s ə	zayy1238	8.01148	38.8258	Afro-Asiatic	154
635	35_dog	dog	Amharic	Amharic	wɨšša1	wɨšša	w ɨ ʃː a	amha1245	11.708182	39.543456	Afro-Asiatic	155
645	35_dog	dog	Argobba	Argobba	wɨša1	wɨša	w ɨ ʃ a	argo1244	10.6596	39.756	Afro-Asiatic	155
655	35_dog	dog	Chaha	Chaha	gɨyǝ2	gɨyǝ	g ɨ y/j ə	chah1248			Afro-Asiatic	167
665	35_dog	dog	Endegagn	Endegagn	gɨyǝ2	gɨyǝ	g ɨ y/j ə	eneg1238			Afro-Asiatic	167
675	35_dog	dog	Ezha	Ezha	gɨyyǝ2	gɨyyǝ	g ɨ yy/jː ə	ezha1238			Afro-Asiatic	167
685	35_dog	dog	Geez	Ge'ez	kǝlb3	kǝlb	k ə l b	geez1241	10.1342	40.6821	Afro-Asiatic	177
695	35_dog	dog	Gogot	Gogot	gɨyǝ2	gɨyǝ	g ɨ y/j ə					167
705	35_dog	dog	Gumer	Gumer	gɨyǝ2	gɨyǝ	g ɨ y/j ə	gume1239			Afro-Asiatic	167
715	35_dog	dog	Gura	Gura	gɨyǝ2	gɨyǝ	g ɨ y/j ə	gura1260			Afro-Asiatic	167
725	35_dog	dog	Gyeto	Gyeto	gɨyǝ2	gɨyǝ	g ɨ y/j ə	gyet1241			Afro-Asiatic	167
735	35_dog	dog	Harari	Harari	buči4	buči	b u tʃ i	hara1271	9.30485	42.1332	Afro-Asiatic	187
745	35_dog	dog	Inor	Inor	gɨyǝ2	gɨyǝ	g ɨ y/j ə	inor1240			Afro-Asiatic	167
755	35_dog	dog	Kistane	Kistane	wɨssa1	wɨssa	w ɨ sː a	kist1241	8.33561	38.4763	Afro-Asiatic	155
765	35_dog	dog	Mesqan	Mesqan	gɨyǝ2	gɨyǝ	g ɨ y/j ə	mesq1240	8.10617	38.3386	Afro-Asiatic	167
775	35_dog	dog	Muher	Muher	gɨyǝ2	gɨyǝ	g ɨ y/j ə	muhe1234			Afro-Asiatic	167
785	35_dog	dog	Oromo	Oromo	sare5	sare	s a r e					196
795	35_dog	dog	Silte	Silt'e	buučo4	buučo	b uː tʃ o	silt1240	7.77004	38.1449	Afro-Asiatic	187
805	35_dog	dog	Tigre	Tigre	kǝlɨb3	kǝlɨb	k ə l ɨ b	tigr1270	17.3494	38.2233	Afro-Asiatic	177
815	35_dog	dog	Tigrigna	Tigrigna	kǝlbi3	kǝlbi	k ə l b i	tigr1271	15.3359	38.9266	Afro-Asiatic	177
825	35_dog	dog	Wolane	Wolane	bučo4	bučo	b u tʃ o	wola1253	8.23	38.14	Afro-Asiatic	187
835	35_dog	dog	Zway	Zway	gɨňi6	gɨňi	g ɨ ň/ɲ i	zayy1238	8.01148	38.8258	Afro-Asiatic	206
636	36_donkey	donkey	Amharic	Amharic	ʔahɨyya1	ʔahɨyya	ʔ a h ɨ yy/jː a	amha1245	11.708182	39.543456	Afro-Asiatic	156
646	36_donkey	donkey	Argobba	Argobba	ʔahɨya1	ʔahɨya	ʔ a h ɨ y/j a	argo1244	10.6596	39.756	Afro-Asiatic	156
656	36_donkey	donkey	Chaha	Chaha	ʔɨmar2	ʔɨmar	ʔ ɨ m a r	chah1248			Afro-Asiatic	168
666	36_donkey	donkey	Endegagn	Endegagn	ʔǝwan2	ʔǝwan	ʔ ə w a n	eneg1238			Afro-Asiatic	168
676	36_donkey	donkey	Ezha	Ezha	ʔɨmar2	ʔɨmar	ʔ ɨ m a r	ezha1238			Afro-Asiatic	168
686	36_donkey	donkey	Geez	Ge'ez	ʔadg3	ʔadg	ʔ a d g	geez1241	10.1342	40.6821	Afro-Asiatic	178
696	36_donkey	donkey	Gogot	Gogot	ʔɨmar2	ʔɨmar	ʔ ɨ m a r					168
706	36_donkey	donkey	Gumer	Gumer	ʔɨmar2	ʔɨmar	ʔ ɨ m a r	gume1239			Afro-Asiatic	168
716	36_donkey	donkey	Gura	Gura	ʔɨmar2	ʔɨmar	ʔ ɨ m a r	gura1260			Afro-Asiatic	168
726	36_donkey	donkey	Gyeto	Gyeto	ʔɨmar2	ʔɨmar	ʔ ɨ m a r	gyet1241			Afro-Asiatic	168
736	36_donkey	donkey	Harari	Harari	waćǝra4	waćǝra	w a ć/tʃʼ ə r a	hara1271	9.30485	42.1332	Afro-Asiatic	188
746	36_donkey	donkey	Inor	Inor	ʔɨmar2	ʔɨmar	ʔ ɨ m a r	inor1240			Afro-Asiatic	168
756	36_donkey	donkey	Kistane	Kistane	ʔǝmar2	ʔǝmar	ʔ ə m a r	kist1241	8.33561	38.4763	Afro-Asiatic	168
766	36_donkey	donkey	Mesqan	Mesqan	ʔɨmar2	ʔɨmar	ʔ ɨ m a r	mesq1240	8.10617	38.3386	Afro-Asiatic	168
776	36_donkey	donkey	Muher	Muher	ʔɨmar2	ʔɨmar	ʔ ɨ m a r	muhe1234			Afro-Asiatic	168
786	36_donkey	donkey	Oromo	Oromo	harre5	harre	h a rː e					197
796	36_donkey	donkey	Silte	Silt'e	ʔuumar2	ʔuumar	ʔ uː m a r	silt1240	7.77004	38.1449	Afro-Asiatic	168
806	36_donkey	donkey	Tigre	Tigre	ʔadɨg3	ʔadɨg	ʔ a d ɨ g	tigr1270	17.3494	38.2233	Afro-Asiatic	178
816	36_donkey	donkey	Tigrigna	Tigrigna	ʔadgi3	ʔadgi	ʔ a d g i	tigr1271	15.3359	38.9266	Afro-Asiatic	178
826	36_donkey	donkey	Wolane	Wolane	ʔumar2	ʔumar	ʔ u m a r	wola1253	8.23	38.14	Afro-Asiatic	168
836	36_donkey	donkey	Zway	Zway	ʔumar2	ʔumar	ʔ u m a r	zayy1238	8.01148	38.8258	Afro-Asiatic	168
2920	150_down	down	Amharic	Amharic	tačč1	tačč	t a tʃː	amha1245	11.708182	39.543456	Afro-Asiatic	647
2930	150_down	down	Argobba	Argobba	wǝdǝtef2	wǝdǝtef	w ə d ə t e f	argo1244	10.6596	39.756	Afro-Asiatic	651
2940	150_down	down	Chaha	Chaha	tǝtnǝyǝ1	tǝtnǝyǝ	t ə t n ə y/j ə	chah1248			Afro-Asiatic	647
2950	150_down	down	Endegagn	Endegagn	gǝdǝni3	gǝdǝni	g ə d ə n i	eneg1238			Afro-Asiatic	656
2960	150_down	down	Ezha	Ezha	tǝttɨnya1	tǝttɨnya	t ə tː ɨ n y/j a	ezha1238			Afro-Asiatic	647
2970	150_down	down	Geez	Ge'ez	walaga4	walaga	w a l a g a	geez1241	10.1342	40.6821	Afro-Asiatic	661
2980	150_down	down	Gogot	Gogot	tǝt1	tǝt	t ə t					647
2990	150_down	down	Gumer	Gumer	wǝsťɨnyǝ5	wǝsťɨnyǝ	w ə s ť/tʼ ɨ n y/j ə	gume1239			Afro-Asiatic	662
3000	150_down	down	Gura	Gura	wǝsťiniyǝ5	wǝsťiniyǝ	w ə s ť/tʼ i n i y/j ə	gura1260			Afro-Asiatic	662
3010	150_down	down	Gyeto	Gyeto	wǝsť5	wǝsť	w ə s ť/tʼ	gyet1241			Afro-Asiatic	662
3020	150_down	down	Harari	Harari	taħay1	taħay	t a ħ ay/ai̯	hara1271	9.30485	42.1332	Afro-Asiatic	647
3030	150_down	down	Inor	Inor	gǝdaniyǝ3	gǝdaniyǝ	g ə d a n i y/j ə	inor1240			Afro-Asiatic	656
3040	150_down	down	Kistane	Kistane	tǝtatǝy1	tǝtatǝy	t ə t a t əy/əi̯	kist1241	8.33561	38.4763	Afro-Asiatic	647
3050	150_down	down	Mesqan	Mesqan	tǝtǝtte1	tǝtǝtte	t ə t ə tː e	mesq1240	8.10617	38.3386	Afro-Asiatic	647
3060	150_down	down	Muher	Muher	tǝttiyǝ1	tǝttiyǝ	t ə tː i y/j ə	muhe1234			Afro-Asiatic	647
3070	150_down	down	Oromo	Oromo	gadi3	gadi	g a d i					656
3080	150_down	down	Silte	Silt'e	ʔuftǝkolo6	ʔuftǝkolo	ʔ u f t ə k o l o	silt1240	7.77004	38.1449	Afro-Asiatic	676
3090	150_down	down	Tigre	Tigre	tǝħat1	tǝħat	t ə ħ a t	tigr1270	17.3494	38.2233	Afro-Asiatic	647
3100	150_down	down	Tigrigna	Tigrigna	kǝtač1	kǝtač	k ə t a tʃ	tigr1271	15.3359	38.9266	Afro-Asiatic	647
3110	150_down	down	Wolane	Wolane	tut1	tut	t u t	wola1253	8.23	38.14	Afro-Asiatic	647
3120	150_down	down	Zway	Zway	wɨst5	wɨst	w ɨ s t	zayy1238	8.01148	38.8258	Afro-Asiatic	662
637	37_dreamt	dreamt	Amharic	Amharic	ʔallǝmǝ1	ʔallǝmǝ	ʔ a lː ə m ə	amha1245	11.708182	39.543456	Afro-Asiatic	157
647	37_dreamt	dreamt	Argobba	Argobba	mǝnamhanža2	mǝnamhanža	m ə n a m h a n ʒ a	argo1244	10.6596	39.756	Afro-Asiatic	162
657	37_dreamt	dreamt	Chaha	Chaha	nǝzǝzǝm3	nǝzǝzǝm	n ə z ə z ə m	chah1248			Afro-Asiatic	169
667	37_dreamt	dreamt	Endegagn	Endegagn	nǝzǝzǝ3	nǝzǝzǝ	n ə z ə z ə	eneg1238			Afro-Asiatic	169
677	37_dreamt	dreamt	Ezha	Ezha	nǝzzǝzǝm3	nǝzzǝzǝm	n ə zː ə z ə m	ezha1238			Afro-Asiatic	169
687	37_dreamt	dreamt	Geez	Ge'ez	ħɨlum1	ħɨlum	ħ ɨ l u m	geez1241	10.1342	40.6821	Afro-Asiatic	157
697	37_dreamt	dreamt	Gogot	Gogot	bɨrǝzzǝzǝm3	bɨrǝzzǝzǝm	b ɨ r ə zː ə z ə m					169
707	37_dreamt	dreamt	Gumer	Gumer	nǝzǝzǝm3	nǝzǝzǝm	n ə z ə z ə m	gume1239			Afro-Asiatic	169
717	37_dreamt	dreamt	Gura	Gura	nǝzǝzǝm3	nǝzǝzǝm	n ə z ə z ə m	gura1260			Afro-Asiatic	169
727	37_dreamt	dreamt	Gyeto	Gyeto	bǝrzazašǝ3	bǝrzazašǝ	b ə r z a z a ʃ ə	gyet1241			Afro-Asiatic	169
737	37_dreamt	dreamt	Harari	Harari	bɨrzǝzǝšǝ3	bɨrzǝzǝšǝ	b ɨ r z ə z ə ʃ ə	hara1271	9.30485	42.1332	Afro-Asiatic	169
747	37_dreamt	dreamt	Inor	Inor	nǝzǝzǝ3	nǝzǝzǝ	n ə z ə z ə	inor1240			Afro-Asiatic	169
757	37_dreamt	dreamt	Kistane	Kistane	bɨrǝzǝzǝ3	bɨrǝzǝzǝ	b ɨ r ə z ə z ə	kist1241	8.33561	38.4763	Afro-Asiatic	169
767	37_dreamt	dreamt	Mesqan	Mesqan	bɨrǝzzǝzǝ3	bɨrǝzzǝzǝ	b ɨ r ə zː ə z ə	mesq1240	8.10617	38.3386	Afro-Asiatic	169
777	37_dreamt	dreamt	Muher	Muher	nǝzǝzǝm3	nǝzǝzǝm	n ə z ə z ə m	muhe1234			Afro-Asiatic	169
787	37_dreamt	dreamt	Oromo	Oromo	manaabe2	manaabe	m a n aː b e					162
797	37_dreamt	dreamt	Silte	Silt'e	birǝzǝzǝ3	birǝzǝzǝ	b i r ə z ə z ə	silt1240	7.77004	38.1449	Afro-Asiatic	169
807	37_dreamt	dreamt	Tigre	Tigre	ħallǝm1	ħallǝm	ħ a lː ə m	tigr1270	17.3494	38.2233	Afro-Asiatic	157
817	37_dreamt	dreamt	Tigrigna	Tigrigna	ħalǝmǝ1	ħalǝmǝ	ħ a l ə m ə	tigr1271	15.3359	38.9266	Afro-Asiatic	157
827	37_dreamt	dreamt	Wolane	Wolane	bɨrǝzǝzǝ3	bɨrǝzǝzǝ	b ɨ r ə z ə z ə	wola1253	8.23	38.14	Afro-Asiatic	169
837	37_dreamt	dreamt	Zway	Zway	birǝzǝzǝ3	birǝzǝzǝ	b i r ə z ə z ə	zayy1238	8.01148	38.8258	Afro-Asiatic	169
638	38_dressn	dress (n)	Amharic	Amharic	ќǝmis1	ќǝmis	ќ/kʼ ə m i s	amha1245	11.708182	39.543456	Afro-Asiatic	158
648	38_dressn	dress (n)	Argobba	Argobba	ќemis1	ќemis	ќ/kʼ e m i s	argo1244	10.6596	39.756	Afro-Asiatic	158
658	38_dressn	dress (n)	Chaha	Chaha	ќǝmis1	ќǝmis	ќ/kʼ ə m i s	chah1248			Afro-Asiatic	158
668	38_dressn	dress (n)	Endegagn	Endegagn	ќǝmis1	ќǝmis	ќ/kʼ ə m i s	eneg1238			Afro-Asiatic	158
678	38_dressn	dress (n)	Ezha	Ezha	muluʔɨğɨr2	muluʔɨğɨr	m u l u ʔ ɨ dʒ ɨ r	ezha1238			Afro-Asiatic	173
688	38_dressn	dress (n)	Geez	Ge'ez	ќǝmiś1	ќǝmiś	ќ/kʼ ə m i ś/s	geez1241	10.1342	40.6821	Afro-Asiatic	158
698	38_dressn	dress (n)	Gogot	Gogot	lɨbs3	lɨbs	l ɨ b s					180
708	38_dressn	dress (n)	Gumer	Gumer	ќǝmis1	ќǝmis	ќ/kʼ ə m i s	gume1239			Afro-Asiatic	158
718	38_dressn	dress (n)	Gura	Gura	ќambis1	ќambis	ќ/kʼ a m b i s	gura1260			Afro-Asiatic	158
728	38_dressn	dress (n)	Gyeto	Gyeto	xuğɨr4	xuğɨr	x u dʒ ɨ r	gyet1241			Afro-Asiatic	185
738	38_dressn	dress (n)	Harari	Harari	bombaay5	bombaay	b o m b aay/aːi̯	hara1271	9.30485	42.1332	Afro-Asiatic	189
748	38_dressn	dress (n)	Inor	Inor	mǝrdofa6	mǝrdofa	m ə r d o f a	inor1240			Afro-Asiatic	190
758	38_dressn	dress (n)	Kistane	Kistane	dɨrbǝdɨr7	dɨrbǝdɨr	d ɨ r b ə d ɨ r	kist1241	8.33561	38.4763	Afro-Asiatic	191
768	38_dressn	dress (n)	Mesqan	Mesqan	ќǝmis1	ќǝmis	ќ/kʼ ə m i s	mesq1240	8.10617	38.3386	Afro-Asiatic	158
778	38_dressn	dress (n)	Muher	Muher	ќǝmis1	ќǝmis	ќ/kʼ ə m i s	muhe1234			Afro-Asiatic	158
788	38_dressn	dress (n)	Oromo	Oromo	ʔuffata8	ʔuffata	ʔ u fː a t a					198
798	38_dressn	dress (n)	Silte	Silt'e	ќǝmbissǝ1	ќǝmbissǝ	ќ/kʼ ə m b i sː ə	silt1240	7.77004	38.1449	Afro-Asiatic	158
808	38_dressn	dress (n)	Tigre	Tigre	lɨbǝs3	lɨbǝs	l ɨ b ə s	tigr1270	17.3494	38.2233	Afro-Asiatic	180
818	38_dressn	dress (n)	Tigrigna	Tigrigna	qəmɨŠ1	qəmɨŠ	q ə m ɨ Š/ʃ	tigr1271	15.3359	38.9266	Afro-Asiatic	158
828	38_dressn	dress (n)	Wolane	Wolane	ќǝmis1	ќǝmis	ќ/kʼ ə m i s	wola1253	8.23	38.14	Afro-Asiatic	158
838	38_dressn	dress (n)	Zway	Zway	ќǝmis1	ќǝmis	ќ/kʼ ə m i s	zayy1238	8.01148	38.8258	Afro-Asiatic	158
639	39_drink	drink	Amharic	Amharic	ťǝťťa1	ťǝťťa	ť/tʼ ə ťť/tʼː a	amha1245	11.708182	39.543456	Afro-Asiatic	159
649	39_drink	drink	Argobba	Argobba	sǝča2	sǝča	s ə tʃ a	argo1244	10.6596	39.756	Afro-Asiatic	163
659	39_drink	drink	Chaha	Chaha	sǝćǝ2	sǝćǝ	s ə ć/tʃʼ ə	chah1248			Afro-Asiatic	163
669	39_drink	drink	Endegagn	Endegagn	seććǝ2	seććǝ	s e ćć/tʃʼ ə	eneg1238			Afro-Asiatic	163
679	39_drink	drink	Ezha	Ezha	sǝććǝ2	sǝććǝ	s ə ćć/tʃʼ ə	ezha1238			Afro-Asiatic	163
689	39_drink	drink	Geez	Ge'ez	sǝtyǝ2	sǝtyǝ	s ə t y/j ə	geez1241	10.1342	40.6821	Afro-Asiatic	163
699	39_drink	drink	Gogot	Gogot	sǝććǝm2	sǝććǝm	s ə ćć/tʃʼ ə m					163
709	39_drink	drink	Gumer	Gumer	sɨťǝ2	sɨťǝ	s ɨ ť/tʼ ə	gume1239			Afro-Asiatic	163
719	39_drink	drink	Gura	Gura	sǝćǝ2	sǝćǝ	s ə ć/tʃʼ ə	gura1260			Afro-Asiatic	163
729	39_drink	drink	Gyeto	Gyeto	sǝćǝ2	sǝćǝ	s ə ć/tʃʼ ə	gyet1241			Afro-Asiatic	163
739	39_drink	drink	Harari	Harari	sǝča2	sǝča	s ə tʃ a	hara1271	9.30485	42.1332	Afro-Asiatic	163
749	39_drink	drink	Inor	Inor	sǝćǝ2	sǝćǝ	s ə ć/tʃʼ ə	inor1240			Afro-Asiatic	163
759	39_drink	drink	Kistane	Kistane	sǝććǝ2	sǝććǝ	s ə ćć/tʃʼ ə	kist1241	8.33561	38.4763	Afro-Asiatic	163
769	39_drink	drink	Mesqan	Mesqan	sǝććǝ2	sǝććǝ	s ə ćć/tʃʼ ə	mesq1240	8.10617	38.3386	Afro-Asiatic	163
779	39_drink	drink	Muher	Muher	sǝććǝm2	sǝććǝm	s ə ćć/tʃʼ ə m	muhe1234			Afro-Asiatic	163
789	39_drink	drink	Oromo	Oromo	ɗuge3	ɗuge	ɗ u g e					199
799	39_drink	drink	Silte	Silt'e	sǝče2	sǝče	s ə tʃ e	silt1240	7.77004	38.1449	Afro-Asiatic	163
809	39_drink	drink	Tigre	Tigre	sǝtǝ2	sǝtǝ	s ə t ə	tigr1270	17.3494	38.2233	Afro-Asiatic	163
819	39_drink	drink	Tigrigna	Tigrigna	sǝtǝyǝ2	sǝtǝyǝ	s ə t ə y/j ə	tigr1271	15.3359	38.9266	Afro-Asiatic	163
829	39_drink	drink	Wolane	Wolane	sǝče2	sǝče	s ə tʃ e	wola1253	8.23	38.14	Afro-Asiatic	163
839	39_drink	drink	Zway	Zway	sǝči2	sǝči	s ə tʃ i	zayy1238	8.01148	38.8258	Afro-Asiatic	163
640	40_dryadj	dry (adj)	Amharic	Amharic	dǝrǝќ1	dǝrǝќ	d ə r ə kʼ	amha1245	11.708182	39.543456	Afro-Asiatic	160
650	40_dryadj	dry (adj)	Argobba	Argobba	dǝrǝќa1	dǝrǝќa	d ə r ə ќ/kʼ a	argo1244	10.6596	39.756	Afro-Asiatic	160
