COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
1-18																		b ə r	
65-18																		kʼ ə	
163-18																		s ə b ə	
212-18																		ʔ a zː o	
244-18																		ʔ a r a	
248-18																		m ɨ n	
293-18																		b ə	
373-18																		m ɨ n	
408-18																		kʼ ə	
414-18																		kʼ ə	
601-18																		kʼ ə	
642-18																		m ɨ n	
60-18																		kʼ ə	
115-18																		m ɨ n	
209-18																		m ɨ n	
242-18																		m ɨ n	
415-18																		m ɨ n	
450-18																		kʼ ə	
490-18																		kʼ ə	
638-18																		m ɨ n	
645-18																		kʼ ə	
75-18																		ʔ ɨ l	
160-18																		ʔ a o	
208-18																		ʔ a r a	
214-18																		kʼ ə	
218-18																		ʔ ɨ l	
378-18																		m ɨ n	
379-18																		kʼ ə	
497-18																		kʼ ə	
646-18																		kʼ ə	
164-18																		b ə	
210-18																		kʼ ə b o	
215-18																		m ɨ n	
256-18																		kʼ ə	
285-18																		m ɨ n	
332-18																		kʼ ə	
380-18																		ʔ a zː o	
412-18																		m ɨ n	
496-18																		ʔ a g ə	
64-18																		kʼ ə	
67-18																		kʼ ə	
169-18																		kʼ ə b o	
251-18																		m ɨ n	
294-18																		kʼ ə	
461-18																		kʼ ə	
547-18																		kʼ ə	
597-18																		ʔ ɨ n g ə	
655-18																		m ɨ n	
7-18																		ʔ a zː o	
158-18																		kʼ ə	
168-18																		ʔ a s ə	
61-19																			b u n
63-19																			ʔ u t
107-19																			m ɨ n
112-19																			m ɨ n
331-19																			m ɨ n
377-19																			s ə b ə
381-19																			ʔ a zː o
417-19																			ʔ a zː o
451-19																			m ɨ n
454-19																			ʔ a t
484-19																			ʔ u t
535-19																			ʔ a t
543-19																			ʔ a t
593-19																			m ɨ n
640-19																			m ɨ n
1-19																			s ə t
65-19																			ʔ a t
163-19																			m ɨ n
212-19																			ʔ a zː o
244-19																			ʔ a zː o
248-19																			ʔ a t
293-19																			m ə t
373-19																			m ɨ n
408-19																			m ɨ n
414-19																			ʔ a r i
601-19																			ʔ a zː o
642-19																			m ɨ n
60-19																			s ə b
115-19																			m ɨ n
209-19																			m ɨ n
242-19																			ʔ a t
415-19																			m ɨ n
450-19																			m ɨ n
490-19																			m ɨ n
638-19																			ʔ u t
645-19																			kʼ ə t
75-19																			ʔ a t
160-19																			m ɨ n
208-19																			ʔ a zː o
214-19																			ʔ a zː o
218-19																			ʔ a t
378-19																			ʔ a zː o
379-19																			m ɨ n
409-19																			ʔ a t
497-19																			ʔ u t
646-19																			ʔ a zː o
164-19																			m ə t
210-19																			m ɨ n
215-19																			ʔ a zː o
256-19																			ʔ a t
285-19																			m ɨ n
380-19																			ʔ a zː o
412-19																			m ɨ n
496-19																			ʔ ai̯ t e
64-19																			ʔ a t
67-19																			ʔ u t
169-19																			m ə t
251-19																			ʔ a t
294-19																			m ɨ n
461-19																			ʔ u t
547-19																			ʔ a t
597-19																			ʔ a t
7-19																			ʔ a zː o
158-19																			s ə b ə
168-19																			ʔ a t
