COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
169-13													Ø ə ə Ø ə						
251-13													Ø Ø kʼ						
294-13													m Ø kʼ Ø Ø i						
461-13													Ø Ø d Ø						
547-13													w Ø Ø a t						
597-13													ʔ ə m ə Ø ə						
655-13													m Ø Ø Ø s Ø t						
7-13													ʔ a l g ə						
158-13													kʼ ə m Ø s						
168-13													ʔ u m a r						
61-14														d ə m					
63-14														a d ɨ m Ø					
107-14														g a m i l a					
112-14														d a b ə Ø a					
331-14														n Ø g Ø Ø s					
377-14														b Ø ə kʼ Ø l Ø					
381-14														a d Ø					
417-14														Ø Ø Ø					
451-14														s ə b t Ø					
454-14														ʔ a Ø Ø ɨ Ø Ø Ø					
484-14														s ɨ d ɨ s t					
535-14														a Ø ɨ Ø Ø					
543-14														s Ø s t					
593-14														ʔ a m Ø s					
640-14														m Ø a Ø					
1-14														d aː Ø ə Ø ə					
65-14														d Ø aː					
163-14														s ə Ø Ø ə					
212-14														i n					
244-14														ʔ a Ø b Ø t Ø					
248-14														m Ø l a					
293-14														Ø ə Ø ə Ø					
373-14														kʼ ɨ m a l					
408-14														b o Ø a					
414-14														d aː b a kʼ Ø a					
601-14														ʔ Ø Ø o b Ø Ø Ø					
642-14														n ɨ Ø a s					
60-14														n ə Ø ə s ə					
115-14														Ø Ø Ø a m					
209-14														s ə Ø Ø Ø t					
242-14														ʔ a m ɨ s t					
415-14														Ø ɨ Ø a b					
450-14														Ø ə Ø Ø Ø Ø					
490-14														t Ø Ø Ø ə					
638-14														s ɨ Ø i Ø					
645-14														kʼ a l					
75-14														ʔ a m b ɨ l Ø					
160-14														d ə Ø ə kʼ Ø					
208-14														ʔ ɨ n kʼ Ø Ø l Ø					
214-14														ʔ a b Ø					
218-14														ɨ Ø ɨ Ø					
378-14														ʔ a n g Ø ə Ø Ø					
379-14														Ø a Ø ə Ø					
409-14														Ø a Ø t ə Ø ə					
497-14														t ə Ø Ø n					
598-14														Ø Ø t Ø					
646-14														ʔ a Ø Ø ə					
164-14														b a k Ø Ø ə					
210-14														d ə Ø Ø ə Ø Ø					
215-14														ʔ t b Ø Ø					
256-14														t Ø mː a					
285-14														m ɨ Ø a d					
332-14														ʔ Ø g ɨ Ø					
380-14														ʔ Ø Ø a Ø					
412-14														s a Ø ɨ n Ø					
496-14														Ø Ø Ø s ə n b ə t					
64-14														d a Ø o					
169-14														b Ø Ø aː Ø aː aː					
251-14														Ø ai̯ kʼ					
294-14														m Ø Ø kʼ Ø Ø					
461-14														Ø d					
547-14														w ə Ø a Ø					
597-14														ʔ i Ø m ə ɲ ə					
655-14														m ɨ Ø Ø s Ø t					
7-14														ʔ a l g					
158-14														kʼ aː m Ø s Ø					
168-14														ʔ Ø m a Ø					
61-15															d ə m				
63-15															ʔ aː ʃ ɨ m				
107-15															g a m i l ə				
112-15															d a b ə n ə				
331-15															n ɨ g ə u s				
377-15															b ə kʼ n l i				
381-15															ʔ ə Ø a				
417-15															r u z				
451-15															s ə b a ə t				
454-15															ʔ a Ø ɨ r				
484-15															s ɨ d ɨ s t				
535-15															ʔ ə s ɨ r a				
543-15															s u tʃː s t				
593-15															ʔ ə m u s				
640-15															m ə a n ə				
1-15															d ə b u l ə				
65-15															t u b				
163-15															s ə Ø a ə				
212-15															ʔ i n				
244-15															ʔ a r b ə ə t				
248-15															m u l ə				
293-15															f ə r ə z				
373-15															kʼ ə ɨ m ə l				
414-15															d tʃː b ə ʔ ʔ ə				
601-15															ʔ ɨ r b a a				
642-15															n ɨ f aː s				
60-15															n ə Ø ə s ə a				
115-15															h i l aː ə m				
209-15															s ɨ m ɨ t				
242-15															ʔ a m ɨ s t				
415-15															z ɨ n aː b				
450-15															z ə r				
490-15															a u b a ə				
638-15															s ɨ n u				
645-15															kʼ aː l				
75-15															ʔ aː m b i l				
160-15															d ə r u kʼ a				
214-15															ʔ aː b a				
218-15															ʔ ɨ ə z ɨ n				
378-15															ʔ a n g u t				
379-15															z a a u				
409-15															ʔ ə t ə r i				
497-15															t u n				
646-15															ʔ aː t ə				
164-15															b ə k ə ə				
210-15															d ə ə n i				
215-15															ʔ ə a i b i t				
256-15															t u m a				
285-15															m ɨ d a d				
332-15															ʔ ɨ dʒ ɨ r				
380-15															ʔ ə				
412-15															s a h ɨ n				
496-15															a a a s ə n b ə t				
67-15															w i r				
169-15															b ɨ r a u z u				
251-15															f i kʼ ə				
294-15															m u kʼ				
461-15															t u				
547-15															ʔ uː z a a				
655-15															ɨ ʃ t				
158-15															kʼ ə m i s				
168-15															ʔ u m a r				
61-16																Ø ə m			
63-16																ʔ a r Ø ɨ m ə			
107-16																b ə m a j ə			
112-16																Ø a ɲ ə n a			
331-16																m ɨ b s			
377-16																b ə a kʼ ə kʼ j Ø			
381-16																ʔ a ə ə Ø Ø			
417-16																r Ø			
451-16																s aː ə b ə t			
454-16																Ø ə r ɨ r ə			
484-16																s ɨ Ø ɨ s t ə ə			
535-16																ʔ a r ɨ r ə Ø			
543-16																s Ø ə kʼ s t			
593-16																Ø a m ə s			
640-16																m a m			
65-16																t b ə			
163-16																s ə s aː			
212-16																ʔ i n ə			
244-16																ʔ ə r b Ø a t ə			
248-16																m u j ə Ø ə			
293-16																Ø ə r ə r			
373-16																kʼ ə a m ə j			
408-16																b a kʼ ə r ə			
414-16																Ø ɨ b ə ə u ə			
601-16																ʔ ə r b a ə			
642-16																m ɨ Ø a s			
209-16																s a ə u ə t Ø			
242-16																ʔ m ɨ s t			
415-16																Ø ɨ n a ɲ			
450-16																Ø ə r Ø			
638-16																s ɨ ə əi̯			
75-16																ʔ a m kʼ ɨ ʔ			
208-16																ʔ ɨ m kʼ Ø kʼ ə			
214-16																ʔ a b			
218-16																ʔ ɨ m Ø ɨ n ə			
409-16																ʔ a t aː r ɨ			
497-16																s ə n			
598-16																h ə t			
646-16																ʔ s aː			
256-16																s u m a			
332-16																ʔ ɨ b ɨ r			
496-16																h h r s ə m b ə t			
67-16																ʔ a r			
655-16																m a Ø ə ʃ t			
61-17																	d ə m		
63-17																	ʔ Ø s u m kʼ		
107-17																	Ø Ø m o Ø a		
112-17																	d Ø m ə n Ø		
331-17																	Ø u Ø Ø s kʼ		
377-17																	b kʼ o kʼ Ø Ø Ø		
381-17																	ʔ Ø kʼ kʼ kʼ d kʼ		
417-17																	r u Ø		
451-17																	s o kʼ kʼ kʼ b Ø t		
454-17																	Ø Ø kʼ Ø u r kʼ kʼ		
484-17																	s u s u s t kʼ kʼ		
535-17																	ʔ Ø mː u r kʼ		
543-17																	s o kʼ kʼ s t kʼ		
593-17																	ʔ a m Ø s		
640-17																	m Ø Ø kʼ		
1-17																	d ə Ø ə ʔ aː		
65-17																	s u kʼ kʼ kʼ kʼ		
163-17																	s ə mː kʼ aː kʼ		
212-17																	ʔ əi̯ n		
244-17																	ʔ Ø r b kʼ kʼ Ø t		
248-17																	m u Ø Ø Ø		
293-17																	Ø ə r ə Ø		
373-17																	kʼ kʼ u m a Ø		
408-17																	b Ø kʼ r Ø		
414-17																	d ɨ b Ø Ø Ø		
601-17																	ʔ Ø r Ø Ø kʼ Ø kʼ		
642-17																	n ɨ Ø Ø s		
60-17																	Ø ə Ø ə s Ø Ø		
115-17																	Ø Ø Ø m		
209-17																	s ɨ s kʼ ɨ kʼ t		
415-17																	Ø u n Ø b		
450-17																	Ø ə r Ø kʼ		
638-17																	s ɨ r kʼ kʼ i kʼ		
645-17																	kʼ a l		
75-17																	ʔ Ø m kʼ ɨ Ø		
214-17																	ʔ Ø b Ø kʼ		
218-17																	ʔ u Ø Ø u n		
409-17																	Ø Ø kʼ t o r Ø		
598-17																	kʼ kʼ Ø o t		
164-17																	b ə Ø kʼ Ø		
332-17																	Ø ɨ kʼ Ø u r		
412-17																	s a Ø ɨ Ø		
496-17																	kʼ kʼ kʼ r s ə Ø b ə mː		
158-17																	kʼ ə m i s		
61-18																		d ə m	
63-18																		ʔ a ʃ ɨ	
107-18																		g a m i l ə	
112-18																		d ə b ə n ə	
331-18																		n ɨ g u s	
377-18																		b ə kʼ l	
381-18																		ʔ a d	
417-18																		r u z	
451-18																		s ai̯ b a t	
454-18																		ʔ a Ø ɨ r	
484-18																		s ɨ d ɨ s t	
535-18																		ʔ a Ø ɨ r	
543-18																		s Ø Ø s t	
593-18																		ʔ a m u s	
640-18																		m a n ə	
1-18																		d e b e r a	
65-18																		m u b ə ə	
163-18																		s ə tʼ ʔ a	
212-18																		ʔ i n	
244-18																		ʔ a r b ə t	
248-18																		m u l a	
293-18																		f ə r ə z	
373-18																		kʼ ə ɨ m a l	
408-18																		b u r ə	
414-18																		d Ø b a kʼ a	
601-18																		ʔ ɨ r b	
642-18																		n ɨ f a s	
60-18																		n e f e s a	
115-18																		ʔ l a m	
209-18																		s ɨ m ə Ø ə t	
242-18																		ʔ a m ɨ s t	
415-18																		z ɨ n a b	
450-18																		z ə r	
490-18																		Ø b a	
638-18																		s ɨ i r	
645-18																		kʼ a l	
75-18																		ʔ a m f i l	
160-18																		d ə r e kʼ	
208-18																		ʔ ɨ n kʼ w i Ø ə	
214-18																		ʔ a b Ø	
218-18																		ʔ ɨ z ɨ n	
378-18																		ʔ a n g ə t	
379-18																		z e i e i	
497-18																		t ə n	
646-18																		ʔ ə ai̯	
164-18																		b e kʼ ʔ a	
210-18																		d ai̯ ʔ ai̯ n	
215-18																		ʔ a n b i	
256-18																		t u m ə	
285-18																		m ɨ d a d	
332-18																		ʔ ɨ g Ø r	
380-18																		ʔ ə ʔ b a	
412-18																		s a i n	
496-18																		w n r s ə n b ə t	
64-18																		d a n ə o	
67-18																		w ɨ r	
169-18																		b i t e z e	
251-18																		f i kʼ o Ø	
294-18																		m Ø kʼ	
461-18																		ʔ m i	
547-18																		w ɨ z ai̯ t	
597-18																		ʔ eː ʔ ʔ o m ə r ə	
655-18																		m ɨ ʃ t	
7-18																		ʔ a l g ə	
158-18																		kʼ e m i s	
168-18																		ʔ u m a r	
61-19																			d ə m
63-19																			ʔ a t ɨ m
107-19																			g a m i l a
112-19																			d ə b ə n a
331-19																			n ɨ g w u s
377-19																			b aː kʼ l a
381-19																			ʔ a d
417-19																			r u z
451-19																			s ə b a t
454-19																			ʔ a t ɨ r
484-19																			s ɨ d ɨ s t
535-19																			ʔ a s ɨ r
543-19																			s i s t
593-19																			ʔ a m u s
640-19																			m ə
1-19																			d aː b ai̯ l ai̯
65-19																			t u b
163-19																			s aː t ə
212-19																			ʔ ai̯ n
244-19																			ʔ a r b ə t
248-19																			m u l a
293-19																			f ə r ə z
373-19																			kʼ ɨ m a l
408-19																			b o r a
414-19																			d u b a ʔ u ʔ a
601-19																			ʔ ə r u b
642-19																			n ɨ f ə s
60-19																			n aː f ə s ai̯
115-19																			ʔ l a m
209-19																			s m t
242-19																			ʔ a m ɨ s t
415-19																			z ɨ n a b
450-19																			z ə r
490-19																			t ə b i
638-19																			s ɨ r e
645-19																			kʼ ə l
75-19																			ʔ ə m b ɨ l
160-19																			d ə r ə kʼ
208-19																			ʔ ɨ n kʼ w i l ə
214-19																			ʔ ə b
218-19																			ʔ ɨ n z ɨ n
378-19																			ʔ a n g ə t
379-19																			z ə ə
409-19																			g a t aː r
497-19																			t aː n
646-19																			ʔ a ə
164-19																			b aː k i
210-19																			d ai̯ ə n
215-19																			ʔ a j i b ə t
256-19																			t u mː o
285-19																			m ɨ d a d
380-19																			ʔ aː w a
412-19																			s a j n
496-19																			w s ə n b ə t
64-19																			d a u
67-19																			w ɨ r
169-19																			b ə r aː z aː z ai̯
251-19																			f i o kʼ
294-19																			m u kʼ
461-19																			t e
547-19																			w ɨ z ə t
597-19																			ʔ aː o m aː a
7-19																			ʔ ə l g ə
158-19																			kʼ aː m i s
168-19																			ʔ u m ə r
