COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
298-6						Ø Ø Ø Ø													
486-6						Ø Ø Ø Ø Ø Ø Ø													
211-6						Ø Ø Ø Ø Ø													
333-6						Ø Ø Ø Ø Ø Ø													
334-6						Ø Ø Ø Ø Ø Ø Ø													
612-6						Ø Ø Ø Ø Ø Ø Ø													
289-6						Ø Ø Ø Ø Ø Ø													
326-6						Ø Ø Ø Ø Ø Ø													
594-6						g ɨː Ø ɨː Ø Ø													
154-6						Ø Ø Ø Ø Ø Ø Ø Ø Ø													
286-6						Ø Ø Ø Ø Ø Ø Ø													
418-6						Ø Ø Ø Ø Ø Ø Ø													
615-6						Ø Ø													
288-6						Ø Ø Ø Ø Ø Ø													
5-6						g Ø Ø Ø Ø													
61-7							Ø ɨ Ø												
63-7							Ø Ø Ø Ø												
107-7							Ø Ø ɨ Ø												
112-7							Ø Ø Ø												
331-7							Ø Ø Ø s												
377-7							Ø Ø Ø ɨ Ø												
381-7							Ø Ø Ø												
417-7							Ø Ø Ø												
451-7							s ɨ w Ø												
454-7							Ø Ø Ø Ø												
484-7							s Ø Ø Ø s Ø												
535-7							Ø Ø s Ø Ø												
543-7							s s Ø												
593-7							Ø Ø Ø Ø s												
640-7							Ø Ø Ø												
1-7							Ø ɨ Ø ɨ Ø ɨ												
65-7							Ø Ø												
163-7							s ɨ Ø ɨ												
212-7							Ø Ø Ø												
244-7							Ø Ø Ø												
248-7							Ø Ø Ø												
293-7							Ø ɨ Ø ɨ Ø												
373-7							Ø Ø Ø												
408-7							Ø Ø												
414-7							Ø Ø w												
601-7							Ø ɨ Ø												
642-7							Ø Ø Ø Ø Ø s												
60-7							Ø ɨ Ø ɨ s Ø												
115-7							Ø Ø Ø												
209-7							s Ø w Ø												
242-7							Ø Ø Ø s Ø												
415-7							Ø Ø Ø Ø												
450-7							Ø ɨ Ø Ø Ø												
490-7							Ø ɨ Ø w ɨ												
638-7							s Ø Ø												
645-7							Ø Ø Ø												
75-7							Ø Ø Ø Ø Ø Ø												
160-7							Ø ɨ Ø ɨ Ø												
208-7							Ø Ø Ø w Ø												
214-7							Ø Ø Ø												
218-7							Ø Ø Ø Ø Ø												
378-7							Ø Ø Ø Ø ɨ Ø												
379-7							Ø ɨ Ø ɨ												
409-7							Ø Ø Ø Ø Ø												
497-7							Ø ɨ Ø												
598-7							Ø Ø												
646-7							Ø Ø												
164-7							Ø ɨ Ø ɨ												
210-7							Ø ɨ Ø w Ø												
215-7							Ø Ø Ø Ø ɨ												
256-7							Ø Ø Ø												
285-7							Ø Ø Ø Ø												
332-7							Ø ɨ Ø Ø Ø												
380-7							Ø Ø Ø w												
412-7							s ɨ Ø Ø Ø												
496-7							w Ø Ø Ø Ø s ɨ Ø Ø ɨ Ø Ø Ø Ø Ø												
64-7							Ø Ø Ø												
67-7							w Ø Ø												
169-7							Ø Ø ɨ Ø ɨ Ø ɨ												
251-7							Ø Ø Ø ɨ Ø Ø												
294-7							Ø Ø ɨ Ø												
461-7							Ø												
547-7							w Ø Ø Ø Ø												
597-7							Ø ɨ Ø ɨ Ø												
655-7							Ø Ø Ø Ø												
7-7							Ø Ø Ø												
158-7							Ø Ø Ø s												
168-7							Ø Ø Ø Ø Ø												
296-7							Ø Ø Ø Ø Ø												
372-7							Ø ɨ Ø Ø ɨ Ø												
374-7							Ø Ø Ø												
385-7							w Ø Ø ɨ Ø												
411-7							Ø Ø Ø Ø s												
500-7							Ø Ø Ø Ø Ø												
6-7							Ø ɨ Ø Ø Ø Ø Ø												
17-7							Ø Ø Ø Ø												
123-7							Ø ɨ Ø ɨ												
252-7							Ø Ø Ø												
421-7							Ø Ø Ø ɨ												
448-7							Ø Ø Ø Ø s ɨ Ø Ø ɨ Ø												
449-7							Ø Ø Ø Ø ɨ Ø												
491-7							Ø Ø Ø												
545-7							Ø Ø Ø												
596-7							Ø ɨ Ø ɨ												
653-7							Ø ɨ Ø Ø Ø												
8-7							Ø ɨ Ø ɨ Ø												
254-7							Ø Ø Ø Ø												
290-7							Ø Ø Ø Ø Ø												
460-7							Ø Ø Ø Ø												
489-7							w Ø Ø Ø Ø												
552-7							Ø Ø Ø Ø Ø												
652-7							Ø Ø Ø												
3-7							Ø Ø Ø Ø Ø ɨ												
119-7							Ø Ø Ø Ø Ø Ø												
298-7							Ø Ø Ø												
340-7							Ø ɨ Ø Ø ɨ												
458-7							Ø ɨ Ø Ø ɨ Ø ɨ												
459-7							Ø Ø s												
486-7							Ø Ø Ø Ø												
607-7							Ø Ø w												
609-7							Ø Ø Ø												
10-7							Ø Ø Ø Ø Ø												
15-7							Ø Ø Ø Ø Ø Ø Ø												
18-7							Ø Ø Ø Ø Ø												
73-7							Ø Ø Ø Ø Ø												
76-7							Ø Ø Ø w s Ø												
110-7							Ø ɨ Ø ɨ												
121-7							Ø Ø Ø												
152-7							Ø Ø Ø												
167-7							Ø Ø Ø												
255-7							Ø w Ø ɨ Ø ɨ												
297-7							Ø Ø Ø Ø ɨ Ø												
299-7							Ø Ø Ø Ø ɨ Ø												
338-7							Ø Ø Ø Ø Ø Ø												
342-7							Ø Ø Ø Ø												
344-7							Ø s Ø												
410-7							Ø Ø Ø Ø Ø												
540-7							Ø Ø Ø												
550-7							Ø Ø Ø Ø Ø												
153-7							w ɨ Ø ɨ Ø Ø Ø Ø												
219-7							Ø Ø Ø												
250-7							w Ø Ø												
301-7							Ø Ø Ø Ø												
326-7							Ø ɨ Ø Ø Ø Ø												
74-7							Ø w Ø Ø												
120-7							Ø Ø Ø Ø												
122-7							Ø w Ø												
220-7							Ø w Ø												
245-7							Ø Ø Ø												
300-7							Ø Ø Ø												
341-7							Ø Ø Ø Ø Ø												
549-7							Ø ɨ Ø Ø Ø Ø Ø Ø Ø												
610-7							Ø Ø Ø Ø Ø Ø												
643-7							Ø Ø Ø w Ø												
118-7							Ø Ø												
221-7							Ø Ø Ø												
420-7							Ø Ø w Ø Ø Ø												
455-7							Ø Ø Ø Ø												
495-7							Ø Ø Ø												
61-8								Ø a Ø											
63-8								Ø Ø Ø Ø Ø											
107-8								Ø Ø Ø ɨ Ø Ø											
112-8								Ø Ø w Ø Ø											
331-8								Ø Ø w s											
377-8								Ø ɨ Ø											
381-8								Ø											
417-8								Ø Ø Ø											
451-8								s Ø Ø											
454-8								Ø Ø Ø Ø Ø											
484-8								s Ø Ø Ø s											
535-8								Ø Ø Ø Ø Ø											
543-8								s s											
593-8								Ø Ø Ø s											
640-8								Ø w Ø											
1-8								Ø a Ø a Ø a Ø											
65-8								Ø Ø w											
163-8								s a Ø											
212-8								Ø											
244-8								Ø Ø Ø Ø											
248-8								Ø Ø Ø											
293-8								Ø a Ø a Ø											
373-8								Ø Ø Ø Ø Ø											
408-8								Ø w Ø Ø											
414-8								Ø Ø Ø Ø											
601-8								Ø ɨ Ø Ø											
642-8								Ø Ø Ø s											
60-8								a Ø a s a Ø											
115-8								Ø Ø Ø											
209-8								s Ø Ø i											
242-8								Ø Ø Ø s											
415-8								Ø Ø Ø Ø Ø											
450-8								Ø Ø											
490-8								ɨ Ø w a Ø											
638-8								s Ø											
645-8								Ø Ø Ø											
75-8								Ø Ø Ø Ø Ø											
160-8								Ø ɨ Ø a Ø											
208-8								Ø i Ø w Ø Ø											
214-8								Ø Ø Ø											
218-8								Ø Ø Ø Ø Ø											
378-8								Ø Ø a Ø											
379-8								Ø a Ø a											
409-8								Ø Ø Ø Ø Ø											
497-8								Ø ɨ Ø											
598-8								Ø w Ø											
646-8								Ø Ø Ø											
164-8								a Ø a Ø											
210-8								Ø a Ø a Ø											
215-8								Ø Ø Ø Ø a											
256-8								Ø Ø Ø											
285-8								Ø Ø Ø Ø Ø											
332-8								Ø Ø Ø											
380-8								Ø Ø w Ø											
412-8								s Ø Ø Ø Ø											
496-8								w s											
64-8								Ø Ø Ø Ø											
67-8								w Ø Ø											
169-8								a Ø a Ø a											
251-8								Ø i Ø											
294-8								a Ø w Ø a											
461-8								Ø											
547-8								w Ø Ø Ø Ø											
597-8								Ø a Ø											
655-8								Ø Ø Ø Ø											
7-8								Ø Ø Ø Ø Ø											
158-8								Ø a Ø i s											
168-8								Ø Ø Ø Ø											
296-8								a w Ø											
374-8								Ø Ø Ø											
385-8								w Ø Ø a Ø											
500-8								Ø i Ø i Ø											
6-8								Ø a Ø Ø Ø Ø Ø											
17-8								Ø Ø Ø Ø											
123-8								Ø Ø a											
252-8								Ø Ø											
421-8								Ø Ø Ø a											
448-8								Ø Ø Ø s a Ø a											
449-8								Ø Ø Ø a											
545-8								Ø Ø											
596-8								a Ø a											
653-8								Ø a i											
4-8								Ø Ø a											
8-8								Ø a Ø a Ø Ø											
254-8								Ø Ø Ø											
290-8								Ø Ø Ø a Ø a Ø											
339-8								Ø a Ø i Ø											
460-8								Ø Ø i											
489-8								Ø Ø Ø Ø Ø											
552-8								Ø i											
652-8								Ø Ø a Ø											
3-8								Ø Ø Ø a											
119-8								Ø Ø Ø Ø Ø											
298-8								Ø Ø Ø											
340-8								Ø a Ø a											
458-8								Ø a Ø a Ø a											
459-8								Ø Ø s											
607-8								Ø Ø Ø											
609-8								Ø i Ø Ø											
10-8								Ø Ø Ø Ø											
15-8								Ø Ø Ø i Ø											
18-8								Ø i Ø Ø											
73-8								Ø a Ø a Ø a											
76-8								Ø w s Ø											
121-8								Ø Ø Ø a											
167-8								Ø Ø a											
255-8								Ø w a Ø a											
297-8								Ø Ø Ø a Ø											
299-8								Ø Ø Ø a Ø											
338-8								Ø a Ø Ø Ø											
342-8								Ø Ø Ø											
344-8								Ø a s a Ø											
410-8								Ø Ø Ø i Ø Ø											
540-8								Ø Ø Ø											
550-8								a Ø Ø Ø											
219-8								Ø a Ø Ø											
250-8								Ø Ø Ø a Ø a Ø											
301-8								Ø Ø a Ø Ø											
74-8								Ø w a Ø											
120-8								Ø Ø Ø Ø											
122-8								Ø Ø w Ø											
220-8								Ø w Ø Ø											
245-8								Ø Ø Ø											
300-8								Ø Ø											
341-8								Ø a Ø a Ø a											
549-8								Ø Ø Ø Ø											
610-8								Ø Ø Ø Ø Ø											
643-8								Ø Ø Ø ɨ											
118-8								Ø a a											
221-8								Ø a Ø a Ø a											
420-8								Ø Ø Ø Ø											
455-8								Ø Ø Ø Ø											
495-8								Ø Ø											
498-8								Ø Ø a Ø a Ø											
61-9									n ə m										
63-9									Ø a Ø e m e										
107-9									g a m i Ø a										
112-9									n a b ɨ Ø a										
331-9									ə g e w s e										
377-9									b e ə Ø e a Ø										
381-9									Ø a e e n e										
417-9									g Ø z										
451-9									s ə e e e b a e										
454-9									Ø a e Ø ə g e e										
484-9									s n s e e										
535-9									Ø a s g e e										
543-9									s a e e s e										
593-9									Ø a m e ə s										
640-9									m e a e										
1-9									b i b ə g ə e										
65-9									Ø b e e e										
163-9									s ə e e ɨ										
212-9									Ø ə e										
244-9									Ø a g i e e e										
248-9									m e ə Ø e e a										
293-9									Ø ə g ə z										
373-9									Ø e m a										
408-9									b e e g a										
414-9									n ə b a e e e a										
601-9									Ø ɨ g w e e e e										
642-9									e e Ø a s										
60-9									ə Ø ə s ə e										
209-9									s ə e e e										
242-9									Ø a s e										
415-9									z Ø a b										
490-9									Ø ɨ b e e i e										
638-9									s a e e ɨ e										
645-9									Ø a Ø										
75-9									Ø a m b a Ø e										
160-9									n ə Ø ə Ø e										
208-9									Ø a Ø a e										
214-9									Ø a b e e										
218-9									Ø a z a Ø e										
378-9									Ø a g e ə n e										
379-9									z ɨ Ø e ə e										
409-9									g e ə w ə										
497-9									Ø a e e										
598-9									j e w e e										
646-9									Ø a e j ə e										
164-9									b a Ø e a e										
210-9									ə j e ə Ø										
215-9									Ø a e ə b a n										
256-9									Ø Ø e a										
285-9									m Ø a n										
332-9									Ø ə e g ə g e										
380-9									Ø i e e w e										
412-9									s a j a e										
496-9									w e e e e s ə b ə e e e e										
64-9									n a b e e										
67-9									w a e e Ø e										
169-9									e z ə z ə w ə										
251-9									Ø Ø e										
294-9									e e m e w ɨ Ø e e e e										
461-9									e e Ø a										
547-9									w ə z a Ø										
597-9									Ø w e e e ə i										
655-9									m a e e Ø e Ø										
7-9									Ø a Ø g a										
168-9									Ø a m a Ø										
296-9									ɨ j e a e										
372-9									g ɨ Ø ɨ g										
374-9									b ɨ Ø w Ø e e e										
375-9									s ə j e e										
385-9									w a Ø ə Ø										
411-9									e e a g e e a s										
500-9									Ø a m a Ø e										
541-9									Ø ə Ø Ø										
6-9									m ə Ø g a m a										
17-9									Ø a j a Ø										
113-9									b Ø Ø e										
123-9									s a m a e e										
252-9									ɨ Ø ə j e										
421-9									b a Ø ə										
448-9									Ø ə e a e s a b ɨ j										
491-9									n g ə										
545-9									j ə m e										
596-9									ə g ɨ										
653-9									b a Ø a b										
4-9									g e n e e i										
8-9									Ø ɨ b ɨ Ø e e e										
254-9									Ø a m e a Ø e										
339-9									b a Ø e Ø e										
489-9									b e Ø Ø e a										
552-9									Ø a e e e										
652-9									Ø e e Ø e e e a										
119-9									Ø a g a Ø a										
298-9									e e e Ø Ø										
340-9									g e a Ø a										
458-9									e a g a a										
459-9									Ø a e e Ø e e a										
486-9									ə Ø ə Ø ə e										
607-9									Ø a j w a										
609-9									Ø a j a										
10-9									Ø Ø e ə Ø										
15-9									Ø a Ø e a e										
18-9									a Ø w										
73-9									Ø Ø e Ø w										
76-9									e e m w a s a										
110-9									b a Ø a										
121-9									Ø a Ø a										
167-9									g a a										
255-9									Ø w a e Ø a										
297-9									g Ø e a Ø										
299-9									g Ø e a Ø										
338-9									e a Ø e e										
342-9									m ə a										
344-9									Ø a s a m										
550-9									g a w Ø a Ø										
612-9									Ø a Ø e Ø a e										
219-9									Ø a Ø										
301-9									Ø Ø Ø a Ø a										
74-9									w a Ø a										
120-9									a Ø g a										
220-9									Ø w a Ø										
245-9									Ø ə w ə Ø ə										
300-9									j a Ø e										
341-9									Ø Ø e e a m e e										
610-9									m a Ø e Ø a Ø										
118-9									Ø a a										
221-9									Ø Ø Ø										
420-9									Ø Ø e Ø a Ø										
61-10										d aː Ø									
63-10										ʔ aː Ø Ø Ø									
107-10										g Ø Ø u l									
112-10										d b aː Ø									
331-10										Ø u g Ø Ø									
377-10										b aː kʼ u l Ø									
381-10										aː Ø									
417-10										r Ø Ø									
451-10										Ø u b Ø ʔ									
454-10										aː ʔ Ø r									
484-10										Ø Ø d Ø Ø Ø									
535-10										aː Ø Ø r									
543-10										Ø u Ø Ø									
593-10										ʔ Ø u Ø									
640-10										Ø u r									
1-10										d u b aː r aː Ø									
65-10										Ø Ø Ø									
163-10										Ø aː a									
212-10										Ø Ø									
244-10										aː r b u Ø									
248-10										Ø Ø l Ø									
293-10										Ø aː r aː Ø									
373-10										kʼ u Ø l									
408-10										b i r									
414-10										d e b a Ø u l aː									
601-10										ʔ ɨ r Ø b									
115-10										ʔ Ø l Ø									
209-10										Ø i Ø Ø Ø Ø									
242-10										aː Ø Ø Ø Ø									
415-10										Ø Ø r aː b									
490-10										Ø u b ʔ a Ø									
160-10										d aː r aː kʼ									
208-10										Ø Ø kʼ Ø l ə Ø									
218-10										ə Ø Ø e Ø									
378-10										Ø g ə d									
379-10										Ø Ø ʔ aː ɲ									
497-10										Ø aː Ø									
598-10										ʔ Ø Ø									
646-10										aː									
164-10										b Ø kʼ Ø Ø Ø Ø									
210-10										Ø ə n ʔ ə r Ø									
256-10										Ø Ø Ø									
285-10										r Ø Ø d									
380-10										a n aː ʔ									
412-10										Ø aː n Ø Ø									
64-10										d aː Ø i									
169-10										b Ø Ø Ø aː Ø aː Ø									
461-10										Ø Ø Ø Ø									
547-10										ʔ ə Ø b									
411-10										u r ʔ aː Ø									
541-10										kʼ aː Ø Ø Ø									
113-10										b Ø Ø Ø									
123-10										Ø ə ʔ Ø Ø									
491-10										d Ø Ø g ə b									
254-10										Ø Ø Ø Ø ʔ ə Ø									
339-10										b Ø kʼ i r									
602-10										Ø Ø Ø									
2-10										Ø Ø Ø Ø									
213-10										r Ø									
647-10										b u b u Ø r u u									
211-10										Ø Ø Ø Ø									
328-10										Ø aː Ø aː b aː									
333-10										Ø Ø Ø Ø r									
612-10										ɨ r b u									
109-10										g ə Ø Ø e									
289-10										l ɨ b									
286-10										Ø aː g u r									
418-10										b e r b aː r eː									
615-10										Ø									
62-10										Ø aː Ø									
288-10										ʔ Ø ə									
416-10										kʼ									
456-10										Ø Ø Ø Ø Ø aː Ø b aː d									
509-10										a Ø i r									
5-10										g aː b ɨ Ø									
61-11											Ø ə m								
63-11											Ø Ø Ø Ø Ø m o								
107-11											g Ø m Ø Ø o								
112-11											Ø Ø b ə Ø Ø								
331-11											l Ø g Ø Ø Ø o								
377-11											b o Ø Ø Ø Ø Ø ə								
381-11											Ø Ø Ø Ø Ø Ø Ø								
417-11											Ø Ø Ø								
451-11											Ø ə Ø Ø Ø b o Ø Ø								
454-11											Ø Ø Ø Ø Ø Ø o o								
484-11											Ø Ø Ø Ø Ø o Ø o								
535-11											Ø Ø Ø Ø Ø Ø Ø								
543-11											Ø Ø Ø Ø Ø o Ø								
593-11											Ø Ø m Ø i Ø								
640-11											m Ø Ø l Ø								
1-11											Ø a Ø a Ø a Ø								
65-11											Ø Ø Ø o o o								
163-11											Ø a Ø Ø Ø ə								
212-11											Ø i Ø Ø								
244-11											Ø Ø Ø b ə Ø o Ø Ø								
248-11											m o Ø Ø Ø Ø o								
293-11											Ø ə Ø ə Ø								
373-11											Ø Ø Ø m Ø m								
408-11											b Ø Ø Ø Ø o								
414-11											Ø i b o o Ø o o								
601-11											Ø a Ø Ø Ø Ø Ø o								
642-11											Ø Ø l Ø Ø Ø Ø								
60-11											l a Ø a Ø a Ø								
115-11											Ø a Ø Ø o Ø								
209-11											Ø Ø Ø Ø Ø Ø Ø Ø								
242-11											Ø o m Ø Ø Ø Ø Ø								
450-11											Ø ə Ø o Ø Ø								
490-11											Ø ə Ø Ø Ø a Ø								
638-11											Ø i Ø l o Ø Ø								
645-11											Ø Ø Ø								
75-11											Ø Ø m b Ø Ø Ø								
160-11											Ø ə Ø a Ø Ø								
208-11											Ø Ø Ø Ø o Ø Ø o Ø Ø								
214-11											Ø Ø b o o								
218-11											Ø Ø Ø Ø Ø l Ø								
378-11											Ø Ø l g Ø a Ø Ø								
379-11											Ø a Ø Ø Ø a Ø Ø								
409-11											g Ø o Ø a Ø ə								
497-11											Ø a Ø Ø l								
598-11											Ø Ø Ø Ø Ø Ø Ø								
646-11											Ø Ø Ø o Ø ə o								
164-11											b a Ø Ø Ø a Ø								
210-11											Ø a Ø Ø a l Ø								
215-11											Ø Ø Ø Ø Ø b a Ø								
256-11											Ø Ø Ø o								
285-11											m Ø Ø o Ø								
332-11											Ø ə Ø g Ø Ø Ø								
412-11											Ø Ø Ø Ø l Ø								
496-11											Ø o Ø Ø o Ø ə Ø b ə Ø Ø Ø Ø Ø								
64-11											Ø Ø Ø Ø Ø Ø								
67-11											Ø Ø Ø Ø Ø Ø								
169-11											Ø ə Ø Ø a Ø a Ø a								
251-11											Ø Ø Ø o o Ø								
294-11											o o m Ø Ø a Ø o o o o								
461-11											Ø Ø Ø Ø								
547-11											Ø Ø Ø Ø Ø								
597-11											Ø a Ø Ø a m a l ə								
655-11											m Ø Ø Ø Ø Ø Ø								
7-11											Ø o Ø g o								
168-11											Ø Ø m Ø Ø								
296-11											Ø a Ø Ø Ø Ø o								
372-11											Ø ə l Ø ə Ø								
374-11											b ə Ø Ø Ø Ø Ø								
375-11											Ø ə b Ø Ø								
385-11											Ø Ø Ø a Ø								
500-11											Ø i m i Ø Ø								
541-11											Ø ə Ø Ø l								
6-11											m a Ø Ø Ø m Ø								
17-11											Ø ə Ø Ø Ø								
252-11											Ø ə Ø ə b ə m								
421-11											b Ø Ø ə								
448-11											Ø ə Ø Ø Ø Ø Ø a Ø b a Ø								
449-11											Ø Ø Ø Ø a Ø								
491-11											Ø Ø l g a Ø								
545-11											Ø Ø Ø ə Ø Ø								
596-11											l a g a								
653-11											b a Ø Ø Ø								
4-11											g Ø Ø Ø Ø a								
106-11											m ə Ø Ø Ø Ø								
254-11											g i Ø Ø Ø Ø o								
339-11											b ə Ø Ø Ø Ø								
460-11											Ø Ø Ø Ø Ø Ø								
489-11											b Ø ə Ø Ø Ø Ø Ø								
652-11											Ø o Ø Ø a Ø Ø Ø o								
3-11											Ø Ø Ø Ø a								
119-11											Ø Ø l g Ø Ø o								
298-11											Ø Ø Ø Ø Ø Ø								
340-11											g Ø a Ø Ø a								
458-11											Ø a l g a Ø a								
486-11											Ø ə Ø ə Ø ə Ø								
607-11											Ø ə Ø Ø Ø Ø								
609-11											Ø i Ø o								
15-11											Ø i Ø Ø i Ø Ø								
18-11											Ø i Ø Ø Ø ə								
73-11											Ø a Ø Ø a Ø a Ø								
76-11											Ø Ø m Ø ə Ø Ø								
110-11											Ø Ø Ø Ø Ø o								
121-11											Ø i Ø a								
167-11											g i Ø a								
255-11											Ø Ø Ø a l Ø a								
297-11											g Ø Ø Ø a Ø								
299-11											g Ø Ø Ø a Ø								
342-11											m Ø Ø Ø								
344-11											Ø a Ø a m								
550-11											g a Ø g i Ø								
109-11											g Ø l Ø ə								
153-11											Ø a Ø a Ø Ø Ø Ø Ø								
219-11											g a Ø o Ø								
250-11											Ø Ø Ø a Ø Ø								
301-11											Ø Ø Ø Ø Ø o								
594-11											g Ø m Ø m								
122-11											Ø o Ø Ø								
220-11											Ø ə Ø Ø Ø								
300-11											Ø Ø i Ø								
341-11											Ø ə l Ø Ø ə m Ø Ø								
610-11											m Ø Ø o Ø o Ø								
643-11											g Ø Ø Ø Ø								
221-11											g a Ø a Ø a								
61-12												Ø a Ø							
63-12												Ø Ø Ø Ø kʼ							
107-12												g Ø Ø i Ø Ø							
112-12												Ø Ø Ø a Ø							
331-12												Ø Ø g kʼ u Ø kʼ							
377-12												b kʼ Ø kʼ kʼ Ø Ø							
381-12												Ø kʼ kʼ kʼ Ø							
417-12												Ø kʼ Ø							
451-12												Ø Ø b Ø Ø							
454-12												Ø ʔ Ø Ø kʼ kʼ							
484-12												Ø Ø Ø Ø Ø kʼ							
535-12												Ø Ø Ø Ø							
543-12												Ø Ø Ø							
593-12												Ø Ø kʼ Ø Ø							
640-12												Ø kʼ Ø Ø kʼ							
1-12												Ø aː Ø a Ø a Ø							
65-12												Ø Ø b kʼ kʼ kʼ							
163-12												Ø a ʔ kʼ kʼ Ø							
212-12												Ø Ø							
244-12												Ø Ø Ø							
248-12												Ø kʼ Ø Ø Ø							
293-12												Ø a Ø a Ø							
373-12												ʔ kʼ Ø Ø Ø Ø							
408-12												b i Ø							
414-12												Ø Ø b kʼ Ø							
601-12												a Ø Ø b							
642-12												kʼ kʼ Ø Ø Ø Ø Ø							
60-12												Ø a Ø a Ø a kʼ							
115-12												Ø kʼ kʼ Ø							
209-12												Ø Ø Ø Ø							
242-12												Ø Ø Ø Ø kʼ							
415-12												Ø Ø Ø Ø Ø							
450-12												Ø a Ø kʼ							
490-12												Ø a b Ø Ø							
638-12												Ø Ø Ø kʼ kʼ Ø							
645-12												Ø Ø Ø							
75-12												Ø Ø b Ø kʼ							
160-12												Ø a Ø a ʔ							
208-12												Ø Ø Ø Ø kʼ aː							
214-12												Ø b kʼ							
218-12												Ø kʼ Ø Ø Ø							
378-12												Ø Ø g a Ø							
379-12												Ø a kʼ a kʼ							
497-12												Ø a Ø							
598-12												Ø ʔ i kʼ							
164-12												b a Ø kʼ Ø kʼ							
210-12												Ø a Ø kʼ Ø Ø a							
215-12												Ø b i b a							
256-12												Ø Ø Ø							
285-12												Ø Ø Ø Ø Ø							
332-12												a g Ø Ø							
380-12												Ø kʼ Ø							
412-12												Ø Ø kʼ u Ø							
496-12												kʼ kʼ kʼ kʼ kʼ Ø a Ø b a Ø kʼ kʼ kʼ kʼ							
64-12												Ø Ø Ø Ø							
67-12												Ø Ø Ø							
169-12												b a Ø kʼ a Ø a Ø Ø							
251-12												Ø a Ø kʼ kʼ							
294-12												Ø u a							
461-12												Ø Ø							
547-12												Ø Ø Ø Ø kʼ							
597-12												Ø i g i Ø a kʼ							
655-12												Ø Ø Ø Ø							
7-12												Ø Ø g							
168-12												Ø Ø Ø Ø							
296-12												ʔ Ø Ø kʼ kʼ kʼ Ø							
372-12												Ø Ø Ø Ø Ø Ø							
374-12												b a Ø u i Ø i							
385-12												Ø Ø Ø a Ø							
500-12												Ø Ø Ø Ø u							
6-12												Ø a Ø Ø Ø Ø							
113-12												b kʼ							
123-12												Ø aː Ø a kʼ							
330-12												Ø aː Ø kʼ							
421-12												b Ø Ø a							
448-12												Ø a Ø Ø Ø Ø Ø Ø b Ø kʼ							
449-12												Ø Ø							
491-12												Ø Ø Ø g a							
545-12												Ø Ø Ø u u							
596-12												Ø Ø g Ø							
653-12												Ø a kʼ Ø kʼ							
4-12												g kʼ Ø Ø Ø							
8-12												Ø a b a Ø kʼ kʼ Ø							
106-12												Ø Ø u							
460-12												kʼ kʼ u u							
552-12												Ø Ø kʼ							
602-12												Ø Ø Ø							
2-12												aː Ø Ø Ø							
3-12												Ø Ø Ø kʼ Ø							
119-12												Ø Ø g Ø Ø Ø							
213-12												Ø Ø Ø Ø							
340-12												g u Ø kʼ Ø a							
458-12												Ø a Ø g a Ø a							
607-12												Ø Ø Ø Ø							
609-12												Ø Ø Ø							
647-12												Ø Ø							
10-12												Ø Ø Ø Ø Ø							
110-12												Ø aː u u Ø							
152-12												Ø Ø Ø							
211-12												Ø i Ø Ø							
255-12												Ø u Ø kʼ kʼ Ø a							
297-12												g Ø Ø a Ø							
299-12												g Ø Ø a Ø							
328-12												Ø aː Ø aː b Ø							
333-12												Ø Ø Ø Ø Ø							
334-12												Ø b Ø Ø							
338-12												Ø Ø Ø Ø Ø							
410-12												Ø Ø							
540-12												Ø Ø b Ø							
109-12												g Ø Ø Ø							
153-12												Ø a Ø Ø Ø Ø Ø u							
289-12												Ø Ø Ø							
326-12												Ø aː Ø Ø							
594-12												g Ø u kʼ u u							
549-12												Ø a Ø Ø Ø u Ø							
643-12												g u Ø							
62-12												Ø aː Ø kʼ							
498-12												Ø a Ø a Ø a Ø							
509-12												Ø Ø							
5-12												g Ø Ø Ø							
61-13													Ø Ø Ø						
63-13													Ø Ø Ø Ø Ø Ø Ø						
107-13													Ø Ø Ø Ø Ø Ø						
112-13													Ø Ø Ø Ø Ø Ø						
331-13													Ø Ø Ø Ø Ø Ø Ø						
377-13													Ø Ø Ø Ø Ø Ø Ø						
381-13													Ø Ø Ø Ø Ø Ø Ø						
417-13													Ø Ø Ø						
451-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø						
454-13													Ø Ø Ø Ø Ø Ø Ø Ø						
484-13													Ø Ø Ø Ø Ø Ø Ø Ø						
535-13													Ø Ø Ø Ø Ø Ø Ø						
543-13													Ø Ø Ø Ø Ø Ø Ø						
593-13													Ø Ø Ø Ø Ø Ø						
640-13													Ø Ø Ø Ø Ø						
1-13													Ø Ø Ø Ø Ø Ø Ø						
65-13													Ø Ø Ø Ø Ø Ø						
163-13													Ø Ø Ø Ø Ø Ø						
212-13													Ø Ø Ø Ø						
244-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø						
248-13													Ø Ø Ø Ø Ø Ø Ø						
293-13													Ø Ø Ø Ø Ø						
373-13													Ø Ø Ø Ø Ø Ø						
408-13													Ø Ø Ø Ø Ø Ø						
414-13													Ø Ø Ø Ø Ø Ø Ø Ø						
601-13													Ø Ø Ø Ø Ø Ø Ø Ø						
642-13													Ø Ø Ø Ø Ø Ø Ø						
60-13													Ø Ø Ø Ø Ø Ø Ø						
