COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
610-8								m ɨ r kʼ a r											
643-8								g a m w a											
118-8								tʃ ə n ə											
221-8								dʒ ə p ə r ə											
420-8								ʔ o w z a t											
455-8								ʔ e m a											
495-8								tʃʼ e t											
498-8								m ə tʃʼ ə kʼ ə m											
61-9									d ə m										
63-9									ʔ a t ɨ m										
107-9									g a m e r a										
112-9									d a m ə r a										
331-9									n ɨ g w s										
377-9									b u kʼ u r a										
381-9									ʔ a t										
417-9									r u z										
451-9									s ə b a t										
454-9									ʔ a tʃʼ ɨ r										
484-9									s ɨ d ɨ s t										
535-9									ʔ a s ɨ r										
543-9									s o ʔ o s t										
593-9									ʔ a m u s										
640-9									m w a n										
1-9									d a pː ə r ə										
65-9									tʼ u										
163-9									s ə tʃʼ ə										
212-9									ʔ ai̯ n										
244-9									ʔ a r b ʔ a t										
248-9									m u r ʔ a										
293-9									f ə r ə z										
373-9									kʼ ɨ m a r										
408-9									b a w r a										
414-9									tʼ ə b kʼ u l a										
601-9									ʔ ə r o										
642-9									n ɨ f a s										
60-9									n ə f ə s ə										
209-9									s u w ɨ r										
242-9									ʔ a m ʔ ɨ s t										
415-9									z ɨ r a m										
490-9									tʼ ə p w ə										
638-9									s ɨ n e ʔ										
645-9									kʼ a r										
75-9									ʔ a m b ɨ r										
160-9									tʼ ə r ə kʼ										
208-9									ʔ ɨ n kʼ u r a										
214-9									ʔ a b										
218-9									ʔ ɨ n z ɨ r										
378-9									ʔ a n g ə t										
379-9									ʒ ə tʼ ə										
409-9									g a r ə r ə										
497-9									t ə n										
598-9									x w e t										
646-9									ʔ a x m a										
164-9									b ə kʼ ə										
210-9									ʒ ə x w ə r a										
215-9									ʔ a tʼ e b ə t										
256-9									t u mː ə										
285-9									m ɨ d a d										
332-9									ʔ ə g ɨ r										
380-9									ʔ ə x w a										
412-9									s a x ə n										
496-9									s ə m b ə t										
64-9									d a p a										
67-9									w ɨ r										
169-9									b ə r z a z a ʃ ə										
251-9									f e kʼ										
294-9									m o kʼ										
461-9									tʼ ai̯										
547-9									w ə z a t										
597-9									m a r ə d ə ɲ ə										
655-9									m ɨ ʃ t										
7-9									ʔ a r g a										
168-9									ʔ ɨ m a r										
296-9									ʔ ɨ x w t a										
372-9									k ə n f ə r										
374-9									b o kʼ o lː o										
375-9									s ə b										
385-9									w ɨ tʼ ə t										
411-9									t ə r a s										
500-9									ʔ ɨ m ɨ r										
541-9									kʼ ə tʃʼ ɨ r										
6-9									m ə r k a m a										
17-9									ʔ ə x ɨ r										
113-9									b u n o										
123-9									ʃ e m ə										
252-9									n ə k ə b ə										
421-9									b ɨ ʃ a										
448-9									kʼ ə tʼ a ts ə m b ə t										
491-9									d ɨ n g ə t										
545-9									x ɨ n ə w a										
596-9									n ə g ə										
653-9									b ə tː ə t										
4-9									g i ʃ ə										
8-9									kʼ ə b ə t o ʔ ə										
254-9									dʒ i m ʔ a t										
339-9									b ə kʼ ɨ r										
489-9									b w ə r tʃʼ ə m a										
552-9									z ə										
652-9									ʔ ai̯ t ə x t a										
119-9									ʔ a n g a tʃ a										
298-9									x u t a										
340-9									g w ə n tʃ ə										
458-9									d ə n g ə ɲ ə										
459-9									ʔ a s ə w ə										
486-9									n ə tʼ ə kʼ ə										
607-9									ʔ ə k w a										
609-9									ʔ i x a										
10-9									l ɨ kʼ u r										
15-9									ʔ ɨ nː ɨ ʔ										
18-9									n ɨ k i j ə										
73-9									tʃ ə k ə r ə										
76-9									m w ə s a										
110-9									d a tː ə										
121-9									t ɨ k ə										
167-9									g ɨ j ə										
255-9									kʼ w ə n tʃ ə										
297-9									g u n ʔ ə r										
299-9									g u n ʔ ə r										
338-9									m ə m a r										
342-9									m ai̯ n a										
344-9									kʼ ə s ə m										
550-9									d ɨ n dʒ ɨ r										
612-9									ʔ a r ɨ b										
219-9									g ə p a t										
301-9									k u t a r a										
74-9									g w ə p ai̯										
120-9									d a n g a										
220-9									tʃ o w a tʃ										
245-9									kʼ w ə b ə r ə										
300-9									x i n										
341-9									kʼ ə n ə m ə										
610-9									m ə m ɨ r										
118-9									tʃ ə ɲ ə										
221-9									dʒ ə pː ə r ə										
420-9									ʔ a w z a t										
61-10										d ə m									
63-10										ʔ aː tʼ									
107-10										g aː m ə l a									
112-10										d aː n a									
331-10										n ə g aː ʃ i									
377-10										b ə kʼ ə l									
381-10										ʔ a ħ a n d									
417-10										r uː z									
451-10										s aː tː i									
454-10										ħ a tʃʼ i r									
484-10										s i dː i s t aː ɲ									
535-10										ʔ a sː i r									
543-10										ʃ i ʔ i ʃ t i									
593-10										x a m i s									
640-10										m aː n									
1-10										d ə b ə l a									
65-10										tʼ oː t									
163-10										s ə tʃ a									
212-10										ʔ i n									
244-10										ħ a r a t									
248-10										m u lː u ʔ									
293-10										f ə r ə z									
373-10										kʼ u m aːi̯									
408-10										b a ʔ a r a									
414-10										d u bː a									
601-10										ʔ a r b a ʔ a									
115-10										l aː m									
209-10										s uː t									
242-10										ħ a mː i s t i									
415-10										z ɨ n aː b									
490-10										tʼ ə b a									
160-10										d ə r ə kʼ									
208-10										ʔ a kʼ u ħ									
218-10										ʔ u z u n									
378-10										ʔ a n g ə t									
379-10										z ə ħ tʼ ə ɲ									
497-10										t ə n									
598-10										k oː t									
646-10										ʔ a x aː x aː tʃ									
164-10										b ə kʼ a									
210-10										d o x o n									
256-10										t u mː a									
285-10										m ɨ tʼ aː d									
380-10										ʔ a xː a ʔ									
412-10										s a ħ a n									
64-10										d aː b o									
169-10										b ɨ r z ə z ə ʃ ə									
461-10										tʼ aːi̯									
547-10										w uː z i ʔ									
411-10										m ɨ t r aː ʃ									
541-10										kʼ ə tʃʼ iː n									
113-10										b u n									
123-10										ʃ eː m ə kʼ a									
491-10										d ə g u									
254-10										dʒ u m ʔ a									
339-10										b ə kʼ l ə									
602-10										m i n									
2-10										k u lː u									
213-10										ħ a r aː ʃ i									
647-10										t a ħ ai̯									
211-10										m ə ʃ eː t									
328-10										s ə d ə b a									
333-10										m i sː i r									
612-10										ħ aː r b i									
109-10										tʃʼ aː tʃʼ u									
289-10										kʼ ə l b i									
286-10										tʃʼ ɨ g ə r									
418-10										b ə r b ə r i									
615-10										m i									
62-10										f ə l a ħ a									
288-10										ʔ u r uː s									
416-10										kʼ eː h									
456-10										s ə b t i									
509-10										ʔ i r									
5-10										g uː s									
61-11											d ə m								
63-11											ʔ a tʼ ɨ m								
107-11											g a m e r a								
112-11											d a m ə r a								
331-11											n u g w s								
377-11											b u kʼ u r ə								
381-11											ʔ a t								
417-11											r u z								
451-11											s aː t								
454-11											ʔ e ʔ i r								
484-11											s ɨ dː ɨ s t								
535-11											ʔ a s ɨ r								
543-11											s o ʔ o s t								
593-11											ʔ a m u s								
640-11											m a n								
1-11											d a pː ə r ə								
65-11											tʼ u								
163-11											s ə tʃʼ ə								
212-11											ʔ e r								
244-11											ʔ ə r b ʔ a t								
248-11											m u r ʔ a								
293-11											f ə r ə z								
373-11											ʔ ɨ m a r								
408-11											b a w ə r a								
414-11											tʼ ə b a kʼ u l a								
601-11											ʔ ə r o								
642-11											n ə f a s								
60-11											n ə f ə s ə								
115-11											ʔ ə r a m								
209-11											s uː n t								
242-11											ʔ a mː ɨ s t								
450-11											z ə r								
490-11											tʼ ə p w ə								
638-11											s ɨ n ə ʔ								
645-11											kʼ a r								
75-11											ʔ a m b ɨ r								
160-11											d ə r ə ʔ								
208-11											ʔ ɨ n kʼ w ɨ r a								
214-11											ʔ a b a								
218-11											ʔ ɨ n z ɨ r								
378-11											ʔ a n g ə d								
379-11											ʒ ə ʔ ə								
409-11											g ə t ə r ə								
497-11											t ə n								
598-11											w ɨ r ʔ e t								
646-11											ʔ a x ə								
164-11											b ə k ə								
210-11											ʒ ə x w ə r ə								
215-11											ʔ a tʼ e j ə								
256-11											t u m a								
285-11											m ɨ d a d								
332-11											ʔ ə g ɨ r								
412-11											s a h ɨ n								
496-11											w u r s ə n b ə t								
64-11											d a bː o ʔ ə								
67-11											w ɨ r								
169-11											n ə z ə z ə								
251-11											f ə ɲ ə ʔ								
294-11											m w o kʼ								
461-11											tʼ ai̯								
547-11											ʔ a z a t								
597-11											ʔ e m ə ɲ ə								
655-11											m ɨ ʃ t								
7-11											ʔ a r g a								
168-11											ʔ ɨ m a r								
296-11											ʔ ɨ h u d a								
372-11											k ə n f ə r								
374-11											b ə kʼ o lː o ʔ ə								
375-11											s ə b								
385-11											w ɨ tʼ ə t								
500-11											ʔ ɨ m ɨ r								
541-11											kʼ ə tʃ ɨ r								
6-11											m ə r k a m a								
17-11											ʔ ə x ɨ r								
252-11											n ə k ə β ə								
421-11											b ɨ ʃ ə								
448-11											kʼ ə tʼ a n s ə n b ə t								
449-11											ʔ a ʒ ə								
491-11											d ɨ n g ə t								
545-11											x ɨ n o w a								
596-11											n ə g ə								
653-11											b ə t ɨ t								
4-11											g i ʃ ɨ ʔ ə								
106-11											m ə ʔ a								
254-11											dʒ ɨ m ʔ a t								
339-11											b ə ʔ ə r								
460-11											x i d a								
489-11											b ə r tʃʼ ɨ m a								
652-11											ʔ ə t ə d o								
3-11											h ɨ n ɨ ʔ ə								
119-11											ʔ a n g a tʃ a								
298-11											h u d a								
340-11											g o n tʃ ə								
458-11											d ə n g ə ɲ ə								
486-11											n ə tʼː ə kʼ ə m								
607-11											ʔ o k w a								
609-11											ʔ ɨ x a								
15-11											ʔ ɨ nː ə								
18-11											n u ʔ i j ə								
73-11											tʃ ə k w ə r ə								
76-11											m w ə s a								
110-11											d a t a								
121-11											t ɨ k ə								
167-11											g ɨ j ə								
255-11											kʼ o n tʃ ə								
297-11											g u n ʔ ə r								
299-11											g u n ʔ ə r								
342-11											m e n a								
344-11											kʼ ə s ə m								
550-11											dʒ ə n dʒ ɨ r								
109-11											g u n tʃʼ ə								
153-11											w ə sː ɨ n								
219-11											g ə p a d								
250-11											ʔ ə t ə ʔ u t								
301-11											k u t a r a								
594-11											g ɨ z ɨ j ə								
122-11											kʼ a w a								
220-11											tʃ ə w a dʒ								
300-11											ʔ a n ə								
341-11											kʼ ə n ə m ə								
610-11											m ɨ r ʔ a r								
643-11											g ə z j ə								
221-11											dʒ ə p ə r ə								
61-12												d ə m							
63-12												ʔ a tʼ ɨ m							
107-12												g i m ə l							
112-12												d a m ə n a							
331-12												n ɨ g u s							
377-12												b ɨ tʃʼ ɨ l							
381-12												ʔ a tː							
417-12												r u z							
451-12												s ə b a t							
454-12												ʔ a tʃʼ ɨ r							
484-12												s ɨ d ɨ s t							
535-12												ʔ a s ɨ r							
543-12												s o s t							
593-12												x a m u s							
640-12												m a							
1-12												d ə bː ə l ə m							
65-12												tʼ ɨ b u jː ə							
163-12												s ə tʃʼ ə							
212-12												ʔ i n							
244-12												ʔ a r a t							
248-12												m u l a							
293-12												f ə r ə z							
373-12												kʼ ɨ m a l							
408-12												b o r a							
414-12												d ə b a kʼ u lː a							
601-12												x ə r o b							
642-12												n ə f a s							
60-12												n ə fː ə s o							
115-12												ʔ ə l a m							
209-12												s ə mː ɨ n t							
242-12												ʔ a mː ɨ s t							
415-12												z ɨ n a b							
450-12												z ə r							
490-12												tʼ o bː ə m							
638-12												s ɨ rː e							
645-12												kʼ a l							
75-12												ʔ a m b ɨ l							
160-12												d ə r ə kʼ							
208-12												ʔ a n kʼ o							
214-12												ʔ a b i							
218-12												ʔ ɨ n z ɨ n							
378-12												ʔ a n g ə t							
379-12												ʒ ə tʼ ə ɲ							
497-12												t ə n							
598-12												k i tː							
164-12												b ə ʃː ə m							
210-12												z ə x o n							
215-12												ʔ a tʼ a b ə t							
256-12												t u mː a							
285-12												m ɨ tʼ a d							
332-12												ʔ ə g ɨ r							
380-12												ʔ a x u							
412-12												s ə h a n							
496-12												w u r s ə n b ə t							
64-12												d a bː o							
67-12												w ɨ r							
169-12												b ɨ r ə z ə z ə							
251-12												f ɨ jː ə l							
294-12												j ə m o kʼ ə							
461-12												ʔ ə tʼ ai̯							
547-12												w ɨ z a t							
597-12												ʔ ə n g ə d ə ɲː a							
655-12												m ɨ ʃ t							
7-12												ʔ a l g a							
168-12												ʔ ə m a r							
296-12												j ə k w a							
372-12												k ə n f ə r							
374-12												b o kʼː o lː o							
385-12												w ɨ tʼ ə t							
500-12												j i m i r							
6-12												m ə l k a m a							
113-12												b u n a							
123-12												s ə tʼ ə							
330-12												kʼ ə l d							
421-12												b ɨ ʃː ə							
448-12												k ɨ d a n s ə n b ə t							
449-12												ʔ a ʒː ə							
491-12												d ɨ n g ə t							
545-12												k ɨ nː ə m							
596-12												n ə g ə							
653-12												b ə t ə t							
4-12												g ɨ n ʒ ə							
8-12												kʼ ə b ə tː o							
106-12												m ə tʼː a							
460-12												k i j a							
552-12												z i							
602-12												m ɨ n							
2-12												k u lː ɨ m							
3-12												k ɨ rː ə							
119-12												ʔ a n g a tʃ a							
213-12												ʔ a r a ʃ							
340-12												g ə tʃ ə							
458-12												d ə n g ə ɲː ə							
607-12												ʔ a x u ɲ							
609-12												j i g a							
647-12												t ə t a t əi̯							
10-12												tʼ ɨ kʼ u r							
110-12												d ə r ə t							
152-12												ʔ a zː o							
211-12												m ɨ ʃ ə r							
255-12												kʼ o l ə tʃ ə							
297-12												g u nː ə n							
299-12												g u nː ə n							
328-12												s ə dː ə b ə m							
333-12												m ɨ ʃ ɨ r ə							
334-12												ʔ a n b ə sː a							
338-12												m ɨ n k o m							
410-12												kʼ a r ɨ j a							
540-12												l e b a							
109-12												g u n tʃʼ ə							
153-12												w o w o sː ɨ n							
289-12												l ɨ bː							
326-12												m ə t o							
594-12												g ɨ z j e							
549-12												t ə k w a							
643-12												g oi̯							
62-12												f ə lː a m							
498-12												m o tʃʼ ə kʼ ə m							
509-12												j i m ɨ r							
5-12												g ə b s							
61-13													d ə m						
63-13													ʔ a tʼ ɨ m						
107-13													g a m e l a						
112-13													d a b ə n a						
331-13													n ɨ g w s						
377-13													b w ə kʼ ɨ l a						
381-13													ʔ a tː						
417-13													r u z						
451-13													s e b ə t						
454-13													ʔ a tʃʼ ɨ r						
484-13													s ɨ dː ɨ s t						
535-13													ʔ a s ɨ r						
543-13													s o s t						
593-13													ʔ a m u s						
640-13													m w a						
1-13													d ə bː ə r ə m						
65-13													tʼ u b						
163-13													s ə tʃʼ ə						
212-13													ʔ e n						
244-13													ʔ a r b ə tː						
248-13													m u l a						
293-13													f ə r ə z						
373-13													kʼ ɨ m a l						
408-13													b o r a						
414-13													d ə b a kʼ u l a						
601-13													ʔ ə r o b						
642-13													n ɨ f a s						
60-13													n ə fː ə s ə						
115-13													ʔ ə r a m						
209-13													s ɨ mː u t						
242-13													ʔ a mː ɨ s t						
415-13													z ɨ n a b						
450-13													z ə r						
490-13													tʼ o bː ə						
638-13													s i rː e						
645-13													kʼ a l						
75-13													ʔ a m b ɨ r						
160-13													tʼ ɨ r ə kʼ						
208-13													ʔ a n kʼ w ə						
214-13													ʔ a b						
218-13													ʔ ɨ n z ɨ n						
378-13													ʔ a n g ə t						
379-13													ʒ ə tʼ ə						
409-13													ʔ a t ə r ə						
497-13													t ə nː						
598-13													x w e tː						
646-13													ʔ a x a						
164-13													b ə kː ə						
210-13													ʒ ə x w ə n ə						
215-13													ʔ a tʼ e b ə t						
256-13													t u mː a						
285-13													m ɨ d a d						
332-13													ʔ ə g ɨ r						
380-13													ʔ ə x w a						
496-13													w u r s ə n b ə t						
67-13													w ɨ r						
169-13													b ɨ r ə zː ə z ə						
251-13													f e kʼ						
294-13													j ə m w ə kʼ ə						
461-13													ʔ ə tʼ e						
547-13													w ɨ z a t						
597-13													ʔ ɨ m a t ə ɲː a						
655-13													m ɨ ʃ t						
7-13													ʔ a l g a						
158-13													kʼ ə m i s						
168-13													ʔ ɨ m a r						
296-13													j ə h u t i						
372-13													k ə n f ə r						
374-13													b o kʼː o lː o						
385-13													w ɨ tʼ ə t						
411-13													t ə r a s						
500-13													ʔ ɨ m ɨ r						
541-13													kʼ ɨ tʃː ɨ n						
6-13													m ə l k a m a						
17-13													ʔ ɨ h ɨ r						
123-13													ʃ e m ə						
252-13													r ə kː ə b ə						
330-13													kʼ ə l d						
421-13													b ɨ ʃː a						
448-13													k ɨ d a n s ə n b ə t						
449-13													ʔ a ʒː ə						
491-13													d ɨ n g ə t						
545-13													x ɨ nː o						
596-13													n ə g ə						
653-13													b ə tː ə t						
4-13													g ɨ n ʒ ə						
8-13													kʼ ə b ə tː o						
290-13													ʔ a gː ə z ə						
460-13													x i t i						
489-13													b o r tʃʼ u m a						
552-13													z i						
652-13													ʔ e tː i						
3-13													h ɨ nː ə						
119-13													ʔ a n g a tʃ a						
213-13													ʔ a r a ʃ						
298-13													h u t i						
340-13													g w ə tʃ ə						
458-13													d ə n g ə ɲː ə						
459-13													ʔ a sː o						
607-13													ʔ a k w a						
609-13													ʔ ə g a						
647-13													t ə t ə tː e						
10-13													tʼ ɨ kʼ u r						
15-13													ʔ ɨ nː ɨ m						
18-13													n ɨ kʼ						
73-13													tʃ ə kː w ə r ə						
76-13													m w a s a						
121-13													t ɨ x ə						
152-13													ʔ a zː o						
167-13													g ɨ j ə						
255-13													kʼ w ə tʃ ə						
297-13													g u nː ə n						
299-13													g u nː ə n						
328-13													s ə dː ə b ə						
334-13													ʔ a n b ə sː a						
338-13													b ə m ɨ n						
342-13													m e nː a						
344-13													kʼ ə s ə m						
410-13													kʼ a r i j a						
540-13													l e b a						
550-13													dʒ ə n dʒ ɨ n						
612-13													ʔ a r ɨ b						
153-13													w ə w ə sː ɨ n						
219-13													g ə bː a t						
301-13													k u tː ə n a						
326-13													m ə t o						
594-13													g ɨ z j e						
74-13													g w ə bː e						
120-13													d a n g a						
122-13													kʼ a w a						
154-13													b ə rː ə s ə						
300-13													h i n						
610-13													m ɨ r kʼ a r						
118-13													tʃ ə ɲː ə						
221-13													ʒ ə bː ə r ə						
455-13													ʔ e m a						
495-13													tʃʼ e t						
498-13													m e tʃʼ ə kʼ ə m						
61-14														d ə m					
63-14														ʔ a tʼ ɨ m					
107-14														g a m e l a					
112-14														d a b ə n a					
331-14														n ɨ g w s					
377-14														b u ʔ u r ə					
381-14														ʔ a tː					
417-14														r u z					
451-14														s ə b a t					
454-14														ʔ a tʃʼ ɨ r					
484-14														s ɨ dː ɨ s t					
535-14														ʔ a sː ɨ r					
543-14														s o s t					
593-14														ʔ a m u s					
640-14														m a					
1-14														d ə bː ə r ə m					
65-14														tʼ ɨ w ə jː ə					
163-14														s ə tʃʼ ə m					
212-14														ʔ e n					
244-14														ʔ a r b ə t					
248-14														m w əi̯					
293-14														f ə r ə z					
373-14														kʼ ɨ m e					
408-14														b o r a					
414-14														d ɨ w a ʔ u lː a					
601-14														ʔ ə r o b					
642-14														ʔ ɨ n f a s					
60-14														n ə fː ə s ə m					
115-14														ʔ ə nː a m					
209-14														s ɨ mː u t					
242-14														ʔ a mː ɨ s t					
415-14														z ɨ n a b					
450-14														z ə r					
490-14														tʼ ə bː w ə m					
638-14														s ɨ rː e					
645-14														kʼ a l					
75-14														ʔ a m b i					
160-14														tʼ ə r ə ʔ					
208-14														ʔ a n kʼ w ə					
214-14														ʔ a b					
218-14														ʔ ɨ n z ɨ n					
378-14														ʔ a n g ə t					
379-14														ʒ ə tʼ ə					
409-14														g e t ə r ə					
497-14														t ə n					
598-14														x w e tː					
646-14														ʔ a t ə					
164-14														b ə kː j ə m					
210-14														z ɨ x o n					
215-14														ʔ a tʼ e b ə t					
256-14														t u mː a					
285-14														m ɨ d a d					
332-14														ʔ ə g ɨ r					
380-14														ʔ a x u ɲː a					
412-14														s a h ə n					
496-14														w u r s ə n b ə t					
64-14														d a bː o					
169-14														n ə z ə z ə m					
251-14														f ə ɲː ə ʔ ə					
294-14														m w ə ʔ					
461-14														tʼ e					
547-14														w ɨ z a t					
597-14														m ə n g ə d ə ɲ a					
655-14														m ɨ ʃ t					
7-14														ʔ a l g a					
158-14														kʼ ə m i s					
168-14														ʔ ɨ m a r					
296-14														j ə x w a					
372-14														k ə n f ə r					
374-14														b ə kʼː o lː o					
385-14														w ɨ tʼ ə t					
411-14														t ɨ r a s					
6-14														m ə l k a m a					
17-14														ʔ ə x i					
123-14														ʃ ə m ə m					
330-14														kʼ ə l d					
421-14														b ɨ ʃː a					
448-14														k ə d a n s ə n b ə t					
449-14														a ʒː ə m					
491-14														d ɨ n g ə t					
545-14														x ɨ nː ə w					
596-14														n ə g ə					
653-14														b ə tː ɨ t					
4-14														g ɨ n ʒ ə					
8-14														kʼ ə b ə tː o					
339-14														b ə ʔ ɨ l					
460-14														x j a					
489-14														b w ə r tʃʼ ɨ mː a					
552-14														z i					
602-14														m ɨ ʔ e					
652-14														ʔ ɨ n tʼ e w e					
119-14														ʔ a n g a tʃ a					
340-14														g ə tʃ ə					
458-14														d ə n g ə ɲː ə					
459-14														ʔ a sː ə w ə					
486-14														n ə tʼː ə kʼ ə m					
607-14														ʔ ə kː w a					
609-14														ʔ ɨ g a					
647-14														t ə tː i j ə					
10-14														tʼ ɨ kʼ u r					
15-14														ʔ ɨ nː ɨ m					
18-14														l ɨ ʔ ɨ j ə					
73-14														tʃ ə kː w ə r ə m					
110-14														d a dː a					
121-14														t ɨ k ə					
152-14														ʔ a zː o					
167-14														g ɨ j ə					
255-14														kʼ o l ə tʃ ə					
297-14														g u nː ə n					
299-14														g u nː ə n					
328-14														s ə dː ə b ə m					
334-14														ʔ a n b ə sː a					
338-14														b ə mː ɨ n					
342-14														m e rː a					
344-14														kʼ ə s ə m					
410-14														kʼ a r e					
540-14														l e b a					
550-14														dʒ ə n dʒ ɨ n					
109-14														g u n tʃʼ ə					
153-14														w ə w ə sː ɨ n					
219-14														g ə bː a t					
250-14														w ə t e					
289-14														l ɨ bː					
301-14														k u tː ə n a					
594-14														g e					
74-14														g w ə bː e					
122-14														kʼ a w a					
154-14														ʔ a f ə rː ə s ə m					
220-14														tʃ ə w a tʃ					
245-14														kʼ ə w ə r ə					
549-14														t ə h ɨ m a n g e					
643-14														g e					
420-14														ʔ o z a t					
509-14														ʔ a r e t					
61-15															d ə m				
63-15															h a tʼ ɨ m				
107-15															g aː m eː l a				
112-15															d ə b ə n a				
331-15															n ɨ g u s				
377-15															b o kʼ l o				
381-15															ʔ aː d				
417-15															r u z				
451-15															s a ʔ a b a t				
454-15															ʔ a n tʃʼ ɨ r				
484-15															s ɨ dː ɨ s t				
535-15															ʔ a sː ɨ r				
543-15															ʃ e ʃ t				
593-15															x a m u s				
640-15															m aː n i				
1-15															d ə b ə l ə				
65-15															tʼ u b				
163-15															s ə tʃ e				
212-15															ʔ iː n				
244-15															ʔ a r a t				
248-15															m u lː a				
293-15															f ə r ə z				
373-15															kʼ u m a l				
414-15															d ə b a kʼ u lː ə				
601-15															h a r b e				
642-15															n ɨ f a s				
60-15															n ə f ə s ə				
115-15															l a m				
209-15															s ə m u t				
242-15															ʔ a mː ɨ s t				
415-15															z ɨ l ə m				
450-15															z ə r				
490-15															t o b e				
638-15															s ɨ r əi̯				
645-15															kʼ a l				
75-15															h a m ɨ l				
160-15															d ə r ə kʼ				
214-15															ʔ a b o t				
218-15															ʔ ɨ z ɨ n				
378-15															ʔ a n g w o r o				
379-15															z i tʼː ə ɲː e				
409-15															g i t e				
497-15															t ə n				
646-15															ʔ a t ə				
164-15															b ə tʃ e				
210-15															d ə x a n o				
215-15															ʔ ɨ n tʼ a b i t				
256-15															t u mː a				
285-15															m ɨ tʼ a d				
332-15															ʔ ɨ n g i r				
380-15															ʔ a kː u				
412-15															s aː n				
496-15															g ɨ d ɨ r s ə n b ə t				
67-15															w ɨ r				
169-15															b i r ə z ə z ə				
251-15															f e kʼ				
294-15															m u kʼ				
461-15															tʼ ai̯				
547-15															w ɨ z ə t				
655-15															m ɨ ʃ t				
158-15															kʼ ə m b i sː ə				
168-15															ʔ uː m a r				
296-15															j u h a				
374-15															b ə kʼː o lː o				
375-15															s ə b				
385-15															w ɨ tʼ ə t				
541-15															kʼ ə tʃ ɨ n				
17-15															ʔ ɨ x ɨ l				
113-15															b u n o				
123-15															ʃ eː m e				
252-15															r ə k ə b ə				
330-15															kʼ ə l d				
421-15															b u ʃ o				
449-15															ʔ a n ʒ ə				
491-15															d ɨ n b u tʼ				
653-15															f ə tː				
8-15															kʼ ə b ə tː o				
106-15															m ə tʼ a				
254-15															dʒ i m a t				
290-15															ʔ a g ə z ə				
339-15															b ə kʼː ɨ l				
602-15															m ɨ n				
652-15															ʔ ai̯ t ai̯				
2-15															h u lː ɨ m k ə				
3-15															k i r e				
213-15															ʔ a r aː ʃ i				
459-15															ʔ a r u s o				
211-15															g ə bː a t				
328-15															s ə d ə b ə				
333-15															m ɨ ʃ ɨ r				
612-15															ʔ a r b				
109-15															g u n tʃʼ o				
247-15															ʔ ɨ n kʼ u r a r i t				
615-15															m əi̯				
62-15															f ə l a				
456-15															a n s ə n b ə t				
498-15															b o tʃʼ ə kʼ ə				
509-15															ʔ a j ɨ r				
61-16																d ə m			
63-16																ʔ a tʼ ɨ m			
107-16																g e m ə l			
112-16																d ə b n a			
331-16																n ə g u s			
377-16																b ə kʼ ə l u			
381-16																h a tː e			
417-16																r u z			
451-16																s ə b u ʔ ə			
454-16																ħ a tʃʼ a r			
484-16																s ɨ ʔ ɨ s			
535-16																ʔ a s ɨ r			
543-16																s ə l ə s			
593-16																k ə m i ʃ			
640-16																m ə n			
65-16																tʼ ɨ b			
163-16																s ə t ə			
212-16																ʔ ɨ n			
244-16																ʔ a r b ə ʕ ə			
248-16																m ɨ l u ʔ			
293-16																f ə r ə s			
373-16																kʼ ə m ə l			
408-16																b ə ʕ r ai̯			
414-16																d ɨ bː a			
601-16																ʔ ɨ rː o b ɨ ʔ			
642-16																n ɨ f a s			
209-16																s ə m ə n			
242-16																h a m ɨ s			
415-16																z ɨ l a m			
450-16																z ə r ɨ ʔ			
638-16																ʃ ɨ r n ai̯			
75-16																ħ a m l e			
208-16																ʔ ɨ n kʼ o kʼ ɨ ħ o			
214-16																ʔ a b			
218-16																ʔ a z ə n			
409-16																ʕ a t ə r			
497-16																t ə n a n			
598-16																k ə l ʔ e t			
646-16																ʔ ɨ n t a			
256-16																t o m			
332-16																ʔ ɨ g ə r			
496-16																s ə n b ə t ʔ a bː ɨi̯			
67-16																w ɨ h ɨ r			
655-16																ʔ ɨ sː i t			
372-16																k ə m f ə r			
375-16																s ə b			
411-16																t ə r ʔ a s			
500-16																ʔ ɨ b ɨ n			
541-16																kʼ ə tʼ i n			
17-16																ʃ ɨ ʕ i r			
113-16																b u n			
252-16																r ə k b ə			
330-16																k ə d m a			
545-16																h ɨ t o m			
106-16																m ə s a			
254-16																dʒ ɨ m a t			
460-16																h ɨ t a			
602-16																m i			
2-16																k ɨ lː a n			
213-16																ħ ə r ə s t ai̯			
298-16																h ɨ t u			
647-16																t ə ħ a t			
211-16																m ɨ s e			
333-16																m ə s ɨ r			
612-16																h ɨ r a b ə t			
289-16																l ɨ bː			
326-16																m ɨ ʔ ɨ t			
154-16																ʔ a f r ə s a			
247-16																ʔ ɨ n kʼ ɨ r ʕ o b			
286-16																tʃʼ ə gː ə r ə t			
418-16																b ə r b ə r e			
615-16																m ai̯			
288-16																r ə ʔ a s			
416-16																kʼ ai̯ ħ ɨ t			
456-16																s ə n b ə t + n ɨ ʔ ɨ ʃ			
61-17																	d ə m		
63-17																	ʕ a s m i		
107-17																	g ɨ m ə l		
112-17																	d ə b ə n a		
331-17																	n ɨ g u s		
377-17																	b ə q l i		
381-17																	ħ a d ə		
417-17																	r u z		
451-17																	ʃ ə w ʕ a t ə		
